id,prefab_model_id,state_id,file_path
51,37,5,prefab://Prefabs/siegefield.xml/castle.wall_slope_6_01
52,37,6,prefab://Prefabs/siegefield.xml/castle.wall_slope_6_02
53,38,1,prefab://Prefabs/siegefield.xml/castle.wall_slope_6_m
54,38,5,prefab://Prefabs/siegefield.xml/castle.wall_slope_6_m_01
55,38,6,prefab://Prefabs/siegefield.xml/castle.wall_slope_6_m_02
56,39,1,prefab://Prefabs/siegefield.xml/castle.wall_m
57,39,5,prefab://Prefabs/siegefield.xml/castle.wall_m_dying
58,39,6,prefab://Prefabs/siegefield.xml/castle.wall_m_dead
59,40,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal
60,40,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_01
61,40,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_02
62,41,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_2
63,41,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_2_01
64,41,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_2_02
65,42,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_2_m
66,42,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_2_m_01
67,42,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_2_m_02
68,43,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_4
69,43,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_4_01
70,43,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_4_02
71,44,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_4_m
72,44,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_4_m_01
73,44,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_4_m_02
74,45,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_6
75,45,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_6_01
76,45,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_6_02
77,46,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_6_m
78,46,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_6_m_01
79,46,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_slope_6_m_02
80,47,1,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_m
81,47,5,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_m_01
82,47,6,prefab://Prefabs/siegefield.xml/castle.wall_diagonal_m_02
83,48,1,prefab://Prefabs/siegefield.xml/castle.wall_gap
84,49,1,prefab://Prefabs/siegefield.xml/castle.stair
85,50,1,prefab://Prefabs/siegefield.xml/castle.stair_m
86,51,1,prefab://Prefabs/siegefield.xml/castle.gate
87,51,5,prefab://Prefabs/siegefield.xml/castle.gate_break
88,51,6,prefab://Prefabs/siegefield.xml/castle.gate_dead
89,52,1,cgf://objects/Env/architecture/siege/castle/hs_tower_a_door.cgf
90,53,1,prefab://Game/Prefabs/siegefield.xml/castle.gate_diagonal
91,53,5,prefab://Game/Prefabs/siegefield.xml/castle.gate_diagonal_01
92,53,6,prefab://Game/Prefabs/siegefield.xml/castle.gate_diagonal_02
93,54,1,prefab://Prefabs/siegefield.xml/castle.stronghold
94,55,1,cgf://objects/Env/architecture/siege/castle/hs_tower_a_door.cgf
95,56,1,prefab://Prefabs/housing_house.xml/housing.hs_house_a
96,56,2,prefab://Prefabs/housing_house.xml/housing.hs_house_a_burning
97,56,3,prefab://Prefabs/housing_house.xml/housing.hs_house_a_burning
98,56,4,prefab://Prefabs/housing_house.xml/housing.hs_house_a_burning
99,56,6,prefab://Prefabs/housing_house.xml/housing.hs_house_a_burned
100,57,1,prefab://Prefabs/housing_house.xml/housing.hs_house_a_brown
101,58,1,prefab://Prefabs/housing_house.xml/housing.hs_house_b
102,58,2,prefab://Prefabs/housing_house.xml/housing.hs_house_b_burning
103,58,3,prefab://Prefabs/housing_house.xml/housing.hs_house_b_burning
104,58,4,prefab://Prefabs/housing_house.xml/housing.hs_house_b_burning
105,58,6,prefab://Prefabs/housing_house.xml/housing.hs_house_b_burned
106,59,1,prefab://Prefabs/housing_house.xml/housing.hs_house_b_brown
107,60,1,prefab://Prefabs/housing_house.xml/housing.hs_house_c
108,60,2,prefab://Prefabs/housing_house.xml/housing.hs_house_c_burning
109,60,3,prefab://Prefabs/housing_house.xml/housing.hs_house_c_burning
110,60,4,prefab://Prefabs/housing_house.xml/housing.hs_house_c_burning
111,60,6,prefab://Prefabs/housing_house.xml/housing.hs_house_c_burned
112,61,1,prefab://Prefabs/housing_house.xml/housing.hs_sawmill_a
113,61,2,prefab://Prefabs/housing_house.xml/housing.hs_sawmill_a_burning
114,61,3,prefab://Prefabs/housing_house.xml/housing.hs_sawmill_a_burning
115,61,4,prefab://Prefabs/housing_house.xml/housing.hs_sawmill_a_burning
116,61,6,prefab://Prefabs/housing_house.xml/housing.hs_sawmill_a_burned
117,62,1,prefab://Prefabs/housing_house.xml/housing.hs_stable_a
118,62,2,prefab://Prefabs/housing_house.xml/housing.hs_stable_a_burning
119,62,3,prefab://Prefabs/housing_house.xml/housing.hs_stable_a_burning
120,62,4,prefab://Prefabs/housing_house.xml/housing.hs_stable_a_burning
121,62,6,prefab://Prefabs/housing_house.xml/housing.hs_stable_a_burned
122,63,1,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a
123,63,2,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burning
124,63,3,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burning
125,63,4,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burning
126,63,6,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burned
127,64,1,prefab://Prefabs/housing_house.xml/housing.hs_barrackhouse_a
128,64,2,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burning
129,64,3,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burning
130,64,4,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burning
131,64,6,prefab://Prefabs/housing_house.xml/housing.hs_stonemasonshop_a_burned
132,65,1,prefab://Prefabs/housing_house.xml/housing.farmhouse1
133,65,2,prefab://Prefabs/housing_house.xml/housing.farmhouse1_burning
134,65,3,prefab://Prefabs/housing_house.xml/housing.farmhouse1_burning
135,65,4,prefab://Prefabs/housing_house.xml/housing.farmhouse1_burning
136,65,6,prefab://Prefabs/housing_house.xml/housing.farmhouse1_burned
137,66,1,prefab://Prefabs/housing_house.xml/housing.hs_house_a_block
138,66,2,prefab://Prefabs/housing_house.xml/housing.hs_house_a_block_burning
139,66,3,prefab://Prefabs/housing_house.xml/housing.hs_house_a_block_burning
140,66,4,prefab://Prefabs/housing_house.xml/housing.hs_house_a_block_burning
141,66,6,prefab://Prefabs/housing_house.xml/housing.hs_house_a_block_burned
142,67,1,prefab://Prefabs/housing_house.xml/housing.hs_house_b_block
143,67,2,prefab://Prefabs/housing_house.xml/housing.hs_house_b_block_burning
144,67,3,prefab://Prefabs/housing_house.xml/housing.hs_house_b_block_burning
145,67,4,prefab://Prefabs/housing_house.xml/housing.hs_house_b_block_burning
146,67,6,prefab://Prefabs/housing_house.xml/housing.hs_house_b_block_burned
147,68,1,prefab://Prefabs/housing_house.xml/housing.hs_house_c_block
148,68,2,prefab://Prefabs/housing_house.xml/housing.hs_house_c_block_burning
149,68,3,prefab://Prefabs/housing_house.xml/housing.hs_house_c_block_burning
150,68,4,prefab://Prefabs/housing_house.xml/housing.hs_house_c_block_burning
151,68,6,prefab://Prefabs/housing_house.xml/housing.hs_house_c_block_burned
152,69,1,prefab://Prefabs/housing_house.xml/housing.housing_farmhouse_a
153,70,1,prefab://Prefabs/housing_house.xml/housing.housing_step1_farmhouse_a
154,71,1,prefab://Prefabs/housing_house.xml/housing.housing_step2_farmhouse_a
155,72,1,cgf://objects/Env/architecture/siege/prop/case_a.cgf
156,73,1,cgf://objects/effects/bomb.cgf
157,74,1,cgf://objects/Env/nuia/crescent/house/house_basic/housing_l.cgf
158,75,1,cgf://objects/Env/nuia/crescent/house/house_basic/housing_m_a.cgf
159,76,1,cgf://objects/Env/nuia/crescent/house/house_basic/housing_m_b.cgf
160,77,1,cgf://objects/Env/nuia/crescent/house/house_basic/housing_s.cgf
161,78,1,prefab://Prefabs/siegefield.xml/castle.wall_hi
162,79,1,prefab://Prefabs/siegefield.xml/castle.wall_hi
163,80,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_m
164,81,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_slope_2
165,82,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_slope_2_m
166,83,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_slope_4
167,84,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_slope_4_m
168,85,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_slope_6
169,86,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_slope_6_m
170,87,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal
171,88,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal_m
172,89,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal_slope_2
173,90,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal_slope_2m
174,91,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal_slope_4
175,92,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal_slope_4m
176,93,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal_slope_6
177,94,1,prefab://Prefabs/siegefield.xml/castle.wall_hi_diagonal_slope_6m
178,95,1,prefab://Prefabs/siegefield.xml/castle.tower_hi_1
179,96,1,prefab://Prefabs/siegefield.xml/castle.tower_hi_2
180,97,1,cgf://ㅁㅁㅁㅁㅁㅁㅁㅁㅁ.cgf
181,98,1,cgf://objects\Env\01_nuia\02_ga\ga_giantstone_01.cgf
182,99,1,cgf://objects\Env\01_nuia\02_ga\ga_giantstone_07.cgf
183,100,1,prefab://Prefabs/garangdol.xml/garangdol.garangdol.ndeco_do_invisible
184,101,1,prefab://Prefabs/60_housing.xml/house.step1
185,102,1,prefab://Prefabs/60_housing.xml/house.step2
186,103,1,prefab://Prefabs/60_housing.xml/house.step3
187,104,1,prefab://Prefabs/60_housing_noani.xml/housing_noani.step4_noani
188,105,1,prefab://Prefabs/60_housing.xml/house.step5
189,106,1,prefab://Prefabs/60_housing.xml/house.step6
190,107,1,prefab://Prefabs/60_housing_noani.xml/housing_noani.step1_noani
191,112,1,prefab://Prefabs/60_housing_noani.xml/housing_noani.step2_noani
192,113,1,prefab://Prefabs/60_housing_noani.xml/housing_noani.step3_noani
193,114,1,prefab://Prefabs/60_housing_noani.xml/housing_noani.step4_noani
194,115,1,prefab://Prefabs/60_housing_noani.xml/housing_noani.step5_noani
195,116,1,prefab://Prefabs/60_housing_noani.xml/housing_noani.step6_noani
196,117,1,prefab://Prefabs/60_housing_hideani.xml/housing_hideani.step1
197,118,1,prefab://Prefabs/60_housing_hideani.xml/housing_hideani.step2
198,119,1,prefab://Prefabs/60_housing_hideani.xml/housing_hideani.step3
199,120,1,prefab://Prefabs/60_housing_hideani.xml/housing_hideani.step4
200,121,1,prefab://Prefabs/60_housing_hideani.xml/housing_hideani.step5
201,122,1,prefab://Prefabs/60_housing_hideani.xml/housing_hideani.step6
202,147,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step00
203,147,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
204,148,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step01
205,148,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
206,149,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step02
207,149,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
208,150,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step03
209,150,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
210,151,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step04
211,151,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
212,152,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step05
213,152,3,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak01
214,152,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
215,153,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step06
216,153,3,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak01
217,153,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
218,154,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step07
219,154,3,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak01
220,154,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
221,155,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step08
222,155,3,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak01
223,155,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
224,156,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step09
225,156,3,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak01
226,156,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
227,157,1,prefab://Prefabs/wienhouse_tri120.xml/tri120.step10
228,157,3,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak01
229,157,6,prefab://Prefabs/wienhouse_tri120.xml/tri120.stepbreak02
230,158,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_00
231,158,6,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup02
232,159,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_01
233,159,6,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup02
234,160,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_02
235,160,6,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup02
236,161,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_03
237,161,3,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup01
238,161,6,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup02
239,162,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_04
240,162,3,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup01
241,162,6,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup02
242,163,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_05
243,163,3,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup01
244,163,6,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup02
245,164,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_06
246,164,3,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup01
247,164,6,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_breakup02
248,165,1,prefab://Prefabs/wienhouse_weird60.xml/weird60.step00
249,165,6,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak02
250,166,1,prefab://Prefabs/wienhouse_weird60.xml/weird60.step01
251,166,6,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak02
252,167,1,prefab://Prefabs/wienhouse_weird60.xml/weird60.step02
253,167,6,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak02
254,168,1,prefab://Prefabs/wienhouse_weird60.xml/weird60.step03
255,168,3,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak01
256,168,6,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak02
257,169,1,prefab://Prefabs/wienhouse_weird60.xml/weird60.step04
258,169,3,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak01
259,169,6,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak02
260,170,1,prefab://Prefabs/wienhouse_weird60.xml/weird60.step05
261,170,3,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak01
262,170,6,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak02
263,171,1,prefab://Prefabs/wienhouse_weird60.xml/weird60.step06
264,171,3,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak01
265,171,6,prefab://Prefabs/wienhouse_weird60.xml/weird60.stepbreak02
266,172,1,prefab://Prefabs/fx.xml/portal_gate_dot
267,172,5,prefab://Prefabs/fx.xml/portal_gate_end
268,185,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_00
269,185,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
270,186,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_01
271,186,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
272,187,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_02
273,187,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
274,188,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_03
275,188,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
276,189,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_04
277,189,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
278,190,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_05
279,190,3,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break01
280,190,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
281,191,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_06
282,191,3,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break01
283,191,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
284,192,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_07
285,192,3,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break01
286,192,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
287,193,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_08
288,193,3,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break01
289,193,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
290,194,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_09
291,194,3,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break01
292,194,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
293,195,1,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_10
294,195,3,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break01
295,195,6,prefab://Prefabs/wienhouse_weird120.xml/weird_120.step_break02
296,196,1,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_00
297,196,6,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break02
298,197,1,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_01
299,197,6,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break02
300,198,1,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_02
301,198,6,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break02
302,199,1,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_03
303,199,3,prefab://Prefabs/wienhouse_nor_60.xml/nor_60.step_break01
304,199,6,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break02
305,200,1,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_04
306,200,3,prefab://Prefabs/wienhouse_nor_60.xml/nor_60.step_break01
307,200,6,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break02
308,201,1,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_05
309,201,3,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break01
310,201,6,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break02
311,202,1,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_06
312,202,3,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break01
313,202,6,prefab://Prefabs/wienhouse_nor60.xml/nor_60.step_break02
314,203,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_00
315,203,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
316,204,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_01
317,204,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
318,205,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_02
319,205,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
320,206,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_03
321,206,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
322,207,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_04
323,207,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
324,208,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_05
325,208,3,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break01
326,208,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
327,209,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_06
328,209,3,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break01
329,209,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
330,210,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_07
331,210,3,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break01
332,210,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
333,211,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_08
334,211,3,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break01
335,211,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
336,212,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_09
337,212,3,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break01
338,212,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
339,213,1,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_10
340,213,3,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break01
341,213,6,prefab://Prefabs/wienhouse_nor120.xml/nor_120.step_break02
342,215,1,prefab://Prefabs/wienhouse_farm_60.xml/farm_60.step_00
343,216,1,prefab://Prefabs/wienhouse_farm_60.xml/farm_60.step_01
344,217,1,prefab://Prefabs/wienhouse_farm_60.xml/farm_60.step_02
345,218,1,prefab://Prefabs/wienhouse_farm_60.xml/farm_60.step_final
346,219,1,prefab://Prefabs/wienhouse_farm_120.xml/farm_120.step_00
347,220,1,prefab://Prefabs/wienhouse_farm_120.xml/farm_120.step_01
348,221,1,prefab://Prefabs/wienhouse_farm_120.xml/farm_120.step_02
349,222,1,prefab://Prefabs/wienhouse_farm_120.xml/farm_120.step_final
350,224,1,prefab://prefabs/garangdol.xml/mainquest.giantstone
351,224,2,prefab://prefabs/garangdol.xml/mainquest.giantstone
352,224,3,prefab://prefabs/garangdol.xml/mainquest.giantstone
353,224,4,prefab://prefabs/garangdol.xml/mainquest.giantstone
354,224,5,prefab://prefabs/garangdol.xml/mainquest.giantstone
355,224,6,prefab://prefabs/garangdol.xml/mainquest.giantstone
356,225,1,prefab://Prefabs/galleon_housing.xml/galleon_housing.step_00
357,226,1,prefab://Prefabs/galleon_housing.xml/galleon_housing.step_01
358,227,1,prefab://Prefabs/galleon_housing.xml/galleon_housing.step_02
359,228,1,prefab://Prefabs/galleon_housing.xml/galleon_housing.step_03
360,229,1,prefab://Prefabs/galleon_housing.xml/galleon_housing.step_04
361,230,1,prefab://Prefabs/galleon_housing.xml/galleon_housing.step_final
362,231,1,prefab://Prefabs/fx.xml/portal_mini
363,232,1,prefab://normal : prefab
364,233,1,prefab://normal : prefab
365,234,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_break01
366,235,1,prefab://Prefabs/wienhouse_tri60.xml/tri_60.step_break02
