id,owner_type_id,sub_type,pos_dir_id,pos_angle,pos_distance,ori_dir_id,ori_angle,use_summoner_faction,life_time,despawn_on_creator_death,use_summoner_aggro_target
255,1,4960,2,0.0,1.0,1,0.0,f,0.0,t,t
259,1,2443,2,0.0,1.0,1,0.0,f,0.0,t,t
263,1,4969,2,180.0,1.0,2,0.0,f,180.0,t,t
265,1,4949,2,0.0,1.0,1,0.0,f,0.0,t,t
266,1,4976,2,1.0,1.0,2,180.0,f,0.0,t,t
267,1,4954,2,0.0,0.0,1,0.0,f,90.0,f,t
270,1,5158,2,1.0,2.0,2,180.0,f,90.0,t,t
273,1,5159,2,1.0,2.0,2,180.0,f,90.0,t,t
274,1,5263,2,0.0,1.0,1,0.0,f,0.0,t,t
275,1,4771,2,0.0,1.0,1,0.0,f,0.0,t,t
280,1,2129,1,180.0,5.0,2,0.0,f,0.0,t,t
285,1,3628,2,0.0,5.0,2,0.0,f,0.0,t,t
286,1,3631,2,90.0,1.5,1,270.0,f,120.0,t,t
287,1,5163,2,359.0,2.0,1,0.0,f,0.0,t,t
289,1,3009,2,0.0,2.0,1,0.0,f,0.0,t,t
290,1,1775,2,0.0,1.0,1,0.0,f,0.0,t,t
291,1,1789,2,0.0,1.0,1,0.0,f,0.0,t,t
295,1,5078,2,0.0,2.0,2,180.0,f,90.0,t,t
297,1,5080,2,350.0,4.0,2,90.0,f,0.0,t,t
300,1,5030,2,180.0,1.0,2,30.0,f,0.0,t,t
301,1,5030,2,180.0,1.0,1,270.0,f,0.0,t,t
302,1,2513,2,0.0,1.2,1,120.0,f,60.0,t,t
310,1,5264,2,0.0,1.0,1,0.0,f,0.0,t,t
311,1,5265,2,0.0,1.0,1,0.0,f,0.0,t,t
312,1,5266,2,0.0,1.0,1,0.0,f,0.0,t,t
313,1,5267,2,0.0,1.0,1,0.0,f,0.0,t,t
314,1,5268,2,0.0,1.0,1,0.0,f,0.0,t,t
315,1,5269,2,0.0,1.0,1,0.0,f,0.0,t,t
316,1,5270,2,0.0,1.0,1,0.0,f,0.0,t,t
317,1,3000,2,0.0,1.0,1,0.0,f,0.0,t,t
318,1,3001,2,0.0,1.0,1,0.0,f,0.0,t,t
324,1,4985,2,0.0,1.0,2,180.0,f,300.0,t,t
326,1,5178,2,0.0,2.0,1,0.0,f,0.0,t,t
327,1,5187,2,0.0,2.0,1,0.0,f,0.0,t,t
328,1,5188,2,0.0,2.0,1,0.0,f,0.0,t,t
329,1,5178,2,0.0,1.0,1,0.0,f,0.0,t,t
330,1,5273,2,0.0,1.0,2,1.0,f,0.0,t,t
331,1,5180,2,3.0,1.0,1,0.0,f,0.0,t,t
332,1,5181,2,2.0,1.0,1,0.0,f,0.0,t,t
333,1,5176,2,0.0,1.0,1,0.0,f,0.0,t,t
343,1,5186,2,180.0,5.0,1,0.0,f,0.0,t,t
344,1,4949,2,1.0,1.0,2,180.0,f,180.0,t,t
346,1,5167,2,265.0,2.0,2,0.0,f,0.0,t,t
349,1,3057,2,180.0,3.0,1,0.0,f,0.0,t,t
350,1,3058,2,270.0,3.0,1,0.0,f,0.0,t,t
351,1,4978,2,0.0,1.0,2,0.0,f,180.0,t,t
353,1,5247,2,0.0,1.0,1,0.0,f,0.0,t,t
354,1,3059,2,90.0,4.0,1,0.0,f,0.0,t,t
355,1,3060,2,180.0,4.0,1,0.0,f,0.0,t,t
356,1,4980,2,270.0,2.0,2,180.0,f,0.0,t,t
358,1,2338,2,0.0,1.0,2,180.0,f,0.0,t,t
359,1,4954,2,0.0,1.0,2,180.0,f,0.0,t,t
361,1,5247,2,0.0,1.0,1,0.0,f,0.0,t,t
363,1,3065,2,0.0,3.0,1,0.0,f,120.0,t,t
364,1,3053,2,0.0,3.0,1,0.0,f,0.0,t,t
367,1,3066,2,0.0,2.0,1,0.0,f,0.0,t,t
373,1,5380,2,0.0,2.5,1,0.0,t,0.0,t,t
374,1,1764,2,0.0,1.0,1,0.0,f,0.0,t,t
380,1,2952,1,270.0,4.0,2,0.0,f,0.0,t,t
381,1,2952,1,180.0,4.0,1,0.0,f,0.0,t,t
382,1,2905,2,0.0,2.0,2,0.0,f,0.0,t,t
383,1,2905,2,0.0,2.0,1,0.0,f,0.0,t,t
385,1,4634,2,0.0,0.0,1,0.0,f,0.0,t,t
386,1,3072,2,90.0,1.0,2,200.0,f,0.0,t,t
387,1,3073,2,90.0,1.0,2,180.0,f,0.0,t,t
388,1,3074,2,90.0,1.0,2,180.0,f,0.0,t,t
389,1,3075,2,90.0,1.0,2,180.0,f,0.0,t,t
396,1,3071,2,0.0,1.0,1,0.0,f,0.0,t,t
397,1,5079,2,30.0,4.0,2,270.0,f,0.0,t,t
399,1,5136,2,0.0,1.0,2,0.0,f,0.0,t,t
400,1,5137,2,0.0,1.0,2,0.0,f,0.0,t,t
401,1,5138,2,0.0,1.0,2,0.0,f,0.0,t,t
402,1,5139,2,0.0,1.0,2,0.0,f,0.0,t,t
403,1,5140,2,0.0,1.0,2,0.0,f,0.0,t,t
404,1,4203,2,0.0,1.0,2,0.0,f,0.0,t,t
405,1,3498,2,0.0,0.0,1,0.0,f,0.0,t,t
409,1,5777,2,0.0,1.0,2,180.0,f,60.0,t,t
415,1,3375,1,90.0,2.0,1,90.0,f,30.0,t,t
416,1,5084,2,0.0,5.0,2,0.0,f,0.0,t,t
420,1,3449,2,0.0,1.0,1,0.0,f,40.0,t,t
425,1,5918,1,0.0,0.0,1,0.0,f,0.0,t,t
429,1,3598,2,0.0,1.0,2,0.0,f,0.0,t,t
431,1,3450,2,0.0,0.0,1,0.0,f,15.0,f,t
438,1,3451,2,0.0,5.0,1,0.0,f,0.0,t,t
440,1,3451,2,270.0,5.0,1,0.0,f,0.0,t,t
442,1,3077,2,0.0,1.0,1,0.0,f,0.0,t,t
443,1,3375,2,0.0,1.0,1,0.0,f,0.0,t,t
450,1,6466,2,0.0,1.0,2,0.0,f,0.0,t,t
456,1,4696,2,0.0,1.0,1,0.0,f,0.0,t,t
457,1,583,2,0.0,1.0,1,0.0,f,0.0,t,t
459,1,3266,2,270.0,0.8,1,0.0,f,0.0,t,t
460,1,3285,2,0.0,1.6,1,0.0,t,120.0,t,t
466,1,5875,2,0.0,1.0,1,0.0,f,0.0,t,t
470,1,5877,2,0.0,1.0,1,0.0,f,0.0,t,t
471,1,5878,2,0.0,1.0,1,0.0,f,0.0,t,t
472,1,5879,2,0.0,1.0,1,0.0,f,0.0,t,t
473,1,5880,2,0.0,1.0,1,0.0,f,0.0,t,t
474,1,6055,2,90.0,3.0,2,0.0,f,0.0,t,t
475,1,3301,2,180.0,2.0,3,180.0,f,180.0,t,t
476,1,3302,2,180.0,1.5,3,180.0,f,300.0,t,t
477,1,3449,2,0.0,1.0,1,0.0,f,0.0,t,t
481,1,6059,2,0.0,0.0,1,0.0,f,0.0,t,t
482,1,3308,2,0.0,1.6,1,0.0,f,180.0,t,t
483,1,3308,2,0.0,1.6,1,0.0,f,180.0,t,t
484,1,3307,2,0.0,1.6,2,180.0,f,90.0,t,t
485,1,3285,2,0.0,1.6,1,0.0,f,0.0,t,t
486,1,3308,2,0.0,1.6,1,0.0,f,0.0,t,t
487,1,3308,2,0.0,1.6,1,0.0,f,0.0,t,t
488,1,5748,2,0.0,5.0,2,180.0,f,180.0,t,t
493,1,3309,2,135.0,7.0,2,315.0,f,180.0,t,t
494,1,3309,2,225.0,7.0,2,45.0,f,180.0,t,t
497,1,6512,2,0.0,1.0,1,0.0,f,0.0,t,t
505,1,5568,2,0.0,5.0,1,0.0,f,0.0,t,t
506,1,6535,2,45.0,3.0,1,0.0,f,0.0,t,t
509,1,6608,2,0.0,1.0,1,0.0,f,0.0,t,t
513,1,6512,2,0.0,1.0,1,0.0,f,0.0,t,t
514,1,6547,2,0.0,1.0,1,0.0,f,0.0,t,t
515,1,6548,2,0.0,1.0,1,0.0,f,0.0,t,t
522,1,6056,2,0.0,0.0,1,0.0,f,0.0,t,t
523,1,6551,1,0.0,10.0,1,180.0,f,0.0,t,t
525,1,6552,2,0.0,1.0,1,0.0,t,0.0,f,t
526,1,6553,2,0.0,1.0,1,0.0,t,120.0,t,t
529,1,6561,2,90.0,3.0,1,0.0,f,0.0,t,t
536,1,2646,2,0.0,1.0,2,180.0,f,0.0,t,t
538,1,2648,2,0.0,1.0,1,0.0,f,90.0,t,t
540,1,4190,2,0.0,1.0,1,0.0,f,0.0,t,t
542,1,3066,2,180.0,2.0,1,0.0,f,0.0,t,t
543,1,3066,2,90.01,2.0,1,0.0,f,0.0,t,t
544,1,3066,2,270.0,2.0,1,0.0,f,0.0,t,t
547,1,6587,1,210.0,10.0,1,0.0,f,0.0,t,t
548,1,3510,1,0.0,10.0,1,180.0,f,0.0,t,t
558,1,5842,2,0.0,1.0,1,0.0,f,60.0,t,t
560,1,2958,2,0.0,1.8,1,180.0,f,0.0,t,t
561,1,2957,2,90.0,2.0,1,0.0,f,0.0,t,t
562,1,2957,2,270.0,2.0,1,0.0,f,0.0,t,t
564,1,5846,2,0.0,1.0,1,0.0,f,120.0,t,t
566,1,3077,2,350.0,1.0,1,0.0,f,0.0,t,t
567,1,2527,2,0.0,0.0,1,180.0,f,30.0,t,t
569,1,721,1,250.0,1.0,1,270.0,f,120.0,f,t
572,1,650,2,0.0,1.0,1,0.0,f,0.0,t,t
578,1,7055,2,0.0,2.0,2,0.0,t,120.0,t,t
581,1,7056,2,0.0,2.0,2,0.0,f,0.0,t,t
582,1,7057,2,0.0,3.0,2,0.0,t,0.0,f,t
586,1,6571,1,0.0,1.0,1,44.0,f,0.0,t,t
588,1,2123,2,0.0,1.0,1,0.0,f,40.0,t,t
591,1,3519,2,0.0,1.0,1,0.0,f,0.0,t,t
601,1,7136,2,0.0,4.0,2,0.0,t,60.0,t,t
602,1,6605,2,0.0,0.0,1,0.0,f,0.0,t,t
603,1,3096,2,0.0,0.0,1,180.0,f,0.0,t,t
605,1,5853,1,250.0,1.0,1,80.0,f,0.0,t,t
607,1,6444,2,90.0,8.0,2,0.0,f,0.0,f,t
608,1,6446,2,90.0,6.0,2,0.0,t,0.0,f,t
611,1,6445,2,-90.0,8.0,2,0.0,f,0.0,f,t
612,1,6447,2,-90.0,6.0,1,0.0,f,0.0,t,t
613,1,3318,2,0.0,0.0,1,0.0,f,60.0,t,t
615,1,3295,2,0.0,1.5,1,0.0,f,200.0,t,t
616,1,3319,2,0.0,0.0,1,0.0,f,60.0,t,t
617,1,3319,2,0.0,1.5,1,0.0,f,90.0,t,t
620,1,3303,2,0.0,1.5,2,180.0,f,60.0,t,t
621,1,3299,2,40.0,1.5,2,180.0,f,60.0,t,t
622,1,3313,2,0.0,0.0,1,180.0,f,120.0,t,t
623,1,7181,2,0.0,1.0,1,0.0,f,120.0,t,t
624,1,7182,2,0.0,1.0,1,0.0,f,120.0,t,t
625,1,7184,2,0.0,1.2,2,180.0,f,60.0,t,t
629,1,7271,2,90.0,0.5,2,0.0,f,90.0,t,t
638,1,7229,2,0.0,2.0,2,180.0,f,180.0,t,t
639,1,7229,2,0.0,2.0,1,90.0,f,180.0,t,t
640,1,7229,2,0.0,1.0,1,270.0,f,180.0,t,t
643,1,7227,2,0.0,0.0,1,0.0,f,180.0,t,t
645,1,7225,2,0.0,1.5,1,0.0,f,180.0,t,t
646,1,5031,2,0.0,1.0,3,0.0,f,0.0,f,t
652,1,7418,2,0.0,1.0,2,0.0,f,30.0,t,t
653,1,7418,2,330.0,1.0,1,0.0,f,30.0,t,t
654,1,7418,2,15.0,1.0,1,0.0,f,30.0,t,t
668,1,2206,2,180.0,1.0,2,0.0,f,50.0,t,t
673,1,7463,2,0.0,1.2,2,180.0,f,300000.0,t,t
674,1,7464,2,0.0,1.2,2,180.0,f,300000.0,t,t
675,1,7465,2,0.0,1.2,2,180.0,f,300000.0,t,t
676,1,7466,2,0.0,1.2,2,180.0,f,300000.0,t,t
677,1,4832,2,0.0,1.0,1,0.0,f,30.0,f,t
678,1,4832,2,90.0,1.0,1,0.0,f,30.0,f,t
679,1,2212,2,0.0,3.0,2,180.0,f,100.0,t,t
681,1,7473,2,90.0,4.0,2,0.0,f,300.0,t,t
684,1,11567,2,0.0,1.0,2,180.0,f,120.0,t,t
685,1,4960,2,0.0,0.0,1,0.0,f,180.0,f,t
687,1,5030,2,180.0,2.0,2,0.0,f,60.0,t,t
691,1,7282,2,0.0,2.0,1,0.0,f,180.0,t,t
692,1,7282,2,0.0,2.0,1,0.0,f,180.0,t,t
694,1,7247,2,0.0,2.0,1,0.0,f,180.0,t,t
696,1,7503,2,0.0,1.2,1,120.0,f,20.0,t,t
697,1,7503,2,45.0,1.2,1,60.0,f,20.0,t,t
698,1,7503,2,30.0,1.2,1,200.0,f,20.0,t,t
699,1,3498,2,0.0,0.0,1,0.0,f,0.0,t,t
700,1,7419,1,0.0,0.0,1,0.0,t,45.0,t,t
701,1,2920,2,0.0,1.0,1,0.0,t,0.0,t,t
703,1,5018,1,0.0,0.0,2,0.0,f,60.0,t,t
704,1,545,2,30.0,0.0,1,0.0,f,0.0,t,t
705,1,545,2,0.0,0.0,1,0.0,f,0.0,t,t
707,1,7548,2,0.0,1.0,1,0.0,f,180.0,t,t
709,1,11571,1,90.0,2.0,1,180.0,t,20.0,t,t
711,1,4860,2,0.0,1.0,1,0.0,f,10.0,t,t
715,1,7271,2,90.0,1.5,2,270.0,f,50.0,t,t
719,1,7591,2,0.0,1.0,2,0.0,f,0.0,f,t
721,1,9021,1,0.0,2.0,1,0.0,f,180.0,t,t
723,1,3498,2,0.0,0.0,1,0.0,f,0.0,t,t
724,1,7593,2,0.0,0.0,1,0.0,f,0.0,t,t
725,1,4761,2,0.0,5.0,2,180.0,f,90.0,t,t
726,1,4761,2,45.0,6.0,2,180.0,f,90.0,t,t
727,1,4761,2,90.0,7.0,2,45.0,f,90.0,t,t
728,1,4617,2,45.0,3.0,2,180.0,f,0.0,t,t
729,1,7621,2,0.0,1.0,2,0.0,t,0.0,f,t
730,1,7622,2,0.0,1.0,2,0.0,t,0.0,f,t
732,1,7686,2,45.0,2.0,1,0.0,f,18000.0,t,t
733,1,7686,2,-45.0,2.0,1,0.0,f,18000.0,t,t
736,1,5672,2,1.0,10.0,2,1.0,f,5.0,t,t
738,1,7717,2,0.0,1.5,1,180.0,f,90.0,t,t
741,1,6167,2,80.0,30.0,3,0.0,t,120.0,t,t
742,1,6167,2,-80.0,30.0,3,0.0,t,120.0,t,t
743,1,6167,2,90.0,35.0,3,0.0,t,120.0,t,t
744,1,6167,2,-90.0,35.0,3,0.0,t,120.0,t,t
745,1,6167,2,110.0,40.0,3,0.0,t,120.0,t,t
746,1,6167,2,-110.0,40.0,3,0.0,t,120.0,t,t
747,1,6441,2,25.0,70.0,3,0.0,t,100.0,t,t
748,1,6441,2,-25.0,70.0,3,0.0,t,100.0,t,t
749,1,6441,2,25.0,70.0,3,0.0,t,100.0,t,t
750,1,6441,2,-25.0,70.0,3,0.0,t,100.0,t,t
751,1,7730,2,0.0,1.0,2,0.0,f,10.0,f,t
756,1,6167,2,80.0,30.0,3,0.0,t,120.0,t,t
757,1,6167,2,-80.0,30.0,3,0.0,t,120.0,t,t
758,1,6167,2,90.0,35.0,3,0.0,t,120.0,t,t
759,1,6167,2,-90.0,35.0,3,0.0,t,120.0,t,t
760,1,6167,2,110.0,40.0,3,0.0,t,120.0,t,t
761,1,6167,2,-110.0,40.0,3,0.0,t,120.0,t,t
762,1,7766,2,0.0,1.2,1,120.0,f,20.0,t,t
766,1,7730,2,60.0,5.0,2,180.0,f,120.0,t,t
774,1,6535,2,-45.0,3.0,1,0.0,f,0.0,t,t
780,1,7831,2,0.0,2.0,2,180.0,f,15.0,t,t
781,1,7896,2,0.0,2.0,2,180.0,f,60.0,t,t
785,1,3450,2,0.0,0.0,1,0.0,f,0.0,t,t
787,1,7503,2,0.0,1.2,1,120.0,f,20.0,t,f
788,1,7503,2,45.0,1.2,1,60.0,f,20.0,t,f
789,1,7503,2,30.0,1.2,1,200.0,f,20.0,t,f
792,1,4396,2,45.0,5.0,1,0.0,t,0.0,t,t
793,1,4396,2,-45.0,5.0,1,0.0,t,0.0,t,t
794,1,3452,2,0.0,2.0,1,0.0,f,60.0,f,t
795,1,3452,2,10.0,2.0,1,0.0,f,60.0,f,t
796,1,3452,2,-10.0,2.0,1,0.0,f,60.0,f,t
798,1,3457,2,10.0,10.0,1,0.0,t,60.0,t,t
800,1,7979,2,0.0,15.0,2,180.0,f,30.0,t,t
804,1,8112,2,90.0,10.0,1,0.0,t,15.0,t,t
805,1,8112,2,270.0,10.0,1,0.0,t,15.0,t,t
806,1,8112,2,0.0,10.0,1,0.0,t,15.0,t,t
807,1,7979,2,90.0,20.0,1,0.0,f,30.0,t,t
808,1,1614,2,0.0,1.0,1,0.0,f,60.0,t,t
812,1,3136,2,0.0,1.5,2,180.0,f,180.0,t,t
820,1,8119,2,90.0,10.0,1,0.0,f,10.0,t,t
821,1,8119,2,270.0,10.0,1,0.0,f,10.0,t,t
822,1,8119,2,0.0,10.0,1,0.0,f,10.0,t,t
824,1,7604,2,0.0,20.0,3,180.0,t,120.0,t,t
825,1,7604,2,120.0,20.0,3,180.0,t,120.0,t,t
826,1,7604,2,240.0,20.0,3,180.0,t,120.0,t,t
829,1,8138,2,90.0,3.0,2,180.0,f,0.0,t,t
830,1,8138,2,270.0,3.0,2,180.0,f,0.0,t,t
833,1,7979,2,180.0,20.0,1,0.0,f,30.0,t,t
834,1,2061,2,140.0,3.0,2,0.0,t,60.0,t,t
835,1,2061,2,-140.0,3.0,2,0.0,t,60.0,t,t
836,1,8184,2,330.0,3.0,2,0.0,f,0.0,t,t
837,1,8184,2,30.0,3.0,2,0.0,f,0.0,t,t
838,1,8186,2,180.0,3.0,2,0.0,f,0.0,t,t
841,1,2068,2,0.0,0.0,1,0.0,f,60.0,f,t
852,1,2158,2,90.0,2.0,2,0.0,t,120.0,t,t
853,1,2158,2,-90.0,2.0,2,0.0,t,120.0,t,t
854,1,2158,2,0.0,7.0,3,180.0,t,120.0,t,t
855,1,8205,2,0.0,15.0,2,0.0,f,15.0,t,t
856,1,8205,2,90.0,15.0,2,0.0,f,15.0,t,t
857,1,8205,2,180.0,15.0,2,0.0,f,15.0,t,t
858,1,8205,2,270.0,15.0,2,0.0,f,15.0,t,t
859,1,2157,2,0.0,4.0,2,0.0,f,30.0,t,t
860,1,5236,2,180.0,2.0,1,180.0,f,200.0,t,t
868,1,1610,2,180.0,5.0,2,0.0,f,90.0,t,t
872,1,7775,2,0.0,1.0,2,180.0,f,120.0,t,t
874,1,3377,2,280.0,1.0,1,280.0,t,6.0,t,t
875,1,3377,2,280.0,1.0,1,280.0,f,6.0,t,t
876,1,1597,2,90.0,2.0,2,270.0,f,90.0,t,t
879,1,2123,2,0.0,1.0,1,0.0,f,40.0,t,t
880,1,2016,2,0.0,1.0,1,0.0,t,20.0,t,t
881,1,2016,2,0.0,11.0,1,100.0,t,20.0,t,t
883,1,7898,2,0.0,1.0,2,0.0,t,0.0,f,t
884,1,7901,2,0.0,1.0,2,0.0,t,0.0,f,t
887,1,5028,2,1.0,2.0,2,0.0,f,5.0,t,t
890,1,1575,2,0.0,1.0,2,0.0,t,60.0,t,t
891,1,8218,2,0.0,15.0,2,0.0,t,60.0,t,t
892,1,8218,2,90.0,15.0,2,0.0,t,60.0,t,t
893,1,8218,2,180.0,15.0,2,0.0,t,60.0,t,t
894,1,8218,2,270.0,15.0,2,0.0,t,60.0,t,t
896,1,8246,2,0.0,2.0,1,0.0,t,120.0,t,t
902,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
903,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
904,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
905,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
906,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
907,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
908,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
909,1,8248,2,0.0,1.2,1,0.0,f,300.0,f,t
910,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
911,1,8248,2,0.0,1.2,2,180.0,f,300.0,f,t
912,1,1614,2,260.0,5.0,1,90.0,f,90.0,t,t
913,1,1614,2,260.0,5.0,1,90.0,f,120.0,t,t
914,1,8555,2,0.0,1.0,1,0.0,f,60.0,t,t
915,1,8556,2,0.0,1.0,1,0.0,f,60.0,t,t
921,1,8591,1,0.0,0.0,2,0.0,f,720.0,f,t
922,1,8590,1,0.0,0.0,2,0.0,f,720.0,f,t
923,1,8566,2,0.0,-2.0,2,0.0,t,30.0,t,t
924,1,8622,2,180.0,1.5,3,180.0,f,120.0,t,t
928,1,8695,2,0.0,0.0,2,0.0,t,360.0,t,t
930,1,8697,1,0.0,0.0,1,0.0,t,0.0,t,t
932,1,8696,1,0.0,0.0,1,0.0,t,0.0,t,t
935,1,2905,2,0.0,1.0,1,0.0,f,60.0,t,t
945,1,8786,2,0.0,1.0,1,0.0,t,15.0,t,t
948,1,8787,2,180.01,1.5,2,0.0,t,30.0,t,t
950,1,8040,2,0.0,5.0,1,0.0,f,120.0,t,t
951,1,1451,2,45.0,1.0,2,120.0,f,60.0,t,t
952,1,8042,2,0.0,1.0,1,0.0,f,120.0,t,t
954,1,8808,2,0.0,1.0,2,0.0,t,0.0,f,t
955,2,5,2,0.0,5.0,1,0.0,t,0.0,f,t
956,1,8809,2,0.0,2.0,2,0.0,t,15.0,t,t
957,1,8810,2,0.0,2.0,2,0.0,t,15.0,t,t
958,1,8810,2,30.0,2.0,2,0.0,t,15.0,t,t
959,1,8810,2,60.0,2.0,2,0.0,t,15.0,t,t
960,1,8810,2,300.0,2.0,2,0.0,t,15.0,t,t
961,1,8810,2,330.0,2.0,2,0.0,t,15.0,t,t
962,1,8814,2,0.0,2.0,2,0.0,t,35.0,t,t
963,1,8834,1,0.0,0.0,2,0.0,t,0.0,t,t
966,1,8778,2,90.0,8.0,1,0.0,f,120.0,t,t
967,1,8778,2,180.0,4.0,1,0.0,f,120.0,t,t
968,1,8778,2,270.0,6.0,1,0.0,f,120.0,t,t
969,1,8826,1,0.0,0.0,2,0.0,t,0.0,t,t
971,1,8827,1,0.0,0.0,2,0.0,t,0.0,t,t
972,1,8835,1,0.0,0.0,2,0.0,t,0.0,t,t
974,1,8836,1,0.0,0.0,2,0.0,t,0.0,t,t
975,1,8825,1,0.0,0.0,2,0.0,t,0.0,t,t
977,1,8850,1,0.0,0.0,2,0.0,t,0.0,t,t
978,1,8850,1,0.0,0.0,2,0.0,t,0.0,t,t
980,1,8837,1,0.0,0.0,2,0.0,f,0.0,t,t
981,1,8826,1,0.0,0.0,2,0.0,f,250.0,f,t
982,1,8834,1,0.0,0.0,2,0.0,f,250.0,f,t
984,1,8759,2,45.0,1.2,1,60.0,f,20.0,t,t
985,1,8781,2,30.0,1.2,1,200.0,f,20.0,t,t
986,1,8842,2,0.0,5.0,2,180.0,f,0.0,t,t
987,1,8842,2,10.0,5.0,2,180.0,f,0.0,t,t
988,1,8842,2,20.0,5.0,2,180.0,f,0.0,t,t
989,1,8842,2,30.0,5.0,2,180.0,f,0.0,t,t
990,1,8842,2,40.0,5.0,2,180.0,f,0.0,t,t
991,1,8842,2,350.0,5.0,2,180.0,f,0.0,t,t
992,1,8842,2,340.0,5.0,2,180.0,f,0.0,t,t
993,1,8842,2,330.0,5.0,2,180.0,f,0.0,t,t
994,1,8842,2,320.0,5.0,2,180.0,f,0.0,t,t
