id,name,target_type_id
95,푸른색 폭죽,0
96,석화독 연못,0
98,화염 숨결,0
99,포발사 연출2(탑승자),0
100,스롤의 연쇄번개,4
101,광역 메테오 소환,0
102,불의 군주 분노의 불길,0
103,광치기,0
104,천지가르기,0
105,모험컨텐츠 : 하얀 숲의 서성이는 유령이 오보로스의 부엉이로부터 도망치기,0
107,모험컨텐츠  : 하얀 숲의 은사시 방화범의 도주,0
108,고치에 가두기,0
109,길니어스 3연타,4
110,길니어스 돌진,0
111,길니어스 무중력 공간,0
112,뉴클리어,6
113,포자 소환,0
114,초필살기 - 정호꺼!!!,4
115,타격의 양손도끼,4
116,몬스터스킬 : 대지 가르기 (attack_r_2),0
117,몬스터스킬 : 양옆 중간 치기,4
118,뼈 장벽,4
119,얼음 장벽,6
120,불의 장벽,0
121,죽은척하기,0
122,중력가르기,6
123,폭탄 투하 로봇,0
124,테스트 - 이동 (전진 7.5m),0
125,점멸 공격,0
126,테스트 - 이동 (전진 15m),0
127,크리스마스 폭죽,0
128,테스트 - Plot으로 원거리공격,4
129,눈더미 소환,0
130,공중 사격,0
131,소환,0
132,안탈론 소환,0
133,회오리베기,0
134,별똥별,0
135,지면 사격,0
136,사다리차 문 열기,0
138,인간대포 사용하기,0
139,사다리차 연출(탑승자),0
140,용감한 애스거의 인간대포 보호막,0
141,난사,4
142,6망성,0
143,지옥의 문(소환1단계),0
144,방울방울,4
145,안탈론 : 떠올라 광역 공격,0
146,정신 흡수 (사용 안함),0
147,두번 내려치기,4
148,안탈론 : 연속 활력 칼날,0
149,지옥의 문(소환2단계),0
150,지옥의 문(소환3단계),0
151,지옥의 문(소환4단계),0
152,지옥의 문(소환5단계),0
153,피투성이 소환,0
154,야타 점프,0
155,기믹 소환,0
156,사령의 불길,0
157,안탈론 : 떠올라 광역 공격 2,0
158,망자의 축제,0
159,5망성,0
160,피바람일족 오우거의 대지가르기,0
161,피바람일족 주술사의 연발얼음화살,4
162,불꽃파수꾼 윈터스의 운석충돌,0
163,불꽃파수꾼 윈터스의 지옥 번개,0
164,지옥의 문(소환5단계 원대륙),0
165,물뿌리기,6
166,기믹 소환(원대륙),0
167,사용 안함 : 타레 순간이동,0
168,창고지기 쇼블의 바위쪼개기,4
169,테스트_김현준1,0
170,테스트_김현준2,0
171,테스트_김현준3,0
173,히에로니무스의 부름,0
174,인간대포 도약 : 1080m,0
175,히에로니무스의 유성우,4
176,테스트 - 전진,0
177,테스트 - 높이,0
178,테스트 그냥,6
179,히에로니무스의 중력 화살,4
180,석상 타격 지역 디버그,0
184,테스트 불의 비,0
185,테스트 화염 지옥,0
186,긴 대지가르기,0
187,테스트_성엽_02,4
189,거대 석궁 위치,0
192,연습용 콤보,0
193,인간 대포,0
194,인간대포 도약 : 1300m,0
195,유령선 - 돌진 난사,0
196,유령선 - 함포 사격,4
199,타워디펜스_성엽_회오리 베기,0
200,전투 훈련교관의 떠오르기 난사,6
202,sadist,0
203,테스트_승현,4
205,sadist2,0
206,간부의 일격,0
208,도망감,0
209,연쇄 번개,4
210,얼굴 빼앗긴 마법사의 원념,4
211,자기 치유,0
212,돌아들어가기,4
213,대지가르기,0
214,테스트_전투 훈련교관의 연발 불화살,4
215,테스트_전투 훈련교관의 덫,4
216,대지 강타,0
217,푸른 피의 지주 벨라르 비석 소환,4
218,보류_전투 훈련교관의 떠오르기 난사,4
219,보류_불의 격노,4
221,하디르 보스_01의 지옥 폭발,0
223,푸른 피의 지주 벨라르 비석 소환,4
224,푸른 피의 지주 벨라르 비석 소환,4
225,하디르 보스_01의 비석 소환(4개),4
226,하디르 보스_01 소환 유령의 침묵,4
227,하디르 보스_01의 불쾌한 오염체,4
228,푸른 피의 지주 벨라르의 저승길,0
229,속박 당한 유령의 혼돈,4
231,하디르 보스_02 조롱하기,6
232,유인의 상자 열기,5
233,불의 일격,4
234,썩은 고깃덩이의 독액폭발,0
235,썩은 고깃덩이의 독구슬 뿜기,0
236,황금바다 해적 대포,0
237,지옥의 불꽃,0
238,살피라 근위병 방패 치기,4
239,살피라 근위병의 회오리 베기,0
241,하디르 보스_01의 지옥불 종결,0
242,이전 잡아 던지기 (사용안함),4
244,살피라 수도사의 4 연타,4
245,걸신 들린 실험체의 충격파,0
246,암살자의 기습공격,4
247,내장 가르기,4
248,암살자의 녹슨 단검,4
249,푸른 피의 지주 벨라르의 저승길,0
250,불의 장벽,0
251,조련사의 표식,4
252,회오리 베기,0
253,대지 강타,0
254,푸른 피의 지주 벨라르 불구덩이,4
256,푸른 피의 지주 벨라르 암흑의 장벽,0
257,늪지대위험표시,0
258,하디르 농장_지옥 안내자_황천길,0
259,밀어치기(잡아 던지기),4
260,피의 마법사 불꽃세례,4
261,피의 마법사 연발 불꽃송이,4
262,인간대포 도약 : 1000m,0
263,돌개바람,0
264,test,0
265,진흙 사라세니아 죽는 순간,0
266,방패 휘두르기,4
267,제압,4
268,단말마를 마시는 마르마스의 타워,0
269,단말마를 마시는 마르마스의 타워 소환2,0
270,올려치기,4
271,단말마를 마시는 마르마스의 어둠의 비수,0
272,단말마를 마시는 마르마스의 어둠의 비수 (2단계),0
273,계절풍,0
275,잡아 던지기,4
276,하디르_몬스터스폰1,0
277,테스트_획득_보물돈주머니,0
278,얼음 화살,4
279,분노의 벼락,4
280,불꽃 송이,4
281,후려치기,4
282,하디르_몬스터스폰2,0
283,하디르_몬스터스폰3,0
284,하디르_몬스터스폰4,0
285,하디르_몬스터스폰5,0
286,하디르_몬스터스폰6,0
287,하디르_몬스터스폰7,0
288,하디르_몬스터스폰8,0
289,하디르_몬스터스폰9,0
290,하디르_몬스터스폰10,0
291,하디르_몬스터스폰11,0
292,하디르_몬스터스폰12,0
293,하디르_몬스터스폰13,0
294,하디르_몬스터스폰14,0
295,하디르_몬스터스폰15,0
296,하디르_몬스터스폰16,0
297,하디르_몬스터스폰17,0
298,하디르_몬스터스폰18,0
299,하디르_몬스터스폰19,0
300,하디르_몬스터스폰20,0
302,단말마를 마시는 마르마스의 불지옥,0
304,단말마를 마시는 마르마스의 비수 꽂기,0
306,인간 대포 하차,0
309,살피라 신도의 돈 주머니,0
310,보물 도굴꾼 보물 떨어뜨리기,0
311,시체 뒤집기,0
312,빛과 어둠,5
313,탬플릿,0
314,정신 나간 두들링 죽는 순간,0
315,대포 밖으로 나가기,0
316,긴 모래톱 크라켄의 도주,0
317,플래니의 인기,0
318,불탄성 인던_도입부 연출_스폰NPC1,0
319,마상전 연습용 인형박쥐의 자폭,0
320,죽음의 속박,4
321,순간이동,0
323,히에로니무스의 광분(연출용),0
324,생명력 흡수,4
325,불의 비,0
326,대상 차기,4
328,불꽃 펑,0
329,치유의 돌림노래,1
330,죽음의 탄환,4
331,죽음의 일격,0
332,뒤틀린 차원의 문,0
333,추적자의 표식,4
335,쐐기 내려치기,0
336,천벌,4
337,해파리 잠수,0
338,아홉 불길 정령왕의 포효,0
339,히에로니무스의 아들 소환,0
340,갈고리 점프(테스트 중),0
341,해파리 좌로,0
342,해파리 우로,0
343,자폭 비행,4
344,당기기,4
345,전방 20m 공격,0
346,유탄 발사기 사거리 표시,0
347,공성 부활 반경 테스트,0
348,안탈론 등장,0
349,돌팔매질,0
352,뼈 냄새 풍기기,5
353,지휘자의 부름 (사용 보류),6
354,지휘자와 함께 (사용 보류),6
355,작살 포탄,0
356,맹독포,0
357,휴대용 공성포 충격탄,0
360,더러운 욕망 1호 상자 열기,0
361,신 화살 소나기,6
362,test_화살소나기,0
363,섬광의 길,0
364,대륙 공간의 틈 들어가기,0
367,불꽃 송이,6
368,거친 번개,0
369,물 송이,4
370,어둠의 일격,4
371,불 뿜는 트랩,0
372,바이보로스의 번식 (1개체),0
373,원소의 맹신자의 마물 소환,0
374,일반 공격,4
375,휘둘러치기,0
376,매혹의 노래,4
377,양발 내려치기,0
378,회전 할퀴기,0
380,3단 화살,0
381,돌의 형제 맥기의 오른손 찍기,0
382,승천 강타,0
383,최면 걸기,4
384,돌려 베기,0
385,울부짖는_횃불,0
386,회전 할퀴기,0
387,돌의 형제 맥기의 왼손 찍기,0
388,돌의 형제 맥기의 덮치기,0
389,공용 농장 관리인 두다드 스폰(offset) 적용,0
390,조니의 영혼,0
391,탈것 축사 관리인 두다드 스폰(offset 적용),0
392,사냥꾼의 덫 설치,0
393,나무 심기,0
394,타락한 환각자의 독구름,0
395,그림자 매 폭죽,0
396,검은 수염 도적단 살수의 연속베기,4
397,죽음의 향료 도제의 맹독 구체,0
398,죽음의 향료 시험자의 소환,0
399,미쳐버린 은둔자의 흙덩이,0
400,썩은 마물의 독트림,0
401,마음이 복잡한 학생,0
402,검은 수염 도적단 자객의 회전검무,0
405,썩은 마물의 독트림,4
406,썩은 마물의 독트림 연발,0
407,공용 농장 관리인 병아리 스폰(offset) 적용,0
408,아카눈 방울방울,0
410,기생하는 얼음 파편,4
411,탈것 축사 관리인 망아지 두다드 스폰(offset)적용,0
412,검은 수염 도적단 환술사의 빙결지대,4
413,원소의 맹신자의 불의 토템,0
414,파괴의 원호대장의 파괴의 마법진,0
415,파괴의 근위대장의 진공폭발,0
416,검은 망령의 독물,4
417,공용 목장 관리인 두다드 스폰(offset)적용,0
418,파괴의 원호대장의 파괴 에너지,0
419,광기어린 주술사의 불바닥,0
420,검은 수염 도적단 점쟁이의 번개구체,4
421,잔혹한 핏빛 강타,4
423,원소의 맹신자의 불의 토템,0
425,탐욕자의 도끼 참살,4
426,원소의 맹신자의 얼음 화살,0
427,검은 비늘 군단의 표식,4
430,검은 수염 도적단 저격수의 조준사격,4
431,광기어린 주술사의 마물 소환,0
432,공용 목장 관리인 병아리 스폰(offset)적용,0
433,미쳐버린 은둔자의 마나공,0
434,고문관의 연쇄번개,4
435,공용수목원 관리인 대사,0
437,공용수목원 관리인 목재꾸러미 스폰(offset)적용,0
438,독액 주머니,4
439,하만의 함정,0
440,올로의 망치,4
441,강렬한 일격,0
442,침묵의 화살,4
443,악몽을 수놓는 카림의 소환,0
445,바이보로스의 번식 (2개체),0
446,바이보로스의 번식 (3개체),0
447,바이보로스의 번식 (4개체),0
448,바이보로스의 미친 번식,0
449,바이보로스의 표식,4
450,카림의 최후 저항,0
451,바이보로스의 얼음 파편,4
452,칼바람폐광 화약통 내려놓기,0
453,불꽃가르기,0
454,당기기,0
455,카림의 저주의 빛,0
456,카림의 활력 삭제,0
459,바이보로스의 꼬리치기,4
460,카림 처단,0
461,카림에게 자폭 하기,4
462,고드프리의 지옥 무쇠날,0
463,네르타의 맹렬한 단검,4
464,바이보로스의 비명소리,0
465,메타모제의 눈깜짝할 사이에,4
466,메타모제의 핏빛 돌려치기,0
467,고드프리의 회전 무쇠날,0
469,고드프리의 얼음병사 소환,0
470,꺼지지 않는 심연의 불꽃,0
471,고드프리의 도끼 참살,4
472,늘어나는 혓바닥의 공포,0
473,고드프리의 무쇠날 회전베기,0
474,독액을 품은 혹,0
475,석상,0
476,네르타의 날아차기,0
477,고드프리의 무쇠날 회전베기,0
479,고드프리의 표식,4
480,고드프리의 회전 무쇠날,0
481,악몽을 새기는 전사의 연속 치기,4
482,고드프리의 얼음병사 소환,0
483,네르타의 칼날 소용돌이,0
484,위로!,0
485,가위 누르기를 끊을 도끼 소환,0
486,결정타_김수리,4
487,죽음의 향료 제조자의 죽음의 향료 던지기,0
488,가시쏘기,4
489,현혹자의 물기둥,0
490,오카페의 방패돌진,0
491,원소의 맹신자의 연쇄불꽃,4
492,오카페의 내려찍기,0
493,가위 누르기 끊기,0
494,원소의 맹신자의 연발불꽃,0
495,칼레일의 연쇄번개,4
496,원소의 맹신자의 얼어붙은화살,4
497,메타모제의 불기둥,0
498,메타모제의 불덩이,0
499,무스페로사 대포 피격,0
500,칼레일의 생명 흡수,0
501,억겁의 시간,0
502,석화된 물의 사제,0
504,칼레일의 화염구,6
506,칼레일의 침묵 화살,4
508,검은 수염 도적단 방패 스폰,0
509,스프리건의 무한 자기장 폭탄,0
510,검은 수염 도적단 단검 스폰,0
511,검은 수염 도적단 투척단검 스폰,0
512,칼바람폐광 폭탄 스폰,0
513,검은 수염 도적단 활 스폰,0
514,검은 수염 도적단 빙결지팡이 스폰,0
515,검은 수염 도적단 전격지팡이 스폰,0
517,무스페로사 꼬리치기,0
518,무스페로사의 난동,0
519,무스페로사의 돌진,0
520,무스페로사의 당기기,0
521,스프리건의 일곱갈래의 전류 화살,0
522,스프리건의 따끔한 자기장,0
523,안탈론 사령의 불길,0
524,스프리건의 무한 자기장,0
525,안탈론 정신 흡수,0
526,원소의 맹신자의 칼날바람,0
527,맹신자의 난도질,0
528,무스페로사의 지옥 숨결,0
529,돌격대장의 난사,4
530,원소의 맹신자의 대지 충격,0
531,무스페로사의 석화 구슬,0
532,원소의 맹신자의 당기기,0
533,무스페로사의 석화 구슬,0
534,무스페로사의 석화구슬,0
535,무스페로사의 증인,0
536,검은 수염 도적단 자객의 단검투척,4
537,검은 수염 도적단 저격수의 화살소나기,0
538,검은 수염 도적단 점쟁이의 번개구체,4
539,야차의 찌르기,0
540,야차의 휘둘러치기,0
541,끈적한 혓바닥,0
542,테스트_성엽_01,0
543,시라누스의 중재의 불길,0
544,원소의 맹신자 환영의 얼음 화살,4
545,파괴의 근위대장의 초토화,0
546,파괴의 근위대장의 지옥의 초토화,0
547,스프리건의 전류 지대,0
548,스프리건의 연쇄 자기장,0
549,파괴신의 위엄,0
550,공중 제비(우회전),0
551,빛과어둠_김수리,5
552,메타모제의 파괴의 불덩이,0
553,돌의 형제 맥기의 지면강타,0
554,돌의 형제 맥기의 바위 부수기,0
555,메타모제의 연속 돌려치기,4
556,스프리건의 미쳐 날아오르기,0
557,스프리건의 전류 화살,0
558,저주 받은 피의 사수의 불화살 난사,4
559,핵자기장 자폭,4
560,저주 받은 피의 사수의 불의 별,4
561,메타모제의 뜨거운 세개의 길,0
562,같이 추자,0
563,카림의 악몽 수놓기,0
564,끔찍한 악몽(예전꺼),0
565,시라누스의 중재의 불길_소환,0
566,공중 제비(좌회전),0
567,테스트용,4
568,시라누스의 찌르기,0
569,시라누스의 분노의 돌진,0
570,시라누스의 파멸의 불벼락,0
571,시라누스의 파편 대지 강타,0
572,시라누스의 대지 강타,0
573,시라누스의 반달베기,0
574,폭약통 내려놓기,0
575,돌의 형제 맥기의 지면강타,0
576,도장함 위치 옮기기,0
577,그림자 매의 의무,0
578,미사용,0
579,불의 장벽,0
580,진공 폭발,0
581,움직이는 석상의 마구 휘두르기,0
582,시라누스의 파편 등장 연출,0
583,서키루루,0
585,잭팟 발동시 연출,0
586,테스트_도약,6
588,파리지옥 덫,4
589,날면서 폭죽 발사,0
590,살짝 위로 붉은 폭죽,0
591,전류 방출,0
592,거친 번개,0
593,불꽃 송이,6
594,선물 꾸러미_TEST,0
595,물 송이,4
596,원양 물고기 도망,0
598,하슬라 타워디펜스 1단계,0
599,움직이는 석상 1번 (포즈 다르게 취하기),0
600,움직이는 석상 2번 (포즈 다르게 취하기),0
601,움직이는 석상 3번 (포즈 다르게 취하기),0
602,움직이는 석상 4번 (포즈 다르게 취하기),0
603,아무 것도 아닌 자의 감사,0
604,움직이는 석상의 충격파,0
605,칼레일의 게으름 화살,4
606,칼레일의 당기기,0
607,인간대포 도약 : 로카,0
608,죽음의 광선,0
609,무스페로사의 증인,0
610,무스페로사의 증인,0
611,정령의 불꽃,0
612,슬레이브 패시브 테스트,0
613,카림의 끔찍한 악몽,0
615,강렬한 바위의 일격,0
616,불화살 난사,0
617,메타모제의 초토화,0
618,대지 강타,0
619,시라누스의 파편 폭약통 소환,0
620,당기기,0
621,크라켄의 양손창,4
623,활력 추출,4
624,돌격,4
625,덮치기,4
626,세개의 길,0
627,초토화,0
628,선박 와류,0
629,고성능 용무늬 폭죽,0
630,고요한 바다의 수호자,0
631,미사용,0
632,납골당 건축가 폭죽,0
634,긴 모래톱 크라켄의 물어뜯기,0
635,긴 모래톱 크라켄의 촉수 벌려치기,0
636,성탑 공중 공격,0
637,날틀 지뢰 테스트,0
638,공중 방어기,0
639,낭만적인 연인들,0
640,차원문 웨이브,0
642,연발 쐐기살,4
643,프레미의 유성 낙하,4
645,선박 와류(견본),0
646,해적의 흔적 찾기,0
647,접선용 호각 불기,0
648,모르페우스의 화살 소나기,6
649,대지 가르기,0
651,화약상자 소환하기,0
652,고대 사제의 저주,4
653,투샨의 전리품 상자,0
654,고대 사제의 저주,4
655,밀어내는 불화살,6
657,나차쉬가르 수호자의 강타,0
658,수력 폭발,0
659,낚시_테스트,6
660,황의 낚시,0
661,뒤틀린 두억시니의 화염구,4
662,시공의 상자 소환,0
663,공중 방어기 공격,0
664,대상으로 이동 테스트,6
665,지휘자의 부름,6
666,지휘자와 함께,6
667,도전자의 상자 소환,0
668,조약돌 던지기,6
669,고대 사제의 길,0
670,박의 상자 뿌리기,0
671,광폭한 원소의 사제,0
672,자기장 화살,0
673,그냥 한번,0
674,불의 장벽,0
675,2번방 elite range 냉기 화살,0
676,오카페의 최후,0
677,빙결 화살,0
678,불의 화살,0
679,습격,4
681,각인 중...,5
683,습격,4
684,휘둘러치기,0
685,저승의 망치,0
686,절규의 피조물 거미줄 난사,0
687,당기기,4
688,관리인의 망원경 소환,0
689,2번방 저승의 망치 난사,0
690,2번방 고기 무식한 돌격,0
691,펫 전용 불꽃 송이 (미사용),6
692,돌진,4
693,유성 낙하,4
694,원소 폭발,0
695,악몽의 노래,4
696,대어 낚시(개발용) +,6
697,화염지옥,0
698,영주에게 인사,0
699,바람돌이의 소원,0
700,대어 낚시2,6
701,포격,4
702,죽었을 때 기믹 소환,0
703,은신감지 테스트,6
704,켈루스의 부름,0
705,켈루스의 불덩이,4
706,대어 이동,0
707,연출 : 이동,0
708,무스페로사의 난동,0
709,무스페로사의 꼬리치기,0
710,무스페로사의 지옥 숨결,0
711,무스페로사의 석화 구슬,0
712,무스페로사의 석화 구슬,0
713,무스페로사의 석화 구슬,0
714,무스페로사의 증인,0
715,무스페로사의 증인,0
716,무스페로사의 증인,0
717,무스페로사의 당기기,0
718,연출용 화살 소나기,0
719,칼레일의 침묵 화살,4
720,떨어지는 불꽃,4
721,연출 : 화살 소나기,0
722,칼레일의 게으름 화살,4
723,칼레일의 연쇄번개,4
724,정령의 불꽃,0
725,무스페로사 대포 피격,0
726,칼레일의 화염구,6
727,깨어난 수호자의 강타,0
728,오른쪽으로 버티기,4
729,대어 - 오른쪽으로 이동,0
730,대어 - 왼쪽으로 이동,0
731,대어 - 아래로 이동,0
732,대어 - 도망,0
733,연출 : 기쁨,0
734,연출 : 응원,0
735,고드프리의 도끼 참살,4
736,대지의 축복을 담은 통돼지 요리 탁자 놓기,0
737,바다의 축복을 담은 해산물 요리 탁자 놓기,0
738,대지의 생명을 담은 곡물빵 탁자 놓기,0
739,바다의 기운을 담은 음료수 탁자 놓기,0
740,고드프리의 얼음병사 소환,0
741,고드프리의 얼음병사 소환,0
742,고드프리의 표식,4
743,꺼지지 않는 심연의 불꽃,0
744,고드프리의 무쇠날 회전베기,0
745,고드프리의 무쇠날 회전베기,0
746,고드프리의 지옥 무쇠날,0
747,왼쪽으로 버티기,4
748,고드프리의 회전 무쇠날,0
749,풀어주기,4
750,감아올리기,4
751,울쏘우 왕자파 추격대 소환,0
752,고드프리의 회전 무쇠날,0
755,바이보로스의 얼음 파편,4
756,바이보로스의 표식,4
757,바이보로스의 꼬리치기,4
758,바이보로스의 비명소리,0
759,바이보로스 망령의 독물,4
760,악몽의 군단 소환,0
761,검은 비늘 군단의 표식,4
762,탐욕자의 도끼 참살,4
763,차원문 웨이브,0
764,차원문 웨이브,0
765,wave 3 (old),0
766,차원문 웨이브,0
767,차원문 웨이브,0
768,차원문 웨이브5,0
769,차원문 웨이브,0
770,차원문 웨이브7,0
771,차원문 웨이브8,0
772,차원문 웨이브9,0
773,차원문 웨이브10,0
774,차원문 웨이브11,0
775,차원문 웨이브,0
776,차원문 웨이브13,0
777,차원문 웨이브14,0
778,가시쏘기,4
779,크게 감아올리기,4
780,대어 - 뛰어오르기,0
781,현혹자의 당기기,0
782,독액 주머니,4
783,날틀 하강,0
784,검은 망령의 독물,4
785,전류 방출,0
786,고문관의 연쇄번개,4
787,기생하는 얼음 파편,4
788,침묵의 화살,4
789,잉그바드 왕자파 습격대 소환,0
791,나차쉬가르 수호자의 짓밟기,4
792,대어 - 죽음,4
793,사라세니아 당기기,4
795,사라세니아 소환,5
796,test_말풍선,5
797,나차쉬가르 수호자의 포효,0
798,동대륙 여가정교사 연출,5
799,사라세니아 일곱마리 다섯번 소환,0
800,돌려 베기,0
801,연출 : 돌파,0
802,유혹을 받아들이기,16
803,차례 연주 모닥불 돼지굽기,0
804,동대륙 남가정교사 연출,5
805,서대륙 여가정교사 연출,5
806,서대륙 남가정교사 연출,5
807,크라켄의 유물,0
808,나차쉬가르2번방_웨이브초기화,0
809,낚시하기,6
810,나차쉬가르 수호자의 광폭한 일격,0
811,그림자 매 암살자 소환,0
812,두다드 여럿 소환,0
813,진실의 확인,5
814,켈루스의 부름,0
819,켈루스의 부름,0
820,크눔의 긴급 탈출,0
821,대어 낚시 - 대나무 낚싯대,6
822,담수 대어 - 오른쪽으로 이동,0
823,담수 대어 - 왼쪽으로 이동,0
824,담수 대어 - 도망,0
825,나차쉬가르_몹스폰_엘리트,0
826,간파의 번개,0
827,두억시니의 화염구,4
828,두억시니의 연발 정신파괴,0
829,테스트_세개의 길,0
830,떡밥 뿌리기,6
831,고통의 피조물 덮치기,4
832,8번방 켈루스 화염 갑옷 초기화,0
833,정어리 뿌리기,6
834,장수와 번영을 비는 상차림 놓기,0
835,전장에 울리는 북소리,0
836,전갱이 뿌리기,6
837,꽁치 뿌리기,6
838,고등어 뿌리기,6
839,오징어 뿌리기,6
840,대어 낚시 - 철제 낚싯대,6
841,대어 낚시 - 탄성이 좋은 철제 낚싯대,6
842,대어 낚시 - 금 도금된 철제 낚싯대,6
843,잔혹한 절규의 피조물 독액폭발,0
844,대어 낚시 - 아키움 장식 낚싯대,0
845,핏물먹이 투사의 방패가격,0
848,가루를 뿌리며 추모하기,0
850,핏물먹이 투사의 진공 회오리 베기,0
851,휴대용 호흡장치 충전,0
852,크라켄의 위엄,0
853,영창하는 레르만의 전류,4
854,피 묻은 손의 쌍검돌파,0
855,영창하는 레르만의 충격파,0
856,피 묻은 손의 독단검,0
857,영창하는 레르만의 전류파,4
858,영창하는 레르만의 삼중 전류파,4
859,영창하는 레르만의 저주받은 광채 폭발,0
860,핏물먹이 주술사의 물폭탄,0
861,핏물먹이 주술사의 격류방출,0
862,광채 흡수,0
863,미쳐 날뛰는 전류,0
864,핏물먹이 사냥꾼의 화살소나기,4
865,핏물먹이 사냥꾼의 가시덩굴화살,4
866,핏물먹이 사냥꾼의 가시덩굴,0
867,켈루스의 별 소환,0
868,부정한 저주,0
869,피 묻은 손의 저격,4
870,피 묻은 손 저격자세 은신술,0
871,피 묻은 손 분노의 벼락,4
874,피의 의식,0
875,영창하는 레르만의 흩날리기,4
876,간이 모루 소환,0
877,여행자의 모닥불 설치하기,0
878,영창하는 레르만의 거기 너!,4
879,여행자의 모닥불 돼지굽기,0
880,아너린의 맹습,4
881,아너린의 저격,0
882,여행자의 모닥불 - 도,0
883,여행자의 모닥불 - 레,0
884,여행자의 모닥불 - 미,0
885,여행자의 모닥불 - 파,0
886,여행자의 모닥불 - 솔,0
887,여행자의 모닥불 - 라,0
888,여행자의 모닥불 - 시,0
889,여행자의 모닥불 - 도2,0
890,프레미의 격노,0
891,아너린의 독덩굴,4
892,아너린의 화살소나기,4
893,마력속박,0
894,바슈의 얼음감옥,0
895,영창하는 레르만의 얼음 충격,0
896,영창하는 레르만의 증발,0
897,대어 낚시 - 산티아고의 수제 낚싯대,0
898,아너린의 독덩굴 전염,4
899,바슈의 얼음결계,0
900,요리 마무리하기,0
901,아너린의 몸통박치기,4
902,플롯 기능 숙련도 확인용_ 테스트,5
903,낚시하기 (이벤트),6
905,카이조의 번개강타,4
908,카이조의 거대한 벼락,0
909,아너린의 최종선고,4
910,채널링 음식_test,0
911,영창하는 레르만의 저주받은 얼음,0
912,거북 발로 차기,4
913,무너뜨리는 주먹,4
914,바람의 신,4
915,파멸의 대지울림,0
916,단검 던지기,4
917,영창하는 레르만의 얼음 충격파,0
918,주먹 날리기,4
919,방해꾼 소환하기,0
920,영창하는 레르만의 휘몰아치는 얼음,0
921,성탑 대포 공중 방어기,0
922,나차쉬가르_4번방_1그룹_노말,0
923,나차쉬가르_4번방_1그룹_엘리트,0
924,나차쉬가르_4번방_2그룹_노말 ,0
925,나차쉬가르_4번방_2그룹_엘리트 ,0
926,나차쉬가르_4번방_3그룹_노말 ,0
927,나차쉬가르_4번방_3그룹_엘리트 ,0
928,나차쉬가르_4번방_4그룹_노말 ,0
929,나차쉬가르_4번방_4그룹_엘리트 ,0
930,나차쉬가르_4번방_5그룹_노말 ,0
931,나차쉬가르_4번방_5그룹_엘리트 ,0
932,나차쉬가르_4번방_6그룹_노말 ,0
933,나차쉬가르_4번방_6그룹_엘리트 ,0
934,나차쉬가르_4번방_센터그룹_노말 ,0
935,나차쉬가르_돌떨어짐_경고,0
936,저주받은 광채 폭발 직전,0
937,다후타의 해일 진격,0
938,고르곤의 숙명의 부름,0
940,다후타의 공허와 소환,0
941,다후타의 물방울,4
942,영창하는 레르만의 저주받은 광채 부름,0
943,영창하는 레르만의 저주받은 광채 부름,0
944,영창하는 레르만의 저주받은 광채 부름,0
945,영창하는 레르만의 저주받은 광채 부름,0
946,영창하는 레르만의 저주받은 광채 부름,0
947,test_박준용_플롯교육용,0
949,다후타의 분출공,0
950,테스트0001,0
951,핏물먹이의 충격파,4
952,광역충격파,4
954,핏물먹이의 돌개바람,0
