id,armor_asset_id,asset_id
7876,1197,4015
7877,1197,4036
7878,1197,4055
7879,1198,3943
7880,1198,3952
7881,1198,3972
7882,1198,3987
7883,1198,4002
7884,1198,4017
7885,1198,4038
7886,1198,4057
7887,1297,3875
7888,1297,3955
7889,1139,3877
7890,1139,3957
7892,1197,4111
7893,1297,4133
7894,1297,4129
7895,1297,4115
7896,1297,4119
7897,1297,4102
7898,1297,4107
7899,1139,4135
7900,1139,4131
7901,1139,4116
7902,1139,4121
7903,1139,4104
7904,1139,4109
7905,1137,3876
7906,1137,3956
7907,1137,4134
7908,1137,4130
7909,1137,4114
7910,1137,4120
7911,1137,4103
7912,1137,4108
7913,1136,3874
7914,1136,3954
7915,1136,4132
7916,1136,4128
7917,1136,4113
7918,1136,4118
7919,1136,4101
7920,1136,4106
7921,1135,3873
7922,1135,3953
7923,1135,4099
7924,1135,4127
7925,1135,4112
7926,1135,4117
7927,1135,4100
7928,1135,4105
7953,1238,4067
7954,1238,4072
7955,1238,4076
7956,1238,4124
7957,1238,4081
7958,1238,4086
7959,1238,4091
7960,1238,4096
7961,1239,4069
7962,1239,4073
7963,1239,4078
7964,1239,4126
7965,1239,4083
7966,1239,4088
7967,1239,4093
7968,1239,4098
8001,1352,4140
8002,1352,4157
8003,1352,4184
8004,1352,4222
8005,1352,4232
8006,1352,4174
8007,1352,4194
8008,1352,4204
8009,1357,4141
8010,1357,4159
8011,1357,4185
8012,1357,4223
8013,1357,4233
8014,1357,4175
8015,1357,4195
8016,1357,4205
8017,1362,4142
8018,1362,4160
8019,1362,4186
8020,1362,4224
8021,1362,4234
8022,1362,4176
8023,1362,4196
8024,1362,4206
8025,1367,4143
8026,1367,4161
8027,1367,4187
8028,1367,4225
8029,1367,4235
8030,1367,4177
8031,1367,4197
8032,1367,4207
8033,1375,4146
8034,1375,4163
8035,1375,4188
8036,1375,4226
8037,1375,4236
8038,1375,4178
8039,1375,4198
8040,1375,4208
8041,1407,4147
8042,1407,4164
8043,1407,4189
8044,1407,4227
8045,1407,4237
8046,1407,4179
8047,1407,4199
8048,1407,4209
8101,1408,3874
8102,1408,1560
8137,1410,4379
8138,1411,4381
8140,1414,4378
8141,1415,4385
8142,1416,4382
8143,1417,4383
8144,1418,4384
8145,1421,4392
8146,1422,4388
8147,1423,4391
8148,1424,4390
8152,1407,1922
8153,1407,1148
8164,1427,4411
8166,1429,4416
8167,1430,4417
8168,1431,4418
8169,1432,4419
8171,1437,4389
8172,1426,4434
8175,1428,4436
8176,1427,4422
8177,1427,4428
8178,1427,4435
8179,1429,4424
8180,1429,4430
8181,1429,4437
8182,1430,4425
8183,1430,4431
8184,1430,4438
8185,1431,4426
8186,1431,4432
8187,1431,4439
8188,1432,4427
8189,1432,4433
8190,1432,4440
8191,1427,4441
8192,1427,4447
8197,1428,4442
8199,1429,4443
8200,1429,4449
8201,1430,4444
8202,1430,4450
8203,1431,4445
8204,1431,4451
8205,1432,4446
8206,1432,4452
8207,1427,4453
8208,1428,4454
8209,1429,4455
8210,1427,4459
8211,1428,4460
8212,1429,4461
8213,1430,4456
8214,1430,4462
8215,1431,4457
8216,1431,4463
8217,1432,4458
8218,1432,4464
8219,543,1160
8220,545,1161
8221,547,1162
8222,548,1163
8245,1442,4474
8246,1339,4678
8247,1725,4677
8248,1340,4680
8249,1336,4676
8250,1426,4709
8251,1338,4679
8252,1680,4560
8253,1681,4561
8254,1682,4562
8255,1683,4478
8256,1684,4474
8257,1685,4465
8258,1685,4722
8259,1685,4732
8260,1685,4737
8261,1685,4747
8262,1685,4743
8263,1686,4466
8264,1686,4723
8265,1686,4733
8266,1686,4738
8267,1686,4748
8268,1686,4744
8269,1687,4467
8270,1687,4724
8271,1687,4734
8272,1687,4739
8273,1687,4749
8275,1688,4478
8276,1688,4726
8277,1688,4735
8278,1688,4740
8279,1688,4750
8280,1688,4742
8281,1689,4468
8282,1689,4725
8283,1689,4736
8284,1689,4741
8285,1689,4751
8287,1690,4489
8288,1691,4490
8289,1692,4491
8290,1693,4478
8291,1694,4474
8292,1705,4727
8293,1706,4728
8294,1707,4729
8295,1708,4730
8296,1709,4731
8297,1111,4788
8298,1114,4790
8299,1112,4789
8300,681,4718
8301,682,4719
8302,684,4787
8304,687,4717
8305,1395,4767
8306,1396,4768
8307,1397,4720
8308,1189,4805
8311,1193,4804
8312,1165,4815
8313,1166,4834
8314,1167,4798
8315,1170,4833
8316,1172,4807
8317,1044,4817
8318,1047,4792
8320,1049,4803
8322,1051,4794
8323,1052,4796
8324,1053,4793
8325,1055,4771
8326,1056,4808
8327,577,4828
8328,578,4801
8329,580,4802
8330,926,4829
8332,559,4784
8333,940,4722
8334,941,4723
8335,942,4726
8336,943,4724
8337,944,4725
8338,1255,4782
8339,1256,4783
8342,674,4839
8344,1240,4823
8345,1241,4797
8346,1243,4791
8347,1244,4826
8349,1009,4691
8350,1009,4825
8351,1010,4545
8352,1199,4929
8353,1202,4854
8354,1012,4727
8355,1013,4728
8357,1015,4730
8358,1037,4876
8359,1038,4713
8361,1040,4883
8362,1041,4887
8363,874,4880
8364,876,4549
8365,878,4891
8366,527,4690
8367,527,4824
8368,530,4896
8369,531,4875
8370,794,4700
8371,1260,4470
8372,1261,4471
8373,1261,4864
8374,1263,4702
8375,1263,4849
8376,1264,4474
8377,900,4957
8378,901,4889
8380,903,4703
8382,1204,4967
8383,1205,4961
8385,1206,4712
8386,1206,4932
8387,1209,4975
8388,1210,4964
8390,1211,4862
8391,1022,4872
8392,1022,4935
8393,1023,4706
8395,1166,4701
8396,875,4996
8397,1211,4997
8398,681,4643
8399,682,4644
8400,686,4473
8401,684,4653
8402,687,4646
8404,1396,4648
8405,1397,4645
8406,1398,4707
8407,1398,4857
8408,1399,4651
8409,1399,4770
8410,675,4682
8411,675,4840
8412,680,4654
8413,677,4960
8414,674,4668
8415,679,4649
8416,1189,4681
8418,1191,4659
8419,1192,4969
8420,1193,4672
8421,1165,4686
8422,1167,4667
8423,1168,4979
8424,1169,4708
8425,1169,4859
8426,1170,4705
8427,1171,4711
8429,1172,4683
8430,1173,4985
8431,1174,4962
8432,1042,4860
8433,1043,4873
8435,1044,4688
8436,1046,4986
8437,1736,4731
8438,1256,4656
8439,1255,4655
8440,1259,4704
8441,1259,4850
8442,943,4467
8443,940,4465
8445,944,4468
8446,941,4466
8447,561,4477
8448,561,5032
8449,556,4475
8450,556,5025
8452,557,4865
8453,1048,4652
8454,1051,4661
8455,1050,4472
8457,1049,4670
8458,1053,4658
8459,1056,4685
8460,1055,4650
8461,1052,4665
8462,1054,4714
8464,1241,4666
8465,1244,4692
8466,1243,4660
8467,1240,4689
8468,1242,4874
8470,578,4669
8471,583,4715
8472,583,4863
8473,580,4671
8474,577,4694
8475,582,4882
8476,926,4695
8477,929,4879
8478,929,5012
8479,927,4684
8480,925,4710
8481,925,4928
8485,681,4752
8486,681,5169
8487,681,4755
8488,681,5345
8489,681,4987
8490,681,5433
8491,682,4754
8492,682,5290
8493,682,4759
8494,682,5346
8495,682,4753
8496,682,5510
8497,686,4813
8499,686,4637
8501,686,5061
8503,684,4927
8504,684,5308
8505,684,4795
8506,684,5387
8507,684,5059
8508,684,5541
8509,687,4758
8510,687,5330
8511,687,4762
8512,687,5349
8513,687,4760
8514,687,5507
8516,1395,5168
8517,1395,4766
8518,1395,5350
8519,1395,4779
8520,1395,5447
8521,1396,4819
8522,1396,5291
8523,1396,4772
8524,1396,5351
8525,1396,4778
8526,1396,5537
8527,1397,4757
8528,1397,5320
8529,1397,4761
8530,1397,5347
8531,1397,4756
8532,1397,5509
8533,1398,5129
8534,1398,5315
8535,1398,4973
8536,1398,5454
8537,1398,5157
8538,1398,5598
8539,1399,4822
8540,1399,5331
8541,1399,4776
8542,1399,5354
8543,1399,4780
8544,1399,5540
8545,674,5031
8546,674,5170
8547,674,4851
8548,674,5422
8549,674,5119
8550,674,5558
8551,675,5051
8552,675,5297
8553,675,4905
8554,675,5499
8555,675,5128
8556,675,5563
8557,679,4820
8559,679,4775
8561,679,4781
8563,677,5419
8564,677,5460
8565,1189,5050
8566,1189,5171
8567,1189,4904
8568,1189,5428
8569,1189,5124
8570,1189,5562
8577,1191,4920
8578,1191,4837
8580,1191,5106
8582,1192,5211
8583,1192,5437
8584,1192,5471
8585,1193,5047
8586,1193,5333
8587,1193,4856
8588,1193,5426
8589,1193,5121
8590,1193,5517
8591,1165,5055
8592,1165,5172
8593,1165,4909
8594,1165,5432
8595,1165,5130
8596,1165,5567
8597,1166,5091
8598,1166,5299
8599,1166,4944
8600,1166,5438
8601,1166,5143
8602,1166,5585
8603,1167,4926
8604,1167,5322
8605,1167,4847
8606,1167,5408
8607,1167,5116
8608,1167,5557
8609,1168,5456
8610,1168,5475
8611,1169,5141
8612,1169,5334
8613,1169,4977
8614,1169,5457
8615,1169,5158
8616,1169,5599
8617,1170,5117
8618,1170,5288
8619,1170,4972
8620,1170,5444
8621,1170,5156
8622,1170,5584
8623,1171,5146
8625,1171,4981
8627,1171,5165
8629,1172,5052
8630,1172,5323
8631,1172,4908
8632,1172,5430
8633,1172,5127
8634,1172,5566
8635,1173,5213
8636,1173,5494
8637,1173,5479
8638,1174,5224
8639,1174,5421
8640,1174,5465
8641,1042,5113
8642,1042,5312
8643,1042,4963
8644,1042,5449
8645,1042,5152
8646,1042,5593
8647,1043,5522
8650,1043,5367
8652,1044,5057
8653,1044,5311
8654,1044,4911
8655,1044,5439
8656,1044,5132
8657,1044,5569
8658,1045,5573
8659,1045,5500
8661,1046,5495
8662,1046,5480
8663,1011,5007
8664,1011,5226
8665,1011,5504
8666,1011,5485
8667,1010,5021
8668,1010,4590
8669,1010,5259
8670,1007,4901
8671,1007,4940
8672,1007,5401
8673,1009,5076
8674,1009,5324
8675,1009,4918
8676,1009,5441
8677,1009,5136
8678,1009,5581
8679,903,5111
8681,903,5000
8683,903,5151
8687,901,5384
8689,900,5037
8690,900,5416
8691,900,5459
8692,1205,5420
8693,1204,5038
8694,1204,5434
8695,1204,5470
8696,1206,5144
8697,1206,5325
8698,1206,4982
8699,1206,5461
8700,1206,5164
8701,1206,5602
8702,1210,5425
8703,1210,5469
8704,1209,5039
8705,1209,5452
8706,1209,5474
8707,1211,5112
8708,1211,5326
8709,1211,4970
8710,1211,5450
8711,1211,5154
8712,1211,5595
8713,1180,5008
8714,1180,5043
8715,1180,5513
8716,1180,5488
8717,1181,4991
8719,1181,5498
8720,1181,5483
8721,1182,4890
8722,1182,4995
8723,1182,5383
8724,1402,5578
8729,1012,4737
8730,1012,4747
8731,1013,4738
8735,1015,4740
8737,1736,4741
8738,1736,4751
8739,1202,5316
8740,1202,5520
8741,1202,5607
8742,1199,5313
8743,1199,5534
8744,1199,5606
8745,1047,4919
8746,1047,5173
8747,1047,4827
8748,1047,5399
8749,1047,5108
8750,1047,5550
8752,1048,4945
8754,1048,5065
8756,1049,5048
8757,1049,5327
8758,1049,4853
8759,1049,5424
8760,1049,5122
8761,1049,5560
8762,1050,4812
8764,1050,4638
8766,1050,4764
8768,1051,4922
8769,1051,5335
8770,1051,4838
8771,1051,5406
8772,1051,5104
8773,1051,5551
8774,1052,4924
8775,1052,5174
8776,1052,4841
8777,1052,5407
8778,1052,5114
8779,1052,5555
8780,1053,4916
8781,1053,5294
8782,1053,4831
8783,1053,5589
8784,1053,5107
8785,1053,5554
8786,1054,5149
8788,1054,4989
8790,1054,5166
8792,1055,4821
8793,1055,5305
8794,1055,4773
8795,1055,5352
8796,1055,4777
8797,1055,5539
8798,1056,5054
8799,1056,5336
8800,1056,4906
8801,1056,5431
8802,1056,5126
8803,1056,5564
8804,1240,5079
8805,1240,5286
8806,1240,4915
8807,1240,5440
8808,1240,5134
8809,1240,5570
8810,1241,4925
8811,1241,5295
8812,1241,4846
8813,1241,5496
8814,1241,5118
8815,1241,5556
8816,1242,5523
8817,1242,5344
8818,1243,4921
8819,1243,5310
8820,1243,4836
8821,1243,5403
8822,1243,5105
8823,1243,5552
8824,1244,5075
8825,1244,5337
8826,1244,4923
8827,1244,5442
8828,1244,5135
8829,1244,5579
8830,577,5088
8831,577,5287
8832,577,4941
8833,577,5443
8834,577,5138
8835,577,5582
8836,578,5029
8837,578,5296
8838,578,4852
8839,578,5590
8840,578,5123
8841,578,5561
8843,582,5376
8844,580,5049
8845,580,5317
8846,580,4855
8847,580,5423
8848,580,5120
8849,580,5559
8850,583,5150
8851,583,5338
8852,583,4992
8853,583,5451
8854,583,5153
8855,583,5596
8860,531,5011
8861,531,5524
8862,531,5343
8863,529,5274
8864,794,5092
8865,794,4943
8866,794,5140
8868,530,5395
8869,527,5078
8870,527,4917
8871,527,5512
8872,527,5137
8874,925,5142
8875,925,5289
8876,925,4980
8877,925,5458
8878,925,5163
8879,925,5600
8880,926,5087
8881,926,5298
8882,926,4942
8883,926,5516
8884,926,5139
8885,926,5583
8886,927,5053
8888,927,4907
8890,927,5125
8892,929,5531
8893,929,5370
8895,1023,5131
8896,1023,4974
8897,1023,5162
8898,1025,5275
8899,1022,5521
8900,1022,5342
8901,555,4884
8902,555,5013
8903,555,5373
8904,1038,5148
8906,1038,4988
8908,1038,5167
8910,1041,5014
8911,1041,5378
8912,1040,4999
8913,1040,5374
8914,1037,4936
8915,1037,5528
8916,1037,5369
8917,874,4937
8918,874,5375
8919,875,5115
8921,875,4966
8923,875,5155
8925,876,5022
8926,876,5198
8927,876,5264
8928,878,5015
8929,878,5382
8930,970,4892
8931,970,4939
8932,970,5385
8933,975,5271
8934,976,4895
8935,976,4952
8936,976,5396
8937,1263,5109
8938,1263,5306
8939,1263,4956
8940,1263,5445
8941,1263,5147
8942,1263,5591
8943,559,4478
8944,559,4832
8945,559,5309
8946,559,4641
8947,559,5390
8948,559,5097
8950,943,4569
8951,943,5329
8952,943,4574
8953,943,5392
8954,943,5098
8955,943,5547
8956,944,4571
8957,944,5339
8958,944,4576
8959,944,5393
8960,944,5096
8961,944,5548
8962,1255,4843
8963,1255,5175
8964,1255,4800
8965,1255,5388
8966,1255,5070
8967,1255,5545
8968,1256,4844
8969,1256,5293
8970,1256,4806
8971,1256,5389
8972,1256,5101
8973,1256,5546
8974,1259,5110
8975,1259,5340
8976,1259,4955
8977,1259,5446
8978,1259,5145
8979,1117,4968
8980,1117,5220
8981,1117,5436
8982,1116,5574
8990,1048,5612
8992,680,4799
8994,680,5058
8996,1120,5180
8997,1120,5214
8998,1120,5230
8999,1121,5060
9000,1121,5159
9001,1121,5181
9002,1121,5215
9003,1121,5227
9004,1121,5231
9005,1122,5062
9006,1122,5160
9007,1122,5182
9008,1122,5216
9009,1122,5228
9010,1122,5232
9011,1123,5063
9012,1123,5217
9013,1124,5064
9014,1124,5161
9015,1124,5183
9016,1124,5218
9017,1124,5229
9018,1124,5233
9019,1246,5071
9020,1247,5072
9021,1248,5073
9022,1249,5074
9023,1250,5176
9024,1251,5066
9025,1251,5177
9026,1252,5067
9027,1252,5178
9028,1253,5068
9029,1254,5069
9030,1254,5179
9031,1711,5080
9032,1712,5081
9033,1713,5082
9034,1714,5083
9035,680,5779
9037,582,5611
9038,530,5626
9039,1040,5613
9040,878,5621
9041,970,5622
9042,1045,5678
9043,1010,5653
9044,901,5619
9045,1182,5620
9046,1116,5680
9047,1402,5692
9048,1715,4489
9049,1715,5026
9050,1715,4912
9052,1715,4577
9053,1715,5240
9054,1716,4490
9055,1716,4866
9056,1716,4913
9057,1716,4578
9058,1716,5242
9059,1717,4491
9060,1717,5033
9061,1717,4914
9062,1717,4579
9063,1717,5241
9064,1721,4511
9065,1721,4867
9066,1721,5184
9067,1721,4580
9068,1721,5244
9069,1722,4512
9070,1722,5034
9071,1722,5185
9072,1722,4581
9073,1722,5243
9074,1731,4522
9075,1731,5027
9076,1731,5187
9077,1731,4582
9078,1731,5245
9079,1732,4523
9080,1732,4868
9081,1732,5186
9082,1732,4583
9083,1732,5249
9089,1734,4525
9090,1734,5023
9091,1734,5189
9092,1734,4584
9093,1734,5246
9094,1701,4534
9095,1701,4869
9096,1701,5190
9097,1701,4585
9098,1701,5257
9099,1702,4535
9100,1702,5035
9101,1702,5191
9102,1702,4586
9103,1702,5254
9104,1175,4542
9105,1175,5028
9106,1175,5193
9107,1175,4587
9108,1175,5258
9109,1176,4543
9110,1176,4870
9111,1176,5192
9112,1176,4588
9113,1176,5262
9114,1177,4544
9115,1177,5036
9116,1177,5194
9117,1177,4589
9118,1177,5261
9119,1179,4546
9120,1179,5020
9121,1179,4591
9122,1179,5888
9123,1726,4547
9124,1726,5030
9125,1726,5196
9126,1726,4592
9127,1726,5263
9128,1727,4548
9129,1727,4871
9130,1727,5197
9131,1727,4593
9132,1727,5265
9133,786,4971
9135,786,5435
9137,786,5644
9139,786,5473
9141,788,4878
9142,788,4993
9143,788,5530
9144,788,6053
9145,788,5872
9146,788,5371
9147,788,5838
9148,832,4983
9149,832,5040
9150,832,5492
9151,832,5962
9152,832,5822
9153,832,5708
9154,832,5478
9155,832,5646
9156,905,4990
9157,905,5041
9158,905,5497
9159,905,5963
9160,905,5826
9161,905,5710
9162,905,5482
9163,905,5647
9164,906,4984
9166,906,5493
9168,906,5823
9170,906,5481
9172,908,4886
9173,908,4994
9174,908,5616
9175,908,5379
9176,965,5235
9177,965,6089
9178,965,5757
9179,965,5652
9180,966,5009
9182,966,5514
9184,966,5833
9186,966,5490
9188,968,4965
9189,968,5219
9190,968,5427
9191,968,6056
9192,968,5641
9193,968,5687
9194,968,5468
9195,968,5776
9196,971,4881
9197,971,4948
9198,971,5608
9199,971,6015
9200,971,5907
9201,971,5377
9202,971,5815
9203,974,4900
9204,974,5017
9205,974,6079
9206,974,5885
9207,974,5398
9208,974,6110
9209,975,5792
9210,975,5984
9211,975,5869
9212,975,5847
9213,975,5801
9214,981,5790
9215,981,5518
9216,981,6082
9217,981,5887
9218,981,5836
9219,981,6112
9220,987,5806
9221,987,5273
9222,987,5904
9223,987,5985
9224,987,5871
9225,987,5852
9226,987,5803
9227,988,4898
9228,988,4953
9229,988,5628
9230,988,6019
9231,988,5914
9232,988,5400
9233,988,6091
9234,991,5812
9235,991,5519
9237,991,6083
9238,991,5889
9239,991,5861
9240,991,6114
9241,1301,4732
9243,1303,4734
9244,1304,4735
9245,1260,5024
9246,1260,4809
9247,1260,5986
9248,1260,4635
9249,1260,5204
9250,1260,6118
9251,1311,4934
9268,1602,4959
9269,1602,4807
9270,1602,5418
9271,1602,5323
9272,1602,5636
9273,1602,5430
9274,1602,5463
9275,1602,5566
9623,991,6050
9639,1192,6038
9640,1192,5818
9641,1192,5695
9642,1192,5747
9643,1168,5212
9644,1168,6039
9645,1168,5820
9646,1168,5699
9647,1168,5749
9648,1173,6040
9649,1173,5824
9650,1173,5704
9651,1173,5750
9652,1174,6070
9653,1174,5642
9654,1174,5685
9655,1174,5965
9656,1043,6126
9665,1045,5929
9666,1045,5734
9667,1045,5753
9668,1045,5751
9670,1046,5825
9673,1524,4875
9674,1524,5011
9675,1524,5524
9676,1524,6073
9677,1524,6128
9678,1524,5879
9679,1524,5343
9680,1524,6101
9681,1007,5631
9682,1007,5923
9683,1007,5974
9684,1007,5868
9685,1007,5800
9686,1010,6041
9687,1010,6239
9688,1010,6229
9689,1011,6072
9690,1011,5831
9691,1011,5727
9692,1011,5969
9693,1525,4876
9694,1525,4936
9695,1525,5528
9696,1525,5978
9697,1525,6129
9698,1525,5859
9699,1525,5369
9700,1525,5796
9701,900,5924
9702,900,5634
9703,900,5679
9704,900,5637
9705,901,6147
9706,1526,4877
9707,1526,4947
9708,1526,5529
9709,1526,6014
9710,1526,6130
9711,1526,5898
9712,1526,5372
9713,1526,5814
9714,1204,5960
9715,1204,5643
9716,1204,5689
9717,1204,5639
9719,1205,5638
9721,1205,5466
9723,1209,5961
9724,1209,5819
9725,1209,5696
9726,1209,5645
9736,1210,5640
9739,788,6131
9748,908,6155
9749,1180,5964
9750,1180,5832
9751,1180,5728
9752,1180,5649
9754,1181,5827
9765,1182,6054
9766,1182,6156
9767,1182,5874
9768,1182,5841
9770,1116,5930
9774,1117,6057
9775,1117,5817
9776,1117,5694
9777,1117,5472
9778,1117,5777
9787,1402,5955
9788,1402,5765
9790,1242,6127
9794,582,6138
9797,527,5691
9799,530,6195
9802,529,5789
9803,529,5860
9804,529,6043
9805,529,6161
9806,529,5893
9807,529,5835
9808,529,5902
9809,531,6073
9810,531,6128
9811,531,5879
9812,531,6101
9813,928,5661
9814,928,5752
9815,928,5976
9816,928,5774
9817,929,6074
9818,929,6132
9819,929,5880
9820,929,6102
9829,1022,5977
9830,1022,6125
9831,1022,5858
9832,1022,5795
9836,1024,5788
9837,1024,5857
9838,1024,6157
9839,1024,5837
9840,1025,5808
9841,1025,5906
9842,1025,6044
9843,1025,6162
9844,1025,5894
9845,1025,5853
9846,1025,5903
9847,555,5614
9848,555,6075
9849,555,6140
9850,555,5881
9851,555,6103
9852,1037,5978
9853,1037,6129
9854,1037,5859
9855,1037,5796
9864,1039,5794
9865,1039,6158
9866,1039,5848
9867,1040,6045
9868,1040,6139
9869,1040,5890
9870,1040,5899
9871,1041,5617
9872,1041,6076
9873,1041,6163
9874,1041,5882
9875,1041,6107
9884,874,5609
9885,874,5979
9886,874,6136
9887,874,5862
9888,874,5797
9889,877,5811
9890,877,6047
9891,877,6159
9892,877,5863
9893,876,6046
9894,876,6231
9895,878,6077
9896,878,6164
9897,878,5883
9898,878,6108
9899,970,5981
9900,970,6142
9901,970,5926
9902,970,5799
9903,971,6137
9904,972,4899
9905,972,5003
9906,972,5629
9907,972,6049
9908,972,6160
9909,972,5892
9910,972,5397
9911,972,5901
9912,974,5630
9913,974,6166
9914,975,6183
9915,975,6143
9916,976,5625
9917,976,6018
9918,976,6149
9919,976,5912
9920,976,6090
9921,981,5865
9922,981,6194
9923,987,6145
9924,988,6150
9925,991,6191
9927,1311,5536
9928,1311,5605
9929,1260,6214
9930,1261,6277
9931,1261,6232
9932,1261,4811
9933,1261,6029
9934,1261,5203
9935,1261,6197
10005,1264,5019
10006,1264,5239
10007,1264,6084
10008,1264,4639
10009,1264,5759
10010,1264,5205
10011,1264,5973
10012,556,4830
10013,556,5987
10014,556,4640
10015,556,6215
10016,556,5206
10017,556,6167
10034,557,6278
10035,557,6030
10036,557,4636
10037,557,6230
10038,557,6198
10047,561,4814
10048,561,6065
10049,561,4642
10050,561,6241
10051,561,5207
10052,561,6237
10077,1550,4710
10078,1550,4928
10079,1550,5142
10080,1550,5289
10081,1550,4980
10082,1550,5458
10083,1550,5163
10084,1550,5600
10093,940,4567
10094,940,5988
10095,940,4572
