id,owner_id,owner_type,kind_id,value1,value2
12242,7418,QuestComponent,1,20,0
12285,11639,Skill,34,55,0
12286,11639,Skill,26,1,50
12308,7438,QuestComponent,1,10,0
12506,584,Sphere,36,956,0
12509,585,Sphere,36,956,0
12514,539,Sphere,36,1522,0
12537,5142,QuestComponent,1,2,0
12539,5146,QuestComponent,31,953,0
12540,5146,QuestComponent,1,2,0
12549,5184,QuestComponent,31,1222,0
12550,5184,QuestComponent,1,2,0
12567,5246,QuestComponent,1,3,0
12569,5313,QuestComponent,1,3,0
12577,5604,QuestComponent,1,3,0
12579,5626,QuestComponent,31,1363,0
12592,577,Sphere,32,1106,0
12594,579,Sphere,32,1106,0
12595,6301,QuestComponent,1,5,0
12632,519,Sphere,36,16,0
12723,575,Sphere,32,312,0
12762,10630,Skill,26,1,50
12763,10630,Skill,34,82,0
12764,12143,Skill,30,167,0
12765,12143,Skill,34,83,0
12766,608,Sphere,36,35,0
12814,610,Sphere,32,865,0
12817,611,Sphere,32,866,0
12818,612,Sphere,32,872,0
12821,614,Sphere,32,884,0
12822,615,Sphere,32,858,0
12823,616,Sphere,32,908,0
12824,617,Sphere,32,893,0
12825,618,Sphere,32,1502,0
12826,619,Sphere,32,1504,0
12827,620,Sphere,32,1517,0
12835,12337,Skill,26,1,50
12836,7504,QuestComponent,1,3,0
12883,3870,QuestComponent,1,11,0
12884,3874,QuestComponent,1,11,0
12885,3878,QuestComponent,1,11,0
12886,4142,QuestComponent,1,11,0
12887,3883,QuestComponent,1,11,0
12888,3843,QuestComponent,31,861,0
12889,3843,QuestComponent,1,11,0
12891,7148,QuestComponent,1,11,0
12902,3922,QuestComponent,1,12,0
12905,3957,QuestComponent,1,12,0
12907,3962,QuestComponent,1,12,0
12908,3901,QuestComponent,1,12,0
12909,3905,QuestComponent,31,864,0
12910,3905,QuestComponent,1,12,0
12913,3913,QuestComponent,31,865,0
12914,3913,QuestComponent,1,12,0
12915,4229,QuestComponent,1,12,0
12928,4004,QuestComponent,1,13,0
12934,4033,QuestComponent,1,13,0
12946,4081,QuestComponent,31,872,0
12947,4081,QuestComponent,1,13,0
12954,7158,QuestComponent,1,14,0
12955,7158,QuestComponent,31,1509,0
13003,12228,Skill,12,0,0
13004,12301,Skill,27,4186,0
13019,6382,QuestComponent,31,1438,0
13020,6382,QuestComponent,1,6,0
13142,623,Sphere,1,11,0
13157,4175,QuestComponent,1,11,0
13162,12272,Skill,35,592,1
13187,600,Sphere,32,1366,0
13405,7676,QuestComponent,1,2,0
13413,7701,QuestComponent,31,1233,0
13507,3999,QuestComponent,1,13,0
13508,3999,QuestComponent,31,1507,0
13555,646,Sphere,32,756,0
13562,10009,Skill,1,1,0
13581,647,Sphere,32,780,0
13582,10024,Skill,1,1,0
13593,648,Sphere,32,776,0
13606,5436,QuestComponent,31,1432,0
13616,7762,QuestComponent,1,5,0
13633,10726,Skill,29,1,0
13656,651,Sphere,32,787,0
13657,10022,Skill,1,1,0
13695,660,Sphere,32,1646,0
13759,4499,QuestComponent,31,260,0
13766,799,QuestComponent,1,3,0
13784,4621,QuestComponent,31,293,0
13785,4621,QuestComponent,31,294,0
13828,666,Sphere,32,259,0
13831,669,Sphere,31,295,0
13928,7857,QuestComponent,31,1624,0
13929,7857,QuestComponent,1,10,0
13934,673,Sphere,32,291,0
13940,511,Sphere,36,330,0
13955,10577,Skill,1,1,0
13956,10587,Skill,1,1,0
13987,678,Sphere,36,1433,0
13989,6358,QuestComponent,1,6,0
14102,12529,Skill,27,2960,0
14109,12521,Skill,27,7006,0
14128,12534,Skill,35,382,1
14144,689,Sphere,36,1643,0
14180,691,Sphere,32,1230,0
14192,6390,QuestComponent,1,6,0
14193,6390,QuestComponent,31,1433,0
14199,12554,Skill,12,0,0
14201,694,Sphere,31,1361,0
14214,695,Sphere,32,1302,0
14215,7880,QuestComponent,1,11,0
14220,12552,Skill,27,2960,0
14221,12552,Skill,26,1,50
14260,1520,QuestComponent,1,1,0
14262,12523,Skill,27,2956,0
14263,12523,Skill,26,1,30
14268,12526,Skill,27,2900,0
14269,12526,Skill,26,1,5
14300,703,Sphere,36,98,0
14301,703,Sphere,36,1586,0
14308,12294,Skill,35,405,1
14309,705,Sphere,36,1581,0
14326,696,Sphere,36,298,0
14327,696,Sphere,36,1581,0
14365,685,Sphere,31,88,0
14374,11188,Skill,32,129,0
14375,11188,Skill,26,1,50
14376,11188,Skill,34,90,0
14378,686,Sphere,1,11,0
14387,707,Sphere,36,1638,0
14388,706,Sphere,36,1690,0
14395,702,Sphere,33,1273,0
14396,702,Sphere,3,6,0
14403,12298,Skill,27,6058,0
14404,12298,Skill,32,1409,0
14405,708,Sphere,36,1690,0
14406,735,Sphere,32,1661,0
14408,709,Sphere,36,1690,0
14452,5251,QuestComponent,31,1439,0
14453,5251,QuestComponent,1,6,0
14470,734,Sphere,32,339,0
14473,710,Sphere,33,1598,0
14475,711,Sphere,36,1601,0
14476,712,Sphere,36,1600,0
14541,714,Sphere,31,1605,0
14542,714,Sphere,31,1604,0
14543,714,Sphere,36,1608,0
14546,4675,QuestComponent,1,2,0
14560,566,Sphere,36,1212,0
14561,716,Sphere,36,1610,0
14563,717,Sphere,36,1612,0
14574,718,Sphere,36,1614,0
14576,719,Sphere,36,1619,0
14577,719,Sphere,31,1618,0
14580,720,Sphere,31,1614,0
14581,720,Sphere,36,1618,0
14584,721,Sphere,36,1619,0
14585,722,Sphere,31,1620,0
14586,722,Sphere,36,1634,0
14590,723,Sphere,31,1624,0
14591,723,Sphere,36,1625,0
14593,724,Sphere,33,1635,0
14594,738,Sphere,1,8,0
14621,682,Sphere,1,11,0
14622,682,Sphere,36,82,0
14638,745,Sphere,32,49,0
14639,746,Sphere,32,49,0
14645,668,Sphere,36,290,0
14650,556,Sphere,33,1432,0
14651,557,Sphere,33,1432,0
14696,7679,QuestComponent,1,10,0
14700,7635,QuestComponent,1,7,0
14705,7652,QuestComponent,1,7,0
14706,7648,QuestComponent,1,7,0
14707,7631,QuestComponent,31,1596,0
14708,7631,QuestComponent,1,7,0
14709,7657,QuestComponent,31,1595,0
14710,7657,QuestComponent,1,7,0
14711,7671,QuestComponent,1,7,0
14712,7683,QuestComponent,1,7,0
14713,7689,QuestComponent,1,7,0
14714,7692,QuestComponent,31,1601,0
14717,7725,QuestComponent,31,1600,0
14718,7725,QuestComponent,1,8,0
14719,7720,QuestComponent,31,1600,0
14720,7720,QuestComponent,1,8,0
14721,7731,QuestComponent,31,1589,0
14722,7731,QuestComponent,1,8,0
14723,7735,QuestComponent,1,8,0
14724,7759,QuestComponent,31,1605,0
14725,7759,QuestComponent,31,1604,0
14728,7791,QuestComponent,31,1609,0
14729,7791,QuestComponent,1,8,0
14730,7795,QuestComponent,1,8,0
14731,7799,QuestComponent,31,1610,0
14733,7816,QuestComponent,31,1618,0
14734,7816,QuestComponent,1,9,0
14735,7802,QuestComponent,1,9,0
14736,7805,QuestComponent,31,1614,0
14737,7805,QuestComponent,1,9,0
14739,7808,QuestComponent,31,1615,0
14740,7808,QuestComponent,1,9,0
14741,7822,QuestComponent,1,9,0
14743,7833,QuestComponent,1,9,0
14745,7829,QuestComponent,1,9,0
14747,7840,QuestComponent,31,1620,0
14748,7840,QuestComponent,1,9,0
14749,7853,QuestComponent,31,1634,0
14750,7853,QuestComponent,1,10,0
14754,7938,QuestComponent,31,1635,0
14755,7938,QuestComponent,1,10,0
14759,7930,QuestComponent,1,10,0
14760,7847,QuestComponent,31,1623,0
14761,7847,QuestComponent,1,10,0
14769,8161,QuestComponent,31,1623,0
14770,8161,QuestComponent,1,10,0
14774,5,Sphere,1,11,0
14775,8083,QuestComponent,1,12,0
14826,12710,Skill,8,15,0
14840,11201,Skill,35,79,1
14841,11201,Skill,32,263,0
14852,667,Sphere,36,282,0
14863,677,Sphere,33,237,0
14864,676,Sphere,33,232,0
14865,692,Sphere,33,241,0
14871,12730,Skill,27,3443,0
14907,8241,QuestComponent,1,18,0
14908,11611,Skill,32,779,0
14909,11611,Skill,35,312,1
14952,4703,QuestComponent,31,1646,0
14953,4703,QuestComponent,1,3,0
14954,763,Sphere,32,1702,0
14956,12736,Skill,27,2122,0
14980,12739,Skill,12,0,0
14982,12738,Skill,12,0,0
14984,12723,Skill,12,0,0
15014,12680,Skill,35,744,1
15015,12680,Skill,32,1366,0
15192,12761,Skill,27,7006,0
15246,12262,Skill,20,2185,1000000
15249,683,Sphere,36,88,0
15250,683,Sphere,31,1653,0
15270,12498,Skill,27,5851,0
15291,8197,QuestComponent,1,14,0
15292,8197,QuestComponent,31,159,0
15298,12729,Skill,27,3443,0
15311,768,Sphere,36,1710,0
15312,768,Sphere,36,1711,0
15313,768,Sphere,36,1712,0
15314,768,Sphere,36,1713,0
15315,768,Sphere,36,1715,0
15352,11978,Skill,27,4174,0
15353,11978,Skill,26,1,100
15354,11978,Skill,32,1370,0
15412,7528,QuestComponent,1,1,0
15450,825,Sphere,32,303,0
15451,828,Sphere,36,1302,0
15452,12783,Skill,27,4207,0
15453,12783,Skill,32,1417,0
15471,12788,Skill,21,1,0
15501,4222,QuestComponent,1,11,0
15502,4222,QuestComponent,31,859,0
15507,843,Sphere,31,1425,0
15515,684,Sphere,1,12,0
15516,684,Sphere,36,84,0
15517,845,Sphere,32,1237,0
15680,12555,Skill,35,593,1
15687,11675,Skill,27,3071,0
15710,11608,Skill,35,311,1
15754,11693,Skill,32,949,0
15826,848,Sphere,32,130,0
15852,644,Sphere,33,1094,0
15925,8335,QuestComponent,1,17,0
15926,8335,QuestComponent,31,1730,0
15932,732,Sphere,32,79,0
15933,732,Sphere,36,57,0
15934,732,Sphere,31,1084,0
15937,12514,Skill,27,6480,0
15940,12314,Skill,35,635,1
15941,12314,Skill,32,1436,0
15944,12327,Skill,20,1712,10000
15945,12327,Skill,32,26,0
15947,12348,Skill,32,27,0
15948,12348,Skill,20,1725,10000
15949,11349,Skill,20,922,2000
15969,12019,Skill,10,14166,0
15977,12343,Skill,10,14125,0
15979,12316,Skill,32,1439,0
15989,12339,Skill,32,1363,0
15996,11790,Skill,32,265,0
16000,12913,Skill,32,745,0
16001,12864,Skill,32,1215,0
16011,12515,Skill,32,1302,0
16012,12873,Skill,32,1436,0
16017,12903,Skill,32,1087,0
16025,12740,Skill,32,1705,0
16043,12807,Skill,32,1705,0
16045,12866,Skill,32,1236,0
16052,12860,Skill,32,301,0
16054,12867,Skill,32,1240,0
16064,12912,Skill,32,745,0
16068,12844,Skill,32,1069,0
16070,12869,Skill,32,1365,0
16071,12602,Skill,32,1565,0
16078,13119,Skill,32,950,0
16080,11229,Skill,32,270,0
16084,12884,Skill,32,22,0
16091,12786,Skill,8,15,0
16096,13137,Skill,36,1442,0
16118,12868,Skill,32,1361,0
16126,12893,Skill,32,882,0
16127,164,Sphere,32,171,0
16128,12896,Skill,32,868,0
16129,12897,Skill,32,869,0
16130,12898,Skill,32,884,0
16134,12522,Skill,32,229,0
16136,12679,Skill,32,49,0
16139,12908,Skill,32,935,0
16144,12899,Skill,32,1454,0
16149,11979,Skill,32,1297,0
16159,12902,Skill,32,893,0
16161,12881,Skill,32,1514,0
16168,12921,Skill,32,950,0
16169,12876,Skill,32,949,0
16170,12880,Skill,32,949,0
16171,12879,Skill,32,949,0
16172,12878,Skill,32,949,0
16178,12530,Skill,32,1675,0
16219,3917,QuestComponent,31,866,0
16220,3917,QuestComponent,1,12,0
16223,11018,Skill,29,0,0
16238,11019,Skill,29,0,0
16250,11327,Skill,8,15,0
16251,11327,Skill,30,27,0
16280,11265,Skill,33,224,0
16281,11265,Skill,35,853,1
16286,12532,Skill,35,693,1
16288,12570,Skill,35,693,1
16316,11259,Skill,32,224,0
16317,11259,Skill,35,22,1
16319,13170,Skill,10,15700,0
16321,13171,Skill,10,15701,0
16329,858,Sphere,32,1315,0
16330,859,Sphere,32,1319,0
16331,860,Sphere,32,1323,0
16332,13202,Skill,17,0,0
16335,861,Sphere,32,1316,0
16336,862,Sphere,32,1329,0
16337,863,Sphere,32,1327,0
16338,864,Sphere,32,1488,0
16339,865,Sphere,32,1491,0
16341,866,Sphere,32,1333,0
16342,867,Sphere,32,1341,0
16343,8465,QuestComponent,1,10,0
16344,8465,QuestComponent,3,4,0
16345,868,Sphere,32,1492,0
16346,869,Sphere,32,1343,0
16351,13214,Skill,26,1,50
16352,13214,Skill,27,4596,0
16362,13216,Skill,26,1,30
16363,13216,Skill,27,3134,0
16449,13240,Skill,26,1,50
16450,13240,Skill,27,4596,0
16453,13239,Skill,27,3134,0
16454,13239,Skill,26,1,30
16469,13254,Skill,15,1381,0
16471,13264,Skill,15,1381,0
16496,6419,QuestComponent,31,1303,0
16505,6551,QuestComponent,1,22,0
16506,6559,QuestComponent,31,1314,0
16507,6559,QuestComponent,1,22,0
16509,6596,QuestComponent,1,22,0
16510,8504,QuestComponent,31,1320,0
16511,8504,QuestComponent,1,22,0
16512,6568,QuestComponent,1,22,0
16518,6604,QuestComponent,31,1317,0
16519,6604,QuestComponent,1,23,0
16520,6613,QuestComponent,31,1321,0
16521,6613,QuestComponent,1,23,0
16522,6621,QuestComponent,31,1322,0
16527,6638,QuestComponent,1,23,0
16532,6651,QuestComponent,1,23,0
16533,6656,QuestComponent,31,1327,0
16534,6656,QuestComponent,1,23,0
16535,7077,QuestComponent,1,23,0
16537,7079,QuestComponent,31,1489,0
16539,8415,QuestComponent,1,23,0
16540,8420,QuestComponent,31,1737,0
16541,8420,QuestComponent,1,23,0
16542,8425,QuestComponent,31,1738,0
16543,8425,QuestComponent,1,23,0
16549,7080,QuestComponent,31,1490,0
16550,7080,QuestComponent,1,24,0
16551,6681,QuestComponent,1,24,0
16552,6685,QuestComponent,1,24,0
16553,6685,QuestComponent,31,1334,0
16555,6694,QuestComponent,1,24,0
16556,6699,QuestComponent,1,24,0
16557,11325,Skill,29,0,0
16558,6703,QuestComponent,31,1338,0
16559,6703,QuestComponent,1,24,0
16560,6674,QuestComponent,31,1331,0
16561,6674,QuestComponent,1,24,0
16566,6725,QuestComponent,1,24,0
16567,7081,QuestComponent,31,1344,0
16568,7081,QuestComponent,1,24,0
16569,7082,QuestComponent,31,1492,0
16571,6729,QuestComponent,31,1493,0
16578,8444,QuestComponent,1,24,0
16579,8434,QuestComponent,1,25,0
16580,8438,QuestComponent,31,1741,0
16581,8438,QuestComponent,1,25,0
16582,8448,QuestComponent,1,25,0
16583,6738,QuestComponent,1,25,0
16584,7083,QuestComponent,1,25,0
16588,6751,QuestComponent,1,25,0
16595,6761,QuestComponent,31,1352,0
16596,6761,QuestComponent,1,25,0
16597,6764,QuestComponent,31,1353,0
16598,6764,QuestComponent,1,25,0
16599,6769,QuestComponent,31,1354,0
16600,6769,QuestComponent,1,25,0
16602,6773,QuestComponent,31,1355,0
16603,6773,QuestComponent,1,25,0
16606,6777,QuestComponent,1,25,0
16607,6782,QuestComponent,1,25,0
16608,8451,QuestComponent,1,25,0
16647,2997,QuestComponent,31,1864,0
16683,3151,QuestComponent,1,20,0
16684,3162,QuestComponent,1,20,0
16711,921,Sphere,36,848,0
16722,13308,Skill,27,3114,0
16724,6478,QuestComponent,31,1306,0
16746,13299,Skill,35,920,1
16803,8486,QuestComponent,31,1828,0
16805,8490,QuestComponent,31,1829,0
16806,8493,QuestComponent,31,1830,0
16816,924,Sphere,31,1313,0
16828,8730,QuestComponent,31,1862,0
16832,8733,QuestComponent,31,1882,0
16833,8737,QuestComponent,31,1883,0
16835,8748,QuestComponent,31,1886,0
16846,8878,QuestComponent,31,1912,0
16847,8882,QuestComponent,31,1913,0
16849,8891,QuestComponent,31,1915,0
16850,8897,QuestComponent,31,1916,0
16851,8901,QuestComponent,31,1917,0
16852,8907,QuestComponent,31,1918,0
16853,8922,QuestComponent,31,1921,0
16862,12027,Skill,8,15,0
16863,12072,Skill,8,15,0
16868,922,Sphere,36,1311,0
16869,923,Sphere,31,1311,0
16870,923,Sphere,36,1312,0
16871,925,Sphere,36,1329,0
16872,926,Sphere,32,1330,0
16873,926,Sphere,36,1330,0
16878,927,Sphere,36,1340,0
16882,928,Sphere,31,1340,0
16883,928,Sphere,36,1341,0
16884,929,Sphere,31,1341,0
16885,929,Sphere,36,1342,0
16886,930,Sphere,36,1342,0
16889,6500,QuestComponent,36,1329,0
16890,6508,QuestComponent,31,1311,0
16892,6508,QuestComponent,36,1329,0
16893,6547,QuestComponent,31,1312,0
16895,6547,QuestComponent,36,1329,0
16896,6660,QuestComponent,1,23,0
16897,6660,QuestComponent,36,1340,0
16898,6665,QuestComponent,31,1329,0
16899,6665,QuestComponent,1,23,0
16900,6665,QuestComponent,36,1340,0
16902,6706,QuestComponent,36,1342,0
16903,6711,QuestComponent,31,1340,0
16905,6711,QuestComponent,36,1342,0
16906,6716,QuestComponent,1,24,0
16907,6716,QuestComponent,36,1352,0
16908,6720,QuestComponent,31,1342,0
16909,6720,QuestComponent,1,24,0
16910,6720,QuestComponent,36,1352,0
16912,931,Sphere,31,1342,0
16913,931,Sphere,36,1343,0
16921,932,Sphere,31,1343,0
16922,932,Sphere,36,1352,0
16984,8949,QuestComponent,1,7,0
16985,8952,QuestComponent,1,7,0
16986,8999,QuestComponent,1,8,0
16987,9002,QuestComponent,1,8,0
16988,9005,QuestComponent,1,8,0
16989,9008,QuestComponent,1,7,0
16990,9011,QuestComponent,1,8,0
16991,9014,QuestComponent,1,8,0
17007,13373,Skill,32,1431,0
17011,9045,QuestComponent,31,834,0
17019,13376,Skill,32,1565,0
17059,4873,QuestComponent,1,2,0
17060,4873,QuestComponent,31,1932,0
17080,4891,QuestComponent,1,3,0
17092,4966,QuestComponent,1,3,0
17101,5026,QuestComponent,1,4,0
17145,9203,QuestComponent,31,1933,0
17146,9203,QuestComponent,1,2,0
17179,956,Sphere,36,1962,0
17180,957,Sphere,32,1962,0
17181,958,Sphere,32,1962,0
17183,959,Sphere,36,1314,0
17188,960,Sphere,36,1320,0
17214,5744,QuestComponent,1,2,0
17216,5756,QuestComponent,1,3,0
17224,5802,QuestComponent,1,3,0
17225,5806,QuestComponent,1,3,0
17234,5840,QuestComponent,1,4,0
17236,5853,QuestComponent,1,4,0
17245,5887,QuestComponent,1,5,0
17246,5891,QuestComponent,1,5,0
17256,5925,QuestComponent,1,6,0
17258,5941,QuestComponent,1,6,0
17261,8969,QuestComponent,1,2,0
17262,8969,QuestComponent,31,991,0
17263,8978,QuestComponent,1,2,0
17264,8978,QuestComponent,31,1936,0
17271,353,AiEvent,31,1940,0
17272,352,AiEvent,32,1940,0
17288,965,Sphere,32,1962,0
17306,357,AiEvent,36,799,0
17358,13306,Skill,35,485,1
17364,970,Sphere,36,1325,0
17433,207,Sphere,1,20,0
17436,13432,Skill,32,1842,0
17438,13433,Skill,37,1847,0
17446,4860,QuestComponent,1,1,0
17447,4860,QuestComponent,31,1927,0
17453,973,Sphere,37,2050,0
17456,9414,QuestComponent,1,24,0
17457,9421,QuestComponent,1,24,0
17467,13444,Skill,37,2054,0
17468,9427,QuestComponent,1,24,0
17469,9427,QuestComponent,31,2048,0
17480,9435,QuestComponent,1,24,0
17486,9439,QuestComponent,31,2051,0
17487,9439,QuestComponent,1,24,0
17489,13449,Skill,35,977,1
17496,211,Sphere,1,21,0
17504,13400,Skill,8,15,0
17532,365,AiEvent,32,843,0
17568,8996,QuestComponent,31,1934,0
17569,8996,QuestComponent,1,2,0
17592,987,Sphere,37,527,0
17593,11339,Skill,37,527,0
17595,3179,QuestComponent,31,824,0
17598,3224,QuestComponent,31,836,0
17604,9508,QuestComponent,1,3,0
17605,9508,QuestComponent,31,1000,0
17606,9510,QuestComponent,1,3,0
17607,9510,QuestComponent,31,2070,0
17624,3248,QuestComponent,31,1435,0
17641,3283,QuestComponent,31,845,0
17643,3277,QuestComponent,31,845,0
17645,3253,QuestComponent,31,854,0
17653,13506,Skill,27,2390,0
17654,11496,Skill,32,856,0
17663,11354,Skill,20,928,5000
17665,982,Sphere,36,799,0
17668,980,Sphere,37,813,0
17677,13510,Skill,32,1984,0
17680,981,Sphere,36,815,0
17681,11494,Skill,27,7152,0
17696,3167,QuestComponent,31,833,0
17697,3184,QuestComponent,1,20,0
17698,3184,QuestComponent,31,833,0
17700,3211,QuestComponent,31,833,0
17702,13508,Skill,20,922,5000
17703,13508,Skill,32,533,0
17705,13521,Skill,35,990,1
17713,13524,Skill,27,7332,0
17714,13524,Skill,32,2007,0
17725,11351,Skill,32,534,0
17726,11351,Skill,27,2426,0
17727,11351,Skill,17,0,0
17728,11359,Skill,37,545,0
17735,13469,Skill,35,991,1
17758,9539,QuestComponent,31,2065,0
17780,11362,Skill,20,2509,10000
17799,11383,Skill,20,924,5000
17800,11383,Skill,32,937,0
17820,13542,Skill,32,2027,0
17834,11922,Skill,35,361,1
17838,13547,Skill,32,522,0
17839,13547,Skill,27,4961,0
17842,997,Sphere,32,1329,0
17845,13549,Skill,32,1018,0
17882,13563,Skill,1,1,0
17883,13560,Skill,1,1,0
17885,11665,Skill,30,250,0
17910,11370,Skill,32,566,0
17912,13569,Skill,32,1316,0
17945,13461,Skill,8,15,0
17958,9528,QuestComponent,1,3,0
17959,9528,QuestComponent,31,995,0
18004,13556,Skill,10,15982,0
18019,13597,Skill,32,1326,0
18020,2025,QuestComponent,36,948,0
18026,2061,QuestComponent,31,524,0
18029,1001,Sphere,31,527,0
18030,1001,Sphere,36,524,0
18042,2100,QuestComponent,31,532,0
18044,2106,QuestComponent,31,533,0
18046,2120,QuestComponent,31,536,0
18047,2120,QuestComponent,31,534,0
18049,2117,QuestComponent,31,535,0
18051,2128,QuestComponent,31,537,0
18054,2139,QuestComponent,31,948,0
18058,2152,QuestComponent,31,544,0
18060,2157,QuestComponent,31,545,0
18062,2161,QuestComponent,31,546,0
18064,4345,QuestComponent,31,547,0
18078,6646,QuestComponent,1,23,0
18079,6646,QuestComponent,31,1324,0
18080,6642,QuestComponent,1,23,0
18081,6642,QuestComponent,31,1326,0
18089,2242,QuestComponent,31,562,0
18092,9593,QuestComponent,36,2083,0
18097,2207,QuestComponent,31,543,0
18100,9603,QuestComponent,31,2082,0
18107,11497,Skill,27,5071,0
18112,9596,QuestComponent,36,2082,0
18120,9600,QuestComponent,31,2083,0
18132,11360,Skill,20,1012,10000
18135,2250,QuestComponent,31,562,0
18136,2285,QuestComponent,31,566,0
18138,2245,QuestComponent,31,566,0
18152,2280,QuestComponent,31,576,0
18153,2280,QuestComponent,1,29,0
18154,2271,QuestComponent,31,579,0
18167,11686,Skill,27,3495,0
18168,11686,Skill,32,295,0
18169,13558,Skill,1,1,0
18172,13621,Skill,27,7501,0
18173,13621,Skill,32,2074,0
18190,13623,Skill,32,2074,0
18196,13386,Skill,32,1033,0
18198,13626,Skill,27,4598,0
18202,13252,Skill,32,1833,0
18208,9635,QuestComponent,31,572,0
18210,2315,QuestComponent,31,2089,0
