id,idx,tagid,grammartag_g,grammartag_a,grammartag_i,grammartag_pl,grammartag_plg,grammartag_pld,grammartag_pla
8000122,90,2,,,,,,,
8000123,92,2,,,,,,,
8000124,94,2,,,,,,,
8000125,95,2,,,,,,,
8000126,96,2,,,,,,,
8000127,97,2,,,,,,,
8000128,98,2,,,,,,,
8000129,99,2,,,,,,,
8000130,100,2,,,,,,,
8000131,101,2,,,,,,,
8000132,102,2,,,,,,,
8000133,103,2,,,,,,,
8000134,104,2,,,,,,,
8000135,105,2,,,,,,,
8000136,106,2,,,,,,,
8000137,107,2,,,,,,,
8000138,108,2,,,,,,,
8000139,52,2,,,,,,,
8000140,54,2,,,,,,,
8000141,91,2,,,,,,,
8000142,93,2,,,,,,,
8000143,109,2,,,,,,,
8000144,110,2,,,,,,,
8000145,111,2,,,,,,,
8000146,112,2,,,,,,,
8000147,113,2,,,,,,,
8000148,114,2,,,,,,,
8000149,115,2,,,,,,,
8000150,119,2,,,,,,,
8000151,120,2,,,,,,,
8000152,122,2,,,,,,,
8000153,123,2,,,,,,,
8000154,124,2,,,,,,,
8000155,125,2,,,,,,,
8000156,126,2,,,,,,,
8000157,127,2,,,,,,,
8000158,128,2,,,,,,,
8000159,129,2,,,,,,,
8000160,130,2,,,,,,,
8000161,131,2,,,,,,,
8000162,132,2,,,,,,,
8000163,133,2,,,,,,,
8000164,134,2,,,,,,,
8000165,135,2,,,,,,,
8000166,136,2,,,,,,,
8000167,138,2,,,,,,,
8000168,139,2,,,,,,,
8000169,140,2,,,,,,,
8000170,141,2,,,,,,,
8000171,142,2,,,,,,,
8000172,143,2,,,,,,,
8000173,144,2,,,,,,,
8000174,145,2,,,,,,,
8000175,146,2,,,,,,,
8000176,147,2,,,,,,,
8000177,148,2,,,,,,,
8000178,149,2,,,,,,,
8000179,150,2,,,,,,,
8000180,151,2,,,,,,,
8000181,152,2,,,,,,,
8000182,153,2,,,,,,,
8000183,154,2,,,,,,,
8000184,155,2,,,,,,,
8000185,156,2,,,,,,,
8000186,157,2,,,,,,,
8000187,158,2,,,,,,,
8000188,159,2,,,,,,,
8000189,160,2,,,,,,,
8000190,161,2,,,,,,,
8000191,162,2,,,,,,,
8000192,163,2,,,,,,,
8000193,164,2,,,,,,,
8000194,165,2,,,,,,,
8000195,166,2,,,,,,,
8000196,167,2,,,,,,,
8000197,168,2,,,,,,,
8000198,169,2,,,,,,,
8000199,171,2,,,,,,,
8000200,172,2,,,,,,,
8000201,173,2,,,,,,,
8000202,174,2,,,,,,,
8000203,175,2,,,,,,,
8000204,176,2,,,,,,,
8000205,177,2,,,,,,,
8000206,178,2,,,,,,,
8000207,179,2,,,,,,,
8000208,180,2,,,,,,,
8000209,181,2,,,,,,,
8000210,182,2,,,,,,,
8000211,183,2,,,,,,,
8000212,184,2,,,,,,,
8000213,185,2,,,,,,,
8000214,186,2,,,,,,,
8000215,187,2,,,,,,,
8000216,188,2,,,,,,,
8000217,189,2,,,,,,,
8000218,190,2,,,,,,,
8000219,191,2,,,,,,,
8000220,192,2,,,,,,,
8000221,199,2,,,,,,,
8000222,200,2,,,,,,,
8000223,201,2,,,,,,,
8000224,202,2,,,,,,,
8000225,203,2,,,,,,,
8000226,204,2,,,,,,,
8000227,205,2,,,,,,,
8000228,206,2,,,,,,,
8000229,207,2,,,,,,,
8000230,208,2,,,,,,,
8000231,209,2,,,,,,,
8000232,210,2,,,,,,,
8000233,212,2,,,,,,,
8000234,213,2,,,,,,,
8000235,214,2,,,,,,,
8000236,217,2,,,,,,,
8000237,218,2,,,,,,,
8000238,219,2,,,,,,,
8000239,220,2,,,,,,,
8000240,221,2,,,,,,,
8000241,222,2,,,,,,,
8000242,223,2,,,,,,,
8000243,224,2,,,,,,,
8000244,225,2,,,,,,,
8000245,226,2,,,,,,,
8000246,227,2,,,,,,,
8000247,228,2,,,,,,,
8000248,229,2,,,,,,,
8000249,230,2,,,,,,,
8000250,231,2,,,,,,,
8000251,232,2,,,,,,,
8000252,233,2,,,,,,,
8000253,234,2,,,,,,,
8000254,235,2,,,,,,,
8000255,236,2,,,,,,,
8000256,237,2,,,,,,,
8000257,238,2,,,,,,,
8000258,239,2,,,,,,,
8000259,240,2,,,,,,,
8000260,241,2,,,,,,,
8000261,242,2,,,,,,,
8000262,243,2,,,,,,,
8000263,244,2,,,,,,,
8000264,245,2,,,,,,,
8000265,255,2,,,,,,,
8000266,256,2,,,,,,,
8000267,258,2,,,,,,,
8000268,259,2,,,,,,,
8000269,260,2,,,,,,,
8000270,261,2,,,,,,,
8000271,262,2,,,,,,,
8000272,263,2,,,,,,,
8000273,264,2,,,,,,,
8000274,265,2,,,,,,,
8000275,266,2,,,,,,,
8000276,267,2,,,,,,,
8000277,268,2,,,,,,,
8000278,269,2,,,,,,,
8000279,270,2,,,,,,,
8000280,271,2,,,,,,,
8000281,272,2,,,,,,,
8000282,273,2,,,,,,,
8000283,274,2,,,,,,,
8000284,275,2,,,,,,,
8000285,276,2,,,,,,,
8000286,277,2,,,,,,,
8000287,278,2,,,,,,,
8000288,279,2,,,,,,,
8000289,280,2,,,,,,,
8000290,281,2,,,,,,,
8000291,282,2,,,,,,,
8000292,285,2,,,,,,,
8000293,286,2,,,,,,,
8000294,287,2,,,,,,,
8000295,290,2,,,,,,,
8000296,294,2,,,,,,,
8000297,295,2,,,,,,,
8000298,296,2,,,,,,,
8000299,297,2,,,,,,,
8000300,298,2,,,,,,,
8000301,299,2,,,,,,,
8000302,302,2,,,,,,,
8000303,303,2,,,,,,,
8000304,304,2,,,,,,,
8000305,307,2,,,,,,,
8000306,311,2,,,,,,,
8000307,312,2,,,,,,,
8000308,316,2,,,,,,,
8000309,317,2,,,,,,,
8000310,322,2,,,,,,,
8000311,331,2,,,,,,,
8000312,333,2,,,,,,,
8000313,337,2,,,,,,,
8000314,338,2,,,,,,,
8000315,342,2,,,,,,,
8000316,343,2,,,,,,,
8000317,344,2,,,,,,,
8000318,345,2,,,,,,,
8000319,346,2,,,,,,,
8000320,353,2,,,,,,,
8000321,354,2,,,,,,,
8000322,356,2,,,,,,,
8000323,357,2,,,,,,,
8000324,362,2,,,,,,,
8000325,364,2,,,,,,,
8000326,371,2,,,,,,,
8000327,372,2,,,,,,,
8000328,373,2,,,,,,,
8000329,374,2,,,,,,,
8000330,375,2,,,,,,,
8000331,376,2,,,,,,,
8000332,388,2,,,,,,,
8000333,389,2,,,,,,,
8000334,390,2,,,,,,,
8000335,396,2,,,,,,,
8000336,400,2,,,,,,,
8000337,405,2,,,,,,,
8000338,407,2,,,,,,,
8000339,410,2,,,,,,,
8000340,411,2,,,,,,,
8000341,412,2,,,,,,,
8000342,413,2,,,,,,,
8000343,414,2,,,,,,,
8000344,418,2,,,,,,,
8000345,419,2,,,,,,,
8000346,421,2,,,,,,,
8000347,431,2,,,,,,,
8000348,433,2,,,,,,,
8000349,434,2,,,,,,,
8000350,438,2,,,,,,,
8000351,439,2,,,,,,,
8000352,440,2,,,,,,,
8000353,441,2,,,,,,,
8000354,442,2,,,,,,,
8000355,443,2,,,,,,,
8000356,444,2,,,,,,,
8000357,445,2,,,,,,,
8000358,446,2,,,,,,,
8000359,447,2,,,,,,,
8000360,448,2,,,,,,,
8000361,449,2,,,,,,,
8000362,450,2,,,,,,,
8000363,451,2,,,,,,,
8000364,452,2,,,,,,,
8000365,453,2,,,,,,,
8000366,454,2,,,,,,,
8000367,455,2,,,,,,,
8000368,456,2,,,,,,,
8000369,457,2,,,,,,,
8000370,458,2,,,,,,,
8000371,459,2,,,,,,,
8000372,460,2,,,,,,,
8000373,461,2,,,,,,,
8000374,462,2,,,,,,,
8000375,463,2,,,,,,,
8000376,464,2,,,,,,,
8000377,465,2,,,,,,,
8000378,466,2,,,,,,,
8000379,467,2,,,,,,,
8000380,468,2,,,,,,,
8000381,469,2,,,,,,,
8000382,470,2,,,,,,,
8000383,471,2,,,,,,,
8000384,472,2,,,,,,,
8000385,474,2,,,,,,,
8000386,475,2,,,,,,,
8000387,476,2,,,,,,,
8000388,477,2,,,,,,,
8000389,479,2,,,,,,,
8000390,481,2,,,,,,,
8000391,482,2,,,,,,,
8000392,483,2,,,,,,,
8000393,484,2,,,,,,,
8000394,485,2,,,,,,,
8000395,486,2,,,,,,,
8000396,487,2,,,,,,,
8000397,488,2,,,,,,,
8000398,489,2,,,,,,,
8000399,490,2,,,,,,,
8000400,491,2,,,,,,,
8000401,492,2,,,,,,,
8000402,493,2,,,,,,,
8000403,494,2,,,,,,,
8000404,495,2,,,,,,,
8000405,496,2,,,,,,,
8000406,497,2,,,,,,,
8000407,498,2,,,,,,,
8000408,499,2,,,,,,,
8000409,500,2,,,,,,,
8000410,501,2,,,,,,,
8000411,502,2,,,,,,,
8000412,503,2,,,,,,,
8000413,504,2,,,,,,,
8000414,505,2,,,,,,,
8000415,506,2,,,,,,,
8000416,507,2,,,,,,,
8000417,508,2,,,,,,,
8000418,509,2,,,,,,,
8000419,510,2,,,,,,,
8000420,511,2,,,,,,,
8000421,512,2,,,,,,,
8000422,513,2,,,,,,,
8000423,514,2,,,,,,,
8000424,515,2,,,,,,,
8000425,517,2,,,,,,,
8000426,518,2,,,,,,,
8000427,522,2,,,,,,,
8000428,523,2,,,,,,,
8000429,524,2,,,,,,,
8000430,525,2,,,,,,,
8000431,526,2,,,,,,,
8000432,527,2,,,,,,,
8000433,528,2,,,,,,,
8000434,529,2,,,,,,,
8000435,530,2,,,,,,,
8000436,531,2,,,,,,,
8000437,532,2,,,,,,,
8000438,533,2,,,,,,,
8000439,534,2,,,,,,,
8000440,535,2,,,,,,,
8000441,536,2,,,,,,,
8000442,537,2,,,,,,,
8000443,538,2,,,,,,,
8000444,539,2,,,,,,,
8000445,540,2,,,,,,,
8000446,541,2,,,,,,,
8000447,542,2,,,,,,,
8000448,543,2,,,,,,,
8000449,544,2,,,,,,,
8000450,545,2,,,,,,,
8000451,546,2,,,,,,,
8000452,547,2,,,,,,,
8000453,548,2,,,,,,,
8000454,549,2,,,,,,,
8000455,550,2,,,,,,,
8000456,551,2,,,,,,,
8000457,552,2,,,,,,,
8000458,553,2,,,,,,,
8000459,554,2,,,,,,,
8000460,555,2,,,,,,,
8000461,556,2,,,,,,,
8000462,559,2,,,,,,,
8000463,560,2,,,,,,,
8000464,561,2,,,,,,,
8000465,562,2,,,,,,,
8000466,563,2,,,,,,,
8000467,564,2,,,,,,,
8000468,565,2,,,,,,,
8000469,566,2,,,,,,,
8000470,567,2,,,,,,,
8000471,569,2,,,,,,,
8000472,570,2,,,,,,,
8000473,575,2,,,,,,,
8000474,576,2,,,,,,,
8000475,577,2,,,,,,,
8000476,581,2,,,,,,,
8000477,582,2,,,,,,,
8000478,585,2,,,,,,,
8000479,586,2,,,,,,,
8000480,587,2,,,,,,,
8000481,588,2,,,,,,,
8000482,589,2,,,,,,,
8000483,590,2,,,,,,,
8000484,591,2,,,,,,,
8000485,592,2,,,,,,,
8000486,593,2,,,,,,,
8000487,594,2,,,,,,,
8000488,595,2,,,,,,,
8000489,596,2,,,,,,,
8000490,597,2,,,,,,,
8000491,598,2,,,,,,,
8000492,600,2,,,,,,,
8000493,601,2,,,,,,,
8000494,602,2,,,,,,,
8000495,605,2,,,,,,,
8000496,609,2,,,,,,,
8000497,610,2,,,,,,,
8000498,611,2,,,,,,,
8000499,613,2,,,,,,,
8000500,614,2,,,,,,,
8000501,616,2,,,,,,,
8000502,617,2,,,,,,,
8000503,618,2,,,,,,,
8000504,619,2,,,,,,,
8000505,620,2,,,,,,,
8000506,624,2,,,,,,,
8000507,625,2,,,,,,,
8000508,626,2,,,,,,,
8000509,627,2,,,,,,,
8000510,628,2,,,,,,,
8000511,629,2,,,,,,,
8000512,630,2,,,,,,,
8000513,631,2,,,,,,,
8000514,632,2,,,,,,,
8000515,633,2,,,,,,,
8000516,634,2,,,,,,,
8000517,635,2,,,,,,,
8000518,636,2,,,,,,,
8000519,637,2,,,,,,,
8000520,638,2,,,,,,,
8000521,639,2,,,,,,,
8000522,640,2,,,,,,,
8000523,641,2,,,,,,,
8000524,642,2,,,,,,,
8000525,643,2,,,,,,,
8000526,644,2,,,,,,,
8000527,645,2,,,,,,,
8000528,646,2,,,,,,,
8000529,647,2,,,,,,,
8000530,648,2,,,,,,,
8000531,649,2,,,,,,,
8000532,650,2,,,,,,,
8000533,651,2,,,,,,,
8000534,652,2,,,,,,,
8000535,653,2,,,,,,,
8000536,654,2,,,,,,,
8000537,655,2,,,,,,,
8000538,656,2,,,,,,,
8000539,658,2,,,,,,,
8000540,659,2,,,,,,,
8000541,662,2,,,,,,,
8000542,664,2,,,,,,,
8000543,665,2,,,,,,,
8000544,666,2,,,,,,,
8000545,667,2,,,,,,,
8000546,668,2,,,,,,,
8000547,669,2,,,,,,,
8000548,670,2,,,,,,,
8000549,671,2,,,,,,,
8000550,672,2,,,,,,,
8000551,673,2,,,,,,,
8000552,674,2,,,,,,,
8000553,675,2,,,,,,,
8000554,676,2,,,,,,,
8000555,677,2,,,,,,,
8000556,678,2,,,,,,,
8000557,679,2,,,,,,,
8000558,680,2,,,,,,,
8000559,681,2,,,,,,,
8000560,682,2,,,,,,,
8000561,683,2,,,,,,,
8000562,684,2,,,,,,,
8000563,685,2,,,,,,,
8000564,686,2,,,,,,,
8000565,687,2,,,,,,,
8000566,688,2,,,,,,,
8000567,689,2,,,,,,,
8000568,690,2,,,,,,,
8000569,691,2,,,,,,,
8000570,692,2,,,,,,,
8000571,693,2,,,,,,,
8000572,694,2,,,,,,,
8000573,695,2,,,,,,,
8000574,696,2,,,,,,,
8000575,697,2,,,,,,,
8000576,698,2,,,,,,,
8000577,699,2,,,,,,,
8000578,700,2,,,,,,,
8000579,701,2,,,,,,,
8000580,702,2,,,,,,,
8000581,703,2,,,,,,,
8000582,704,2,,,,,,,
8000583,705,2,,,,,,,
8000584,706,2,,,,,,,
8000585,707,2,,,,,,,
8000586,708,2,,,,,,,
8000587,709,2,,,,,,,
8000588,710,2,,,,,,,
8000589,711,2,,,,,,,
8000590,712,2,,,,,,,
8000591,713,2,,,,,,,
8000592,714,2,,,,,,,
8000593,715,2,,,,,,,
8000594,716,2,,,,,,,
8000595,717,2,,,,,,,
8000596,718,2,,,,,,,
8000597,719,2,,,,,,,
8000598,720,2,,,,,,,
8000599,721,2,,,,,,,
8000600,722,2,,,,,,,
8000601,723,2,,,,,,,
8000602,724,2,,,,,,,
8000603,725,2,,,,,,,
8000604,726,2,,,,,,,
8000605,727,2,,,,,,,
8000606,728,2,,,,,,,
8000607,730,2,,,,,,,
8000608,731,2,,,,,,,
8000609,732,2,,,,,,,
8000610,733,2,,,,,,,
8000611,734,2,,,,,,,
8000612,735,2,,,,,,,
8000613,736,2,,,,,,,
8000614,737,2,,,,,,,
8000615,738,2,,,,,,,
8000616,739,2,,,,,,,
8000617,740,2,,,,,,,
8000618,741,2,,,,,,,
8000619,742,2,,,,,,,
8000620,743,2,,,,,,,
8000621,745,2,,,,,,,
8000622,746,2,,,,,,,
8000623,747,2,,,,,,,
8000624,748,2,,,,,,,
8000625,749,2,,,,,,,
8000626,750,2,,,,,,,
8000627,751,2,,,,,,,
8000628,752,2,,,,,,,
8000629,753,2,,,,,,,
8000630,754,2,,,,,,,
8000631,755,2,,,,,,,
8000632,756,2,,,,,,,
8000633,757,2,,,,,,,
8000634,758,2,,,,,,,
8000635,759,2,,,,,,,
8000636,760,2,,,,,,,
8000637,761,2,,,,,,,
8000638,762,2,,,,,,,
8000639,763,2,,,,,,,
8000640,764,2,,,,,,,
8000641,765,2,,,,,,,
8000642,766,2,,,,,,,
8000643,767,2,,,,,,,
8000644,768,2,,,,,,,
8000645,769,2,,,,,,,
8000646,770,2,,,,,,,
8000647,771,2,,,,,,,
8000648,772,2,,,,,,,
8000649,773,2,,,,,,,
8000650,774,2,,,,,,,
8000651,775,2,,,,,,,
8000652,776,2,,,,,,,
8000653,777,2,,,,,,,
8000654,778,2,,,,,,,
8000655,779,2,,,,,,,
8000656,780,2,,,,,,,
8000657,781,2,,,,,,,
8000658,782,2,,,,,,,
8000659,783,2,,,,,,,
8000660,784,2,,,,,,,
8000661,785,2,,,,,,,
8000662,786,2,,,,,,,
8000663,787,2,,,,,,,
8000664,788,2,,,,,,,
8000665,789,2,,,,,,,
8000666,790,2,,,,,,,
8000667,791,2,,,,,,,
8000668,792,2,,,,,,,
8000669,793,2,,,,,,,
8000670,794,2,,,,,,,
8000671,795,2,,,,,,,
8000672,796,2,,,,,,,
8000673,797,2,,,,,,,
8000674,798,2,,,,,,,
8000675,799,2,,,,,,,
8000676,802,2,,,,,,,
8000677,803,2,,,,,,,
8000678,804,2,,,,,,,
8000679,805,2,,,,,,,
8000680,806,2,,,,,,,
8000681,807,2,,,,,,,
8000682,808,2,,,,,,,
8000683,809,2,,,,,,,
8000684,810,2,,,,,,,
8000685,811,2,,,,,,,
8000686,812,2,,,,,,,
8000687,813,2,,,,,,,
8000688,814,2,,,,,,,
8000689,815,2,,,,,,,
8000690,816,2,,,,,,,
8000691,817,2,,,,,,,
8000692,818,2,,,,,,,
8000693,819,2,,,,,,,
8000694,820,2,,,,,,,
8000695,821,2,,,,,,,
8000696,822,2,,,,,,,
8000697,823,2,,,,,,,
8000698,824,2,,,,,,,
8000699,825,2,,,,,,,
8000700,826,2,,,,,,,
8000701,827,2,,,,,,,
8000702,828,2,,,,,,,
8000703,829,2,,,,,,,
8000704,830,2,,,,,,,
8000705,831,2,,,,,,,
8000706,832,2,,,,,,,
8000707,833,2,,,,,,,
8000708,834,2,,,,,,,
8000709,835,2,,,,,,,
8000710,836,2,,,,,,,
8000711,837,2,,,,,,,
8000712,838,2,,,,,,,
8000713,839,2,,,,,,,
8000714,840,2,,,,,,,
8000715,841,2,,,,,,,
8000716,842,2,,,,,,,
8000717,843,2,,,,,,,
8000718,844,2,,,,,,,
8000719,845,2,,,,,,,
8000720,846,2,,,,,,,
8000721,848,2,,,,,,,
8000722,849,2,,,,,,,
8000723,850,2,,,,,,,
8000724,851,2,,,,,,,
8000725,853,2,,,,,,,
8000726,854,2,,,,,,,
8000727,856,2,,,,,,,
8000728,857,2,,,,,,,
8000729,858,2,,,,,,,
8000730,859,2,,,,,,,
8000731,860,2,,,,,,,
8000732,861,2,,,,,,,
8000733,862,2,,,,,,,
8000734,863,2,,,,,,,
8000735,864,2,,,,,,,
8000736,865,2,,,,,,,
8000737,866,2,,,,,,,
8000738,868,2,,,,,,,
8000739,869,2,,,,,,,
8000740,870,2,,,,,,,
8000741,871,2,,,,,,,
8000742,872,2,,,,,,,
8000743,873,2,,,,,,,
8000744,874,2,,,,,,,
8000745,875,2,,,,,,,
8000746,876,2,,,,,,,
8000747,877,2,,,,,,,
8000748,878,2,,,,,,,
8000749,879,2,,,,,,,
8000750,880,2,,,,,,,
8000751,881,2,,,,,,,
8000752,882,2,,,,,,,
8000753,883,2,,,,,,,
8000754,884,2,,,,,,,
8000755,885,2,,,,,,,
8000756,886,2,,,,,,,
8000757,887,2,,,,,,,
8000758,888,2,,,,,,,
8000759,889,2,,,,,,,
8000760,890,2,,,,,,,
8000761,891,2,,,,,,,
8000762,892,2,,,,,,,
8000763,893,2,,,,,,,
8000764,894,2,,,,,,,
8000765,895,2,,,,,,,
8000766,896,2,,,,,,,
8000767,897,2,,,,,,,
8000768,898,2,,,,,,,
8000769,899,2,,,,,,,
8000770,900,2,,,,,,,
8000771,901,2,,,,,,,
8000772,902,2,,,,,,,
8000773,903,2,,,,,,,
8000774,905,2,,,,,,,
8000775,906,2,,,,,,,
8000776,907,2,,,,,,,
8000777,908,2,,,,,,,
8000778,909,2,,,,,,,
8000779,910,2,,,,,,,
8000780,911,2,,,,,,,
8000781,912,2,,,,,,,
8000782,913,2,,,,,,,
8000783,914,2,,,,,,,
8000784,915,2,,,,,,,
8000785,916,2,,,,,,,
8000786,917,2,,,,,,,
8000787,918,2,,,,,,,
8000788,919,2,,,,,,,
8000789,920,2,,,,,,,
8000790,921,2,,,,,,,
8000791,922,2,,,,,,,
8000792,923,2,,,,,,,
8000793,937,2,,,,,,,
8000794,938,2,,,,,,,
8000795,939,2,,,,,,,
8000796,940,2,,,,,,,
8000797,941,2,,,,,,,
8000798,947,2,,,,,,,
8000799,948,2,,,,,,,
8000800,949,2,,,,,,,
8000801,950,2,,,,,,,
8000802,951,2,,,,,,,
8000803,952,2,,,,,,,
8000804,953,2,,,,,,,
8000805,954,2,,,,,,,
8000806,955,2,,,,,,,
8000807,957,2,,,,,,,
8000808,958,2,,,,,,,
8000809,959,2,,,,,,,
8000810,960,2,,,,,,,
8000811,961,2,,,,,,,
8000812,962,2,,,,,,,
8000813,963,2,,,,,,,
8000814,964,2,,,,,,,
8000815,965,2,,,,,,,
8000816,966,2,,,,,,,
8000817,967,2,,,,,,,
8000818,968,2,,,,,,,
8000819,969,2,,,,,,,
8000820,970,2,,,,,,,
8000821,971,2,,,,,,,
8000822,972,2,,,,,,,
8000823,973,2,,,,,,,
8000824,974,2,,,,,,,
8000825,975,2,,,,,,,
8000826,976,2,,,,,,,
8000827,977,2,,,,,,,
8000828,978,2,,,,,,,
8000829,979,2,,,,,,,
8000830,980,2,,,,,,,
8000831,981,2,,,,,,,
8000832,982,2,,,,,,,
8000833,983,2,,,,,,,
8000834,984,2,,,,,,,
8000835,985,2,,,,,,,
8000836,986,2,,,,,,,
8000837,987,2,,,,,,,
8000838,988,2,,,,,,,
8000839,989,2,,,,,,,
8000840,990,2,,,,,,,
8000841,991,2,,,,,,,
8000842,992,2,,,,,,,
8000843,993,2,,,,,,,
8000844,994,2,,,,,,,
8000845,995,2,,,,,,,
8000846,996,2,,,,,,,
8000847,997,2,,,,,,,
8000848,998,2,,,,,,,
8000849,999,2,,,,,,,
8000850,1000,2,,,,,,,
8000851,1001,2,,,,,,,
8000852,1002,2,,,,,,,
8000853,1003,2,,,,,,,
8000854,1004,2,,,,,,,
8000855,1005,2,,,,,,,
8000856,1006,2,,,,,,,
8000857,1007,2,,,,,,,
8000858,1008,2,,,,,,,
8000859,1009,2,,,,,,,
8000860,1010,2,,,,,,,
8000861,1011,2,,,,,,,
8000862,1012,2,,,,,,,
8000863,1013,2,,,,,,,
8000864,1014,2,,,,,,,
8000865,1015,2,,,,,,,
8000866,1016,2,,,,,,,
8000867,1017,2,,,,,,,
8000868,1018,2,,,,,,,
8000869,1019,2,,,,,,,
8000870,1020,2,,,,,,,
8000871,1021,2,,,,,,,
8000872,1022,2,,,,,,,
8000873,1023,2,,,,,,,
8000874,1024,2,,,,,,,
8000875,1025,2,,,,,,,
8000876,1026,2,,,,,,,
8000877,1027,2,,,,,,,
8000878,1028,2,,,,,,,
8000879,1029,2,,,,,,,
8000880,1030,2,,,,,,,
8000881,1031,2,,,,,,,
8000882,1032,2,,,,,,,
8000883,1033,2,,,,,,,
8000884,1034,2,,,,,,,
8000885,1035,2,,,,,,,
8000886,1036,2,,,,,,,
8000887,1037,2,,,,,,,
8000888,1038,2,,,,,,,
8000889,1039,2,,,,,,,
8000890,1040,2,,,,,,,
8000891,1041,2,,,,,,,
8000892,1042,2,,,,,,,
8000893,1043,2,,,,,,,
8000894,1044,2,,,,,,,
8000895,1045,2,,,,,,,
8000896,1046,2,,,,,,,
8000897,1047,2,,,,,,,
8000898,1048,2,,,,,,,
8000899,1049,2,,,,,,,
8000900,1050,2,,,,,,,
8000901,1051,2,,,,,,,
8000902,1052,2,,,,,,,
8000903,1053,2,,,,,,,
8000904,1054,2,,,,,,,
8000905,1055,2,,,,,,,
8000906,1056,2,,,,,,,
8000907,1057,2,,,,,,,
8000908,1058,2,,,,,,,
8000909,1059,2,,,,,,,
8000910,1060,2,,,,,,,
8000911,1061,2,,,,,,,
8000912,1062,2,,,,,,,
8000913,1063,2,,,,,,,
8000914,1064,2,,,,,,,
8000915,1065,2,,,,,,,
8000916,1066,2,,,,,,,
8000917,1067,2,,,,,,,
