id,quest_context_id,component_kind_id,next_component,npc_ai_id,npc_id,skill_id,skill_self,ai_path_name,ai_path_type_id,sound_id,npc_spawner_id,play_cinema_before_bubble,ai_command_set_id,or_unit_reqs,cinema_id,summary_voice_id
262,94,4,0,1,,,f,,0,,0,t,,f,,
268,94,6,0,1,,,f,,0,,0,t,,f,,
269,96,2,0,1,,,f,,0,,0,t,,f,,
271,250,2,0,1,,,f,,0,,0,t,,f,,
310,213,2,0,1,569,14269,f,,0,,0,t,,f,,
312,213,6,0,1,,,f,,0,,0,f,,f,59,
313,213,8,0,1,,,f,,0,0,0,t,,f,,
383,251,2,0,1,,,f,,0,,0,t,,f,,
390,224,2,0,1,,,f,,0,,0,t,,f,,
395,224,6,0,1,,,f,,0,,0,t,,f,,
522,17,2,0,1,,,f,,0,0,0,t,,f,,
524,17,3,0,1,,,f,,0,0,0,t,,f,,
527,17,6,0,1,,,f,,0,0,0,t,,f,,
528,17,8,0,1,,,f,,0,0,0,t,,f,,
529,18,2,0,1,,12307,t,,0,,0,t,,f,,
583,19,2,0,1,,,f,,0,0,0,t,,f,,
611,19,4,0,1,,,f,,0,0,0,t,,f,,
615,19,6,0,1,,,f,,0,,0,t,,f,,
617,45,6,0,1,,,f,,0,,0,t,,f,,
618,45,8,0,1,,,f,,0,0,0,t,,f,,
619,46,2,0,1,,,f,,0,,0,t,,f,,
620,46,4,0,1,,,f,,0,,0,t,,f,,
624,47,2,0,1,,,f,,0,,0,t,,f,,
626,47,3,0,1,,,f,,0,,0,t,,f,,
627,47,6,0,1,,,f,,0,,0,t,,f,,
628,47,8,0,1,,,f,,0,0,0,t,,f,,
633,251,4,0,1,,,f,,0,,0,t,,f,,
638,251,6,0,1,,,f,,0,,0,t,,f,,
639,251,8,0,1,,,f,,0,0,0,t,,f,,
651,252,2,0,1,,,f,,0,,0,t,,f,,
658,252,3,0,1,,,f,,0,,0,t,,f,,
659,20,2,0,1,,,f,,0,0,0,t,,f,,
673,46,6,0,1,,,f,,0,,0,t,,f,,
676,20,4,0,1,,,f,,0,0,0,t,,f,,
678,20,6,0,1,,,f,,0,0,0,t,,f,,
679,46,8,0,1,,,f,,0,0,0,t,,f,,
680,20,8,0,1,,,f,,0,0,0,t,,f,,
691,254,2,0,1,,,f,,0,,0,t,,f,,
692,254,6,0,1,,,f,,0,,0,t,,f,,
695,255,2,0,1,,,f,,0,,0,f,,f,,
700,254,8,0,1,,,f,,0,0,0,t,,f,,
703,59,2,0,1,,,f,,0,0,0,t,,f,,
704,59,4,0,1,,,f,,0,0,0,t,,f,,
705,256,2,,1,,,f,,0,,0,t,,f,,
706,59,6,0,1,,,f,,0,,0,t,,f,,
707,59,8,0,1,,,f,,0,0,0,t,,f,,
719,61,6,0,1,,,f,,0,0,0,t,,f,,
721,61,8,0,1,,,f,,0,0,0,t,,f,,
723,63,6,0,1,,,f,,0,,0,t,,f,,
734,23,2,0,1,,,f,,0,0,0,t,,f,,
737,250,8,0,1,,,f,,0,0,0,t,,f,,
738,257,2,,1,,,f,,0,,0,t,,f,,
740,257,6,0,1,,,f,,0,,0,t,,f,,
741,257,8,0,1,,,f,,0,0,0,t,,f,,
743,259,2,0,1,,,f,,0,,0,t,,f,,
744,259,3,0,1,,,f,,0,,0,t,,f,,
745,259,4,0,1,,,f,,0,,0,f,,f,131,
748,259,6,0,1,,,f,,0,,0,t,,f,,
755,23,4,0,1,,,f,,0,0,0,t,,f,,
756,23,6,0,1,,,f,,0,0,0,t,,f,,
758,23,8,0,1,,,f,,0,0,0,t,,f,,
760,24,2,0,1,,,f,,0,0,0,t,,f,,
761,24,4,0,1,,,f,,0,0,0,t,,f,,
763,24,8,0,1,,,f,,0,0,0,t,,f,,
764,25,2,0,1,,,f,,0,0,0,t,,f,,
768,25,6,0,1,,,f,,0,0,0,t,,f,,
769,25,8,0,1,,,f,,0,0,0,t,,f,,
770,26,2,0,1,,,f,,0,0,0,t,,f,,
771,26,3,0,1,,,f,,0,0,0,t,,f,,
772,26,4,0,1,,,f,,0,0,0,t,,f,,
774,26,6,0,1,,,f,,0,,0,t,,f,,
780,263,2,0,1,,,f,,0,,0,f,,f,,
785,27,2,0,1,,,f,,0,0,0,t,,f,,
786,263,6,0,1,,,f,,0,0,0,t,,f,,
787,27,3,0,1,,,f,,0,0,0,t,,f,,
788,27,4,0,1,,,f,,0,0,0,t,,f,,
790,263,8,0,1,,,f,,0,0,0,t,,f,,
791,27,6,0,1,,,f,,0,0,0,t,,f,,
792,27,8,0,1,,,f,,0,0,0,t,,f,,
799,266,2,0,1,,,f,,0,,0,t,,f,,
801,29,2,0,1,,,f,,0,0,0,t,,f,,
807,35,2,0,1,,,f,,0,0,0,t,,f,,
809,37,2,0,1,,,f,,0,0,0,t,,f,,
812,39,2,0,1,,,f,,0,0,0,t,,f,,
814,41,2,0,1,,,f,,0,0,0,t,,f,,
816,50,2,0,1,,,f,,0,0,0,t,,f,,
821,58,2,0,1,,,f,,0,0,0,t,,f,,
822,60,2,0,1,,,f,,0,0,0,t,,f,,
826,66,2,0,1,,,f,,0,0,0,t,,f,,
827,68,2,0,1,,,f,,0,0,0,t,,f,,
830,72,2,0,1,,,f,,0,0,0,t,,f,,
834,83,2,0,1,,,f,,0,0,0,t,,f,,
836,87,2,0,1,,,f,,0,0,0,t,,f,,
839,92,2,0,1,,,f,,0,,0,t,,f,,
844,98,2,0,1,,,f,,0,0,0,t,,f,,
846,111,2,0,1,,,f,,0,0,0,t,,f,,
847,112,2,0,1,,,f,,0,0,0,t,,f,,
848,113,2,0,1,,,f,,0,0,0,t,,f,,
856,116,2,0,1,,,f,,0,0,0,t,,f,,
857,117,2,0,1,,,f,,0,0,0,t,,f,,
858,118,2,0,1,,,f,,0,0,0,t,,f,,
859,119,2,0,1,,,f,,0,0,0,t,,f,,
861,121,2,0,1,,,f,,0,0,0,t,,f,,
864,124,2,0,1,,,f,,0,0,0,t,,f,,
865,125,2,0,1,,,f,,0,0,0,t,,f,,
867,127,2,0,1,,,f,,0,0,0,t,,f,,
868,128,2,0,1,,,f,,0,0,0,t,,f,,
870,130,2,0,1,,,f,,0,0,0,t,,f,,
871,131,2,0,1,,,f,,0,0,0,t,,f,,
872,132,2,0,1,,,f,,0,0,0,t,,f,,
873,133,2,0,1,,,f,,0,0,0,t,,f,,
874,134,2,0,1,,,f,,0,0,0,t,,f,,
875,135,2,0,1,,,f,,0,0,0,t,,f,,
876,136,2,0,1,,,f,,0,0,0,t,,f,,
877,137,2,0,1,,,f,,0,0,0,t,,f,,
878,138,2,0,1,,,f,,0,0,0,t,,f,,
879,139,2,0,1,,,f,,0,0,0,t,,f,,
880,140,2,0,1,,,f,,0,0,0,t,,f,,
881,141,2,0,1,,,f,,0,0,0,t,,f,,
882,142,2,0,1,,,f,,0,0,0,t,,f,,
883,143,2,0,1,,,f,,0,0,0,t,,f,,
885,145,2,0,1,,,f,,0,0,0,t,,f,,
886,146,2,0,1,,,f,,0,0,0,t,,f,,
887,147,2,0,1,,,f,,0,0,0,t,,f,,
889,149,2,0,1,,,f,,0,0,0,t,,f,,
890,150,2,0,1,,,f,,0,0,0,t,,f,,
891,151,2,0,1,,,f,,0,0,0,t,,f,,
892,152,2,0,1,,,f,,0,0,0,t,,f,,
893,153,2,0,1,,,f,,0,0,0,t,,f,,
894,154,2,0,1,,,f,,0,0,0,t,,f,,
897,157,2,0,1,,,f,,0,0,0,t,,f,,
898,158,2,0,1,,,f,,0,0,0,t,,f,,
899,159,2,0,1,,,f,,0,0,0,t,,f,,
913,269,2,0,1,,,f,,0,,0,t,,f,,
914,269,4,0,1,,,f,,0,0,0,t,,f,,
915,269,6,0,1,,,f,,0,,0,t,,f,,
916,269,8,0,1,,,f,,0,0,0,t,,f,,
917,270,2,0,1,,,f,,0,,0,t,,f,,
920,312,2,0,1,,,f,,0,0,0,t,,f,,
925,312,4,0,1,,,f,,0,0,0,t,,f,,
927,312,8,0,1,,,f,,0,0,0,t,,f,,
944,37,4,0,1,,,f,,0,0,0,t,,f,,
946,37,6,0,1,,,f,,0,,0,t,,f,,
947,37,8,0,1,,,f,,0,0,0,t,,f,,
953,39,3,0,1,,,f,,0,0,0,t,,f,,
954,39,4,0,1,,,f,,0,0,0,t,,f,,
956,39,6,0,1,,,f,,0,0,0,t,,f,,
957,39,8,0,1,,,f,,0,0,0,t,,f,,
959,41,6,0,1,,,f,,0,0,0,t,,f,,
960,41,8,0,1,,,f,,0,0,0,t,,f,,
964,60,4,0,1,,,f,,0,0,0,t,,f,,
965,60,6,0,1,,,f,,0,0,0,t,,f,,
966,60,8,0,1,,,f,,0,0,0,t,,f,,
978,50,4,0,1,,,f,,0,0,0,t,,f,,
979,50,6,0,1,,12452,t,,0,,0,t,,f,,
980,50,8,0,1,,,f,,0,0,0,t,,f,,
986,270,3,0,1,,,f,,0,0,0,t,,f,,
987,270,4,0,1,,,f,,0,,0,t,,f,,
1003,270,6,0,1,,,f,,0,,0,t,,f,,
1004,270,8,0,1,,,f,,0,0,0,t,,f,,
1012,65,6,0,1,,,f,,0,,0,t,,f,,
1023,273,2,0,1,,,f,,0,,0,t,,f,,
1028,273,4,0,1,,,f,,0,0,0,t,,f,,
1029,273,8,0,1,,,f,,0,,0,t,,f,,
1030,273,6,0,1,,,f,,0,0,0,t,,f,,
1050,66,4,0,1,,,f,,0,0,0,t,,f,,
1052,66,8,0,1,,,f,,0,0,0,t,,f,,
1054,77,4,,1,,,f,,0,,0,t,,f,,
1059,77,6,0,1,,,f,,0,,0,t,,f,,
1071,72,6,0,1,,,f,,0,0,0,t,,f,,
1072,72,8,0,1,,,f,,0,0,0,t,,f,,
1089,83,4,0,1,,,f,,0,0,0,t,,f,,
1090,83,6,0,1,,,f,,0,0,0,t,,f,,
1091,83,8,0,1,,,f,,0,0,0,t,,f,,
1100,87,4,0,1,,,f,,0,0,0,t,,f,,
1102,87,6,0,1,,,f,,0,0,0,t,,f,,
1103,87,8,0,1,,,f,,0,0,0,t,,f,,
1128,98,6,0,1,,,f,,0,0,0,t,,f,,
1129,98,8,0,1,,,f,,0,0,0,t,,f,,
1154,290,2,0,1,,,f,,0,,0,t,,f,,
1159,290,6,0,1,,,f,,0,,0,t,,f,,
1161,290,8,0,1,,,f,,0,0,0,t,,f,,
1162,291,2,0,1,,,f,,0,,0,t,,f,,
1190,299,2,0,1,,,f,,0,0,0,t,,f,,
1191,299,4,0,1,,,f,,0,0,0,t,,f,,
1192,299,6,0,1,,,f,,0,,0,t,,f,,
1193,299,8,0,1,,,f,,0,0,0,t,,f,,
1194,300,2,0,1,,,f,,0,,0,t,,f,,
1195,300,4,0,1,,,f,,0,0,0,t,,f,,
1196,300,6,0,1,,,f,,0,,0,t,,f,,
1197,300,8,0,1,,,f,,0,0,0,t,,f,,
1198,224,8,0,1,,,f,,0,0,0,t,,f,,
1215,304,2,0,1,,,f,,0,,0,t,,f,,
1218,304,4,0,1,,,f,,0,0,0,t,,f,,
1219,304,6,0,1,,,f,,0,,0,t,,f,,
1220,304,8,0,1,,,f,,0,0,0,t,,f,,
1259,111,4,0,1,,,f,,0,0,0,t,,f,,
1260,111,6,0,1,,,f,,0,0,0,t,,f,,
1261,111,8,0,1,,,f,,0,0,0,t,,f,,
1262,112,4,0,1,,,f,,0,0,0,t,,f,,
1274,112,6,0,1,,,f,,0,0,0,t,,f,,
1275,112,8,0,1,,,f,,0,0,0,t,,f,,
1279,113,3,0,1,,,f,,0,0,0,t,,f,,
1280,113,4,0,1,,,f,,0,0,0,t,,f,,
1281,113,6,0,1,,,f,,0,0,0,t,,f,,
1282,113,8,0,1,,,f,,0,0,0,t,,f,,
1295,317,2,0,1,,,f,,0,0,0,t,,f,,
1296,317,4,0,1,,,f,,0,0,0,t,,f,,
1297,317,6,0,1,,,f,,0,0,0,t,,f,,
1298,317,8,0,1,,,f,,0,0,0,t,,f,,
1309,259,8,0,1,,,f,,0,0,0,t,,f,,
1314,252,4,0,1,,,f,,0,,0,t,,f,,
1326,25,4,0,1,,11212,t,,0,0,0,t,,f,,
1332,43,4,0,1,,,f,,0,,0,t,,f,,
1340,321,2,0,1,,,f,,0,0,0,t,,f,,
1342,321,6,0,1,,,f,,0,0,0,t,,f,,
1343,321,8,0,1,,,f,,0,0,0,t,,f,,
1344,322,2,0,1,439,,t,,0,,0,t,,f,,
1347,322,6,0,1,,,f,,0,,0,t,,f,,
1358,324,2,0,1,,,f,,0,0,0,t,,f,,
1359,324,3,0,1,,,f,,0,0,0,t,,f,,
1361,324,6,0,1,3596,,f,,0,0,0,t,,f,,
1362,324,8,0,1,,,f,,0,0,0,t,,f,,
1363,325,2,0,1,,,f,,0,0,0,t,,f,,
1364,325,3,0,1,,,f,,0,0,0,t,,f,,
1370,116,4,0,1,,,f,,0,0,0,t,,f,,
1371,116,6,0,1,,,f,,0,0,0,t,,f,,
1375,328,2,0,1,,,f,,0,,0,t,,f,,
1377,328,6,0,1,,,f,,0,0,0,t,,f,,
1378,328,8,0,1,,,f,,0,0,0,t,,f,,
1379,117,4,0,1,2076,12802,f,,0,193,0,t,,f,,
1380,117,6,0,1,,,f,,0,,0,t,,f,,
1381,117,8,0,1,,,f,,0,0,0,t,,f,,
1382,116,8,0,1,,,f,,0,0,0,t,,f,,
1383,118,4,0,1,,,f,,0,0,0,t,,f,,
1386,118,6,0,1,,,f,,0,,0,t,,f,,
1387,119,3,0,1,,,f,,0,0,0,t,,f,,
1390,119,6,0,1,,,f,,0,0,0,t,,f,,
1391,119,4,0,1,,,f,,0,,0,t,,f,,
1401,121,3,0,1,,,f,,0,0,0,t,,f,,
1402,121,6,0,1,,,f,,0,0,0,t,,f,,
1403,121,8,0,1,,,f,,0,0,0,t,,f,,
1410,124,3,0,1,,,f,,0,,0,t,,f,,
1413,124,4,0,1,,,f,,0,,0,t,,f,,
1414,124,6,0,1,,,f,,0,,0,t,,f,,
1415,125,4,0,1,,,f,,0,0,0,t,,f,,
1416,125,6,0,1,,,f,,0,0,0,t,,f,,
1417,125,8,0,1,,,f,,0,0,0,t,,f,,
1422,127,3,0,1,,,f,,0,0,0,t,,f,,
1424,127,4,0,1,,,f,,0,0,0,t,,f,,
1425,127,6,0,1,,,f,,0,0,0,t,,f,,
1426,127,8,0,1,,,f,,0,0,0,t,,f,,
1437,130,4,0,1,,,f,,0,0,0,t,,f,,
1438,130,6,0,1,,,f,,0,0,0,t,,f,,
1439,130,8,0,1,,,f,,0,0,0,t,,f,,
1440,131,4,0,1,,,f,,0,0,0,t,,f,,
1441,131,6,0,1,,,f,,0,0,0,t,,f,,
1442,131,8,0,1,,,f,,0,0,0,t,,f,,
1443,132,3,0,1,,,f,,0,0,0,t,,f,,
1445,132,4,0,1,,,f,,0,0,0,t,,f,,
1446,132,6,0,1,,,f,,0,0,0,t,,f,,
1447,132,8,0,1,,,f,,0,0,0,t,,f,,
1448,149,6,0,1,,,f,,0,,0,t,,f,,
1450,151,4,0,1,,,f,,0,0,0,t,,f,,
1451,151,6,0,1,,,f,,0,0,0,t,,f,,
1452,151,8,0,1,,,f,,0,0,0,t,,f,,
1455,150,4,0,1,,,f,,0,,0,t,,f,,
1456,150,6,0,1,,,f,,0,,0,t,,f,,
1458,159,4,0,1,,,f,,0,0,0,t,,f,,
1460,158,4,0,1,,,f,,0,0,0,t,,f,,
1461,158,6,0,1,,,f,,0,0,0,t,,f,,
1462,158,8,0,1,,,f,,0,0,0,t,,f,,
1463,154,4,0,1,,,f,,0,0,0,t,,f,,
1465,154,8,0,1,,,f,,0,0,0,t,,f,,
1466,133,4,0,1,,,f,,0,0,0,t,,f,,
1467,133,6,0,1,,,f,,0,0,0,t,,f,,
1468,133,8,0,1,,,f,,0,0,0,t,,f,,
1469,134,3,0,1,,,f,,0,0,0,t,,f,,
1470,134,4,0,1,,,f,,0,0,0,t,,f,,
1472,134,8,0,1,,,f,,0,0,0,t,,f,,
1473,135,4,0,1,,,f,,0,0,0,t,,f,,
1474,135,6,0,1,,,f,,0,,0,t,,f,,
1475,135,8,0,1,,,f,,0,,0,t,,f,,
1476,136,6,0,1,,,f,,0,,0,t,,f,,
1478,136,8,0,1,,,f,,0,,0,t,,f,,
1480,152,4,0,1,,,f,,0,0,0,t,,f,,
1481,153,3,0,1,,,f,,0,0,0,t,,f,,
1482,152,6,0,1,,,f,,0,0,0,t,,f,,
1483,153,4,0,1,,,f,,0,0,0,t,,f,,
1484,152,8,0,1,,,f,,0,0,0,t,,f,,
1485,153,6,0,1,,,f,,0,0,0,t,,f,,
1486,153,8,0,1,,,f,,0,0,0,t,,f,,
1487,329,2,0,1,,,t,,0,,0,t,,f,,
1494,147,4,0,1,,,f,,0,0,0,t,,f,,
1496,147,6,0,1,,,f,,0,0,0,t,,f,,
1497,147,8,0,1,,,f,,0,0,0,t,,f,,
1502,149,8,0,1,,,f,,0,0,0,t,,f,,
1503,155,2,0,1,,,f,,0,,0,t,,f,,
1507,155,6,0,1,,,f,,0,,0,t,,f,,
1512,157,6,0,1,2097,,f,,0,,0,t,,f,,
1515,157,8,0,1,,,f,,0,0,0,t,,f,,
1516,159,6,0,1,,,f,,0,0,0,t,,f,,
1517,159,8,0,1,,,f,,0,0,0,t,,f,,
1520,330,2,3543,1,,,f,,0,,0,t,,f,,
1521,330,6,0,1,,,f,,0,,0,t,,f,,
1522,330,8,0,1,,,f,,0,0,0,t,,f,,
1523,71,8,0,1,,,f,,0,,0,t,,f,,
1524,331,2,0,1,,,f,,0,0,0,t,,f,,
1525,331,6,0,1,,,f,,0,0,0,t,,f,,
1526,331,3,0,1,,,f,,0,,0,t,,f,,
1527,333,2,0,1,,,f,,0,0,0,t,,f,,
1528,333,4,0,1,,,f,,0,0,0,t,,f,,
1529,333,6,0,1,,,f,,0,0,0,t,,f,,
1530,333,8,0,1,,,f,,0,0,0,t,,f,,
1531,334,2,0,1,,,f,,0,0,0,t,,f,,
1532,334,4,0,1,,,f,,0,0,0,t,,f,,
1534,334,6,0,1,,,f,,0,,0,t,,f,,
1535,335,2,0,1,,,f,,0,0,0,t,,f,,
1558,329,4,0,1,,,f,,0,0,0,t,,f,,
1603,343,2,0,1,,,f,,0,0,0,t,,f,,
1604,343,4,0,1,,,f,,0,0,0,t,,f,,
1605,343,6,0,1,,,f,,0,0,0,t,,f,,
1606,343,8,0,1,,,f,,0,0,0,t,,f,,
1607,345,2,0,1,,,f,,0,0,0,t,,f,,
1608,345,4,0,1,,,f,,0,0,0,t,,f,,
1609,345,6,0,1,,,f,,0,0,0,t,,f,,
1610,345,8,0,1,,,f,,0,0,0,t,,f,,
1611,346,2,0,1,,,f,,0,0,0,t,,f,,
1612,346,4,0,1,,,f,,0,0,0,t,,f,,
1614,346,8,0,1,,,f,,0,0,0,t,,f,,
1615,347,2,0,1,,,f,,0,0,0,t,,f,,
1616,347,3,0,1,,,f,,0,0,0,t,,f,,
1618,347,6,0,1,,,f,,0,,0,t,,f,,
1624,350,2,0,1,,,f,,0,,0,f,,f,,
1626,350,4,0,1,,,f,,0,0,0,t,,f,,
1628,350,6,0,1,3602,,f,,0,,0,t,,f,,
1629,350,8,0,1,,,f,,0,0,0,t,,f,,
1641,354,2,0,1,,,f,,0,,0,t,,f,,
1643,354,6,0,1,,,f,,0,0,0,t,,f,,
1644,354,8,0,1,,,f,,0,0,0,t,,f,,
1771,371,2,0,1,,,f,,0,0,0,t,,f,,
1772,371,4,0,1,,,f,,0,0,0,t,,f,,
1774,371,6,0,1,,,f,,0,0,0,t,,f,,
1775,371,8,0,1,,,f,,0,0,0,t,,f,,
1984,13,6,0,1,,,f,,0,0,0,t,,f,,
1985,13,8,0,1,,,f,,0,0,0,t,,f,,
1999,176,2,0,1,,,f,,0,0,0,t,,f,,
2000,176,4,0,1,,,f,,0,0,0,t,,f,,
2002,176,6,0,1,,,t,,0,,0,t,,f,,
2003,176,8,0,1,,,f,,0,0,0,t,,f,,
2004,166,4,0,1,,,f,,0,0,0,t,,f,,
2005,522,2,0,1,,,f,,0,,0,t,,f,,
2006,588,2,0,1,,,f,,0,0,0,t,,f,,
2007,588,4,0,1,,,f,,0,,0,t,,f,,
2010,588,6,0,1,,,f,,0,,0,t,,f,,
2011,588,8,0,1,,,f,,0,,0,t,,f,,
2012,321,4,,1,,,f,,0,,0,t,,f,,
2017,181,2,0,1,,,f,,0,,0,t,,f,,
2020,181,4,0,1,,,f,,0,,0,t,,f,,
2022,518,2,0,1,,,f,,0,,0,t,,f,,
2023,518,6,0,1,,,f,,0,,0,t,,f,,
2024,518,8,0,1,,,f,,0,,0,t,,f,,
2025,519,2,0,1,,,f,,0,,0,t,,f,,
2026,519,6,0,1,,,f,,0,,0,t,,f,,
2027,520,2,0,1,,,f,,0,,0,t,,f,,
2028,520,4,0,1,,,f,,0,,0,t,,f,,
2029,520,6,0,1,,,f,,0,,0,t,,f,,
2030,520,8,0,1,,,f,,0,,0,t,,f,,
2031,521,2,0,1,,,f,,0,,0,t,,f,,
2032,521,4,0,1,,,f,,0,,0,t,,f,,
2033,521,6,0,1,,,f,,0,,0,t,,f,,
2034,521,8,0,1,,,f,,0,,0,t,,f,,
2035,523,2,0,1,,,f,,0,,0,t,,f,,
2036,523,4,0,6,2424,,f,,0,,0,t,4,f,,
2038,523,6,0,1,,,f,,0,,0,t,,f,,
2039,523,8,0,1,,,f,,0,,0,t,,f,,
2040,524,2,0,1,,,f,,0,,0,t,,f,,
2041,524,3,0,1,,,f,,0,,0,f,,f,,
2042,524,4,0,1,,,f,,0,,0,t,,f,,
2044,524,6,0,1,2422,,f,,0,,0,t,,f,,
2045,524,8,0,1,,,f,,0,,0,t,,f,,
2046,525,2,0,1,,,f,,0,,0,t,,f,,
2048,526,2,0,1,,,f,,0,,0,t,,f,,
2049,526,4,0,1,,,f,,0,,0,t,,f,,
2050,526,6,0,1,,,f,,0,,0,t,,f,,
2051,526,8,0,1,,,f,,0,,0,t,,f,,
2054,525,6,0,1,,,f,,0,,0,t,,f,,
2055,525,8,0,1,,,f,,0,,0,t,,f,,
2056,527,2,0,1,,,f,,0,,0,t,,f,,
2057,527,4,0,1,,,f,,0,,0,t,,f,,
2059,527,6,0,1,,,f,,0,,0,t,,f,,
2060,527,8,0,1,,,f,,0,,0,t,,f,,
2061,528,2,0,1,,,f,,0,,0,t,,f,,
2062,528,6,0,1,,,f,,0,,0,t,,f,,
2063,528,8,0,1,,,f,,0,,0,t,,f,,
2064,529,2,0,1,,,f,,0,,0,t,,f,,
2066,529,4,0,1,,,f,,0,,0,t,,f,,
2068,529,6,0,1,,,f,,0,,0,t,,f,,
2069,529,8,0,1,,,f,,0,,0,t,,f,,
2096,532,2,0,1,,,f,,0,,0,t,,f,,
2097,532,4,0,1,,,f,,0,,0,t,,f,,
2098,532,6,0,1,,,f,,0,,0,t,,f,,
2099,532,8,0,1,,,f,,0,,0,t,,f,,
2100,533,2,0,1,,,f,,0,,0,t,,f,,
2101,533,3,0,1,,,f,,0,,0,t,,f,,
2102,533,4,0,1,,,f,,0,,0,t,,f,,
2104,533,6,0,1,,,f,,0,,0,t,,f,,
2105,533,8,0,1,,,f,,0,,0,t,,f,,
2106,534,2,0,1,,,f,,0,,0,t,,f,,
2107,534,3,0,1,,,f,,0,,0,t,,f,,
2108,534,4,0,6,2426,,f,,0,,0,t,7,f,,
2110,534,6,0,1,,,f,,0,,0,t,,f,,
2111,534,8,0,1,,,f,,0,,0,t,,f,,
2113,535,2,0,1,,,f,,0,,0,t,,f,,
2114,535,4,0,1,,,f,,0,,0,t,,f,,
2115,535,6,0,1,,,f,,0,,0,t,,f,,
2116,535,8,0,1,,,f,,0,,0,t,,f,,
2117,536,2,0,1,,,f,,0,,0,t,,f,,
