id,name,category_id
254,시차일드 부두로 찾아온 수상한 인어들,0
255,시차일드 별장의 유령들,0
256,별무덤의 굶주린 무리들,
257,보름 분화구의 죽음을 모르는 자들,0
258,별무덤 점령자들,
259,바닷속의 별을 점령한 난폭한 무리들,
260,불탄 성을 수호하는 악의 무리들,0
261,불탄 성의 피 묻은 손,0
262,켄타우로스 습격자들,15
263,귀족의 사냥터를 배회하는 야수,35
264,버려진 해적 섬의 피 묻은 손들,35
265,크실리톨,35
266,이니스테르 왕궁 시녀,35
267,고인돌 평원을 떠도는 신관의 유령들,35
268,까다로운 인어들,35
270,동부 황금 평원의 야수들,33
271,관리인 깁슨,33
272,피고름 해적단,33
273,황금갈기 부족,33
274,농노,33
275,뱀비늘 부족,33
276,스톨텐베르그 토성의 머리없는 가신들,35
277,곰,33
278,되살아난 생명체,33
279,갈색 그리핀과 검은 그리핀,33
280,피투성이 군대 보병과 궁수,51
281,피투성이 군대 병사와 원호병,51
282,피투성이 군대 지휘관과 창병들,51
283,고인돌 평원의 원혼들,35
284,버려진 해적 섬의 피 묻은 손,35
285,이니스테르 인어 부족,35
286,너도밤나무 숲의 괴물들,35
287,죽음의 농장의 농부들,35
288,하디르의 심복들,35
289,스톨텐베르그의 가신들,35
290,루비 광산촌의 돌연변이들,35
291,이니스테르 국경지대의 야생동물,35
292,장미 장원 농경지의 위협자들,35
293,장미장원 저택의 뒤틀린 실험체들,35
294,굶주린 피난민,33
295,교도대 주둔지 위협자들,33
296,동부 황금 평원의 야수들,33
297,황금바다 밀렵단,
298,모링가 숲 야생 동물,53
299,모링가 숲의 사자들,53
300,검은상아 밀렵단,53
301,붉은 머리 오크 무리,0
302,고대 신앙자들,0
304,검은 상아 밀렵단 정예병,
305,골짜기 속 악명의 무리들,0
306,그림자 숲의 세력들,0
307,저주받은 슾지의 냄새나는 식물들,0
308,어둠의 틈을 비집고 나온 자들,0
309,죽음의 늪을 가로지르는 시체들,0
310,무자비한 수렁의 지배자들,0
311,고대 신앙 추종자들,0
312,은신처의 황금바다 해적들,0
313,고대 신앙자들,0
314,초원의 바람정령들,0
315,거대 사마귀 무리,0
316,오나흐 패거리,
317,야자수 위의 유인원들,0
318,은빛 야자수 길의 고블린들,0
319,황금 부락의 고블린 파수꾼들,36
320,정체 불명의 페레 무리,0
321,물레노래 들판의 고블린들,0
322,물레노래 들판의 미노타우루스들,0
323,정신 나간 자들,59
324,역병걸린 자,59
325,젖은 모래톱의 반인반사,0
326,해변가의 연인,0
327,목축장의 위협자들,53
328,모래늪의 포식자들,53
329,불숨결 부족을 위협하는 무리들,53
330,검은상아 밀렵단 탐욕자들,
331,불숨결 부락을 노리는 무리,53
332,초원의 분열을 바라는 무리,53
333,정복자의 초원에 바람을 일으키는 자들,53
334,오아시스 위협자들,53
335,초원의 띠를 누비는 동물들,53
336,붉은발톱 부족의 적대자들,53
337,황금 바다 해적단 전함,0
338,별 모래톱의 상어인간,0
339,햇무리 멧돼지 무리,14
340,동틀녘 반도 해안 인어 무리,14
342,불온한 연합세력,52
344,하얀놀 무리,0
345,밤의 눈에 되살아난 페레들,61
346,하만의 수하들,0
347,녹색 늑대 언덕 위의 흉폭한 황금바다 밀렵단,0
348,로즈엔드 초소 주변 검은수염 도적단,2
349,핏빛안개 부족 일꾼,2
350,온천 관광객 무리,14
351,실비나 온천의 위협자들,14
352,반짝이는 숲의 야수들,14
353,기념비를 떠나지 못하는 유령들,14
354,일곱다리 마을 주민이 아닌 자들,
355,실비나 온천의 악당들,14
356,붉은산호 부족 상어 인간,
357,폐허의 늑대들,60
358,이슈바라 유물 보존회원,60
359,푸른진주 부족 인어,36
360,밀항자와 인신매매단,14
361,물레노래 들판의 일꾼들,36
362,거대 바이암 무리,52
363,흑마법사 무리,26
364,물레노래 들판 일꾼,36
365,황금 실타래 벌판의 좀도둑들,10
366,녹색 늑대 숲의 호랑이들,36
367,녹색 늑대 숲의 밀렵꾼들,36
368,황금바다 밀렵단,36
369,호수의 요정들,36
370,호수의 수호자들,36
371,사냥터의 야생동물들,36
372,야자수 위의 유인원들,36
373,황금 언덕의 고블린,36
374,진주 눈물 부족 인어,36
375,물레노래 들판의 바이암 침입자들,36
376,황금 혀 항구의 광신도들,36
377,산호초 평원의 칼레일 광신도들,36
378,황금 혀 항구의 난폭한 선원들,36
379,산호초 평원의 공격적인 어류들,36
380,황금 혀 항구 반란선원,36
381,별 모래톱의 상어인간,36
382,전하,60
383,그림자 매 술집의 아마하드,61
384,제국 정신 수호단,60
386,어린 가루다,60
387,폐허 도시의 보물 상자,60
388,황금의 잔,33
389,리턴드 제네온,62
390,폐허 도시의 야차,60
391,이슈바라 유물 보존회원,60
392,떠도는 영혼,60
393,다후타 교단,8
394,안개 괴물,60
395,이름 없는 부랑자들,10
396,오스카 극단의 배우들,10
397,하만의 부하들,62
398,되살아난 피투성이 전사들,61
400,검은늑대 기사단,33
401,아카네스 학파 일당,52
402,정체 불명의 괴한 ,52
403,약초꾼 야영지를 괴롭히는 것들,60
404,옛 처형터의 해골,60
405,이슈바라 유물 보존회원,60
406,폐허의 늑대들,60
409,하리하랄라야 제국의 보물,60
410,대제국의 실험물,60
411,검은나무 장벽의 위협자,60
412,탈출한 사자들,15
413,붉은 구월단 습격자들,15
414,성채 경비병 원혼들,15
415,독안개 협곡의 위협자들,15
416,다후타 교단 소환사,24
417,변이한 곤충,35
418,육신을 잃은 원혼들,35
419,전통주의자 엘프들,6
420,하얀 숲 올빼미와 부엉이,6
421,머리를 잃은 유령들,6
423,저승의 방문객들,6
424,피 묻은 손 잔당,35
426,진혼곶의 강령술사,35
428,다후타 신도,8
429,깨어난 망령들,15
430,살피라의 위험한 신도들,64
431,피 묻은 손 암살자,3
432,마리안,3
435,양 방목장 주변의 벌떼,4
436,뱀눈 부족 바이암,23
437,무쇠엄니 부족 오우거,24
438,베어 산채 산적들,24
439,상단 습격단,23
440,사마귀,6
441,바람 띠 상단원,23
442,왕 에노이르,8
443,델토킨과 그 수하들,10
444,다후타 교단 지도부,9
445,눈사자 훈련소 주변의 사슴과 고원 여우,22
446,마리아노플 시민,10
447,오스테라 시민,14
448,백월만의 야수,4
449,코볼트 약탈자들,24
450,거대 꿀벌 무리,17
451,구릉지 야수들,24
452,매바위 벌판의 야수들,22
453,밤의 눈에 있는 공포의 대상들,22
454,지하 동굴의 거미들,24
456,십자별 평원 늑대들,13
457,돌의 형제회 경비대원과 모험가,2
458,피 묻은 손 오카페,77
459,불꽃파수꾼 윈터스,56
460,파괴의 별 메타모제,80
461,키프로사의 빛 수집상,55
462,에안나의 눈물 수집상,55
463,타양의 포효 수집상,55
464,진의 위엄 수집상,55
465,농경지에 침입한 동물들,59
466,농사를 망치는 야생 동물들,59
467,농경지의 괴생명체,59
468,경작지를 오염시키는 것들,59
469,코산의 아이들 하부 조직원,59
470,코산의 아이들 폭력 조직원,59
471,파괴신 추적자 마법사,8
472,붉은비늘 에키혼,68
473,코산의 아이들 시정잡배,59
474,도굴꾼,59
475,근위대원,59
476,저주받은 숲,59
477,테미캣 부락의 위협자들,59
478,비취 마을의 맹수,59
479,호랑이,59
480,공동묘지의 침입자들,59
481,코산의 아이들,59
482,전초기지의 검은 상아 밀렵단,53
483,켄타우로스 무리,52
484,신수 수호자들,60
485,모링가 숲의 초원 거북,53
486,으르렁거리는 섬의 주민들,5
487,으르렁거리는 섬의 정예 해적,5
488,모르페우스의 대포,5
489,별의 눈물 오아시스의 불청객들,53
490,모두에게 버림받은 모르페우스,5
492,신수 가루다들,60
493,황금 바다 인어들,15
494,오염된 가루다,60
495,대제국의 실험물,60
496,엘렌 공주,81
497,마리아노플 세 가문,81
498,에노이르,81
499,지역 어르신,81
500,아바란 마라,81
501,상단 연합 수장 알로토스,81
502,이시도로 칼리아이,81
503,지역 어르신,81
504,혼란을 바라는 무리,22
505,살피라의 화신 아크미트,82
506,난폭한 고대 선주민들,5
507,가라앉은만의 떠도는 자들,5
508,검은늑대 기사단,5
509,악몽의 전위병과 강궁병,70
510,악몽의 파쇄병과 원호병,70
511,dummy,1
512,춤추는 사라세니아,82
513,사나운 송곳니 강도단,12
514,dummy,1
515,dummy,1
516,하얀 숲 동부 죽은 자의 군대,6
517,괴물 상자,82
518,루키우스의 찬가 수집상,55
519,아란제브의 명상 수집상,55
520,아란제비아의 미소 수집상,55
521,오키드나의 꿈 수집상,55
522,고고학자,79
523,고고학자,79
525,초원의 불꽃,85
526,무투회 참가자들,8
527,고고학자,97
528,밤의 이야기꾼,97
529,황야 멧돼지,32
530,현상 수배범 스토이버 일당,27
531,바다 안개 연구회원,101
532,가려진 달의 조사단,100
533,나이마의 춤 수집상,55
534,멜리사라의 그림자 수집상,55
535,올로의 풍요 수집상,55
536,이녹의 신념 수집상,55
537,하푸만,84
538,보급 장교,33
539,되살아난 자들,99
540,전염병을 퍼트리는 시체,99
541,인간이 아닌 자들,99
542,독수리의 배다른 자식들,99
544,광복절 이벤트용 그룹,55
545,누이마리 악취의 원흉,73
546,서녘마리 슬픔의 원흉,75
547,살피마리 공포의 원흉,74
548,안식의 땅 아픔의 원흉,76
549,능력 관리인,82
550,전장 신청 관리인,5
