id,craft_id,item_id,amount,rate,show_lower_crafts,use_grade,item_grade_id
473,485,25693,3,100,t,f,0
474,486,25694,3,100,t,f,0
475,487,25695,3,100,t,f,0
476,488,25696,1,100,t,f,0
477,489,25778,3,100,t,f,0
478,490,5534,1,100,f,f,0
479,491,5535,1,100,f,f,0
480,492,5536,1,100,f,f,0
481,493,5537,1,100,f,f,0
482,494,5538,1,100,f,f,0
483,495,5539,1,100,f,f,0
484,496,5540,1,100,f,f,0
485,497,5541,1,100,f,f,0
486,498,5542,1,100,f,f,0
487,499,5543,1,100,f,f,0
488,500,5544,1,100,f,f,0
489,501,5545,1,100,f,f,0
490,502,5546,1,100,f,f,0
491,503,5547,1,100,f,f,0
492,504,5548,1,100,f,f,0
493,505,5549,1,100,f,f,0
494,506,5550,1,100,f,f,0
495,507,5551,1,100,f,f,0
496,508,5552,1,100,f,f,0
497,509,5553,1,100,f,f,0
498,510,5554,1,100,f,f,0
499,511,5555,1,100,f,f,0
500,512,5556,1,100,f,f,0
501,513,5557,1,100,f,f,0
502,514,5558,1,100,f,f,0
503,515,5559,1,100,f,f,0
504,516,5560,1,100,f,f,0
505,517,5561,1,100,f,f,0
506,518,5562,1,100,f,f,0
507,519,5563,1,100,f,f,0
508,520,5564,1,100,f,f,0
509,521,5565,1,100,f,f,0
510,522,5566,1,100,f,f,0
511,523,5567,1,100,f,f,0
512,524,5568,1,100,f,f,0
514,526,5571,1,100,f,f,0
515,527,5572,1,100,f,f,0
516,529,5574,1,100,f,f,0
517,530,5575,1,100,f,f,0
518,531,5576,1,100,f,f,0
519,532,5577,1,100,f,f,0
520,533,5578,1,100,f,f,0
521,534,5579,1,100,f,f,0
523,536,5581,1,100,f,f,0
524,537,5582,1,100,f,f,0
525,538,5583,1,100,f,f,0
526,539,5584,1,100,f,f,0
527,540,5585,1,100,f,f,0
528,541,5586,1,100,f,f,0
529,542,5587,1,100,f,f,0
530,543,5588,1,100,f,f,0
531,544,5589,1,100,f,f,0
532,545,5590,1,100,f,f,0
533,546,5591,1,100,f,f,0
534,547,5592,1,100,f,f,0
535,548,5593,1,100,f,f,0
536,549,5594,1,100,f,f,0
537,550,5595,1,100,f,f,0
538,551,5596,1,100,f,f,0
539,552,5597,1,100,f,f,0
540,553,5598,1,100,f,f,0
541,554,5599,1,100,f,f,0
542,555,5600,1,100,f,f,0
543,556,5601,1,100,f,f,0
544,557,5602,1,100,f,f,0
545,558,5603,1,100,f,f,0
546,559,5604,1,100,f,f,0
547,560,5605,1,100,f,f,0
548,561,5606,1,100,f,f,0
549,562,5607,1,100,f,f,0
550,563,5608,1,100,f,f,0
551,564,5609,1,100,f,f,0
552,565,5610,1,100,f,f,0
553,566,5611,1,100,f,f,0
554,567,5612,1,100,f,f,0
555,568,5613,1,100,f,f,0
556,569,5614,1,100,f,f,0
557,570,5615,1,100,f,f,0
558,571,5616,1,100,f,f,0
559,572,5617,1,100,f,f,0
560,573,5618,1,100,f,f,0
561,574,5619,1,100,f,f,0
562,575,5620,1,100,f,f,0
563,576,5621,1,100,f,f,0
564,577,5622,1,100,f,f,0
565,578,5623,1,100,f,f,0
566,579,5624,1,100,f,f,0
567,580,5625,1,100,f,f,0
568,581,5626,1,100,f,f,0
569,582,5627,1,100,f,f,0
570,583,5628,1,100,f,f,0
571,584,5629,1,100,f,f,0
572,585,5630,1,100,f,f,0
573,586,5631,1,100,f,f,0
574,587,5632,1,100,f,f,0
575,588,5633,1,100,f,f,0
576,589,5634,1,100,f,f,0
577,590,5635,1,100,f,f,0
578,591,5636,1,100,f,f,0
579,592,5637,1,100,f,f,0
580,593,5638,1,100,f,f,0
581,594,5639,1,100,f,f,0
582,595,5640,1,100,f,f,0
583,596,5641,1,100,f,f,0
584,597,5642,1,100,f,f,0
585,598,5643,1,100,f,f,0
586,599,5644,1,100,f,f,0
587,600,5645,1,100,f,f,0
588,601,5646,1,100,f,f,0
589,602,5647,1,100,f,f,0
590,603,5648,1,100,f,f,0
591,604,5649,1,100,f,f,0
592,605,5650,1,100,f,f,0
593,606,5651,1,100,f,f,0
594,607,5652,1,100,f,f,0
595,608,5653,1,100,f,f,0
596,609,5654,1,100,f,f,0
597,610,5655,1,100,f,f,0
598,611,5656,1,100,f,f,0
599,612,5657,1,100,f,f,0
600,613,5658,1,100,f,f,0
601,614,5659,1,100,f,f,0
602,615,5661,1,100,f,f,0
603,616,5662,1,100,f,f,0
604,618,5664,1,100,f,f,0
605,619,5665,1,100,f,f,0
606,620,5666,1,100,f,f,0
607,621,5667,1,100,f,f,0
608,622,5668,1,100,f,f,0
609,623,5669,1,100,f,f,0
611,625,5671,1,100,f,f,0
612,626,5672,1,100,f,f,0
613,627,5673,1,100,f,f,0
614,628,5674,1,100,f,f,0
615,629,5675,1,100,f,f,0
616,630,5676,1,100,f,f,0
617,631,5677,1,100,f,f,0
618,632,5678,1,100,f,f,0
619,633,5679,1,100,f,f,0
620,634,5680,1,100,f,f,0
621,635,5681,1,100,f,f,0
622,636,5682,1,100,f,f,0
623,637,5683,1,100,f,f,0
624,638,5684,1,100,f,f,0
625,639,5685,1,100,f,f,0
626,640,5686,1,100,f,f,0
627,641,5687,1,100,f,f,0
628,642,5688,1,100,f,f,0
629,643,5689,1,100,f,f,0
630,644,5690,1,100,f,f,0
631,645,5691,1,100,f,f,0
632,646,5692,1,100,f,f,0
633,647,5693,1,100,f,f,0
634,648,5694,1,100,f,f,0
635,649,5695,1,100,f,f,0
636,650,5696,1,100,f,f,0
637,651,5697,1,100,f,f,0
638,652,5698,1,100,f,f,0
639,653,5699,1,100,f,f,0
640,654,5700,1,100,f,f,0
641,655,5701,1,100,f,f,0
642,656,5702,1,100,f,f,0
643,657,5703,1,100,f,f,0
644,658,5704,1,100,f,f,0
645,659,5705,1,100,f,f,0
646,660,5706,1,100,f,f,0
647,661,5707,1,100,f,f,0
648,662,5708,1,100,f,f,0
649,663,5709,1,100,f,f,0
650,664,5710,1,100,f,f,0
651,665,5711,1,100,f,f,0
652,666,5712,1,100,f,f,0
653,667,5713,1,100,f,f,0
654,668,5714,1,100,f,f,0
655,669,5715,1,100,f,f,0
656,670,5716,1,100,f,f,0
657,671,5717,1,100,f,f,0
658,672,5718,1,100,f,f,0
659,673,5719,1,100,f,f,0
660,674,5720,1,100,f,f,0
661,675,5721,1,100,f,f,0
662,676,5722,1,100,f,f,0
663,677,5723,1,100,f,f,0
664,678,5724,1,100,f,f,0
665,679,5725,1,100,f,f,0
666,680,5726,1,100,f,f,0
667,681,5727,1,100,f,f,0
668,682,5728,1,100,f,f,0
669,683,5730,1,100,f,f,0
670,684,5731,1,100,f,f,0
671,685,5732,1,100,f,f,0
672,686,5733,1,100,f,f,0
673,687,5734,1,100,f,f,0
674,688,5735,1,100,f,f,0
675,689,5736,1,100,f,f,0
676,690,5737,1,100,f,f,0
677,691,5738,1,100,f,f,0
678,692,5739,1,100,f,f,0
680,694,5741,1,100,f,f,0
681,695,5742,1,100,f,f,0
682,696,5743,1,100,f,f,0
683,697,5744,1,100,f,f,0
684,698,5745,1,100,f,f,0
685,699,5746,1,100,f,f,0
686,700,5747,1,100,f,f,0
687,701,5748,1,100,f,f,0
688,702,5749,1,100,f,f,0
689,703,5750,1,100,f,f,0
690,704,5751,1,100,f,f,0
691,705,5752,1,100,f,f,0
692,706,5753,1,100,f,f,0
693,707,5754,1,100,f,f,0
694,708,5755,1,100,f,f,0
695,709,5756,1,100,f,f,0
696,710,5757,1,100,f,f,0
697,711,5758,1,100,f,f,0
698,712,5759,1,100,f,f,0
699,713,5760,1,100,f,f,0
700,714,5761,1,100,f,f,0
701,715,5762,1,100,f,f,0
702,716,5763,1,100,f,f,0
703,717,5764,1,100,f,f,0
704,718,5765,1,100,f,f,0
705,719,5766,1,100,f,f,0
706,720,5767,1,100,f,f,0
707,721,5768,1,100,f,f,0
708,722,5769,1,100,f,f,0
709,723,5770,1,100,f,f,0
710,724,5771,1,100,f,f,0
711,725,5772,1,100,f,f,0
712,726,5773,1,100,f,f,0
713,727,5774,1,100,f,f,0
714,728,5775,1,100,f,f,0
715,729,5776,1,100,f,f,0
716,730,5777,1,100,f,f,0
717,731,5778,1,100,f,f,0
718,732,5779,1,100,f,f,0
719,733,5780,1,100,f,f,0
720,734,5781,1,100,f,f,0
721,735,5782,1,100,f,f,0
722,736,5783,1,100,f,f,0
723,737,5784,1,100,f,f,0
724,738,5785,1,100,f,f,0
725,739,5786,1,100,f,f,0
726,740,5787,1,100,f,f,0
727,741,5788,1,100,f,f,0
728,742,5789,1,100,f,f,0
729,743,5790,1,100,f,f,0
730,744,5791,1,100,f,f,0
731,745,5792,1,100,f,f,0
732,746,5793,1,100,f,f,0
733,747,5794,1,100,f,f,0
734,748,5795,1,100,f,f,0
735,749,5796,1,100,f,f,0
736,750,5797,1,100,f,f,0
737,751,5798,1,100,f,f,0
738,752,5799,1,100,f,f,0
739,753,5800,1,100,f,f,0
740,754,5801,1,100,f,f,0
741,755,5802,1,100,f,f,0
742,756,5803,1,100,f,f,0
743,757,5804,1,100,f,f,0
744,758,5805,1,100,f,f,0
745,759,5806,1,100,f,f,0
746,760,5807,1,100,f,f,0
747,761,5808,1,100,f,f,0
748,762,5809,1,100,f,f,0
749,763,5810,1,100,f,f,0
750,764,5811,1,100,f,f,0
751,765,5812,1,100,f,f,0
752,766,5813,1,100,f,f,0
753,767,5814,1,100,f,f,0
754,768,5815,1,100,f,f,0
755,769,5816,1,100,f,f,0
756,770,5817,1,100,f,f,0
757,771,5818,1,100,f,f,0
758,772,5819,1,100,f,f,0
759,773,5821,1,100,f,f,0
760,774,5822,1,100,f,f,0
761,776,5824,1,100,f,f,0
763,778,5826,1,100,f,f,0
764,779,5827,1,100,f,f,0
765,780,5828,1,100,f,f,0
766,781,5829,1,100,f,f,0
767,782,5830,1,100,f,f,0
768,783,5831,1,100,f,f,0
769,784,5832,1,100,f,f,0
770,785,5833,1,100,f,f,0
771,786,5834,1,100,f,f,0
772,787,5835,1,100,f,f,0
773,788,5836,1,100,f,f,0
774,789,5837,1,100,f,f,0
775,790,5838,1,100,f,f,0
776,791,5839,1,100,f,f,0
777,792,5840,1,100,f,f,0
778,793,5841,1,100,f,f,0
779,794,5842,1,100,f,f,0
780,795,5843,1,100,f,f,0
781,796,5844,1,100,f,f,0
782,797,5846,1,100,f,f,0
783,798,5847,1,100,f,f,0
784,799,5848,1,100,f,f,0
785,801,5850,1,100,f,f,0
786,802,5851,1,100,f,f,0
787,803,5852,1,100,f,f,0
788,804,5853,1,100,f,f,0
789,805,5854,1,100,f,f,0
790,806,5855,1,100,f,f,0
792,808,5857,1,100,f,f,0
793,809,5858,1,100,f,f,0
794,810,5859,1,100,f,f,0
795,811,5860,1,100,f,f,0
796,812,5861,1,100,f,f,0
797,813,5862,1,100,f,f,0
798,814,5863,1,100,f,f,0
799,815,5864,1,100,f,f,0
800,816,5865,1,100,f,f,0
801,817,5866,1,100,f,f,0
802,818,5867,1,100,f,f,0
803,819,5868,1,100,f,f,0
804,820,5869,1,100,f,f,0
805,821,5870,1,100,f,f,0
806,822,5871,1,100,f,f,0
807,823,5872,1,100,f,f,0
808,824,5873,1,100,f,f,0
809,825,5874,1,100,f,f,0
810,826,5875,1,100,f,f,0
811,827,5876,1,100,f,f,0
812,828,5877,1,100,f,f,0
813,829,5878,1,100,f,f,0
814,830,5879,1,100,f,f,0
815,831,5880,1,100,f,f,0
816,832,5881,1,100,f,f,0
817,833,5882,1,100,f,f,0
818,834,5883,1,100,f,f,0
819,835,5884,1,100,f,f,0
820,836,5885,1,100,f,f,0
821,837,5886,1,100,f,f,0
822,838,5887,1,100,f,f,0
823,839,5888,1,100,f,f,0
824,840,5889,1,100,f,f,0
825,841,5890,1,100,f,f,0
826,842,5891,1,100,f,f,0
827,843,5892,1,100,f,f,0
828,844,5893,1,100,f,f,0
829,845,5894,1,100,f,f,0
830,846,5895,1,100,f,f,0
831,847,5896,1,100,f,f,0
832,848,5897,1,100,f,f,0
833,849,5898,1,100,f,f,0
834,850,5899,1,100,f,f,0
835,851,5900,1,100,f,f,0
836,852,5901,1,100,f,f,0
837,853,5902,1,100,f,f,0
838,854,5903,1,100,f,f,0
839,855,5904,1,100,f,f,0
840,856,5905,1,100,f,f,0
841,857,5906,1,100,f,f,0
842,858,5907,1,100,f,f,0
843,859,5908,1,100,f,f,0
844,860,5909,1,100,f,f,0
845,861,5910,1,100,f,f,0
846,862,5911,1,100,f,f,0
847,863,5912,1,100,f,f,0
848,864,5913,1,100,f,f,0
849,865,5914,1,100,f,f,0
850,866,5915,1,100,f,f,0
851,867,5916,1,100,f,f,0
852,868,5917,1,100,f,f,0
853,869,5918,1,100,f,f,0
854,870,5919,1,100,f,f,0
855,871,5920,1,100,f,f,0
856,872,5921,1,100,f,f,0
857,873,5922,1,100,f,f,0
858,874,5923,1,100,f,f,0
