id,npc_id,merchant_pack_id
1265,9072,154
1266,9089,154
1267,9094,154
1268,9074,141
1269,9098,141
1270,9076,171
1271,9099,171
1272,9075,190
1273,9100,190
1275,9097,140
1276,9079,153
1277,2160,129
1281,2161,137
1282,2171,137
1283,2162,133
1284,2186,133
1288,9083,130
1290,9087,134
1291,9092,134
1292,9088,138
1293,9093,138
1294,993,182
1295,1047,186
1296,1048,149
1298,9514,140
1299,9515,140
1300,9516,140
1301,9517,190
1302,9518,190
1303,9520,190
1304,9519,190
1305,9496,184
1311,9493,154
1312,9494,154
1313,9521,141
1314,9522,141
1315,9523,141
1316,9501,182
1317,9502,182
1318,9524,171
1319,9525,171
1320,9526,171
1321,9527,171
1322,9503,186
1323,9507,185
1324,7171,183
1325,9508,149
1326,9509,149
1327,9495,145
1328,9290,154
1329,9294,154
1330,9298,154
1331,9291,145
1332,9295,145
1333,9299,145
1334,9292,149
1335,9296,149
1336,9300,149
1337,9293,138
1338,9297,138
1339,9301,138
1340,9314,190
1341,9315,171
1342,9316,141
1343,9317,140
1353,9631,185
1354,9642,185
1355,9653,185
1358,9632,186
1359,9643,186
1360,9654,186
1361,9669,186
1362,9672,186
1365,9674,140
1367,9680,140
1373,9633,154
1374,9644,154
1375,9655,154
1377,9661,141
1378,9675,141
1379,9681,141
1381,9676,171
1382,9682,171
1383,9630,149
1384,9641,149
1385,9652,149
1386,9626,145
1387,9637,145
1388,9648,145
1389,9871,130
1390,9876,130
1391,9881,130
1398,9874,134
1399,9879,134
1400,9884,134
1405,9947,140
1406,9950,145
1407,9935,149
1408,9939,149
1409,9951,149
1410,9959,149
1412,9966,149
1413,9952,153
1414,9936,154
1416,9954,171
1422,9940,154
1423,9963,154
1424,9953,154
1425,9958,154
1426,9967,154
1427,9929,182
1428,9941,182
1434,9931,184
1435,9943,184
1436,9949,190
1437,9938,185
1438,9944,185
1440,9964,185
1441,9932,186
1442,9937,186
1443,9945,186
1445,9965,186
1446,10085,182
1447,10086,149
1448,10157,202
1450,10177,203
1451,10202,204
1452,10275,149
1453,10276,182
1455,10278,186
1456,10279,185
1457,10277,184
1458,10280,183
1459,10281,145
1460,10301,145
1461,10289,184
1462,10290,183
1463,10291,186
1464,10292,185
1465,10293,154
1466,10298,154
1467,10297,154
1468,10296,149
1469,10299,149
1470,10295,149
1471,9930,183
1472,9942,183
1473,10310,149
1474,10346,149
1475,10568,186
1476,10395,140
1477,10402,140
1478,10409,140
1482,10397,141
1483,10404,141
1484,10411,141
1485,10398,171
1486,10405,171
1487,10412,171
1488,10399,145
1489,10406,145
1490,10413,145
1491,10400,190
1492,10407,190
1493,10414,190
1498,10014,154
1499,854,120
1500,10015,136
1502,675,149
1504,2181,141
1505,10016,190
1506,10017,171
1507,10732,190
1509,1496,154
1511,10692,171
1512,5672,119
1514,9773,205
1515,9775,205
1516,9774,206
1517,9776,206
1518,9780,207
1519,9781,207
1520,9779,208
1521,9784,208
1522,7754,135
1523,7915,154
1526,10825,209
1527,2166,171
1528,10856,210
1529,5349,190
1530,5350,171
1531,5354,171
1532,5355,190
1533,2598,171
1539,2597,211
1540,2599,190
1541,2597,140
1543,10861,136
1544,10883,140
1545,10884,141
1546,10885,171
1547,10416,145
1548,10417,190
1549,10378,171
1550,10379,190
1551,10380,140
1552,10381,141
1553,10382,154
1554,10825,212
1555,7756,171
1556,1223,140
1557,1224,141
1558,1225,190
1559,1226,171
1561,10846,154
1562,10666,154
1563,10854,154
1564,2484,154
1565,5530,213
1566,5531,214
1567,5532,215
1568,5533,216
1569,5534,217
1571,3413,149
1574,7007,120
1576,715,149
1577,9948,141
1578,9934,134
1579,5333,219
1580,5338,219
1581,5343,219
1582,5362,219
1584,1181,219
1585,4738,219
1586,4666,219
1587,4745,219
1588,4643,219
1589,6020,219
1590,6026,219
1591,6032,219
1592,6038,219
1593,1893,219
1594,1920,219
1595,2278,219
1596,2294,219
1597,3388,219
1598,3415,219
1599,7093,219
1600,7724,219
1601,7727,219
1602,7741,219
1603,2243,219
1604,2452,219
1605,2464,219
1606,8684,219
1607,2483,219
1608,1672,219
1609,1796,219
1610,2591,219
1611,2592,219
1612,3040,219
1613,5093,219
1614,5383,219
1615,5391,219
1616,5412,219
1617,5105,219
1618,7008,219
1619,688,219
1620,7371,219
1621,4883,219
1622,4898,219
1623,5413,219
1624,5370,219
1625,10686,220
1627,2739,222
1628,11152,221
1629,11172,154
1630,11174,221
1631,2843,221
1632,1393,220
1633,2835,221
1634,2795,221
1635,2754,154
1636,11176,220
1637,11178,154
1638,11177,221
1641,5330,131
1642,11182,221
1643,11187,145
1644,11189,221
1645,11186,219
1646,11185,119
1647,11190,135
1648,11191,140
1649,11193,220
1650,11194,221
1651,8142,154
1652,11197,221
1653,11198,140
1654,11202,220
1655,11203,221
1656,11204,154
1657,11206,221
1658,11207,140
1659,11208,141
1660,11209,145
1661,11210,171
1662,11211,190
1663,1180,221
1664,11214,220
1665,11216,154
1666,11218,221
1667,11219,140
1668,11220,141
1669,11222,171
1670,11223,190
1671,11224,221
1672,11226,145
1673,11227,220
1674,11228,221
1675,11229,154
1676,11231,220
1677,11233,154
1678,11235,221
1679,11236,137
1680,11237,140
1681,11238,141
1682,11239,171
1683,11240,190
1684,11242,221
1685,11243,137
1686,11244,140
1687,11245,141
1688,11246,171
1689,11249,221
1690,11250,141
1691,11251,190
1692,1179,219
1693,11267,145
1694,11281,221
1695,11286,220
1696,11287,220
1697,11288,221
1698,11289,221
1699,11290,221
1700,11292,221
1701,11291,221
1702,11301,221
1703,11302,221
1704,11303,221
1705,11304,221
1706,11305,221
1707,11295,140
1708,11296,140
1710,11297,145
1711,11293,154
1712,11307,154
1713,11298,171
1714,11299,190
1715,11300,190
1716,11309,220
1717,11315,220
1718,11324,220
1719,11308,221
1720,11310,221
1721,11316,221
1722,11318,221
1723,11325,221
1724,11311,140
1725,11320,140
1726,11319,141
1727,11321,145
1728,11326,154
1729,11322,171
1730,11323,190
1731,11328,220
1732,11330,220
1733,11335,220
1734,11339,220
1735,11341,220
1736,11329,221
1737,11331,221
1738,11334,221
1739,11336,221
1740,11340,221
1741,11342,221
1742,11332,154
1743,11337,154
1744,11338,154
1745,11349,145
1746,11350,140
1747,11351,140
1748,11352,140
1750,11344,145
1751,11345,145
1752,11346,145
1753,11347,145
1754,11348,145
1755,11416,190
1756,11419,190
1757,11422,190
1758,11425,190
1759,11415,141
1760,11418,141
1761,11421,141
1762,11424,141
1763,11414,171
1764,11417,171
1765,11420,171
1766,11423,171
1767,11427,140
1768,11428,171
1769,11429,190
1770,11431,141
1771,11432,145
1772,11435,140
1773,11436,140
1774,11437,171
1775,11438,190
1776,11439,141
1777,11440,141
1778,11441,141
1779,11442,145
1780,11443,145
1781,11444,145
1782,11448,220
1783,11449,220
1784,11450,221
1785,11451,221
1786,11452,221
1787,11453,221
1788,11454,140
1789,11455,140
1790,11456,141
1791,11457,141
1792,11459,154
1793,11460,154
1794,11461,171
1795,11462,190
1796,11463,190
1797,4252,221
1798,5753,221
1800,11276,221
1801,11467,145
1802,11468,145
1803,11489,145
1804,11490,145
1805,11469,220
1806,11470,220
1807,11471,220
1808,11472,221
1809,11473,221
1810,11474,221
1811,11475,221
1812,11476,133
1813,11477,140
1814,11485,140
1815,11478,141
1816,11486,141
1817,11479,171
1818,11487,171
1819,11480,190
1820,11488,190
1821,11492,133
1822,11493,220
1823,11494,134
1824,11495,140
1825,11496,141
1826,11497,145
1827,11498,154
1828,11405,140
1829,11409,141
1830,11406,171
1831,11407,190
1832,11411,145
1833,11412,145
1834,11501,220
1835,11502,220
1836,11503,221
1838,11504,221
1839,11505,221
1840,11506,221
1841,11507,221
1842,11508,221
1843,11509,140
1844,11510,141
1846,11511,154
1847,11512,154
1848,11513,171
1849,11514,171
1850,11516,190
1851,11515,190
1852,11520,145
1853,5331,135
1854,11526,220
1855,11527,220
1856,11528,220
1857,11529,220
1858,11530,220
1859,11604,220
1860,11605,220
1861,11606,220
1862,11607,220
1863,11642,220
1864,11643,220
1865,11667,220
1866,11668,220
1868,11685,220
1869,11699,220
1870,11701,220
1871,11702,220
1872,11703,220
1873,11539,140
1874,11540,140
1875,11613,140
1876,11624,140
1877,11625,140
1878,11626,140
1879,11648,140
1880,11649,140
1881,11653,140
1882,11654,140
1883,11673,140
1885,11690,140
1886,11709,140
1887,11710,140
1888,11739,140
1889,11740,140
1891,11594,190
1892,11595,190
1893,11616,190
1894,11633,190
1895,11634,190
1896,11635,190
1897,11652,190
1898,11659,190
1899,11660,190
1900,11677,190
1901,11693,190
1902,11718,190
1903,11719,190
1904,11768,190
1905,11769,190
1906,11770,190
1907,11531,221
1908,11532,221
1909,11533,221
1911,11534,221
1912,11535,221
1913,11536,221
1914,11537,221
1915,11538,221
1917,11608,221
1918,11609,221
1919,11610,221
1920,11611,221
1921,11612,221
1922,11621,221
1923,11622,221
1924,11623,221
1925,11644,221
1926,11645,221
1927,11646,221
1928,11647,221
1929,11669,221
1930,11670,221
1931,11671,221
1932,11672,221
1933,11686,221
1934,11687,221
1935,11688,221
1936,11689,221
1937,11700,221
1938,11704,221
1939,11705,221
1940,11706,221
1941,11707,221
1942,11708,221
1943,11728,221
1944,11731,221
1945,11732,221
1946,11735,221
1947,11736,221
1948,11737,221
1949,11620,220
1950,11727,220
1951,11590,154
1952,11591,154
1953,11614,154
1954,11615,154
1955,11698,154
1956,11713,154
1957,11714,154
1958,11715,154
1959,11729,154
1960,11738,154
1961,11587,141
1964,11588,141
1965,11627,141
1967,11628,141
1968,11629,141
1969,11650,141
1970,11655,141
1971,11656,141
1972,11674,141
1973,11691,141
1974,11711,141
1975,11712,141
1976,11742,141
1977,11763,141
1978,11764,141
1979,11592,171
1980,11593,171
1981,11630,171
1982,11631,171
1983,11632,171
1984,11651,171
1985,11657,171
1986,11658,171
1987,11676,171
1988,11692,171
1989,11716,171
1990,11717,171
1991,11765,171
1992,11766,171
1993,11767,171
1994,11589,145
1995,11603,145
1996,11619,145
1997,11641,145
1998,11661,145
1999,11662,145
2000,11663,145
2001,11675,145
2002,11682,145
2003,11683,145
2004,11696,145
2005,11697,145
2006,11734,145
2007,11771,145
2008,11772,145
2009,11773,145
2010,11774,145
2011,11775,145
2012,11776,145
2013,11786,140
2014,11798,140
2015,11805,140
2016,11806,140
2017,11824,140
2018,11825,140
2019,11789,190
2020,11802,190
2021,11811,190
2022,11812,190
2023,11830,190
2024,11831,190
2025,11783,221
2026,11793,221
2027,11794,221
2028,11795,221
2029,11796,221
2030,11797,221
2031,11820,221
2032,11821,221
2033,11822,221
2034,11823,221
2035,11782,220
2036,11791,220
2037,11792,220
2038,11818,220
2039,11819,220
2040,11784,154
2041,11800,154
2042,11833,154
2043,11799,141
2044,11807,141
2045,11808,141
2046,11826,141
2047,11827,141
2048,11788,171
2049,11801,171
2050,11809,171
2051,11810,171
2052,11828,171
2053,11829,171
2054,11780,133
2055,11787,145
2056,11813,145
2057,11814,145
2058,11815,145
2059,11832,145
2060,2183,149
2061,50,223
2062,51,225
2064,11839,220
2065,12053,226
2068,624,131
2069,12062,228
2070,12063,229
2071,12064,230
2072,12065,231
2073,12123,137
2074,12062,232
2075,12197,154
2076,12204,131
2077,11835,190
2078,11391,140
2079,11390,140
2080,11071,131
2081,11080,131
2082,11394,141
2083,11375,141
2084,11395,141
2085,11393,141
2086,11199,171
2087,11397,171
2088,11398,171
2089,11379,171
2090,11396,171
2091,11837,171
2092,11312,171
2093,11521,171
2094,11523,171
2095,11313,190
2096,11522,190
2097,11836,190
2098,11524,190
2099,11410,145
2100,11384,145
2101,11386,145
2102,11413,145
2103,11413,145
2104,11458,145
2105,3420,154
2106,485,154
2107,11392,140
2108,11378,171
2111,11376,141
2112,11399,190
2113,11401,190
2114,11382,190
2115,11381,190
2116,11385,145
2117,5535,233
2118,12247,140
2119,12248,140
2120,12249,140
2121,12246,190
2122,12256,190
2123,12257,154
2124,12258,154
2125,12250,141
2126,12251,141
2127,12252,141
2128,12253,171
2129,12254,171
2130,12255,171
2131,12245,133
2132,11221,145
2133,11232,221
2134,11400,190
2135,11247,190
2136,8700,219
2137,8704,119
2138,1497,119
2139,1498,219
2146,9660,190
2147,9677,190
2148,12303,190
2149,12304,190
2150,12316,190
2151,9628,221
2153,9639,221
2155,9650,221
2156,9667,221
2157,9685,221
2158,12308,221
2159,9670,220
2160,12307,220
2161,12311,220
2162,9668,154
2163,12305,154
2164,12309,154
2165,9627,141
2166,9638,141
2167,9649,141
2168,12314,141
2169,9659,171
2170,9662,171
2171,9666,171
2172,12315,171
2179,9673,145
2180,9679,145
2181,12312,145
2182,9629,140
2183,11006,154
2184,11012,190
2185,11008,145
2186,11011,134
2187,11010,149
2188,11009,186
2189,11015,140
2190,11007,221
2191,11014,141
2192,10995,220
2193,10999,220
2194,11003,220
2195,11021,220
2196,11025,220
2197,11029,220
2198,10997,221
2199,11001,221
2200,11005,221
2201,11023,221
2202,11027,221
2203,11031,221
2204,10996,154
2205,11000,154
2206,11004,154
2207,11022,154
2208,11026,154
2209,11030,154
2210,7094,154
2211,9640,140
2212,9683,190
2213,12313,140
2214,9651,140
2215,12391,234
2216,12392,235
2217,12393,236
2218,12391,223
2219,12392,223
2220,12393,223
2224,11377,141
2225,11380,171
2226,11383,190
2227,11840,221
2229,11843,220
2230,11841,154
2231,11035,140
2232,11033,141
2233,11032,171
2234,11013,171
2235,11034,190
2236,11036,145
2237,4437,140
2238,4438,141
2239,4439,171
2240,9130,190
2241,9133,145
2242,9135,140
2243,9136,141
2244,9137,171
2245,9138,190
2246,9139,145
2247,12511,140
2248,12517,140
2249,12512,141
2250,12518,141
2251,12513,171
2253,12514,190
2254,12520,190
2255,12515,145
2256,12521,145
2264,12537,140
2267,12533,171
2268,12534,141
2270,12532,190
2271,12536,145
2273,12539,140
2274,12545,140
2275,12551,140
2276,12557,140
2279,12563,140
2280,12569,140
2281,12542,190
2282,12548,190
2283,12554,190
2284,12560,190
2285,12566,190
2286,12572,190
2287,12540,141
2288,12546,141
2289,12558,141
2290,12564,141
2291,12570,141
2293,12552,141
2294,12543,145
2295,12549,145
2296,12555,145
2297,12561,145
2299,12567,145
2300,12573,145
2301,12541,171
2302,12547,171
2303,12553,171
2304,12559,171
2305,12565,171
2306,12571,171
2307,12581,190
2308,12589,190
2309,12587,171
2310,12582,171
2311,12584,141
2312,12590,141
2313,12591,145
2314,12586,145
2315,12585,140
2316,12588,140
2317,12579,145
2318,12578,190
2319,12577,171
2320,12576,141
2321,12575,140
2323,12629,224
2324,12630,224
2325,12631,224
2326,12632,224
2327,12633,225
2328,12634,225
2329,12635,225
2330,12662,220
2331,12663,154
2332,12664,221
2333,12678,140
2334,12679,190
2335,12675,141
2336,12681,171
2337,12677,145
2338,11741,140
2339,12686,145
2340,12687,140
2341,12688,141
2342,12689,171
2344,12690,190
2345,12658,237
2346,12702,238
2348,9961,220
2349,9962,221
2350,12798,239
2351,12799,240
2352,12801,241
2353,12802,243
2354,12800,242
2355,12803,245
2356,12803,244
2359,12519,171
2360,12702,247
2361,13041,248
2362,13041,249
2363,13064,250
2364,9785,164
2365,9787,164
2366,13125,249
2367,13126,249
2368,13127,250
2369,13128,250
2370,13101,145
2372,13114,145
2376,13109,140
2377,13115,140
2378,13110,171
2379,13116,171
2380,13111,141
2381,13118,141
2382,13113,190
2383,13119,190
2384,13102,132
2385,13105,136
2386,13159,251
2387,13209,223
2388,13212,223
2389,13210,224
2390,13213,224
2391,13211,225
2392,13214,225
2393,13190,220
2394,13200,220
2395,13189,221
2397,13199,221
2398,13194,221
2399,13195,220
2400,13188,154
2401,13193,154
2402,13198,154
2403,13251,252
2404,13257,190
2405,13312,253
