id,name,model_id,mountable,offset_x,offset_y,offset_z,obb_pos_x,obb_pos_y,obb_pos_z,obb_size_x,obb_size_y,obb_size_z,portal_spawn_fx_id,portal_scale,portal_time,portal_despawn_fx_id,hp25_doodad_count,hp50_doodad_count,hp75_doodad_count,spawn_x_offset,spawn_y_offset,faction_id,level,cost,slave_kind_id,spawn_valid_area_range,slave_initial_item_pack_id
122,F1 아키,1323,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,2.0,0.5,1264,0,0,0,5.0,5.0,143,50,50,5,50,
123,전투지원 달구지,1442,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,3.0,1.0,1264,0,0,0,5.0,5.0,143,50,50,6,50,
124,자동차 UCC 테스트,1444,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,2.0,0.5,1264,1,0,0,5.0,5.0,143,50,50,5,50,
125,태양의 들녘 이벤트 대포,1277,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0,0,0,5.0,5.0,143,50,50,8,50,
126,붉은 혜성 3000,1460,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,2.0,0.5,1264,0,0,1,5.0,5.0,143,50,50,5,50,
127,3세대 돌풍,1461,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,2.0,0.5,1264,0,0,1,5.0,5.0,143,50,50,5,50,
128,밭으로 5호,1462,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,2.0,0.5,1264,0,0,1,5.0,5.0,143,50,50,5,50,
129,새마을 달구지,1464,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,3.0,1.0,1264,0,0,0,5.0,5.0,143,50,50,6,50,
130,공성 전차,1465,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263,8.0,4.0,1264,0,0,0,5.0,5.0,143,50,50,7,50,
131,심연의 입구 이벤트 대포,1277,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,0,0,0,5.0,5.0,164,50,50,8,50,
132,비파 소형 범선(슬레이브 커마 테스트 용),1482,t,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,10.0,7.0,568,2,1,1,30.0,20.0,143,50,50,2,50,
