id,owner_id,owner_type,attach_point_id,doodad_id,persist,scale
211,75,Slave,79,3446,t,1.0
212,76,Slave,35,2374,f,1.0
213,76,Slave,21,2521,f,1.0
214,76,Slave,29,2612,f,1.0
215,76,Slave,28,2612,f,1.0
216,76,Slave,58,3305,f,1.0
217,76,Slave,59,3306,f,1.0
218,76,Slave,48,3445,f,1.0
219,76,Slave,49,3445,f,1.0
221,22,Slave,80,4726,f,1.0
222,24,Slave,80,4897,f,1.0
225,78,Slave,19,1130,f,1.0
226,78,Slave,20,1131,f,1.0
227,78,Slave,21,1135,f,1.0
228,78,Slave,22,1136,f,1.0
229,78,Slave,24,1187,f,1.0
230,78,Slave,25,1187,f,1.0
231,78,Slave,28,1188,f,1.0
232,78,Slave,29,1188,f,1.0
233,78,Slave,26,1191,f,1.0
234,78,Slave,27,1191,f,1.0
235,78,Slave,23,1195,f,1.0
236,78,Slave,81,2611,f,1.0
237,78,Slave,35,2374,f,1.0
238,78,Slave,58,3299,f,1.0
239,78,Slave,59,3300,f,1.0
240,78,Slave,59,3300,f,1.0
241,78,Slave,48,3445,f,1.0
242,78,Slave,49,3445,f,1.0
243,78,Slave,50,3445,f,1.0
244,78,Slave,51,3445,f,1.0
245,78,Slave,52,3445,f,1.0
246,78,Slave,53,3445,f,1.0
247,78,Slave,80,4726,f,1.0
250,79,Slave,21,5732,f,1.0
251,79,Slave,22,5733,f,1.0
252,79,Slave,24,1187,f,1.0
253,79,Slave,25,1187,f,1.0
254,79,Slave,28,5739,f,1.0
255,79,Slave,29,5739,f,1.0
256,79,Slave,26,1191,f,1.0
257,79,Slave,27,1191,f,1.0
258,79,Slave,23,5735,f,1.0
259,79,Slave,35,5738,f,1.0
260,79,Slave,81,5736,f,1.0
261,79,Slave,48,3445,f,1.0
262,79,Slave,49,3445,f,1.0
263,79,Slave,50,3445,f,1.0
264,79,Slave,51,3445,f,1.0
265,79,Slave,52,3445,f,1.0
266,79,Slave,53,3445,f,1.0
267,79,Slave,58,5856,f,1.0
268,79,Slave,59,5857,f,1.0
269,79,Slave,80,5734,f,1.0
272,80,Slave,21,5780,f,1.0
275,80,Slave,22,5781,f,1.0
276,80,Slave,24,5808,f,1.0
277,80,Slave,25,5808,f,1.0
278,80,Slave,28,2612,f,1.0
279,80,Slave,29,2612,f,1.0
283,80,Slave,35,2374,f,1.0
284,80,Slave,58,5856,f,1.0
285,80,Slave,59,5857,f,1.0
286,80,Slave,60,4893,f,1.0
287,80,Slave,61,4893,f,1.0
288,80,Slave,62,4893,f,1.0
289,80,Slave,63,4893,f,1.0
290,80,Slave,64,4893,f,1.0
291,80,Slave,65,4893,f,1.0
292,80,Slave,66,4893,f,1.0
293,80,Slave,67,4893,f,1.0
294,80,Slave,68,4893,f,1.0
295,80,Slave,69,4893,f,1.0
296,80,Slave,70,4893,f,1.0
297,80,Slave,71,4893,f,1.0
298,80,Slave,72,4893,f,1.0
299,80,Slave,73,4893,f,1.0
300,80,Slave,74,4893,f,1.0
301,80,Slave,75,4893,f,1.0
302,80,Slave,76,4893,f,1.0
303,80,Slave,77,4893,f,1.0
304,80,Slave,78,4893,f,1.0
305,80,Slave,79,4893,f,1.0
308,80,Slave,80,4906,f,1.0
309,81,Slave,35,2374,f,1.0
310,81,Slave,21,2521,f,1.0
311,81,Slave,29,2612,f,1.0
312,81,Slave,28,2612,f,1.0
313,81,Slave,58,3305,f,1.0
314,81,Slave,59,3306,f,1.0
315,81,Slave,48,3445,f,1.0
316,81,Slave,49,3445,f,1.0
317,82,Slave,35,2374,f,1.0
318,82,Slave,21,2521,f,1.0
319,82,Slave,29,2612,f,1.0
320,82,Slave,28,2612,f,1.0
321,82,Slave,58,3305,f,1.0
322,82,Slave,59,3306,f,1.0
323,82,Slave,48,3445,f,1.0
324,82,Slave,48,3445,f,1.0
325,83,Slave,17,3445,f,1.0
326,83,Slave,46,3445,f,1.0
327,83,Slave,47,3445,f,1.0
328,83,Slave,48,3445,f,1.0
329,83,Slave,49,3445,f,1.0
330,83,Slave,50,3445,f,1.0
331,83,Slave,51,3445,f,1.0
332,83,Slave,52,3445,f,1.0
333,83,Slave,53,3445,f,1.0
334,83,Slave,54,3445,f,1.0
335,83,Slave,55,3445,f,1.0
336,83,Slave,56,3445,f,1.0
337,83,Slave,18,3691,f,1.0
338,83,Slave,19,3740,f,1.0
339,83,Slave,20,3741,f,1.0
340,83,Slave,21,3742,f,1.0
341,85,Slave,9,4893,f,1.0
342,85,Slave,10,4893,f,1.0
343,85,Slave,11,4893,f,1.0
344,85,Slave,12,4893,f,1.0
345,21,Slave,80,4726,f,1.0
346,21,Slave,47,4896,f,1.0
347,22,Slave,47,4896,f,1.0
348,24,Slave,47,4896,f,1.0
349,76,Slave,47,4896,f,1.0
350,14,Slave,47,4896,f,1.0
351,75,Slave,80,4906,f,1.0
352,24,Slave,60,3446,t,1.0
353,24,Slave,61,3446,t,1.0
354,24,Slave,62,3446,t,1.0
355,24,Slave,63,3446,t,1.0
356,22,Slave,60,3446,t,1.0
357,22,Slave,61,3446,t,1.0
358,22,Slave,62,3446,t,1.0
359,22,Slave,63,3446,t,1.0
360,21,Slave,60,3446,t,1.0
361,21,Slave,61,3446,t,1.0
362,21,Slave,62,3446,t,1.0
363,21,Slave,63,3446,t,1.0
364,78,Slave,60,4893,f,1.0
365,78,Slave,61,4893,f,1.0
366,78,Slave,62,4893,f,1.0
367,78,Slave,63,4893,f,1.0
368,78,Slave,47,4963,f,1.0
369,79,Slave,60,4893,f,1.0
370,79,Slave,61,4893,f,1.0
371,79,Slave,62,4893,f,1.0
372,79,Slave,63,4893,f,1.0
373,79,Slave,47,4963,f,1.0
374,81,Slave,47,4963,f,1.0
375,88,Slave,9,3446,t,1.0
376,88,Slave,10,3446,t,1.0
377,88,Slave,11,3446,t,1.0
378,88,Slave,12,3446,t,1.0
379,91,Slave,2,5530,f,1.0
380,91,Slave,2,5535,f,1.0
381,92,Slave,21,5732,f,1.0
382,92,Slave,22,5733,f,1.0
383,92,Slave,23,5735,f,1.0
384,92,Slave,81,5736,f,1.0
385,92,Slave,80,5734,f,1.0
386,92,Slave,35,5738,f,1.0
387,92,Slave,28,5739,f,1.0
388,92,Slave,29,5739,f,1.0
389,92,Slave,26,1191,f,1.0
390,92,Slave,27,1191,f,1.0
391,92,Slave,24,1187,f,1.0
392,92,Slave,25,1187,f,1.0
393,92,Slave,48,3445,f,1.0
394,92,Slave,49,3445,f,1.0
395,92,Slave,50,3445,f,1.0
396,92,Slave,51,3445,f,1.0
397,92,Slave,52,3445,f,1.0
398,92,Slave,53,3445,f,1.0
399,92,Slave,47,4896,f,1.0
400,92,Slave,60,3446,t,1.0
401,92,Slave,61,3446,t,1.0
402,92,Slave,62,3446,t,1.0
403,92,Slave,63,3446,t,1.0
404,75,Slave,11,3445,f,1.0
405,75,Slave,12,3445,f,1.0
406,92,Slave,58,5856,f,1.0
407,92,Slave,59,5857,f,1.0
408,80,Slave,11,3445,f,1.0
409,80,Slave,12,3445,f,1.0
412,96,Slave,19,1130,f,1.0
413,96,Slave,20,1131,f,1.0
414,96,Slave,21,1135,f,1.0
415,96,Slave,22,1136,f,1.0
416,96,Slave,24,1187,f,1.0
417,96,Slave,25,1187,f,1.0
418,96,Slave,28,1188,f,1.0
419,96,Slave,29,1188,f,1.0
420,96,Slave,26,1191,f,1.0
421,96,Slave,27,1191,f,1.0
422,96,Slave,23,1195,f,1.0
423,96,Slave,81,2611,f,1.0
424,96,Slave,35,2374,f,1.0
425,96,Slave,58,3299,f,1.0
426,96,Slave,59,3300,f,1.0
427,96,Slave,80,4726,f,1.0
428,98,Slave,21,5732,f,1.0
429,98,Slave,22,5733,f,1.0
430,98,Slave,23,5735,f,1.0
431,98,Slave,81,5736,f,1.0
432,98,Slave,80,5734,f,1.0
433,98,Slave,35,5738,f,1.0
434,98,Slave,28,5739,f,1.0
435,98,Slave,29,5739,f,1.0
436,98,Slave,26,1191,f,1.0
437,98,Slave,27,1191,f,1.0
438,98,Slave,24,1187,f,1.0
439,98,Slave,25,1187,f,1.0
440,98,Slave,58,1187,f,1.0
441,98,Slave,59,1187,f,1.0
448,103,Slave,35,2384,f,1.0
454,102,Slave,35,6005,f,1.0
455,102,Slave,2,6004,f,1.0
456,103,Slave,29,6051,f,1.0
457,103,Slave,28,6076,f,1.0
473,46,Slave,9,6299,f,1.0
474,50,Slave,9,6300,f,1.0
475,51,Slave,9,6301,f,1.0
476,110,Slave,35,2374,f,1.0
477,106,Slave,21,6445,f,1.0
478,5,Slave,81,6469,f,1.0
480,5,Slave,35,3411,f,1.0
481,110,Slave,10,6560,t,1.0
482,110,Slave,11,6560,t,1.0
484,110,Slave,28,6587,f,1.0
485,110,Slave,29,6587,f,1.0
486,110,Slave,13,6564,f,1.0
487,110,Slave,14,6564,f,1.0
488,110,Slave,25,6561,f,1.0
489,110,Slave,24,6561,f,1.0
490,110,Slave,59,6562,f,1.0
491,110,Slave,58,6562,f,1.0
492,5,Slave,24,6585,f,1.0
493,114,Slave,35,2374,f,1.0
494,114,Slave,10,6560,t,1.0
495,114,Slave,11,6560,t,1.0
496,114,Slave,80,6563,f,1.0
497,114,Slave,28,6587,f,1.0
498,114,Slave,29,6587,f,1.0
499,114,Slave,13,6588,f,1.0
500,114,Slave,14,6588,f,1.0
501,114,Slave,25,6561,f,1.0
502,114,Slave,24,6561,f,1.0
503,114,Slave,59,6562,f,1.0
504,114,Slave,58,6562,f,1.0
505,113,Slave,35,2374,f,1.0
506,113,Slave,10,6560,t,1.0
507,113,Slave,11,6560,t,1.0
508,113,Slave,80,6563,f,1.0
509,113,Slave,28,6587,f,1.0
510,113,Slave,29,6587,f,1.0
511,113,Slave,13,6589,f,1.0
512,113,Slave,14,6589,f,1.0
513,113,Slave,25,6561,f,1.0
514,113,Slave,24,6561,f,1.0
515,113,Slave,59,6562,f,1.0
516,113,Slave,58,6562,f,1.0
517,101,Slave,21,6603,f,1.0
518,101,Slave,22,6604,f,1.0
519,101,Slave,60,970,f,1.0
520,101,Slave,65,6757,f,1.0
525,101,Slave,61,970,f,1.0
526,101,Slave,62,6260,f,1.0
527,101,Slave,63,6260,f,1.0
528,101,Slave,64,6757,f,1.0
529,101,Slave,66,6758,f,1.0
530,101,Slave,67,6758,f,1.0
531,101,Slave,68,6758,f,1.0
532,101,Slave,69,6758,f,1.0
533,110,Slave,60,3446,t,1.0
537,101,Slave,24,5808,f,1.0
538,101,Slave,25,5808,f,1.0
539,101,Slave,58,5856,f,1.0
540,101,Slave,59,5856,f,1.0
541,109,Slave,21,969,f,1.0
542,113,Slave,60,3446,t,1.0
550,101,Slave,39,969,f,1.0
551,101,Slave,21,969,f,1.0
553,110,Slave,15,6655,t,1.0
554,110,Slave,16,6655,t,1.0
555,110,Slave,17,6655,t,1.0
556,110,Slave,46,6655,t,1.0
557,110,Slave,47,6655,t,1.0
558,113,Slave,15,6655,t,1.0
559,113,Slave,16,6655,t,1.0
560,113,Slave,17,6655,t,1.0
561,113,Slave,46,6655,t,1.0
562,113,Slave,47,6655,t,1.0
563,114,Slave,60,3446,t,1.0
564,114,Slave,15,6655,t,1.0
565,114,Slave,16,6655,t,1.0
566,114,Slave,17,6655,t,1.0
567,114,Slave,46,6655,t,1.0
568,114,Slave,47,6655,t,1.0
570,101,Slave,37,969,f,1.0
571,101,Slave,38,969,f,1.0
572,101,Slave,36,969,f,1.0
575,101,Slave,68,969,f,1.0
576,101,Slave,76,969,f,1.0
577,110,Slave,61,3446,t,1.0
578,110,Slave,62,3446,t,1.0
579,114,Slave,61,3446,t,1.0
580,114,Slave,62,3446,t,1.0
581,113,Slave,61,3446,t,1.0
582,113,Slave,62,3446,t,1.0
583,101,Slave,70,6699,f,1.0
584,106,Slave,60,3446,t,0.42
585,116,Slave,21,6772,f,1.0
586,116,Slave,60,3446,t,0.4
587,112,Slave,21,6771,f,1.0
588,112,Slave,60,3446,t,0.4
589,117,Slave,21,6445,f,1.0
590,118,Slave,21,6771,f,1.0
591,119,Slave,21,6772,f,1.0
593,106,Slave,61,3446,t,0.42
596,101,Slave,71,6812,f,1.0
598,116,Slave,61,3446,t,0.4
599,112,Slave,61,3446,t,0.4
600,110,Slave,80,6563,f,1.0
601,108,Slave,10,6844,f,1.0
604,120,Slave,22,6604,f,1.0
605,120,Slave,60,970,f,1.0
606,120,Slave,65,6757,f,1.0
607,120,Slave,61,970,f,1.0
608,120,Slave,62,6260,f,1.0
609,120,Slave,63,6260,f,1.0
610,120,Slave,64,6757,f,1.0
611,120,Slave,66,6758,f,1.0
612,120,Slave,67,6758,f,1.0
613,120,Slave,68,6758,f,1.0
614,120,Slave,69,6758,f,1.0
615,120,Slave,24,5808,f,1.0
616,120,Slave,25,5808,f,1.0
617,120,Slave,58,5856,f,1.0
618,120,Slave,59,5856,f,1.0
619,120,Slave,39,969,f,1.0
620,120,Slave,21,969,f,1.0
621,120,Slave,37,969,f,1.0
622,120,Slave,38,969,f,1.0
623,120,Slave,36,969,f,1.0
624,120,Slave,68,969,f,1.0
625,120,Slave,76,969,f,1.0
626,120,Slave,70,6925,f,1.0
627,121,Slave,21,6967,f,1.0
628,121,Slave,60,3446,t,0.42
629,121,Slave,61,3446,t,0.42
630,124,Slave,21,7150,f,1.0
631,124,Slave,60,3446,t,0.42
632,124,Slave,61,3446,t,0.42
633,108,Slave,9,7151,f,1.0
634,122,Slave,21,7162,f,1.0
635,120,Slave,71,7235,f,1.0
636,126,Slave,21,7242,f,1.0
637,126,Slave,60,3446,t,0.42
638,126,Slave,61,3446,t,0.42
639,127,Slave,21,7246,f,1.0
640,127,Slave,60,3446,t,0.4
641,127,Slave,61,3446,t,0.4
642,128,Slave,21,7247,f,1.0
643,128,Slave,60,3446,t,0.4
644,128,Slave,61,3446,t,0.4
645,129,Slave,9,3446,t,1.0
647,129,Slave,10,3446,t,1.0
648,129,Slave,11,3446,t,1.0
649,129,Slave,12,3446,t,1.0
650,129,Slave,13,3446,t,1.0
651,129,Slave,14,3446,t,1.0
