id,npc_id
486,2088
487,2092
494,2029
495,5062
496,5079
497,5081
498,5038
499,5038
500,7143
502,5061
503,5060
504,5057
505,5056
506,5056
507,5039
508,5034
509,5041
510,5063
511,5039
513,7152
514,5066
515,5064
516,5065
517,5067
518,5047
519,5047
520,5067
521,5067
522,5067
524,5046
526,5043
527,5042
528,5044
529,5044
530,5049
532,5068
533,5048
536,2094
537,2094
539,2093
540,2093
541,5052
542,5052
543,5085
544,7141
545,5086
546,5074
548,7144
549,5082
552,5053
553,5084
554,5054
557,2975
560,2988
561,2972
563,3061
565,2974
576,2980
577,2976
586,9862
587,10443
588,10443
591,9925
592,9927
600,9862
606,3041
607,3010
608,3050
609,3010
610,3050
611,2114
612,2113
613,2113
622,3620
629,5204
630,3002
632,3002
634,5198
635,5200
636,5202
637,5204
640,5201
641,5207
642,5207
643,5208
644,5209
650,5225
654,5234
656,5257
657,5219
659,5240
660,5215
661,5211
662,5212
663,5212
668,5214
676,5218
677,2578
678,5241
679,5216
680,5241
682,5232
683,5229
684,5230
685,5229
686,5231
687,5221
688,679
689,5844
690,1
693,2564
694,2564
698,5223
700,5224
702,2439
704,691
705,680
707,5849
708,5841
709,740
710,2386
713,4971
714,2445
717,2432
722,2999
723,740
728,9993
729,813
730,9994
731,813
732,754
733,9993
734,3062
735,3064
740,3593
743,7657
745,5082
751,5436
752,3020
753,2391
754,3062
755,3062
759,10510
760,7521
765,3537
766,3538
767,3537
769,11197
776,4241
779,618
781,6490
783,567
787,5331
788,9991
790,5193
791,2088
793,5597
794,5069
795,5598
796,5599
798,5600
799,5592
800,5593
801,5594
802,5595
803,5596
805,5596
806,5591
807,5603
808,5604
811,5602
813,4
817,4752
819,4578
820,4577
821,4573
823,4579
828,4586
829,4588
832,4779
833,7502
834,4595
837,4595
838,4595
839,4594
840,4597
842,4601
843,4602
844,4603
848,4610
849,4610
850,4606
851,4608
852,4607
853,4601
854,4611
856,4614
857,7388
859,4795
862,4748
863,4635
864,4623
865,4624
868,7387
869,4629
870,4619
871,4220
872,6045
874,6016
877,4272
890,4204
891,6586
892,4205
894,3446
898,3396
899,3441
900,7616
901,3391
902,3391
903,3442
908,3395
909,3395
910,3444
911,3444
912,3434
913,6565
914,3443
915,3443
917,3396
918,3419
919,3447
921,3436
923,3436
924,3437
926,3433
928,3433
929,3434
930,5774
931,3432
933,3435
936,3432
937,3401
938,3412
945,3448
946,3429
947,3427
948,3413
949,3428
950,3424
951,3413
952,3413
958,3438
964,4286
965,4286
966,10848
969,4288
971,4242
979,9799
984,5725
989,3409
999,2480
1001,2446
1002,5697
1003,5703
1004,5697
1005,5696
1006,5701
1008,5702
1015,5704
1016,5674
1017,2471
1018,2247
1019,5670
1021,5689
1022,5667
1023,5666
1024,5674
1025,5667
1034,5706
1036,5659
1039,5662
1040,5692
1041,5698
1042,4296
1044,5678
1046,5676
1047,5691
1099,5772
1100,5773
1101,4214
1102,5
1103,7144
1107,5742
1111,3419
1113,3128
1114,3128
1115,3129
1118,3131
1120,3262
1121,3131
1122,5787
1123,3121
1126,3137
1127,5789
1128,3137
1130,2628
1134,2278
1135,3138
1136,3139
1138,3139
1139,3141
1140,5051
1141,3142
1144,3145
1145,3142
1146,3146
1147,3146
1148,3149
1150,3151
1151,3151
1152,3148
1153,3148
1157,3154
1158,3154
1159,3157
1160,3159
1161,3159
1162,3161
1163,3161
1164,3176
1165,3176
1166,3163
1167,3163
1168,3174
1169,3177
1171,3266
1172,3292
1173,3292
1174,3177
1178,5794
1179,5795
1180,5795
1181,5796
1187,5797
1188,5802
1189,5800
1190,5801
1191,1
1192,1
1193,3430
1194,3446
1195,5802
1196,5806
1201,1679
1204,7925
1205,1661
1209,2294
1211,5804
1212,5823
1213,5824
1214,5808
1215,5808
1216,5809
1217,5812
1218,5802
1219,5811
1220,5810
1221,5812
1229,389
1233,3296
1234,3298
1235,3298
1236,3298
1237,3163
1238,3163
1239,3305
1250,3597
1252,3516
1253,3431
1259,5248
1260,5249
1262,5254
1263,5255
1264,2526
1265,5257
1267,5257
1268,2639
1269,2639
1270,2639
1271,2640
1272,2641
1274,2642
1275,2643
1277,2644
1279,624
1283,3525
1293,5931
1294,3543
1295,3542
1301,10583
1309,4763
1310,1
1314,3152
1317,6479
1318,6479
1319,6479
1320,1
1322,6492
1327,4296
1332,1173
1335,589
1336,3284
1337,3602
1339,591
1343,1
1345,6023
1347,8141
1348,3673
1351,3673
1353,7709
1354,4272
1355,4236
1359,6537
1360,6505
1361,6536
1362,6504
1363,6536
1364,6504
1365,1885
1366,6506
1367,1884
1369,5837
1370,6540
1371,740
1373,1885
1375,679
1377,1884
1381,700
1382,1891
1384,715
1385,5847
1387,3402
1388,3402
1390,1887
1391,1887
1392,581
1394,5850
1395,5850
1396,1912
1397,1910
1398,1908
1399,4204
1401,567
1403,2647
1405,1913
1406,1914
1408,1910
1409,764
1415,6972
1416,6972
1417,6977
1418,6981
1419,5920
1420,6982
1421,6987
1422,6989
1423,12036
1425,6987
1426,6993
1427,806
1429,6993
1430,6987
1431,5851
1432,804
1435,9989
1436,804
1440,7000
1441,7001
1442,7000
1443,1885
1444,629
1445,9990
1446,774
1448,5854
1451,807
1453,5839
1454,5839
1456,755
1460,1
1462,2948
1463,3015
1470,6607
1471,2949
1472,680
1473,6487
1474,2949
1475,2949
1476,2949
1479,2955
1480,5224
1481,2526
1482,440
1484,630
1485,9925
1488,813
1489,1882
1490,2640
1493,2649
1498,4270
1499,4291
1500,639
1501,638
1502,461
1503,461
1505,5723
1507,3995
1508,679
1511,2054
1512,2112
1513,2104
1515,2108
1516,2116
1517,2107
1519,3018
1520,2108
1521,2109
1522,2112
1523,2124
1524,7095
1525,7097
1528,7096
1529,475
1534,4296
1536,2200
1537,2086
1538,2086
1540,2114
1541,451
1544,3529
1545,3593
1548,2087
1549,3015
1551,2086
1553,2988
1554,2477
1555,2473
1556,3310
1557,3310
1558,3310
1560,3312
1561,3312
1562,3314
1563,3315
1564,3316
1565,41
1566,4901
1567,4901
1574,3145
1579,4911
1582,4912
1590,4915
1596,5077
1597,5027
1598,5054
1599,5058
1600,5040
1601,5064
1602,5104
1604,5050
1605,4919
1606,5048
1607,5051
1609,5045
1610,1
1615,4923
1617,4915
1618,7139
1619,4920
1620,4920
1621,4921
1624,7140
1633,4922
1636,4931
1638,4929
1648,4936
1649,4937
1650,4930
1651,7140
1652,4751
1653,4756
1654,7476
1655,4758
1656,4825
1657,4763
1658,7687
1659,5499
1660,4765
1661,4757
1662,4636
1663,4613
1664,8973
1666,8974
1667,8975
1669,8976
1670,8977
1671,8979
1672,8980
1673,7220
1674,8978
1675,8983
1676,7228
1677,8985
1678,8981
1680,8984
1681,9031
1682,8982
1683,7227
1684,8982
1685,8983
1686,8986
1687,8986
1688,9055
1689,8988
1690,8990
1691,8989
1692,8989
1693,8987
1694,8990
1696,8989
1697,7292
1698,9029
1699,5070
1700,4757
1701,7462
1702,9029
1703,7241
1704,8992
1705,8992
1706,9385
1707,9037
1708,9048
1709,7251
1710,8994
1711,9036
1713,9019
1714,9046
1715,7253
1716,8996
1717,9000
1718,9000
1719,9020
1720,8997
1721,8991
1722,7256
1723,9002
1724,9003
1725,9003
1726,9004
1727,9022
1728,9004
1729,7258
1730,7258
1731,9030
1732,7258
1733,7259
1734,9005
1735,9014
1736,7267
1737,7267
1738,9042
1739,9003
1740,7266
1741,9016
1743,7139
1745,5704
1746,5673
1747,5692
1749,5063
1752,4756
1753,3113
1754,3152
1756,3333
1757,3333
1759,3332
1760,3332
1765,7152
1767,4629
1769,3108
1770,4618
1772,4939
1773,7477
1774,4580
1775,7459
1776,882
1777,5054
1778,8990
1779,3336
1780,3336
1781,3337
1782,3338
1783,3339
1784,8988
1785,7470
1787,12061
1788,2485
1789,4580
1790,5671
1791,8974
1796,4589
1804,3139
1805,1
1807,2439
1814,5040
1815,5041
1816,9034
1817,3149
1818,7553
1821,7477
1824,3441
1825,7626
1826,7626
1829,7627
1830,5249
1835,7632
1836,7632
1838,7637
1839,7127
1840,3440
1841,6564
1843,7617
1845,7683
1846,7682
1849,4
1851,7653
1852,10581
1853,10646
1854,3630
1855,3611
1856,10582
1859,10585
1861,10644
1862,10585
1866,7723
1867,4269
1868,4239
1869,4219
1871,7736
1872,4248
1873,7737
1874,4248
1875,5755
1877,4261
1878,4263
1879,4269
1880,4260
1881,4269
1886,7682
1887,7747
1888,7660
1889,7752
1890,7753
1892,7755
1894,7763
1895,7763
1896,5660
1897,7723
1898,7723
1899,7723
1900,7723
1901,7723
1902,7723
1903,7723
1904,7723
1905,7723
1906,7723
1907,7723
1908,7723
1909,7723
1910,7670
1912,7662
1913,6984
1914,5702
1915,4237
1923,5938
1924,7808
1926,390
1927,7816
1928,7816
1929,7817
1930,10161
1931,569
1932,582
1933,582
1934,511
1937,7661
1939,5259
1940,7825
1942,3605
1943,7828
1944,7817
1946,7825
1947,7825
1949,5931
1950,1774
1952,1174
1953,581
1954,10581
1956,7772
1959,7908
1960,1727
1961,7664
1962,1726
1963,4287
1964,4288
1965,7665
1966,7897
1967,7960
1968,7883
1971,5725
1972,7889
1973,7890
1974,7892
1978,3402
1979,5724
1981,5724
1982,6561
1983,1713
1984,1775
1987,7796
1988,7796
1989,501
1990,5467
1992,7799
1995,7883
1996,6486
1997,590
1998,7963
1999,7764
2000,7764
2001,7968
2003,7969
2004,7969
2006,1792
2007,7973
2008,7972
2009,7893
2010,7953
2012,7975
2013,7975
2014,3986
2015,641
2016,1792
2019,1720
2022,7685
2023,7797
2024,7799
2025,5466
2028,1817
2030,7805
2031,7802
2033,7904
2034,5938
2035,1743
2040,7918
2042,10986
2043,8064
2045,7595
2046,10636
2047,10989
2048,10546
2049,10550
2050,10553
2051,10553
2052,1191
2053,10554
2055,10556
2056,1663
2057,7922
2058,7909
2059,7930
2061,7931
2064,5230
2065,3530
2066,8074
2067,7138
2068,8078
2069,3667
2070,8090
2071,8090
2072,3679
2073,8092
2074,7798
2076,1775
2077,1432
2078,8091
2079,8091
2080,7802
2081,674
2082,8091
2083,4213
2087,5925
2088,5925
2089,771
2090,3667
2092,569
2093,646
2095,6497
2096,630
2097,11541
2098,11542
2099,3995
2101,892
2102,465
2103,481
2104,939
2105,3985
2106,902
2107,475
2108,5742
2109,4489
2110,5750
2112,4213
2113,5751
2115,4224
2117,10549
2118,8163
2119,7967
2121,566
2123,2064
2124,2114
2125,2065
2126,2063
2128,7817
2129,7826
2132,8215
2134,8217
2136,6586
2138,8223
2139,8223
2140,8225
2141,8225
2142,8227
2143,8224
2144,8574
2145,8229
2146,8228
2147,8228
2148,8224
2149,3063
2150,2962
2151,2975
2157,2109
2158,8247
2159,8143
2160,5703
2161,6592
2162,7938
2163,3339
2164,7558
2165,2099
2166,7770
2167,5558
2168,3168
2169,7909
2171,8553
2172,4390
2174,4391
2175,4390
2176,4391
2177,4390
2178,4391
2179,4390
2180,4391
2181,4390
2182,4391
2183,4390
2184,4391
2185,4390
2186,4391
2187,4390
2188,4391
2189,4391
2190,4390
2191,4391
2192,4390
2193,4391
2194,4390
2195,4391
2196,4390
2197,4391
2199,4391
2200,4390
2201,4391
2203,4391
2204,4390
2205,4391
2206,4390
2207,4391
2208,4390
2209,4391
2210,4390
2211,4391
2212,4390
2213,4391
2214,4390
2215,4391
2216,4390
2217,4391
2218,4390
2219,4391
2220,7054
2221,4390
2222,4391
2223,7054
2224,7054
2225,1026
2226,4391
2227,4390
2228,4391
2229,4390
2230,4390
2231,4391
2232,4390
2233,4391
2234,4390
2235,4391
2236,7054
2237,4390
2238,4390
2239,4390
2240,7054
2241,7054
2242,7054
2243,7054
2244,7054
2245,1026
2248,1026
2249,1026
2250,1026
2251,1026
2252,1026
2253,1026
2254,1026
2256,1026
2258,1026
2260,1026
2262,2545
2263,2548
2264,2586
2266,7640
2267,7643
2269,7642
2270,10649
2271,7528
2272,3305
2273,4971
2275,4984
2276,2802
2277,2801
2278,8731
2279,8732
2280,8767
2282,1660
2283,8732
2284,8767
2285,1484
2286,1435
2287,1402
2288,8783
2289,1433
2291,8732
2292,1440
2293,1399
2294,1398
2295,8767
2296,1463
2297,1404
2298,2834
2299,8785
2300,7735
2301,1437
2302,1440
2303,8783
2304,1428
2305,1468
2306,1462
2307,1401
2308,1460
2309,1481
2310,1441
2312,1442
2313,7937
2314,1450
2315,1448
2316,1452
2317,1464
2319,1470
2320,8790
2321,1471
2323,1403
2324,1475
2325,8791
2326,1459
2327,1402
2328,1487
2329,1492
2330,1488
2331,8792
2332,10742
2333,1489
2334,10839
2335,8861
2336,8768
2337,1447
2338,1492
2339,1428
2340,10757
2341,1445
2343,1459
2344,1480
2345,10753
2346,1472
2347,8802
2348,8803
2349,8804
2350,8805
2351,1455
2352,1446
2353,1402
2354,1468
2355,10826
2356,8817
2357,8815
2358,8822
2359,8823
2361,8819
2362,1459
2363,8829
2364,8824
2365,8821
2366,8820
2367,2833
2368,2823
2370,2803
2371,2849
2372,2798
2373,2798
2374,2806
2375,2851
2376,2807
2379,2762
2380,2852
2381,2854
2382,1483
2383,1489
2385,7054
2386,7054
2387,7054
2388,2855
2389,2855
2390,2863
2391,2863
2392,2871
2393,2873
2394,8853
2397,8856
2398,8857
2400,7054
2401,7054
2402,7054
2404,8790
2405,1234
2406,1235
2408,1238
2409,1236
2411,1240
2412,1240
2413,1244
2414,1244
2415,1245
2416,1249
2417,1247
2419,1253
2421,1252
2423,1246
2424,1254
2425,1256
2426,1254
2427,1259
2430,1270
2431,1262
2432,1262
2433,1278
2434,1279
2438,1271
2440,2741
2442,2803
2443,8905
2444,8905
2449,3339
2450,1307
2451,1310
2453,2734
2454,1136
2456,1313
2457,9938
2459,1297
2461,1321
2462,1233
2463,1233
2465,1283
2466,1284
2467,973
2468,976
2469,977
2470,1285
2471,977
2472,1285
2473,979
2476,1290
2477,1290
2478,1286
2479,1286
2480,978
2482,992
2485,1293
2488,993
2489,992
2490,1294
2491,1291
2494,1297
2495,1096
2497,1124
2500,1298
2501,1097
2502,1298
2503,1300
2504,1301
2506,1228
2508,1096
2510,1301
2511,1298
2515,364
2516,1034
2517,8869
2519,1034
2520,364
2521,8873
2522,8869
2523,1123
2525,8876
2526,9366
2527,1071
2528,8880
2533,8884
2534,8887
2535,8878
2536,8885
2537,8890
2538,8884
2540,8908
2541,8908
2542,8909
2544,8911
2545,1043
2546,8894
2547,8914
2549,8894
2550,8921
2551,8920
2552,8918
2556,2807
2557,2802
2558,2823
2560,2798
2562,1276
2565,2806
2566,2851
2567,2807
2568,2807
2569,2806
2570,2809
2571,2808
2572,4984
2573,8907
2574,2762
2575,2810
2578,2854
2579,2748
2581,2866
2582,8817
2583,1444
2584,2870
2586,2871
2587,2734
2588,2865
2590,8826
2591,8834
2592,1137
2593,2733
2599,2803
2601,2834
2602,2801
2603,995
2604,9179
2611,9177
2612,9178
2613,9183
2614,9181
2615,9184
2616,9180
2617,9182
2618,8884
2619,995
2620,4
2621,9190
2623,9197
2625,9192
2626,9193
2627,9193
2629,9195
2630,9196
2631,9191
2632,9203
2633,4
2635,9320
2636,9247
2637,9280
2638,9248
2639,9249
2640,9250
2641,9253
2642,9251
2643,9246
2644,9244
2645,9244
2646,9245
2648,9252
2650,9250
2651,9254
2652,9251
2653,9254
2654,9254
2655,9252
2656,9250
2657,9281
2658,9281
2660,9258
2661,9259
2662,9281
2663,9256
2664,9256
2665,9321
2666,9255
2667,9320
2670,9259
2671,9257
2672,9257
2674,9257
2675,9264
2676,9264
2677,9256
2678,9324
2681,9262
2684,9265
2685,9265
2686,9266
2687,9266
2688,9267
2689,9268
2690,9270
2691,9270
2692,9269
2693,9817
2694,9268
2695,9271
2696,9266
2697,9271
2698,9269
2699,9272
2700,9272
2701,9817
2702,9279
2703,9265
2704,9279
2705,9271
2706,9274
2707,9272
2708,9320
2709,9320
2710,9321
2711,8878
2712,9321
2713,9321
2714,9320
2715,9320
2716,8920
2718,9253
2719,8886
2720,8890
2721,8893
2722,8872
2723,1059
2724,1125
2725,8913
2726,9246
2728,8882
2730,9280
2732,9042
2733,1026
2734,1026
2735,1026
2736,8980
2738,7734
2739,9795
2740,9795
2741,7737
2742,9269
2743,4248
2744,4269
2745,4265
2746,4260
2747,1366
2748,9124
2749,9054
2750,9052
2751,9047
2752,9037
2753,9005
2754,9038
2755,9049
2756,9604
2757,9604
2758,9611
2759,9611
2760,9611
2762,9606
2763,9607
2764,9573
2765,9575
2767,9572
2768,9580
2769,9579
2770,9581
2772,9571
2775,9598
2777,9577
2778,9577
2780,9604
2781,9585
2782,9586
2783,9588
2784,9587
2785,9590
2789,9593
2790,9621
2791,9585
2792,9594
2794,9594
2795,9601
2796,9600
2797,9599
2798,9595
2799,9597
2800,9601
2801,9600
2802,9603
2803,9585
2805,9759
2806,9608
2807,9598
2808,9608
2809,9609
2810,9612
2811,9612
2812,9581
2814,9734
2816,9617
2817,9618
2818,9737
2819,9617
2820,9582
2821,9619
2822,9758
2823,9620
2824,9620
2826,9733
2827,9583
2831,2529
2832,9022
2833,5216
2835,8991
2836,2645
2837,9806
2839,9267
2840,1369
2841,9270
2843,1276
2844,8885
2845,9730
2846,9721
2847,9263
2848,8984
2849,8999
2850,9014
2851,9047
2854,8910
2855,364
2856,9693
2857,9613
2858,9614
2859,9613
2860,9615
2861,9732
2862,1376
2864,9005
2866,9283
2867,9576
2868,9283
2869,9283
2870,9049
2871,9008
2872,1128
2873,1128
2874,9001
2875,9005
2876,9041
2877,9007
2878,9009
2879,9059
2880,8978
2881,9010
2882,9003
2883,9248
2884,8916
2885,3064
2886,9024
2887,2989
2889,3034
2890,2986
2891,2980
2893,1
2894,2979
2895,2972
2896,2973
2897,8975
2899,2962
2900,2992
2902,2959
2903,2959
2904,2992
2905,9859
2906,9861
2907,9859
2908,2962
2909,9864
2910,9864
2911,9865
2912,3020
2916,9866
2917,2998
2918,9886
2921,3000
2922,3000
2923,3000
2924,2998
2925,3003
2926,10078
2929,9926
2931,3052
2932,3052
2933,9971
2935,6554
2936,9971
2937,7042
2938,10013
2939,2978
2940,5847
2941,809
2942,809
2943,5840
2944,756
2945,7032
2946,9983
2947,9985
2948,9987
2949,9986
2950,9988
2951,9992
2952,774
2953,9993
2955,775
2956,774
2957,9995
2958,9973
2959,9974
2961,9974
2963,9975
2964,9976
2965,9976
2966,9977
2967,9978
2968,9979
2969,9980
2970,9980
2971,9981
2972,9981
2973,9981
2974,9981
2975,9982
2976,9982
2978,1307
2980,8878
2981,8916
2982,4248
2983,4269
2984,10039
2985,10045
2986,10044
2987,10012
2988,10043
2989,7682
2990,7683
2991,7753
2992,7747
2993,7762
2994,10047
2995,10046
2996,10046
2997,680
2998,7046
3000,9064
3002,9173
3003,981
3004,984
3005,982
3006,984
3007,983
3008,9864
3009,9863
3011,9800
3012,7890
3013,9804
3015,9802
3016,9802
3017,9803
3018,3402
3019,9803
3021,166
3022,9029
3023,8992
3025,10156
3026,10355
3027,10158
3028,10123
3029,10125
3030,10126
3031,7764
3033,7968
3034,10129
3035,10130
3036,10131
3037,7893
3038,7953
3039,10133
3040,10133
3041,10123
3042,9013
3043,10176
3044,10177
3045,8990
3046,8972
3048,9123
3049,10202
3053,10284
3054,10282
3055,10459
3057,10287
3058,7272
3060,5076
3061,5076
3062,5081
3063,10319
3064,10315
3065,8999
3066,444
3067,10316
3068,981
3069,10347
3070,10348
3071,10347
3072,443
3074,442
3075,629
3076,9010
3078,479
3079,479
3082,458
3083,456
3084,3294
3085,460
3086,3280
3087,8605
3088,8604
3090,903
3092,640
3093,461
3094,5129
3095,5130
3096,487
3099,10350
3100,460
3101,458
3103,635
3104,10348
3105,10349
3106,10351
3107,10351
3108,10352
3109,10351
3110,10353
3111,10352
3112,10461
3113,10286
3114,8973
3115,461
3116,10442
3117,10441
3118,646
3119,2423
3120,2809
3122,9577
3124,2584
3125,9889
3126,9889
3127,10451
3128,10451
3129,9892
3131,2660
3132,9895
3133,9898
3134,9899
3136,9901
3137,10456
3138,10456
3139,10565
3140,10456
3141,10283
3142,10460
3143,10460
3144,10282
3146,10461
3147,10139
3148,10139
3149,10145
3150,9891
3151,2631
3152,9735
3153,10150
3154,10148
3155,2433
3156,9591
3157,4952
3158,9733
3159,10148
3161,4981
3162,4981
3163,10148
3164,1137
3165,10345
3166,10344
3167,10344
3168,10345
3169,10307
3170,10303
3171,10306
3173,10304
3175,10308
3176,10308
3177,10088
3178,10911
3179,10910
3180,5157
3185,10492
3186,10147
3187,10190
3188,10196
3189,10195
3190,5507
3191,10194
3192,10089
3193,9902
3194,9903
3197,7520
3198,9903
3199,9906
3200,9913
3201,3078
3202,7521
3203,3078
3204,9900
3205,9913
3206,10094
3208,10088
3209,10091
3210,10090
3211,10093
3212,10091
3213,10091
3214,570
3216,2434
3217,10762
3218,10762
3219,9738
3220,2407
3221,883
3222,10323
3223,9916
3224,10493
3225,9916
3226,10329
3227,10330
3228,10324
3229,9915
3230,10335
3231,10326
3232,10338
3234,10340
3235,10327
3236,10368
3237,10362
3238,10367
3239,10366
3240,10363
3241,10365
3242,10370
3244,4965
3245,10507
3246,10504
3247,10505
3248,10640
3249,10507
3250,10507
3251,10506
3252,10548
3253,2660
3254,9895
3255,10509
3256,10288
3257,10539
3258,10338
3259,9911
3261,10501
3263,10502
3265,10303
3266,12360
3267,10104
3268,10108
3269,10105
3270,10109
3271,10106
3272,10109
3273,10890
3274,9783
3275,9783
3276,11080
3277,11080
3278,9778
3279,9778
3280,11071
3281,11071
3282,9772
3283,9782
3284,9782
3285,11071
3286,11071
3287,9777
3288,9777
3289,11071
3290,11071
3291,9771
3292,10647
3293,10648
3294,10121
3295,10084
3296,9782
3297,9783
3298,11081
3299,11081
3300,11081
3301,11081
3302,11081
3303,11072
3304,11072
3305,11072
3306,11072
3308,11072
3309,11072
3310,11081
3311,3440
3312,3412
3314,9774
3315,9774
3316,9774
3317,9774
3318,9774
3319,9773
3320,9773
3321,9773
3322,9773
3323,9773
3324,9773
3325,7618
3326,11080
3327,11080
3328,11080
3329,11080
3330,11080
3331,11080
3332,9774
3333,9774
3334,9774
3335,9774
3336,11071
3337,11071
3338,11071
3339,11071
3340,11071
3341,11071
3342,9773
3343,9773
3344,9773
3345,9773
3346,10468
3348,7794
3349,1715
3350,3423
3351,7794
3352,10136
3353,1737
3354,1660
3355,1912
3356,9768
3357,9768
3358,11072
3359,1728
3360,11072
3361,11072
3362,11072
3363,11072
3365,11071
3366,11071
3367,11071
3368,11071
3369,11071
3370,11071
3371,11071
3372,11071
3373,11071
3374,11071
3375,11071
3376,11071
3377,11071
3378,11071
3379,11071
3380,11072
3381,11072
3382,11072
3383,11072
3384,11072
3385,11072
3386,11071
3387,11071
3388,11071
3389,11071
3390,11071
3391,11071
3392,11071
3393,1727
3394,11071
3395,11071
3396,11071
3397,11071
3398,11071
3399,11071
3400,11071
3401,11071
3402,1729
3403,11072
3404,11071
3405,11071
3406,1729
3407,10716
3408,10717
3409,1835
3410,10718
3412,9267
3414,1449
3415,10720
3416,10720
3417,10720
3418,10722
3419,10729
3421,9774
3422,1465
3425,1469
3426,1471
3427,10744
3428,10754
3429,10754
3430,10753
3431,10756
3435,10761
3436,2071
3438,11255
3439,10765
3440,10681
3441,10764
3442,1736
3443,1658
3444,7919
3445,1682
3446,5867
3447,1680
3449,3668
3450,2082
3451,7930
3452,2115
3453,11256
3454,10557
3455,10614
3456,10615
3457,8921
3458,10615
3459,10631
3460,10626
3461,7933
3462,5666
3463,10632
3464,5699
3466,10627
3467,2067
3468,2067
3469,10622
3470,10625
3471,5180
3474,10629
3475,10613
3476,2474
3477,10633
3478,2484
3480,10613
3481,10611
3482,10611
3483,10612
3485,10618
3486,2112
3487,10617
3488,10617
3489,10618
3490,10620
3491,10559
3493,9894
3494,10630
3495,10628
3496,2064
3498,2124
3499,10626
3500,10615
3501,2484
3502,2484
3505,5250
3506,1283
3507,1747
3508,3173
3509,7800
3510,11957
3511,8120
3512,3818
3513,9849
3515,7802
3516,10623
3517,585
3518,470
3519,466
3520,3674
3522,3168
3523,7939
3524,7944
3525,3670
3527,9853
3529,3670
3530,10844
3531,9178
3533,10833
3535,10845
3537,10846
3538,10846
3540,3584
3542,10560
3543,10666
3544,10666
3545,10798
3546,10854
3547,8222
3548,10850
3549,4280
3550,10066
3553,9849
3554,9849
3555,9914
3556,10847
3557,10847
3558,4257
3560,10854
3561,10583
3564,10560
3565,10393
3566,9783
3567,10293
3568,3818
3569,7940
3570,1751
3571,1721
3572,10649
3573,1124
3574,9192
3575,7639
3577,2005
3578,2005
3579,2005
3580,2005
3581,9863
3582,1926
3583,1926
3584,1927
3585,1927
3586,1928
3587,1929
3588,1929
3589,1929
3590,1930
3591,1930
3592,1931
3593,1931
3594,1932
3595,1932
3596,1933
3597,1934
3598,1935
3599,1936
3600,1937
3601,1938
3602,1931
3603,1931
3604,1955
3605,1955
3606,1958
3607,1958
3608,1958
3609,1931
3610,1936
3611,1936
3612,1936
3613,1941
3614,1941
3615,1942
3617,1943
3618,1944
3619,1946
3620,1947
3621,1960
3623,1949
3624,1950
3625,1961
3626,1962
3627,12394
3628,2006
3629,2006
3630,1951
3631,1952
3632,1953
3633,1965
3634,1924
3635,1925
3636,1941
3637,2007
3638,1967
3639,1967
3640,1967
3642,1968
3643,1969
3644,1969
3646,1971
3647,2008
3649,2008
3650,10158
3651,10987
3653,10637
3654,10637
3655,10637
