id,tag_id,buff_id
662,119,1785
663,160,1474
664,160,1742
666,300,1808
667,126,1809
668,301,1832
669,304,1361
670,216,1644
671,216,1361
672,305,1843
673,126,1845
674,304,1846
675,100,1862
676,100,1866
677,126,1868
678,6,1869
679,216,1869
680,293,1871
681,100,1880
682,100,1899
683,286,1900
684,286,1901
685,286,1904
686,107,1905
687,106,1729
688,107,1906
689,306,1454
690,233,1439
691,122,1915
692,276,1919
693,216,1923
694,7,1924
695,286,1734
696,210,1926
697,160,1927
698,216,1927
704,310,141
705,311,141
706,312,141
707,310,443
708,311,443
709,310,824
710,311,824
711,312,824
712,310,1387
713,311,1387
714,312,1387
715,310,138
716,311,138
717,312,138
718,310,82
719,310,96
720,311,96
721,312,96
722,310,156
723,311,156
724,312,156
725,310,266
726,311,266
727,310,807
728,310,114
729,311,114
730,310,1366
731,311,1366
732,310,975
733,311,975
734,312,975
735,310,501
736,311,501
737,312,501
738,310,206
739,311,206
740,310,505
741,311,505
742,312,505
746,310,607
747,311,607
748,312,607
749,310,84
750,310,87
751,311,87
752,310,551
753,311,551
754,312,551
755,310,245
756,311,245
759,310,509
760,311,509
761,312,509
762,310,128
763,311,128
764,310,883
765,216,432
766,310,432
767,311,432
768,312,432
769,310,1241
770,311,1241
771,310,93
772,310,253
773,216,253
774,311,253
775,216,94
776,310,94
777,310,13
778,311,13
779,312,13
780,310,243
781,311,243
782,310,518
783,310,518
784,311,518
785,312,518
786,216,821
787,310,821
788,311,821
789,312,821
790,216,414
791,310,414
792,311,414
793,310,7
794,311,7
795,312,7
796,216,822
797,310,822
798,311,822
799,312,822
800,310,439
801,311,439
802,216,472
803,310,472
804,311,472
805,216,388
806,310,388
807,311,388
808,240,1936
809,240,1937
810,1,1442
811,216,1939
812,310,1939
813,311,1939
814,312,1939
815,100,1941
816,313,1946
817,10,1948
818,310,1948
819,216,1948
820,311,1948
821,100,1911
822,100,1954
823,216,1957
824,310,1957
825,311,1957
826,312,1957
827,315,1959
828,316,1960
829,317,1961
830,318,1962
831,100,1966
833,10,181
834,216,1973
835,310,1973
836,311,1973
838,10,1975
840,216,1978
841,310,1978
842,311,1978
843,216,1981
844,321,1758
846,216,1995
848,310,1995
849,311,1995
850,312,1995
851,14,2000
853,286,1800
854,160,2011
855,216,2011
856,161,2011
857,323,843
858,323,1732
859,323,878
860,284,941
861,284,873
862,136,2015
863,323,1441
864,324,1537
865,257,2020
866,107,2029
867,216,2029
868,310,2029
869,311,2029
870,312,2029
871,122,1860
872,131,2037
873,107,178
874,107,179
875,107,208
876,107,409
877,107,607
878,107,721
879,107,734
880,107,758
882,107,1172
883,107,1179
884,107,1772
885,107,1981
886,310,2050
887,311,2050
888,312,2050
889,216,2051
890,310,2051
891,311,2051
892,312,2051
893,286,1972
894,107,2050
895,216,2050
896,120,2055
897,216,2055
898,310,2055
899,311,2055
900,27,2056
901,160,2056
902,216,2056
903,310,2056
905,336,2058
906,337,2059
907,338,2058
908,338,2059
909,339,2030
910,14,2065
911,10,2066
912,12,2069
913,106,2069
915,216,2069
916,216,2070
917,27,2072
918,160,2072
919,216,2072
920,310,2072
921,340,2067
922,122,2075
923,294,2097
924,294,2098
925,294,2099
926,36,2103
927,115,2103
928,36,2106
929,115,2106
932,342,2104
933,6,2107
934,216,2107
935,310,2107
936,311,2107
937,312,2107
938,6,2108
939,216,2108
940,310,2108
941,311,2108
942,312,2108
943,6,2109
944,216,2109
945,310,2109
946,311,2109
947,312,2109
948,6,2110
949,216,2110
950,310,2110
951,311,2110
952,312,2110
953,126,2111
954,216,2111
955,126,2112
956,216,2112
959,99,2115
960,105,2115
961,216,2115
962,310,2115
963,311,2115
964,99,2116
965,105,2116
966,216,2116
967,310,2116
968,311,2116
969,234,2117
970,234,2118
971,158,2119
972,158,2120
974,216,2124
975,13,2125
977,216,2125
978,310,2125
979,311,2125
980,13,2126
982,216,2126
983,310,2126
984,311,2126
985,13,2127
987,216,2127
988,310,2127
989,311,2127
990,13,2128
992,216,2128
993,310,2128
994,311,2128
995,27,2129
996,216,2129
997,310,2129
998,27,2130
999,216,2130
1000,310,2130
1001,160,2131
1002,216,2131
1003,161,2131
1004,160,2132
1005,216,2132
1006,161,2132
1007,311,1799
1008,311,1846
1009,343,1109
1010,344,631
1011,344,2028
1012,310,1923
1013,311,1923
1014,310,1644
1015,311,1644
1016,310,1799
1017,216,1799
1018,310,1846
1019,216,1846
1020,216,2138
1021,216,1749
1022,310,1749
1023,311,1749
1028,345,2149
1029,107,2153
1030,6,430
1031,310,430
1032,311,430
1033,312,430
1034,216,430
1035,310,18
1036,311,18
1037,312,18
1039,347,443
1040,348,182
1041,347,1449
1042,106,84
1043,106,523
1044,347,87
1045,160,551
1048,347,128
1050,347,501
1052,160,883
1053,160,253
1054,347,243
1055,347,770
1056,347,439
1057,156,2158
1058,349,2158
1059,12,2159
1060,106,2159
1061,346,96
1062,350,253
1063,351,1470
1064,353,2162
1065,352,2161
1066,354,400
1067,97,414
1068,107,18
1069,119,1987
1070,347,2128
1071,347,2127
1072,347,2126
1073,347,2125
1074,347,2110
1075,347,2109
1076,347,2108
1077,347,2107
1078,347,416
1079,347,1786
1080,347,925
1083,311,1449
1084,310,1449
1085,142,832
1088,209,1000
1089,359,1000
1090,143,848
1091,209,848
1092,209,849
1093,143,849
1094,209,850
1095,143,850
1096,209,832
1097,209,833
1098,209,834
1099,209,835
1100,209,800
1101,209,801
1102,209,802
1103,209,803
1104,209,804
1105,209,836
1106,209,772
1107,209,847
1108,209,853
1109,216,770
1110,311,770
1111,310,770
1112,216,771
1113,310,771
1114,360,1156
1115,310,449
1116,311,449
1117,216,467
1120,311,467
1121,361,131
1122,361,1936
1123,361,1250
1124,239,2202
1125,10,2201
1126,346,2201
1127,310,2203
1128,311,2203
1129,312,2203
1130,107,2203
1131,216,2203
1132,120,247
1133,243,719
1135,234,1605
1136,155,1605
1137,310,772
1138,311,772
1139,216,772
1140,216,853
1141,310,853
1142,311,853
1143,216,836
1144,310,836
1145,311,836
1146,216,847
1147,311,847
1148,310,847
1149,362,143
1150,363,1994
1151,310,808
1152,310,101
1153,310,828
1154,310,21
1155,310,257
1156,216,1447
1157,310,1447
1158,216,777
1159,216,808
1160,156,2215
1161,365,2216
1162,364,169
1163,216,2214
1164,310,2214
1165,311,2214
1166,156,2218
1167,6,2219
1168,366,2221
1169,367,2224
1170,156,2224
1171,367,1454
1172,367,2218
1173,160,2130
1174,160,2129
1175,216,2228
1176,310,2228
1177,311,2228
1178,312,2228
1179,6,2228
1180,367,2229
1181,156,2229
1182,310,2231
1183,311,2231
1184,312,2231
1185,107,2231
1186,216,2231
1187,216,1786
1188,310,1786
1189,311,1786
1190,312,1786
1192,160,2235
1193,107,2236
1194,216,13
1195,369,2226
1196,216,2241
1198,310,2241
1199,311,2241
1200,107,2241
1201,14,2242
1202,310,2223
1203,311,2223
1204,312,2223
1205,216,2223
1206,6,2244
1207,216,2244
1208,310,2244
1209,311,2244
1210,347,2244
1211,321,2245
1212,156,2247
1213,306,2247
1214,367,2247
1215,370,2247
1216,27,2249
1217,216,2249
1218,310,2249
1219,160,2249
1220,216,523
1221,310,523
1222,311,523
1223,216,551
1224,119,2253
1225,371,1579
1226,119,2257
1228,160,2261
1229,122,2267
1230,216,1403
1231,310,1403
1232,311,1403
1233,310,242
1234,216,242
1235,311,242
1236,216,514
1237,310,514
1238,311,514
1239,216,515
1240,311,515
1241,310,515
1242,216,516
1243,311,516
1244,310,516
1245,216,517
1246,310,517
1247,311,517
1248,216,196
1249,310,196
1250,311,196
1251,373,101
1252,216,2275
1253,310,2275
1254,311,2275
1255,97,2276
1256,106,2276
1257,216,2276
1258,310,2276
1259,311,2276
1260,12,2277
1261,106,2277
1263,216,2277
1264,310,2277
1265,311,2277
1266,312,2277
1267,12,2278
1268,106,2278
1270,216,2278
1271,310,2278
1272,311,2278
1273,312,2278
1274,310,1525
1275,311,1525
1276,6,1525
1277,120,94
1279,216,2279
1280,310,2279
1281,374,2282
1282,374,2281
1283,216,1379
1284,310,1379
1285,311,1379
1286,374,2283
1287,10,2286
1288,216,2286
1289,160,2286
1290,310,2286
1291,311,2286
1292,312,2286
1293,346,2286
1294,216,2287
1295,310,2287
1296,311,2287
1298,369,2290
1299,156,2290
1300,122,2291
1301,216,2261
1302,310,2261
1303,216,18
1304,119,2294
1309,369,2297
1310,156,2297
1311,347,2228
1312,10,2299
1313,10,2300
1315,215,2303
1316,1,1132
1317,13,2304
1319,216,2304
1320,6,2306
1321,216,2306
1322,310,2306
1323,311,2306
1324,347,2306
1325,160,2307
1328,310,2308
1329,311,2308
1330,312,2308
1331,160,2309
1332,216,2309
1333,161,2309
1334,376,2310
1336,1,220
1337,1,478
1338,1,780
1339,107,2316
1340,216,2316
1341,310,2316
1342,311,2316
1343,312,2316
1344,166,2325
1346,114,2326
1347,36,2326
1348,216,2326
1349,310,2326
1350,311,2326
1351,159,2327
1352,6,2328
1353,216,2328
1354,310,2328
1355,311,2328
1356,347,2328
1358,216,2329
1359,310,2329
1360,311,2329
1361,312,2329
1362,159,2330
1363,216,886
1364,216,922
1365,310,886
1366,156,2338
1367,216,1801
1368,215,2341
1369,10,2344
1370,215,2345
1371,156,2346
1372,216,2348
1373,310,2348
1374,6,2349
1375,216,2349
1376,310,2349
1377,311,2349
1378,312,2349
1379,347,2349
1380,107,2350
1381,216,2350
1382,310,2350
1383,311,2350
1384,312,2350
1385,381,220
1387,310,603
1388,310,171
1389,310,758
1390,310,407
1391,310,762
1392,310,752
1393,310,173
1394,310,270
1395,310,756
1396,310,1178
1397,310,547
1398,310,392
1399,310,54
1400,310,1317
1401,310,1318
1402,310,1323
1403,310,1363
1405,310,1451
1406,310,1484
1407,310,1541
1408,310,1581
1409,310,1582
1410,310,1623
1411,310,1636
1412,310,1641
1413,310,1642
1414,310,1688
1415,310,1690
1416,310,1708
1417,310,1743
1418,310,1755
1419,310,1771
1420,310,1772
1421,310,1773
1422,310,1781
1423,310,1644
1424,310,1361
1425,310,1869
1426,310,1927
1427,310,1981
1428,310,2011
1429,310,2069
1430,310,2070
1431,310,2111
1432,310,2112
1434,310,2124
1435,310,2131
1436,310,2132
1437,310,2138
1438,310,777
1439,310,2304
1440,310,2309
1441,310,1801
1442,310,922
1443,216,266
1444,97,2355
1445,384,495
1446,10,2361
1450,385,243
1451,385,270
1452,385,335
1453,385,416
1454,385,420
1456,385,503
1457,385,501
1458,385,627
1459,385,762
1460,385,809
1461,385,913
1462,385,925
1463,385,1049
1465,385,1143
1466,385,1208
1467,385,1290
1468,385,1324
1469,385,1561
1470,385,1596
1471,385,1605
1472,385,1711
1473,385,1773
1474,385,1869
1475,385,2107
1476,385,2108
1477,385,2109
1478,385,2110
1479,385,430
1480,385,2219
1481,385,2228
1482,385,2244
1483,385,1525
1484,385,2306
1485,385,2328
1486,385,2349
1487,385,173
1488,385,84
1489,385,547
1491,385,603
1492,385,523
1493,385,1085
1494,385,1123
1495,385,1139
1496,385,414
1497,385,2276
1498,385,2355
1499,343,1100
1500,216,2365
1501,107,2365
1502,310,2365
1503,311,2365
1504,312,2365
1511,216,2367
1512,310,2367
1513,311,2367
1514,312,2367
1516,386,414
1517,216,2373
1518,310,2373
1519,311,2373
1520,312,2373
1521,120,2373
1522,216,416
1523,310,416
1524,310,2376
1525,311,2376
1526,216,2376
1527,6,2376
1528,388,2160
1529,389,2377
1530,104,2378
1531,121,2378
1532,216,2379
1533,310,2379
1534,311,2379
1535,119,2380
1536,216,2380
1537,310,2380
1538,311,2380
1539,160,2381
1540,216,2381
1541,310,2381
1542,120,2381
1543,107,2382
1544,119,2382
1545,310,2382
1546,311,2382
1547,312,2382
1548,216,2382
1550,390,2383
1551,390,2298
1552,390,2384
1553,216,247
1554,310,247
1555,1,2387
1556,216,2307
1557,310,2307
1558,6,2389
1559,216,2389
1560,310,2389
1561,311,2389
1562,347,2389
1563,385,2389
1564,160,2390
1565,119,2392
1566,216,503
1567,310,503
1568,234,2397
1569,216,2399
1570,310,2399
1571,311,2399
1572,312,2399
1573,347,2399
1574,321,2401
1575,119,2403
1576,216,2403
1577,310,2403
1578,311,2403
1579,156,2404
1580,391,2404
1581,216,2406
1582,310,2406
1583,311,2406
1584,312,2406
1585,347,2406
1586,216,2407
1587,310,2407
1588,311,2407
1589,312,2407
1590,216,2409
1591,310,2409
1592,311,2409
1593,312,2409
1594,100,2405
1595,392,2407
1596,100,2408
1597,393,2409
1598,216,2410
1599,310,2410
1600,311,2410
1601,312,2410
1602,347,2410
1603,390,2412
1604,216,2153
1605,311,886
1606,311,777
1607,369,2415
1608,156,2415
1609,156,2416
1610,27,2418
1611,160,2418
1612,216,2418
1613,310,2418
1614,395,2420
1615,119,2421
1616,216,2421
1617,310,2421
1618,311,2421
1619,27,2425
1620,216,2425
1621,310,2425
1622,160,2425
1623,156,2426
1624,306,2426
1625,367,2426
1626,396,2426
1627,347,762
1629,1,2433
1630,398,2170
1631,398,2172
1632,398,2173
1633,398,2175
1634,399,2320
1635,399,2321
1636,100,2435
1637,27,2436
1638,216,2436
1639,310,2436
1640,160,2436
1642,216,250
1643,310,250
1646,216,408
1647,310,408
1648,311,408
1649,312,408
1650,166,2445
1652,216,2445
1653,310,2445
1655,311,2445
1656,166,2446
1658,216,2446
1659,310,2446
1661,311,2446
1662,403,2454
1663,400,2456
1664,27,2458
1665,216,2458
1666,310,2458
1667,160,2458
1668,27,2459
1669,216,2459
1670,310,2459
1671,160,2459
1672,158,2460
1673,310,2460
1674,216,2460
1675,234,2463
1676,216,2463
1677,310,2463
1678,107,2464
1679,216,2464
1680,310,2464
1681,311,2464
1682,312,2464
1683,107,2465
1684,216,2465
1685,310,2465
1686,311,2465
1687,312,2465
1688,216,2466
1689,310,2466
1690,311,2466
1691,6,2467
1692,216,2467
1693,310,2467
1694,311,2467
1695,347,2467
1696,385,2467
1697,107,2468
1698,216,2468
1699,310,2468
1700,311,2468
1701,312,2468
1703,406,2474
1704,14,2480
1705,216,2480
1706,310,2480
1707,311,2480
1708,6,2481
1709,216,2481
1710,310,2481
1711,311,2481
1712,312,2481
1713,347,2481
1714,385,2481
1715,234,2482
1716,216,2482
1717,310,2482
1718,187,2486
1719,160,2493
1720,161,2493
1723,407,2500
1724,10,1029
1725,10,1458
1726,10,1460
1727,10,1461
1728,10,1463
1729,10,2097
1730,10,2098
1731,10,2099
1732,216,2505
1733,107,2505
1734,310,2505
1735,311,2505
1736,312,2505
1737,216,2507
1738,310,2507
1739,311,2507
1740,312,2507
1741,101,2506
1742,10,2507
1743,6,2510
1744,216,2510
1745,310,2510
1746,311,2510
1747,347,2510
1748,385,2510
1749,408,2508
1750,234,2511
1751,216,2511
1752,310,2511
1753,14,759
1754,12,2512
1755,106,2512
1757,216,2512
1758,310,2512
1759,311,2512
1760,312,2512
1761,409,2514
1762,234,2515
1763,216,2515
1764,310,2515
1765,100,2519
1766,104,2526
1767,121,2526
1768,216,2526
1769,310,2526
1770,27,2501
1771,160,2501
1776,27,2531
1777,216,2531
1778,310,2531
1779,160,2531
1780,410,2534
1786,14,2538
1788,6,2541
1789,216,2541
1790,310,2541
1791,311,2541
1792,312,2541
1793,347,2541
1794,385,2541
1797,215,2554
1798,189,2555
1799,189,2556
1800,14,2557
1801,10,2551
1802,10,2562
1804,6,2578
1805,10,2579
1806,122,2588
1807,122,2593
1810,216,1226
1811,160,2595
1812,216,2595
1813,161,2595
1814,310,2595
1815,1,2596
1816,10,2602
1817,6,2605
1818,216,2605
1819,310,2605
1820,385,2605
1825,216,2625
1826,310,2625
1827,311,2625
1828,216,2624
1829,310,2624
1830,417,2559
1831,417,2629
1832,417,2633
1835,106,2641
1837,216,2641
1838,310,2641
1839,311,2641
1840,312,2641
1843,414,1440
1858,419,2657
1859,420,2662
1860,6,2667
1861,216,2667
1862,310,2667
1863,311,2667
1864,347,2667
1865,385,2667
1868,417,2671
1869,105,2679
1870,216,2679
1871,310,2679
1872,14,2547
1873,10,2688
1876,430,2711
1881,434,2718
1894,6,128
1895,385,128
1901,161,2723
1902,160,2723
1903,216,2723
1904,310,2723
1906,14,2731
1907,310,2731
1908,311,2731
1909,216,2731
1910,122,2715
1911,156,2705
1912,160,2726
1913,161,2726
1914,216,2726
1916,310,2726
1917,416,1658
1918,416,1682
1919,416,2612
1920,416,2640
1922,416,2643
1923,416,2655
1925,119,2734
1927,216,2739
1928,310,2739
1929,311,2739
1930,361,2740
1931,99,2743
1932,105,2743
1933,216,2743
1934,310,2743
1935,311,2743
1936,11,2744
1937,105,2744
1938,216,2744
1939,310,2744
1940,311,2744
1941,216,2745
1942,310,2745
1943,373,2745
1946,410,2750
1947,215,2752
1948,216,2752
1949,310,2752
1950,311,2752
1951,312,2752
1954,310,2754
1955,311,2754
1956,312,2754
1964,216,2754
1966,215,2760
1967,216,2760
1968,310,2760
1969,311,2760
1970,312,2760
1971,416,2717
1972,216,2763
1975,310,2763
1976,216,2765
1979,310,2765
1980,216,2766
1983,310,2766
1984,216,2767
1987,310,2767
1988,216,2768
1991,310,2768
1992,451,2763
1993,451,2765
1994,451,2766
1995,451,2767
1996,451,2768
1997,451,828
1998,362,2769
1999,166,2770
2002,36,2771
2003,216,2771
2004,310,2771
2005,311,2771
2007,159,2773
2009,216,2774
2010,310,2774
2011,311,2774
2012,312,2774
2013,6,2775
2014,216,2775
2015,310,2775
2016,311,2775
2017,347,2775
2018,385,2775
2019,215,2777
2020,216,2777
2021,310,2777
2022,311,2777
2023,312,2777
2024,160,2778
2025,216,2778
2026,161,2778
2027,310,2778
2032,216,2779
2033,310,2779
2034,311,2779
2035,312,2779
2036,452,2721
2037,453,2779
2038,27,1802
2039,27,2789
2040,27,2790
2041,27,2791
2042,6,2792
2043,216,2792
2044,310,2792
2045,385,2792
2046,6,2793
2047,216,2793
2048,310,2793
2049,385,2793
2050,6,2794
2051,216,2794
2052,310,2794
2053,385,2794
2054,6,2795
2055,216,2795
2056,310,2795
2057,385,2795
2058,216,2796
2059,107,2796
2060,310,2796
2061,311,2796
2062,312,2796
2063,216,2797
2064,107,2797
2065,310,2797
2066,311,2797
2067,312,2797
2073,107,2799
2074,36,2805
2075,36,2806
2076,36,2807
2077,36,2808
2078,36,2809
2079,36,2810
2080,14,2813
2081,14,2814
2082,14,2815
2083,14,2816
2084,14,2817
2085,14,2818
2086,6,2819
2087,216,2819
2088,310,2819
2089,385,2819
2090,6,2820
2091,216,2820
2092,310,2820
2093,385,2820
2094,6,2821
2095,216,2821
2096,310,2821
2097,385,2821
2098,6,2822
2099,216,2822
2100,310,2822
2101,385,2822
2104,454,2802
2105,455,2803
2106,456,2804
2107,14,2823
2108,14,2824
2109,14,2825
2110,14,2826
2111,14,2827
2112,14,2828
2116,457,2803
2117,457,2802
2118,457,2804
2124,107,2754
2125,119,2560
2126,216,2560
2127,310,2560
2128,311,2560
2129,312,2560
2136,119,2574
2137,216,2574
2138,310,2574
2140,311,2574
2141,312,2574
2143,119,2682
2144,216,2682
2145,310,2682
2146,311,2682
2147,312,2682
2149,216,2674
2150,310,2674
2153,161,2788
2154,216,2788
2155,310,2788
2156,311,2788
2157,312,2788
2158,310,2646
2159,216,2646
2160,311,2646
2161,312,2646
2163,36,2709
2164,216,2709
2165,310,2709
2166,311,2709
2167,312,2709
2168,14,2722
2169,216,2722
2170,310,2722
2171,311,2722
2172,312,2722
2182,216,2835
2183,310,2835
2184,373,2835
2185,104,2836
2186,216,2836
2187,310,2836
2188,104,2837
2189,216,2837
2190,310,2837
2191,104,2838
2192,216,2838
2193,310,2838
2194,104,2839
2195,216,2839
2196,310,2839
2197,104,2840
2198,216,2840
2199,310,2840
2200,104,2841
2201,216,2841
2202,310,2841
2203,6,2843
2204,216,2843
2205,310,2843
2206,311,2843
2207,347,2843
2208,385,2843
2209,6,2844
2210,216,2844
2211,310,2844
2212,311,2844
2213,347,2844
2214,385,2844
2215,6,2845
2216,216,2845
2217,310,2845
2218,311,2845
2219,347,2845
2220,385,2845
2221,6,2846
2222,216,2846
2223,310,2846
2224,311,2846
2225,347,2846
2226,385,2846
2227,12,2847
2228,106,2847
2230,216,2847
2231,310,2847
2232,311,2847
2233,312,2847
2234,12,2848
2235,106,2848
2237,216,2848
2238,310,2848
2239,311,2848
2240,312,2848
2241,12,2849
2242,106,2849
2244,216,2849
2245,310,2849
2246,311,2849
2247,312,2849
2248,461,2853
2249,461,2854
2250,463,2852
2252,27,2857
2253,160,2857
2254,216,2857
2255,310,2857
2256,27,2858
2257,160,2858
2258,216,2858
2259,310,2858
2268,160,2861
2269,216,2861
2270,310,2861
2271,120,2861
