id,kind_id,speech
42,1,9점! 대단 하네요~
43,1,명중! 10점! 대단 하네요~
44,1,사람 잡겠네요~ 조심해요!
45,1,휴~ 죽을뻔했네... 연습좀 더하세요~
49,1,4점 이요~~
50,1,5점 이요~~
51,1,3점 이요~~
52,1,2점 이요~~
53,1,1점 이요~~~
54,1,0점 이요...
60,1,머...멈...추......
62,1,먹물뿜기!
63,1,사방치기!
64,1,오른촉수 내려치기!
65,1,왼촉수 내려치기!
66,1,적이닷!
67,1,잠수~
91,1,왕이 웃음을 그치지 못하니 한숨만 늘어나.
107,1,느리게~ 찬차니 ㅋㅋ
108,1,9899
111,1,날아가랏!
125,1,와~ 오늘 운이 아주 좋으시네요! 오늘 같은 날에는 이 행운의 부적을 지녀야 더 운이 최고로 올라가죠. 하나 가져가 보세요.
127,1,앗! 오늘 좋은 인연이 생기겠는데요? 이제 옆구리 시릴일이 없을지도 몰라요~ 이 인연의 부적이 도움이 될거에요. 이런 기회는 자주 오지 않는답니다~
128,1,아... 당신의 앞날에 아주 큰 위험이 보이네요. 왠지 남같지 않아서 걱정되서 하는 말이에요.. 이 액운을 막는 부적을 가져가야 화를 면할 수가 있어요!!
129,1,아니 이럴수가... 오늘은 어디에도 가지 마세요. 집에 아예 콕 박혀 있는 게 안전할 것 같네요. 그래도 굳이 나가시겠다면 이 수호의 부적이 필요할 것 같아요.
131,1,점괘가 잘 나오지 않네요. 탁한 기운이 있어서 그런거 같으니 이 정화의 부적으로 몸을 정결하게 한 후 다시 점을 보도록 해봐요.
132,1,어디 당신의 운명을 점쳐볼까요?
137,1,어디 당신의 운명을 점쳐볼까요?
140,2,이제 일곱 다리 마을 주민처럼 보이겠군!
141,1,어떤 멍청한 놈이지? 내 잠을 깨운 건?
144,1,끼아악...
150,1,으악! 살려줘! 이거 이상해!
153,1,물어뜯기!
154,1,마구치기!
163,1,으아아...조금만 더 기다리면 됐을 텐데...
164,1,ㅎㅎ
165,1,이 향기롭고 달콤함은 바로 천상의 맛!
166,2,맥주가 흘러나오는군. 정말 두들링들이 취하는 걸까? 
167,1,저리가라.저리가라.
172,1,왝!
175,1,너희들의 피가 곧 나의 힘이 될 것이다!
176,1,꺄아!
179,1,이히히히힝
180,1,우리의 적에게 죽음을!!
181,1,어이쿠! 죄송합니다!
182,1,어허! 조심 좀 하게나!
185,1,이런 제길 누구냐! 너에게 이 불꽃을 준 자는!
188,1,아니야! 마리아가 죽었을리 없어! 그건 거짓말이야!
189,1,물어뜯기!
195,1,왕의 폭소가 그치지 않는 비파항구에는 현혹된 무리만 가득하구나. 
200,1,움브라스님의 영토에 너희들의 그 더러운 발을 올려 놓은 걸 후회하라!
203,1,부사령관님! 사령관 멜리키우스가 배신한 증거를 가져왔습니다.
204,1,드디어 꼬리를 잡았군! 빌어먹을 멜리키우스놈. 마우스! 멜리키우스에게 가자!
205,1,이 편지가 뭔지 아시겠소? 사령관?
207,1,지옥에나 떨어져라 이 반역자야!
208,1,제기랄...
209,1,"부사령관님, 멜리키우스의 반역을 두 왕관 본대에 알려야겠습니다."
210,1,그래야지. 마우스 자네가 그 일을 맡아 처리해주게.
211,1,예! 알겠습니다!
212,1,이 녀석들! 어떻게 눈치를 챈거냐! 이렇게 된 이상 모두 죽여주마!
213,1,죽어! 이 변태!
214,1,이 더러운 변태 녀석아!
215,1,수상한 사람이 지나가거든 꼭 저에게 알려주십시오.
216,1,마을에 수상한 사람이 찾아오면 저에게 알려 주십시오.
218,1,갸륵하여 그 기도를 들어주겠노라!
219,1,드디어 인간이 되었어!
220,1,여보... 그러지 마세요... 전 이미 죽었어요. 부디 당신이 날 잊고 자신의 삶에 충실해 졌으면 좋겠어요. 부탁이에요...
222,1,아니면 저주를 받아 일그러진 고릴라가 좋으냐! 크아아!
223,1,너도 나의 노예로 만들어주마!
225,1,으윽! 그 더럽고 독한 뿌리를 나한테 던지다니!
228,1,맥주를 마시고 부르는 노래가 최고지! 
229,1,드디어 왔느냐! 스파틸리오의 종이여!
230,1,"너희에겐 안된 일이지만, 이미 우리의 주인님은 이 십자별 평원을 불태울 준비를 끝내셨다."
231,1,네 녀석도 지옥불의 고통 속에 비명을 질러 보아라!
235,1,역시 믿을 수 없어! 당신도 서큐버스의 노예인 게 분명해!
236,1,나무를 계속 벤다면 이 땅에 평화는 돌아오지 않을 것이다.
238,1,저기 저 크리스라는 녀석이 바로 배신자야. 네 실력을 지켜보도록 하지.
239,1,이봐! 나는 아니야! 나는 배신자가 아니라구!
240,1,"좋아 크리스, 네게도 기회를 주지. 서로 싸워서 죽는 놈이 배신자가 되는 거야. 알아들었나?"
241,1,미안하다! 하지만 나도 어쩔 수 없어!
242,1,흥! 역시 별 볼일 없는 녀석이군. 돌아가자!
244,1,배... 배가 너무 아파...
245,1,숲의 분노를 느껴 보아라.
246,1,달려!!!!!!!!  ~^0^~ >_<
249,1,오랫동안 갇혀있던 나를 꺼내줘서 고마워. 날 가둬뒀던 이 무서운 물건은 너에게 줄게. 무서운 마법의 힘이 담긴 물건이니 어딘가 쓸모가 있을지 몰라..그럼 이만!
250,1,독 기운이 사라졌다! 이 놈 감히 나를 협박하다니! 용서하지 않겠다!
251,1,아하하하하하!
252,2,들켰다!
256,2,이 진주빛 조개껍질을 보니 이 곳이 한 때 바다였다는 이야기도 이해가 가는군!
261,1,감사합니다! 절 구해주셨군요!
262,1,아! 살았다!
264,1,모두 횃불로 나무거인을 공격해!
266,1,누구냐! 나의 잠을 깨우는 사람이!
268,1,"사랑하는 발렌티나에게, 내 모든 보물은 네가 친척들의 방해없이 물려받을 수 있도록 거대 설인의 둥지에 놓아두었다. 사랑하는 아빠가."
269,1,"사랑하는 딸아. 내 모든 재산을 찾을 실마리는 내가 가장 오랫동안 일했던 장소에서 찾을 수 있다. 흠, 안델프 감옥이란  이야기군? "
270,1,그 사람이 사용했다던 책상이나 서류철 같은 곳을 뒤져보도록 하자!
271,1,수상한 사람이 지나가거든 꼭 저에게 알려주십시오.
274,1,아! 시원하다! 살이 빠진 기분이네…
292,1,만세! 드디어 저주가 풀렸다! 이제 가족을 다시 볼 수 있게 됐어!
295,1,"붉은색 약품이 체력 회복을 위한 것이고, 푸른색 약품이 활력 회복을 위한 것입니다. 마음 편히 골라 보세요~"
296,1,이건 당신이 생각하는 그런 약품이 아니에요. 초승달 왕좌의 장인이 한방울 한방울 뽑아낸 그런 약품 입니다.
297,1,"기력이 쇠해 보이는 군요. 그럴땐 ""수줍은 소녀의 입맞춤"" 을 한잔 해보세요."
298,1,이 약 한번 잡숴봐~
299,1,부족한 방어력은 검은색 물약으로 보완 할 수 있습니다. 저를 믿어 보세요.
300,1,조리 기구와 친해져 보세요. 당신도 저 처럼 훌륭한 요리들을 만들 수 있을꺼에요.
301,1,잘 요리한 음식은 힘을 돋구어 주기도 합니다. 제 요리 한번 드셔 보세요.
302,1,요리는 모험가의 필수 덕목입니다. 우리 주변에는 생각보다 좋은 단백질원들이 풍부하니까요.
303,1,먹음직 스러운 요리들을 구경해 보세요.
304,1,그건 파는 물건은 아니랍니다. 제 요리 메뉴를 한번 보시는게 어떨까요?
305,1,"저승의 돌과 기억의 잉크, 공간이동서만 있다면 당신이 가본 어떠한 곳이라도 다시 갈 수 있습니다."
306,1,연인을 위한 하트 무늬 폭죽 어떠십니까? 아 애인이 없으시다구요? 이런 그렇다면 부를 과시 할 수 있는 용무늬 폭죽도 있습니다.
307,1,바닷 사람의 필수품 조명탄을 사 놓으시는게 어떨까요? 바다 한 가운데 조난을 당하고 나면 제 이야기가 고마울 겁니다.
309,1,좋은 품종의 씨앗들이 새로 들어왔습니다. 옥수수 씨앗은 어떤가요?
310,1,좋은 무기는 노련한 관리에서 시작됩니다. 당신의 무기를 손 봐 드릴까요?
311,1,제 연장들에 관심이 많으시군요. 모루와 친해지세요. 당신도 언젠가는 나같은 장인이 되어 있을껍니다.
312,1,진정한 용사라면 자기 무기나 방어구 쯤은 만들수 있어야 합니다. 하지만 당신 같은이들이 있어서 저도 먹고 살수 있는거죠.
313,1,전투 능력은 좋은 장비가 기본 바탕이 되어야 합니다. 한번 골라 보세요.
314,1,당신 같은 풋내기들을 위한 저렴한 무기와 방어구도 준비되어 있습니다. 이번 기회에 강인한 용사로 거듭나 보시는 것도 좋겠군요.
316,1,으악!
325,1,"이 과자, 한 3백 년은 된 듯한 맛인데..."
326,1,보인다! 백 년 전 이 과자를 구운 장인의 얼굴이!
327,1,"보인다. 정원이 있고, 쓰러져 가는 남자가 보여. 나를 바라보는 눈빛이 너무 애처롭네."
328,1,"도서관, 그곳에서 고대의 마법을 연구하던 이가 보인다."
329,1,그의 죽음으로 너희는 실의에 빠지리라.
330,1,이루어질 수 없는 사랑은 그녀를 바닷속 깊이 가두고 마는군.
331,1,“그렇겠지. 하지만 난 최초로 신을 죽인 사내가 되어보려 한다.”
332,1,"“난 최후의 순간인 지금, 너를 가장 증오한다. 진 에버나이트.”"
333,1,조상신께서 죽으면서 너희는 그의 능력의 일부를 갖게 되었다. 그리고 그의 슬픔까지도.
334,1,조상신께서는 파괴의 신에 맞서 세상을 구원하려 하였지.
335,1,"“네가 보호하려는 자는 친구가 아니라 수많은 도시를 파괴한 전쟁의 신이야! 우리는 그런 신들을 처단하기로 맹세하지 않았나? 네가 만일 맹약을 배신하겠다면, 나는 너를 용서할 수 없다!”"
336,1,"“다후타 여신이여, 이렇듯 다시 만나기까지 참으로 긴 시간이 걸렸소.”"
337,1,"“미천한 자가 감히 여신의 거처에 서게 되어 몸 둘 바를 모르겠지만, 여신께서 너그럽게 이해한다면 옛이야기를 위해 잠시 다른 사람을 물리쳐 주었으면 좋겠소, 아란제비아.”"
338,1,"‘비록 마음이 어두워졌더라도, 그대의 목소리는 아직도 맑군. 아란제비아.’ "
339,1,"“그래, 내버려둔 죄. 널 아비 없는 아이로 내버려둬서 이 모든 일을 저지르게 했구나. 이 모든 일이 얼마나 큰 죄인지 가르쳐주지 않아서, 이 모든 유희가 얼마나 무의미한지 알려주지 않아서, 그래서 네 목소리가 아직도 맑구나.”"
340,1,‘널 돌보았어야 했는데. 아란제비아 내 불쌍한 아이.’
341,1,차원 속에 갇혀 버린 용의 지배자 그들이 악의 씨앗이 되어버리고 만다. 그들의 숨결을 여기 그위오니드 곳곳에서 느낄 수 있지.
343,1,쿠아아아아아!
344,1,천둥과 벼락이 시작된다!
345,1,"누이 여신이여, 그대 품으로 가겠나이다..."
354,1,당신의 눈사자는 제가 맡아두었습니다. 안심하고 캉아르에게 돌아가세요.
355,1,헉!
361,1,헉! 저건!
368,1,그의 죽음으로 인해 너희는 실의에 빠지리라.
369,1,이루어 질 수 없는 사랑은 그녀를 바다속 깊히 가두고 마는군
370,1,“그렇겠지. 하지만 난 최초로 신을 죽인 사내가 되어보려 한다.”
371,1,"“난 최후의 순간인 지금, 너를 가장 증오한다. 진 에버나이트.”"
374,1,"“네가 보호하려는 자는 친구가 아니라 수많은 도시를 파괴한 전쟁의 신이야! 우리는 그런 신들을 처단하기로 맹세하지 않았나? 네가 만일 맹약을 배신하겠다면, 나는 너를 용서할 수 없다!”"
375,1,"“다후타 여신이여, 이렇듯 다시 만나기까지 참으로 긴 시간이 걸렸소.”"
376,1,"“미천한 자가 감히 여신의 거처에 서게 되어 몸 둘 바를 모르겠지만, 여신께서 너그럽게 이해한다면 옛 이야기를 위해 잠시 다른 사람을 물리쳐 주었으면 좋겠소 아란제비아.”"
377,1,"‘비록 마음이 어두워졌더라도, 그대의 목소리는 아직도 맑군 아란제비아.’ "
378,1,"“그래, 내버려둔 죄. 널 아비 없는 아이로 내버려둬서 이 모든 일을 저지르게 했구나. 이 모든 일이 얼마나 큰 죄인지 가르쳐주지 않아서, 이 모든 유희가 얼마나 무의미한지 알려주지 않아서, 그래서 네 목소리가 아직도 맑구나.”"
379,1,‘널 돌보았어야 했는데. 아란제비아 내 불쌍한 아이.’
380,1,차원속에 갇혀 버린 용의 지배자 그들이 악의 씨앗이 되어버리고 만다. 그들의 숨결을 여기 그위오니드 곳곳에서 느낄수 있지.
384,1,버프 제대로 걸렸당께?
390,1,감히 하늘 무서운 줄 모르고 이 몸을 불러내다니.
391,1,죽어라! 이 건방진 녀석!
401,1,이것이 자유도인가?
402,1,사람은 태어나면서 자유롭고 평등하다더니...
403,1,"자유는 쟁취하는 것이지, 주어지는 것은 아니지!"
404,1,오! 자유여!
405,1,자유롭게 저 하늘을 날아가도 놀라지 않을 것 같아.
406,1,"나에게 자유를 주든지, 아니면 죽음을 주소서."
407,1,착각은 자유지.
408,1,이제 그만 자유.
409,1,자유의 바다로 노를 저어가고 싶어.
418,1,천둥과 벼락이 시작된다!
419,1,보이는가? 지축을 흔들며 달리던 선조들이? 들리는가? 초원을 울리던 용사들의 함성이? 그 드넓은 대초원이 페레들을 다시 부르고 있네.
424,1,그의 죽음으로 인해 너희는 실의에 빠지리라.
425,1,이루어 질 수 없는 사랑은 그녀를 바다속 깊히 가두고 마는군
426,1,그렇겠지. 하지만 난 최초로 신을 죽인 사내가 되어보려 한다.
427,1,"난 최후의 순간인 지금, 너를 가장 증오한다. 진 에버나이트."
428,1,"조상신께서 죽으면서 너희는 그의 능력의 일부를 갖게 되었다. 그리고, 그의 슬픔까지도."
429,1,조상신께서는 파괴의 신에 맞서 세상을 구원하려 하였지.
430,1,네가 보호하려는 자는 친구가 아니라 수많은 도시를 파괴한 전쟁의 신이야! 우리는 그런 신들을 처단하기로 맹세하지 않았나?
431,1,"다후타 여신이여, 이렇듯 다시 만나기까지 참으로 긴 시간이 걸렸소."
432,1,"미천한 자가 감히 여신의 거처에 서게 되어 몸 둘 바를 모르겠지만, 여신께서 너그럽게 이해한다면 옛 이야기를 위해 잠시 다른 사람을 물리쳐 주었으면 좋겠소 아란제비아."
433,1,"비록 마음이 어두워졌더라도, 그대의 목소리는 아직도 맑군 아란제비아."
434,1,"그래, 내버려둔 죄. 널 아비 없는 아이로 내버려둬서 이 모든 일을 저지르게 했구나."
435,1,널 돌보았어야 했는데. 아란제비아 내 불쌍한 아이.
436,1,차원속에 갇혀 버린 용의 지배자 그들이 악의 씨앗이 되어버리고 만다. 그들의 숨결을 여기 그위오니드 곳곳에서 느낄수 있지.
437,1,젊은 용사여. 세상에서 가장 빠른 눈사자인 내 흑야를 물려받게나. ...흑야가 어디 갔지?
438,1,"신의 채찍, 대초원을 달리는 우리 전사의 행렬을 보고 두려워한 자들이 그렇게 일컬었지. 우리의 웅비한 혼을 잊지 말게."
439,1,쓰러진 동료를 두고 그냥 갈 텐가 아니면 눈사자에 태워 함께 달릴 텐가...내가 그때 그를 더욱 붙잡았더라면....
442,2,이런 게 정말 무기가 되는 구나...
443,2,아프냐? 나는 힘들다...
444,2,옛말에 말 안 듣는 놈들은 생선 대가리로 두들겨 패야 말을 잘 듣는다고 했어!
446,2,이 참치 나중에 먹을 수 있을까...?
449,2,나는야 바다에 왕자 당신은 해변에 참치~!
450,2,참치로 두들겨 맞으면 어떤 기분이 들까...?
451,2,누이여신의 품으로 돌아가거든 참치가 너를 보냈다고 말씀드리거라.
452,2,나는 16년 동안 참치를 휘둘러온 초밥 @PC_NAME(0)! 다덤벼!
453,2,누이여신의 품으로 돌아가거라!
454,2,생선 비린내가 고약하군...
455,2,찰지구나...
457,1,ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
458,1,ㅎㅎㅎ
462,1,그건... 내가 찾고 있던 귀걸이...
464,1,이건 내 사랑과 함께 했던 결혼 반지...그림자 매에게 빼앗긴 줄 알았는데...
470,1,윽! 똥냄새...
471,1,으으으윽...
472,1,으으으윽...
476,1,으아아!
477,2,이 물건은 쓸모가 없군.
478,1,으아아...
479,1,용사님들 여기로 피하세요! 곧 몸이 하늘 높이 솟아 오르고 말꺼에요!
488,1,이것이 자유도인가?
489,1,자유로운 기분이 느껴져.
490,1,자유도의 힘을 보여주겠다!
492,1,감히 왕의 농경지에 불을 지르다니! 난 이미 죽어 있다고 복창해라!
493,1,ㅇㅇㅇㅇ
495,1,진짜 하리하란으로 변했다! 주술사 아슈무의 말이 거짓말일까 봐 걱정했는데 사실이었어!
500,1,누구냐! 감히 여신상을 훔치는 자가!!
504,1,좋았어!!
505,1,으아악
508,1,누구얏! 아프다구!! 내 잠을 깨운게 너네들이지!
518,2,맞다. 이걸 바람 띠 상단원이 넘겨달라고 했었지? 어쩌지? 뱀의 틈 출구에서 바람 띠 상단의 행수가 기다린다고 했는데...
521,1,죽어라 미천한 것들!
522,1,흐흐흐흐. 헛수고들 하고 있군! 이미 밤의 눈은 우리가 장악했다!
523,1,빨리 이 녀석을 죽여! 보호진이 위험하다!
538,2,위대한 왕 <솔즈리언>의 이름을 영원토록 찬양하기 위해 우리가 딛고 선 이 반도의 이름을 솔즈리드라고 한다.
539,2,원대륙의 멸망과 함께 누이 여신의 고결한 희생을 통해 수많은 생명이 이곳으로 이주해왔다. 우리는 누이 여신을 기리기 위해 이 땅을 누이아로 부른다.
540,2,먼 옛날 가려진 시대의 전쟁에서 패배한 종족은 분리된 세계에 봉인 당했다. 하지만 그들의 사악한 정신은 종종 차원의 벽을 넘어 사람들에게 영향을 준다고 하니 언제나 주의할 지어다.
541,2,"정원에 들어가 권능의 의자에 앉은 자는 누구든지 신의 권능을 얻을 수 있다는 전설은, 운명을 언제든 바꿀 수 있다는 뜻이 아닐까?"
542,2,"홍수를 일으키는 자, 불화의 흰 여자, 세발솥의 주인, 숲지기의 딸. 그녀가 세상에 다시 나타나서 힘을 잃고 은둔할 때 우리의 배가 원대륙으로 갈 수 있으리라."
543,2,"누이 여신의 고결한 희생을 본받아 모두 함께 하고자 <누이아 공동체>를 만들었지만, 엘프와 페레 같은 종족들이 뜻을 같이하지 않아 점점 유명무실해졌다."
544,2,요즘 젊은이들은 누이 여신의 고결한 희생을 망각한 채 청춘 남녀가 시시덕거리면서 놀기에 바쁘다. 버릇없는 젊은이들 때문에 미래가 걱정된다.
545,2,이니스테르로 떠나는 형제들이여. 새로운 땅에서도 누이안의 긍지를 잃지 말고 이니스테르를 더욱 흥하게 하라.
546,2,초승달 왕좌의 위엄에 도전한 자. 그 무례한 교만에 마땅한 징벌을 했도다. <일벌백계의 폐허>라는 이름을 역사에 남기니 후대는 이것을 기억하라.
547,2,바다의 여신 다후타는 한 인간에 대한 사랑이 집착으로 변해서 결국 스스로 파멸하여 물속에 잠겼다는 전설이 있다. 전지전능한 권능을 지닌 신도 불완전한 존재에 불과한 것인가?
548,2,초승달 왕좌 왕의 아들 <일리온>이 일식전쟁에서 승리를 거두었다. 살리움 왕가는 멸망하고 일부 생존자는 바다 건너 동부의 땅으로 달아났다. 일리온은 새 왕국 <두 왕관>을 세웠다.
549,2,초승달 왕좌 지하에는 미로가 있다. <미로의 시험>을 통과하는 자만이 초승달 왕좌의 왕이 될 수 있다. 초승달 왕좌의 왕이 된다는 것은 미로를 통과할 지혜와 용기가 있다는 뜻이다.
550,2,위대한 왕 솔즈리언을 기념하는 솔즈리언의 문. 하지만 그것이 생긴 유래에 대해서는 다들 다르게 알고 있다. 이 선돌에는 가장 정확한 진실을 기록하고 싶었건만….
551,2,"내 평생을 바쳐 선돌에 역사를 새겼다. 나는 마지막 선돌 기록자, 앞으로 선돌에 역사가 기록되는 일은 없을 것이다. 연구가들이 우리의 기록을 헛되이 여기지 않기를."
552,1,가진 짐을 모두 내놓으면 목숨만은 살려주지!
553,1,이곳에 네손가락 도적단이 극성이라더니 하마터면 큰일 날 뻔 했네요. 덕분에 살았어요.
554,1,"뜨, 뜨겁다! 이런 미개한 종족의 손에 내 영겁의 삶이 끝나게 되다니!"
555,1,하지만 너희는 나보다 더 고통받으며 죽어갈 것이다. 새로운 전쟁이 시작되고 있으니!
558,1,이봐요! 우윳빛강 마을로 가는 길이라면 저와 함께 가요.
559,1,바람의 군주님을 위하여!
560,1,바람의 군주님을 보호해라!
561,1,잘 부탁드리겠습니다!
565,1,전 대륙에 소문난 엘프 종족의 솜씨를 보지요!
570,1,"나쁜 놈, 죽었다! 신난다!"
585,1,묻어버리겠어!!!
588,1,살아 있는 모든 것들을 멸하고 말 것이다!
591,1,웬 놈들이냐!!
592,1,적이 나타났다!
593,1,물건을 보호해라!
598,1,정신 차려요!!
600,1,네놈은 뭐냐!
601,1,"이잇, 금을 줄것처럼 모여보라 하더니 이런 술수를!"
602,1,우리가 누군지 아느냐! 그림자 매를 건드리고 살 것 같으냐!
605,1,멍멍!
606,1,멍멍!
607,1,이 도둑놈! 집주인이 있는 집에 버젓이 들어와 도둑질을 하다니! 마을의 평화를 위해서 널 용서치 않겠다!
618,1,"더러운 욕망 1호 출격 준비 합니다! 하나, 둘, 셋...!"
619,1,당장 굽은 등 상단의 물건을 내놔! 순순히 넘기면 유혈 사태는 일어나지 않을 것이다!
620,2,악! 이렇게 깨어나라고 만든 물건은 아닐 텐데!
622,1,흠 이건 뭐지...... 남의 물건일 수도 있으니 일단 건드리지 않는게 좋겠어. 아비마르님에게 보고해야겠군. 가자 래피!
623,1,래피!! 저기 뭔가 있어보이는데? 가보자!
624,1,아비마르님 이 앞을 래피와 순찰을 돌다가 신기한 물건을 발견했습니다. 저랑 같이 가보시겠습니까? 
626,1,이런 멍청한!! 내가 그렇게 한가해 보이나 근무 시간에 딴짓 하지 말고 근무나 하란 말이야!!
628,2,괜히 나한테 대고 성질이야 제길...... 더러워서 못해 먹겠군.
638,2,새장속의 목소리 : “성공했군요! 이제 하얀 숲 나루터의 서성이는 유령에게 날 사용하세요. 내가 유령의 정기를 긁어내는 동안 놈이 나를 눈치채지 못하게 해줘요.”
640,2, 새장속의 목소리 : “오보로스는 산자와 죽은 자를 가리지 않고 무분별한 복수를 하고 있지요. 놈의 힘을 약화시킬테니 그때 공격해요!”
642,1,이 배신자! 네 피를 내 가족들의 영전에 바치겠다!
643,1,네가 감히 이 더러운 영혼들의 편을 드는거냐... 네겐 정의도 없느냐!
648,1,"여기야, 이 바보같은 녀석아~!"
649,1,꺄아악!
650,1,날 보지 말고 얼른 나뭇가지나 꺾어서 달아나요!
651,1,됐어요! 불쌍하지만.....어쩔 수 없는 일이었어요. 정기를 수집하세요.
661,1,이곳에 와서 입을 함부로 놀리다니! 간이 배 밖으로 나왔냐!
662,1,오....오보로스의 부엉이? 안돼! 다가오지 마!
663,1,이런....날 보지 않게 해달라고 했잖아요! 다시 해봐요.
664,1,안돼! 내 복수는 아직 끝나지 않았어...!!!
667,1,초승달 왕좌의 긍지를 보여드리겠습니다.
668,2,스티브 잡스(1955-2011)
669,1,"히히, 다 보인다. 날 잡겠다고?"
670,1,내 앞에서 접근해봐야 소용없을껄.
671,1,앞에서 오는데 나잡아가쇼~ 하는 바보도 있나?
672,1,은사시나무를 불태우는게 뭐가 나빠!
673,1,난 단지 녹색 기사단 홍보문에 공감한거야!
674,1,"은사시나무는 전염병이야, 너도 봤잖아?!"
675,1,과격파의 앞잡이! 가만 두지 않겠다!
676,1,비파를 파괴하다니! 가만 두지 않겠다!
678,1,곧 초승달 왕좌를 불바다로 만들테니 두 선장들에게 대기 하고 있으라고 전해.
682,1,하하하! 기계장치는 내가 가져간다!
683,1,첫번째 발동
684,1,두번째 발동
686,1,누가 감히 살리움 왕가의 보물을 건드리는가!
689,2,뭔가 이상한 기분인데...
692,1,나무보호! 자연보호!
694,1,닥쳐! 이 수정구가 내게 은사시로 가득한 끔찍한 미래를 보여줬단 말이다!
699,2,내... 내가 아직 살아 있는 건가?
700,1,아아아아!!
702,1,으앗!!
703,1,엇?!
706,1,자아! 갑니다!
709,1,으아아아
712,1,으아악~~
714,1,누구냐! 감히 여신상을 훔치는 자가!!
716,1,감히 왕의 농경지에 불을 지르다니! 난 이미 죽어 있다고 복창해라!
717,1,힘이 솟는다!
718,1,고맙소! 젊은이여!
719,1,바람이여 내게 힘을!
722,1,꺅! 난 목욕 중이었는데... 이 변태! 죽어랏!
732,1,왕궁에 침입자가 있다!
738,1,이야아아아! 거부한다!
741,1,Nuclear Launch Detected !!
743,2,"주인이 없는 집 같긴 한데, 그렇다고 상자에 든 물건을 마음대로 가져가도 괜찮은 걸까?"
744,2,"여긴 케이티 씨 집인데, 남의 집 물건을 함부로 꺼내서 가져가도 괜찮은 걸까?"
745,2,"주인이 없는 집 같긴 한데, 그렇다고 상자에 든 물건을 마음대로 가져가도 괜찮은 걸까?"
746,1,뜨거운 맛을 보여주지~!!!
749,1,"/말 아까부터 들었는데, 고루하게 뭐하는 짓이야! 정화의 아키움이라는 건 다시 만들면 되는 것 아니야? 이럴 시간에 갈라진 대지에 있는 |nn;@NPC_NAME(8071)|r을 만나보라고."
755,1,죽음을 명령하노라! 너의 죄에 대한 최소한의 선처이다!
759,1,내 소중한 여우를 죽이다니!!
763,1,"아아, 원한이 사라졌습니다. 감사해요."
764,1,나의 원한은 아직 끝나지 않았어!
769,1,총독님! 저희 마님 일부터 도와주셔야죠!
772,1,"총독님, 한 시간 넘게 산책하시니까 좋아요? 저 여기 계속 서 있어요?"
774,1,총독님이 체력 좋으신 건 잘 알았으니까 이제 제 말 좀 들어보세요. 저 무릎 아파요!
775,1,나는 그 소녀의 순수를 지켜주고 싶었네. 그리고 해방시키고 싶었지만...지금은 어디 있을까. 오키드나....
776,1,"피눈물의 치찰라이, 바람날개의 오트샤, 그리운 전사들의 피와 용기는 어디로 이어졌는가."
777,1,"태양 회합에서 결의하는 순간에도, 우리의 발톱이 그들을 찌르는 순간에도 나는 잊지 않았네. 내 그리운 친구의 이름을...."
