id,after,respawn,min_time,max_time,show_tip,show_end_time,tip
386,0,t,7200000,14400000,f,f,
387,0,t,14400000,21600000,f,f,
388,0,t,3000000,4200000,f,f,
390,0,t,14400000,21600000,f,f,
391,0,t,7200000,14400000,f,f,
392,0,t,14400000,21600000,f,f,
393,1000,t,60000,70000,f,f,
394,,f,10000,20000,f,f,
397,0,t,10000,30000,f,f,
398,500,t,30000,60000,f,f,
399,500,t,60000,80000,f,f,
401,1000,t,10000,10000,f,f,
402,0,t,30000,90000,f,f,
403,,t,10000,12000,f,f,
404,2000,t,30000,40000,f,f,
406,,t,4000,7000,f,f,
407,0,f,,,f,f,
409,0,f,,,f,f,
412,0,t,14400000,21600000,f,f,
415,0,t,180000,300000,f,f,
416,0,t,180000,300000,f,f,
417,15000,t,15000,20000,f,f,
418,0,t,10000,20000,f,f,
419,0,f,,,f,f,
420,1000,f,,,f,f,
423,0,t,7000,7000,f,f,
427,1000,t,100000,400000,f,f,
428,1000,f,,,f,f,
429,3600000,t,100000,500000,f,f,
430,1500,t,60000,100000,f,f,
431,0,t,60000,120000,f,f,
432,0,t,30000,60000,f,f,
433,0,t,20000,30000,f,f,
434,0,t,10000,30000,f,f,
435,0,t,10000,30000,f,f,
436,0,t,10000,30000,f,f,
437,500,t,45000,50000,f,f,
439,0,t,120000,240000,f,f,
440,500,t,5000,10000,f,f,
442,1000,f,,,f,f,
443,0,t,10000,30000,f,f,
446,0,t,60000,120000,f,f,
448,120000,f,,,f,f,
449,120000,f,,,f,f,
451,120000,f,,,f,f,
454,120000,f,,,f,f,
455,120000,f,,,f,f,
456,120000,f,,,f,f,
457,120000,f,,,f,f,
459,1000,t,30000,30000,f,f,
461,0,t,60000,60000,f,f,
473,1000,t,5000,5000,f,f,
474,2000,t,60000,60000,f,f,
475,100,f,0,0,f,f,
477,1000,t,30000,60000,f,f,
478,1000,t,1000,1000,f,f,
479,60000,t,200,200,f,f,
481,1000,t,1000,1000,f,f,
482,1000,t,10000,10000,f,f,
483,10000,t,30000,30000,f,f,
484,10000,f,5000,10000,f,f,
486,0,f,,,f,f,
487,1000,t,20000,40000,f,f,
488,1000,t,20000,40000,f,f,
490,0,f,0,0,f,f,
492,500,f,0,0,f,f,
493,500,f,,,f,f,
498,3000,t,20000,45000,f,f,
501,1000,f,,,f,f,
506,,t,7000,15000,f,f,
509,4000,f,7000,12000,f,f,
510,,t,20000,30000,f,f,
512,1000,t,40000,60000,f,f,
514,3600000,t,1000,10000,f,f,
515,360000,f,10000,100000,f,f,
516,0,t,10000,30000,f,f,
517,0,t,10000,30000,f,f,
518,1000,t,20000,60000,f,f,
519,0,t,360000,360000,f,f,
520,,t,2000,2000,f,f,
521,5000,t,30000,60000,f,f,
522,5000,t,7000,14000,f,f,
523,1000,t,7000,7000,f,f,
524,,t,15000,15000,f,f,
525,1000,t,7000,7000,f,f,
526,1000,t,7000,7000,f,f,
528,0,t,10000,30000,f,f,
531,5000,t,30000,60000,f,f,
533,,t,7000,15000,f,f,
540,,t,7000,15000,f,f,
544,,t,20000,30000,f,f,
549,1000,t,15000,20000,f,f,
551,500,t,10000,20000,f,f,
552,,t,20000,25000,f,f,
553,60000,f,,,f,f,
554,0,t,20000,25000,f,f,
555,30000,t,60000,60000,f,f,
557,10000,t,10000,20000,f,f,
558,4000,t,20000,40000,f,f,
559,10000,t,16000,20000,f,f,
561,0,t,10000,30000,f,f,
566,500,t,30000,60000,f,f,
568,500,t,20000,25000,f,f,
569,300,t,35000,40000,f,f,
575,10000,f,10000,30000,f,f,
576,10000,t,900000,1200000,f,f,
578,0,t,14400000,21600000,f,f,
584,1000,f,,,f,f,
585,1000,f,10000,30000,f,f,
586,,f,6000,10000,f,f,
587,0,t,7200000,14400000,f,f,
588,5000,f,,,f,f,
589,5000,f,,,f,f,
590,0,t,180000,300000,f,f,
591,5000,t,20000,40000,f,f,
594,10000,t,900000,1200000,f,f,
595,0,t,14400000,21600000,f,f,
596,0,t,7200000,14400000,f,f,
597,0,t,14400000,21600000,f,f,
598,0,t,14400000,21600000,f,f,
599,0,t,180000,300000,f,f,
600,0,t,180000,300000,f,f,
601,0,t,30000,40000,f,f,
602,0,t,3000000,4200000,f,f,
603,0,t,120000,180000,f,f,
604,500,t,40000,60000,f,f,
605,0,t,7200000,14400000,f,f,
607,1000,f,,,f,f,
610,500,f,0,0,f,f,
612,1000,f,,,f,f,
614,0,t,14400000,21600000,f,f,
615,0,t,14400000,21600000,f,f,
616,0,t,3000000,4200000,f,f,
617,0,t,180000,300000,f,f,
618,0,t,180000,300000,f,f,
620,0,t,14400000,21600000,f,f,
621,0,t,180000,300000,f,f,
622,0,t,7200000,14400000,f,f,
623,0,t,3000000,4200000,f,f,
626,0,t,180000,300000,f,f,
627,0,t,180000,300000,f,f,
628,0,t,180000,300000,f,f,
629,0,t,180000,300000,f,f,
630,0,t,14400000,21600000,f,f,
631,0,t,180000,300000,f,f,
632,0,t,180000,300000,f,f,
633,0,t,14400000,21600000,f,f,
634,0,t,14400000,21600000,f,f,
635,0,t,14400000,21600000,f,f,
636,0,t,14400000,21600000,f,f,
637,0,t,7200000,14400000,f,f,
638,0,t,180000,300000,f,f,
639,0,t,180000,300000,f,f,
640,0,t,14400000,21600000,f,f,
641,0,t,14400000,21600000,f,f,
642,0,t,7200000,14400000,f,f,
643,0,t,180000,300000,f,f,
644,0,t,7200000,14400000,f,f,
645,0,t,180000,300000,f,f,
646,0,t,240000,360000,f,f,
647,0,t,180000,300000,f,f,
648,0,f,0,0,f,f,
649,1000,f,,,f,f,
650,1000,f,,,f,f,
653,500,t,40000,60000,f,f,
654,2000,f,10000,20000,f,f,
655,2000,f,10000,20000,f,f,
656,300,t,30000,60000,f,f,
657,1000,f,,,f,f,
658,1000,f,,,f,f,
659,5000,f,,,f,f,
661,10000,t,200000,300000,f,f,
663,1000,t,20000,30000,f,f,
664,5000,t,40000,50000,f,f,
665,500,t,20000,30000,f,f,
666,5000,t,25000,30000,f,f,
667,,f,0,0,f,f,
668,500,t,50000,60000,f,f,
669,300,t,30000,40000,f,f,
670,100,f,,,f,f,
672,,t,9000,12000,f,f,
673,60000,f,,,f,f,
674,1000,t,30000,45000,f,f,
675,1000,f,,,f,f,
676,5000,f,,,f,f,
677,1000,t,20000,30000,f,f,
681,0,t,0,0,f,f,
682,0,t,0,0,f,f,
684,3000,t,30000,45000,f,f,
688,3000,f,,,f,f,
689,0,t,0,0,f,f,
690,3000,t,3000000,4200000,f,f,
691,3000,t,3000000,4200000,f,f,
692,3000,t,3000000,4200000,f,f,
693,3000,t,3000000,4200000,f,f,
694,3000,t,3000000,4200000,f,f,
695,3000,t,3000000,4200000,f,f,
696,10000,f,,,f,f,
697,1000,f,,,f,f,
698,1000,t,20000,30000,f,f,
699,10000,t,180000,600000,f,f,
700,500,f,,,f,f,
701,500,t,30000,40000,f,f,
703,1000,t,1000,1000,f,f,
704,1000,t,2000,3000,f,f,
706,1000,f,20000,30000,f,f,
708,,t,30000,60000,f,f,
709,1000,t,10000,15000,f,f,
711,500,f,0,0,f,f,
712,30000,f,,,f,f,
713,1000,f,,,f,f,
716,10000,f,,,f,f,
718,1000,t,15000,15000,f,f,
719,1000,t,15000,15000,f,f,
720,1000,t,15000,15000,f,f,
721,5000,f,0,0,f,f,
722,,t,40000,40000,f,f,
723,1000,t,30000,30000,f,f,
724,1000,t,30000,30000,f,f,
725,1000,t,30000,30000,f,f,
726,5000,t,6000,7000,f,f,
727,0,f,0,0,f,f,
730,4000,t,10000,12000,f,f,
731,3000,f,100000,100000,f,f,
734,1000,t,60000,120000,f,f,
735,1000,t,60000,120000,f,f,
736,1000,t,60000,120000,f,f,
737,1000,t,60000,120000,f,f,
738,500,t,30000,120000,f,f,
739,,f,5000,10000,f,f,
740,1000,t,30000,30000,f,f,
741,1000,t,50000,60000,f,f,
743,2000,t,60000,60000,f,f,
745,1000,t,10000,10000,f,f,
747,0,f,,,f,f,
748,0,f,,,f,f,
749,0,f,,,f,f,
750,0,f,,,f,f,
751,0,f,,,f,f,
752,0,f,,,f,f,
753,0,f,,,f,f,
754,0,f,,,f,f,
755,0,f,,,f,f,
756,0,f,,,f,f,
757,0,f,,,f,f,
758,0,t,180000,360000,f,f,
759,1000,t,30000,60000,f,f,
767,1000,f,20000,32000,f,f,
768,10000,f,,,f,f,
770,500,t,60000,120000,f,f,
771,500,t,50000,50000,f,f,
772,0,t,60000,60000,f,f,
773,500,t,60000,60000,f,f,
776,0,t,0,0,f,f,
779,0,t,0,0,f,f,
783,1000,t,60000,120000,f,f,
784,1000,t,60000,120000,f,f,
786,500,f,,,f,f,
788,20000,f,,,f,f,
790,500,t,40000,40000,f,f,
791,500,t,40000,40000,f,f,
792,500,t,40000,40000,f,f,
795,,t,30000,30000,f,f,
796,500,t,60000,120000,f,f,
797,500,t,60000,120000,f,f,
798,500,t,60000,120000,f,f,
799,1000,t,50000,60000,f,f,
800,,t,60000,60000,f,f,
801,1000,t,10000,20000,f,f,
805,,t,30000,30000,f,f,
809,,t,60000,120000,f,f,
812,0,f,,,f,f,
813,,t,20000,30000,f,f,
814,1000,t,1000,5000,f,f,
815,1000,t,1000,5000,f,f,
816,2000,t,120000,120000,f,f,
817,,t,30000,40000,f,f,
821,500,t,30000,60000,f,f,
822,1000,t,600000,610000,f,f,
823,6000,t,30000,30000,f,f,
824,1000,t,30000,60000,f,f,
825,1000,t,60000,120000,f,f,
828,1000,t,2000,2000,f,f,
829,1000,t,600000,700000,f,f,
830,1000,t,300000,400000,f,f,
831,1000,t,300000,400000,f,f,
832,1000,t,300000,400000,f,f,
834,1000,f,,,f,f,
835,1000,f,,,f,f,
836,1000,f,,,f,f,
837,1000,f,,,f,f,
838,500,f,,,f,f,
841,500,t,10000,40000,f,f,
843,1000,t,10000,10000,f,f,
844,,t,30000,45000,f,f,
845,1000,t,0,0,f,f,
846,,t,30000,30000,f,f,
847,1000,f,,,f,f,
849,1000,t,30000,30000,f,f,
851,1000,t,20000,30000,f,f,
852,1000,t,10000,10000,f,f,
854,,t,5000,5000,f,f,
855,1000,t,30000,60000,f,f,
857,,t,45000,50000,f,f,
858,,t,30000,30000,f,f,
859,,t,30000,30000,f,f,
860,,t,25000,30000,f,f,
861,1000,t,10000,10000,f,f,
862,10000,t,10000,30000,f,f,
863,10000,t,10000,30000,f,f,
864,,t,50000,60000,f,f,
865,500,t,20000,40000,f,f,
866,5000,f,,,f,f,
867,5000,f,,,f,f,
868,500,f,600000,600000,f,f,
869,1000,t,180000,180000,f,f,
870,,t,30000,30000,f,f,
871,3000,t,180000,180000,f,f,
872,1000,f,,,f,f,
875,1000,t,60000,60000,f,f,
876,2000,f,,,f,f,
877,1000,f,0,0,f,f,
878,1000,t,10000,20000,f,f,
879,1000,t,40000,50000,f,f,
885,,t,20000,30000,f,f,
886,0,t,300000,900000,f,f,
887,0,t,3000000,4200000,f,f,
888,0,t,3000000,4200000,f,f,
890,0,t,7200000,14400000,f,f,
892,0,t,3000000,4200000,f,f,
893,0,t,300000,900000,f,f,
894,0,t,3000000,4200000,f,f,
895,0,t,7200000,14400000,f,f,
896,0,t,7200000,14400000,f,f,
897,0,t,7200000,14400000,f,f,
898,0,t,3000000,4200000,f,f,
900,0,t,300000,900000,f,f,
901,0,t,3000000,4200000,f,f,
902,0,t,300000,900000,f,f,
903,0,t,3000000,4200000,f,f,
904,0,t,300000,900000,f,f,
905,0,t,300000,900000,f,f,
906,0,t,3000000,4200000,f,f,
907,0,t,3000000,4200000,f,f,
908,0,t,3000000,4200000,f,f,
909,0,t,3000000,4200000,f,f,
910,0,t,3000000,4200000,f,f,
911,0,t,3000000,4200000,f,f,
912,0,t,3000000,4200000,f,f,
913,0,t,3000000,4200000,f,f,
914,0,t,3000000,4200000,f,f,
915,0,t,3000000,4200000,f,f,
916,0,t,300000,900000,f,f,
917,0,t,300000,900000,f,f,
918,0,t,3000000,4200000,f,f,
919,0,t,3000000,4200000,f,f,
921,0,t,14400000,21600000,f,f,
923,0,t,3000000,4200000,f,f,
924,,f,5000,10000,f,f,
925,1000,t,3000,3000,f,f,
926,1000,t,3000,3000,f,f,
928,1000,t,10000,10000,f,f,
929,10000,t,900000,1200000,f,f,
930,3600000,t,900000,1200000,f,f,
931,500,t,40000,60000,f,f,
933,5000,t,35000,40000,f,f,
934,1000,t,10000,30000,f,f,
936,6000,f,,,f,f,
937,1000,f,,,f,f,
938,90000,f,,,f,f,
939,500,t,45000,60000,f,f,
943,1000,t,20000,32000,f,f,
944,1000,t,20000,32000,f,f,
945,1000,t,20000,32000,f,f,
946,1000,t,20000,32000,f,f,
948,7000,t,20000,30000,f,f,
949,1000,t,20000,32000,f,f,
950,1000,t,20000,32000,f,f,
954,500,t,60000,60000,f,f,
955,1000,t,20000,32000,f,f,
956,500,t,60000,60000,f,f,
957,500,t,60000,60000,f,f,
958,500,t,60000,60000,f,f,
959,1000,t,32000,50000,f,f,
960,1000,t,60000,80000,f,f,
961,360000,f,,,f,f,
962,1000,t,60000,60000,f,f,
963,1000,t,60000,60000,f,f,
964,1000,t,20000,30000,f,f,
965,0,t,5000,5000,f,f,
966,10000,t,28000,40000,f,f,
967,18000,t,60000,90000,f,f,
968,18000,f,,,f,f,
969,18000,f,,,f,f,
970,18000,f,,,f,f,
973,500,t,30000,40000,f,f,
974,1000,t,5000,10000,f,f,
975,,t,20000,30000,f,f,
977,,f,10000,10000,f,f,
978,2000,t,20000,20000,f,f,
979,,f,20000,30000,f,f,
981,,t,20000,30000,f,f,
982,,f,30000,30000,f,f,
983,,f,30000,30000,f,f,
985,,t,30000,40000,f,f,
986,,t,30000,40000,f,f,
988,1000,t,10000,30000,f,f,
990,1000,f,,,f,f,
991,1000,t,10000,15000,f,f,
992,1000,t,10000,20000,f,f,
993,1000,t,10000,20000,f,f,
995,4000,f,7000,12000,f,f,
996,1000,f,,,f,f,
998,4000,t,7000,12000,f,f,
999,10000,f,,,f,f,
1001,500,t,40000,60000,f,f,
1003,30000,f,,,f,f,
1005,1000,f,,,f,f,
1009,,t,25000,30000,f,f,
1010,1000,t,25000,30000,f,f,
1012,500,t,30000,120000,f,f,
1013,1000,f,,,f,f,
1014,,t,10000,15000,f,f,
1015,10000,t,240000,360000,f,f,
1020,5000,t,30000,120000,f,f,
1021,0,t,180000,300000,f,f,
1022,0,t,1000,5000,f,f,
1023,500,t,60000,90000,f,f,
1026,,t,30000,40000,f,f,
1028,60000,f,,,f,f,
1030,1000,t,240000,30000,f,f,
1031,500,t,10000,20000,f,f,
1033,500,t,30000,60000,f,f,
1034,1000,f,,,f,f,
1035,0,t,50000,60000,f,f,
1036,500,t,90000,120000,f,f,
1037,500,t,60000,90000,f,f,
1039,60000,f,,,f,f,
1040,0,t,90000,120000,f,f,
1041,0,f,0,0,f,f,
1042,1000,t,60000,90000,f,f,
1043,1000,t,60000,90000,f,f,
1045,1000,t,60000,90000,f,f,
1046,1000,t,60000,90000,f,f,
1047,15000,f,,,f,f,
1048,1000,f,,,f,f,
1049,1000,f,,,f,f,
1050,1000,f,,,f,f,
1051,300,t,40000,60000,f,f,
1052,0,t,60000,90000,f,f,
1053,30000,f,,,f,f,
1054,0,t,60000,60000,f,f,
1055,0,t,90000,120000,f,f,
1056,1000,t,10000,10000,f,f,
1058,1000,t,60000,90000,f,f,
1059,40000,f,,,f,f,
1060,0,f,,,f,f,
1061,1000,t,60000,60000,f,f,
1064,1000,t,60000,60000,f,f,
1065,,f,30000,40000,f,f,
1066,,t,25000,40000,f,f,
1067,1000,t,60000,90000,f,f,
1068,1000,t,60000,90000,f,f,
1069,1000,t,60000,90000,f,f,
1070,1000,t,60000,90000,f,f,
1071,1000,t,60000,90000,f,f,
1074,3000,t,30000,60000,f,f,
1075,100,t,10000,10000,f,f,
1077,0,f,,,f,f,
1079,20000,t,30000,30000,f,f,
1081,3600000,f,,,f,f,
1082,30000,t,30000,30000,f,f,
1083,500,t,30000,120000,f,f,
1084,1000,t,600000,600001,f,f,
1085,1000,t,600000,600001,f,f,
1086,1000,t,600000,600001,f,f,
1087,1000,t,600000,600001,f,f,
1089,1000,t,600000,600001,f,f,
1090,1000,t,60000,70000,f,f,
1091,30000,t,30000,45000,f,f,
1092,500,t,60000,65000,f,f,
1093,0,t,1800000,3600000,f,f,
1094,0,t,1800000,3600000,f,f,
1095,,t,30000,40000,f,f,
1096,10000,t,30000,60000,f,f,
1101,3600000,t,35000,45000,f,f,
1103,1000,t,35000,45000,f,f,
1104,,t,5000,5000,f,f,
1105,,t,5000,5000,f,f,
1106,10000,t,35000,45000,f,f,
1107,5000,t,35000,45000,f,f,
1108,0,t,40000,50000,f,f,
1109,0,t,4000,5000,f,f,
1110,0,t,10000,20000,f,f,
1111,2000,t,10000,10000,f,f,
1112,0,t,10000,20000,f,f,
1113,1000,t,3600000,5400000,f,f,
1114,2000,f,,,f,f,
1115,0,t,30000,30000,f,f,
1116,1500,t,10000,10000,f,f,
1117,3000,t,1000,5000,f,f,
1118,4000,t,30000,40000,f,f,
1121,6000,t,6000,12000,f,f,
1122,120000,f,,,f,f,
1123,180000,t,180000,360000,f,f,
1124,3000,t,5400000,5400000,f,f,
1125,15000,f,,,f,f,
1126,10000,f,,,f,f,
1127,100,f,,,f,f,
1130,300000,f,,,f,f,
1132,0,t,50000,60000,f,f,
1135,1000,t,30000,35000,f,f,
1136,0,t,30000,30000,f,f,
1137,,t,20000,25000,f,f,
1138,1000,t,3000,3000,f,f,
1139,1000,f,10000,10000,f,f,
1140,500,t,40000,60000,f,f,
1141,2000,f,,,f,f,
1144,500,t,60000,60000,f,f,
1147,1000,t,10000,10000,f,f,
1152,1000,t,10000,10000,f,f,
1153,1000,t,10000,10000,f,f,
1154,3000,t,10000,10000,f,f,
1155,1000,t,10000,10000,f,f,
1157,1000,t,10000,10000,f,f,
1160,1000,t,10000,10000,f,f,
1161,1000,t,10000,10000,f,f,
1162,1000,t,10000,10000,f,f,
1163,1000,t,10000,10000,f,f,
1164,1000,t,10000,10000,f,f,
1167,2000,t,20000,32000,f,f,
1168,5000,t,5000,15000,f,f,
1169,1000,t,10000,10000,f,f,
1170,300000,f,,,f,f,
1172,2000,f,,,f,f,
1173,180000,f,,,f,f,
1174,180000,f,,,f,f,
1175,500,t,10000,10000,f,f,
1176,10000,t,20000,30000,f,f,
1177,300,t,50000,50000,f,f,
1179,,f,0,0,f,f,
1180,0,t,7200000,14400000,f,f,
1181,0,t,7200000,14400000,f,f,
1182,30000,f,,,f,f,
1183,0,t,7200000,14400000,f,f,
1184,0,t,7200000,14400000,f,f,
1186,0,t,14400000,21600000,f,f,
1187,0,t,14400000,21600000,f,f,
1188,600000,f,,,f,f,
1189,0,t,3000000,4200000,f,f,
1191,0,t,240000,360000,f,f,
1192,0,t,3000000,4200000,f,f,
1193,0,f,15000,20000,f,f,
1194,10000,f,,,f,f,
1195,5000,f,,,f,f,
1196,11000,f,,,f,f,
1197,1000,f,10000,10000,f,f,
1198,1000,t,600000,1200000,f,f,
1199,1000,f,0,0,f,f,
1200,1000,t,600000,1200000,f,f,
1201,0,t,3000000,4200000,f,f,
1202,200,t,3000,5000,f,f,
1204,1000,t,60000,60000,f,f,
1205,1000,t,60000,60000,f,f,
1206,1000,t,60000,60000,f,f,
1208,1000,f,,,f,f,
1209,1000,f,,,f,f,
1212,1000,t,60000,60000,f,f,
1213,1000,t,60000,60000,f,f,
1215,1000,t,60000,120000,f,f,
1216,1000,t,60000,120000,f,f,
1217,1000,t,60000,90000,f,f,
1219,1000,t,60000,90000,f,f,
1220,,t,5000,5000,f,f,
1221,1000,t,60000,90000,f,f,
1223,1000,t,60000,90000,f,f,
1224,,t,25000,35000,f,f,
1225,0,t,15000,20000,f,f,
