id,skill_id,fake_skill_id,target_parent
438,,12870,f
439,,12871,f
440,,12872,f
441,,12873,f
443,,12892,f
444,,12893,f
445,,12896,f
446,,13768,f
447,,13769,f
448,,13770,f
449,,12897,f
450,,13772,f
451,,13773,f
452,,12898,f
453,,12921,f
454,,12904,f
455,,12881,f
456,,12909,f
457,,12910,f
458,,12912,f
459,,12913,f
460,,12915,f
461,,12916,f
462,20298,12919,f
463,,11301,f
464,,13771,f
465,,11301,f
467,,12922,f
468,,12923,f
469,,12932,f
470,,12935,f
471,,12935,f
472,,12935,f
473,,12935,f
474,,12935,f
475,,12935,f
476,,12935,f
477,,12935,f
478,,12935,f
479,,,f
480,,22894,f
481,,12940,f
482,,12948,f
483,,13115,f
484,,13116,f
486,,13118,f
488,,13121,f
489,,13122,f
490,,13123,f
491,,13124,f
492,,13125,f
494,,16984,f
496,,13130,f
497,,13129,f
499,,13131,f
500,,13134,f
502,,13138,f
503,,12906,f
505,,13144,f
506,,13146,f
507,,13147,f
509,,13151,f
510,,13153,f
511,,13154,f
512,,12934,f
513,,13158,f
514,,13157,f
515,,13158,f
516,,13158,f
517,,13158,f
518,,13160,f
519,,12934,f
520,,13166,f
521,,13167,f
522,,11301,f
523,,11301,f
524,,11301,f
525,,13162,f
526,,11301,f
527,,11301,f
528,,11301,f
533,,13167,f
534,,13166,f
535,,13169,f
536,,13170,f
537,,13172,f
538,,13167,f
539,,13166,f
540,,13167,f
541,,13166,f
542,,13174,f
543,,13162,f
544,,13162,f
545,,13162,f
546,,13179,f
549,,13181,f
550,,13180,f
551,,13179,f
552,,13181,f
553,,13180,f
554,,13179,f
555,,13181,f
556,,13180,f
557,,13179,f
558,,13181,f
559,,13180,f
560,,13179,f
561,,13181,f
562,,13180,f
563,,13179,f
564,,13181,f
565,,13180,f
566,,13179,f
567,,13181,f
568,,13180,f
569,,13179,f
570,,13181,f
571,,13180,f
572,,13179,f
573,,13181,f
574,,13180,f
575,,13179,f
576,,13181,f
577,,13180,f
578,,13187,f
579,,12935,f
580,,13186,f
581,,13185,f
582,,13189,f
584,,,f
585,,12935,f
587,,13192,f
588,,13193,f
589,,11301,f
590,,13166,f
591,,13167,f
592,,13167,f
593,,13166,f
594,,13166,f
595,,13167,f
596,,13166,f
597,,13167,f
598,,13217,f
599,14767,13219,t
600,,13231,f
601,,13235,f
602,,13676,f
603,,13674,f
604,,13687,f
605,,13671,f
606,,13242,f
607,,13244,f
608,,13243,f
609,,13246,f
610,,13247,f
611,,13248,f
612,,13250,f
615,,13251,f
616,,13253,f
617,,13255,f
618,,13256,f
619,,13409,f
620,,18896,f
621,,13267,f
622,,18897,f
623,,18898,f
624,,18899,f
625,,13268,f
626,,13274,f
627,,13275,f
628,,13276,f
629,,13283,f
630,,13284,f
631,,13285,f
632,,13299,f
633,,13300,f
634,,13304,f
635,,13694,f
636,,13307,f
637,,13693,f
638,,13681,f
639,,13692,f
640,,13307,f
641,,13690,f
642,,13689,f
643,,15332,f
644,,13316,f
645,,13166,f
646,,13167,f
647,,13166,f
648,,13167,f
649,,13166,f
650,,13167,f
651,,13166,f
652,,13167,f
653,,13166,f
654,,13167,f
655,,13166,f
656,,13167,f
657,,13166,f
658,,13167,f
659,,13166,f
660,,13167,f
661,,13166,f
662,,13167,f
663,,13166,f
664,,13167,f
665,,13166,f
666,,13167,f
667,,13166,f
668,,13167,f
669,,13166,f
670,,13167,f
671,,13166,f
672,,13167,f
673,,13166,f
674,,13167,f
675,,13166,f
676,,13167,f
677,,13166,f
678,,13167,f
679,,13166,f
680,,13167,f
681,,13166,f
682,,13167,f
683,,13166,f
684,,13167,f
685,,13166,f
686,,13167,f
687,,13166,f
688,,13167,f
690,,13336,f
692,,12420,f
695,,13166,f
696,,13167,f
697,,11462,f
700,,13347,f
708,,13166,f
709,,13167,f
710,,13166,f
711,,13167,f
712,,13166,f
713,,13167,f
715,,13166,f
716,,13167,f
717,,13166,f
718,,13167,f
719,,13166,f
720,,13167,f
721,,13166,f
722,,13167,f
723,,13166,f
724,,13167,f
725,,13166,f
726,,13167,f
727,,13166,f
728,,13167,f
729,,13357,f
730,,13166,f
731,,13167,f
732,,13166,f
733,,13167,f
734,,,f
735,,13166,f
736,,13167,f
737,,13166,f
738,,13167,f
739,,13166,f
740,,13167,f
741,,13166,f
742,,13167,f
743,,13166,f
744,,13167,f
745,,13166,f
746,,13167,f
747,,13166,f
748,,13167,f
749,,13166,f
750,,13167,f
751,,13166,f
752,,13167,f
753,,13166,f
754,,13167,f
755,,13166,f
756,,13167,f
757,,13166,f
758,,13167,f
759,,13166,f
760,,13167,f
761,,13166,f
762,,13167,f
763,,13166,f
764,,13167,f
765,,13369,f
766,,13549,f
767,,13373,f
768,,13616,f
769,,11926,f
770,,13378,f
771,,13383,f
772,,13307,f
773,,13389,f
774,,13162,f
775,,13162,f
776,,13162,f
777,,13162,f
778,,13425,f
781,,13427,f
782,14912,14913,t
784,,13432,f
785,,13433,f
786,,13439,f
787,,13438,f
788,,13683,f
789,,13683,f
790,,13683,f
791,,13444,f
793,,13334,f
794,,13453,f
795,,13454,f
796,,13455,f
797,,13456,f
798,,13458,f
799,,13459,f
800,,13454,f
801,,13454,f
802,,13456,f
803,,13456,f
804,,13455,f
805,,13455,f
806,,13455,f
807,,13465,f
808,,13167,f
809,,13166,f
810,,13166,f
811,,13167,f
812,,13167,f
813,,13166,f
814,,13166,f
815,,13167,f
816,,13730,f
817,,,f
818,,13467,f
819,,13468,f
820,,13470,f
821,,13612,f
822,,13761,f
823,,13489,f
824,,13489,f
825,13493,13266,f
826,13496,18385,f
827,,13501,f
828,,13501,f
829,,13501,f
830,,13535,f
831,,13528,f
832,,11496,f
834,,13489,f
835,,13684,f
836,13510,13509,f
837,13428,13711,t
840,,13543,f
841,,13544,f
842,,14907,f
843,11627,13753,t
844,11628,13754,t
845,,13556,f
846,,13557,f
847,,13501,f
848,,13501,f
849,,13535,f
850,,13528,f
851,,13501,f
852,,11370,f
853,,13569,f
854,,13569,f
855,,13571,f
856,,13342,f
860,,13556,f
861,,13556,f
863,,13593,f
865,,13589,f
866,,13478,f
867,,13284,f
868,,13284,f
869,,13607,f
870,,13609,f
871,,13702,f
872,,13489,f
873,,11848,f
874,,13693,f
875,,13693,f
876,,13487,f
877,,13628,f
878,,13627,f
880,,13632,f
881,,13642,f
882,,13643,f
883,,13645,f
885,13428,13711,t
886,13428,13429,t
887,13428,13711,t
889,,13284,f
890,,13653,f
891,,13652,f
892,,,f
893,,,f
894,,,f
895,,,f
896,,,f
897,,13655,f
898,,13659,f
899,,13660,f
900,,13662,f
901,13572,13572,f
902,,13669,f
903,,13487,f
904,,13341,f
905,,13672,f
906,,13675,f
907,,13678,f
908,,13677,f
909,,13685,f
910,,13439,f
912,,12940,f
913,,12940,f
914,,12940,f
915,,13487,f
916,,13698,f
917,,13699,f
919,,13700,f
920,,13700,f
921,,13701,f
922,,13701,f
924,,13706,f
925,,13707,f
926,,13708,f
927,,13714,f
930,,13439,f
932,,13729,f
933,,13336,f
934,,13735,f
935,,13156,f
936,14912,14913,t
937,14912,14913,t
938,,13156,f
939,,13156,f
940,,13156,f
941,,13744,f
942,,13169,f
943,,13767,f
944,,13767,f
945,,13767,f
946,,13767,f
947,,13767,f
948,,13767,f
949,,13767,f
950,,13767,f
951,,13767,f
952,,13767,f
953,,13767,f
954,,13767,f
955,,13767,f
956,,13767,f
957,,13767,f
958,,13767,f
959,,13776,f
960,,13501,f
961,,12935,f
962,,13780,f
963,,13783,f
964,,12115,f
965,,13785,f
966,,13792,f
967,,13790,f
968,,13793,f
969,,11962,f
970,,13796,f
971,,13803,f
974,,13885,f
975,,13914,f
976,,13501,f
977,,13501,f
978,,13779,f
983,,12935,f
986,,13285,f
987,,13779,f
988,,13779,f
989,,13779,f
990,,13779,f
993,,13809,f
995,,13816,f
1001,,13822,f
1010,,13169,f
1011,,13816,f
1025,13837,13839,f
1027,,13864,f
1028,,13867,f
1029,,13869,f
1030,,13870,f
1031,,13872,f
1033,,13874,f
1034,,12018,f
1036,,13880,f
1038,,12052,f
1039,,13887,f
1040,,13898,f
1041,,13892,f
1042,,13894,f
1043,,13896,f
1044,,13899,f
1045,,12131,f
1048,,13913,f
1056,,13916,f
1057,,13916,f
1058,,13917,f
1059,,13916,f
1060,,13917,f
1063,,13928,f
1064,,13932,f
1066,,13935,f
1067,,13940,f
1068,,13941,f
1069,,13943,f
1070,,13501,f
1071,,13943,f
1072,,13501,f
1073,,13535,f
1075,,13952,f
1076,,13528,f
1077,,13501,f
1078,,13501,f
1079,,13535,f
1080,,13528,f
1081,,13501,f
1082,,13959,f
1084,,12131,f
1086,,14001,f
1087,,14003,f
1088,,14004,f
1089,,13167,f
1090,,13166,f
1091,,13167,f
1092,,13167,f
1093,,13166,f
1094,,13166,f
1095,,13167,f
1096,,14006,f
1097,,13780,f
1098,,14008,f
1099,,14009,f
1101,,13816,f
1103,,13816,f
1107,,13816,f
1108,,13816,f
1109,,13816,f
1114,,13816,f
1115,,13816,f
1116,,13816,f
1117,,13816,f
1118,,14028,f
1119,,14030,f
1122,,14052,f
1123,,12935,f
1124,,13816,f
1125,,12935,f
1126,,14039,f
1127,,12935,f
1128,,13501,f
1129,,13501,f
1130,,13535,f
1131,,13528,f
1132,,13501,f
1133,,13501,f
1134,,13501,f
1135,,13535,f
1136,,13528,f
1137,,13501,f
1138,,14035,f
1139,,14036,f
1140,,13816,f
1149,,14051,f
1150,,14053,f
1151,,14057,f
1152,,14058,f
1153,,14059,f
1154,,17626,f
1155,,14070,f
1156,,13174,f
1157,,14073,f
1158,,14082,f
1159,,11301,f
1160,,14083,f
1161,,13501,f
1162,14092,14089,f
1164,,13816,f
1165,,13427,f
1166,,14098,f
1171,,13816,f
1173,,14111,f
1174,,14116,f
1176,,14124,f
1178,,14141,f
1179,,14149,f
1180,,14677,f
1181,,14156,f
1182,,14157,f
1183,,14159,f
1184,,14160,f
1185,,14179,f
1187,,14197,f
1188,,14089,f
1189,,14207,f
1191,,14224,f
1192,,14225,f
1193,,17560,f
1194,,14235,f
1195,,14243,f
1196,,14691,f
1198,,14251,f
1213,,12315,f
1214,,14295,f
1216,,14314,f
1217,,14315,f
1219,,13167,f
1220,,13166,f
1221,,13166,f
1222,,13167,f
1224,,14330,f
1225,,14331,f
1227,,14450,f
1228,,14351,f
1229,,13167,f
1230,,13166,f
1231,,13166,f
1232,,13167,f
1234,,14370,f
1235,,14371,f
1236,,13913,f
1237,,13911,f
1238,,13911,f
1239,,13968,f
1240,18284,14379,f
1241,,14386,f
1242,,14381,f
1243,,14383,f
1244,,14412,f
1246,,14501,f
1248,,14502,f
1250,,14503,f
1251,,14517,f
1252,,13175,f
1253,,14528,f
1254,,14032,f
1255,,14532,f
1256,,13779,f
1257,,14542,f
1259,,14544,f
1260,,14557,f
1261,,14558,f
1262,,14559,f
1263,,14562,f
1264,,14591,f
1266,,14198,f
1268,,14588,f
1269,,14598,f
1270,,14226,f
1272,,14601,f
1273,,14627,f
1274,,13439,f
1275,,13438,f
1277,,14653,f
1278,,14660,f
1279,,13767,f
1280,,13767,f
1281,,13767,f
1282,,13767,f
1283,,13767,f
1284,,14712,f
1285,,14713,f
1289,,14001,f
1291,,14719,f
1292,,14719,f
1293,,14719,f
1294,,14719,f
1295,,14719,f
1296,,14719,f
1297,,14719,f
1298,,13767,f
1299,,14739,f
1300,,13154,f
1301,,13154,f
1302,,13154,f
1303,,13154,f
1304,,13154,f
1305,,13154,f
1306,,13154,f
1307,,13154,f
1309,11601,11647,t
1310,11616,11648,t
1315,,13699,f
1316,,13699,f
1317,,13699,f
1318,,14794,f
1319,,14030,f
1320,,14828,f
1321,,14843,f
1322,,13964,f
1323,,14845,f
1324,,14846,f
1325,,14847,f
1326,,14849,f
1327,,13439,f
1328,,13438,f
1329,,14864,f
1331,,14864,f
1334,,14886,f
1335,,14886,f
1336,,14886,f
1337,,14886,f
1338,,14886,f
1339,,14886,f
1340,,14886,f
1341,,14886,f
1345,,14886,f
1347,,14886,f
1349,,14886,f
1351,,14886,f
1353,,14886,f
1360,,14889,f
1366,,14899,f
1367,,14248,f
1369,,14899,f
1370,,12935,f
1371,,11690,f
1372,,11690,f
1373,,11690,f
1374,,11690,f
1375,,14019,f
1376,,11529,f
1378,,11529,f
1379,,11791,f
1380,,,f
1383,,14919,f
1385,,14919,f
1387,,14919,f
1390,,14919,f
1393,,14919,f
1395,,14919,f
1397,,14919,f
1400,,14919,f
1403,,14941,f
1404,,14941,f
1405,,14941,f
1406,,14941,f
1407,,,f
1408,13526,13526,f
1409,,12900,f
1410,,14627,f
1411,,15024,f
1412,,13545,f
1413,,14887,f
1414,,14887,f
1415,,14887,f
1416,,14887,f
1417,,14887,f
1418,,14887,f
1419,,14887,f
1420,,14887,f
1421,,14887,f
1422,,14887,f
1423,,14887,f
1424,,14887,f
1425,,14887,f
1426,,14920,f
1427,,14920,f
1428,,14920,f
1429,,14920,f
1430,,14920,f
1431,,14920,f
1432,,14920,f
1433,,14920,f
1434,,14920,f
1435,,14920,f
1436,,15069,f
1437,,15079,f
1438,,15093,f
1440,,15126,f
1441,,15127,f
1442,,11357,f
1443,,15131,f
1444,,15138,f
1448,,15146,f
1449,,15146,f
1450,,15146,f
1451,,15146,f
1455,,15167,f
1456,,15168,f
1457,,15178,f
1458,,15179,f
1459,,15183,f
1460,,15147,f
1461,,15140,f
1462,,15151,f
1463,,15192,f
1465,,15199,f
1466,,15200,f
1467,,15201,f
1468,,15202,f
1469,,15203,f
1471,,15208,f
1473,,15216,f
1475,,15218,f
1476,,15240,f
1478,,15257,f
1479,,15258,f
1480,,15259,f
1481,,15261,f
1482,,15269,f
1483,,15300,f
1484,,15272,f
1486,,15291,f
1487,,15279,f
1490,,19828,f
1491,,13501,f
1492,,15295,f
1495,,15309,f
1496,,15309,f
1497,,15309,f
1498,,15309,f
1499,,15309,f
1500,,15309,f
1501,,15309,f
1502,,15309,f
1503,,15309,f
1505,,12934,f
1506,15341,15342,f
1512,,15372,f
1513,,15377,f
1514,,15386,f
1515,,15388,f
1516,,15377,f
1518,,11691,f
1519,,13438,f
1520,,15410,f
1521,,15272,f
1522,,15272,f
1523,,15428,f
1524,,15443,f
1525,,10999,f
1526,,15463,f
1527,,15464,f
1528,,15467,f
1529,,15443,f
1530,15341,15342,f
1531,,13501,f
1532,,15324,f
1534,,15500,f
1535,,15508,f
1544,,15324,f
1545,,15500,f
1546,,15542,f
1547,,15553,f
1549,,15573,f
1554,,15577,f
1555,,15576,f
1557,,15280,f
1558,,15584,f
1559,,15590,f
1561,,15597,f
1562,,15599,f
1563,,15272,f
1564,,15616,f
1568,,15623,f
1569,,15626,f
1570,,,f
1571,,,f
1572,,,f
1574,,15309,f
1575,,15650,f
1576,,13156,f
1577,,13156,f
1578,,13156,f
1579,,15662,f
1580,,15726,f
1581,,,f
1582,,,f
1583,,,f
1587,,15675,f
1589,,15683,f
1590,,15684,f
1598,,15718,f
1599,,15715,f
1600,,15707,f
1601,,15709,f
1602,,15707,f
1603,,15709,f
1604,,15719,f
1605,,15726,f
1606,,15736,f
1609,15736,,f
1610,,15736,f
1612,,15736,f
1614,,15736,f
1615,15855,15739,f
1616,,15741,f
1617,,15742,f
1618,,15743,f
1619,,15744,f
1620,,15745,f
1623,,15746,f
1625,,15736,f
1626,,15736,f
1627,,15736,f
1628,,15736,f
1629,,15696,f
1630,,15696,f
1631,,15696,f
1632,,15696,f
1633,,15758,f
1634,,15759,f
1635,,15765,f
1636,,15773,f
1641,,15797,f
1642,,15818,f
1644,,15859,f
1645,,13816,f
1646,,15869,f
1647,,15872,f
1648,,15873,f
1649,,15880,f
1651,,15887,f
1652,,15888,f
1654,,15909,f
1659,,15989,f
1661,,,f
1662,,16034,f
1663,,16043,f
1665,,16055,f
1666,,16059,f
1668,,16096,f
1669,16109,16097,f
1670,,16101,f
1672,,15869,f
1675,,20332,f
1679,16125,16124,f
1681,,16136,f
1682,,16132,f
1684,,16134,f
1685,,16116,f
1686,,16137,f
1687,,16152,f
1688,,16156,f
1689,,16159,f
1690,,16167,f
1693,,16192,f
1694,,16194,f
1695,,16198,f
1696,,16199,f
1699,,16213,f
1700,,16217,f
1701,,16224,f
1705,,16228,f
1706,,16229,f
1707,,16234,f
1709,16253,,f
1710,,16254,f
1711,,16255,f
1712,,16256,f
1713,,16258,f
1714,,16259,f
1715,,16270,f
1716,,16270,f
1717,,15777,f
1718,,16271,f
1719,,16276,f
1720,,16277,f
1721,,16279,f
1722,16915,16281,f
1723,,16283,f
1724,16382,16284,f
1725,,16285,f
1726,,16288,f
1727,,16289,f
1728,,16292,f
1729,,16293,f
1731,,16295,f
1732,,16298,f
1733,,16299,f
1736,,16303,f
1737,,16304,f
1739,,16309,f
1740,,16310,f
1741,,16311,f
1743,,16317,f
1745,,16330,f
1747,,16345,f
1748,,15854,f
1749,,15854,f
1750,,16352,f
1751,,16359,f
1752,,16372,f
1754,,16374,f
1756,,16381,f
1757,,16047,f
1758,,16393,f
1760,,15315,f
1761,,16403,f
1762,,16421,f
1764,,15871,f
1765,,16373,f
1766,,15862,f
1767,,16431,f
1768,,16432,f
1769,,16434,f
1770,,16445,f
1772,,16451,f
1773,,16453,f
1774,,17627,f
1775,,16460,f
1776,,16461,f
1779,,16464,f
1780,,16510,f
1781,,16378,f
1782,,16469,f
1783,,16476,f
1784,,16449,f
1785,,16188,f
1786,,13677,f
1788,,16491,f
1789,,16493,f
1790,,16495,f
1791,,16496,f
1792,,16355,f
1793,,16520,f
1794,,16526,f
1795,,16527,f
1796,,16528,f
1797,,16532,f
1798,,16533,f
1799,,16462,f
1800,,16542,f
1801,,16544,f
1804,,16554,f
1805,,16300,f
1806,,16591,f
1807,,16591,f
1808,,16607,f
1809,,16608,f
1810,,16620,f
1811,,16460,f
1812,,16460,f
1813,,16422,f
1814,,16422,f
1815,,16591,f
1821,,15865,f
1822,,16422,f
1823,,16671,f
1824,,16671,f
1825,,16671,f
1827,,16696,f
1828,,16591,f
1829,,16591,f
1830,,16790,f
1831,,16793,f
1832,,16796,f
1833,,16798,f
1834,,16799,f
1835,,16805,f
1836,,16806,f
1837,,14234,f
1838,,13334,f
1839,,14313,f
1841,,16835,f
1843,,16844,f
1844,,16852,f
1845,,16854,f
1848,,16225,f
1851,,11498,f
1852,,14498,f
1853,,16920,f
1854,,16920,f
1855,,16855,f
1856,,16944,f
1858,,16958,f
1859,,16964,f
1861,,16971,f
1862,,16971,f
1863,,16979,f
1864,,16981,f
1866,,13126,f
1867,,16591,f
1868,,13127,f
1869,,13128,f
1870,,11343,f
1871,,16987,f
1872,,11344,f
1873,,16989,f
1874,,17006,f
1875,,17009,f
1877,,17014,f
1878,,17022,f
1879,,17025,f
1880,,17026,f
1881,,17030,f
1882,18911,17035,f
1883,,17040,f
1885,,17048,f
1886,,17060,f
1888,,,f
1889,,17076,f
1890,,17076,f
1891,,17091,f
1892,,17091,f
1893,,17091,f
1894,,17112,f
1895,,17115,f
1896,,13132,f
1897,,17102,f
1898,,17120,f
1899,,17122,f
1900,,17142,f
1901,,17160,f
1902,,17162,f
1904,,17185,f
1906,,17189,f
1907,,17189,f
1908,,17190,f
1909,,17192,f
1910,,17201,f
1912,,17218,f
1913,,17015,f
1915,,17227,f
1917,,17265,f
1918,,17266,f
1919,,17269,f
1920,,17274,f
1921,,17285,f
1922,,17292,f
1923,,17294,f
1924,,17296,f
1925,,17310,f
1926,,17311,f
1927,,17312,f
1928,,12000,f
1929,,11969,f
1930,,17328,f
1932,,17371,f
1933,,17372,f
1934,,17373,f
1936,,15698,f
1937,,17404,f
1938,11627,11545,t
1939,11628,11546,t
1940,11653,11545,t
1941,11654,11546,t
1942,,17416,f
1943,,17414,f
1944,,17414,f
1945,,17419,f
1946,,17431,f
1948,,17454,f
1949,,17455,f
1950,,17460,f
1951,,17459,f
1952,,17457,f
1953,,17473,f
1954,,17487,f
1955,,17509,f
1956,,13166,f
1957,,13167,f
1958,,10999,f
1959,,17557,f
1960,,13557,f
1961,,17541,f
1962,,17556,f
1963,,17558,f
1964,,17577,f
1966,,17600,f
1969,,17640,f
1970,,17650,f
1972,,17652,f
1973,,17662,f
1975,,13438,f
1976,,16591,f
1977,,17697,f
1980,,17458,f
1981,,17721,f
1982,,17959,f
1986,,18034,f
1987,,11244,f
1988,,12889,f
1989,,12889,f
1990,,14024,f
1991,,14024,f
1992,,14024,f
1993,,14560,f
1994,,14852,f
1996,,18068,f
1997,,18074,f
1998,,11957,f
2001,,18079,f
2002,,18087,f
2003,,18088,f
2004,,18089,f
2005,,18093,f
2008,,18137,f
2009,,17045,f
2010,,18138,f
2011,,18139,f
2012,,18140,f
2013,,18142,f
2014,,18143,f
2015,,18145,f
2016,,18146,f
2017,,18148,f
2018,,18147,f
2019,,18149,f
2020,,16792,f
2021,,18150,f
2022,,19935,f
2023,,18152,f
2024,,18153,f
2025,,18154,f
2026,19936,18156,f
2027,19937,18157,f
2028,,18158,f
2029,,18159,f
2030,,18160,f
2031,,18161,f
2032,,18151,f
2033,,18195,f
2034,,16843,f
2035,,16647,f
2036,,18224,f
2037,,18227,f
2039,,18242,f
2040,,,f
2041,,,f
2042,,,f
2043,20129,17719,f
2044,,18240,f
2045,,18320,f
2046,,17847,f
2047,,18349,f
2048,,18349,f
2049,,18279,f
2050,,18440,f
2051,,10999,f
2052,,10999,f
2053,,19207,f
2054,19158,18525,f
2055,,18528,f
2057,,18550,f
2058,,18551,f
2059,,18593,f
2061,,18349,f
2062,,18349,f
2063,,18349,f
2064,,18349,f
2070,19158,18525,f
2071,,18766,f
2072,,18774,f
2073,,18784,f
2074,,18766,f
2075,18803,18802,f
2076,,12214,f
2077,,18879,f
2084,,19075,f
2085,,19077,f
2086,19190,19103,f
2087,,19114,f
2089,,19198,f
2090,,19199,f
2091,,19214,f
2092,,19239,f
2093,,19239,f
2094,,19239,f
2097,,15461,f
2098,,15461,f
2099,,15461,f
2100,,19243,f
2101,,19243,f
2103,,19253,f
2104,,19241,f
2105,,18571,f
2106,,18589,f
2107,,18590,f
2108,,18591,f
2109,,19281,f
2110,,13166,f
2111,,13167,f
2113,,13166,f
2114,,13167,f
2115,,19313,f
2116,,19327,f
2117,,12513,f
2118,,19352,f
2119,,19114,f
2121,,19446,f
2123,,19558,f
2124,,15460,f
2125,,19589,f
2127,11627,11545,t
2129,11628,11546,t
2130,,19734,f
2131,11653,11545,t
2133,11654,11546,t
2134,11601,11647,t
2135,11616,11648,t
2136,,13166,f
2137,,13167,f
2138,,13166,f
2139,,13167,f
2140,,11358,f
2141,11653,13753,t
2142,11654,13754,t
2143,11627,13753,t
2144,11628,13754,t
2145,,16089,f
2146,13428,13711,t
2147,13428,13711,t
2148,13428,13711,t
2149,13428,13711,t
2150,,17273,f
2151,,19849,f
2152,,11621,f
2153,,11622,f
2154,13428,13711,t
2155,13428,13711,t
2156,13428,13711,t
2157,13428,13711,t
2158,,17108,f
2159,,19874,f
2160,,19930,f
2161,,19932,f
2164,,19947,f
2165,,19947,f
2166,,19947,f
2167,,19947,f
2168,,19948,f
2169,,19948,f
2170,,19948,f
2171,,19948,f
2172,,19955,f
2173,,19960,f
2174,,19961,f
2175,,19961,f
2177,,19967,f
