id,item_id,count,grade_id
1012,17456,1,0
1013,17464,1,0
1014,17468,1,0
1015,17476,1,0
1016,17516,1,0
1017,17520,1,0
1018,17524,1,0
1019,17492,1,0
1020,17496,1,0
1021,17500,1,0
1025,17480,1,0
1026,17484,1,0
1027,17488,1,0
1031,16390,1,0
1032,16391,1,0
1041,17412,1,0
1042,17417,1,0
1043,17422,1,0
1044,17926,1,0
1045,17928,1,0
1046,17504,1,0
1047,17508,1,0
1048,17512,1,0
1053,18072,1,0
1054,18074,1,0
1055,18076,1,0
1056,18078,1,0
1111,19017,1,0
1112,19018,1,0
1126,8507,20,0
1127,17670,20,0
1128,17666,20,0
1129,8503,20,0
1130,19483,1,0
1131,19490,1,0
1132,19497,1,0
1133,19484,1,0
1134,19491,1,0
1135,19498,1,0
1136,19485,1,0
1137,19492,1,0
1138,19499,1,0
1139,19486,1,0
1140,19493,1,0
1141,19500,1,0
1142,19487,1,0
1143,19494,1,0
1144,19501,1,0
1145,19488,1,0
1146,19495,1,0
1147,19502,1,0
1148,19489,1,0
1149,19496,1,0
1150,19503,1,0
1151,7,1,0
1152,8,1,0
1153,9,1,0
1154,3,1,0
1155,20153,1,2
1156,20154,1,2
1157,20155,1,2
1158,20167,1,0
1159,20168,1,0
1160,20169,1,0
1161,23319,1,2
1162,23320,1,2
1163,23316,1,2
1164,23317,1,2
1165,23318,1,2
1166,23303,1,2
1167,23307,1,2
1168,23311,1,2
1169,23323,1,2
1170,23324,1,2
1171,23325,1,2
1172,23326,1,2
1173,23327,1,2
1174,23328,1,2
1175,23329,1,2
1176,23330,1,2
1177,21750,1,0
1178,21752,1,0
1179,21754,1,0
1180,21756,1,0
1181,21758,1,0
1182,21760,1,0
1188,21772,1,0
1189,21774,1,0
1190,21776,1,0
1191,21778,1,0
1192,21780,1,0
1193,21782,1,0
1194,21788,1,0
1195,21790,1,0
1196,21792,1,0
1197,21800,1,0
1198,21802,1,0
1200,21816,1,0
1201,21818,1,0
1202,21820,1,0
1203,21814,1,0
1204,21806,1,0
1205,21808,1,0
1206,21810,1,0
1207,21812,1,0
1250,23245,1,4
1251,23247,1,4
1252,23249,1,4
1253,23253,1,2
1254,23254,1,2
1255,23255,1,2
1256,23256,1,2
1257,23257,1,2
1270,23288,1,2
1271,23289,1,2
1272,23285,1,2
1273,23286,1,2
1274,23287,1,2
1275,23213,1,2
1276,23214,1,2
1288,23236,1,2
1289,23237,1,2
1290,23238,1,2
1291,23239,1,2
1292,23240,1,2
1296,23233,1,2
1297,23234,1,2
1298,23235,1,2
1302,23603,1,0
1303,23701,1,0
1304,23702,1,0
1315,23258,1,2
1316,23261,1,2
1317,23264,1,2
1328,23792,1,2
1329,23793,1,2
1330,23794,1,2
1331,24066,1,2
1332,24067,1,2
1333,24068,1,2
1334,24069,1,2
1336,24056,1,2
1337,24057,1,2
1338,24058,1,2
1339,24059,1,2
1341,24061,1,2
1342,24062,1,2
1343,24063,1,2
1344,24064,1,2
1350,21373,1,0
1351,21377,1,0
1352,21381,1,0
1353,21393,1,0
1354,21397,1,0
1355,21410,1,0
1356,21414,1,0
1360,21430,1,0
1361,21434,1,0
1364,21446,1,0
1365,21450,1,0
1366,21454,1,0
1367,21458,1,0
1368,21462,1,0
1374,21608,1,0
1375,21612,1,0
1381,21632,1,0
1382,21636,1,0
1383,21624,1,0
1384,21628,1,0
1387,21648,1,0
1388,21651,1,0
1389,21656,1,0
1390,21660,1,0
1391,21668,1,0
1392,21672,1,0
1397,21708,1,0
1398,21712,1,0
1399,21716,1,0
1400,21720,1,0
1401,21724,1,0
1413,21391,1,0
1414,21395,1,0
1420,21428,1,0
1421,21432,1,0
1422,21436,1,0
1423,21440,1,0
1431,21484,1,0
1432,21702,1,0
1433,21488,1,0
1448,21744,1,0
1449,21746,1,0
1455,21682,1,0
1456,21686,1,0
1457,21690,1,0
1467,21372,1,0
1468,21376,1,0
1469,21380,1,0
1470,21392,1,0
1471,21396,1,0
1472,21409,1,0
1473,21413,1,0
1475,21425,1,0
1476,21421,1,0
1488,21607,1,0
1489,21611,1,0
1490,24088,1,0
1491,24089,1,0
1492,24090,1,0
1493,24091,1,0
1494,24092,1,0
1495,21615,1,0
1496,21619,1,0
1504,21655,1,0
1505,21659,1,0
1506,21647,1,0
1507,21652,1,0
1510,21667,1,0
1511,21671,1,0
1515,21707,1,0
1516,21711,1,0
1517,21715,1,0
1518,21719,1,0
1519,21723,1,0
1520,21683,1,0
1521,21687,1,0
1522,21691,1,0
1523,23055,1,0
1524,23057,1,0
1529,21374,1,0
1530,21378,1,0
1531,21382,1,0
1541,21439,1,0
1542,21443,1,0
1543,21447,1,0
1544,21451,1,0
1545,21455,1,0
1546,21459,1,0
1547,21463,1,0
1550,21487,1,0
1551,21705,1,0
1552,21491,1,0
1555,21617,1,0
1556,21621,1,0
1557,21625,1,0
1558,21629,1,0
1559,21633,1,0
1560,21637,1,0
1567,21669,1,0
1568,21673,1,0
1580,21709,1,0
1581,21713,1,0
1582,21717,1,0
1583,21721,1,0
1584,21725,1,0
1585,21751,1,0
1586,21753,1,0
1587,21755,1,0
1596,21773,1,0
1597,21775,1,0
1598,21777,1,0
1599,21779,1,0
1600,21781,1,0
1601,21783,1,0
1602,21789,1,0
1603,21791,1,0
1604,21793,1,0
1605,21801,1,0
1606,21803,1,0
1608,21817,1,0
1609,21819,1,0
1610,21821,1,0
1611,21815,1,0
1612,21807,1,0
1613,21809,1,0
1614,21811,1,0
1615,21813,1,0
1622,21823,1,0
1623,21825,1,0
1624,21827,1,0
1625,22817,1,2
1626,22819,1,2
1627,22821,1,2
1631,22823,1,2
1632,22825,1,2
1639,22853,1,2
1640,22855,1,2
1645,22859,1,2
1646,22861,1,2
1647,22863,1,2
1648,22865,1,2
1649,22867,1,2
1653,22879,1,2
1654,22881,1,2
1655,22883,1,2
1656,22891,1,2
1657,22893,1,2
1664,22818,1,2
1665,22820,1,2
1666,22822,1,2
1670,22824,1,2
1671,22826,1,2
1672,22854,1,2
1673,22856,1,2
1678,22860,1,2
1680,22862,1,2
1681,22864,1,2
1682,22866,1,2
1683,22868,1,2
1690,22892,1,2
1691,22894,1,2
1692,22898,1,2
1693,22900,1,2
1695,22906,1,2
1696,22910,1,2
1697,22914,1,2
1698,22904,1,2
1699,22908,1,2
1700,22912,1,2
1701,22920,1,2
1702,22922,1,2
1703,22924,1,2
1704,22926,1,2
1705,22928,1,2
1706,22930,1,2
1707,22932,1,2
1708,22934,1,2
1709,22942,1,2
1710,22950,1,2
1711,22958,1,2
1712,22944,1,2
1713,22952,1,2
1714,22960,1,2
1721,22966,1,2
1722,22968,1,2
1723,22965,1,2
1724,22967,1,2
1737,22919,1,2
1738,22921,1,2
1739,22923,1,2
1740,22925,1,2
1741,22927,1,2
1742,22929,1,2
1743,22931,1,2
1744,22933,1,2
1745,22973,1,2
1746,22975,1,2
1747,22977,1,2
1748,22982,1,2
1749,22983,1,2
1760,23021,1,2
1761,23031,1,2
1762,23039,1,2
1770,23005,1,2
1771,23007,1,2
1772,23009,1,2
1773,23011,1,2
1774,23013,1,2
1775,23025,1,2
1776,23023,1,2
1777,23033,1,2
1778,23026,1,2
1779,23024,1,2
1780,23034,1,2
1781,23004,1,2
1782,22996,1,2
1783,23000,1,2
1784,22994,1,2
1785,22998,1,2
1786,23002,1,2
1790,22974,1,2
1791,22976,1,2
1792,22978,1,2
1793,22981,1,2
1794,22984,1,2
1796,23022,1,2
1797,23032,1,2
1798,23040,1,2
1799,23020,1,2
1800,23030,1,2
1801,23038,1,2
1802,23018,1,2
1803,23028,1,2
1804,23036,1,2
1805,23006,1,2
1806,23008,1,2
1807,23010,1,2
1808,23012,1,2
1809,23014,1,2
1810,23050,1,2
1811,23052,1,2
1812,23054,1,2
1813,23117,1,2
1814,23119,1,2
1818,23135,1,2
1819,23145,1,2
1820,23155,1,2
1821,23127,1,2
1822,23137,1,2
1823,23147,1,2
1824,23133,1,2
1825,23143,1,2
1826,23153,1,2
1827,23131,1,2
1828,23141,1,2
1829,23151,1,2
1830,23159,1,2
1831,23161,1,2
1833,23129,1,2
1834,23139,1,2
1835,23149,1,2
1841,23168,1,2
1842,23170,1,2
1843,23172,1,2
1844,23174,1,2
1845,23176,1,2
1846,23132,1,2
1847,23142,1,2
1848,23152,1,2
1849,23130,1,2
1850,23140,1,2
1851,23150,1,2
1852,23128,1,2
1853,23138,1,2
1854,23148,1,2
1855,23158,1,2
1856,23160,1,2
1858,23126,1,2
1859,23136,1,2
1860,23146,1,2
1861,23134,1,2
1862,23144,1,2
1863,23154,1,2
1867,23049,1,2
1868,23051,1,2
1869,23053,1,2
1870,23116,1,2
1871,23118,1,2
1878,23202,1,2
1879,23204,1,2
1883,23188,1,2
1884,23190,1,2
1885,23192,1,2
1895,23203,1,2
1896,23205,1,2
1900,23189,1,2
1901,23191,1,2
1902,23193,1,2
1906,23269,1,2
1907,23270,1,2
1912,23272,1,2
1913,23273,1,2
1914,23274,1,2
1915,23275,1,2
1916,23276,1,2
1917,21486,1,0
1918,21704,1,0
1919,21490,1,0
1920,23707,1,0
1921,23708,1,0
1922,23709,1,0
1923,23680,1,0
1924,23681,1,0
1925,23682,1,0
1926,21847,1,0
1927,23614,1,0
1928,23615,1,0
1929,23825,1,2
1930,23826,1,2
1931,23827,1,2
1932,22897,1,2
1933,22899,1,2
1935,22903,1,2
1936,22907,1,2
1937,22911,1,2
1938,22905,1,2
1939,22909,1,2
1940,22913,1,2
1941,23613,1,0
1942,18175,1,0
1943,23612,1,0
1944,18174,1,0
1945,23590,1,0
1946,23685,1,0
1947,23686,1,0
1952,21371,1,0
1953,21375,1,0
1954,21379,1,0
1955,21408,1,0
1956,21412,1,0
1958,21444,1,0
1959,21448,1,0
1960,21452,1,0
1961,21456,1,0
1962,21460,1,0
1967,21614,1,0
1968,21618,1,0
1969,21622,1,0
1970,21626,1,0
1971,21630,1,0
1972,21634,1,0
1973,21646,1,0
1974,21650,1,0
1975,21654,1,0
1976,21658,1,0
1977,21642,1,0
1978,21638,1,0
1979,21666,1,0
1980,21670,1,0
1982,21706,1,0
1983,21710,1,0
1984,21714,1,0
1985,21718,1,0
1986,21722,1,0
1987,21438,1,0
1988,21442,1,0
1989,21426,1,0
1990,21422,1,0
1991,21424,1,0
1992,21420,1,0
1993,21644,1,0
1994,21640,1,0
1995,21616,1,0
1996,21620,1,0
1998,21437,1,0
1999,21441,1,0
2000,21445,1,0
2001,21449,1,0
2002,21453,1,0
2003,21457,1,0
2004,21461,1,0
2005,21623,1,0
2006,21627,1,0
2007,21643,1,0
2008,21639,1,0
2009,16168,1,0
2010,16169,1,0
2011,21429,1,0
2012,21433,1,0
2013,21631,1,0
2014,21635,1,0
2015,21485,1,0
2016,21703,1,0
2017,21489,1,0
2018,23840,1,0
2019,24834,1,0
2020,24835,1,0
2021,24836,1,0
2026,23840,1,0
2027,24834,1,0
2028,24835,1,0
2029,24836,1,0
2035,21745,1,0
2036,21747,1,0
2037,21411,1,0
2038,21415,1,0
2039,21431,1,0
2040,21435,1,0
2041,21394,1,0
2042,21398,1,0
2045,21609,1,0
2046,21613,1,0
2047,21427,1,0
2048,21423,1,0
2049,21657,1,0
2050,21661,1,0
2051,21649,1,0
2052,21653,1,0
2053,21645,1,0
2054,21641,1,0
2059,21685,1,0
2060,21689,1,0
2061,21693,1,0
2062,21684,1,0
2063,21688,1,0
2064,21692,1,0
2065,23056,1,0
2066,23058,1,0
2067,21707,1,0
2068,21711,1,0
2069,21715,1,0
2070,21719,1,0
2071,21723,1,0
2072,21757,1,0
2073,21759,1,0
2074,21761,1,0
2075,21763,1,0
2076,21765,1,0
2077,21767,1,0
2078,21769,1,0
2079,21771,1,0
2080,21762,1,0
2081,21764,1,0
2082,21766,1,0
2083,21768,1,0
2084,21770,1,0
2085,21822,1,0
2086,21824,1,0
2087,21826,1,0
2088,21828,1,2
2089,21830,1,2
2090,21833,1,2
2091,21835,1,2
2092,23436,1,2
2093,23729,1,2
2094,22831,1,2
2095,22837,1,2
2096,22843,1,2
2097,22833,1,2
2098,22839,1,2
2099,22845,1,2
2100,22829,1,2
2101,22835,1,2
2102,22841,1,2
2103,22869,1,2
2104,22871,1,2
2105,22873,1,2
2106,22885,1,2
2107,22887,1,2
2108,22889,1,2
2109,21829,1,2
2110,21831,1,2
2111,21834,1,2
2112,21836,1,2
2113,23731,1,2
2114,23730,1,2
2115,22832,1,2
2116,22838,1,2
2117,22844,1,2
2118,22834,1,2
2119,22840,1,2
2120,22846,1,2
2121,22830,1,2
2122,22836,1,2
2123,22842,1,2
2124,22880,1,2
2125,22882,1,2
2126,22884,1,2
2127,22870,1,2
2128,22872,1,2
2129,22874,1,2
2130,22886,1,2
2131,22888,1,2
2132,22890,1,2
2133,25253,1,0
2137,25256,1,0
2138,25257,1,0
2142,22945,1,2
2143,22953,1,2
2144,22961,1,2
2145,22941,1,2
2146,22949,1,2
2147,22957,1,2
2148,22943,1,2
2149,22951,1,2
2150,22959,1,2
2151,22947,1,2
2152,22955,1,2
2153,22963,1,2
2154,22987,1,2
2155,22989,1,2
2156,22991,1,2
2160,22946,1,2
2161,22954,1,2
2162,22962,1,2
2163,22988,1,2
2164,22990,1,2
2165,22992,1,2
2166,23003,1,2
2167,22995,1,2
2168,22999,1,2
2169,22993,1,2
2170,22997,1,2
2171,23001,1,2
2172,23017,1,2
2173,23027,1,2
2174,23035,1,2
2175,23019,1,2
2176,23029,1,2
2177,23037,1,2
2178,23120,1,2
2179,23122,1,2
2180,23124,1,2
2181,23121,1,2
2182,23123,1,2
2183,23125,1,2
2184,23180,1,2
2185,23182,1,2
2186,23184,1,2
2187,23194,1,2
2188,23196,1,2
2189,23198,1,2
2190,23181,1,2
2191,23183,1,2
2192,23185,1,2
2193,23195,1,2
2194,23197,1,2
2195,23199,1,2
2196,21606,1,0
2197,21610,1,0
2198,23207,1,2
2199,23209,1,2
2200,23211,1,2
2202,23206,1,2
2203,23208,1,2
2204,23210,1,2
2205,23221,1,2
2206,23225,1,2
2207,23229,1,2
2208,23222,1,2
2209,23226,1,2
2210,23230,1,2
2211,23220,1,2
2212,23224,1,2
2213,23228,1,2
2214,23207,1,2
2215,23209,1,2
2216,23211,1,2
2217,23206,1,2
2218,23208,1,2
2219,23210,1,2
2220,23221,1,2
2221,23225,1,2
2222,23229,1,2
2223,23222,1,2
2224,23226,1,2
2225,23230,1,2
2226,23220,1,2
2227,23224,1,2
2228,23228,1,2
2229,23231,1,2
2230,23223,1,2
2231,23227,1,2
2232,23242,1,2
2233,23243,1,2
2234,23244,1,2
2235,23246,1,2
2236,23248,1,2
2237,23250,1,2
2238,22948,1,2
2239,22956,1,2
2240,22964,1,2
2241,23260,1,2
2242,23263,1,2
2243,23266,1,2
2244,23245,1,2
2245,23247,1,2
2246,23249,1,2
2247,23259,1,2
2248,23262,1,2
2249,23265,1,2
2250,23278,1,2
2251,23280,1,2
2252,23282,1,2
2253,23279,1,2
2254,23281,1,2
2255,23283,1,2
2256,23169,1,0
2257,23171,1,0
2258,23173,1,0
2259,23175,1,0
2260,23177,1,0
2261,24453,1,0
2262,24454,1,0
2263,24455,1,0
2264,24456,1,0
2265,24457,1,0
2266,24473,1,3
2267,24478,1,3
2268,24483,1,3
2269,24497,1,3
2270,24507,1,3
2271,24514,1,3
2272,23299,1,2
2273,23300,1,2
2274,23304,1,2
2275,23308,1,2
2276,23312,1,2
2277,23293,1,2
2278,23295,1,2
2279,23297,1,2
2280,23292,1,2
2281,23294,1,2
2282,23296,1,2
2283,23306,1,2
2284,23310,1,2
2285,23314,1,2
2286,23305,1,2
2287,23309,1,2
2288,23313,1,2
2289,26110,1,2
2290,26111,1,2
2291,26112,1,2
2293,26114,1,2
2294,26115,1,2
2295,26116,1,2
2296,26129,1,2
2297,26130,1,2
2298,26131,1,2
2299,26126,1,2
2300,26127,1,2
2301,26128,1,2
2302,26123,1,2
2303,26124,1,2
2304,26125,1,2
2306,26117,1,2
2307,26118,1,2
2308,26119,1,2
2309,26120,1,2
2310,26121,1,2
2311,26133,1,2
2312,26134,1,2
2313,26135,1,2
2314,26136,1,2
2315,26139,1,2
2316,26146,1,2
2317,26147,1,2
2318,26148,1,2
2319,26140,1,2
2320,26141,1,2
2321,26142,1,2
2322,26143,1,2
2323,26145,1,2
2324,26404,1,0
2325,26405,1,0
2326,26406,1,0
2327,26404,1,0
2328,26405,1,0
2330,26406,1,0
2341,23633,1,0
2342,23633,1,0
2343,23633,1,0
2344,23633,1,0
2345,23633,1,0
2346,23633,1,0
2347,23633,1,0
2348,23633,1,0
2349,23633,1,0
2350,23633,1,0
2351,23634,2,0
2352,23634,2,0
2353,23634,2,0
2354,23634,2,0
2355,23634,2,0
2356,23634,2,0
2357,23634,2,0
2358,23634,2,0
2359,23634,2,0
2360,23634,2,0
2361,27187,1,0
2362,27330,1,0
2363,27331,1,0
2368,27390,1,0
2369,27465,1,0
2370,27466,1,0
2371,27467,1,0
2373,29153,1,0
2374,29184,1,0
2375,29185,1,0
2376,98,1,0
2377,99,1,0
