id,title,cast_delay,tool_id,skill_id,wi_id,desc,milestone_id,req_doodad_id,need_bind,ac_id,actability_limit,show_upper_crafts,recommend_level,visible_order
73,특산품 제작: 뼈의 땅 염소털 옷감,10000,,16766,63,,,,f,,0,f,0,0
74,지혜의 소리,10000,,22147,53,,,,f,,0,f,0,0
75,거상의 방석,10000,,16773,57,,,6078,f,22,0,t,0,0
76,휴대용 램프,3000,,11070,37,,,0,f,0,0,f,0,0
77,강도 높은 주괴,6000,,14605,62,,,557,f,23,0,t,0,0
78,햇마루 주괴,10000,,14607,62,,,557,f,23,0,t,0,0
79,철재 꾸러미,10000,,14581,62,,,557,f,23,0,t,0,0
80,구리 주괴,6000,0,14604,62,,,557,f,23,0,t,0,0
81,별의 파편 주괴,8000,,14606,62,,,557,f,23,0,t,0,0
82,은괴,7000,,14605,62,,,557,f,23,0,t,0,0
83,목재,6000,,14618,42,,,558,f,31,0,t,0,0
84,금괴,8000,,14606,62,,,557,f,23,0,t,0,0
85,결이 고운 목재,7000,,14619,42,,,558,f,31,0,t,0,0
86,고전 전차,10000,,15086,43,,,532,f,24,0,t,0,2
87,육분의,10000,,14696,57,,,564,f,45,0,t,0,0
89,대나무 통발,10000,,14696,57,,,564,f,45,0,t,0,0
91,원목 칸막이,8000,,14619,37,,,532,f,63,0,t,0,0
92,상인의 장식 칸막이,9000,,14620,37,,,532,f,63,100,t,0,0
93,군주의 접이식 칸막이,10000,,14621,37,,,2239,f,63,500,t,0,0
94,학자의 수공예 칸막이,9000,,14620,37,,,532,f,63,100,t,0,0
95,귀족의 세공 칸막이,10000,,14621,37,,,2239,f,63,500,t,0,0
96,왕실의 칸막이,10000,,14580,37,,,2239,f,63,5000,t,0,0
97,거상의 망원경,10000,,16773,57,,,6078,f,22,10000,t,0,0
98,세공 차체: 붉은 혜성 2000,10000,,20789,57,,,,f,,20000,f,0,100
99,세공 차체: 2세대 돌풍,10000,,20789,57,,,,f,,20000,f,0,100
100,세공 차체: 밭으로 4호,10000,,20789,57,,,,f,,20000,f,0,100
101,가구용 목재: 너도밤나무재,3000,,11075,42,,,0,f,0,0,f,0,0
102,가구용 목재: 마호가니나무재,3000,,11075,42,,,0,f,0,0,f,0,0
103,가구용 목재: 물푸레나무재,3000,,11075,42,,,0,f,0,0,f,0,0
104,가구용 목재: 뽕나무재,3000,,11075,42,,,0,f,0,0,f,0,0
105,수습공의 소형 보관함,9000,,14694,57,,,564,f,66,500,t,0,0
106,숙련공의 중형 보관함,10000,,14695,57,,,2240,f,66,5000,t,0,0
107,장인의 대형 보관함,10000,,14696,57,,,2240,f,66,15000,t,0,0
108,땔감용 목재: 떡갈나무재,3000,,11075,42,,,0,f,0,0,f,0,0
109,땔감용 목재: 두메오리나무재,3000,,11075,42,,,0,f,0,0,f,0,0
110,땔감용 목재: 서어나무재,3000,,11075,42,,,0,f,0,0,f,0,0
111,누리숲 목재,9000,,14621,42,,,558,f,31,0,t,0,0
112,마호가니 원목,3000,,11075,42,,,0,f,0,0,f,0,0
113,자작 원목,3000,,11075,42,,,0,f,0,0,f,0,0
114,뽕나무 원목,3000,,11075,42,,,0,f,0,0,f,0,0
115,석재,6000,,14608,48,,,559,f,33,0,t,0,0
116,강도 높은 석재,7000,,14611,48,,,559,f,33,0,t,0,0
117,최고급 석재,8000,,14612,48,,,,f,,0,f,0,0
118,별오름 석재,9000,,14613,48,,,559,f,33,0,t,0,0
119,벽돌,3000,,11081,48,,,,f,0,0,f,0,0
120,대리 원석,3000,,11081,48,,,0,f,0,0,f,0,0
121,화강 원석,3000,,11081,48,,,0,f,0,0,f,0,0
122,가죽,6000,,14622,44,,,560,f,32,0,t,0,0
123,결이 고운 가죽,7000,,14623,44,,,560,f,32,0,t,0,0
124,최고급 가죽,8000,,14624,44,,,,f,,0,f,0,0
125,바람혼 가죽,9000,,14625,44,,,560,f,32,0,t,0,0
126,특산품: 솔즈리드 숙성 과실주 원액,10000,,16766,53,,,4220,f,21,0,t,0,103
127,특산품: 그위오니드 버드나무 화살,10000,,16766,42,,,4221,f,21,0,t,0,203
128,특산품: 유연한 금속 주괴,10000,,16766,62,,,,f,,0,f,0,0
129,특산품: 무지개 벌판 발아 씨눈 기름,10000,,16766,53,,,4223,f,20,0,t,0,303
130,특산품: 매사냥 고원 주술 가공 가죽,10000,,16766,44,,,4224,f,20,0,t,0,403
131,특산품: 튼튼한 강화 벽돌,10000,,16766,48,,,,f,,0,f,0,0
132,특산품: 릴리엇 모루 주물 원형,10000,,16766,62,,,4226,f,21,0,t,0,503
133,특산품: 훈연시킨 열매,10000,,16767,53,,,,f,,0,f,0,0
134,특산품: 호랑이 등뼈 산맥 장인 세공 주괴,10000,,16766,62,,,4228,f,20,0,t,0,603
135,특산품: 가랑돌 평원 무지개빛 염료,10000,,16766,51,,,4229,f,21,0,t,0,703
136,특산품: 마하데비 최고급 고무 용액,10000,,16766,51,,,4230,f,20,0,t,0,803
137,특산품: 하얀 숲 은백색 세공 목재,10000,,16766,42,,,4231,f,21,0,t,0,903
138,특산품: 동틀녘 황금빛 향신료,10000,,16766,53,,,4232,f,20,0,t,0,1003
139,특산품: 마리아노플 금자수 옷감,10000,,16766,63,,,4233,f,21,0,t,0,1103
140,특산품: 노래의 땅 꽃향기 곡주,10000,,16766,53,,,4234,f,20,0,t,0,1203
141,특산품: 두 왕관 첫 수확 찻잎,10000,,16766,53,,,4235,f,21,0,t,0,1303
142,특산품: 고대의 숲 선박 용골 목재,10000,,16766,42,,,4236,f,20,0,t,0,1403
143,특산품: 십자별 평원 고탄력 완충제,10000,,16766,40,,,4237,f,21,0,t,0,1503
144,특산품: 이니스테르 별무리 향료,10000,,16766,51,,,4238,f,20,0,t,0,1603
145,특산품: 황금 평원 유기농 혼합 곡물,10000,,16766,53,,,4239,f,21,0,t,0,1703
146,특산품: 지옥 늪지대 포자 양식 목재,10000,,16766,42,,,4240,f,21,0,t,0,1803
147,특산품: 긴 모래톱 저장식 해산물,10000,,16766,53,,,4241,f,21,0,t,0,1903
148,특산품: 로카의 장기말 호박색 증류주,10000,,16766,53,,,4242,f,20,0,t,0,2003
149,특산품: 초원의 띠 고농축 연금 촉매,10000,,16766,51,,,4243,f,20,0,t,0,2103
150,특산품: 하리하랄라야 전통 발효액,10000,,16766,51,,,4244,f,20,0,t,0,2203
151,특산품: 하슬라 경량 합성 섬유,10000,,16766,63,,,4245,f,20,0,t,0,2303
152,특산품 제작: 뼈의 땅 향료 목재,10000,,16766,42,,,,f,,0,f,0,0
153,미사용 물약,10000,,14645,51,,,568,f,,300,f,0,0
154,미사용 물약,10000,,14646,51,"
",,2241,f,,600,f,0,0
155,가구용 직물: 부들잎재,3000,,11096,63,,,0,f,0,0,f,0,0
156,합금 조립 공구,5000,,15617,40,,,,f,,0,f,0,0
157,눈부신 전조등,10000,,15618,40,,,,f,,0,f,0,100
158,탄성 바퀴,10000,,21603,40,,,,f,,20000,f,0,101
159,유압식 연결축,8000,,15620,40,,,,f,,0,f,0,100
160,나선형 가속기,8000,,15620,40,,,,f,,0,f,0,100
161,고속 주행용 차대,10000,,21603,40,,,,f,,20000,f,0,101
162,붉은 혜성 2000,10000,,15086,43,,,,f,,0,f,0,5
163,2세대 돌풍,10000,,15086,43,,,,f,,0,f,0,5
164,밭으로 4호,10000,,15086,43,,,,f,,0,f,0,5
165,건축용 기계장치: 순정,3000,,,40,,,0,f,0,0,f,0,0
166,건축용 기계장치: 재활용,3000,,,40,,,0,f,0,0,f,0,0
167,기구용 기계장치: 순정,3000,,,40,,,0,f,0,0,f,0,0
168,기구용 기계장치: 재활용,3000,,,40,,,0,f,0,0,f,0,0
169,보급형 펄프: 낙엽송재,3000,,11098,65,,,0,f,0,0,f,0,0
170,휘어진 촛대,8000,,14693,57,,,564,f,64,100,t,0,0
171,고급형 펄프: 분비나무재,3000,,11098,65,,,0,f,0,0,f,0,0
172,금받침 촛대,9000,,14694,57,,,564,f,64,500,t,0,0
173,유리액,3000,,11087,54,,,0,f,0,0,f,0,0
174,붉은 연등,9000,,14694,57,,,564,f,64,500,t,0,0
175,유리판,3000,,11087,54,,,0,f,0,0,f,0,0
176,흰 연등,9000,,14694,57,,,564,f,64,500,t,0,0
177,청동거울,3000,,11087,54,,,0,f,0,0,f,0,0
178,흰 기둥 연등,9000,,14694,57,,,564,f,64,500,t,0,0
179,도기,3000,,11087,54,,,0,f,0,0,f,0,0
180,호롱 촛불,9000,,14694,57,,,564,f,64,500,t,0,0
181,점성액: 대추야자재,3000,,11071,38,,,0,f,0,0,f,0,0
182,둥근 갓 촛등,9000,,14694,57,,,564,f,64,500,t,0,0
183,탄성액,3000,,11071,38,,,0,f,0,0,f,0,0
184,사각 종이 조명틀,9000,,14694,57,,,564,f,64,500,t,0,0
185,아키움: 수액 정제 방식,3000,,11082,49,,,,f,0,0,f,0,0
186,두꺼운 벽장식 촛대,8000,,14693,57,,,564,f,64,100,t,0,0
187,검은색 염료,3000,,11085,52,,,0,f,0,0,f,0,0
188,휘어진 벽장식 촛대,9000,,14694,57,,,564,f,64,500,t,0,0
189,녹색 염료,3000,,11085,52,,,0,f,0,0,f,0,0
190,3받침 벽장식 촛대,9000,,14694,57,,,564,f,64,500,t,0,0
191,보라색 염료: 동물성 원료방식,3000,,11085,52,,,0,f,0,0,f,0,0
192,하리하라식 가로등,9000,,14694,57,,,564,f,64,500,t,0,0
193,분홍색 염료,3000,,11085,52,,,0,f,0,0,f,0,0
194,누이아식 가로등,9000,,14694,57,,,564,f,64,500,t,0,0
195,연보라색 염료,3000,,11085,52,,,0,f,0,0,f,0,0
196,주황색 염료,3000,,11085,52,,,0,f,0,0,f,0,0
197,파란색 염료,3000,,11085,52,,,0,f,0,0,f,0,0
198,근육강화 시약: 화학반응 방식,3000,,11084,51,,,0,f,0,0,f,0,0
199,근육강화 시약: 자연재료 방식,3000,,11084,51,,,0,f,0,0,f,0,0
200,조립식 나무 의자,8000,,14619,37,,,532,f,69,0,t,0,0
201,나무 팔걸이 의자,8000,,14619,37,,,532,f,69,0,t,0,0
202,원목 간이 의자,8000,,14619,37,,,532,f,69,0,t,0,0
203,원목 등받이 의자,8000,,14619,37,,,532,f,69,0,t,0,0
204,상인의 푸른 장식 의자,9000,,14620,37,,,532,f,69,100,t,0,0
205,상인의 붉은 장식 의자,9000,,14620,37,,,532,f,69,100,t,0,0
206,상인의 붉은 수공예 의자,9000,,14620,37,,,532,f,69,100,t,0,0
207,군주의 흑자수 간이 의자,10000,,14621,37,,,2239,f,69,500,t,0,0
208,군주의 세공 원목 의자,10000,,14621,37,,,2239,f,69,500,t,0,0
209,군주의 예식용 의자,10000,,14621,37,,,2239,f,69,500,t,0,0
210,학자의 천 의자,9000,,14620,37,,,532,f,69,100,t,0,0
211,학자의 가죽 의자,9000,,14620,37,,,532,f,69,100,t,0,0
212,귀족의 세공 천 의자,10000,,14621,37,,,2239,f,69,500,t,0,0
213,귀족의 안락 의자,10000,,14621,37,,,2239,f,69,500,t,0,0
214,왕실의 붉은 의자,10000,,14580,37,,,2239,f,69,5000,t,0,0
215,긴 나무 의자,8000,,14619,37,,,532,f,69,0,t,0,0
216,원목 세공 대형 의자,8000,,14619,37,,,532,f,69,0,t,0,0
217,군주의 침소 소파,10000,,14621,37,,,2239,f,69,500,t,0,0
218,학자의 가죽 소파,9000,,14620,37,,,532,f,69,100,t,0,0
219,귀족의 수공예 소파,10000,,14621,37,,,2239,f,69,500,t,0,0
220,왕실의 백색 금자수 소파,10000,,14580,37,,,2239,f,69,5000,t,0,0
221,왕실의 붉은 금자수 소파,10000,,14580,37,,,2239,f,69,5000,t,0,0
222,왕실의 붉은 원목 소파,10000,,14580,37,,,2239,f,69,5000,t,0,0
223,땅콩기름,3000,,11088,55,,,0,f,0,0,f,0,0
224,목화씨유,3000,,11088,55,,,0,f,0,0,f,0,0
225,아마씨유,3000,,11088,55,,,0,f,0,0,f,0,0
226,아티초크유,3000,,11088,55,,,0,f,0,0,f,0,0
227,올리브유,3000,,11088,55,,,0,f,0,0,f,0,0
228,유채씨유,3000,,11088,55,,,0,f,0,0,f,0,0
229,케이폭씨유,3000,,11088,55,,,0,f,0,0,f,0,0
230,콩기름,3000,,11088,55,,,0,f,0,0,f,0,0
231,평지씨유,3000,,11088,55,,,0,f,0,0,f,0,0
232,해바라기씨유,3000,,11088,55,,,0,f,0,0,f,0,0
233,호두기름,3000,,11088,55,,,0,f,0,0,f,0,0
234,설탕,3000,,11094,61,,,0,f,0,0,f,0,0
235,소금,3000,,11094,61,,,0,f,0,0,f,0,0
236,향정신 시약,3000,,11084,51,,,0,f,0,0,f,0,0
237,블루베리 베이글,3000,,11086,53,,,0,f,0,0,f,0,0
238,양파 베이글,3000,,11086,53,,,0,f,0,0,f,0,0
239,베리베리 베리굿,3000,,11086,53,,,0,f,0,0,f,0,0
240,나무 식탁,8000,,14619,37,,,532,f,70,0,t,0,0
241,곡선 나무결 탁자,8000,,14619,37,,,532,f,70,0,t,0,0
242,원목 간이 탁자,8000,,14619,37,,,532,f,70,0,t,0,0
243,원목 주방대,8000,,14619,37,,,532,f,70,0,t,0,0
244,원목 대형 주방대,8000,,14619,37,,,532,f,70,0,t,0,0
245,원목 식탁,8000,,14619,37,,,532,f,70,0,t,0,0
246,상인의 작은 탁자,9000,,14620,37,,,532,f,70,100,t,0,0
247,상인의 대형 탁자,9000,,14620,37,,,532,f,70,100,t,0,0
248,상인의 수공예 탁자,9000,,14620,37,,,532,f,70,100,t,0,0
249,군주의 간이 탁자,10000,,14621,37,,,2239,f,70,500,t,0,0
250,군주의 탁자,10000,,14621,37,,,2239,f,70,500,t,0,0
251,군주의 예식용 탁자,10000,,14621,37,,,2239,f,70,500,t,0,0
252,군주의 장식 탁자,9000,,14620,37,,,2239,f,70,500,t,0,0
253,학자의 책상,9000,,14620,37,,,532,f,70,100,t,0,0
254,학자의 회의 탁자,9000,,14620,37,,,532,f,70,100,t,0,0
255,귀족의 책상,10000,,14621,37,,,2239,f,70,500,t,0,0
256,귀족의 원형 탁자,10000,,14621,37,,,2239,f,70,500,t,0,0
257,왕실의 책상,10000,,14580,37,,,2239,f,70,5000,t,0,0
258,왕실의 금장 탁자,10000,,14580,37,,,2239,f,70,5000,t,0,0
259,왕실의 회의 탁자,10000,,14580,37,,,2239,f,70,5000,t,0,0
260,로즈마리향 멧돼지 바베큐,3000,,11086,53,,,0,f,0,0,f,0,0
261,장어덮밥,3000,,11086,53,,,0,f,0,0,f,0,0
262,5급 생명력 회복약,3000,,11083,50,,,0,f,0,0,f,0,0
263,4급 생명력 회복약,3000,,11083,50,,,0,f,0,0,f,0,0
264,5급 활력 회복약,3000,,11083,50,,,0,f,0,0,f,0,0
265,4급 활력 회복약,3000,,11083,50,,,0,f,0,0,f,0,0
266,물리상처 해제약,3000,,11083,50,,,0,f,0,0,f,0,0
267,정신이상 해제약,3000,,11083,50,,,0,f,0,0,f,0,0
268,이동속도 증가제,3000,,11083,50,,,0,f,0,0,f,0,0
269,공격속도 증가제,3000,,11083,50,,,0,f,0,0,f,0,0
270,시전속도 증가제,3000,,11083,50,,,0,f,0,0,f,0,0
271,물리공격 내성제,3000,,11083,50,,,0,f,0,0,f,0,0
272,마법공격 내성제,3000,,11083,50,,,0,f,0,0,f,0,0
273,공간 이동서,3000,,11091,58,,,0,f,0,0,f,0,0
274,기억의 잉크,3000,,11084,51,,,0,f,0,0,f,0,0
275,저승의 돌,3000,,11082,49,,,0,f,0,0,f,0,0
276,'초승달 왕좌 소형 범선' 제작,1000,,11823,42,'초승달 왕좌 소형 범선'을 제작 합니다.,,0,f,0,0,f,0,0
277,부서진 통찰력의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
278,단단한 통찰력의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
279,튼튼한 통찰력의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
280,부서진 물방울의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
281,단단한 물방울의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
282,튼튼한 물방울의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
283,부서진 생기의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
284,단단한 생기의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
285,튼튼한 생기의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
286,부서진 활기의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
287,단단한 활기의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
288,튼튼한 활기의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
289,부서진 칼날의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
290,단단한 칼날의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
291,튼튼한 칼날의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
292,부서진 화살의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
293,단단한 화살의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
294,튼튼한 화살의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
295,부서진 섬광의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
296,단단한 섬광의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
297,튼튼한 섬광의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
298,부서진 암살자의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
299,단단한 암살자의 달그림자,4000,,14647,51,,,,f,,2000,f,0,0
300,튼튼한 암살자의 달그림자,5000,,20340,51,,,,f,,20000,f,0,0
301,부서진 파도의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
302,단단한 파도의 달그림자,4000,,14647,51,,,,f,,2000,f,0,0
303,튼튼한 파도의 달그림자,5000,,20340,51,,,,f,,20000,f,0,0
304,부서진 살쾡이의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
305,단단한 살쾡이의 달그림자,4000,,14647,51,,,568,f,72,15000,t,0,0
306,부서진 혼돈의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
307,단단한 혼돈의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
308,튼튼한 혼돈의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
309,견고한 혼돈의 달그림자,6000,,14646,51,,,,f,,0,f,0,0
310,부서진 신성의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
311,단단한 신성의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
312,튼튼한 신성의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
313,견고한 신성의 달그림자,6000,,14646,51,,,,f,,0,f,0,0
314,부서진 포효의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
315,단단한 포효의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
316,튼튼한 포효의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
317,부서진 파괴의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
318,단단한 파괴의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
319,튼튼한 파괴의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
320,견고한 파괴의 달그림자,6000,,14646,51,,,,f,,0,f,0,0
321,부서진 영원의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
322,단단한 영원의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
323,튼튼한 영원의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
324,견고한 영원의 달그림자,6000,,14646,51,,,,f,,0,f,0,0
325,부서진 광속의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
326,단단한 광속의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
327,튼튼한 광속의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
328,견고한 광속의 달그림자,6000,,14646,51,,,,f,,0,f,0,0
329,부서진 의지의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
330,단단한 의지의 달그림자,4000,,14647,51,,,568,f,72,2000,t,0,0
331,튼튼한 의지의 달그림자,5000,,20340,51,,,2241,f,72,20000,t,0,0
332,부서진 철갑의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
333,단단한 철갑의 달그림자,4000,,14647,51,,,568,f,72,15000,t,0,0
334,부서진 방벽의 달그림자,3000,,14644,51,,,568,f,72,0,t,0,0
335,단단한 방벽의 달그림자,4000,,14647,51,,,568,f,72,15000,t,0,0
336,미사용,2000,,11093,43,,,,f,,0,f,0,0
337,잔혹한 저주의 휘파람,10000,,11076,43,,,0,f,0,0,f,0,0
338,잔혹한 분노의 휘파람,10000,,11076,43,,,0,f,0,0,f,0,0
339,잔혹한 투혼의 휘파람,10000,,11076,43,,,0,f,0,0,f,0,0
340,영원한 재생의 심장,10000,,11076,43,,,0,f,0,0,f,0,0
341,영원한 불굴의 심장,10000,,11076,43,,,0,f,0,0,f,0,0
342,영원한 격동의 심장,10000,,11076,43,,,0,f,0,0,f,0,0
343,생생한 전투의 손,10000,,11076,43,,,0,f,0,0,f,0,0
