id,unit_formula_id,variable_kind_id,key,value
150,17,1,5,0.0
151,17,1,6,0.0
152,17,1,7,0.0
153,17,1,8,0.0
154,18,2,1,0.0
155,18,2,2,0.0
156,18,2,3,0.0
157,18,2,4,0.0
158,18,3,1,1.0
159,18,3,2,1.1
160,18,3,3,1.0
161,18,3,4,1.0
162,18,3,5,1.0
163,18,3,8,1.0
164,18,3,9,1.0
165,18,3,10,1.0
166,18,3,11,1.0
167,18,3,12,1.0
168,18,3,13,1.0
169,18,3,14,1.0
170,18,3,15,1.0
171,18,4,1,0.0
172,18,4,2,0.0
173,19,2,1,0.0
174,19,2,2,0.0
175,19,2,3,0.0
176,19,2,4,0.0
177,19,3,1,0.0
178,19,3,2,0.0
179,19,3,3,0.0
180,19,3,4,0.0
181,19,3,5,0.0
182,19,3,8,0.0
183,19,3,9,0.0
184,19,3,10,0.0
185,19,3,11,0.0
186,19,3,12,0.0
187,19,3,13,0.0
188,19,3,14,0.0
189,19,3,15,0.0
190,19,4,1,0.0
191,19,4,2,0.0
192,20,2,1,0.0
193,20,2,2,0.0
194,20,2,3,0.0
195,20,2,4,0.0
196,20,3,1,1.0
197,20,3,2,1.0
198,20,3,3,1.0
199,20,3,4,1.0
200,20,3,5,1.0
201,20,3,8,1.0
202,20,3,9,1.0
203,20,3,10,1.0
204,20,3,11,1.0
205,20,3,12,1.0
206,20,3,13,1.0
207,20,3,14,1.0
208,20,3,15,1.0
209,20,4,1,0.0
210,20,4,2,0.0
211,21,2,1,0.0
212,21,2,2,0.0
213,21,2,3,0.0
214,21,2,4,0.0
215,21,3,1,0.0
216,21,3,2,0.0
217,21,3,3,0.0
218,21,3,4,0.0
219,21,3,5,0.0
220,21,3,8,0.0
221,21,3,9,0.0
222,21,3,10,0.0
223,21,3,11,0.0
224,21,3,12,0.0
225,21,3,13,0.0
226,21,3,14,0.0
227,21,3,15,0.0
228,21,4,1,0.0
229,21,4,2,0.0
230,22,2,1,0.0
231,22,2,2,0.0
232,22,2,3,0.0
233,22,2,4,0.0
234,22,3,1,0.0
235,22,3,2,0.0
236,22,3,3,0.0
237,22,3,4,0.0
238,22,3,5,0.0
239,22,3,8,0.0
240,22,3,9,0.0
241,22,3,10,0.0
242,22,3,11,0.0
243,22,3,12,0.0
244,22,3,13,0.0
245,22,3,14,0.0
246,22,3,15,0.0
247,22,4,1,0.0
248,22,4,2,0.0
249,23,2,1,0.0
250,23,2,2,0.0
251,23,2,3,0.0
252,23,2,4,0.0
253,23,3,1,0.0
254,23,3,2,0.0
255,23,3,3,0.0
256,23,3,4,0.0
257,23,3,5,0.0
258,23,3,8,0.0
259,23,3,9,0.0
260,23,3,10,0.0
261,23,3,11,0.0
262,23,3,12,0.0
263,23,3,13,0.0
264,23,3,14,0.0
265,23,3,15,0.0
266,23,4,1,0.0
267,23,4,2,0.0
268,24,2,1,0.0
269,24,2,2,0.0
270,24,2,3,0.0
271,24,2,4,0.0
272,24,3,1,0.0
273,24,3,2,0.0
274,24,3,3,0.0
275,24,3,4,0.0
276,24,3,5,0.0
277,24,3,8,0.0
278,24,3,9,0.0
279,24,3,10,0.0
280,24,3,11,0.0
281,24,3,12,0.0
282,24,3,13,0.0
283,24,3,14,0.0
284,24,3,15,0.0
285,24,4,1,0.0
286,24,4,2,0.0
287,25,2,1,0.0
288,25,2,2,0.0
289,25,2,3,0.0
290,25,2,4,0.0
291,25,3,1,0.0
292,25,3,2,0.0
293,25,3,3,0.0
294,25,3,4,0.0
295,25,3,5,0.0
296,25,3,8,0.0
297,25,3,9,0.0
298,25,3,10,0.0
299,25,3,11,0.0
300,25,3,12,0.0
301,25,3,13,0.0
302,25,3,14,0.0
303,25,3,15,0.0
304,25,4,1,0.0
305,25,4,2,0.0
306,26,2,1,0.0
307,26,2,2,0.0
308,26,2,3,0.0
309,26,2,4,0.0
310,26,3,1,0.0
311,26,3,2,0.0
312,26,3,3,0.0
313,26,3,4,0.0
314,26,3,5,0.0
315,26,3,8,0.0
316,26,3,9,0.0
317,26,3,10,0.0
318,26,3,11,0.0
319,26,3,12,0.0
320,26,3,13,0.0
321,26,3,14,0.0
322,26,3,15,0.0
323,26,4,1,0.0
324,26,4,2,0.0
325,27,2,1,0.0
326,27,2,2,0.0
327,27,2,3,0.0
328,27,2,4,0.0
329,27,3,1,1.0
330,27,3,2,1.0
331,27,3,3,1.0
332,27,3,4,1.2
333,27,3,5,1.0
334,27,3,8,1.0
335,27,3,9,1.0
336,27,3,10,1.0
337,27,3,11,1.0
338,27,3,12,1.0
339,27,3,13,1.0
340,27,3,14,1.0
341,27,3,15,1.0
342,27,4,1,0.0
343,27,4,2,0.0
344,28,2,1,0.0
345,28,2,2,0.0
346,28,2,3,0.0
347,28,2,4,0.0
348,28,3,1,0.0
349,28,3,2,0.0
350,28,3,3,0.0
351,28,3,4,0.0
352,28,3,5,0.0
353,28,3,8,0.0
354,28,3,9,0.0
355,28,3,10,0.0
356,28,3,11,0.0
357,28,3,12,0.0
358,28,3,13,0.0
359,28,3,14,0.0
360,28,3,15,0.0
361,28,4,1,0.0
362,28,4,2,0.0
363,29,2,1,1.0
364,29,2,2,1.0
365,29,2,3,1.0
366,29,2,4,1.0
367,29,3,1,1.0
368,29,3,2,1.0
369,29,3,3,1.0
370,29,3,4,1.0
371,29,3,5,1.0
372,29,3,8,1.0
373,29,3,9,1.0
374,29,3,10,1.0
375,29,3,11,1.0
376,29,3,12,1.0
377,29,3,13,1.0
378,29,3,14,1.0
379,29,3,15,1.0
380,29,4,1,1.0
381,29,4,2,2.5
382,30,2,1,0.0
383,30,2,2,0.0
384,30,2,3,0.0
385,30,2,4,0.0
386,30,3,1,0.0
387,30,3,2,0.0
388,30,3,3,0.0
389,30,3,4,0.0
390,30,3,5,0.0
391,30,3,8,0.0
392,30,3,9,0.0
393,30,3,10,0.0
394,30,3,11,0.0
395,30,3,12,0.0
396,30,3,13,0.0
397,30,3,14,0.0
398,30,3,15,0.0
399,30,4,1,0.0
400,30,4,2,0.0
401,31,2,1,1.15
402,31,2,2,0.85
403,31,2,3,1.0
404,31,2,4,1.0
405,31,3,1,1.0
406,31,3,2,1.0
407,31,3,3,1.0
408,31,3,4,1.0
409,31,3,5,1.0
410,31,3,8,1.0
411,31,3,9,1.0
412,31,3,10,1.0
413,31,3,11,1.0
414,31,3,12,1.0
415,31,3,13,1.0
416,31,3,14,1.0
417,31,3,15,1.0
418,31,4,1,1.0
419,31,4,2,4.5
420,32,2,1,0.0
421,32,2,2,0.0
422,32,2,3,0.0
423,32,2,4,0.0
424,32,3,1,1.0
425,32,3,2,1.0
426,32,3,3,1.0
427,32,3,4,1.0
428,32,3,5,1.0
429,32,3,8,1.0
430,32,3,9,1.0
431,32,3,10,1.0
432,32,3,11,1.0
433,32,3,12,1.0
434,32,3,13,1.0
435,32,3,14,0.5
436,32,3,15,1.0
437,32,4,1,1.0
438,32,4,2,5.0
439,33,2,1,0.0
440,33,2,2,0.0
441,33,2,3,0.0
442,33,2,4,0.0
443,33,3,1,0.0
444,33,3,2,0.0
445,33,3,3,0.0
446,33,3,4,0.0
447,33,3,5,0.0
448,33,3,8,0.0
449,33,3,9,0.0
450,33,3,10,0.0
451,33,3,11,0.0
452,33,3,12,0.0
453,33,3,13,0.0
454,33,3,14,0.0
455,33,3,15,0.0
456,33,4,1,0.0
457,33,4,2,0.0
458,34,2,1,0.0
459,34,2,2,0.0
460,34,2,3,0.0
461,34,2,4,0.0
462,34,3,1,0.0
463,34,3,2,0.0
464,34,3,3,0.0
465,34,3,4,0.0
466,34,3,5,0.0
467,34,3,8,0.0
468,34,3,9,0.0
469,34,3,10,0.0
470,34,3,11,0.0
471,34,3,12,0.0
472,34,3,13,0.0
473,34,3,14,0.0
474,34,3,15,0.0
475,34,4,1,0.0
476,34,4,2,0.0
477,103,1,0,0.0
478,103,1,1,0.0
479,103,1,2,0.0
480,103,1,3,0.0
481,103,1,4,0.0
482,103,1,5,0.0
483,103,1,6,0.0
484,103,1,7,0.0
485,103,1,8,0.0
486,104,2,1,2.0
487,104,2,2,0.0
488,104,2,3,1.0
489,104,2,4,1.0
490,104,3,1,1.0
491,104,3,2,1.0
492,104,3,3,1.0
493,104,3,4,1.0
494,104,3,5,1.0
495,104,3,8,1.0
496,104,3,9,1.0
497,104,3,10,1.0
498,104,3,11,1.0
499,104,3,12,1.0
500,104,3,13,1.0
501,104,3,14,1.0
502,104,3,15,1.0
503,104,4,1,1.0
504,104,4,2,1.0
505,109,1,0,0.0
506,109,1,1,0.0
507,109,1,2,0.0
508,109,1,3,0.0
509,109,1,4,0.0
510,109,1,5,0.0
511,109,1,6,0.0
512,109,1,7,0.0
513,109,1,8,0.0
514,110,2,1,0.0
515,110,2,2,2.0
516,110,2,3,1.0
517,110,2,4,1.0
518,110,3,1,1.0
519,110,3,2,1.0
520,110,3,3,1.0
521,110,3,4,1.0
522,110,3,5,1.0
523,110,3,8,1.0
524,110,3,9,1.0
525,110,3,10,1.0
526,110,3,11,1.0
527,110,3,12,1.0
528,110,3,13,1.0
529,110,3,14,1.0
530,110,3,15,1.0
531,110,4,1,1.0
532,110,4,2,1.0
533,115,1,0,0.0
534,115,1,1,0.0
535,115,1,2,0.0
536,115,1,3,0.0
537,115,1,4,0.0
538,115,1,5,0.0
539,115,1,6,0.0
540,115,1,7,0.0
541,115,1,8,0.0
542,116,2,1,0.0
543,116,2,2,0.0
544,116,2,3,0.0
545,116,2,4,0.0
546,116,3,1,0.0
547,116,3,2,0.0
548,116,3,3,0.0
549,116,3,4,0.0
550,116,3,5,0.0
551,116,3,8,0.0
552,116,3,9,0.0
553,116,3,10,0.0
554,116,3,11,0.0
555,116,3,12,0.0
556,116,3,13,0.0
557,116,3,14,0.0
558,116,3,15,0.0
559,116,4,1,0.0
560,116,4,2,0.0
561,121,1,0,0.0
562,121,1,1,0.0
563,121,1,2,0.0
564,121,1,3,0.0
565,121,1,4,0.0
566,121,1,5,0.0
567,121,1,6,0.0
568,121,1,7,0.0
569,121,1,8,0.0
570,122,2,1,0.7
571,122,2,2,1.0
572,122,2,3,0.8
573,122,2,4,1.0
574,122,3,1,1.0
575,122,3,2,1.0
576,122,3,3,1.0
577,122,3,4,1.0
578,122,3,5,1.0
579,122,3,8,1.0
580,122,3,9,1.0
581,122,3,10,1.0
582,122,3,11,1.0
583,122,3,12,1.0
584,122,3,13,1.0
585,122,3,14,1.0
586,122,3,15,1.0
587,122,4,1,1.0
588,122,4,2,2.5
589,127,1,0,0.0
590,127,1,1,0.0
591,127,1,2,0.0
592,127,1,3,0.0
593,127,1,4,0.0
594,127,1,5,0.0
595,127,1,6,0.0
596,127,1,7,0.0
597,127,1,8,0.0
598,128,2,1,1.0
599,128,2,2,1.0
600,128,2,3,1.0
601,128,2,4,1.0
602,128,3,1,0.0
603,128,3,2,0.0
604,128,3,3,0.0
605,128,3,4,0.0
606,128,3,5,0.0
607,128,3,8,0.0
608,128,3,9,0.0
609,128,3,10,0.0
610,128,3,11,0.0
611,128,3,12,0.0
612,128,3,13,0.0
613,128,3,14,0.0
614,128,3,15,0.0
615,128,4,1,0.0
616,128,4,2,0.0
617,133,1,0,0.0
618,133,1,1,0.0
619,133,1,2,0.0
620,133,1,3,0.0
621,133,1,4,0.0
622,133,1,5,0.0
623,133,1,6,0.0
624,133,1,7,0.0
625,133,1,8,0.0
626,134,2,1,1.0
627,134,2,2,1.0
628,134,2,3,1.0
629,134,2,4,1.0
630,134,3,1,0.0
631,134,3,2,0.0
632,134,3,3,0.0
633,134,3,4,0.0
634,134,3,5,0.0
635,134,3,8,0.0
636,134,3,9,0.0
637,134,3,10,0.0
638,134,3,11,0.0
639,134,3,12,0.0
640,134,3,13,0.0
641,134,3,14,0.0
642,134,3,15,0.0
643,134,4,1,0.0
644,134,4,2,0.0
645,139,1,0,0.0
646,139,1,1,0.0
647,139,1,2,0.0
648,139,1,3,0.0
649,139,1,4,0.0
650,139,1,5,0.0
651,139,1,6,0.0
652,139,1,7,0.0
653,139,1,8,0.0
654,140,2,1,1.0
655,140,2,2,1.0
656,140,2,3,1.0
657,140,2,4,1.0
658,140,3,1,0.0
659,140,3,2,0.0
660,140,3,3,0.0
661,140,3,4,0.0
662,140,3,5,0.0
663,140,3,8,0.0
664,140,3,9,0.0
665,140,3,10,0.0
666,140,3,11,0.0
667,140,3,12,0.0
668,140,3,13,0.0
669,140,3,14,0.0
670,140,3,15,0.0
671,140,4,1,0.0
672,140,4,2,0.0
673,145,1,0,0.0
674,145,1,1,0.0
675,145,1,2,0.0
676,145,1,3,0.0
677,145,1,4,0.0
678,145,1,5,0.0
679,145,1,6,0.0
680,145,1,7,0.0
681,145,1,8,0.0
682,146,2,1,1.0
683,146,2,2,1.0
684,146,2,3,1.0
685,146,2,4,1.0
686,146,3,1,0.0
687,146,3,2,0.0
688,146,3,3,0.0
689,146,3,4,0.0
690,146,3,5,0.0
691,146,3,8,0.0
692,146,3,9,0.0
693,146,3,10,0.0
694,146,3,11,0.0
695,146,3,12,0.0
696,146,3,13,0.0
697,146,3,14,0.0
698,146,3,15,0.0
699,146,4,1,0.0
700,146,4,2,0.0
701,151,1,0,0.0
702,151,1,1,0.0
703,151,1,2,0.0
704,151,1,3,0.0
705,151,1,4,0.0
706,151,1,5,0.0
707,151,1,6,0.0
708,151,1,7,0.0
709,151,1,8,0.0
710,152,2,1,1.0
711,152,2,2,1.0
712,152,2,3,1.0
713,152,2,4,1.0
714,152,3,1,0.0
715,152,3,2,0.0
716,152,3,3,0.0
717,152,3,4,0.0
718,152,3,5,0.0
719,152,3,8,0.0
720,152,3,9,0.0
721,152,3,10,0.0
722,152,3,11,0.0
723,152,3,12,0.0
724,152,3,13,0.0
725,152,3,14,0.0
726,152,3,15,0.0
727,152,4,1,0.0
728,152,4,2,0.0
729,157,1,0,0.0
730,157,1,1,0.0
731,157,1,2,0.0
732,157,1,3,0.0
733,157,1,4,0.0
734,157,1,5,0.0
735,157,1,6,0.0
736,157,1,7,0.0
737,157,1,8,0.0
738,158,2,1,0.0
739,158,2,2,0.0
740,158,2,3,0.0
741,158,2,4,0.0
742,158,3,1,0.0
743,158,3,2,0.0
744,158,3,3,0.0
745,158,3,4,0.0
746,158,3,5,0.0
747,158,3,8,0.0
748,158,3,9,0.0
749,158,3,10,0.0
750,158,3,11,0.0
751,158,3,12,0.0
752,158,3,13,0.0
753,158,3,14,0.0
754,158,3,15,0.0
755,158,4,1,0.0
756,158,4,2,0.0
757,163,1,0,0.0
758,163,1,1,0.0
759,163,1,2,0.0
760,163,1,3,0.0
761,163,1,4,0.0
762,163,1,5,0.0
763,163,1,6,0.0
764,163,1,7,0.0
765,163,1,8,0.0
766,164,2,1,1.0
767,164,2,2,1.0
768,164,2,3,0.8
769,164,2,4,1.0
770,164,3,1,1.0
771,164,3,2,1.0
772,164,3,3,1.0
773,164,3,4,1.0
774,164,3,5,1.0
775,164,3,8,1.0
776,164,3,9,1.0
777,164,3,10,1.0
778,164,3,11,1.0
779,164,3,12,1.0
780,164,3,13,1.0
781,164,3,14,1.0
782,164,3,15,1.0
783,164,4,1,1.0
784,164,4,2,2.5
785,169,1,0,0.0
786,169,1,1,0.0
787,169,1,2,0.0
788,169,1,3,0.0
789,169,1,4,0.0
790,169,1,5,0.0
791,169,1,6,0.0
792,169,1,7,0.0
793,169,1,8,0.0
794,170,2,1,1.0
795,170,2,2,1.3
796,170,2,3,1.0
797,170,2,4,0.8
798,170,3,1,1.0
799,170,3,2,1.0
800,170,3,3,1.0
801,170,3,4,1.0
802,170,3,5,1.0
803,170,3,8,1.0
804,170,3,9,1.0
805,170,3,10,1.0
806,170,3,11,1.0
807,170,3,12,1.0
808,170,3,13,1.0
809,170,3,14,1.0
810,170,3,15,1.0
811,170,4,1,1.0
812,170,4,2,2.5
813,204,1,0,0.0
814,204,1,1,0.0
815,204,1,2,0.0
816,204,1,3,0.0
817,204,1,4,0.0
818,204,1,5,0.0
819,204,1,6,0.0
820,204,1,7,0.0
821,204,1,8,0.0
822,205,2,1,0.0
823,205,2,2,0.0
824,205,2,3,0.0
825,205,2,4,0.0
826,205,3,1,0.0
827,205,3,2,0.0
828,205,3,3,0.0
829,205,3,4,0.0
830,205,3,5,0.0
831,205,3,8,0.0
832,205,3,9,0.0
833,205,3,10,0.0
834,205,3,11,0.0
835,205,3,12,0.0
836,205,3,13,0.0
837,205,3,14,0.0
838,205,3,15,0.0
839,205,4,1,0.0
840,205,4,2,0.0
841,18,4,3,0.0
842,18,4,4,0.0
843,18,4,5,0.0
844,19,4,3,0.0
845,19,4,4,0.0
846,19,4,5,0.0
847,20,4,3,0.0
848,20,4,4,0.0
849,20,4,5,0.0
850,21,4,3,0.0
851,21,4,4,0.0
852,21,4,5,0.0
853,22,4,3,0.0
854,22,4,4,0.0
855,22,4,5,0.0
856,23,4,3,0.0
857,23,4,4,0.0
858,23,4,5,0.0
859,24,4,3,0.0
860,24,4,4,0.0
861,24,4,5,0.0
862,25,4,3,0.0
863,25,4,4,0.0
864,25,4,5,0.0
865,26,4,3,0.0
866,26,4,4,0.0
867,26,4,5,0.0
868,27,4,3,0.0
869,27,4,4,0.0
870,27,4,5,0.0
871,28,4,3,0.0
872,28,4,4,0.0
873,28,4,5,0.0
874,29,4,3,4.0
875,29,4,4,3.0
876,29,4,5,2.5
877,30,4,3,0.0
878,30,4,4,0.0
879,30,4,5,0.0
880,31,4,3,50.0
881,31,4,4,25.0
882,31,4,5,15.0
883,32,4,3,25.0
884,32,4,4,20.0
885,32,4,5,10.0
886,33,4,3,0.0
887,33,4,4,0.0
888,33,4,5,0.0
889,34,4,3,0.0
890,34,4,4,0.0
891,34,4,5,0.0
892,104,4,3,1.0
893,104,4,4,1.0
894,104,4,5,1.0
895,110,4,3,1.0
896,110,4,4,1.0
897,110,4,5,1.0
898,116,4,3,0.0
899,116,4,4,0.0
900,116,4,5,0.0
901,122,4,3,4.0
902,122,4,4,3.0
903,122,4,5,2.5
904,128,4,3,0.0
905,128,4,4,0.0
906,128,4,5,0.0
907,134,4,3,0.0
908,134,4,4,0.0
909,134,4,5,0.0
910,140,4,3,0.0
911,140,4,4,0.0
912,140,4,5,0.0
913,146,4,3,0.0
914,146,4,4,0.0
915,146,4,5,0.0
916,152,4,3,0.0
917,152,4,4,0.0
918,152,4,5,0.0
919,158,4,3,0.0
920,158,4,4,0.0
921,158,4,5,0.0
922,164,4,3,4.0
923,164,4,4,3.0
924,164,4,5,2.5
925,170,4,3,4.0
926,170,4,4,3.0
927,170,4,5,2.5
928,205,4,3,0.0
929,205,4,4,0.0
930,205,4,5,0.0
931,211,1,0,0.0
932,211,1,1,0.0
933,211,1,2,0.0
934,211,1,3,0.0
935,211,1,4,0.0
936,211,1,5,0.0
937,211,1,6,0.0
938,211,1,7,0.0
939,211,1,8,0.0
940,212,2,1,0.0
941,212,2,2,0.0
942,212,2,3,0.0
943,212,2,4,0.0
944,212,3,1,0.0
945,212,3,2,0.0
946,212,3,3,0.0
947,212,3,4,0.0
948,212,3,5,0.0
949,212,3,8,0.0
950,212,3,9,0.0
951,212,3,10,0.0
952,212,3,11,0.0
953,212,3,12,0.0
954,212,3,13,0.0
955,212,3,14,0.0
956,212,3,15,0.0
957,212,4,1,0.0
958,212,4,2,0.0
959,212,4,3,0.0
960,212,4,4,0.0
961,212,4,5,0.0
962,218,1,0,0.0
963,218,1,1,0.0
964,218,1,2,0.0
965,218,1,3,0.0
966,218,1,4,0.0
967,218,1,5,0.0
968,218,1,6,0.0
969,218,1,7,0.0
970,218,1,8,0.0
971,219,2,1,0.0
972,219,2,2,0.0
973,219,2,3,0.0
974,219,2,4,0.0
975,219,3,1,0.0
976,219,3,2,0.0
977,219,3,3,0.0
978,219,3,4,0.0
979,219,3,5,0.0
980,219,3,8,0.0
981,219,3,9,0.0
982,219,3,10,0.0
983,219,3,11,0.0
984,219,3,12,0.0
985,219,3,13,0.0
986,219,3,14,0.0
987,219,3,15,0.0
988,219,4,1,0.0
989,219,4,2,0.0
990,219,4,3,0.0
991,219,4,4,0.0
992,219,4,5,0.0
993,18,4,6,0.0
994,18,4,7,0.0
995,19,4,6,0.0
996,19,4,7,0.0
997,20,4,6,0.0
998,20,4,7,0.0
999,21,4,6,0.0
1000,21,4,7,0.0
1001,22,4,6,0.0
1002,22,4,7,0.0
1003,23,4,6,0.0
1004,23,4,7,0.0
1005,24,4,6,0.0
1006,24,4,7,0.0
1007,25,4,6,0.0
1008,25,4,7,0.0
1009,26,4,6,0.0
1010,26,4,7,0.0
1011,27,4,6,0.0
1012,27,4,7,0.0
1013,28,4,6,0.0
1014,28,4,7,0.0
1015,29,4,6,0.8
1016,29,4,7,1.0
1017,30,4,6,0.0
1018,30,4,7,0.0
1019,31,4,6,0.3
1020,31,4,7,2.5
1021,32,4,6,0.3
1022,32,4,7,1.0
1023,33,4,6,0.0
1024,33,4,7,0.0
1025,34,4,6,0.0
1026,34,4,7,0.0
1027,104,4,6,1.0
1028,104,4,7,1.0
1029,110,4,6,1.0
1030,110,4,7,1.0
1031,116,4,6,0.0
1032,116,4,7,0.0
1033,122,4,6,0.8
1034,122,4,7,1.0
1035,128,4,6,0.0
1036,128,4,7,0.0
1037,134,4,6,0.0
1038,134,4,7,0.0
1039,140,4,6,0.0
1040,140,4,7,0.0
1041,146,4,6,0.0
1042,146,4,7,0.0
1043,152,4,6,0.0
1044,152,4,7,0.0
1045,158,4,6,0.0
1046,158,4,7,0.0
1047,164,4,6,0.8
1048,164,4,7,1.0
1049,170,4,6,0.8
1050,170,4,7,1.0
1051,205,4,6,0.0
1052,205,4,7,0.0
1053,212,4,6,0.0
1054,212,4,7,0.0
1055,219,4,6,0.0
1056,219,4,7,0.0
1057,18,2,5,0.0
1058,19,2,5,0.0
1059,20,2,5,0.0
1060,21,2,5,0.0
1061,22,2,5,0.0
1062,23,2,5,0.0
1063,24,2,5,0.0
1064,25,2,5,0.0
1065,26,2,5,0.0
1066,27,2,5,0.0
1067,28,2,5,0.0
1068,29,2,5,1.0
1069,30,2,5,0.0
1070,31,2,5,1.15
1071,32,2,5,0.0
1072,33,2,5,0.0
1073,34,2,5,0.0
1074,104,2,5,2.0
1075,110,2,5,0.0
1076,116,2,5,0.0
1077,122,2,5,1.2
1078,128,2,5,1.0
1079,134,2,5,1.0
1080,140,2,5,1.0
1081,146,2,5,1.0
1082,152,2,5,1.0
1083,158,2,5,0.0
1084,164,2,5,1.5
1085,170,2,5,1.5
1086,205,2,5,0.0
1087,212,2,5,0.0
1088,219,2,5,0.0
1089,18,2,6,0.0
1090,19,2,6,0.0
1091,20,2,6,0.0
1092,21,2,6,0.0
1093,22,2,6,0.0
1094,23,2,6,0.0
1095,24,2,6,0.0
1096,25,2,6,0.0
1097,26,2,6,0.0
1098,27,2,6,0.0
1099,28,2,6,0.0
1100,29,2,6,1.0
1101,30,2,6,0.0
1102,31,2,6,0.85
1103,32,2,6,0.0
1104,33,2,6,0.0
1105,34,2,6,0.0
1106,104,2,6,0.0
1107,110,2,6,2.0
1108,116,2,6,0.0
1109,122,2,6,1.5
1110,128,2,6,1.0
1111,134,2,6,1.0
1112,140,2,6,1.0
1113,146,2,6,1.0
1114,152,2,6,1.0
1115,158,2,6,0.0
1116,164,2,6,1.5
1117,170,2,6,1.5
1118,205,2,6,0.0
1119,212,2,6,0.0
1120,219,2,6,0.0
1121,18,2,7,0.0
1122,19,2,7,0.0
1123,20,2,7,0.0
1124,21,2,7,0.0
1125,22,2,7,0.0
1126,23,2,7,0.0
1127,24,2,7,0.0
1128,25,2,7,0.0
1129,26,2,7,0.0
1130,27,2,7,0.0
1131,28,2,7,0.0
1132,29,2,7,1.0
1133,30,2,7,0.0
1134,31,2,7,1.0
1135,32,2,7,0.0
1136,33,2,7,0.0
1137,34,2,7,0.0
1138,104,2,7,1.0
1139,110,2,7,1.0
1140,116,2,7,0.0
1141,122,2,7,1.3
1142,128,2,7,1.0
1143,134,2,7,1.0
1144,140,2,7,1.0
1145,146,2,7,1.0
1146,152,2,7,1.0
1147,158,2,7,0.0
1148,164,2,7,1.3
1149,170,2,7,1.5
1150,205,2,7,0.0
