id,npc_id,use_alias,quest_act_obj_alias_id
591,5063,f,0
592,5039,f,0
594,5064,f,0
595,5066,f,0
596,7152,f,0
597,5065,f,0
598,5067,f,0
599,5047,f,0
600,5047,f,0
601,5047,f,0
602,5067,f,0
603,5067,f,0
604,5104,f,0
605,5011,f,0
606,5046,f,0
607,5049,f,0
608,5043,f,0
609,4779,f,0
610,5044,f,0
611,5048,f,0
612,5068,f,0
613,5048,f,0
615,5044,f,0
616,5048,f,0
617,2093,f,0
618,2094,f,0
619,2962,f,0
620,2093,f,0
622,5050,f,0
623,5052,f,0
624,5070,f,0
625,5051,f,0
626,7141,f,0
627,5074,f,0
628,5069,f,0
630,5082,f,0
631,5054,f,0
632,5053,f,0
633,5083,f,0
634,5053,f,0
635,5082,f,0
636,5054,f,0
638,2963,f,0
639,2975,f,0
640,2992,f,0
642,4779,f,0
643,2094,f,0
644,2988,f,0
645,2972,f,0
646,3512,f,0
647,3061,f,0
648,2974,f,0
653,2974,f,0
654,2976,f,0
656,2977,f,0
657,2978,f,0
659,2979,f,0
660,2980,f,0
661,2976,f,0
663,2986,f,0
665,2986,f,0
667,2992,f,0
668,2993,f,0
669,2997,f,0
670,2996,f,0
671,2998,f,0
673,10443,f,0
674,3606,f,0
675,3000,f,0
678,3616,f,0
679,9925,f,0
680,3610,f,0
684,9862,f,0
685,3011,f,0
686,3010,f,0
687,3051,f,0
688,3012,f,0
689,3050,f,0
690,3041,f,0
692,3010,f,0
693,3050,f,0
694,3052,f,0
695,7139,t,2720
696,5165,f,0
697,2091,f,0
698,2071,f,0
700,5069,f,0
701,582,f,0
702,511,f,0
707,5168,f,0
708,3621,f,0
710,2132,f,0
711,2082,f,0
713,3000,f,0
714,3000,f,0
715,458,f,0
717,5204,f,0
718,630,f,0
719,3002,f,0
720,2390,f,0
721,3002,f,0
723,5200,f,0
725,3732,f,0
726,5202,f,0
727,5204,f,0
728,3061,f,0
729,5206,f,0
730,5207,f,0
732,474,f,0
733,5207,f,0
734,5208,f,0
735,5209,f,0
736,5122,f,0
738,885,f,0
739,5122,f,0
740,5170,f,0
742,5210,f,0
743,5225,f,0
744,2961,f,0
745,5234,f,0
746,5234,f,0
748,5234,f,0
749,5239,f,0
750,5219,f,0
751,5219,f,0
752,5238,f,0
753,5216,f,0
754,5215,f,0
755,5212,f,0
756,5212,f,0
757,5174,f,0
761,5179,f,0
762,5214,f,0
763,473,f,0
766,5185,f,0
767,5184,f,0
770,673,f,0
771,2438,f,0
772,5218,f,0
773,2963,t,2719
774,2578,f,0
775,5241,f,0
776,5216,f,0
777,2564,f,0
779,5232,f,0
780,5230,f,0
781,5231,f,0
782,5229,f,0
783,679,f,0
784,5844,f,0
785,1,f,0
786,5221,f,0
787,5222,f,0
789,2564,f,0
790,2564,f,0
791,5227,f,0
792,2545,f,0
793,2529,f,0
794,3056,f,0
795,3056,f,0
796,5224,f,0
797,2963,f,0
798,7521,f,0
800,10510,f,0
802,2975,f,0
803,3606,f,0
804,2439,f,0
805,5845,f,0
806,699,f,0
807,679,f,0
808,699,f,0
809,5849,f,0
810,5166,f,0
811,5165,f,0
812,680,f,0
814,3525,f,0
815,3608,f,0
816,740,f,0
817,2421,f,0
818,2986,f,0
820,2986,f,0
822,4956,f,0
823,3678,f,0
824,4972,f,0
825,4971,f,0
826,4971,f,0
827,3611,f,0
828,2430,f,0
829,809,f,0
830,5164,f,0
832,3620,f,0
833,2999,f,0
834,2999,f,0
835,2998,f,0
836,2445,f,0
837,5163,f,0
838,822,f,0
840,806,f,0
841,4956,f,0
842,3004,f,0
844,3003,f,0
845,3621,f,0
846,3003,f,0
848,755,f,0
849,813,f,0
850,7051,f,0
851,813,f,0
852,9994,f,0
853,813,f,0
854,774,f,0
855,2072,t,2710
856,3062,f,0
857,3064,f,0
858,3515,f,0
859,691,f,0
860,3516,f,0
861,7651,f,0
862,3513,f,0
864,1813,f,0
865,1817,f,0
866,7801,f,0
867,3593,f,0
868,3520,f,0
869,3520,f,0
870,807,f,0
871,7657,f,0
873,4971,f,0
874,1832,f,0
875,1831,f,0
877,7657,f,0
879,3089,f,0
880,3080,f,0
881,5436,f,0
882,3020,f,0
883,2386,f,0
884,3062,f,0
885,3062,f,0
886,3530,f,0
888,3528,f,0
889,5341,f,0
890,3532,f,0
891,3063,f,0
892,5171,f,0
893,3535,f,0
894,5171,f,0
895,3532,f,0
896,5173,f,0
897,3537,f,0
898,3537,f,0
899,3538,f,0
900,3537,f,0
901,3543,f,0
902,8141,f,0
903,5177,f,0
904,5179,f,0
905,5182,f,0
906,5177,f,0
907,5275,f,0
908,5186,f,0
909,4818,f,0
910,5275,f,0
912,3547,f,0
913,4241,f,0
917,8074,f,0
918,6490,f,0
919,1825,f,0
920,1751,f,0
921,576,f,0
924,5174,f,0
925,3635,f,0
926,502,f,0
927,822,f,0
928,807,f,0
929,1774,t,2712
930,5069,f,0
931,5606,f,0
932,5601,f,0
933,5601,f,0
934,5592,f,0
935,5594,f,0
936,5594,f,0
937,5595,f,0
938,5591,f,0
939,5591,f,0
940,5596,f,0
941,5604,f,0
942,5605,f,0
943,5598,f,0
944,5602,f,0
945,5604,f,0
946,5597,f,0
947,5598,f,0
948,5597,f,0
950,4,f,0
951,4,f,0
952,4571,f,0
953,4571,f,0
954,4752,f,0
955,4578,f,0
956,4576,f,0
957,4758,f,0
958,4578,f,0
959,4573,f,0
962,4579,f,0
963,4586,f,0
964,4586,f,0
965,4588,f,0
966,4586,f,0
967,4586,f,0
968,4779,f,0
969,7393,f,0
970,4601,f,0
971,4593,f,0
972,4593,f,0
973,4595,f,0
974,4595,f,0
975,4597,f,0
976,4597,f,0
977,4599,f,0
978,4603,f,0
979,4602,f,0
980,4605,f,0
981,4601,f,0
982,4779,f,0
983,4610,f,0
984,4608,f,0
985,4608,f,0
988,7388,f,0
989,4590,f,0
990,4614,f,0
991,7388,f,0
992,4591,f,0
994,4795,f,0
995,4795,f,0
996,4748,f,0
997,4635,f,0
998,4624,f,0
999,4624,f,0
1000,7387,f,0
1001,4629,f,0
1002,4629,f,0
1005,6045,f,0
1006,4272,f,0
1007,4234,f,0
1008,6016,f,0
1009,4234,f,0
1010,4273,f,0
1011,4272,f,0
1014,4277,f,0
1016,4241,f,0
1017,4239,f,0
1018,4274,f,0
1019,4274,f,0
1020,4274,f,0
1021,6577,f,0
1022,6051,f,0
1023,4204,f,0
1024,4270,f,0
1025,4205,f,0
1026,3446,f,0
1028,4270,f,0
1029,6023,t,1964
1030,4280,f,0
1031,4752,f,0
1035,3441,f,0
1036,3441,f,0
1038,3391,f,0
1039,3442,f,0
1040,3397,f,0
1043,6475,f,0
1044,3395,f,0
1046,3444,f,0
1047,3396,f,0
1048,3434,f,0
1049,3443,f,0
1050,3443,f,0
1051,3392,f,0
1052,3439,f,0
1053,3419,f,0
1054,3419,f,0
1055,3437,f,0
1056,3447,f,0
1057,7617,f,0
1058,3436,f,0
1060,3434,t,2032
1061,3437,f,0
1063,3433,f,0
1065,7617,f,0
1066,3435,f,0
1067,5774,f,0
1068,3432,f,0
1070,3431,f,0
1071,3374,f,0
1072,3431,f,0
1073,3401,f,0
1075,3412,f,0
1078,3424,f,0
1080,3428,f,0
1082,8918,f,0
1084,3429,t,2037
1085,3427,f,0
1086,7618,f,0
1087,3413,f,0
1088,3425,f,0
1089,3430,f,0
1090,3413,f,0
1091,5204,t,2718
1092,4279,f,0
1093,6018,f,0
1094,4281,f,0
1097,5776,f,0
1098,3438,f,0
1099,3439,f,0
1101,3447,f,0
1105,4286,f,0
1106,4289,f,0
1108,4287,f,0
1110,4288,f,0
1111,3445,f,0
1112,4242,f,0
1113,7616,f,0
1114,3394,f,0
1115,4240,f,0
1117,4223,f,0
1118,4262,f,0
1119,4263,f,0
1120,4261,f,0
1121,4265,f,0
1122,4269,f,0
1124,4265,f,0
1128,4296,f,0
1130,4271,f,0
1132,5724,f,0
1137,3402,f,0
1138,3418,f,0
1140,3171,f,0
1142,3170,f,0
1144,3169,f,0
1146,2471,f,0
1147,2476,f,0
1148,2247,f,0
1149,5697,f,0
1150,5697,f,0
1152,5696,f,0
1153,5702,f,0
1154,5701,f,0
1156,5702,f,0
1160,5674,f,0
1161,5669,f,0
1162,5670,f,0
1163,3168,f,0
1165,5704,f,0
1166,5674,f,0
1167,2446,f,0
1169,5689,f,0
1172,2247,f,0
1173,3167,f,0
1174,5706,f,0
1175,3166,f,0
1180,2245,f,0
1181,5706,f,0
1184,5678,f,0
1185,5660,f,0
1188,4292,f,0
1189,5678,f,0
1191,3396,t,2716
1192,4206,t,1859
1194,5671,f,0
1197,5676,f,0
1200,5677,f,0
1202,5669,f,0
1203,12061,f,0
1204,12101,f,0
1205,3438,t,2029
1207,3435,f,0
1208,7617,f,0
1210,2485,f,0
1211,4297,f,0
1212,2447,f,0
1213,5672,f,0
1214,5672,f,0
1215,5689,f,0
1218,4298,f,0
1219,5667,f,0
1222,4299,f,0
1243,3441,f,0
1244,5660,f,0
1245,5661,f,0
1246,5661,f,0
1248,5660,f,0
1250,5065,f,0
1251,4299,f,0
1252,4271,f,0
1253,5742,f,0
1254,5742,f,0
1255,4302,f,0
1256,5773,f,0
1257,5774,f,0
1258,4238,f,0
1259,4212,f,0
1260,5,f,0
1264,5744,f,0
1266,5742,f,0
1267,5742,f,0
1270,3444,f,0
1271,3446,f,0
1272,1,f,0
1273,3440,f,0
1274,3128,f,0
1275,3262,f,0
1276,5083,f,0
1277,5083,f,0
1278,3129,f,0
1279,1,f,0
1280,5085,f,0
1281,3131,f,0
1282,3262,f,0
1283,3139,t,1832
1284,2627,f,0
1286,3121,f,0
1287,2629,f,0
1288,5789,f,0
1289,3137,f,0
1290,5789,f,0
1291,2628,f,0
1293,2627,f,0
1294,2637,f,0
1297,3138,t,1831
1298,3137,f,0
1299,3139,f,0
1300,882,f,0
1301,3139,f,0
1302,7144,f,0
1303,3142,t,1833
1304,3142,f,0
1305,3139,f,0
1306,3144,f,0
1307,3145,f,0
1308,3146,f,0
1309,3146,f,0
1310,3146,f,0
1311,3149,f,0
1312,3149,f,0
1313,3149,f,0
1314,3151,f,0
1315,3151,f,0
1316,3148,f,0
1317,3159,f,0
1318,3152,f,0
1319,3152,f,0
1321,3154,f,0
1322,3154,f,0
1323,3157,f,0
1324,8601,f,0
1325,3159,f,0
1326,3161,f,0
1327,3161,f,0
1328,3176,f,0
1329,3176,f,0
1330,3163,f,0
1331,3177,f,0
1332,3174,f,0
1333,3177,f,0
1334,7616,f,0
1335,3177,f,0
1336,581,f,0
1337,3292,f,0
1338,566,f,0
1341,3284,f,0
1342,3177,f,0
1343,2278,f,0
1344,5795,f,0
1345,5795,f,0
1349,5796,f,0
1350,3142,f,0
1353,5797,f,0
1354,5803,f,0
1355,5801,f,0
1357,1,f,0
1358,1,f,0
1359,3430,f,0
1360,3396,f,0
1361,4265,f,0
1362,5725,f,0
1363,5802,f,0
1364,5808,f,0
1367,5725,f,0
1369,3409,f,0
1370,1679,f,0
1371,1679,f,0
1372,7796,f,0
1373,7933,f,0
1374,1651,f,0
1375,1682,f,0
1376,7925,f,0
1377,1683,f,0
1378,1685,f,0
1379,1684,f,0
1380,2294,f,0
1381,5804,f,0
1383,5823,f,0
1384,5809,f,0
1385,5810,f,0
1386,5808,f,0
1387,5809,f,0
1389,5811,f,0
1390,5788,f,0
1392,1833,f,0
1393,2144,f,0
1394,3630,f,0
1395,3525,f,0
1396,390,f,0
1397,3814,f,0
1398,3610,f,0
1399,3436,f,0
1401,3294,f,0
1402,3296,f,0
1403,3298,f,0
1404,3298,f,0
1405,3163,f,0
1406,3163,f,0
1407,3305,f,0
1408,3300,f,0
1409,3629,f,0
1410,3619,f,0
1411,3619,f,0
1412,5920,f,0
1413,5171,f,0
1414,5923,f,0
1415,5924,f,0
1416,5926,f,0
1417,5921,f,0
1418,10550,t,1822
1420,3667,f,0
1421,5166,f,0
1422,5165,f,0
1423,3431,f,0
1424,5928,f,0
1425,5928,f,0
1427,1173,f,0
1428,5248,f,0
1429,5249,f,0
1430,5250,f,0
1431,5255,f,0
1432,5257,f,0
1433,5257,f,0
1434,5257,f,0
1435,2639,f,0
1436,2639,f,0
1437,2639,f,0
1438,2640,f,0
1439,2641,f,0
1440,2643,f,0
1441,2642,f,0
1442,2644,f,0
1443,2645,f,0
1445,5931,f,0
1446,3520,f,0
1447,4734,f,0
1448,3525,f,0
1449,4219,f,0
1450,2643,f,0
1452,4248,f,0
1453,3513,f,0
1454,3512,f,0
1455,3513,f,0
1457,1173,f,0
1458,3535,f,0
1459,4269,f,0
1460,4269,f,0
1461,5177,f,0
1462,5179,f,0
1463,5931,f,0
1464,626,f,0
1465,3682,f,0
1467,5177,f,0
1468,4752,f,0
1469,3670,f,0
1470,3670,f,0
1471,502,f,0
1472,3670,f,0
1473,3664,f,0
1474,4757,f,0
1476,4756,f,0
1477,3078,f,0
1478,3079,f,0
1479,3079,f,0
1480,3078,f,0
1481,4764,f,0
1482,4765,f,0
1483,3094,f,0
1484,1,f,0
1485,3620,f,0
1486,5767,f,0
1487,4696,f,0
1488,3813,f,0
1489,3728,f,0
1490,564,f,0
1491,6469,f,0
1492,6479,f,0
1493,6479,f,0
1494,1,f,0
1495,5272,f,0
1497,3266,f,0
1498,4264,f,0
1500,4296,f,0
1503,4764,f,0
1504,5754,f,0
1505,6024,f,0
1506,1173,f,0
1507,566,f,0
1508,3417,f,0
1509,7032,f,0
1511,6504,t,2706
1512,6486,f,0
1513,591,f,0
1514,589,f,0
1516,6491,f,0
1517,600,f,0
1518,618,f,0
1519,4291,f,0
1520,620,f,0
1522,3525,f,0
1523,1,f,0
1524,3629,f,0
1525,4278,f,0
1526,3619,f,0
1529,3673,f,0
1530,3673,f,0
1531,9800,t,1877
1532,6488,f,0
1533,5723,f,0
1534,6488,f,0
1535,624,f,0
1536,616,f,0
1537,4269,f,0
1540,4237,f,0
1541,6537,f,0
1542,6505,f,0
1543,6504,f,0
1544,6536,f,0
1545,6506,f,0
1546,1884,f,0
1547,1885,f,0
1548,1885,f,0
1549,6540,f,0
1550,6540,f,0
1551,1884,f,0
1552,4265,f,0
1553,3617,f,0
1554,5844,f,0
1556,740,f,0
1557,1885,f,0
1558,5721,f,0
1559,5724,f,0
1560,679,f,0
1561,1885,f,0
1562,1885,f,0
1563,673,f,0
1564,3379,f,0
1565,6540,f,0
1566,7019,f,0
1567,1891,f,0
1568,3417,f,0
1569,715,f,0
1570,1887,f,0
1571,1891,f,0
1572,3402,f,0
1573,3402,f,0
1574,3418,f,0
1575,1887,f,0
1576,1910,f,0
1577,7883,f,0
1579,4276,f,0
1581,740,f,0
1582,1912,f,0
1583,4246,f,0
1584,1885,f,0
1585,1910,f,0
1586,1908,f,0
1587,6586,f,0
1588,1907,f,0
1589,564,f,0
1590,567,f,0
1591,5256,f,0
1592,5219,f,0
1593,1913,f,0
1594,5840,f,0
1595,1914,f,0
1596,1909,f,0
1597,1910,f,0
1598,3580,f,0
1599,6489,f,0
1600,5220,f,0
1601,2651,f,0
1602,2627,f,0
1603,2632,f,0
1604,2633,f,0
1605,2678,f,0
1606,2654,f,0
1607,2636,f,0
1608,6972,f,0
1609,6974,f,0
1610,6981,f,0
1611,5920,f,0
1612,6981,f,0
1613,6987,f,0
1614,6987,f,0
1615,6989,f,0
1616,1874,f,0
1617,7799,f,0
1618,6993,f,0
1619,3606,f,0
1620,6993,f,0
1621,5841,f,0
1622,6988,f,0
1623,5851,f,0
1624,5841,f,0
1625,807,f,0
1626,804,f,0
1627,804,f,0
1628,7000,f,0
1629,7000,f,0
1630,7001,f,0
1631,7000,f,0
1632,7001,f,0
1633,1885,f,0
1634,673,t,2708
1635,774,f,0
1636,754,f,0
1637,5854,f,0
1638,775,f,0
1639,680,f,0
1641,822,f,0
1642,822,f,0
1643,9994,f,0
1644,5839,f,0
1645,5839,f,0
1646,9994,f,0
1648,7006,f,0
1649,3608,f,0
1650,3532,f,0
1651,1,f,0
1652,2963,f,0
1653,2948,f,0
1654,3015,f,0
1656,6577,f,0
1657,2991,f,0
1659,4285,f,0
1660,2949,f,0
1661,2949,f,0
1662,2949,f,0
1663,2949,f,0
1664,2992,f,0
1665,2954,f,0
1666,2955,f,0
1667,2526,f,0
1668,2526,f,0
1669,5257,f,0
1671,2125,f,0
1672,630,f,0
1673,5850,f,0
1674,3010,f,0
1676,7032,f,0
1677,5168,f,0
1679,1887,f,0
1680,2527,f,0
1681,5755,f,0
1682,5243,f,0
1683,2639,f,0
1684,5218,f,0
1685,4296,f,0
1686,638,f,0
1687,461,f,0
1688,3729,f,0
1689,2059,f,0
1690,2059,f,0
1691,441,f,0
1692,5232,f,0
1694,730,f,0
1695,3995,f,0
1696,2108,f,0
1698,2144,f,0
1699,2112,f,0
1700,2074,f,0
1702,2974,f,0
1703,2078,f,0
1704,2086,f,0
1705,3041,f,0
1706,3018,f,0
1707,2112,f,0
1708,2099,f,0
1711,2077,f,0
1712,5924,f,0
1713,5234,f,0
1714,7095,f,0
1715,7097,f,0
1716,7096,f,0
1717,754,f,0
1718,3538,f,0
1719,5925,f,0
1720,7096,f,0
1721,638,f,0
1722,902,f,0
1723,2109,f,0
1724,2108,f,0
1725,4240,f,0
1726,903,f,0
1727,2086,f,0
1728,5940,f,0
1729,2117,f,0
1730,4271,f,0
1731,4213,f,0
1733,2124,f,0
1734,1,f,0
1735,475,f,0
1736,6604,f,0
1737,5234,f,0
1738,7130,f,0
1739,3593,f,0
1740,3593,f,0
1741,3412,t,2038
1743,3063,f,0
1745,2087,f,0
1746,2962,f,0
1747,6984,f,0
1748,6984,f,0
1749,2124,f,0
1750,2473,f,0
1751,2472,f,0
1752,2484,f,0
1753,3310,f,0
1754,3310,f,0
1755,3310,f,0
1756,3310,f,0
1757,3312,f,0
1758,3314,f,0
1759,3316,f,0
1760,41,f,0
1761,4901,f,0
1762,4901,f,0
1764,4905,f,0
1765,4906,f,0
1769,3262,f,0
1770,3141,f,0
1771,4909,f,0
1774,4910,f,0
1775,4911,f,0
1776,4901,f,0
1777,1,f,0
1778,2,f,0
1781,4912,f,0
1782,4912,f,0
1786,7545,f,0
1787,7545,f,0
1789,4915,f,0
1790,4916,f,0
1795,5077,f,0
1796,5027,f,0
1797,7139,f,0
1798,5062,f,0
1799,4915,f,0
1801,7153,f,0
1802,7154,f,0
1803,7153,f,0
1804,7154,f,0
1805,5064,f,0
1806,5068,f,0
1807,4919,f,0
1808,4919,f,0
1809,5052,f,0
1811,5085,f,0
1812,5074,f,0
1813,7140,f,0
1814,1,f,0
1819,4923,f,0
1821,4920,f,0
1822,7139,f,0
1823,4920,f,0
1824,4920,f,0
1825,4922,f,0
1826,7546,f,0
1827,7139,f,0
1829,3142,f,0
1830,7140,f,0
1834,4922,f,0
1835,4927,f,0
1836,4921,f,0
1839,4922,f,0
1841,4930,f,0
1843,4931,f,0
1845,4929,f,0
1852,4935,f,0
1855,4937,f,0
1856,4936,f,0
1858,4756,f,0
1859,5065,f,0
1862,4757,f,0
1863,4825,f,0
1864,5499,f,0
1865,4763,f,0
1866,4763,f,0
1868,4764,f,0
1869,4579,f,0
1870,4579,f,0
1871,4734,f,0
1872,4603,f,0
1873,4636,f,0
1874,5076,f,0
1875,4619,f,0
1877,8974,f,0
1881,7219,f,0
1882,8976,f,0
1883,624,f,0
1885,7228,f,0
1886,7232,f,0
1887,4619,f,0
1888,4618,f,0
1890,7227,f,0
1892,8988,f,0
1893,8987,f,0
1894,9055,f,0
1896,8989,f,0
1897,8989,f,0
1901,7293,f,0
1904,4757,f,0
1905,7462,f,0
1906,9036,f,0
1907,7472,f,0
1911,9048,f,0
1912,7245,f,0
1913,8994,f,0
1914,8995,f,0
1915,9019,f,0
1916,8988,f,0
1918,7252,f,0
1919,8996,f,0
1920,9000,f,0
1922,9046,f,0
1923,8999,f,0
1924,9004,f,0
1925,7256,f,0
1926,9002,f,0
1927,9003,f,0
1928,7257,f,0
1930,9003,f,0
1931,9006,f,0
1932,9004,f,0
1934,7259,f,0
1935,7259,f,0
1936,8991,f,0
1937,9014,f,0
1938,7267,f,0
1939,7267,f,0
1940,9042,f,0
