id,wi_id,item_id,count_min,count_max,percent,remain_time,group_id
266,0,3721,0,1,588,100000,1
267,0,3722,0,0,0,100000,1
268,0,3723,0,0,0,100000,1
269,0,3724,0,0,0,100000,1
270,0,3725,0,0,0,100000,1
271,0,3721,0,1,588,100000,1
272,0,3722,0,0,0,100000,1
273,0,3723,0,0,0,100000,1
274,0,3724,0,0,0,100000,1
275,0,3725,0,0,0,100000,1
276,0,3721,0,1,588,100000,1
277,0,3722,0,0,0,100000,1
278,0,3723,0,0,0,100000,1
279,0,3724,0,0,0,100000,1
280,0,3725,0,0,0,100000,1
281,0,3721,0,1,588,100000,1
282,0,3722,0,0,0,100000,1
283,0,3723,0,0,0,100000,1
284,0,3724,0,0,0,100000,1
285,0,3725,0,0,0,100000,1
286,0,3721,0,1,588,100000,1
287,0,3722,0,0,0,100000,1
288,0,3723,0,0,0,100000,1
289,0,3724,0,0,0,100000,1
290,0,3725,0,0,0,100000,1
293,0,3721,0,1,588,100000,1
294,0,3722,0,0,0,100000,1
295,0,3723,0,0,0,100000,1
296,0,3724,0,0,0,100000,1
297,0,3725,0,0,0,100000,1
298,0,8053,1,3,10000,100000,0
299,0,3606,2,5,4571,100000,0
300,0,3606,2,5,4571,100000,0
304,0,3427,2,4,10000,100000,0
305,0,3717,0,1,2000,100000,0
307,0,8053,1,3,10000,100000,0
309,0,8053,1,3,10000,100000,0
310,0,8052,1,2,10000,100000,1
311,0,8044,1,1,3500,100000,1
312,0,8055,1,1,10000,100000,0
313,0,8055,1,1,10000,100000,0
314,0,8055,1,1,10000,100000,0
315,0,3626,0,2,8000,100000,0
316,0,3718,0,1,500,100000,0
317,0,3545,1,3,8000,100000,0
318,0,3718,0,1,500,100000,0
319,0,3546,1,3,8000,100000,0
320,0,3718,0,1,500,100000,0
321,0,3645,1,2,7111,100000,0
322,0,3718,0,1,500,100000,0
323,0,7998,1,3,10000,100000,0
325,0,7999,1,3,10000,100000,0
329,0,8000,1,3,10000,100000,0
331,0,8001,1,3,10000,100000,0
333,0,3629,0,2,8000,100000,0
334,0,3718,0,1,500,100000,0
335,0,8004,1,3,10000,100000,0
337,0,8005,1,3,10000,100000,0
341,0,3702,2,3,9600,100000,0
342,0,3718,0,1,500,100000,0
343,0,3667,1,2,10000,100000,0
344,0,3668,1,2,7111,100000,0
345,0,3718,0,1,1000,100000,0
346,0,8009,1,3,10000,100000,0
348,0,8010,1,3,10000,100000,0
350,0,8012,1,3,10000,100000,0
352,0,8013,1,3,10000,100000,0
354,0,8015,1,3,10000,100000,0
358,0,3685,1,2,7111,100000,0
359,0,3718,0,1,500,100000,0
360,0,3686,1,2,7111,100000,0
362,0,8016,1,3,10000,100000,0
364,0,8018,1,3,10000,100000,0
366,0,3637,0,2,8000,100000,0
367,0,3718,0,1,500,100000,0
368,0,3638,0,2,8000,100000,0
369,0,3718,0,1,500,100000,0
370,0,3487,6,9,9600,100000,1
371,0,3488,0,0,0,100000,1
372,0,3489,0,0,0,100000,1
373,0,3490,0,0,0,100000,1
374,0,3491,0,0,0,100000,1
375,0,3482,3,6,10000,100000,1
376,0,3483,0,0,0,100000,1
377,0,3484,0,0,0,100000,1
378,0,3485,0,0,0,100000,1
379,0,3486,0,0,0,100000,1
380,0,500,1,10,10000,100000,0
383,0,3641,1,2,10000,100000,0
384,0,3718,0,1,500,100000,0
386,0,3655,1,2,8889,100000,0
390,0,3677,1,2,8889,100000,0
392,0,3500,1,3,10000,100000,0
395,0,3717,0,1,2000,100000,0
396,0,3602,1,3,10000,100000,0
398,0,3653,1,2,8000,100000,0
401,0,3678,1,2,8000,100000,0
404,0,3560,1,3,8000,100000,0
405,0,3496,2,3,9600,100000,0
406,0,3560,1,3,8000,100000,0
407,0,4857,1,1,10000,100000,0
414,0,4056,1,1,10000,100000,0
417,0,4703,1,1,10000,100000,0
420,0,1443,1,2,100,100000,0
425,0,4078,1,1,10000,100000,0
426,0,4078,1,1,10000,100000,0
427,0,4078,1,1,10000,100000,0
428,0,4078,1,1,10000,100000,0
429,0,4078,30,30,10000,100000,0
430,0,4078,30,30,10000,100000,0
431,0,4078,30,30,10000,100000,0
432,0,4078,30,30,10000,100000,0
434,0,4650,1,1,100,100000,0
435,0,3410,1,3,2000,100000,0
436,0,3410,1,3,2000,100000,0
437,0,3410,1,3,2000,100000,0
438,0,3719,0,1,381,100000,1
439,0,3719,0,1,381,100000,1
440,0,3719,0,1,381,100000,1
441,0,3720,0,0,0,100000,1
442,0,3720,0,0,0,100000,1
443,0,3720,0,0,0,100000,1
444,0,3410,1,2,2000,100000,0
445,0,3410,1,2,2000,100000,0
446,0,3410,1,2,2000,100000,0
447,0,3719,0,1,762,100000,1
448,0,3719,0,1,762,100000,1
449,0,3719,0,1,762,100000,1
450,0,3720,0,0,0,100000,1
451,0,3720,0,0,0,100000,1
452,0,3720,0,0,0,100000,1
453,0,3411,1,2,2667,100000,0
454,0,3411,1,2,2667,100000,0
455,0,3719,0,1,381,100000,1
456,0,3719,0,1,381,100000,1
457,0,3720,0,0,0,100000,1
458,0,3720,0,0,0,100000,1
459,0,3411,0,2,3000,100000,0
460,0,3411,0,2,3000,100000,0
461,0,3719,0,1,762,100000,1
462,0,3719,0,1,762,100000,1
463,0,3720,0,0,0,100000,1
464,0,3720,0,0,0,100000,1
465,0,3412,2,3,320,100000,0
466,0,3412,2,3,320,100000,0
467,0,3719,0,1,381,100000,1
468,0,3719,0,1,381,100000,1
469,0,3720,0,0,0,100000,1
470,0,3720,0,0,0,100000,1
471,0,3413,2,3,3200,100000,0
472,0,3413,2,3,3200,100000,0
473,0,3719,0,1,381,100000,1
474,0,3719,0,1,381,100000,1
475,0,3720,0,0,0,100000,1
476,0,3720,0,0,0,100000,1
482,0,4735,1,3,10000,100000,0
488,0,4841,1,1,10000,100000,0
489,0,4839,1,1,10000,100000,0
490,0,1246,1,1,10000,100000,0
493,0,3948,1,1,228,100000,2
494,0,3949,0,0,0,100000,2
495,0,3952,0,0,0,100000,2
496,0,3954,0,0,0,100000,2
497,0,3956,0,0,0,100000,2
498,0,3957,0,0,0,100000,2
501,0,3883,1,1,10000,100000,0
507,0,3604,1,1,10000,100000,0
508,0,4734,1,1,10000,100000,0
510,0,4951,1,1,10000,100000,0
525,0,4976,1,1,10000,100000,0
529,0,4982,1,1,10000,100000,0
538,0,8238,1,1,10000,100000,0
540,0,5035,1,1,10000,100000,0
541,0,5040,1,1,10000,100000,0
544,0,5078,1,1,10000,100000,0
545,0,5077,1,1,10000,100000,0
547,0,5186,1,1,10000,100000,0
552,0,5197,1,1,10000,100000,0
554,0,5189,1,1,10000,100000,0
555,0,5082,1,2,10000,100000,0
556,0,500,10,50,7000,100000,0
557,0,4970,1,1,10000,100000,0
560,0,5039,1,1,10000,100000,0
561,0,5196,2,4,10000,100000,0
563,0,8017,1,3,10000,100000,0
564,0,3990,1,1,10000,100000,0
567,0,8002,1,3,10000,100000,0
568,0,4003,1,1,10000,100000,0
569,0,4007,1,2,10000,100000,0
570,0,4000,5,5,10000,100000,0
571,0,5085,1,1,10000,100000,0
572,0,5160,1,1,100,100000,0
573,0,5161,1,1,100,100000,0
576,0,5161,1,1,100,100000,0
579,0,5161,1,1,100,100000,0
580,0,5161,1,1,100,100000,0
587,0,5092,1,1,10000,100000,0
593,0,5251,1,1,10000,100000,0
594,0,5252,1,1,10000,100000,0
595,0,24387,1,1,10000,100000,0
601,0,4978,1,1,10000,100000,0
634,0,4865,1,1,10000,100000,0
637,0,13726,1,1,10000,100000,0
644,0,8020,1,1,100,100000,0
650,0,5112,1,1,10000,100000,0
652,0,5194,2,3,10000,100000,0
654,0,5048,1,1,10000,100000,0
655,0,8130,1,1,10000,100000,0
661,0,3557,1,3,10000,100000,0
663,0,3702,1,3,10000,100000,0
665,0,5250,1,1,10000,100000,0
666,0,8147,1,1,10000,100000,0
667,0,5115,1,2,10000,100000,0
668,0,8166,1,1,10000,100000,0
670,0,8171,1,1,10000,100000,0
671,0,5177,1,1,10000,100000,0
672,0,8136,1,1,500,100000,0
679,0,5181,1,2,10000,100000,0
681,0,8527,1,1,10000,100000,0
683,0,2738,1,1,10000,100000,0
684,0,13713,1,1,10000,100000,0
685,0,2765,1,1,10000,100000,0
687,0,13737,1,1,10000,100000,0
689,0,8020,1,1,100,100000,0
691,0,8020,1,1,100,100000,0
692,0,5096,1,1,10000,100000,0
693,0,8085,1,1,500,100000,0
695,0,8020,1,1,100,100000,0
697,0,8020,1,1,100,100000,0
698,0,8032,1,1,500,100000,0
699,0,8076,1,1,400,100000,0
700,0,8020,1,1,100,100000,0
701,0,8031,1,1,500,100000,0
702,0,8078,1,1,400,100000,0
703,0,8020,1,1,100,100000,0
704,0,8029,1,1,500,100000,0
705,0,8082,1,1,400,100000,0
706,0,8020,1,1,100,100000,0
707,0,8030,1,1,500,100000,0
708,0,8084,1,1,400,100000,0
709,0,8020,1,1,100,100000,0
710,0,8043,1,1,500,100000,0
711,0,8083,1,1,400,100000,0
712,0,8020,1,1,100,100000,0
713,0,8083,1,1,400,100000,0
714,0,8020,1,1,100,100000,0
715,0,8061,1,1,1000,100000,0
716,0,8024,1,1,500,100000,0
717,0,8079,1,1,400,100000,0
718,0,8020,1,1,100,100000,0
721,0,8075,1,1,500,100000,0
722,0,8074,1,1,500,100000,0
723,0,8069,1,1,500,100000,0
724,0,8068,1,1,500,100000,0
725,0,8073,1,1,500,100000,0
726,0,8072,1,1,500,100000,0
727,0,8071,1,1,500,100000,0
728,0,8070,1,1,500,100000,0
729,0,8007,1,2,1000,100000,1
732,0,8047,1,1,1000,100000,1
733,0,8048,1,1,1000,100000,1
735,0,5095,1,1,10000,100000,0
736,0,8256,2,4,10000,100000,0
737,0,8318,2,4,10000,100000,0
738,0,500,1000,10000,10000,100000,0
740,0,8017,1,1,10000,100000,0
741,0,8318,2,6,10000,100000,0
742,0,8318,4,8,10000,100000,0
743,0,8318,4,8,10000,100000,0
744,0,8318,2,6,10000,100000,0
745,0,13854,1,1,10000,100000,0
750,0,500,100,1000,10000,100000,0
754,0,13922,1,1,10000,100000,0
755,0,14048,1,1,10000,100000,0
760,0,13898,1,1,10000,100000,0
761,0,14050,1,1,10000,100000,0
762,0,13899,1,1,10000,100000,0
764,0,14059,1,1,10000,100000,0
775,0,13960,1,1,10000,100000,0
776,0,14520,1,1,10000,100000,0
779,0,14610,1,1,10000,100000,0
782,0,14106,1,1,100,100000,0
783,0,14125,1,2,10000,100000,0
784,0,14139,1,1,10000,100000,0
785,0,14067,1,1,10000,100000,0
786,0,14147,1,1,10000,100000,0
788,0,8022,1,1,10000,100000,0
789,0,13934,1,1,10000,100000,0
792,0,8027,1,1,10000,100000,0
793,0,3413,1,1,10000,100000,0
794,0,8023,1,1,10000,100000,0
795,0,8077,1,1,10000,100000,0
796,0,8084,1,1,10000,100000,0
801,0,14176,1,2,10000,100000,0
805,0,14070,1,1,10000,100000,0
810,0,14074,1,1,10000,100000,0
811,0,14069,1,1,10000,100000,0
812,0,14201,1,1,10000,100000,0
813,0,14069,1,1,10000,100000,0
817,0,14181,1,1,10000,100000,0
819,0,14192,1,1,10000,100000,0
820,0,14201,1,1,10000,100000,0
822,0,13943,1,1,10000,100000,0
823,0,13944,1,1,10000,100000,0
824,0,13945,1,1,10000,100000,0
826,0,14210,1,1,10000,100000,0
827,0,14209,1,1,10000,100000,0
832,0,14385,1,1,10000,100000,0
833,0,14386,1,1,10000,100000,0
835,0,14379,1,2,10000,100000,0
836,0,14397,1,1,10000,100000,0
837,0,14400,1,1,10000,100000,0
838,0,14395,1,1,10000,100000,0
839,0,1466,1,1,10000,100000,0
842,0,8017,1,1,10000,100000,0
852,0,14491,1,1,100,100000,0
853,0,14494,1,1,100,100000,0
854,0,14495,1,1,10000,100000,0
855,0,14498,1,1,100,100000,0
856,0,14496,1,1,100,100000,0
857,0,3564,1,1,10000,100000,0
863,0,14897,1,1,10000,100000,0
866,0,771,1,3,100,100000,0
868,0,3711,1,3,10000,100000,0
870,0,14510,1,1,10000,100000,0
873,0,16338,1,1,10000,100000,0
876,0,14517,1,1,10000,100000,0
883,0,14906,1,1,10000,100000,0
886,0,14628,1,1,10000,100000,0
887,0,14629,1,3,10000,100000,0
890,0,8036,1,3,10000,100000,0
891,0,3591,1,3,10000,100000,0
898,0,3684,1,3,10000,100000,0
899,0,3685,1,3,10000,100000,0
900,0,8012,1,3,10000,100000,0
902,0,3622,1,3,10000,100000,0
904,0,8010,1,3,10000,100000,0
905,0,8010,1,3,10000,100000,0
911,0,3659,1,3,10000,100000,0
912,0,8010,1,3,10000,100000,0
917,0,3671,1,3,10000,100000,0
919,0,8010,1,3,10000,100000,0
920,0,8010,1,3,10000,100000,0
922,0,3713,1,3,10000,100000,0
923,0,13934,1,1,10000,100000,0
925,0,14570,1,1,10000,100000,0
927,0,13953,1,1,10000,100000,0
930,0,14585,5,5,10000,100000,0
931,0,14584,1,1,1,100000,0
932,0,14583,1,1,10000,100000,0
933,0,8008,1,3,100,100000,0
941,0,8008,1,1,10000,100000,0
943,0,14053,1,3,10000,100000,0
944,0,14056,1,1,10000,100000,0
945,0,14406,1,1,10000,100000,0
946,0,14406,1,1,10000,100000,0
956,0,15336,1,1,10000,100000,0
958,0,14406,1,1,10000,100000,0
960,0,14080,1,1,10000,100000,0
964,0,8017,1,5,10000,100000,0
967,0,14619,1,1,10000,100000,1
968,0,2752,1,1,10000,100000,0
978,0,14631,1,1,10000,100000,0
979,0,14630,1,1,10000,100000,0
981,0,14631,1,1,10000,100000,0
982,0,14634,1,1,10000,100000,0
983,0,14783,1,1,10000,100000,0
984,0,14598,1,1,10000,100000,0
985,0,14634,1,1,10000,100000,0
987,0,14636,1,1,100,100000,0
991,0,14090,1,1,10000,100000,1
994,0,8025,1,2,10000,100000,0
995,0,8036,1,3,100,100000,0
996,0,14689,1,1,10000,100000,0
997,0,14688,1,1,10000,100000,0
998,0,14687,1,1,10000,100000,0
999,0,14690,1,1,10000,100000,0
1001,0,14740,1,1,10000,100000,0
1002,0,14745,1,1,10000,100000,0
1004,0,14747,1,1,10000,100000,0
1005,0,14748,1,1,10000,100000,0
1007,0,13960,1,1,10000,100000,0
1013,0,13810,1,1,10000,100000,0
1014,0,14746,1,1,10000,100000,0
1016,0,14765,1,1,500,100000,1
1017,0,500,1,10,10000,100000,0
1018,0,14779,1,1,10000,100000,0
1019,0,14778,1,1,10000,100000,0
1020,0,14785,1,1,10000,100000,0
1021,0,14786,1,1,10000,100000,0
1022,0,14626,1,1,10000,100000,0
1024,0,24369,1,1,10000,100000,0
1025,0,14796,1,1,10000,100000,0
1028,0,3631,1,3,10000,100000,0
1036,0,14853,1,1,10000,100000,0
1037,0,14854,1,1,10000,100000,0
1038,0,15057,1,1,10000,100000,0
1039,0,14847,1,1,10000,100000,0
1040,0,14850,1,1,7000,100000,0
1043,0,14848,1,1,10000,100000,0
1047,0,8022,1,3,10000,100000,0
1048,0,8081,1,1,500,100000,0
1049,0,8020,1,1,100,100000,0
1056,0,8060,1,3,10000,100000,0
1057,0,8080,1,1,500,100000,0
1058,0,8020,1,1,100,100000,0
1059,0,14840,1,1,100,100000,0
1061,0,14835,1,1,5000,100000,0
1066,0,3627,1,1,10000,100000,0
1067,0,3627,1,1,10000,100000,0
1068,0,14869,1,1,100,100000,0
1070,0,14873,1,1,10000,100000,0
1071,0,14867,1,1,10000,100000,0
1072,0,14868,1,1,10000,100000,0
1073,0,14874,1,1,10000,100000,0
1076,0,1594,1,1,10000,100000,0
1077,0,14679,1,1,10000,100000,0
1078,0,14679,1,1,10000,100000,0
1080,0,14840,1,1,5000,100000,0
1081,0,1601,1,1,10000,100000,0
1083,0,5091,1,1,10000,100000,0
1088,0,3711,1,3,10000,100000,0
1089,0,14877,1,2,10000,100000,0
1091,0,24409,1,1,10000,100000,0
1092,0,14937,1,1,10000,100000,0
1094,0,1844,1,1,10000,100000,0
1096,0,14975,1,1,10000,100000,0
1101,0,8260,1,1,10000,100000,0
1107,0,15241,1,2,100,100000,0
1108,0,15242,1,1,10000,100000,0
1115,0,14840,1,1,5000,100000,0
1116,0,16030,1,1,10000,100000,0
1117,0,14840,1,1,5000,100000,0
1120,0,14840,1,1,10000,100000,0
1122,0,8258,1,1,10000,100000,0
1124,0,7981,1,1,10000,100000,0
1126,0,14840,1,1,10000,100000,0
1132,0,15554,1,1,10000,100000,0
1134,0,15559,1,1,10000,100000,0
1135,0,13810,1,2,10000,100000,0
1137,0,1843,1,1,10000,100000,0
1139,0,14201,1,1,10000,100000,0
1141,0,4999,1,1,100,100000,0
1142,0,15578,1,1,10000,100000,0
1143,0,24386,1,1,10000,100000,0
1145,0,15589,1,1,10000,100000,0
1146,0,13939,1,1,10000,100000,0
1147,0,13949,1,1,10000,100000,0
1148,0,13962,1,1,10000,100000,0
1149,0,13968,1,1,10000,100000,0
1150,0,14734,1,1,10000,100000,0
1151,0,24384,1,1,10000,100000,0
1152,0,3898,1,1,10000,100000,0
1153,0,14860,1,1,10000,100000,0
1154,0,17337,1,1,10000,100000,0
1155,0,14194,1,1,10000,100000,0
1156,0,14087,1,1,10000,100000,0
1157,0,8474,1,1,10000,100000,0
1158,0,14103,1,1,10000,100000,0
1159,0,17351,1,1,10000,100000,0
1160,0,17354,1,1,10000,100000,0
1162,0,5267,1,3,10000,100000,0
1163,0,5188,1,1,10000,100000,0
1164,0,5247,1,1,10000,100000,0
1165,0,5248,1,1,10000,100000,0
1166,0,5249,1,1,10000,100000,0
1168,0,14843,1,1,10000,100000,0
1169,0,15552,1,1,10000,100000,0
1170,0,14861,1,1,10000,100000,0
1172,0,15606,1,1,3000,100000,0
1173,0,4999,1,1,10000,100000,0
1174,0,15609,1,1,10000,100000,0
1175,0,15591,1,2,5000,100000,0
1176,0,15594,1,2,5000,100000,0
1177,0,15595,1,2,5000,100000,0
1180,0,14776,1,1,10000,100000,0
1182,0,15559,1,1,10000,100000,0
1183,0,15578,1,1,10000,100000,0
1184,0,3997,1,1,10000,100000,0
1185,0,4878,1,1,10000,100000,0
1186,0,4008,1,2,10000,100000,0
1187,0,3994,1,1,10000,100000,0
1188,0,24412,1,1,10000,100000,0
1189,0,21260,1,1,10000,100000,0
1191,0,13739,1,2,10000,100000,0
1192,0,5065,1,1,10000,100000,0
1193,0,5067,1,1,10000,100000,0
1216,0,14637,1,2,10000,100000,0
1254,0,13966,1,1,10000,100000,0
1255,0,15595,1,1,10000,100000,0
1256,0,15694,1,5,10000,100000,0
1257,0,15693,1,1,10000,100000,0
1258,0,15589,2,2,10000,100000,0
1259,0,15589,2,2,10000,100000,0
1260,0,15697,1,1,10000,100000,0
1261,0,15698,1,1,10000,100000,0
1262,0,15698,1,1,10000,100000,0
1263,0,15698,1,1,10000,100000,0
1264,0,15698,1,1,10000,100000,0
1265,0,15698,1,1,10000,100000,0
1266,0,15698,1,1,10000,100000,0
1267,0,15699,1,1,10000,100000,0
1268,0,15701,1,1,10000,100000,0
1269,0,14632,1,1,10000,100000,0
1270,0,8017,1,5,10000,100000,0
1271,0,15620,1,1,100,100000,0
1272,0,8035,1,1,1900,100000,0
1275,0,15709,1,1,10000,100000,0
1277,0,15713,1,1,10000,100000,0
1278,0,15712,1,1,10000,100000,0
1279,0,15714,1,1,10000,100000,0
1280,0,14130,1,2,10000,100000,0
1281,0,16337,1,1,10000,100000,0
1282,0,14899,1,1,10000,100000,0
1284,0,15729,1,3,1000,100000,0
1285,0,15617,1,1,100,100000,0
1286,0,15763,1,1,10000,100000,0
1287,0,13728,1,1,10000,100000,0
1290,0,16335,1,1,10000,100000,0
1292,0,14894,1,1,10000,100000,0
1293,0,14895,1,1,10000,100000,0
1294,0,13729,1,1,10000,100000,0
1296,0,14896,1,1,10000,100000,0
1297,0,13724,1,1,10000,100000,0
1298,0,13725,1,1,10000,100000,0
1299,0,4858,1,1,10000,100000,0
1301,0,14911,1,1,10000,100000,0
1303,0,14900,1,1,10000,100000,0
1305,0,4859,1,1,10000,100000,0
1307,0,13909,1,2,10000,100000,0
1310,0,14901,1,1,10000,100000,0
1311,0,14907,1,1,10000,100000,0
1312,0,14902,1,1,10000,100000,0
1316,0,14904,1,1,10000,100000,0
1317,0,14898,1,1,10000,100000,0
1319,0,16339,1,1,10000,100000,0
1320,0,13727,1,1,10000,100000,0
1321,0,14908,1,1,10000,100000,0
1325,0,4863,1,1,10000,100000,0
1326,0,16332,1,1,10000,100000,0
1329,0,4864,1,1,10000,100000,0
1336,0,4866,1,1,10000,100000,0
1339,0,14910,1,1,10000,100000,0
1341,0,16336,1,1,10000,100000,0
1343,0,13731,1,1,10000,100000,0
1346,0,16334,1,1,10000,100000,0
1349,0,13911,1,1,10000,100000,0
1350,0,13914,1,1,10000,100000,0
1352,0,13918,1,1,10000,100000,0
1353,0,13900,1,2,10000,100000,0
1354,0,13903,1,1,10000,100000,0
1355,0,13912,1,2,10000,100000,0
1356,0,15773,1,1,10000,100000,0
1357,0,15774,1,1,10000,100000,0
1358,0,15775,1,1,10000,100000,0
1359,0,15776,1,1,10000,100000,0
1364,0,13913,1,1,10000,100000,0
1365,0,15783,1,1,10000,100000,0
1366,0,15790,1,1,10000,100000,0
