id,merchant_pack_id,item_id,grade_id
2906,183,22341,0
2907,183,22369,0
2908,183,22397,0
2909,183,22257,0
2910,183,22285,0
2911,184,22621,0
2912,184,22649,0
2913,184,22677,0
2914,184,22705,0
2915,184,22733,0
2916,184,22761,0
2917,184,22789,0
2924,141,13726,0
2925,141,4859,0
2926,141,4863,0
2927,141,14902,0
2928,141,16334,0
2929,141,16332,0
2930,141,14895,0
2931,141,14898,0
2932,141,4865,0
2933,141,16339,0
2934,141,13724,0
2935,141,4861,0
2936,141,14904,0
2937,141,14908,0
2938,141,14906,0
2939,141,14903,0
2940,141,4862,0
2941,141,4860,0
2942,141,14901,0
2943,141,14900,0
2945,141,4858,0
2946,171,4904,0
2947,171,15648,0
2964,140,15901,0
2965,140,15907,0
2966,140,15908,0
2967,140,15902,0
2976,135,8376,0
2977,135,15580,0
2978,135,8516,0
2979,136,8376,0
2980,137,8376,0
2981,138,8376,0
2982,136,8515,0
2983,136,8518,0
2984,136,15580,0
2985,136,15581,0
2986,136,8516,0
2987,136,8519,0
2988,137,8515,0
2989,137,8518,0
2990,137,8521,0
2991,137,15580,0
2992,137,15581,0
2993,137,15582,0
2994,137,8516,0
2995,137,8519,0
2996,137,8522,0
2997,138,8515,0
2998,138,8518,0
2999,138,8521,0
3001,138,15580,0
3002,138,15581,0
3003,138,15582,0
3007,138,8516,0
3008,138,8519,0
3009,138,8522,0
3012,140,8628,0
3013,131,8489,0
3014,131,8493,0
3015,131,8497,0
3016,131,17664,0
3017,131,8505,0
3018,131,8501,0
3019,131,17668,0
3020,132,8485,0
3021,132,8489,0
3022,132,8493,0
3023,132,8497,0
3024,132,17664,0
3025,132,8505,0
3026,132,8501,0
3027,132,17668,0
3028,133,8485,0
3030,133,8489,0
3032,133,8493,0
3036,133,17664,0
3038,133,8505,0
3040,133,8501,0
3042,133,17668,0
3044,134,8485,0
3046,134,8489,0
3048,134,8493,0
3050,134,8497,0
3052,134,17664,0
3054,134,8501,0
3056,134,17668,0
3083,145,16370,0
3084,145,16371,0
3085,145,16372,0
3086,145,16373,0
3087,145,16374,0
3089,145,16375,0
3090,145,16376,0
3091,145,16377,0
3092,145,16378,0
3093,145,16379,0
3094,145,16380,0
3095,145,16381,0
3096,145,16382,0
3097,145,16383,0
3098,145,16384,0
3117,140,16370,0
3118,140,16371,0
3119,140,16372,0
3120,140,16373,0
3121,140,16374,0
3122,140,16375,0
3123,140,16376,0
3124,140,16377,0
3125,140,16378,0
3126,140,16379,0
3127,185,8485,0
3128,185,8486,0
3129,185,8489,0
3130,185,8490,0
3131,185,8493,0
3132,185,8494,0
3133,185,8497,0
3134,185,8498,0
3135,185,17664,0
3136,185,17665,0
3137,185,8505,0
3138,185,8506,0
3139,185,8501,0
3140,185,8502,0
3141,185,17668,0
3142,185,17669,0
3143,186,8515,0
3144,186,8518,0
3145,186,8521,0
3146,186,15580,0
3147,186,15581,0
3148,186,15582,0
3150,186,8516,0
3151,186,8519,0
3152,186,8522,0
3153,186,8376,0
3154,136,15617,0
3155,136,15620,0
3156,136,15618,0
3157,135,15617,0
3158,135,15620,0
3159,135,15618,0
3160,137,15617,0
3161,137,15618,0
3162,137,15620,0
3163,138,15617,0
3164,138,15618,0
3165,138,15620,0
3166,145,15617,0
3167,145,15618,0
3168,145,15620,0
3169,186,15617,0
3170,186,15618,0
3171,186,15620,0
3173,149,8376,0
3175,149,16000,0
3190,192,18419,2
3192,192,18417,2
3194,192,18415,2
3196,192,18413,2
3198,192,18411,2
3200,192,18409,2
3202,192,18407,2
3204,192,18405,2
3206,192,18403,2
3208,192,18401,2
3210,192,18399,2
3212,192,18397,2
3214,192,18395,2
3216,192,18393,2
3218,192,18391,2
3219,192,18390,0
3227,192,18389,0
3229,145,18430,0
3230,145,18429,0
3231,197,4045,0
3233,197,4053,0
3235,197,8376,0
3237,197,15591,0
3238,197,15594,0
3239,197,15863,0
3240,197,15864,0
3241,197,15869,0
3242,197,15877,0
3244,197,16000,0
3250,197,2142,0
3251,171,17261,0
3254,149,18456,0
3259,197,18456,0
3262,139,18470,0
3263,139,18471,0
3264,139,18472,0
3267,139,15795,0
3268,139,15796,0
3269,139,15797,0
3270,139,16024,0
3271,139,16028,0
3272,149,15878,0
3276,139,4890,0
3278,149,19034,0
3279,141,18823,0
3280,141,18824,0
3281,141,18827,0
3282,141,18828,0
3283,141,18829,0
3284,141,18830,0
3285,141,18831,0
3286,141,18832,0
3287,171,18825,0
3288,171,18826,0
3289,139,18664,0
3305,140,8582,0
3319,139,4892,0
3320,153,17707,2
3325,171,15677,1
3326,171,15656,1
3327,171,15654,1
3328,171,15650,1
3329,171,16279,1
3330,171,16294,1
3331,141,13728,1
3332,141,14910,1
3333,190,19939,1
3334,190,19940,1
3335,190,19941,1
3336,190,19942,1
3337,190,19943,1
3388,203,16762,4
3389,203,16775,4
3390,203,16801,4
3391,203,16814,4
3392,203,16827,4
3393,203,16840,4
3394,203,16788,4
3395,203,16853,4
3396,203,16866,4
3397,203,16892,4
3398,203,16905,4
3399,203,16918,4
3400,203,16931,4
3401,203,16879,4
3402,203,16944,4
3403,203,16957,4
3404,203,16983,4
3405,203,16996,4
3406,203,17009,4
3407,203,17022,4
3408,203,16970,4
3409,203,593,0
3410,203,1224,0
3411,203,1294,0
3412,203,1561,0
3413,203,1622,0
3414,203,1654,0
3415,203,1279,4
3416,203,1311,4
3417,203,1604,4
3418,203,1633,4
3419,203,1666,4
3420,203,1709,4
3421,203,1682,0
3422,203,1698,0
3423,203,1725,4
3424,203,1738,4
3425,203,1749,4
3426,203,1763,4
3427,203,2967,4
3428,203,2976,2
3429,203,2983,4
3430,204,16762,4
3431,204,16774,2
3432,204,16801,4
3433,204,16814,4
3434,204,16827,4
3435,204,16840,4
3436,204,16788,4
3437,204,16853,4
3438,204,16865,2
3439,204,16892,4
3440,204,16905,4
3441,204,16918,4
3442,204,16931,4
3443,204,16879,4
3444,204,16944,4
3445,204,16956,2
3446,204,16983,4
3447,204,16996,4
3448,204,17009,4
3449,204,17022,4
3450,204,16970,4
3451,204,512,4
3452,204,1223,4
3453,204,1293,4
3454,204,1560,4
3455,204,1621,4
3456,204,1653,4
3457,204,1279,4
3458,204,1311,4
3459,204,1604,4
3460,204,1633,4
3461,204,1666,4
3462,204,1709,4
3463,204,1677,4
3464,204,1696,4
3465,204,1725,4
3466,204,1738,4
3467,204,1749,4
3468,204,1763,4
3469,204,2967,4
3470,204,2975,4
3471,204,2983,4
3472,140,8594,1
3473,139,18481,1
3476,154,23090,0
3477,154,23091,0
3478,154,23092,0
3479,154,23093,0
3480,154,23094,0
3481,154,23095,0
3482,154,23096,0
3483,154,23097,0
3484,154,23098,0
3485,154,23099,0
3486,154,23100,0
3487,154,23101,0
3488,154,23102,0
3489,154,23103,0
3490,154,23104,0
3491,154,23105,0
3492,154,23106,0
3493,154,23107,0
3494,145,19812,0
3541,209,19695,1
3542,149,15877,1
3543,197,15878,1
3544,140,8599,1
3545,140,8612,1
3546,139,18459,1
3547,139,21166,0
3548,139,21167,0
3549,139,21168,0
3550,139,21169,0
3551,139,21170,0
3552,139,21171,0
3553,139,21172,0
3554,139,21173,0
3555,139,21174,0
3556,139,23513,0
3557,139,23514,0
3558,139,23515,0
3559,139,23516,0
3560,139,23517,0
3561,139,23518,0
3562,139,23519,0
3563,139,23520,0
3564,139,23521,0
3565,139,23522,0
3566,139,23523,0
3567,139,23524,0
3568,139,23525,0
3569,139,23526,0
3570,139,23527,0
3571,139,23528,0
3572,139,23529,0
3573,139,23530,0
3574,139,23531,0
3575,139,23532,0
3576,139,23533,0
3577,139,23534,0
3578,139,23535,0
3579,139,23536,0
3580,139,23537,0
3581,139,23538,0
3582,139,23539,0
3583,139,23540,0
3584,139,23541,0
3585,139,23542,0
3586,139,23543,0
3587,139,23544,0
3588,139,23545,0
3589,139,23546,0
3590,139,23547,0
3591,139,23548,0
3592,139,23549,0
3593,139,23550,0
3594,139,23551,0
3595,139,23552,0
3596,139,23553,0
3597,139,23554,0
3598,139,23555,0
3599,139,23556,0
3600,139,23557,0
3601,139,23558,0
3602,139,23559,0
3603,139,23560,0
3604,139,23561,0
3605,139,23562,0
3606,139,23563,0
3607,139,23564,0
3608,139,23565,0
3609,139,23566,0
3610,139,23568,0
3611,139,23569,0
3612,139,23570,0
3613,139,23571,0
3614,139,23572,0
3615,139,23573,0
3616,139,23574,0
3617,139,23575,0
3618,139,23576,0
3619,139,23577,0
3620,139,23578,0
3621,139,23579,0
3622,139,23580,0
3623,139,23581,0
3624,139,23582,0
3625,139,23583,0
3626,139,23584,0
3627,139,23585,0
3628,139,23586,0
3629,139,21191,0
3630,139,21192,0
3631,139,21193,0
3632,139,19683,0
3633,139,19681,0
3634,139,19682,0
3635,139,19684,0
3636,149,23705,1
3637,149,23642,1
3642,154,21331,0
3643,154,23635,1
3646,210,15591,1
3647,210,15594,1
3648,210,15595,1
3649,210,15863,1
3650,210,15864,1
3651,192,23725,1
3666,212,19695,1
3667,209,15864,1
3669,209,15863,1
3670,209,15595,1
3671,209,15594,1
3672,209,15591,1
3673,213,20195,0
3674,213,20196,0
3675,213,20197,0
3676,213,20198,0
3677,213,20222,0
3678,213,20223,0
3679,213,20224,0
3680,213,20225,0
3681,213,20262,0
3682,213,20263,0
3683,213,20264,0
3684,213,20265,0
3685,213,20302,0
3686,213,20303,0
3687,213,20304,0
3688,213,20305,0
3689,213,20342,0
3690,213,20343,0
3691,213,20344,0
3692,213,20345,0
3693,213,20382,0
3694,213,20383,0
3695,213,20384,0
3696,213,20385,0
3697,213,20435,0
3698,213,20436,0
3699,213,20437,0
3700,213,20438,0
3701,213,20247,0
3702,213,20248,0
3703,213,20249,0
3704,213,20287,0
3705,213,20288,0
3706,213,20289,0
3707,213,20327,0
3708,213,20328,0
3709,213,20329,0
3710,213,20367,0
3711,213,20368,0
3712,213,20369,0
3713,213,20407,0
3714,213,20408,0
3715,213,20409,0
3716,213,20420,0
3717,213,20421,0
3718,213,20422,0
3719,213,20487,0
3720,213,20488,0
3721,213,20489,0
3722,213,20500,0
3723,213,20501,0
3724,213,20502,0
3728,213,20462,0
3729,213,20463,0
3730,213,20464,0
3731,213,20465,0
3732,213,20528,0
3733,213,20529,0
3734,213,20530,0
3735,213,20531,0
3736,214,20555,0
3737,214,20556,0
3738,214,20557,0
3739,214,20558,0
3740,214,20582,0
3741,214,20583,0
3742,214,20584,0
3743,214,20585,0
3744,214,20609,0
3745,214,20610,0
3746,214,20611,0
3747,214,20612,0
3748,214,20636,0
3749,214,20637,0
3750,214,20638,0
3751,214,20639,0
3752,214,20663,0
3753,214,20664,0
3754,214,20665,0
3755,214,20666,0
3756,214,20690,0
3757,214,20691,0
3758,214,20692,0
3759,214,20693,0
3760,214,20717,0
3761,214,20718,0
3762,214,20719,0
3763,214,20720,0
3764,215,20744,0
3765,215,20745,0
3766,215,20746,0
3767,215,20747,0
3768,215,20771,0
3769,215,20772,0
3770,215,20773,0
3771,215,20774,0
3772,215,20798,0
3773,215,20799,0
3774,215,20800,0
3775,215,20801,0
3776,215,20825,0
3777,215,20826,0
3778,215,20827,0
3779,215,20828,0
3780,215,20852,0
3781,215,20853,0
3782,215,20854,0
3783,215,20855,0
3784,215,20879,0
3785,215,20880,0
3786,215,20881,0
3787,215,20882,0
3788,215,20906,0
3789,215,20907,0
3790,215,20908,0
3791,215,20909,0
3792,216,20933,0
3793,216,20934,0
3794,216,20935,0
3795,216,20936,0
3796,216,20960,0
3797,216,20961,0
3798,216,20962,0
3799,216,20963,0
3800,216,20987,0
3801,216,20988,0
3802,216,20989,0
3803,216,20990,0
3804,216,21014,0
3805,216,21015,0
3806,216,21016,0
3807,216,21017,0
3808,216,21041,0
3809,216,21042,0
3810,216,21043,0
3811,216,21044,0
3812,216,21068,0
3813,216,21069,0
3814,216,21070,0
3815,216,21071,0
3816,216,21095,0
3817,216,21096,0
3818,216,21097,0
3819,216,21098,0
3820,217,7732,0
3821,217,17798,0
3822,217,17887,0
3823,217,17888,0
3824,217,7728,0
3825,217,17797,0
3826,217,17885,0
3827,217,17886,0
3828,217,18819,0
3829,217,18820,0
3830,217,18821,0
3831,217,18822,0
3832,149,19812,1
3833,197,19812,1
3834,219,22621,0
3836,219,22649,0
3837,219,22677,0
3838,219,22705,0
3839,219,22733,0
3840,219,22761,0
3841,219,22789,0
3842,219,22229,0
3843,219,22257,0
3844,219,22285,0
3845,219,22313,0
3846,219,22341,0
3847,219,22369,0
3848,219,22397,0
3849,219,22425,0
3850,219,22453,0
3852,219,22509,0
3853,219,22481,0
3854,219,22537,0
3855,219,22565,0
3856,219,22593,0
3857,220,8485,0
3858,220,8486,0
3859,220,8489,0
3860,220,8490,0
3861,220,8493,0
3862,220,8494,0
3863,220,8497,0
3864,220,8498,0
3865,220,8501,0
3866,220,8502,0
3867,220,8505,0
3868,220,8506,0
3869,220,17664,0
3870,220,17665,0
3871,220,17668,0
3872,220,17669,0
3873,220,8515,0
3874,220,8516,0
3875,220,8518,0
3876,220,8519,0
3877,220,8521,0
3878,220,8522,0
3879,221,19812,0
3880,218,5223,0
3881,218,13709,0
3884,218,23671,0
3885,218,23641,0
3886,218,23618,0
3887,218,20061,0
3888,218,8017,0
3891,218,19043,0
3892,218,19042,0
3894,218,19041,0
3896,171,16277,0
3897,141,13729,0
3898,141,16338,0
3899,141,4857,0
3900,197,4747,0
3901,149,4747,0
3902,145,4747,0
3904,220,4053,0
3907,149,7764,0
3908,149,7765,0
3909,197,7764,0
3910,197,7765,0
3913,131,7765,0
3914,132,7765,0
3915,133,7765,0
3916,134,7765,0
3917,185,7765,0
3931,228,20789,2
3932,228,20735,2
3933,228,20816,2
3934,228,20843,2
3935,228,20870,2
3936,228,20897,2
3937,228,20762,2
3938,228,20493,2
3939,228,20186,2
3940,228,20519,2
3941,228,20240,2
3942,228,20280,2
3943,228,20320,2
3944,228,20360,2
3945,228,20426,2
3946,228,20400,2
3947,228,20546,2
3948,228,20573,2
3949,228,20654,2
3950,228,20627,2
3951,228,20681,2
3952,228,20600,2
3953,228,20708,2
3954,228,20506,2
3955,228,18795,2
3956,228,19401,2
3957,228,20978,2
3958,228,21059,2
3959,228,21086,2
3960,228,21005,2
3961,228,21032,2
3962,228,20924,2
3963,228,20951,2
3964,228,20213,2
3965,228,20253,2
3966,228,20293,2
3967,228,20333,2
3968,228,20413,2
3969,228,20373,2
3970,228,20480,2
3971,228,20453,2
3972,228,21841,2
3973,228,21842,2
3974,228,21843,2
3975,228,21844,2
3976,228,22847,2
3977,228,22848,2
3978,228,22849,2
3979,228,22850,2
3980,228,22875,2
3981,228,22876,2
3982,228,22877,2
3983,228,22878,2
3984,229,20791,2
3985,229,20737,2
3986,229,20818,2
3987,229,20845,2
3988,229,20872,2
3989,229,20899,2
3990,229,20764,2
3991,229,20188,2
3992,229,18748,2
3993,229,20521,2
3994,229,20428,2
3995,229,20548,2
3996,229,20575,2
3997,229,20656,2
3998,229,20629,2
3999,229,20683,2
4000,229,20602,2
4001,229,20710,2
4002,229,20980,2
4003,229,21061,2
4004,229,21088,2
4005,229,21007,2
4006,229,21034,2
4007,229,20926,2
4008,229,20953,2
4009,229,20215,2
4010,229,20255,2
4011,229,20295,2
4012,229,20335,2
4013,229,20375,2
4014,229,20455,2
4015,229,23045,2
4016,229,23046,2
4017,229,23047,2
4018,229,23048,2
4019,229,23041,2
4020,229,23042,2
4021,229,23043,2
4022,229,23044,2
4023,229,23164,2
4024,229,23165,2
4025,229,23166,2
4026,229,23167,2
4027,230,20793,2
4028,230,20739,2
4029,230,20820,2
4030,230,20847,2
4031,230,20874,2
4032,230,20901,2
4033,230,20766,2
4034,230,20496,2
4035,230,20190,2
4036,230,20523,2
4037,230,20243,2
4038,230,20283,2
4039,230,20323,2
4040,230,20363,2
4041,230,20430,2
4042,230,20403,2
4043,230,20550,2
4044,230,20577,2
4045,230,20658,2
4046,230,20631,2
4047,230,20685,2
4048,230,20604,2
4049,230,20712,2
4050,230,20509,2
4051,230,20982,2
4052,230,21063,2
4053,230,21090,2
4054,230,21009,2
4055,230,21036,2
4056,230,20928,2
4057,230,20955,2
4058,230,20217,2
4059,230,20257,2
4060,230,20297,2
4061,230,20337,2
4062,230,20416,2
4063,230,20377,2
4064,230,20483,2
4065,230,20457,2
4066,230,18813,2
4067,230,18814,2
4068,230,18815,2
4069,230,18816,2
4070,230,18817,2
4071,230,7710,2
4072,230,7711,2
4073,230,7712,2
4074,230,7713,2
4075,230,7729,2
4076,230,7722,2
4077,230,7723,2
4078,230,7724,2
4079,230,7725,2
4080,230,7726,2
4081,231,20796,2
4082,231,20742,2
4083,231,20823,2
4084,231,20850,2
4085,231,20877,2
4086,231,20904,2
4087,231,20769,2
4088,231,20795,2
4089,231,20741,2
4090,231,20822,2
4091,231,20849,2
4092,231,20876,2
4093,231,20903,2
4094,231,20768,2
4095,231,20797,2
4096,231,20743,2
4097,231,20824,2
4098,231,20851,2
4099,231,20878,2
4100,231,20905,2
4101,231,20770,2
4102,231,20498,2
4103,231,20499,2
4104,231,20192,2
4105,231,20193,2
4106,231,20194,2
4107,231,20527,2
4108,231,20525,2
4109,231,20526,2
4110,231,20246,2
4111,231,20245,2
4112,231,20286,2
4113,231,20285,2
4114,231,20326,2
4115,231,20325,2
4116,231,20366,2
4117,231,20365,2
4118,231,20434,2
4119,231,20433,2
4120,231,20432,2
4121,231,20406,2
4122,231,20405,2
4123,231,20554,2
4124,231,20581,2
4125,231,20662,2
4126,231,20635,2
4127,231,20689,2
4128,231,20608,2
4129,231,20716,2
4130,231,20553,2
4131,231,20580,2
4132,231,20661,2
4133,231,20634,2
4134,231,20688,2
4135,231,20607,2
4136,231,20715,2
4137,231,20552,2
4138,231,20579,2
4139,231,20660,2
4140,231,20633,2
4141,231,20687,2
4142,231,20606,2
4143,231,20714,2
4144,231,20512,2
4145,231,20511,2
4146,231,20986,2
4147,231,21067,2
4148,231,21094,2
4149,231,21013,2
4150,231,21040,2
4151,231,20932,2
4152,231,20959,2
4153,231,20984,2
4154,231,21065,2
4155,231,21092,2
4156,231,21011,2
4157,231,21038,2
4158,231,20930,2
4159,231,20957,2
4160,231,20985,2
4161,231,21066,2
4162,231,21093,2
4163,231,21012,2
4164,231,21039,2
4165,231,20931,2
4166,231,20958,2
4167,231,20220,2
4168,231,20219,2
4169,231,20221,2
4170,231,20259,2
4171,231,20260,2
4172,231,20261,2
4173,231,20300,2
4174,231,20299,2
4175,231,20301,2
4176,231,20339,2
4177,231,20341,2
4178,231,20340,2
4179,231,20418,2
4180,231,20419,2
4181,231,20379,2
4182,231,20381,2
4183,231,20380,2
4184,231,20485,2
4185,231,20486,2
4186,231,20461,2
4187,231,20459,2
4188,231,20460,2
4189,231,18813,2
4190,231,18814,2
4191,231,18815,2
4192,231,18816,2
4193,231,18817,2
4194,231,7710,2
4195,231,7711,2
4196,231,7712,2
4197,231,7713,2
4198,231,7729,2
4199,231,7722,2
4200,231,7723,2
4201,231,7724,2
4202,231,7725,2
4203,231,7726,2
4204,230,8524,1
4205,230,8526,1
4206,230,15583,1
4207,231,8524,1
4208,231,8525,1
4209,231,8526,1
4210,231,15583,1
4211,231,20136,1
4212,230,8525,1
4213,230,20136,1
4215,154,25305,0
4216,154,25306,0
4217,154,25307,0
4218,154,25308,0
4219,140,8644,0
4220,140,8645,0
4221,140,8646,0
4222,140,8647,0
4223,140,8648,0
4224,140,8649,0
4225,140,8650,0
4226,140,8651,0
4227,140,8652,0
4228,140,8653,0
4229,140,8654,0
4230,140,8655,0
4231,140,8656,0
4232,140,8657,0
4233,140,8658,0
4234,140,8659,0
4235,140,8660,0
4236,140,8661,0
4237,228,8518,1
4238,228,8519,1
4239,228,15581,1
4246,192,24750,2
4247,192,24751,3
4248,192,24752,2
4249,192,24753,3
4250,192,24754,2
4251,192,24755,3
4252,192,24756,2
4253,192,24757,3
4254,192,24760,2
4255,192,24761,3
4256,192,24762,2
4257,192,24763,3
4258,192,24764,2
4259,192,24765,3
4260,192,24766,2
4261,192,24767,3
4262,192,24768,2
4263,192,24769,3
4264,192,24770,2
4265,192,24771,3
4266,192,24772,2
4267,192,24773,3
4268,192,24774,2
4269,192,24775,3
4270,180,24362,0
4271,233,24193,0
4272,145,7765,0
4273,171,16264,0
4274,171,15680,0
4276,140,16380,1
4277,140,16381,1
4278,140,16382,1
4279,140,16383,1
4280,140,16384,1
4281,171,18751,1
4283,223,4053,0
4284,223,16000,0
4286,223,18456,0
4287,223,19812,1
4292,223,23642,0
4293,223,23705,0
4294,223,7765,0
4295,223,8376,0
4296,223,15617,0
4297,223,15618,1
4298,223,15620,0
4299,223,16370,0
4300,223,16371,0
4301,223,16372,0
4302,223,16373,0
4303,223,16374,0
4304,223,16375,0
4305,223,16376,0
4306,223,16377,0
4307,223,16378,0
4308,223,16379,0
4309,223,16380,0
4310,223,16381,1
4311,223,16382,1
4312,223,16383,1
4313,223,16384,0
4316,171,23635,0
4317,149,23635,0
4318,171,16272,1
4319,141,26430,1
4320,141,26431,1
4322,149,7746,1
4323,192,18388,1
4324,224,26397,0
4327,224,26428,0
4328,192,21215,3
4329,192,21230,3
4330,192,21234,3
4331,192,21238,3
4332,192,21232,3
4334,192,21236,3
4335,190,26638,0
4336,237,26690,0
4393,225,26397,0
4395,237,26776,0
4396,237,26777,0
4397,237,26794,0
4398,237,26800,0
4408,225,26424,1
4409,239,20555,4
4411,239,20582,4
4412,239,20609,4
