id,craft_pack_id,craft_id
3088,1442,23
3089,1443,23
3090,1444,23
3091,1445,23
3092,1446,23
3093,1447,23
3094,1448,23
3095,1449,23
3096,1450,23
3097,1451,23
3098,1452,23
3099,1453,23
3100,1454,23
3101,1455,23
3102,1456,23
3103,1457,23
3104,1458,23
3105,1459,23
3106,1460,23
3107,1461,23
3108,1462,23
3109,1463,23
3110,1464,23
3111,1465,23
3112,1466,23
3113,1467,23
3114,1468,23
3115,1469,23
3116,1470,23
3117,1471,23
3118,1472,23
3119,1473,23
3120,1474,23
3121,1475,23
3122,1476,23
3123,1477,23
3124,1478,23
3125,1479,23
3126,1480,23
3127,1481,23
3128,1482,23
3129,1483,23
3130,1484,23
3131,1485,23
3132,1486,23
3133,1487,23
3134,1488,23
3135,1489,23
3136,1490,23
3137,1491,23
3138,1492,23
3139,1493,23
3140,1494,23
3141,1495,23
3142,1496,23
3143,1497,23
3144,1498,23
3145,1499,23
3146,1500,23
3147,1501,23
3148,1502,23
3149,1503,23
3150,1504,23
3151,1505,23
3152,1506,23
3153,1507,23
3154,1508,23
3155,1509,23
3156,1510,23
3157,1511,23
3158,1512,23
3159,1513,23
3160,1514,23
3161,1515,23
3162,1516,23
3163,1517,23
3164,1518,23
3165,1519,23
3166,1520,23
3167,1521,23
3168,1522,23
3169,1523,23
3170,1524,23
3171,1525,23
3172,1526,23
3173,1527,23
3174,1528,23
3175,1529,23
3176,1642,14
3177,1643,14
3178,1644,14
3179,1645,14
3180,1646,14
3181,1647,14
3182,1648,14
3183,1649,14
3184,1650,14
3185,1651,14
3186,1652,14
3187,1653,14
3188,1654,14
3189,1655,24
3190,1656,24
3191,1657,24
3192,1658,24
3193,1659,24
3194,1660,24
3195,1661,24
3196,1662,24
3197,1663,24
3198,1664,24
3199,1665,24
3200,1666,24
3201,1667,24
3202,1668,24
3203,1669,24
3204,1670,24
3205,1671,24
3206,1672,24
3207,1673,24
3208,1674,24
3209,1675,24
3210,1676,24
3211,1677,24
3212,1678,24
3213,1679,24
3214,1680,24
3215,1681,24
3216,1682,24
3217,1683,24
3218,1684,24
3219,1685,24
3220,1686,24
3221,1687,24
3222,1688,24
3223,1689,24
3224,1690,24
3225,1691,24
3226,1692,24
3227,1693,24
3228,1694,24
3229,1695,24
3230,1696,24
3231,1697,24
3232,1698,24
3233,1699,24
3234,1700,24
3235,1701,24
3236,1702,24
3237,1703,24
3238,1704,24
3239,1705,24
3240,1706,24
3241,1707,24
3242,1708,24
3243,1709,24
3244,1710,24
3245,1711,24
3246,1712,24
3247,1713,24
3248,1714,24
3249,1715,24
3250,1716,24
3251,1717,24
3252,1718,24
3253,1719,24
3254,1720,24
3255,1721,24
3256,1722,24
3257,1723,24
3258,1724,24
3259,1725,24
3260,1726,24
3261,1727,24
3262,1728,24
3263,1729,24
3264,1730,24
3265,1731,24
3266,1732,24
3267,1733,24
3268,1734,24
3269,1735,24
3270,1736,24
3271,1737,24
3272,1738,24
3273,1739,24
3274,1740,24
3275,1741,24
3276,1742,24
3277,1743,24
3278,1744,24
3279,1745,24
3280,1746,24
3281,1747,24
3282,1748,24
3283,1749,24
3284,1750,24
3285,1751,24
3286,1752,24
3287,1753,24
3288,1754,24
3289,1755,24
3290,1756,24
3291,1757,24
3292,1758,24
3293,1759,24
3294,1760,24
3295,1761,24
3296,1762,24
3297,1763,24
3298,1764,24
3299,1765,24
3300,1766,24
3301,1767,24
3302,1768,24
3303,1769,24
3304,1770,24
3305,1771,24
3306,1772,24
3307,1773,24
3308,1774,24
3309,1775,24
3310,1776,24
3311,1777,24
3312,1778,24
3313,1779,24
3314,1780,24
3315,1781,24
3316,1782,24
3317,1783,24
3318,1784,24
3319,1785,24
3320,1786,24
3321,1787,24
3322,1788,24
3323,1789,24
3324,1790,24
3325,1791,24
3326,1792,24
3327,1793,24
3328,1794,24
3329,1795,24
3330,1796,24
3331,1797,24
3332,1798,24
3333,1799,24
3334,1800,24
3335,1801,24
3336,1802,24
3337,1803,24
3338,1804,24
3339,1805,24
3340,1806,24
3341,1807,24
3342,1808,24
3343,1809,24
3344,1810,24
3345,1811,24
3346,1812,24
3347,1813,24
3348,1814,24
3349,1815,24
3350,1816,24
3351,1817,24
3352,1818,24
3353,1819,24
3354,1820,24
3355,1821,24
3356,1822,24
3357,1823,24
3358,1824,24
3359,1825,24
3360,1826,24
3361,1827,24
3362,1828,24
3363,1829,24
3364,1830,24
3365,1831,24
3366,1832,24
3367,1833,24
3368,1834,24
3369,1835,24
3370,1836,24
3371,1837,24
3372,1838,24
3373,1839,24
3374,1840,24
3375,1841,24
3376,1842,24
3377,1843,24
3378,1844,24
3379,1845,24
3380,1846,24
3381,1847,24
3382,1848,24
3383,1849,15
3384,1850,15
3385,1851,15
3386,1852,15
3387,1853,15
3388,1854,15
3389,1855,15
3390,1856,15
3391,1857,15
3392,1858,15
3393,1859,15
3394,1860,15
3395,1861,15
3396,1862,15
3397,1863,15
3398,1864,15
3399,1865,15
3400,1866,15
3401,1867,15
3402,1868,15
3403,1869,15
3404,1870,15
3405,1871,15
3406,1872,15
3407,1873,15
3408,1874,15
3409,1875,15
3410,1876,15
3411,1877,15
3412,1878,15
3413,1879,15
3414,1880,15
3415,1881,15
3416,1882,15
3417,1883,15
3418,1884,15
3419,1885,15
3420,1886,15
3421,1887,15
3422,1888,15
3423,1889,15
3424,1890,15
3425,1891,15
3426,1892,15
3427,1893,15
3428,1894,15
3429,1895,15
3430,1896,15
3431,1897,15
3432,1898,15
3433,1899,15
3434,1900,15
3435,1901,15
3436,1902,15
3437,1903,15
3438,1904,15
3439,1905,15
3440,1906,15
3441,1907,15
3442,1908,15
3443,1909,15
3444,1910,15
3445,1911,15
3446,1912,15
3447,1913,15
3448,1914,15
3449,1915,15
3450,1916,15
3451,1917,15
3452,1918,15
3453,1919,15
3454,1920,15
3455,1921,15
3456,1922,15
3457,1923,15
3458,1924,15
3459,1925,15
3460,1926,15
3461,1927,15
3462,1928,15
3463,1929,15
3464,1930,15
3465,1931,15
3466,1932,15
3467,1933,15
3468,1934,15
3469,1935,15
3470,1936,15
3471,1937,15
3472,1938,15
3473,1939,15
3474,1940,15
3475,1941,15
3476,1942,15
3477,1943,15
3478,1944,15
3479,1945,15
3480,1946,15
3481,1947,15
3482,1948,15
3483,1949,15
3484,1950,15
3485,1951,17
3486,1952,17
3487,1953,17
3488,1954,17
3489,1955,17
3490,1974,22
3491,1975,22
3492,1976,22
3493,1977,22
3494,1978,22
3495,1979,22
3496,1980,22
3497,1981,22
3498,1982,22
3499,1983,22
3500,1984,22
3501,1985,22
3502,1986,22
3503,1987,22
3504,1988,22
3505,1989,22
3506,1990,22
3507,1991,22
3508,1992,22
3509,1993,22
3510,1994,22
3511,1995,22
3512,1996,22
3513,1997,22
3514,1998,22
3515,1999,22
3516,2000,22
3517,2001,22
3518,2002,22
3519,2003,22
3520,2004,22
3521,2005,22
3522,2006,22
3523,2007,22
3524,2008,22
3525,2009,22
3526,2010,22
3527,2011,22
3528,2012,22
3529,2013,22
3530,2014,21
3531,2015,21
3532,2016,21
3533,2017,21
3534,2018,21
3535,2019,21
3536,2020,21
3537,2021,21
3538,2022,21
3539,2023,21
3540,2024,21
3541,2025,21
3542,2026,21
3543,2027,21
3544,2028,21
3545,2029,21
3546,2030,21
3547,2031,21
3548,2032,21
3549,2033,21
3550,2034,21
3551,2035,21
3552,2036,21
3553,2037,21
3554,2038,21
3555,2039,21
3556,2040,21
3557,2041,21
3558,2042,21
3559,2043,21
3560,2044,21
3561,2045,21
3562,2046,21
3563,2047,21
3564,2048,21
3565,2049,21
3566,2050,21
3567,2051,21
3568,2052,21
3569,2053,21
3570,2054,21
3571,2055,21
3572,2056,21
3573,2057,21
3574,2058,21
3575,2059,21
3576,2060,21
3577,2061,21
3578,2062,21
3579,2063,21
3580,2064,21
3581,2065,21
3582,2066,21
3583,2067,21
3584,2068,21
3585,2069,21
3586,2070,21
3587,2071,21
3588,2072,21
3589,2073,21
3590,2074,21
3591,2075,21
3592,2076,21
3593,2077,21
3594,2078,21
3595,2079,21
3596,2080,21
3597,2081,21
3598,2082,21
3599,2083,21
3600,2084,21
3601,2085,21
3602,2086,21
3603,2087,21
3604,2088,21
3605,2089,21
3606,2090,21
3607,2091,21
3608,2092,21
3609,2093,21
3610,2094,21
3611,2095,21
3612,2096,21
3613,2097,21
3614,2098,21
3615,2099,21
3616,2100,21
3617,2101,21
3618,2102,21
3619,2103,21
3620,2104,21
3621,2105,21
3622,2106,21
3623,2107,21
3624,2108,21
3625,2109,21
3626,2110,21
3627,2111,21
3628,2112,21
3629,2113,21
3630,2114,21
3631,2115,21
3632,2116,21
3633,2117,21
3634,2118,21
3635,2119,21
3636,2120,21
3637,2121,21
3638,2122,21
3639,2123,21
3640,2124,21
3641,2125,21
3642,2126,21
3643,2127,21
3644,2128,21
3645,2129,21
3646,2130,21
3647,2131,21
3648,2132,21
3649,2133,21
3650,2134,21
3651,2135,21
3652,2136,21
3653,2137,21
3654,2138,21
3655,2139,21
3656,2140,21
3657,2141,21
3658,2142,21
3659,2143,21
3660,2144,21
3661,2145,21
3662,2146,21
3663,2147,21
3664,2148,21
3665,2149,21
3666,2150,21
3667,2151,21
3668,2152,21
3669,2153,21
3670,2154,21
3671,2155,21
3672,2156,21
3673,2157,21
3674,2158,21
3675,2159,21
3676,2160,21
3677,2161,21
3678,2162,21
3679,2163,21
3680,2164,21
3681,2165,21
3682,2166,21
3683,2167,21
3684,2168,21
3685,2169,21
3686,2170,21
3687,2171,21
3688,2172,13
3689,2173,13
3690,2174,13
3691,2175,13
3692,2176,13
3693,2177,13
3694,2178,13
3695,2179,13
3696,2180,13
3697,2181,13
3698,2182,13
3699,2183,13
3700,2184,13
3701,2185,13
3702,2186,13
3703,2187,13
3704,2188,13
3705,2189,13
3706,2190,13
3707,2191,54
3708,2192,54
3709,2193,54
3710,2194,54
3711,2195,54
3712,2196,54
3713,2197,54
3714,2198,54
3715,2199,54
3716,2200,54
3717,2201,54
3718,2202,54
3719,2203,54
3720,2204,54
3721,2205,54
3722,2206,54
3723,2207,54
3724,2208,54
3725,2209,54
3726,2210,54
3727,2211,54
3728,2212,54
3729,2213,54
3730,2214,54
3731,2215,54
3732,2216,54
3733,2217,54
3734,2218,54
3735,2219,54
3736,2220,54
3737,2221,54
3738,2222,54
3739,2223,54
3740,2224,54
3741,2225,54
3742,2226,54
3743,2227,54
3744,2228,54
3745,2229,54
3746,2230,54
3747,2231,54
3748,2232,54
3749,2233,54
3750,2234,54
3751,2235,54
3752,2236,54
3753,2237,54
3754,2238,54
3755,2239,54
3756,2240,54
3757,2241,54
3758,2242,54
3759,2243,54
3760,2244,54
3761,2245,54
3762,2246,54
3763,2247,54
3764,2248,54
3765,2249,54
3766,2250,54
3767,2251,54
3768,2252,54
3769,2253,54
3770,2254,54
3771,2255,54
3772,2256,54
3773,2257,54
3774,2258,54
3775,2259,54
3776,2260,54
3777,2261,54
3778,2262,54
3779,2263,54
3780,2264,54
3781,2265,54
3782,2266,54
3783,2267,54
3784,2268,54
3785,2269,54
3786,2270,54
3787,2271,54
3788,2272,54
3789,2273,54
3790,2274,54
3791,2275,54
3792,2276,54
3793,2277,54
3794,2278,54
3795,2279,54
3796,2280,54
3797,2281,54
3798,2282,54
3799,2283,54
3800,2284,54
3801,2285,54
3802,2286,54
3803,2287,54
3804,2288,54
3805,2289,54
3806,2290,54
3807,2291,54
3808,2292,54
3809,2293,54
3810,2294,54
3811,2295,54
3812,2296,54
3813,2297,54
3814,2298,54
3815,2299,54
3816,2300,54
3817,2301,54
3818,2302,54
3819,2303,54
3820,2304,54
3821,2305,54
3822,2306,54
3823,2307,54
3824,2308,54
3825,2309,54
3826,2310,54
3827,2311,54
3828,2312,54
3829,2313,54
3830,2314,54
3831,2315,54
3832,2316,54
3833,2317,54
3834,2318,54
3835,2319,54
3836,2320,54
3837,2321,54
3838,2322,54
3839,2323,54
3840,2324,54
3841,2325,54
3842,2326,54
5309,29,4558
5310,29,4559
5311,29,4560
5312,29,4561
5313,29,4562
5314,29,4563
5315,29,4567
5318,29,4585
5319,29,4586
5320,29,4587
5321,29,4588
5322,29,4589
5323,29,4590
5324,29,4594
5327,29,4612
5328,29,4613
5329,29,4614
5330,29,4615
5331,29,4616
5332,29,4617
5333,29,4621
5336,29,4639
5337,29,4640
5338,29,4641
5339,29,4642
5340,29,4643
5341,29,4644
5342,29,4648
5345,29,4666
5346,29,4667
5347,29,4668
5348,29,4669
5349,29,4670
5350,29,4671
5351,29,4675
5354,29,4693
5355,29,4694
5356,29,4695
5357,29,4696
5407,30,4369
5408,30,4370
5409,30,4371
5410,30,4372
5411,30,4373
5412,30,4374
5413,30,4378
5416,30,4396
5417,30,4397
5418,30,4398
5419,30,4399
5420,30,4400
5421,30,4401
5422,30,4405
5425,30,4423
5426,30,4424
5427,30,4425
5428,30,4426
5429,30,4427
5430,30,4428
5431,30,4432
5434,30,4450
5435,30,4451
5436,30,4452
5437,30,4453
5438,30,4454
5439,30,4455
5440,30,4459
5443,30,4477
5444,30,4478
5445,30,4479
5446,30,4480
5447,30,4481
5448,30,4482
5449,30,4486
5452,30,4504
5453,30,4505
5454,30,4506
5455,30,4507
6873,25,4936
6874,25,4937
6875,25,4938
6876,25,4939
6877,25,4963
6878,25,4964
6879,25,4965
6880,25,4966
6881,25,4990
6882,25,4991
6883,25,4992
6884,25,5003
6885,25,5004
6886,25,5005
6887,25,5006
6888,25,5030
6889,25,5031
6890,25,5032
6891,25,5043
6892,25,5044
6893,25,5045
6894,25,5046
6895,25,5070
6896,25,5071
6897,25,5072
6898,25,5083
6899,25,5084
6900,25,5085
6901,25,5086
6902,25,5110
6903,25,5111
6904,25,5112
6905,25,5123
6906,25,5124
6907,25,5125
6908,25,5126
6909,25,5150
6910,25,5151
6911,25,5152
7078,25,4049
7079,25,4050
7080,25,4051
7081,25,4052
7082,25,4053
7083,25,4054
7084,25,4055
7085,25,4056
7086,25,4057
7087,25,4060
7088,25,4061
7201,15,5257
7202,15,5258
7203,15,5259
7204,15,5270
7205,15,5271
7206,15,5272
7210,15,5329
7211,15,5330
7212,15,5331
7213,15,5334
7214,15,5335
7215,15,5336
7216,15,5339
7217,15,5340
7218,15,5341
7222,15,4047
7289,24,4747
7290,24,4748
7291,24,4749
7292,24,4750
7293,24,4774
7294,24,4775
7295,24,4776
7296,24,4777
7297,24,4801
7298,24,4802
7299,24,4803
7300,24,4804
7301,24,4828
7302,24,4829
7303,24,4830
7304,24,4831
7305,24,4855
7306,24,4856
7307,24,4857
7308,24,4858
7309,24,4882
7310,24,4883
7311,24,4884
7312,24,4885
7313,24,4909
7314,24,4910
7315,24,4911
7316,24,4912
7415,24,4092
7416,24,4100
7417,23,4369
7418,23,4370
7419,23,4371
7420,23,4372
7421,23,4396
7422,23,4397
7423,23,4398
7424,23,4399
7425,23,4423
7426,23,4424
7427,23,4425
7428,23,4426
7429,23,4450
7430,23,4451
7431,23,4452
7432,23,4453
7433,23,4477
7434,23,4478
7435,23,4479
7436,23,4480
7437,23,4504
7438,23,4505
7439,23,4506
7440,23,4507
7441,23,4531
7442,23,4532
7443,23,4533
7444,23,4534
7674,13,2652
7675,13,2653
7678,13,2657
7679,13,2658
7682,13,2661
7685,13,2818
7686,13,2819
7693,13,4288
7694,13,4289
7697,13,4292
7698,13,4293
7701,13,4296
7702,13,4297
7981,21,65
7982,21,91
7983,21,92
7990,21,94
7991,21,200
7992,21,201
7993,21,202
7994,21,203
7995,21,204
8001,21,205
8002,21,206
8003,21,210
8004,21,211
8005,21,215
8009,21,216
8010,21,218
8011,21,240
8012,21,241
8013,21,242
8014,21,243
8015,21,244
8016,21,245
8017,21,246
8018,21,247
8019,21,248
8024,21,5203
8025,21,5204
8026,21,5205
8027,21,5206
8028,21,5176
8029,21,5177
8030,21,5178
8031,21,5179
8032,21,5163
8033,21,5164
8034,21,5165
8035,21,3214
8046,21,3225
8047,21,3226
8048,21,3241
8049,21,3242
8050,21,3243
8057,21,3250
8058,21,3251
8059,21,3252
8060,21,3351
8078,21,3369
8085,21,4058
8086,21,4059
8087,21,4062
8088,21,86
8090,21,253
8092,21,4102
8093,21,4103
8094,21,4104
8095,21,4105
8097,21,4107
8098,21,254
8128,8,4558
8129,8,4559
8130,8,4560
8131,8,4561
8132,8,4585
8133,8,4586
8134,8,4587
8135,8,4588
8136,8,4612
8137,8,4613
8138,8,4614
8139,8,4615
8140,8,4639
8141,8,4640
8142,8,4641
8143,8,4642
8144,8,4666
8145,8,4667
8146,8,4668
8147,8,4669
8148,8,4693
8149,8,4694
8150,8,4695
8151,8,4696
8152,8,4720
8153,8,4721
8154,8,4722
8155,8,4723
8254,54,4936
8255,54,4937
8256,54,4938
8257,54,4939
8258,54,4940
8259,54,4941
8260,54,4945
8263,54,4963
8264,54,4964
8265,54,4965
8266,54,4966
8267,54,4967
8268,54,4968
8269,54,4972
8272,54,4990
8273,54,4991
8274,54,4992
8275,54,4993
8276,54,4994
8279,54,5003
8280,54,5004
8281,54,5005
8282,54,5006
8283,54,5007
8284,54,5008
8285,54,5012
8288,54,5030
8289,54,5031
8290,54,5032
8291,54,5033
8292,54,5034
8295,54,5043
8296,54,5044
8297,54,5045
8298,54,5046
8299,54,5047
8300,54,5048
8301,54,5052
8304,54,5070
8305,54,5071
8306,54,5072
8307,54,5073
8308,54,5074
8311,54,5083
8312,54,5084
8313,54,5085
8314,54,5086
8315,54,5087
8316,54,5088
8317,54,5092
8320,54,5110
8321,54,5111
8322,54,5112
8323,54,5113
8324,54,5114
8327,54,5123
8328,54,5124
8329,54,5125
8330,54,5126
8331,54,5127
8332,54,5128
8333,54,5132
8336,54,5150
8337,54,5151
8338,54,5152
8339,54,5153
8340,54,5154
8343,54,4048
8344,54,4049
8345,54,4050
8346,54,4051
8347,54,4052
8348,54,4053
8349,54,4054
8350,54,4055
8351,54,4056
8352,54,4057
8353,54,4060
8354,54,4061
8390,32,5257
8391,32,5258
8392,32,5259
8393,32,5260
8394,32,5261
8397,32,5270
8398,32,5271
8399,32,5272
8400,32,5273
8401,32,5274
8417,28,4747
8418,28,4748
8419,28,4749
8420,28,4750
8421,28,4751
8422,28,4752
8423,28,4756
8426,28,4774
8427,28,4775
8428,28,4776
8429,28,4777
8430,28,4778
8431,28,4779
8432,28,4783
8435,28,4801
8436,28,4802
8437,28,4803
8438,28,4804
8439,28,4805
8440,28,4806
8441,28,4810
8444,28,4828
8445,28,4829
8446,28,4830
8447,28,4831
8448,28,4832
8449,28,4833
8450,28,4837
8453,28,4855
8454,28,4856
8455,28,4857
8456,28,4858
8457,28,4859
8458,28,4860
8459,28,4864
8462,28,4882
8463,28,4883
8464,28,4884
8465,28,4885
8466,28,4886
8467,28,4887
8468,28,4891
8487,31,5163
