id,name,category_id
149,모든 꽃의 비밀,6
150,이니스테르의 경고장,16
151,비아냥거리는 편지,16
152,마을 매출 전표,16
153,드론의 보고서,14
154,검은돛 해적의 문서,14
155,후슬림의 보고서,14
156,토벌 명령서,14
157,버리의 사건 기록부 1권,10
158,버리의 사건 기록부 2권,10
159,약탈단의 수첩,10
160,노르예트의 고문서,10
161,제이미니의 진솔한 편지,10
165,머를린의 전갈,44
166,피로 물든 쪽지,4
167,요하르의 전갈,22
168,이즈나 귀부인의 은밀한 매력 1권,15
169,이즈나 왕실 순찰대의 경고장,15
170,크락톤의 보고서,15
171,세베루스의 두루마리,15
172,미노타우르스 부락의 밀약서,15
173,구전설화집 세월의 탑,15
174,민간설화집 태양의 돌,15
175,안드레센의 편지,26
176,그린드 헤임의 서신,26
177,페데르센의 편지,26
178,수호자의 전서,26
179,윈란드의 연애편지,26
180,이상현상의 원인,26
181,불타버린 변형의 서,35
182,찢어진 현혹의 서,35
183,비밀 인명부,35
184,홀름젠의 소개장,35
185,스톨텐베르그의 계약서,35
186,수상한 문서,13
187,부두 자치회 맹약서,13
188,루푸스의 기록 4장,13
189,루푸스의 기록 3장,13
190,루푸스의 기록 2장,13
191,루푸스의 기록 1장,13
192,빈센시오의 일기 제1장,62
193,불탄 성에서 보낸 편지,13
194,dummy,1
196,칼레일 신의 은밀한 지령서,36
197,트리스테 가문의 명령서,36
198,토루스의 독촉장,36
199,맬의 편지,54
200,노랫말이 담긴 양피지,54
201,고대 신앙서,36
202,휘갈겨 쓴 연구일지,33
203,세나의 보고서,33
204,해적의 술 제조법,33
205,암호문이 적힌 종이,33
206,누이안어로 풀어쓴 암호문,33
207,위어드윈드에서 온 전갈,33
208,수상한 쪽지,53
209,완성된 비밀문서,53
210,나츠빌 마라의 서신,53
211,검은상아 밀렵단의 서신 뭉치,53
212,모르나의 쪽지,60
213,이슈바라 유물 보존회 행동 강령,60
214,배덕자의 신 필사본,60
215,제국의 조각법,60
216,야차 제작서,60
217,제국의 조각법,60
218,선돌 문양 탁본,4
219,이상한 글자가 쓰인 종이,36
220,수상한 쪽지,53
221,스콧의 유언장 겉면,3
222,피아로의 전갈,2
223,다후타 교단의 지령서,8
224,추락주의,22
225,그란비스트의 유서,26
226,찬란한 세기에 담긴 정신 제1장,3
227,dummy,1
228,시치미 왕 자바바의 지령서,22
229,모험가가 남긴 쪽지,21
230,그레고의 장부,5
231,다후타 교단의 포교문,24
232,피즈로로의 초대장,55
233,그루달의 여행일지 #001,79
234,그루달의 여행일지 #002,79
235,그루달의 여행일지 #003,79
236,그루달의 여행일지 #004,79
237,그루달의 여행일지 #005,79
238,그루달의 여행일지 #006,79
239,그루달의 여행일지 #007,79
240,그루달의 여행일지 #008,79
241,그루달의 여행일지 #009,79
242,그루달의 여행일지 #010,79
243,그루달의 여행일지 #011,79
244,그루달의 여행일지 #012,79
245,그루달의 여행일지 #013,79
246,그루달의 여행일지 #014,79
247,그루달의 여행일지 #015,79
248,그루달의 여행일지 #016,79
249,그루달의 여행일지 #017,79
250,그루달의 여행일지 #018,79
251,그루달의 여행일지 #019,79
252,그루달의 여행일지 #020,79
253,그루달의 여행일지 #021,79
254,그루달의 여행일지 #022,79
255,그루달의 여행일지 #023,79
256,그루달의 여행일지 #024,79
257,그루달의 여행일지 #025,79
258,그루달의 여행일지 #026,79
259,그루달의 여행일지 #027,79
260,그루달의 여행일지 #028,79
261,그루달의 여행일지 #029,79
262,그루달의 여행일지 #030,79
263,그루달의 여행일지 #031,79
265,그루달의 여행일지 #032,79
266,그루달의 여행일지 #033,79
267,그루달의 여행일지 #034,79
268,그루달의 여행일지 #035,79
269,그루달의 여행일지 #036,79
270,그루달의 여행일지 #037,79
271,그루달의 여행일지 #038,79
272,그루달의 여행일지 #039,79
273,그루달의 여행일지 #040,79
274,그루달의 여행일지 #041,79
276,그루달의 여행일지 #042,79
277,그루달의 여행일지 #043,79
278,그루달의 여행일지 #044,79
279,그루달의 여행일지 #045,79
280,그루달의 여행일지 #046,79
281,그루달의 여행일지 #047,79
282,그루달의 여행일지 #048,79
283,그루달의 여행일지 #049,79
284,그루달의 여행일지 #050,79
285,그루달의 여행일지 #051,79
286,그루달의 여행일지 #052,79
287,그루달의 여행일지 #053,79
288,그루달의 여행일지 #054,79
289,그루달의 여행일지 #055,79
290,그루달의 여행일지 #056,79
291,그루달의 여행일지 #057,79
292,그루달의 여행일지 #058,79
293,그루달의 여행일지 #059,79
294,그루달의 여행일지 #060,79
295,그루달의 여행일지 #061,79
296,그루달의 여행일지 #062,79
297,그루달의 여행일지 #063,79
298,그루달의 여행일지 #064,79
299,그루달의 여행일지 #065,79
300,그루달의 여행일지 #066,79
301,그루달의 여행일지 #067,79
302,그루달의 여행일지 #068,79
303,그루달의 여행일지 #069,79
304,그루달의 여행일지 #070,79
305,그루달의 여행일지 #071,79
306,그루달의 여행일지 #072,79
307,그루달의 여행일지 #073,79
308,그루달의 여행일지 #074,79
309,그루달의 여행일지 #075,79
310,그루달의 여행일지 #076,79
311,그루달의 여행일지 #077,79
312,그루달의 여행일지 #078,79
313,그루달의 여행일지 #079,79
314,그루달의 여행일지 #080,79
315,그루달의 여행일지 #081,79
316,그루달의 여행일지 #082,79
317,그루달의 여행일지 #083,79
318,그루달의 여행일지 #084,79
319,그루달의 여행일지 #085,79
320,그루달의 여행일지 #086,79
321,마켈라의 편지,70
322,라이네의 편지,70
323,윰브의 편지,70
324,터니비의 편지,70
325,이요르의 여행일지 #001,79
326,이요르의 여행일지 #002,79
327,이요르의 여행일지 #003,79
328,이요르의 여행일지 #004,79
329,이요르의 여행일지 #005,79
330,이요르의 여행일지 #006,79
331,이요르의 여행일지 #007,79
332,이요르의 여행일지 #008,79
333,이요르의 여행일지 #009,79
334,이요르의 여행일지 #010,79
335,이요르의 여행일지 #011,79
336,이요르의 여행일지 #012,79
337,이요르의 여행일지 #013,79
338,이요르의 여행일지 #014,79
339,이요르의 여행일지 #015,79
340,이요르의 여행일지 #016,79
341,이요르의 여행일지 #017,79
342,이요르의 여행일지 #018,79
343,이요르의 여행일지 #019,79
344,이요르의 여행일지 #020,79
345,이요르의 여행일지 #021,79
346,이요르의 여행일지 #022,79
347,이요르의 여행일지 #023,79
348,이요르의 여행일지 #024,79
349,이요르의 여행일지 #025,79
350,이요르의 여행일지 #026,79
351,이요르의 여행일지 #027,79
352,이요르의 여행일지 #028,79
353,이요르의 여행일지 #029,79
354,이요르의 여행일지 #030,79
355,이요르의 여행일지 #031,79
356,이요르의 여행일지 #032,79
357,이요르의 여행일지 #033,79
358,이요르의 여행일지 #034,79
359,이요르의 여행일지 #035,79
360,이요르의 여행일지 #036,79
361,이요르의 여행일지 #037,79
362,이요르의 여행일지 #038,79
363,이요르의 여행일지 #039,79
364,이요르의 여행일지 #040,79
365,이요르의 여행일지 #041,79
366,이요르의 여행일지 #042,79
367,이요르의 여행일지 #043,79
368,이요르의 여행일지 #044,79
369,이요르의 여행일지 #045,79
370,이요르의 여행일지 #046,79
371,이요르의 여행일지 #047,79
372,이요르의 여행일지 #048,79
373,이요르의 여행일지 #049,79
374,이요르의 여행일지 #050,79
375,이요르의 여행일지 #051,79
376,이요르의 여행일지 #052,79
377,이요르의 여행일지 #053,79
378,이요르의 여행일지 #054,79
379,이요르의 여행일지 #055,79
380,이요르의 여행일지 #056,79
381,이요르의 여행일지 #057,79
382,이요르의 여행일지 #058,79
383,이요르의 여행일지 #059,79
384,이요르의 여행일지 #060,79
385,이요르의 여행일지 #061,79
386,이요르의 여행일지 #062,79
387,이요르의 여행일지 #063,79
388,이요르의 여행일지 #064,79
389,이요르의 여행일지 #065,79
390,이요르의 여행일지 #066,79
391,이요르의 여행일지 #067,79
392,이요르의 여행일지 #068,79
393,이요르의 여행일지 #069,79
394,이요르의 여행일지 #070,79
395,이요르의 여행일지 #071,79
396,이요르의 여행일지 #072,79
397,이요르의 여행일지 #073,79
398,이요르의 여행일지 #074,79
399,이요르의 여행일지 #075,79
400,이요르의 여행일지 #076,79
401,이요르의 여행일지 #077,79
402,이요르의 여행일지 #078,79
403,이요르의 여행일지 #079,79
404,이요르의 여행일지 #080,79
405,벨레테의 마지막 기록,61
406,서명된 이혼 서류,17
407,발명일지,23
408,무스페로사의 첫 번째 일기,78
409,무스페로사의 두 번째 일기,78
410,무스페로사의 세 번째 일기,78
411,무스페로사의 네 번째 일기,78
412,무스페로사의 다섯 번째 일기,78
413,무스페로사의 여섯 번째 일기,78
414,무스페로사의 일곱 번째 일기,78
415,무스페로사의 여덟 번째 일기,78
416,제목 없는 책 16쪽,79
417,제목 없는 책 17쪽,79
418,제목 없는 책 52쪽,79
419,제목 없는 책 53쪽,79
420,라이언스의 편지,68
421,이름 모를 책의 일부,4
422,케리온의 편지,68
423,프라우스의 편지,68
424,이프리온의 편지,68
425,이에나의 유서,68
426,이프리온의 편지,68
427,동방 이슈바라 전기 4권,59
428,동방 이슈바라 전기 7권,59
429,동방 이슈바라 전기 9권,59
430,동방 이슈바라 전기 13권,59
431,바이사에게 보내는 서신,60
432,그렐의 일지 서문,61
433,엘프의 한 연구 서문,8
434,검은자갈단 지령서,14
435,예술가의 쪽지,33
436,대륙 고고학회 조사일지,15
437,파비트라 대여제 전기 84쪽,14
438,파이어가 남긴 글귀,79
439,블가리가 남긴 글귀,79
440,어서가 남긴 글귀,79
441,알론소가 남긴 글귀,79
442,마름이 남긴 글귀,79
443,알렉스가 남긴 글귀,79
444,불그락이 남긴 글귀,79
445,달그루가 남긴 글귀,79
446,세상에서 가장 위대했던 도서관 이야기 서문 1장,85
447,세상에서 가장 위대했던 도서관 이야기 서문 2장,85
448,세상에서 가장 위대했던 도서관 이야기 서문 3장,85
449,세상에서 가장 위대했던 도서관 이야기 서문 3장,85
450,론반 공작의 편지,85
451,콜린 경에게 보낸 청구서,85
452,이야기를 파는 집 광고문,85
453,집행자 석상,36
455,푸른 소금 상회 게시판,70
456,이즈나 식 최신 폭탄 개발서,85
457,일반 주거지역 안내문,1
458,고급 주거지역 안내판,1
459,참회하고 싶은 자들에게,49
460,독특한 무늬의 빗,85
461,오스테라의 탄생,85
462,이루어진 소망,85
463,이시도로의 서신,85
464,[안내서] 탑의 도시 도서관,85
465,[만신전] 올스타인,85
466,오스테라의 영웅 아르카디오 머리말,85
467,작은 주택 지역 안내문,1
468,중형 주택 지역 안내문,1
469,나의 이니스테르 유산 답사기,85
470,편지 모음집: 이슈바라의 귀족들,85
471,"여신의 아들, 일리온",85
472,여행자를 위한 마리아노플 안내서,85
473,고대 비스코니아 전쟁사 머리말,85
474,밤으로 스며든 씨족,85
475,밤을 기록하는 소리꾼,85
476,카린의 서신,85
477,엘리아스의 서신,85
478,알렉토의 복수일지 #001,79
479, 	알렉토의 복수일지 #002,79
480,알렉토의 복수일지 #003,79
481,알렉토의 복수일지 #004,79
482,알렉토의 복수일지 #005,79
483,알렉토의 복수일지 #006,79
484,알렉토의 복수일지 #007,79
485,알렉토의 복수일지 #008,79
486,알렉토의 복수일지 #009,79
487,알렉토의 복수일지 #010,79
488,알렉토의 복수일지 #011,79
489,알렉토의 복수일지 #012,79
490,알렉토의 복수일지 #013,79
491,알렉토의 복수일지 #014,79
492,알렉토의 복수일지 #015,79
493,알렉토의 복수일지 #016,79
494,알렉토의 복수일지 #017,79
495,알렉토의 복수일지 #018,79
496,알렉토의 복수일지 #019,79
497,알렉토의 복수일지 #020,79
498,알렉토의 복수일지 #021,79
499,알렉토의 복수일지 #022,79
500,알렉토의 복수일지 #023,79
501,알렉토의 복수일지 #024,79
502,알렉토의 복수일지 #025,79
503,알렉토의 복수일지 #026,79
504,알렉토의 복수일지 #027,79
505,알렉토의 복수일지 #028,79
506,알렉토의 복수일지 #029,79
507,알렉토의 복수일지 #030,79
508,알렉토의 복수일지 #031,79
509,알렉토의 복수일지 #032,79
510,알렉토의 복수일지 #033,79
511,알렉토의 복수일지 #034,79
512,알렉토의 복수일지 #035,79
513,알렉토의 복수일지 #036,79
514,알렉토의 복수일지 #037,79
515,알렉토의 복수일지 #038,79
516,알렉토의 복수일지 #039,79
517,알렉토의 복수일지 #040,79
518,알렉토의 복수일지 #041,79
519,알렉토의 복수일지 #042,79
520,알렉토의 복수일지 #043,79
521,알렉토의 복수일지 #044,79
522,알렉토의 복수일지 #045,79
523,알렉토의 복수일지 #046,79
524,알렉토의 복수일지 #047,79
525,알렉토의 복수일지 #048,79
526,알렉토의 복수일지 #049,79
527,알렉토의 복수일지 #050,79
528,알렉토의 복수일지 #051,79
529,알렉토의 복수일지 #052,79
530,알렉토의 복수일지 #053,79
531,알렉토의 복수일지 #054,79
532,알렉토의 복수일지 #055,79
533,알렉토의 복수일지 #056,79
534,알렉토의 복수일지 #057,79
535,알렉토의 복수일지 #058,79
536,알렉토의 복수일지 #059,79
537,알렉토의 복수일지 #060,79
538,알렉토의 복수일지 #061,79
539,알렉토의 복수일지 #062,79
540,알렉토의 복수일지 #063,79
541,알렉토의 복수일지 #064,79
542,알렉토의 복수일지 #065,79
543,알렉토의 복수일지 #066,79
544,알렉토의 복수일지 #067,79
545,알렉토의 복수일지 #068,79
546,알렉토의 복수일지 #069,79
547,이요르의 누이아 대륙 여행기 머리말,79
548,그루달의 하리하라 대륙 여행기 머리말,79
549,영원의 섬 멸망의 진실 머리말,79
550,동방 이슈바라의 두루마리,85
551,서방 이슈바라 고서적,85
552,하늘을 받치는 기둥,85
553,엽앵의 연구일지,85
554,고대 비스코니아 전쟁사 #001,85
555,고대 비스코니아 전쟁사 #002,85
556,고대 비스코니아 전쟁사 #003,85
557,고대 비스코니아 전쟁사 #004,85
558,고대 비스코니아 전쟁사 #005,85
559,고대 비스코니아 전쟁사 #015,85
560,고대 비스코니아 전쟁사 #016,85
561,고대 비스코니아 전쟁사 #017,85
562,마리안의 일기 #001,79
563,마리안의 일기 #002,79
564,마리안의 일기 #003,79
565,마리안의 일기 #004,79
566,마리안의 일기 #005,79
567,마리안의 일기 #006,79
568,마리안의 일기 #007,79
569,마리안의 일기 #008,79
570,마리안의 일기 #009,79
571,마리안의 일기 #010,79
572,마리안의 일기 #011,79
573,마리안의 일기 #012,79
574,마리안의 일기 #013,79
575,마리안의 일기 #014,79
576,마리안의 일기 #015,79
577,마리안의 일기 #016,79
578,마리안의 일기 #017,79
579,마리안의 일기 #018,79
580,마리안의 일기 #019,79
581,마리안의 일기 #020,79
582,마리안의 일기 #021,79
583,마리안의 일기 #022,79
584,마리안의 일기 #023,79
585,마리안의 일기 #024,79
586,마리안의 일기 #025,79
587,마리안의 일기 #026,79
588,마리안의 일기 #027,79
589,마리안의 일기 #028,79
590,마리안의 일기 #029,79
591,마리안의 일기 #030,79
592,마리안의 일기 #031,79
593,마리안의 일기 #032,79
594,마리안의 일기 #033,79
595,고대 비스코니아 전쟁사 #006,85
596,고대 비스코니아 전쟁사 #007,85
597,고대 비스코니아 전쟁사 #008,85
598,고대 비스코니아 전쟁사 #009,85
599,고대 비스코니아 전쟁사 #010,85
600,고대 비스코니아 전쟁사 #011,85
601,고대 비스코니아 전쟁사 #012,85
602,고대 비스코니아 전쟁사 #013,85
603,고대 비스코니아 전쟁사 #014,85
604,마리안의 일기 #034,79
605,마리안의 일기 #035,79
606,마리안의 일기 #036,79
607,마리안의 일기 #037,79
608,마리안의 일기 #038,79
609,마리안의 일기 #039,79
610,마리안의 일기 #040,79
611,고대 비스코니아 전쟁사 #018,85
612,고대 비스코니아 전쟁사 #019,85
613,잭의 편지,79
614,어둠의 경주 초대장,82
615,순두부 한정 판매,82
616,별무리의 도전장,82
617,카파간 마라와 초원의 흥망성쇠,85
618,나츠빌 마라의 소개서,85
620,용 사냥꾼 민레이나의 일지 #001,98
621,용 사냥꾼 민레이나의 일지 #002,98
622,용 사냥꾼 민레이나의 일지 #003,98
623,용 사냥꾼 민레이나의 일지 #004,98
624,용 사냥꾼 민레이나의 일지 #005,98
625,용 사냥꾼 민레이나의 일지 #006,98
626,용 사냥꾼 민레이나의 일지 #007,98
627,용 사냥꾼 민레이나의 일지 #008,98
628,용 사냥꾼 민레이나의 일지 #009,98
629,용 사냥꾼 민레이나의 일지 #010,98
630,용 사냥꾼 민레이나의 일지 #011,98
632,마법사왕 이야기 서문,97
633,마법사왕 이야기 #001,97
634,마법사왕 이야기 #002,97
635,마법사왕 이야기 #003,97
636,마법사왕 이야기 #004,97
637,마법사왕 이야기 #005,97
638,마법사왕 이야기 #006,97
639,초원의 지배자들: 탈리 마라 편,85
640,아란제비아와 죽은 왕녀의 이야기 #001,97
641,아란제비아와 죽은 왕녀의 이야기 #002,97
642,아란제비아와 죽은 왕녀의 이야기 #003,97
643,아란제비아와 죽은 왕녀의 이야기 #004,97
644,아란제비아와 죽은 왕녀의 이야기 #005,97
645,아란제비아와 죽은 왕녀의 이야기 #006,97
646,아란제비아와 죽은 왕녀의 이야기 #007,97
647,아란제비아와 죽은 왕녀의 이야기 #008,97
648,아란제비아와 죽은 왕녀의 이야기 #009,97
649,아란제비아와 죽은 왕녀의 이야기 #010,97
650,아란제비아와 죽은 왕녀의 이야기 #011,97
651,아란제비아와 죽은 왕녀의 이야기 #012,97
652,아란제비아와 죽은 왕녀의 이야기 #013,97
653,아란제비아와 죽은 왕녀의 이야기 #014,97
654,아란제비아와 죽은 왕녀의 이야기 #015,97
655,아란제비아와 죽은 왕녀의 이야기 #016,97
656,아란제비아와 죽은 왕녀의 이야기 #017,97
657,아란제비아와 죽은 왕녀의 이야기 #018,97
658,아란제비아와 죽은 왕녀의 이야기 #019,97
659,아란제비아와 죽은 왕녀의 이야기 #020,97
660,아란제비아와 죽은 왕녀의 이야기 #021,97
661,아란제비아와 죽은 왕녀의 이야기 #022,97
662,아란제비아와 죽은 왕녀의 이야기 #023,97
663,아란제비아와 죽은 왕녀의 이야기 #024,97
664,아란제비아와 죽은 왕녀의 이야기 #025,97
665,아란제비아와 죽은 왕녀의 이야기 #026,97
666,아란제비아와 죽은 왕녀의 이야기 #027,97
667,아란제비아와 죽은 왕녀의 이야기 #028,97
668,아란제비아와 죽은 왕녀의 이야기 #029,97
669,원초적 본성,97
673,열두 신과 영웅 이야기 #001,5
674,열두 신과 영웅 이야기 #002,5
675,열두 신과 영웅 이야기 #003,5
676,열두 신과 영웅 이야기 #004,5
677,열두 신과 영웅 이야기 #005,5
678,열두 신과 영웅 이야기 #006,5
679,열두 신과 영웅 이야기 #007,5
680,열두 신과 영웅 이야기 #008,5
681,열두 신과 영웅 이야기 #009,5
682,열두 신과 영웅 이야기 #010,5
683,열두 신과 영웅 이야기 #011,5
684,열두 신과 영웅 이야기 #12-1,1
685,열두 신과 영웅 이야기 #13-1,1
686,열두 신과 영웅 이야기 #012,5
688,전장의 신 아크리테스<상>,5
689,전장의 신 아크리테스<하>,5
