id,name,npc_id,ignore_category_id,ignore_time,skill_id,or_unit_reqs
148,OnClientGreeting,464,2,500.0,,f
149,OnClientGreeting,465,2,500.0,,f
150,OnClientGreeting,466,2,500.0,,f
151,OnClientGreeting,467,2,500.0,,f
152,OnClientGreeting,468,2,500.0,,f
153,OnClientGreeting,469,2,500.0,,f
154,OnClientGreeting,470,2,500.0,,f
155,OnClientGreeting,471,2,500.0,,f
156,OnClientGreeting,472,2,500.0,,f
157,OnClientGreeting,474,2,500.0,,f
158,OnClientGreeting,476,2,500.0,,f
159,OnClientGreeting,479,2,500.0,,f
160,OnClientGreeting,482,2,500.0,,f
161,OnClientGreeting,486,2,500.0,,f
162,OnClientGreeting,488,2,500.0,,f
163,OnClientGreeting,489,2,500.0,,f
164,OnClientGreeting,490,2,500.0,,f
165,OnClientGreeting,491,2,500.0,,f
166,OnClientGreeting,492,2,500.0,,f
167,OnClientGreeting,494,2,500.0,,f
168,OnClientGreeting,497,2,500.0,,f
169,OnClientGreeting,498,2,500.0,,f
170,OnClientGreeting,500,2,500.0,,f
171,OnClientGreeting,501,2,500.0,,f
173,OnClientGreeting,561,2,500.0,,f
174,OnClientGreeting,562,2,500.0,,f
175,OnClientGreeting,563,2,500.0,,f
176,OnClientGreeting,564,2,500.0,,f
177,OnClientGreeting,565,2,500.0,,f
178,OnClientGreeting,566,2,500.0,,f
179,OnClientGreeting,567,2,500.0,,f
180,OnClientGreeting,569,2,500.0,,f
181,OnClientGreeting,576,2,500.0,,f
182,OnClientGreeting,581,2,500.0,,f
183,OnClientGreeting,582,2,500.0,,f
184,OnClientGreeting,585,2,500.0,,f
185,OnClientGreeting,586,2,500.0,,f
186,OnClientGreeting,589,2,500.0,,f
187,OnClientGreeting,592,2,500.0,,f
188,OnClientGreeting,595,2,500.0,,f
189,OnClientGreeting,596,2,500.0,,f
190,OnClientGreeting,597,2,500.0,,f
191,OnClientGreeting,598,2,500.0,,f
192,OnClientGreeting,600,2,500.0,,f
193,OnClientGreeting,601,2,500.0,,f
194,OnClientGreeting,602,2,500.0,,f
195,OnClientGreeting,613,2,500.0,,f
196,OnClientGreeting,616,2,500.0,,f
197,OnClientGreeting,617,2,500.0,,f
198,OnClientGreeting,619,2,500.0,,f
199,OnClientGreeting,624,2,500.0,,f
200,OnClientGreeting,625,2,500.0,,f
202,OnClientGreeting,632,2,500.0,,f
203,OnClientGreeting,633,2,500.0,,f
204,OnClientGreeting,634,2,500.0,,f
205,OnClientGreeting,635,2,500.0,,f
206,OnClientGreeting,639,2,500.0,,f
207,OnClientGreeting,640,2,500.0,,f
208,OnClientGreeting,642,2,500.0,,f
209,OnClientGreeting,646,2,500.0,,f
210,OnClientGreeting,650,2,500.0,,f
211,OnClientGreeting,651,2,500.0,,f
212,OnClientGreeting,656,2,500.0,,f
213,OnClientGreeting,659,2,500.0,,f
214,OnClientGreeting,674,2,500.0,,f
215,OnClientGreeting,675,2,500.0,,f
216,OnClientGreeting,681,2,500.0,,f
217,OnClientGreeting,682,2,500.0,,f
218,OnClientGreeting,683,2,500.0,,f
219,OnClientGreeting,684,2,500.0,,f
220,OnClientGreeting,685,2,500.0,,f
221,OnClientGreeting,686,2,500.0,,f
222,OnClientGreeting,691,2,500.0,,f
223,OnClientGreeting,699,2,500.0,,f
224,OnClientGreeting,700,2,500.0,,f
225,OnClientGreeting,715,2,500.0,,f
226,OnClientGreeting,730,2,500.0,,f
227,OnClientGreeting,740,2,500.0,,f
228,OnClientGreeting,753,2,500.0,,f
229,OnClientGreeting,755,2,500.0,,f
230,OnClientGreeting,756,2,500.0,,f
231,OnClientGreeting,757,2,500.0,,f
232,OnClientGreeting,758,2,500.0,,f
233,OnClientGreeting,759,2,500.0,,f
234,OnClientGreeting,760,2,500.0,,f
235,OnClientGreeting,762,2,500.0,,f
236,OnClientGreeting,763,2,500.0,,f
237,OnClientGreeting,765,2,500.0,,f
238,OnClientGreeting,767,2,500.0,,f
239,OnClientGreeting,774,2,500.0,,f
240,OnClientGreeting,808,2,500.0,,f
241,OnClientGreeting,822,2,500.0,,f
242,OnClientGreeting,861,2,500.0,,f
243,OnClientGreeting,869,2,500.0,,f
244,OnClientGreeting,870,2,500.0,,f
245,OnClientGreeting,871,2,500.0,,f
246,OnClientGreeting,873,2,500.0,,f
247,OnClientGreeting,874,2,500.0,,f
248,OnClientGreeting,875,2,500.0,,f
249,OnClientGreeting,876,2,500.0,,f
250,OnClientGreeting,877,2,500.0,,f
251,OnClientGreeting,887,2,500.0,,f
252,OnClientGreeting,889,2,500.0,,f
253,OnClientGreeting,901,2,500.0,,f
254,OnClientGreeting,902,2,500.0,,f
255,OnClientGreeting,903,2,500.0,,f
256,OnClientGreeting,914,2,500.0,,f
257,OnClientGreeting,921,2,500.0,,f
258,OnClientGreeting,922,2,500.0,,f
259,OnClientGreeting,923,2,500.0,,f
260,OnClientGreeting,937,2,500.0,,f
261,OnClientGreeting,941,2,500.0,,f
262,OnClientGreeting,951,2,500.0,,f
263,OnClientGreeting,952,2,500.0,,f
264,OnClientGreeting,953,2,500.0,,f
265,OnClientGreeting,954,2,500.0,,f
266,OnClientGreeting,955,2,500.0,,f
267,OnClientGreeting,957,2,500.0,,f
268,OnClientGreeting,958,2,500.0,,f
269,OnClientGreeting,959,2,500.0,,f
270,OnClientGreeting,1231,2,500.0,,f
271,OnClientGreeting,1332,2,500.0,,f
272,OnClientGreeting,1333,2,500.0,,f
273,OnClientGreeting,1334,2,500.0,,f
275,OnClientGreeting,1337,2,500.0,,f
276,OnClientGreeting,1341,2,500.0,,f
278,OnClientGreeting,1348,2,500.0,,f
279,OnClientGreeting,1349,2,500.0,,f
280,OnClientGreeting,1820,2,500.0,,f
281,OnClientGreeting,2384,2,500.0,,f
282,OnClientGreeting,2387,2,500.0,,f
283,OnClientGreeting,2390,2,500.0,,f
284,OnClientGreeting,2392,2,500.0,,f
285,OnClientGreeting,2421,2,500.0,,f
286,OnClientGreeting,2422,2,500.0,,f
287,OnClientGreeting,2423,2,500.0,,f
288,OnClientGreeting,2441,2,500.0,,f
289,OnClientGreeting,2442,2,500.0,,f
290,OnClientGreeting,2445,2,500.0,,f
291,OnClientGreeting,2541,2,500.0,,f
292,OnClientGreeting,2559,2,500.0,,f
293,OnClientGreeting,2943,2,500.0,,f
294,OnClientGreeting,2944,2,500.0,,f
295,OnClientGreeting,2945,2,500.0,,f
296,OnClientGreeting,2946,2,500.0,,f
297,OnClientGreeting,2947,2,500.0,,f
298,OnClientGreeting,3443,2,500.0,,f
299,OnClientGreeting,3446,2,500.0,,f
300,OnClientGreeting,3518,2,500.0,,f
301,OnClientGreeting,3647,2,500.0,,f
302,OnClientGreeting,3648,2,500.0,,f
303,OnClientGreeting,3667,2,500.0,,f
304,OnClientGreeting,3673,2,500.0,,f
305,OnClientGreeting,3674,2,500.0,,f
306,OnClientGreeting,3678,2,500.0,,f
307,OnClientGreeting,3794,2,500.0,,f
309,OnClientGreeting,3835,2,500.0,,f
310,OnClientGreeting,3838,2,500.0,,f
311,OnClientGreeting,3839,2,500.0,,f
312,OnClientGreeting,3840,2,500.0,,f
313,OnClientGreeting,3841,2,500.0,,f
314,OnClientGreeting,3842,2,500.0,,f
315,OnClientGreeting,3876,2,500.0,,f
316,OnClientGreeting,3966,2,500.0,,f
317,OnClientGreeting,3977,2,500.0,,f
318,OnClientGreeting,4224,2,500.0,,f
319,OnClientGreeting,4725,2,500.0,,f
320,OnClientGreeting,4826,2,500.0,,f
321,OnClientGreeting,4947,2,500.0,,f
322,OnClientGreeting,4948,2,500.0,,f
323,OnClientGreeting,4950,2,500.0,,f
324,OnClientGreeting,4951,2,500.0,,f
325,OnClientGreeting,4956,2,500.0,,f
326,OnClientGreeting,4957,2,500.0,,f
327,OnClientGreeting,4958,2,500.0,,f
328,OnClientGreeting,4959,2,500.0,,f
329,OnClientGreeting,4961,2,500.0,,f
330,OnClientGreeting,4965,2,500.0,,f
331,OnClientGreeting,4966,2,500.0,,f
332,OnClientGreeting,4968,2,500.0,,f
333,OnClientGreeting,4970,2,500.0,,f
334,OnClientGreeting,4976,2,500.0,,f
335,OnClientGreeting,4977,2,500.0,,f
336,OnClientGreeting,4981,2,500.0,,f
337,OnClientGreeting,5020,2,500.0,,f
338,OnClientGreeting,5136,2,500.0,,f
339,OnClientGreeting,5569,2,500.0,,f
340,OnClientGreeting,5628,2,500.0,,f
341,OnClientGreeting,5920,2,500.0,,f
342,OnClientGreeting,5941,2,500.0,,f
343,OnClientGreeting,6011,2,500.0,,f
344,OnClientGreeting,6015,2,500.0,,f
345,OnClientGreeting,6056,2,500.0,,f
346,OnClientGreeting,6058,2,500.0,,f
347,OnClientGreeting,6410,2,500.0,,f
348,OnClientGreeting,6548,2,500.0,,f
349,OnClientGreeting,6557,2,500.0,,f
350,OnClientGreeting,7017,2,500.0,,f
351,OnClientGreeting,7073,2,500.0,,f
352,OnClientGreeting,1,2,500.0,,f
353,OnClientGreeting,1,2,500.0,,f
354,OnClientGreeting,1,2,500.0,,f
355,OnClientGreeting,3260,2,500.0,,f
356,OnClientGreeting,7183,2,500.0,,f
357,OnClientGreeting,5038,2,500.0,,f
358,OnClientGreeting,3100,2,500.0,,f
359,OnClientGreeting,7184,2,500.0,,f
360,OnClientGreeting,3290,2,500.0,,f
361,OnClientGreeting,3261,2,500.0,,f
362,OnClientGreeting,3108,2,500.0,,f
363,OnClientGreeting,4982,2,500.0,,f
364,OnClientGreeting,7426,2,500.0,,f
365,OnClientGreeting,4998,2,500.0,,f
366,OnClientGreeting,3334,2,500.0,,f
367,OnClientGreeting,3324,2,500.0,,f
368,OnClientGreeting,7482,2,500.0,,f
369,OnClientGreeting,7480,2,500.0,,f
370,OnClientGreeting,7485,2,500.0,,f
371,OnClientGreeting,7152,2,500.0,,f
372,OnClientGreeting,7486,2,500.0,,f
373,OnClientGreeting,7521,2,500.0,,f
374,OnClientGreeting,7492,2,500.0,,f
375,OnClientGreeting,3127,2,500.0,,f
376,OnClientGreeting,7494,2,500.0,,f
377,OnClientGreeting,7486,2,500.0,,f
378,OnClientGreeting,7579,2,500.0,,f
379,OnClientGreeting,7579,2,500.0,,f
380,OnClientGreeting,7559,2,500.0,,f
381,OnClientGreeting,7560,2,500.0,,f
382,OnClientGreeting,389,2,500.0,,f
383,OnClientGreeting,389,2,500.0,,f
384,OnClientGreeting,390,2,500.0,,f
385,OnClientGreeting,3391,2,500.0,,f
386,OnClientGreeting,3391,2,500.0,,f
387,OnClientGreeting,3391,2,500.0,,f
388,OnClientGreeting,3394,2,500.0,,f
389,OnClientGreeting,3394,2,500.0,,f
390,OnClientGreeting,3394,2,500.0,,f
391,OnClientGreeting,3395,2,500.0,,f
392,OnClientGreeting,3396,2,500.0,,f
393,OnClientGreeting,3396,2,500.0,,f
394,OnClientGreeting,3397,2,500.0,,f
395,OnClientGreeting,3399,2,500.0,,f
396,OnClientGreeting,5930,2,500.0,,f
397,OnClientGreeting,5930,2,500.0,,f
398,OnClientGreeting,3399,2,500.0,,f
399,OnClientGreeting,3399,2,500.0,,f
400,OnClientGreeting,3412,2,500.0,,f
401,OnClientGreeting,3413,2,500.0,,f
402,OnClientGreeting,3419,2,500.0,,f
403,OnClientGreeting,3419,2,500.0,,f
404,OnClientGreeting,3421,2,500.0,,f
405,OnClientGreeting,3422,2,500.0,,f
406,OnClientGreeting,3423,2,500.0,,f
407,OnClientGreeting,3424,2,500.0,,f
408,OnClientGreeting,3425,2,500.0,,f
409,OnClientGreeting,3426,2,500.0,,f
410,OnClientGreeting,3427,2,500.0,,f
411,OnClientGreeting,3427,2,500.0,,f
412,OnClientGreeting,3428,2,500.0,,f
413,OnClientGreeting,3428,2,500.0,,f
414,OnClientGreeting,3429,2,500.0,,f
415,OnClientGreeting,3429,2,500.0,,f
416,OnClientGreeting,3430,2,500.0,,f
417,OnClientGreeting,3430,2,500.0,,f
418,OnClientGreeting,3432,2,500.0,,f
419,OnClientGreeting,3432,2,500.0,,f
420,OnClientGreeting,3431,2,500.0,,f
421,OnClientGreeting,3431,2,500.0,,f
422,OnClientGreeting,3431,2,500.0,,f
423,OnClientGreeting,3433,2,500.0,,f
424,OnClientGreeting,3433,2,500.0,,f
425,OnClientGreeting,3434,2,500.0,,f
426,OnClientGreeting,3434,2,500.0,,f
427,OnClientGreeting,3435,2,500.0,,f
428,OnClientGreeting,3435,2,500.0,,f
429,OnClientGreeting,3436,2,500.0,,f
430,OnClientGreeting,3436,2,500.0,,f
431,OnClientGreeting,3437,2,500.0,,f
432,OnClientGreeting,3437,2,500.0,,f
433,OnClientGreeting,3438,2,500.0,,f
434,OnClientGreeting,3440,2,500.0,,f
435,OnClientGreeting,3440,2,500.0,,f
436,OnClientGreeting,3441,2,500.0,,f
437,OnClientGreeting,3441,2,500.0,,f
438,OnClientGreeting,3442,2,500.0,,f
439,OnClientGreeting,3444,2,500.0,,f
440,OnClientGreeting,3444,2,500.0,,f
441,OnClientGreeting,3444,2,500.0,,f
442,OnClientGreeting,3445,2,500.0,,f
443,OnClientGreeting,3447,2,500.0,,f
444,OnClientGreeting,3448,2,500.0,,f
445,OnClientGreeting,3448,2,500.0,,f
446,OnClientGreeting,5773,2,500.0,,f
447,OnClientGreeting,5773,2,500.0,,f
448,OnClientGreeting,5772,2,500.0,,f
449,OnClientGreeting,5772,2,500.0,,f
450,OnClientGreeting,6465,2,500.0,,f
451,OnClientGreeting,6475,2,500.0,,f
452,OnClientGreeting,6564,2,500.0,,f
453,OnClientGreeting,7616,2,500.0,,f
454,OnClientGreeting,7617,2,500.0,,f
455,OnClientGreeting,7618,2,500.0,,f
456,OnClientGreeting,389,2,500.0,,f
457,OnClientGreeting,6471,2,500.0,,f
458,OnClientGreeting,6473,2,500.0,,f
459,OnClientGreeting,6472,2,500.0,,f
460,OnClientGreeting,7711,2,500.0,,f
461,OnClientGreeting,7831,2,500.0,,f
462,OnClientGreeting,1664,2,500.0,,f
463,OnClientGreeting,6023,2,500.0,,f
464,OnClientGreeting,7652,2,500.0,,f
465,OnClientGreeting,5747,2,500.0,,f
466,OnClientGreeting,2071,2,500.0,,f
467,OnClientGreeting,2071,2,500.0,,f
468,OnClientGreeting,2072,2,500.0,,f
470,OnClientGreeting,2071,2,500.0,,f
471,OnClientGreeting,2074,2,500.0,,f
472,OnClientGreeting,2074,2,500.0,,f
473,OnClientGreeting,2074,2,500.0,,f
474,OnClientGreeting,2076,2,500.0,,f
475,OnClientGreeting,2076,2,500.0,,f
476,OnClientGreeting,2078,2,500.0,,f
477,OnClientGreeting,2083,2,500.0,,f
478,OnClientGreeting,2083,2,500.0,,f
479,OnClientGreeting,2083,2,500.0,,f
480,OnClientGreeting,2082,2,500.0,,f
481,OnClientGreeting,2082,2,500.0,,f
482,OnClientGreeting,2082,2,500.0,,f
483,OnClientGreeting,2121,2,500.0,,f
484,OnClientGreeting,2087,2,500.0,,f
485,OnClientGreeting,2087,2,500.0,,f
486,OnClientGreeting,2124,2,500.0,,f
487,OnClientGreeting,2120,2,500.0,,f
488,OnClientGreeting,2109,2,500.0,,f
489,OnClientGreeting,2109,2,500.0,,f
490,OnClientGreeting,2117,2,500.0,,f
491,OnClientGreeting,2116,2,500.0,,f
492,OnClientGreeting,2106,2,500.0,,f
493,OnClientGreeting,2101,2,500.0,,f
494,OnClientGreeting,2096,2,500.0,,f
495,OnClientGreeting,2091,2,500.0,,f
496,OnClientGreeting,2091,2,500.0,,f
497,OnClientGreeting,2088,2,500.0,,f
498,OnClientGreeting,2097,2,500.0,,f
499,OnClientGreeting,2092,2,500.0,,f
500,OnClientGreeting,2093,2,500.0,,f
501,OnClientGreeting,2093,2,500.0,,f
502,OnClientGreeting,2095,2,500.0,,f
503,OnClientGreeting,2095,2,500.0,,f
504,OnClientGreeting,2077,2,500.0,,f
505,OnClientGreeting,2094,2,500.0,,f
506,OnClientGreeting,2094,2,500.0,,f
507,OnClientGreeting,2104,2,500.0,,f
508,OnClientGreeting,2102,2,500.0,,f
509,OnClientGreeting,2100,2,500.0,,f
510,OnClientGreeting,2108,2,500.0,,f
511,OnClientGreeting,2105,2,500.0,,f
512,OnClientGreeting,2182,2,500.0,,f
513,OnClientGreeting,8142,2,500.0,,f
514,OnClientGreeting,3601,2,500.0,,f
515,OnClientGreeting,2228,2,500.0,,f
516,OnClientGreeting,2235,2,500.0,,f
517,OnClientGreeting,5707,2,500.0,,f
518,OnClientGreeting,8197,2,500.0,,f
519,OnClientGreeting,8195,2,500.0,,f
520,OnClientGreeting,8196,2,500.0,,f
521,OnClientGreeting,8194,2,500.0,,f
522,OnClientGreeting,8198,2,500.0,,f
523,OnClientGreeting,2058,2,500.0,,f
524,OnClientGreeting,2058,2,500.0,,f
525,OnClientGreeting,2157,2,500.0,,f
526,OnClientGreeting,3395,2,500.0,,f
527,OnClientGreeting,3395,2,500.0,,f
528,OnClientGreeting,6474,2,500.0,,f
529,OnClientGreeting,6474,2,500.0,,f
530,OnClientGreeting,7667,2,500.0,,f
531,OnClientGreeting,3443,2,500.0,,f
532,OnClientGreeting,2190,2,500.0,,f
533,OnClientGreeting,2188,2,500.0,,f
534,OnClientGreeting,2189,2,500.0,,f
535,OnClientGreeting,2012,2,500.0,,f
536,OnClientGreeting,2012,2,500.0,,f
537,OnClientGreeting,7275,2,500.0,,f
538,OnClientGreeting,5001,2,500.0,,f
539,OnClientGreeting,5056,2,500.0,,f
540,OnClientGreeting,5056,2,500.0,,f
541,OnClientGreeting,5036,2,500.0,,f
542,OnClientGreeting,5064,2,500.0,,f
543,OnClientGreeting,7278,2,500.0,,f
544,OnClientGreeting,5073,2,500.0,,f
545,OnClientGreeting,5071,2,500.0,,f
546,OnClientGreeting,3374,2,500.0,,f
547,OnClientGreeting,3400,2,500.0,,f
548,OnClientGreeting,6565,2,500.0,,f
549,OnClientGreeting,2472,2,500.0,,f
550,OnClientGreeting,2474,2,500.0,,f
551,OnClientGreeting,2478,2,500.0,,f
552,OnClientGreeting,2485,2,500.0,,f
553,OnClientGreeting,5659,2,500.0,,f
554,OnClientGreeting,5659,2,500.0,,f
555,OnClientGreeting,5659,2,500.0,,f
556,OnClientGreeting,5662,2,500.0,,f
557,OnClientGreeting,5671,2,500.0,,f
558,OnClientGreeting,5670,2,500.0,,f
559,OnClientGreeting,5670,2,500.0,,f
560,OnClientGreeting,5666,2,500.0,,f
561,OnClientGreeting,5667,2,500.0,,f
562,OnClientGreeting,5673,2,500.0,,f
563,OnClientGreeting,5673,2,500.0,,f
564,OnClientGreeting,5676,2,500.0,,f
565,OnClientGreeting,5691,2,500.0,,f
566,OnClientGreeting,5696,2,500.0,,f
567,OnClientGreeting,5696,2,500.0,,f
568,OnClientGreeting,5698,2,500.0,,f
569,OnClientGreeting,5698,2,500.0,,f
570,OnClientGreeting,5702,2,500.0,,f
571,OnClientGreeting,5706,2,500.0,,f
572,OnClientGreeting,5035,2,500.0,,f
573,OnClientGreeting,5039,2,500.0,,f
574,OnClientGreeting,5123,2,500.0,,f
575,OnClientGreeting,5123,2,500.0,,f
576,OnClientGreeting,3986,2,500.0,,f
577,OnClientGreeting,5157,2,500.0,,f
578,OnClientGreeting,939,2,500.0,,f
579,OnClientGreeting,6469,2,500.0,,f
580,OnClientGreeting,7709,2,500.0,,f
581,OnClientGreeting,5931,2,500.0,,f
582,OnClientGreeting,5938,2,500.0,,f
583,OnClientGreeting,3682,2,500.0,,f
584,OnClientGreeting,6470,2,500.0,,f
585,OnClientGreeting,7883,2,500.0,,f
586,OnClientGreeting,7821,2,500.0,,f
587,OnClientGreeting,6486,2,500.0,,f
588,OnClientGreeting,6491,2,500.0,,f
589,OnClientGreeting,575,2,500.0,,f
590,OnClientGreeting,590,2,500.0,,f
591,OnClientGreeting,7685,2,500.0,,f
592,OnClientGreeting,591,2,500.0,,f
593,OnClientGreeting,618,2,500.0,,f
594,OnClientGreeting,620,2,500.0,,f
595,OnClientGreeting,600,2,500.0,,f
596,OnClientGreeting,8074,2,500.0,,f
597,OnClientGreeting,3679,2,500.0,,f
598,OnClientGreeting,8078,2,500.0,,f
599,OnClientGreeting,6490,2,500.0,,f
600,OnClientGreeting,6487,2,500.0,,f
601,OnClientGreeting,8092,2,500.0,,f
602,OnClientGreeting,8217,2,500.0,,f
603,OnClientGreeting,3526,2,500.0,,f
604,OnClientGreeting,4752,2,500.0,,f
605,OnClientGreeting,4756,2,500.0,,f
606,OnClientGreeting,4751,2,500.0,,f
607,OnClientGreeting,4734,2,500.0,,f
608,OnClientGreeting,4734,2,500.0,,f
609,OnClientGreeting,4577,2,500.0,,f
610,OnClientGreeting,4757,2,500.0,,f
611,OnClientGreeting,4579,2,500.0,,f
612,OnClientGreeting,4577,2,500.0,,f
613,OnClientGreeting,4580,2,500.0,,f
614,OnClientGreeting,4580,2,500.0,,f
615,OnClientGreeting,4580,2,500.0,,f
616,OnClientGreeting,7387,2,500.0,,f
617,OnClientGreeting,4629,2,500.0,,f
618,OnClientGreeting,4614,2,500.0,,f
619,OnClientGreeting,4610,2,500.0,,f
620,OnClientGreeting,4586,2,500.0,,f
621,OnClientGreeting,4589,2,500.0,,f
622,OnClientGreeting,4618,2,500.0,,f
623,OnClientGreeting,4795,2,500.0,,f
