id,item_id,count,grade_id,show_action_bar,cleanup,drop_when_destroy,destroy_when_drop
100,4936,1,0,t,t,t,t
101,3901,1,0,t,t,t,t
103,2766,1,0,t,t,t,t
106,3989,1,0,t,t,t,t
107,1329,1,0,t,t,t,t
108,2728,1,0,t,t,t,t
109,4171,1,0,t,t,t,t
110,1319,1,0,t,t,t,t
111,1322,1,0,t,t,t,t
114,3919,5,0,t,t,t,t
116,1323,1,0,t,t,t,t
117,3919,10,0,t,t,t,t
122,2726,3,0,t,t,t,t
123,4043,1,0,t,t,t,t
124,15645,1,0,f,t,t,t
126,15683,1,0,f,t,t,t
127,3995,1,0,t,t,t,t
129,3998,1,0,t,t,t,t
130,3999,1,0,t,t,t,t
131,4006,1,0,t,t,t,t
132,4057,1,0,f,t,t,t
137,8462,1,3,f,t,t,t
138,15557,1,0,t,t,t,t
139,2522,1,0,t,t,t,t
140,4175,1,0,t,t,t,t
146,4176,10,0,t,t,t,t
148,4179,1,0,t,t,t,t
151,4702,1,0,t,t,t,t
154,4708,1,0,t,t,t,t
155,4709,1,0,t,t,t,t
156,3969,1,0,t,t,t,t
157,3979,1,0,t,t,t,t
158,3980,1,0,t,t,t,t
159,3987,1,0,t,t,t,t
160,3988,1,0,t,t,t,t
161,15544,1,0,f,t,t,t
162,3340,1,0,t,t,t,t
163,3982,1,0,t,t,t,t
164,3988,1,0,t,t,t,t
165,3987,1,0,t,t,t,t
166,3979,1,0,t,t,t,t
175,3972,1,0,t,t,t,t
176,3975,1,0,t,t,t,t
177,3969,1,0,t,t,t,t
178,3970,1,0,t,t,t,t
179,3974,1,0,t,t,t,t
180,3976,1,0,t,t,t,t
181,4908,1,0,t,t,t,t
189,4171,1,0,t,t,t,t
190,3938,1,0,t,t,t,t
191,3901,1,0,t,t,t,t
192,4028,1,0,t,t,t,t
193,3883,1,0,t,t,t,t
194,4940,1,0,t,t,t,t
197,4945,1,0,t,t,t,t
198,4947,1,0,t,t,t,t
200,14182,1,0,t,t,t,t
201,15961,1,0,t,t,t,t
202,4954,1,0,t,t,t,t
204,4966,1,0,t,t,t,t
205,4985,1,0,t,t,t,t
207,4972,1,0,t,t,t,t
210,4965,1,0,t,t,t,t
211,7734,1,0,t,t,t,t
212,4947,1,0,t,t,t,t
213,4993,1,0,t,t,t,t
215,128,10,0,t,t,t,t
216,4997,1,0,t,t,t,t
217,2916,1,0,t,t,t,t
218,5008,1,0,t,t,t,t
220,15643,1,0,f,t,t,t
221,5009,1,0,t,t,t,t
222,5011,1,0,t,t,t,t
223,15556,1,0,t,t,t,t
224,5013,1,0,t,t,t,t
225,5019,1,0,t,t,t,t
227,5024,3,0,t,t,t,t
232,4949,1,0,t,t,t,t
234,5021,1,0,t,t,t,t
235,888,10,0,t,t,t,t
236,5055,1,0,t,t,t,t
239,17247,1,0,f,t,t,t
240,5021,1,0,t,t,t,t
241,24430,1,0,f,t,t,t
243,5030,1,0,t,t,t,t
244,5021,1,0,t,t,t,t
245,5036,1,0,t,t,t,t
246,5021,1,0,t,t,t,t
247,5061,1,0,t,t,t,t
248,5041,1,0,t,t,t,t
249,5045,1,0,t,t,t,t
250,5073,1,0,t,t,t,t
252,5074,1,0,t,t,t,t
253,5076,1,0,t,t,t,t
254,5079,1,0,t,t,t,t
255,8118,1,0,t,t,t,t
256,5116,1,0,t,t,t,t
257,14311,1,0,t,t,t,t
259,5123,1,0,t,t,t,t
260,5125,1,0,t,t,t,t
261,5127,1,0,t,t,t,t
263,5130,3,0,t,t,t,t
265,5132,1,0,t,t,t,t
266,5133,1,0,t,t,t,t
267,5133,1,0,t,t,t,t
268,24404,1,0,f,t,t,t
269,27073,1,0,f,t,t,t
270,5143,1,0,t,t,t,t
271,5136,1,0,t,t,t,t
272,5139,1,0,t,t,t,t
274,5139,1,0,t,t,t,t
276,5145,1,0,t,t,t,t
277,5146,1,0,t,t,t,t
278,5140,1,0,t,t,t,t
279,5154,3,0,t,t,t,t
281,5080,1,0,t,t,t,t
282,5081,1,0,t,t,t,t
283,5021,1,0,t,t,t,t
284,5155,1,0,t,t,t,t
285,5083,1,0,f,t,t,t
286,5084,1,0,f,t,t,t
287,5087,1,0,t,t,t,t
288,5088,1,0,t,t,t,t
289,5089,1,0,t,t,t,t
290,5090,1,0,t,t,t,t
291,5093,1,0,t,t,t,t
292,5157,1,0,t,t,t,t
293,5094,1,0,f,t,t,t
295,8094,1,0,t,t,t,t
296,5097,1,0,t,t,t,t
297,5110,1,0,t,t,t,t
298,5162,1,0,t,t,t,t
305,5113,1,0,t,t,t,t
306,5182,1,0,t,t,t,t
310,15350,1,0,f,t,t,t
315,5183,1,0,f,t,t,t
317,5209,1,0,f,t,t,t
318,5210,1,0,t,t,t,t
319,2732,3,0,t,t,t,t
320,5208,1,0,f,t,t,t
325,5167,1,0,t,t,t,t
326,5212,1,0,t,t,t,t
327,5213,1,0,t,t,t,t
329,5215,1,0,t,t,t,t
330,2739,1,0,t,t,t,t
331,5076,1,0,t,t,t,t
333,5220,3,0,t,t,t,t
334,5221,1,0,t,t,t,t
335,5222,1,0,t,t,t,t
337,4942,1,0,t,t,t,t
338,5228,1,0,t,t,t,t
340,5195,10,0,f,t,t,t
344,5172,1,0,t,t,t,t
345,4972,1,0,t,t,t,t
347,5260,1,0,t,t,t,t
348,5261,1,0,t,t,t,t
350,5173,1,0,t,t,t,t
352,5265,1,0,t,t,t,t
353,4968,1,0,t,t,t,t
354,4971,1,0,t,t,t,t
355,2747,1,0,t,t,t,t
356,5016,1,0,t,t,t,t
357,21599,1,0,f,t,t,t
358,21555,1,0,f,t,t,t
359,5204,1,0,f,t,t,t
363,5170,1,0,f,t,t,t
364,5273,1,0,t,t,t,t
365,19563,3,0,f,t,t,t
366,8092,1,0,t,t,t,t
367,21542,1,0,t,t,t,t
368,5206,1,0,t,t,t,t
369,4974,1,0,t,t,t,t
370,4971,1,0,t,t,t,t
371,4974,1,0,t,t,t,t
372,5283,1,0,t,t,t,t
373,5284,1,0,t,t,t,t
375,5161,1,0,t,t,t,t
377,5294,1,0,t,t,t,t
378,5297,1,0,t,t,t,t
380,5160,1,0,f,t,t,t
382,14930,1,0,f,t,t,t
383,5161,1,0,f,t,t,t
386,4947,1,0,t,t,t,t
387,7735,1,0,t,t,t,t
389,7736,1,0,t,t,t,t
390,7737,1,0,t,t,t,t
391,7738,1,0,t,t,t,t
392,15964,1,0,t,t,t,t
393,4959,1,0,t,t,t,t
395,8089,1,0,f,t,t,t
396,5180,1,0,t,t,t,t
397,8090,1,0,t,t,t,t
398,8091,1,0,t,t,t,t
402,5317,1,0,t,t,t,t
403,24385,1,0,f,t,t,t
404,8099,1,0,t,t,t,t
406,8115,5,0,t,t,t,t
408,5160,1,0,t,t,t,t
409,8116,1,0,t,t,t,t
410,8118,1,0,t,t,t,t
411,17258,1,0,t,t,t,t
412,8129,1,0,t,t,t,t
413,4980,3,0,t,t,t,t
414,8142,3,0,t,t,t,t
416,8477,1,0,f,t,t,t
417,8478,1,0,f,t,t,t
418,8479,1,0,f,t,t,t
419,8480,1,0,f,t,t,t
420,8166,1,0,t,t,t,t
422,5046,1,0,t,t,t,t
423,8242,1,0,t,t,t,t
424,8244,1,0,t,t,t,t
425,5260,1,0,t,t,t,t
426,8459,1,3,f,t,t,t
427,8093,1,0,t,t,t,t
428,5177,1,0,t,t,t,t
429,5096,1,0,f,t,t,t
430,2661,1,0,t,t,t,t
442,8220,1,0,t,t,t,t
443,4858,5,0,t,t,t,t
501,8317,5,0,t,t,t,t
503,13708,1,0,t,t,t,t
504,1482,4,0,t,t,t,t
505,1465,1,0,t,t,t,t
507,8486,5,0,t,t,t,t
515,4858,5,0,t,t,t,t
526,8020,1,0,t,t,t,t
527,13708,1,0,t,t,t,t
565,8515,5,0,t,t,t,t
566,13741,1,0,t,t,t,t
567,8515,5,0,t,t,t,t
568,8473,1,0,t,t,t,t
573,5177,1,0,t,t,t,t
574,13712,1,0,t,t,t,t
575,13712,1,0,t,t,t,t
576,8163,1,0,t,t,t,t
577,8564,1,0,t,t,t,t
578,5126,1,0,t,t,t,t
579,13732,1,0,t,t,t,t
580,8163,1,0,t,t,t,t
581,13811,1,0,t,t,t,t
582,8337,200,0,t,t,t,t
583,8317,200,0,t,t,t,t
584,8396,200,0,t,t,t,t
585,8337,200,0,t,t,t,t
586,8317,200,0,t,t,t,t
587,8396,200,0,t,t,t,t
590,8158,1,0,t,t,t,t
591,13845,4,0,t,t,t,t
594,4737,10,0,t,t,t,t
595,4739,10,0,t,t,t,t
596,4737,10,0,t,t,t,t
597,4739,10,0,t,t,t,t
598,13852,1,0,t,t,t,t
599,13845,3,0,t,t,t,t
600,13848,1,0,t,t,t,t
603,13767,1,0,t,t,t,t
604,8163,1,0,t,t,t,t
606,8158,1,0,t,t,t,t
607,13862,1,0,t,t,t,t
609,13897,1,0,t,t,t,t
610,13897,1,0,t,t,t,t
611,13902,1,0,t,t,t,t
612,13904,1,0,t,t,t,t
613,13906,1,0,t,t,t,t
614,13905,1,0,t,t,t,t
615,13907,1,0,f,t,t,t
616,1541,1,0,t,t,t,t
617,13897,1,0,t,t,t,t
618,13899,5,0,t,t,t,t
619,13919,8,0,t,t,t,t
620,13908,1,0,f,t,t,t
621,13910,1,0,t,t,t,t
622,13923,8,0,t,t,t,t
623,13915,1,0,t,t,t,t
624,13916,1,0,t,t,t,t
625,13927,3,0,t,t,t,t
626,13920,8,0,t,t,t,t
627,13917,10,0,f,t,t,t
628,13927,3,0,t,t,t,t
630,15545,1,0,f,t,t,t
635,8504,1,0,t,t,t,t
636,15568,1,0,f,t,t,t
637,14523,1,0,t,t,t,t
638,14043,1,0,t,t,t,t
640,14045,1,0,t,t,t,t
641,14049,1,0,t,t,t,t
642,14051,1,0,t,t,t,t
644,14052,1,0,t,t,t,t
645,14054,1,0,f,t,t,t
647,13921,8,0,t,t,t,t
648,14058,1,0,t,t,t,t
649,14509,1,0,t,t,t,t
650,24357,1,0,f,t,t,t
651,14068,1,0,t,t,t,t
652,13931,1,0,f,t,t,t
654,13963,1,0,t,t,t,t
655,13937,1,0,t,t,t,t
656,13938,1,0,f,t,t,t
657,13940,1,0,f,t,t,t
658,13943,1,0,f,t,t,t
659,13947,1,0,t,t,t,t
660,13952,1,0,f,t,t,t
661,13956,1,0,t,t,t,t
662,13957,1,0,t,t,t,t
663,13959,1,0,t,t,t,t
664,13961,1,0,t,t,t,t
667,14070,3,0,t,t,t,t
668,13964,1,0,f,t,t,t
669,13965,1,0,t,t,t,t
671,13937,1,0,f,t,t,t
672,13967,1,0,t,t,t,t
673,13971,1,0,t,t,t,t
674,14073,1,0,t,t,t,t
675,13935,1,0,t,t,t,t
676,14075,1,0,t,t,t,t
677,14077,1,0,t,t,t,t
679,14081,1,0,t,t,t,t
680,14082,1,0,f,t,t,t
681,14612,1,0,t,t,t,t
682,14079,1,0,t,t,t,t
683,14079,1,0,t,t,t,t
684,14086,1,0,f,t,t,t
685,14088,3,0,t,t,t,t
686,14089,1,0,t,t,t,t
687,14091,1,0,t,t,t,t
688,14094,1,0,t,t,t,t
698,13982,1,0,t,t,t,t
700,14103,1,0,t,t,t,t
702,13988,1,0,t,t,t,t
703,14105,1,0,t,t,t,t
704,14000,1,0,t,t,t,t
705,14003,1,0,f,t,t,t
707,14109,1,0,t,t,t,t
712,14003,1,0,t,t,t,t
715,14119,5,0,t,t,t,t
716,14122,1,0,t,t,t,t
729,14125,1,0,f,t,t,t
732,14154,1,0,t,t,t,t
733,24527,1,0,f,t,t,t
734,14098,1,0,t,t,t,t
736,24528,1,0,f,t,t,t
737,14156,1,0,f,t,t,t
739,14100,1,0,t,t,t,t
740,24529,1,0,f,t,t,t
741,14115,1,0,t,t,t,t
743,14134,1,0,f,t,t,t
744,2730,1,0,t,t,t,t
745,14137,1,0,t,t,t,t
746,14174,1,0,t,t,t,t
747,14175,5,0,t,t,t,t
752,14102,3,0,t,t,t,t
753,14112,1,0,t,t,t,t
754,8171,1,0,t,t,t,t
755,13967,1,0,f,t,t,t
756,14177,3,0,t,t,t,t
759,14178,1,0,t,t,t,t
760,14180,2,0,t,t,t,t
761,17964,1,0,f,t,t,t
763,14183,1,0,t,t,t,t
764,14190,1,0,t,t,t,t
765,14195,3,0,t,t,t,t
766,14202,1,0,t,t,t,t
767,14203,3,0,t,t,t,t
768,14204,1,0,t,t,t,t
769,14205,1,0,t,t,t,t
770,14206,1,0,t,t,t,t
771,14184,1,0,t,t,t,t
772,14185,1,0,t,t,t,t
773,14186,1,0,t,t,t,t
774,14187,1,0,t,t,t,t
775,5161,1,0,t,t,t,t
776,5159,1,0,t,t,t,t
778,5166,1,0,f,t,t,t
779,14314,1,0,t,t,t,t
780,14315,1,0,t,t,t,t
781,14319,1,0,t,t,t,t
783,14321,1,0,t,t,t,t
784,14322,1,0,t,t,t,t
785,14323,1,0,t,t,t,t
786,14324,1,0,t,t,t,t
787,14326,1,0,t,t,t,t
790,14335,1,0,t,t,t,t
791,14335,1,0,f,t,t,t
792,14336,1,0,t,t,t,t
794,5164,1,0,f,t,t,t
795,13965,1,0,t,t,t,t
796,14384,1,0,t,t,t,t
798,14389,1,0,t,t,t,t
799,14380,1,0,t,t,t,t
800,14383,1,0,t,t,t,t
801,17801,3,0,f,t,t,t
804,14398,10,0,f,t,t,t
805,14403,2,0,t,t,t,t
808,14407,1,0,t,t,t,t
810,14401,50,0,f,t,t,t
811,2726,3,0,t,t,t,t
812,8485,5,0,t,t,t,t
813,7738,1,0,t,t,t,t
814,8515,5,0,t,t,t,t
815,14473,1,0,t,t,t,t
816,24325,1,0,f,t,t,t
817,14481,1,0,t,t,t,t
818,14482,3,0,f,t,t,t
819,15353,1,0,f,t,t,t
820,15354,1,0,f,t,t,t
821,14483,1,0,t,t,t,t
822,14484,1,0,t,t,t,t
823,14499,1,0,t,t,t,t
824,14497,4,0,t,t,t,t
825,17698,5,0,t,t,t,t
827,14481,1,0,t,t,t,t
828,14513,1,0,t,t,t,t
829,14514,1,0,t,t,t,t
830,14515,1,0,t,t,t,t
831,14485,1,0,t,t,t,t
833,14516,1,0,t,t,t,t
834,14516,1,0,t,t,t,t
835,14485,1,0,t,t,t,t
836,14487,1,0,t,t,t,t
837,14514,1,0,f,t,t,t
838,14522,1,0,t,t,t,t
839,5167,1,0,t,t,t,t
840,13957,1,0,t,t,t,t
841,15351,1,0,f,t,t,t
842,15352,1,0,f,t,t,t
844,14329,1,0,t,t,t,t
845,14571,1,0,f,t,t,t
846,15348,1,0,f,t,t,t
848,7729,1,0,t,t,t,t
849,10926,1,0,t,t,t,t
850,7783,1,0,t,t,t,t
851,14068,1,0,t,t,t,t
852,14601,1,0,t,t,t,t
854,14607,1,0,t,t,t,t
855,15355,1,0,f,t,t,t
857,5023,1,0,t,t,t,t
858,14613,1,0,f,t,t,t
859,14614,1,0,t,t,t,t
861,14633,1,0,t,t,t,t
862,1440,1,0,t,t,t,t
863,1441,1,0,f,t,t,t
864,15558,1,0,f,t,t,t
865,14578,1,0,t,t,t,t
866,14610,1,0,t,t,t,t
867,4009,1,0,t,t,t,t
889,8515,5,0,t,t,t,t
890,14091,1,0,t,t,t,t
894,14644,1,0,t,t,t,t
895,14644,1,0,f,t,t,t
897,14644,1,0,t,t,t,t
899,14676,1,0,t,t,t,t
901,14193,1,0,f,t,t,t
903,1538,1,0,t,t,t,t
904,14682,2,0,t,t,t,t
905,14685,1,0,t,t,t,t
906,17620,1,0,f,t,t,t
907,1539,3,0,t,t,t,t
908,5298,1,0,f,t,t,t
910,14713,1,0,t,t,t,t
911,14655,1,2,f,t,t,t
912,14714,1,0,t,t,t,t
913,16402,1,0,f,t,t,t
914,15349,1,0,f,t,t,t
915,24377,1,0,f,t,t,t
916,14736,1,0,t,t,t,t
918,14749,1,0,f,t,t,t
919,14579,1,0,t,t,t,t
920,14780,1,0,f,t,t,t
921,14738,1,0,f,t,t,t
923,5184,1,0,t,t,t,t
924,14791,1,0,t,t,t,t
925,14792,1,0,t,t,t,t
926,14795,1,0,f,t,t,t
927,14804,5,0,t,t,t,t
928,14812,1,0,t,t,t,t
929,14859,1,0,f,t,t,t
930,24370,1,0,f,t,t,t
932,14656,1,3,f,t,t,t
933,14976,1,0,f,t,t,t
934,4997,1,0,t,t,t,t
935,2725,1,0,f,t,t,t
936,1468,1,0,t,t,t,t
937,15611,1,0,f,t,t,t
938,14845,1,0,t,t,t,t
939,5168,1,0,f,t,t,t
941,14855,1,0,t,t,t,t
943,14856,1,0,t,t,t,t
944,1598,1,0,f,t,t,t
946,14857,1,0,t,t,t,t
948,14851,1,0,t,t,t,t
949,14852,1,0,t,t,t,t
950,15610,8,0,t,t,t,t
951,14871,1,0,t,t,t,t
952,14863,1,0,t,t,t,t
953,15565,1,0,t,t,t,t
957,14876,1,0,f,t,t,t
959,5184,1,0,t,t,t,t
960,24364,1,0,f,t,t,t
962,14750,1,0,t,t,t,t
963,24365,1,0,f,t,t,t
964,5184,1,0,t,t,t,t
965,5182,1,0,f,t,t,t
966,1842,3,0,t,t,t,t
967,14393,1,0,t,t,t,t
968,21600,1,0,f,t,t,t
969,1841,1,0,t,t,t,t
970,14889,1,0,f,t,t,t
971,14891,1,0,f,t,t,t
972,24367,1,0,t,t,t,t
973,25224,1,0,f,t,t,t
974,14750,1,0,t,t,t,t
977,14928,1,0,t,t,t,t
978,14934,1,0,f,t,t,t
979,14893,1,0,t,t,t,t
980,8416,1,3,t,t,t,t
981,14974,1,0,f,t,t,t
982,14396,5,0,t,t,t,t
984,15058,3,0,f,t,t,t
1006,8486,5,0,f,t,t,t
1008,8487,5,0,f,t,t,t
1036,8518,2,0,f,t,t,t
1043,14729,1,0,f,t,t,t
1048,8494,5,0,f,t,t,t
1050,8496,5,0,f,t,t,t
1055,8525,5,0,f,t,t,t
1088,5058,1,0,f,t,t,t
1092,15060,5,0,f,t,t,t
1093,2748,1,0,t,t,t,t
1097,15356,1,0,f,t,t,t
1112,15282,1,0,f,t,t,t
1113,13940,1,0,f,t,t,t
1114,3990,1,0,f,t,t,t
1120,8486,5,0,t,t,t,t
1127,15685,1,0,f,t,t,t
1128,15308,1,0,f,t,t,t
1129,15684,1,0,f,t,t,t
1130,8460,1,3,f,t,t,t
1159,15535,1,0,t,t,t,t
1160,1598,1,0,f,t,t,t
1161,15543,1,0,t,t,t,t
1162,15546,1,0,f,t,t,t
1163,14921,1,0,f,t,t,t
1164,15546,1,0,f,t,t,t
1166,14166,1,0,t,t,t,t
1169,8524,5,0,f,t,t,t
1171,8376,1,0,f,t,t,t
1172,15592,1,0,f,t,t,t
1173,15613,1,0,t,t,t,t
1174,15614,1,0,f,t,t,t
1175,15615,1,0,f,t,t,t
1176,24406,1,0,f,t,t,t
1179,15703,1,0,t,t,t,t
1180,15705,1,0,t,t,t,t
1181,15706,1,0,t,t,t,t
1182,15708,1,0,t,t,t,t
1183,14316,1,0,t,t,t,t
1184,14113,1,0,t,t,t,t
1185,128,10,0,t,t,t,t
1186,15724,3,0,t,t,t,t
1187,15780,1,0,f,t,t,t
1188,5118,1,0,t,t,t,t
1189,5215,1,0,t,t,t,t
1191,5122,1,0,t,t,t,t
1192,5124,1,0,t,t,t,t
1193,5120,1,0,t,t,t,t
1194,15801,1,0,f,t,t,t
1195,5281,1,0,t,t,t,t
1196,15802,1,0,t,t,t,t
1197,15804,1,0,f,t,t,t
1198,15806,1,0,f,t,t,t
1199,5132,1,0,t,t,t,t
1200,24402,1,0,f,t,t,t
1201,5129,1,0,t,t,t,t
1202,5126,1,0,t,t,t,t
1203,5137,1,0,f,t,t,t
1204,5147,1,0,t,t,t,t
1205,15808,1,0,f,t,t,t
1206,5142,1,0,t,t,t,t
1207,5145,1,0,t,t,t,t
1208,2062,1,0,f,t,t,t
1209,14111,3,0,t,t,t,t
1210,15822,1,0,t,t,t,t
1211,15800,1,0,f,t,t,t
1212,24403,1,0,f,t,t,t
1213,15836,1,0,t,t,t,t
1215,15829,1,0,t,t,t,t
1216,15831,1,0,f,t,t,t
1217,15814,1,0,t,t,t,t
1219,5215,3,0,t,t,t,t
1220,15830,3,0,t,t,t,t
1221,15840,1,0,t,t,t,t
1224,17250,1,0,t,t,t,t
1225,15828,1,0,t,t,t,t
1226,16131,1,0,t,t,t,t
1227,15865,1,0,t,t,t,t
1228,23607,1,0,t,t,t,t
1230,13990,1,0,t,t,t,t
1231,13991,3,0,t,t,t,t
1232,13993,1,0,t,t,t,t
1233,14013,1,0,t,t,t,t
1235,13995,1,0,t,t,t,t
1236,13997,1,0,t,t,t,t
1238,13996,1,0,t,t,t,t
1239,14015,1,0,f,t,t,t
1240,13986,1,0,t,t,t,t
1241,14009,1,0,t,t,t,t
1242,14018,1,0,t,t,t,t
1243,14019,1,0,t,t,t,t
1244,14011,1,0,t,t,t,t
1246,14020,1,0,t,t,t,t
1249,14330,1,0,f,t,t,t
1250,5147,3,0,t,t,t,t
1251,14116,1,0,t,t,t,t
1252,15876,1,0,t,t,t,t
1253,13977,1,0,t,t,t,t
1257,15826,1,0,t,t,t,t
1258,24530,1,0,f,t,t,t
1259,15884,1,0,t,t,t,t
1260,15886,1,0,f,t,t,t
1261,15889,1,0,f,t,t,t
1262,15891,1,0,f,t,t,t
1263,16235,1,0,t,t,t,t
1264,15906,1,0,f,t,t,t
1265,15904,1,0,t,t,t,t
1266,15912,1,0,f,t,t,t
1267,5121,1,0,f,t,t,t
1268,16213,1,0,f,t,t,t
1269,5129,1,0,t,t,t,t
1270,15811,1,0,f,t,t,t
1271,15950,1,0,t,t,t,t
1272,15922,1,0,t,t,t,t
1274,20148,3,0,t,t,t,t
1276,20145,1,0,t,t,t,t
1277,15914,1,0,t,t,t,t
1283,13988,1,0,f,t,t,t
1284,15970,1,0,t,t,t,t
1285,15899,3,0,t,t,t,t
1286,15981,1,0,t,t,t,t
1287,15989,1,0,f,t,t,t
1288,15991,1,0,f,t,t,t
1289,16003,1,0,f,t,t,t
1290,15987,1,0,t,t,t,t
1291,15859,1,0,t,t,t,t
1292,15951,1,0,t,t,t,t
1293,16015,1,0,f,t,t,t
1294,16016,1,0,t,t,t,t
1295,16017,3,0,f,t,t,t
1296,16019,1,0,t,t,t,t
1297,16020,1,0,f,t,t,t
1298,16021,4,0,t,t,t,t
1299,15954,1,0,f,t,t,t
1304,16043,1,0,f,t,t,t
1305,16045,1,0,t,t,t,t
1306,16048,1,0,f,t,t,t
1307,16133,1,0,f,t,t,t
1308,15975,1,0,f,t,t,t
1309,16149,1,0,t,t,t,t
1310,19699,1,0,f,t,t,t
1312,15839,1,0,t,t,t,t
1313,16160,1,0,t,t,t,t
1314,14519,5,0,t,t,t,t
1315,16171,1,0,f,t,t,t
1316,16174,1,0,t,t,t,t
1317,16177,1,0,f,t,t,t
1319,16178,1,0,t,t,t,t
1320,16179,1,0,f,t,t,t
1321,16181,1,0,f,t,t,t
1322,21601,1,0,f,t,t,t
1323,13951,1,0,f,t,t,t
1325,16222,5,0,f,t,t,t
1329,17944,1,0,t,t,t,t
1331,16242,1,0,t,t,t,t
1332,16244,1,0,t,t,t,t
1334,16260,1,0,t,t,t,t
1335,16263,1,0,t,t,t,t
1336,21604,1,0,t,t,t,t
1337,16280,1,0,f,t,t,t
1338,16287,1,0,t,t,t,t
1339,16288,1,0,t,t,t,t
1343,16293,1,0,t,t,t,t
1345,16296,1,0,t,t,t,t
1346,16299,1,0,t,t,t,t
1347,16302,1,0,f,t,t,t
1348,16303,1,0,f,t,t,t
1349,16304,1,0,f,t,t,t
1350,16305,1,0,f,t,t,t
1351,16306,1,0,f,t,t,t
1353,16308,1,0,t,t,t,t
1354,16309,1,0,f,t,t,t
1357,16251,1,0,f,t,t,t
1358,16252,1,0,f,t,t,t
1360,16253,1,0,f,t,t,t
1363,13984,1,0,f,t,t,t
1364,14045,1,0,t,t,t,t
1366,13992,1,0,f,t,t,t
1367,16359,1,0,f,t,t,t
1368,14016,1,0,f,t,t,t
1369,16393,1,0,f,t,t,t
1373,23611,1,0,f,t,t,t
1374,14029,1,0,f,t,t,t
1381,16401,1,0,t,t,t,t
1382,16403,1,0,f,t,t,t
1383,16404,1,0,f,t,t,t
1385,16410,1,0,f,t,t,t
1386,16409,1,0,t,t,t,t
1387,16407,3,0,f,t,t,t
1388,16411,3,0,f,t,t,t
1389,14679,1,0,f,t,t,t
1390,16414,1,0,f,t,t,t
1392,16420,3,0,t,t,t,t
1393,16421,3,0,t,t,t,t
1394,16423,1,0,f,t,t,t
1397,16428,1,0,t,t,t,t
1398,16430,5,0,f,t,t,t
1399,4996,1,0,f,t,t,t
1400,4999,1,0,t,t,t,t
1401,16491,1,0,f,t,t,t
1402,16490,1,0,f,t,t,t
1403,16492,1,0,f,t,t,t
1405,16494,1,0,f,t,t,t
1406,16510,1,0,f,t,t,t
1407,16510,1,0,f,t,t,t
1408,14711,1,0,f,t,t,t
1409,16670,1,0,f,t,t,t
1410,14001,1,0,t,t,t,t
1411,14002,1,0,f,t,t,t
1412,17712,1,0,f,t,t,t
1413,16749,1,0,t,t,t,t
1414,8125,1,0,f,t,t,t
1416,24433,1,0,f,t,t,t
1417,16752,1,0,t,t,t,t
1418,16753,1,0,f,t,t,t
1420,5042,1,0,f,t,t,t
1421,5042,1,0,f,t,t,t
