id,item_id,count,highlight_doodad_id,use_alias,quest_act_obj_alias_id,cleanup,drop_when_destroy,destroy_when_drop
574,14392,10,,f,,t,f,t
577,14395,3,1599,f,,t,f,t
578,14396,5,,f,,t,f,t
579,14397,1,1597,t,509,t,f,t
580,14398,10,,f,,t,f,t
581,14399,12,,f,,t,f,t
582,14400,1,1598,f,,t,f,t
583,1466,1,1590,t,342,t,f,t
585,14401,50,,f,,t,f,t
586,14520,1,1474,f,,t,f,t
587,2726,3,,f,,t,f,t
588,14087,1,1604,f,,t,f,t
590,15544,1,,f,,t,t,t
591,13970,3,,f,,t,f,t
592,13966,1,1610,f,,t,f,t
593,14474,5,,f,,t,f,t
594,2142,1,332,t,671,t,f,t
595,14483,1,,f,,t,t,t
597,14496,4,,f,,t,f,t
598,14494,3,,f,,t,f,t
599,14495,2,,f,,t,f,t
601,14498,1,,f,,t,f,t
602,14513,1,,f,,t,f,t
605,14517,1,,f,,t,f,t
606,14516,1,,f,,t,f,t
607,14485,1,,f,,t,f,t
608,14567,1,,f,,t,f,t
609,14580,1,1654,f,,t,f,t
610,14582,3,,f,,t,f,t
611,14583,1,1652,f,,t,f,t
613,5023,1,,f,,t,f,t
614,14619,1,1485,f,,t,f,t
616,4058,3,,f,,t,f,t
619,14634,5,671,t,376,t,f,t
620,14635,8,,f,,t,f,t
621,14085,1,,f,,t,f,t
622,14639,1,1725,f,,t,f,t
623,14194,1,1486,f,,t,f,t
624,14525,3,,f,,t,f,t
625,24363,1,,t,1783,t,f,t
626,24366,1,,f,,t,f,t
627,24380,3,,t,1804,t,f,t
628,24379,1,,t,1807,t,f,t
630,14701,12,,f,,t,f,t
632,5296,3,,f,,t,f,t
634,14708,5,,f,,t,f,t
635,14710,1,,f,,t,f,t
636,14712,1,,f,,t,f,t
638,14734,1,1343,f,,t,f,t
640,14740,5,1746,t,640,t,f,t
641,14748,1,1750,f,,t,t,t
642,13960,1,1582,t,639,t,f,t
643,13954,3,1443,f,,t,f,t
645,14844,8,,f,,t,f,t
646,24378,1,,t,1800,t,f,t
647,24368,1,,f,,t,f,t
649,14786,1,,f,,t,f,t
650,8481,1,1302,f,,t,f,t
651,8482,1,1303,f,,t,f,t
652,8483,1,1304,f,,t,f,t
653,8484,1,1305,f,,t,f,t
654,14103,1,1536,f,,t,f,t
655,24369,1,1876,f,,t,f,t
656,14800,8,,f,,t,f,t
657,24371,1,,f,,t,f,t
658,1579,1,,f,,t,f,t
660,14860,1,915,f,,t,f,t
661,14841,8,1915,f,,t,f,t
662,3828,8,,f,,t,f,t
663,3898,1,1116,f,,t,f,t
665,14861,1,674,f,,t,f,t
666,3953,3,,f,,t,f,t
668,9,1,272,f,,t,f,f
669,14847,1,1919,f,,t,f,t
670,14848,3,1920,f,,t,f,t
671,14850,1,1921,f,,t,f,t
672,14854,8,1934,f,,t,f,t
673,14872,1,1922,f,,t,f,t
674,14873,1,1976,f,,t,f,t
675,14867,3,1923,f,,t,f,t
676,14868,1,1924,f,,t,f,t
677,14874,1,1978,f,,t,f,t
678,14875,1,1979,t,1262,t,f,t
680,4996,1,,f,,t,f,t
682,5182,1,,f,,t,f,t
683,14055,1,,f,,t,f,t
684,21600,1,,f,,t,f,t
685,14889,1,,f,,t,f,t
686,14890,1,,f,,t,f,t
687,14891,1,,f,,t,f,t
688,14919,1,,f,,t,f,t
690,1425,1,,f,,t,f,t
692,16402,1,,f,,t,f,t
693,24325,1,,f,,t,f,t
694,1459,1,,f,,t,f,t
696,15558,1,,f,,t,f,t
697,14789,1,,f,,t,f,t
699,13929,1,,f,,t,f,t
700,13931,1,,f,,t,f,t
703,13952,1,,f,,t,f,t
704,13937,1,,f,,t,f,t
705,13967,1,,f,,t,f,t
706,5298,1,,f,,t,f,t
707,24377,1,,f,,t,f,t
708,24385,1,,t,1801,t,f,t
709,14738,1,,f,,t,f,t
710,14930,1,,f,,t,f,t
711,14859,1,,f,,t,f,t
712,2725,1,,f,,t,f,t
713,15611,1,,f,,t,f,t
714,24409,1,2128,t,1817,t,f,t
715,14932,1,2127,f,,t,f,t
718,14974,1,,f,,t,f,t
720,14930,1,,f,,t,f,t
723,5160,1,,f,,t,f,t
724,5161,1,,f,,t,f,t
725,5168,1,,f,,t,f,t
726,15350,1,,f,,t,f,t
727,15351,1,,f,,t,f,t
728,15352,1,,f,,t,f,t
729,15353,1,,f,,t,f,t
730,15354,1,,f,,t,f,t
731,15355,1,,f,,t,f,t
732,5166,1,,f,,t,f,t
733,5167,1,,f,,t,f,t
735,15356,1,,f,,t,f,t
736,5164,1,,f,,t,f,t
737,15348,1,,f,,t,f,t
738,14086,1,,f,,t,f,t
739,14193,1,,f,,t,f,t
740,15349,1,,f,,t,f,t
741,14514,1,,f,,t,f,t
742,14611,1,,f,,t,f,t
743,14194,1,1486,f,,t,f,t
744,15282,1,,t,1730,t,f,t
745,8241,1,,f,,f,f,t
746,3990,1,,t,1755,t,f,t
747,8053,8,,f,,t,f,f
748,15285,30,,f,,t,f,t
749,4004,1,,t,1736,t,f,t
750,15685,1,,f,,t,f,t
751,15308,1,,f,,t,f,t
752,14683,2,,f,,t,f,t
753,8481,1,1302,f,,t,f,t
754,8482,1,1303,f,,t,f,t
755,8483,1,1304,f,,t,f,t
756,8484,1,1305,f,,t,f,t
757,14201,5,1505,t,1509,t,f,t
758,14934,1,,f,,t,f,t
759,15546,1,,f,,t,f,t
761,15546,1,,f,,t,f,t
762,15552,5,2186,f,,t,f,t
763,2752,1,727,f,,t,f,t
766,14146,1,1501,f,,t,f,t
767,14141,1,,f,,t,f,t
768,5008,1,,f,,t,f,t
769,15643,1,,f,,t,f,t
770,15568,1,,f,,t,f,t
771,3994,1,706,t,1752,t,f,t
772,5197,4,1132,f,,t,f,t
773,1425,1,,f,,t,f,t
775,15592,1,,f,,t,f,t
776,8018,8,513,f,,t,f,f
777,15641,1,,f,,t,f,t
778,15614,1,,f,,t,f,t
779,15615,5,,f,,t,f,t
780,15616,1,,f,,t,f,t
781,2760,1,,f,,t,f,t
783,15707,1,2344,f,,t,f,t
784,15712,1,2346,t,260,t,f,t
785,15713,3,2341,f,,t,f,t
786,14328,1,,t,276,t,f,t
787,15722,5,,f,,t,f,t
788,15723,1,,f,,t,f,t
789,15777,1,,t,293,t,f,t
790,15780,1,,f,,t,f,t
791,5123,1,,f,,t,f,t
792,5211,1,1069,f,,t,f,t
793,24401,8,,t,1816,t,f,t
794,15798,1,1084,f,,t,f,t
795,15799,1,1126,f,,t,f,t
796,15805,1,1076,t,105,t,f,t
797,15815,1,1062,f,,t,f,t
798,5134,1,,f,,t,f,t
800,14312,5,1074,f,,t,f,t
801,14311,3,2419,f,,t,f,t
803,15820,5,1524,t,268,t,f,t
804,5215,1,,f,,t,f,t
805,5120,1,,f,,t,f,t
806,5124,1,,f,,t,f,t
807,15807,5,2386,f,,t,f,t
808,24403,1,,f,,t,f,t
809,15825,5,2420,f,,t,f,t
810,15837,3,2463,t,137,t,f,t
811,14495,3,1622,f,,t,f,t
812,15803,5,,f,,t,f,t
814,24402,1,,f,,t,f,t
818,19711,5,,t,215,t,f,t
819,15856,1,,t,179,t,f,t
820,15861,1,2440,t,120,t,f,t
821,5143,1,,f,,t,f,t
822,5136,5,1078,t,245,t,f,t
823,13974,1,1427,f,,t,f,t
824,13972,3,,t,392,t,f,t
825,13973,3,,f,,t,f,t
826,13978,5,,t,413,t,f,t
828,13989,1,1432,f,,t,f,t
829,13994,3,,t,454,t,f,t
830,13999,5,,f,,t,f,t
832,14010,3,,t,189,t,f,t
833,14004,5,,f,,t,f,t
836,5139,12,,f,,t,f,t
837,14330,1,,f,,t,f,t
838,14123,15,,f,,t,f,t
839,14017,1,,f,,t,f,t
840,15879,1,,t,144,t,f,f
841,24530,1,,f,,t,f,t
842,15881,1,2465,f,,t,f,t
843,15882,1,2466,f,,t,f,t
844,15883,1,2467,f,,t,f,t
846,15885,12,,f,,t,f,t
847,15886,1,,f,,t,f,t
848,15887,12,,t,148,t,f,t
849,15889,1,,t,149,t,f,t
850,15891,1,,f,,t,f,t
851,15892,5,,f,,t,f,t
852,15832,1,2423,t,150,t,f,t
853,15897,1,2471,t,151,t,f,t
854,13913,1,1373,t,318,t,f,t
855,15898,1,,t,153,t,f,f
856,15802,1,2416,f,,t,f,t
857,15906,1,,f,158,t,f,t
858,15912,1,,t,161,t,f,t
859,15913,1,2482,t,163,t,f,t
860,15853,5,2486,t,1308,t,f,t
861,15947,1,,f,,t,f,t
862,15841,1,2430,t,171,t,f,t
864,24548,1,921,f,,t,t,t
865,15918,1,2492,f,,t,f,t
866,15919,3,2489,f,,t,f,t
867,15920,1,2490,f,,t,f,t
868,15921,3,,f,,t,f,t
869,4989,1,,t,175,t,f,t
870,15954,1,,f,,t,f,t
872,13988,1,,f,,t,f,t
873,15971,8,,t,198,t,f,t
876,15984,1,,f,,t,f,t
878,15985,3,2552,t,211,t,f,t
879,19781,8,,t,214,t,f,t
880,15989,1,,f,,t,f,t
881,15991,1,,f,,t,f,t
882,16003,1,,f,,t,f,t
883,16004,3,2576,t,222,f,f,t
884,16015,1,,f,,t,f,t
885,16018,5,2585,f,,t,f,t
886,16020,1,,f,,t,f,t
887,16022,1,,f,,f,f,t
888,15806,1,,f,,t,f,t
889,5121,1,,f,,t,f,t
890,16035,5,3848,t,246,t,f,t
891,16040,3,3945,t,250,t,f,t
892,16047,8,2567,f,,t,f,t
893,15978,1,,t,1110,t,f,t
894,19631,1,3771,t,1161,t,f,t
896,16131,1,,t,261,t,f,t
898,16133,1,,f,,t,f,t
899,16036,1,,t,262,t,f,f
900,16134,1,3858,t,1120,t,f,t
902,16164,5,2630,t,302,t,f,t
903,7790,1,660,f,,t,f,f
904,24357,1,,t,1782,f,f,t
905,16170,5,,t,311,t,f,t
906,16171,1,,f,,t,f,t
907,16173,1,,t,312,t,f,t
909,16176,3,2639,f,,t,f,t
910,16177,1,,f,,t,f,t
911,13913,1,1373,t,320,t,f,t
912,16179,1,,f,,t,f,t
913,16180,1,2640,t,484,t,f,t
914,16181,1,,f,,t,f,t
915,16182,5,2641,t,486,t,f,t
916,16183,1,2642,t,500,t,f,t
917,21601,1,,f,,t,f,t
918,16213,1,,f,,t,f,t
919,15826,1,,f,,t,f,t
920,13951,1,1416,t,1510,t,f,t
921,14391,3,,t,338,t,f,t
922,15694,1,2306,t,346,f,f,f
923,15701,1,,t,349,f,f,f
924,16214,1,,t,350,f,f,f
925,15589,3,2662,t,354,f,f,f
926,16238,1,,t,356,f,f,f
927,8017,1,,t,358,f,f,f
928,8337,1,,t,359,f,f,f
929,16240,1,,t,360,f,f,f
930,16234,10,,t,361,f,f,f
931,8256,1,,t,362,f,f,f
932,16241,1,,t,363,f,f,f
933,16263,1,,f,,t,f,t
935,16288,1,,f,,t,f,t
936,16289,1,,f,,t,f,t
938,16260,1,,f,,t,f,t
939,16292,1,,f,,t,f,t
940,16291,1,,f,,t,f,t
941,16302,1,,f,,t,f,t
942,16303,1,,f,,t,f,t
943,16304,1,,f,,t,f,t
944,16306,1,,f,,t,f,t
947,16309,1,,f,,t,f,t
948,16310,1,2779,f,,t,f,t
950,16251,1,,f,,t,f,t
951,16252,1,,f,,t,f,t
954,16253,1,,f,,t,f,t
956,16274,1,,t,398,t,f,t
957,16254,1,2752,f,,t,f,t
958,13984,1,,f,,f,f,t
959,13992,1,,f,,t,f,t
961,16246,8,,f,,f,f,t
962,14016,1,,f,,t,f,t
963,14404,1,,f,,t,f,t
964,16388,5,,f,,t,f,t
965,16392,1,2847,t,423,f,f,f
966,17863,1,2853,t,424,f,f,f
967,16393,1,,f,,t,f,t
968,23611,1,,f,,t,t,t
969,16405,3,,f,,t,f,t
971,13991,5,,f,,t,f,t
972,16406,1,3242,t,439,t,f,t
973,16404,1,,f,,t,f,t
974,16405,5,,f,,t,f,t
975,16410,1,,f,,t,f,t
976,16408,1,,f,,t,f,t
977,16407,3,,f,,t,f,t
978,16413,1,2891,t,451,t,f,t
979,16414,1,,f,,t,f,t
980,16423,1,,f,,t,f,t
982,24429,1,,t,1826,t,f,t
983,14179,5,1557,t,470,t,f,t
984,4996,1,,f,,t,f,t
985,16430,5,,f,,t,f,t
986,4999,5,996,t,1366,t,f,t
988,16489,3,,f,,t,f,t
989,16490,1,,f,,t,t,t
990,16492,1,,f,,t,f,t
991,14003,1,,f,,t,f,t
993,14011,1,,f,,t,f,t
994,14005,1,1434,t,496,t,f,t
996,16670,1,,f,,t,f,t
997,17256,1,2958,f,,t,f,t
998,16538,8,,t,649,t,f,t
999,14002,1,,f,,t,f,t
1000,24433,1,,f,,t,f,f
1001,5021,1,,f,,t,f,t
1002,14394,1,2939,t,510,t,f,t
1003,17028,1,2940,t,511,t,f,t
1006,17249,1,,f,,t,f,t
1007,14780,1,,f,,t,f,t
1008,1441,1,,f,,t,f,t
1009,17255,1,2957,f,,t,f,t
1010,5038,5,4536,f,534,t,f,t
1012,16259,1,,f,,t,f,t
1013,15645,1,,t,1754,t,f,t
1014,17584,1,,f,,t,f,t
1018,5065,1,1041,t,547,t,t,t
1019,24364,1,,f,,t,f,t
1020,1428,3,821,f,,t,f,t
1021,17593,1,,f,,t,f,t
1023,14644,1,,f,,t,f,t
1024,5050,3,,f,,t,f,t
1025,5008,1,,f,,t,f,t
1027,17598,1,,f,,t,f,t
1028,5001,1,,f,,t,f,t
1029,17608,5,,f,,t,f,t
1030,17609,1,,f,,t,f,t
1031,20056,1,2809,t,1314,t,f,f
1032,17616,1,,f,,t,f,t
1034,17620,1,,f,,t,f,t
1036,17627,12,,f,,t,f,t
1037,17628,1,,f,,t,f,t
1038,17632,1,2955,t,576,t,f,t
1039,17646,1,,f,,t,f,t
1041,17648,1,,f,,t,f,t
1042,15801,1,,f,,t,f,t
1043,15814,1,,f,,t,f,t
1044,17641,1,3019,t,582,t,f,f
1045,17640,1,3018,t,583,t,f,f
1046,17639,1,3017,t,584,t,f,f
1047,17651,1,,f,,t,f,t
