id,skill_id,item_id,amount
1910,17577,23630,1
1911,17648,23687,1
1912,17648,23688,1
1913,17648,23689,1
1914,17557,4052,1
1915,17556,4052,1
1916,17558,4052,1
1917,17541,4052,1
1918,15268,7998,1
1919,13430,15878,1
1920,15266,15877,1
1924,17718,23670,1
1925,15611,23670,1
1926,15658,19465,1
1927,17736,23836,1
1928,17681,23704,1
1929,17738,23839,1
1930,14372,23671,1
1932,12745,8337,100
1933,14978,8318,100
1934,14978,8337,100
1935,14879,8318,10
1936,14879,8337,10
1937,17850,7998,1
1938,17845,21850,1
1939,17644,21850,1
1940,17846,21850,1
1941,17617,23704,1
1942,17965,24121,55
1944,17967,24122,33
1946,12876,8477,1
1947,12878,8480,1
1948,12880,8478,1
1949,12879,8479,1
1950,18025,8017,2
1951,18037,15694,1
1952,18038,15694,1
1963,14024,13974,1
1964,18068,24192,1
1965,18074,24191,1
1966,17045,23395,1
1967,18079,24220,1
1968,18087,24220,5
1969,18088,24220,10
1970,18089,24220,20
1975,18421,14102,1
1979,14034,16411,1
1980,18715,25002,1
1983,18893,25065,1
1984,19089,24911,5
1985,19090,24912,3
1986,19091,24913,3
1989,19147,25117,1
1990,18171,20156,1
1993,19239,25223,1
1994,19240,16385,1
1996,18571,19801,5
1997,18589,19801,5
1998,18590,19801,5
1999,18591,19801,5
2005,19560,25737,1
2006,19560,5206,1
2007,19619,25798,5
2008,19620,25799,5
2009,19621,25800,5
2010,19677,25817,1
2011,16378,25850,1
2012,16089,19629,5
2013,16508,19793,1
2015,16172,25116,1
2016,19938,8489,1
2017,19939,8493,1
2018,19940,8485,1
2020,19975,26024,1
2022,20032,26041,1
2023,20032,26042,1
2024,20032,26043,1
2025,19978,4052,1
2026,19979,4052,1
2027,20121,15977,5
2028,20141,26105,3
2032,20238,23671,1
2033,16059,26285,1
2035,20258,26297,1
2036,20259,26299,1
2037,20261,26300,1
2038,20262,26301,1
2039,20263,26303,1
2040,20264,26304,1
2041,20265,26305,1
2042,20266,26306,1
2046,20292,26548,1
2053,20336,21850,1
2054,20337,15694,1
2055,20338,15694,1
2060,18102,18389,3
2061,18103,18389,1
2062,18097,18389,1
2064,20439,19911,2
2065,20438,19902,2
2066,20437,15762,2
2067,20436,19899,2
2083,20453,26546,1
2084,20456,26553,1
2085,20457,25577,1
2086,20457,25578,1
2087,20457,25579,1
2088,20457,25580,1
2089,20457,25581,1
2090,20457,25582,1
2091,20457,25583,1
2092,20457,25584,1
2093,20457,25585,1
2094,20457,25586,1
2095,20459,25587,1
2096,20458,26556,1
2097,20459,25588,1
2098,20459,25589,1
2099,20459,25590,1
2100,20459,25591,1
2101,20459,25592,1
2102,20459,25593,1
2103,20459,25594,1
2104,20459,25595,1
2105,20459,25596,1
2106,20460,25597,1
2109,20460,25598,1
2111,20460,25605,1
2114,20460,25609,1
2118,20460,25610,1
2120,20460,25611,1
2122,20460,25612,1
2124,20460,25613,1
2125,20460,25614,1
2127,20460,25615,1
2129,20461,26559,1
2130,20462,26561,1
2131,20463,25616,1
2134,20463,25617,1
2135,20463,25618,1
2136,20463,25619,1
2137,20463,25620,1
2138,20463,25621,1
2139,20463,25622,1
2140,20463,25623,1
2141,20463,25624,1
2142,20463,25625,1
2143,20465,25626,1
2144,20464,26563,1
2145,20465,25627,1
2146,20465,25628,1
2147,20465,25629,1
2148,20465,25630,1
2149,20465,25631,1
2150,20465,25632,1
2151,20465,25633,1
2152,20465,25634,1
2153,20465,25635,1
2154,20468,26564,1
2155,20467,25636,1
2156,20467,25637,1
2157,20467,25638,1
2158,20467,25639,1
2159,20467,25640,1
2160,20467,25641,1
2161,20467,25642,1
2162,20467,25643,1
2163,20467,25644,1
2164,20467,25645,1
2165,20471,25646,1
2166,20470,26566,1
2167,20471,25647,1
2168,20471,25648,1
2169,20471,25649,1
2170,20471,25650,1
2171,20471,25651,1
2172,20471,25652,1
2173,20471,25653,1
2174,20471,25654,1
2175,20471,25655,1
2176,20472,25442,1
2177,20473,26569,1
2178,20472,25443,1
2179,20472,25444,1
2180,20472,25445,1
2181,20472,25446,1
2182,20472,25447,1
2183,20472,25448,1
2184,20472,25449,1
2185,20472,25450,1
2186,20472,25451,1
2187,20475,26570,1
2188,20474,25452,1
2189,20474,25453,1
2190,20474,25454,1
2191,20474,25455,1
2192,20474,25456,1
2193,20474,25457,1
2194,20474,25458,1
2195,20474,25459,1
2196,20474,25460,1
2197,20474,25461,1
2198,20476,26573,1
2199,20477,25462,1
2200,20477,25463,1
2201,20477,25464,1
2202,20477,25465,1
2203,20477,25466,1
2204,20477,25467,1
2205,20477,25468,1
2206,20477,25469,1
2207,20477,25470,1
2208,20477,25471,1
2209,20478,25472,1
2210,20479,26575,1
2211,20478,25474,1
2212,20478,25475,1
2213,20478,25476,1
2214,20478,25477,1
2215,20478,25478,1
2216,20478,25479,1
2217,20478,25480,1
2218,20478,25481,1
2219,20478,25482,1
2220,20481,26577,1
2221,20480,25483,1
2222,20480,25484,1
2223,20480,25485,1
2224,20480,25486,1
2225,20480,25487,1
2226,20480,25488,1
2227,20480,25489,1
2228,20480,25490,1
2229,20480,25491,1
2230,20480,25492,1
2231,20482,25493,1
2232,20483,26579,1
2233,20482,25494,1
2234,20482,25495,1
2235,20482,25496,1
2236,20482,25497,1
2237,20482,25498,1
2238,20482,25499,1
2239,20482,25500,1
2240,20482,25501,1
2242,20482,25502,1
2243,20485,26581,1
2244,20484,25503,1
2245,20484,25504,1
2246,20484,25505,1
2247,20484,25506,1
2248,20484,25507,1
2249,20484,25508,1
2250,20484,25509,1
2251,20484,25510,1
2252,20484,25511,1
2253,20484,25512,1
2254,20491,25513,1
2255,20490,26583,1
2256,20491,25514,1
2257,20491,25515,1
2258,20491,25516,1
2259,20491,25517,1
2260,20491,25518,1
2261,20491,25519,1
2262,20491,25520,1
2263,20491,25521,1
2264,20491,25522,1
2265,20491,25523,1
2266,20491,25524,1
2267,20491,25525,1
2268,20491,25526,1
2269,20491,25527,1
2270,20491,25528,1
2271,14355,17673,1
2273,20535,18388,5
2274,12525,4028,1
2275,12527,3950,1
2276,12524,4031,1
2277,12528,3951,1
2278,20452,25567,1
2279,20452,25568,1
2280,20452,25569,1
2281,20452,25570,1
2282,20452,25571,1
2283,20452,25572,1
2284,20452,25573,1
2285,20452,25574,1
2286,20452,25575,1
2287,20452,25576,1
2288,20596,26645,8
2289,20599,26648,8
2290,20600,26650,8
2291,20601,26652,8
2292,20602,26655,8
2293,20603,26656,8
2294,20604,26659,8
2295,20605,26660,8
2297,18332,15694,10
2300,20634,26701,1
2302,20633,26700,1
2304,20643,26721,1
2305,20648,8343,100
2306,20655,8318,1
2307,20656,16327,100
2308,20657,8256,100
2317,20677,26722,1
2320,20719,26780,1
2321,20735,26712,1
2322,20367,26428,1
2334,20988,26546,1
2335,20988,26553,1
2336,20988,26556,1
2337,20988,26559,1
2338,20988,26561,1
2339,20988,26563,1
2340,20988,26564,1
2341,20988,26566,1
2342,20995,26569,1
2343,20995,26570,1
2344,20995,26573,1
2345,20995,26575,1
2346,20995,26577,1
2347,20995,26579,1
2348,20995,26581,1
2349,20995,26583,1
2351,21005,26898,1
2352,21093,26894,1
2353,21095,26895,1
2354,21102,26950,1
2355,21103,26950,1
2356,20715,26898,1
2358,20777,26779,1
2361,21177,26972,1
2362,20868,26860,1
2368,20713,26778,1
2369,20619,26974,1
2370,21248,26390,1
2371,21249,26587,1
2372,21366,27271,1
2373,21504,15694,10
2376,21498,27271,1
2377,21520,27271,1
2379,21521,27271,1
2380,20165,23670,1
2381,21571,27142,1
2382,21605,18389,5
2384,21636,27392,3
2385,21637,27394,3
2386,21638,27397,3
2387,21639,27398,7
2388,21641,27406,7
2389,21649,27408,7
2390,21650,27471,7
2391,21662,27474,7
2392,21664,27478,7
2393,21663,27471,7
2394,21666,27481,7
2395,21718,27517,1
2396,21674,23670,5
2397,21726,18389,1
2400,20161,18388,2
2401,21711,27271,1
2402,21710,27271,1
2404,21817,26836,1
2405,21816,27568,1
2406,21818,26837,1
2408,21720,26780,1
2409,21578,27319,1
2410,21750,27319,1
2411,21752,27547,1
2412,21753,27548,1
2413,21754,27549,1
2414,21928,417,1
2415,16177,27271,1
2416,16176,27271,1
2418,20779,8005,5
2419,22002,7765,1
2430,21961,8318,3
2431,22015,18389,5
2432,22023,4052,1
2433,22045,27438,1
2434,22045,27439,1
2435,22045,27440,1
2436,22045,27443,1
2437,22045,27444,1
2438,22045,27445,1
2439,22045,27448,1
2440,22045,27449,1
2441,22045,27450,1
2442,22046,27438,1
2443,22046,27439,1
2444,22046,27440,1
2445,22046,27443,1
2446,22046,27444,1
2447,22046,27445,1
2448,22046,27448,1
2449,22046,27449,1
2450,22046,27450,1
2451,22055,27812,1
2452,22055,27813,1
2453,22055,27814,1
2454,22055,27815,1
2455,22055,27816,1
2456,22055,27817,1
2457,22055,27818,1
2458,22055,27819,1
2459,22055,27820,1
2460,22055,27821,1
2461,22056,27884,1
2462,22057,27822,1
2463,22057,27823,1
2464,22057,27824,1
2465,22057,27825,1
2466,22057,27826,1
2467,22057,27827,1
2468,22057,27828,1
2469,22057,27829,1
2470,22057,27830,1
2471,22057,27831,1
2472,22058,27886,1
2473,22060,27832,1
2474,22060,27833,1
2475,22060,27834,1
2476,22060,27835,1
2477,22060,27836,1
2478,22060,27837,1
2479,22060,27838,1
2480,22060,27839,1
2481,22060,27840,1
2482,22060,27841,1
2483,22059,27888,1
2484,22062,27842,1
2485,22062,27843,1
2486,22062,27844,1
2487,22062,27845,1
2488,22062,27846,1
2489,22062,27847,1
2490,22062,27848,1
2491,22062,27849,1
2492,22062,27850,1
2493,22062,27851,1
2494,22061,27890,1
2495,22064,27852,1
2496,22064,27853,1
2497,22064,27854,1
2498,22064,27855,1
2499,22064,27856,1
2500,22064,27857,1
2501,22064,27858,1
2502,22064,27859,1
2503,22064,27860,1
2504,22064,27861,1
2505,22063,27892,1
2506,22066,27862,1
2507,22066,27863,1
2508,22066,27864,1
2509,22066,27865,1
2510,22066,27866,1
2511,22066,27867,1
2512,22066,27868,1
2513,22066,27869,1
2514,22066,27870,1
2515,22066,27871,1
2516,22065,27894,1
2518,22068,27872,1
2519,22068,27873,1
2521,22068,27874,1
2522,22068,27875,1
2523,22068,27876,1
2524,22068,27877,1
2525,22068,27878,1
2526,22068,27879,1
2527,22068,27880,1
2528,22067,27896,1
2530,22049,7765,3
2533,21965,16276,1
2534,21965,8001,1
2535,22083,27884,1
2536,22083,27886,1
2537,22083,27888,1
2538,22083,27890,1
2539,22083,27892,1
2540,22083,27894,1
2541,22083,27896,1
2542,22099,7765,1
2543,22070,27568,1
2544,22072,27568,1
2545,22074,27568,1
2546,22154,18388,1
2547,22198,28003,1
2548,22198,28001,1
2549,22198,28002,1
2550,22198,19469,1
2551,22092,27549,1
2552,22309,28149,1
2553,22373,28202,1
2555,22387,28220,1
2556,22388,28202,1
2558,22449,28220,10
2559,22450,28220,15
2560,22451,28220,5
2561,22453,28134,3
2562,22459,28220,3
2563,22464,26838,1
2564,22480,28188,1
2565,22481,28189,5
2568,22501,27258,3
2569,22502,28290,1
2570,22503,28248,1
2571,22503,28249,1
2572,22503,28250,1
2573,22503,28251,1
2574,22503,28252,1
2575,22503,28253,1
2576,22503,28254,1
2577,22503,28255,1
2578,22503,28256,1
2579,22503,28257,1
2580,22510,28292,1
2581,22511,28258,1
2582,22511,28259,1
2583,22511,28260,1
2584,22511,28261,1
2585,22511,28262,1
2586,22511,28263,1
2587,22511,28264,1
2588,22511,28265,1
2589,22511,28266,1
2590,22511,28267,1
2591,22494,28247,1
2592,22513,28268,1
2593,22513,28269,1
2594,22513,28270,1
2595,22513,28271,1
2596,22513,28272,1
2597,22513,28273,1
2598,22513,28274,1
2599,22513,28275,1
2600,22513,28276,1
2601,22513,28277,1
2602,22514,28294,1
2603,22517,28306,1
2604,22516,28278,1
2605,22516,28279,1
2606,22516,28280,1
2607,22516,28281,1
2608,22516,28282,1
2609,22516,28283,1
2610,22516,28284,1
2611,22516,28285,1
2612,22516,28286,1
2613,22516,28287,1
2614,22567,28303,10
2615,22568,28304,10
2618,22570,28305,1
2619,22570,28302,1
2620,22580,28328,1
2622,22501,15618,1
2623,22593,27248,3
2624,22594,27251,3
2625,22595,27253,3
2626,22596,27247,3
2627,22597,27250,3
2628,22598,27257,3
2629,22599,27256,3
2630,22600,27252,3
2631,22601,27249,3
2632,22602,27254,3
2633,22603,27255,3
2634,22593,15618,1
2635,22594,15618,1
2636,22595,15618,1
2637,22596,15618,1
2638,22597,15618,1
2639,22598,15618,1
2640,22599,15618,1
2641,22600,15618,1
2642,22601,15618,1
2643,22602,15618,1
2644,22603,15618,1
2645,22604,27240,20
2646,22605,27234,20
2647,22606,27232,20
2648,22607,27231,20
2649,22608,27237,20
2650,22609,27236,20
2651,22610,27244,20
2652,22611,27242,20
2653,22612,27233,20
2654,22613,27243,20
2655,22614,27239,20
2656,22615,27238,20
2657,22616,27235,20
2658,22617,27241,20
2659,22618,27246,20
2660,22619,27245,20
2661,22604,15618,1
2662,22605,15618,1
2663,22606,15618,1
2664,22607,15618,1
2665,22608,15618,1
2666,22609,15618,1
2667,22610,15618,1
2668,22611,15618,1
2669,22612,15618,1
2670,22613,15618,1
2671,22614,15618,1
2672,22615,15618,1
2673,22616,15618,1
2674,22617,15618,1
2675,22618,15618,1
2676,22619,15618,1
2677,22621,27222,100
2678,22622,27229,100
2679,22623,27259,100
2680,22624,27228,100
2681,22625,27220,100
2682,22626,27218,100
2683,22627,27226,100
2684,22628,27227,100
2685,22629,27230,100
2686,22630,27217,100
2687,22631,27224,100
2688,22632,27219,100
2689,22633,27221,100
2690,22634,27223,100
2691,22635,27225,100
2692,22621,15618,1
2693,22622,15618,1
2694,22623,15618,1
2695,22624,15618,1
2696,22625,15618,1
2697,22626,15618,1
2698,22627,15618,1
2699,22628,15618,1
2700,22629,15618,1
2701,22630,15618,1
2702,22631,15618,1
2703,22632,15618,1
2704,22633,15618,1
2705,22634,15618,1
2706,22635,15618,1
2707,22504,28338,1
2708,22648,28186,1
2709,22661,28369,1
2715,22957,28860,5
2716,22962,16346,1
2717,22962,27545,10
2718,22962,8357,300
2719,22962,28134,3
2720,22962,28868,3
2721,22981,28914,100
2722,23045,23671,3
2725,23148,29118,1
2726,23148,29119,1
2727,23148,29120,1
2728,23148,29121,1
2729,23148,29122,1
2730,23148,29123,1
2731,23148,29124,1
2732,23310,29294,1
2733,23310,29295,1
2734,23310,29297,1
2735,23313,29245,1
2736,23313,29196,1
2737,23314,29243,1
2738,23314,29196,1
2739,23315,29244,1
2740,23315,29196,1
2741,23316,29242,1
2742,23316,29196,1
2743,23320,29212,1
2744,23320,8256,1
2745,23148,29125,1
2746,23206,29291,1
2750,21683,27395,6
2751,23420,29439,1
2752,23420,29446,1
2753,23422,15694,1
2754,23421,21850,1
2755,23462,28799,1
2756,23462,7720,1
2757,23462,29713,1
2759,23462,29630,1
2760,23465,29715,1
2761,23465,7725,1
2763,23465,28800,1
2764,23495,29516,1
2765,23495,7727,1
2766,23495,28801,1
2771,23413,29635,1
2772,23522,29753,5
2773,23561,29631,1
2774,23564,29634,1
2775,23563,29633,1
2776,23562,29632,1
2780,23617,17685,1
2781,23654,17684,1
2782,23656,17683,1
2783,23657,17686,1
2784,23666,23671,1
2786,23511,29815,1
2787,23509,29815,1
2788,23696,29819,5
2789,23725,29874,1
2790,23734,26806,1
2791,23770,23671,1
2794,23839,29947,1
2795,23861,8337,2
2796,23873,29969,1
2797,23873,29970,1
2798,23873,29967,1
2799,23850,29801,1
2800,23874,29802,1
2801,23875,29803,1
2802,23876,29804,1
8000001,8000015,8000004,5
