id,damage_type_id,fixed_min,fixed_max,multiplier,use_mainhand_weapon,use_offhand_weapon,use_ranged_weapon,critical_bonus,target_buff_tag_id,target_buff_bonus,use_fixed_damage,use_level_damage,level_md,level_va_start,level_va_end,target_buff_bonus_mul,use_charged_buff,charged_buff_id,charged_mul,aggro_multiplier,health_steal_ratio,mana_steal_ratio,dps_multiplier,weapon_slot_id,check_crime,hit_anim_timing_id,use_target_charged_buff,target_charged_buff_id,target_charged_mul,dps_inc_multiplier,engage_combat,synergy,actability_group_id,actability_step,actability_mul,actability_add,charged_level_mul,adjust_damage_by_height,use_percent_damage,percent_min,percent_max,use_current_health,target_health_min,target_health_max,target_health_mul,target_health_add,fire_proc
108,2,34,34,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
111,2,29,29,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
126,2,20,20,1.0,f,f,f,0,36,0,f,t,8.04,8,8,1.3,f,2918,100.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
143,1,0,300,1.0,t,f,f,0,6,0,f,t,1.5,5,15,1.4,f,,1.0,1.0,0,0,1.0,15,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
149,1,18,30,1.0,f,f,f,0,27,0,f,t,0.75,5,1,1.31,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
164,4,100,110,2.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
173,2,50,50,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
177,2,36,36,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
179,2,3,5,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
181,2,5,7,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
183,3,130,170,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
195,2,145,145,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
197,2,88,88,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
201,2,13,21,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
202,2,115,181,1.0,f,f,f,0,,0,f,f,1.0,10,5,0.0,t,870,10.0,1.0,0,0,0.0,15,t,1,f,,1.0,0.0,t,f,,0,0.0,0.0,2.0,t,f,0,100,f,0,0,1.0,0,t
204,4,0,0,1.0,t,f,f,0,,0,f,f,0.5,10,5,1.0,f,,1.0,1.0,0,0,1.0,17,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
205,2,618,974,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
209,4,23,24,1.0,f,f,t,0,,0,f,t,5.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
210,2,29,29,1.0,f,f,f,0,,0,f,t,1.2,10,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
211,2,50,60,3.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
212,3,35,40,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
213,3,1,1,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
215,3,1000,1000,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
216,3,35,40,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
217,4,15,18,3.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
227,2,19,19,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
228,2,39,39,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
238,2,50,50,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
242,1,18,30,1.0,t,f,f,0,,0,f,t,1.25,5,15,1.0,f,,1.0,1.0,0,0,1.0,15,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
248,2,71,71,1.0,f,f,f,0,14,0,f,t,3.0,10,5,1.27,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
250,1,33,55,1.0,t,f,f,0,166,0,f,t,0.8,10,5,1.77,f,870,37.0,1.0,0,0,2.2,15,t,1,f,,1.0,2.2,t,f,,0,0.0,0.0,1.0,t,f,0,100,f,0,0,1.0,0,t
253,2,85,113,1.0,f,f,f,0,120,0,f,t,10.0,15,1,1.3,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
255,2,45,45,1.0,f,f,f,0,,0,f,t,6.0,15,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
256,2,30,50,1.0,f,f,f,0,119,0,f,t,2.35,15,1,1.15,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.6,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
260,2,0,0,1.0,f,f,f,0,10,0,f,t,0.4,8,8,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
262,4,0,0,1.0,f,f,t,0,,0,f,t,1.0,10,1,1.0,f,,1.0,1.0,0,0,2.0,17,t,1,f,,1.0,2.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
264,4,0,0,1.0,f,f,t,0,6,0,f,t,1.5,10,1,1.85,f,,1.0,1.0,0,0,1.0,17,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
267,2,0,0,1.0,f,f,f,0,,0,f,t,1.8,10,25,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
271,2,0,0,1.0,f,f,f,0,155,0,f,t,2.75,5,1,1.26,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
276,2,30,50,1.0,f,f,f,0,120,0,f,t,1.92,15,1,1.12,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.28,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
277,2,30,50,1.0,f,f,f,0,,0,f,t,4.0,15,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
280,2,35,41,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
282,4,0,0,3.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
283,1,53,55,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
284,4,78,82,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
287,2,50,60,3.0,t,f,f,0,,0,f,f,2.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
289,2,30,50,3.0,t,f,f,0,,0,f,f,1.0,15,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
290,1,33,55,3.0,t,f,f,0,10,0,f,f,1.0,10,5,2.4,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
292,1,18,30,3.0,t,f,f,0,,0,f,f,1.0,15,5,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
293,2,18,30,3.0,t,f,f,0,,0,f,f,1.0,1,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
295,1,0,0,1.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,3.5,15,t,1,f,,1.0,3.5,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
297,2,0,0,1.0,f,f,f,0,,0,f,t,10.0,10,25,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
300,4,0,0,1.0,f,f,t,0,,0,f,f,1.5,10,10,1.0,f,,1.0,1.0,0,0,0.8,17,t,1,f,,1.0,0.8,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
301,4,0,0,1.0,f,f,t,0,,0,f,f,1.5,10,10,1.0,f,,1.0,1.0,0,0,8.0,17,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
302,1,33,55,1.0,f,f,f,0,,0,f,t,2.0,10,5,0.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
305,1,0,0,1.0,t,f,f,0,,0,f,f,1.0,10,10,1.0,f,,1.0,1.0,0,0,3.5,15,t,1,f,,1.0,3.5,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
306,4,78,82,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
307,2,0,0,3.0,t,f,f,0,,0,f,f,2.0,30,30,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
310,2,0,0,3.0,t,f,f,0,,0,f,f,2.0,100,100,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
312,1,18,30,3.0,t,f,f,0,,0,f,f,1.0,15,5,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
313,2,0,0,2.0,t,f,f,0,,0,f,f,7.0,30,30,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
315,1,33,55,3.0,t,f,f,0,,0,f,f,1.0,10,5,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
316,1,99999,99999,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
318,4,78,82,3.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
319,1,18,30,3.0,t,f,f,0,,0,f,f,1.0,15,5,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
320,2,77,97,3.0,t,f,f,0,,0,f,f,5.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
321,4,78,82,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
323,1,22,24,3.0,t,f,f,0,,0,f,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
325,2,20,20,6.0,t,f,f,0,6,0,f,f,6.0,8,8,2.0,f,,1.0,1.0,100,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
340,2,300,400,1.0,f,f,f,0,,0,t,f,5.0,8,8,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
341,2,300,400,1.0,f,f,f,0,,0,t,f,5.0,8,8,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
345,4,0,0,1.0,f,f,f,0,,0,f,t,2.25,10,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
346,3,10000,10000,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,f,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
349,4,99999,9999,1.0,f,f,f,0,,0,t,f,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
365,2,0,0,1.0,f,f,f,0,,0,f,t,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
370,4,300,400,1.0,f,f,f,0,,0,f,t,3.0,10,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
372,1,33,55,3.0,t,f,f,0,10,0,f,t,1.0,10,10,2.4,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
376,2,0,0,1.0,f,f,f,0,,0,f,t,4.0,10,1,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
378,2,1500,1600,1.0,f,f,f,0,,0,t,f,100.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
379,2,10,20,1.0,f,f,f,0,,0,t,f,7.0,30,30,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
380,2,202,202,1.0,f,f,f,0,152,0,f,t,9.0,5,1,2.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
382,1,33,55,1.0,t,f,f,0,,0,f,t,2.0,5,15,1.0,f,,1.0,1.0,0,0,1.0,15,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
385,2,0,0,1.0,f,f,f,0,,0,f,t,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
386,2,0,0,1.0,f,f,f,0,,0,f,t,1.0,0,0,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
388,1,0,0,1.0,f,f,f,0,,0,f,f,2.0,10,10,1.0,f,,1.0,1.0,0,0,0.0,-1,t,1,f,,1.0,4.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
393,2,0,0,1.0,f,f,f,0,,0,f,t,2.0,8,8,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
397,2,0,0,1.0,f,f,f,0,,0,f,t,7.0,30,30,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
398,1,0,0,1.0,t,f,f,0,6,0,f,t,1.5,5,15,1.4,f,,1.0,1.0,0,0,1.0,15,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
399,1,55,89,1.0,t,f,f,0,6,0,f,t,1.5,10,5,1.4,f,,1.0,1.0,0,0,1.0,15,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
400,1,0,300,1.0,t,f,f,0,,0,f,t,1.0,10,5,1.0,f,,1.0,1.0,0,0,1.0,15,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
403,2,0,0,1.0,f,f,f,0,,0,f,t,0.5,8,8,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
405,1,0,0,1.0,t,f,f,0,,0,f,f,1.0,10,15,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
410,2,71,71,1.0,f,f,f,0,14,0,f,t,4.0,10,5,1.27,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
411,2,71,71,1.0,f,f,f,0,14,0,f,t,5.0,10,5,1.27,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
412,2,71,71,1.0,f,f,f,0,14,0,f,t,6.0,10,5,1.27,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
413,2,71,71,1.0,f,f,f,0,14,0,f,t,7.0,10,5,1.27,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
418,2,77,97,2.0,t,f,f,0,,0,f,f,1.0,8,8,1.0,f,,1.0,1.0,0,0,1.0,-1,t,1,f,,1.0,1.0,t,f,,0,0.0,0.0,0.0,t,f,0,100,f,0,0,1.0,0,t
