id,filename,name
244,cook_burn_mackerel.dds,
245,cook_burn_shell.dds,
246,cook_roast_shell.dds,
247,cook_boil_shell.dds,
248,cook_boil_lob.dds,
249,cook_fry_lob.dds,
250,cook_roast_lob.dds,
252,cook_sandwich.dds,
253,cook_sandwich_pork.dds,
254,cook_sandwich_chic.dds,
255,cook_sandwich_lamb.dds,
256,cook_sandwich_bacon.dds,
257,cook_cake.dds,
258,cook_cake_grape.dds,
259,cook_cake_cheese.dds,
260,cook_cake_cheese_wine.dds,
261,cook_crepe.dds,
262,cook_crepe_orange.dds,
263,cook_crepe_banana.dds,
264,cook_crepe_grape.dds,
265,cook_crepe_mango.dds,
266,cook_pizza.dds,
267,cook_pizza_bacon.dds,
268,cook_pizza_potato.dds,
269,cook_pizza_sweet.dds,
270,cook_donut.dds,
271,cook_donut_honey.dds,
272,cook_pasta.dds,
273,cook_pasta_beef.dds,
274,cook_pasta_shell.dds,
275,cook_pasta_pork.dds,
276,cook_pasta_milk.dds,
277,cook_pasta_milk_egg.dds,
278,cook_pasta_salmon.dds,
279,cook_pasta_chic.dds,
280,cook_gooksoo.dds,
281,cook_oven_pasta.dds,
282,cook_oven_pasta_seafood.dds,
283,cook_salad.dds,
284,cook_salad_chic.dds,
285,cook_salad_salmon.dds,
286,cook_salad_potato.dds,
287,cook_salad_sweet.dds,
288,cook_salad_cream.dds,
289,cook_soup.dds,
290,cook_soup_beef.dds,
291,cook_soup_potato.dds,
292,cook_soup_shell.dds,
293,cook_soup_chic.dds,
294,cook_mash_potato.dds,
295,cook_mash_potato_cheese.dds,
296,cook_mash_sweet.dds,
297,cook_mash_sweet_cheese.dds,
298,cook_liq_wine.dds,
299,cook_liq_ginseng.dds,
300,cook_liq_beer.dds,
301,cook_liq_apple.dds,
302,cook_liq_rice.dds,
303,cook_juice_grape.dds,
304,cook_juice_banana.dds,
305,cook_juice_orange.dds,
306,cook_juice_mango.dds,
307,cook_juice_tomato.dds,
308,cook_juice_carrot.dds,
311,product_ore_metal.dds,
312,product_wool.dds,
313,product_ leather_lamb.dds,
314,,
316,icon_item_armor.dds,
317,icon_item_clothes.dds,
318,icon_item_craft.dds,
319,icon_item_housing.dds,
320,icon_item_recipe.dds,
321,icon_item_resource.dds,
322,icon_item_tool.dds,
323,icon_item_vehicle.dds,
324,icon_item_weapon.dds,
325,icon_skill_anklecut_1.dds,
326,icon_skill_daggerstab_1.dds,
327,icon_skill_halfmoonattack_1.dds,
328,icon_skill_paceup_1.dds,
329,icon_skill_poisonweapon_1.dds,
330,icon_skill_spiritsfocus_1.dds,
331,icon_skill_strikeback_1.dds,
332,icon_skill_threat_1.dds,
333,icon_skill_uppercut_1.dds,
334,icon_skill_armorbreaking_1.dds,
335,icon_skill_spikeshield_1.dds,
336,icon_skill_fatalspotattack_0.dds,
337,icon_skill_provoke_1.dds,
338,icon_skill_damagedecrease_1.dds,
339,icon_skill_counterattack_1.dds,
340,icon_skill_defensive_0.dds,
341,icon_skill_shieldswing_1.dds,
342,icon_skill_concentration_1.dds,
343,icon_skill_stanching_0.dds,
344,icon_skill_joyofpain_1.dds,
345,icon_skill_musclestrengthening_1.dds,
346,icon_skill_leap_1.dds,
347,icon_skill_powerofdolphin_0.dds,
348,icon_skill_stepping_1.dds,
349,icon_skill_selftreatment_1.dds,
350,icon_skill_speeding_0.dds,
351,icon_skill_readytododge_0.dds,
352,icon_skill_brainshock_1.dds,
353,icon_skill_magicreflect_1.dds,
354,icon_skill_magicremove_1.dds,
355,icon_skill_mentalguard_1.dds,
356,icon_skill_aggrotransfer_1.dds,
357,icon_skill_spiritpatrol_1.dds,
358,icon_skill_mentalshock_1.dds,
359,icon_skill_mentalpowerup_1.dds,
360,icon_skill_increasingintelligence_1.dds,
361,icon_skill_calmness_1.dds,
362,icon_skill_spiderweb_1.dds,
363,icon_skill_fallingrocks_1.dds,
364,icon_skill_floating_1.dds,
365,icon_skill_chainfiring_1.dds,
366,icon_skill_managuard_1.dds,
367,icon_skill_bubbling_1.dds,
368,icon_skill_fireball_1.dds,
369,icon_skill_teleport_1.dds,
370,icon_skill_iceblade_1.dds,
371,icon_skill_pieceofice_1.dds,
372,icon_skill_elementalarmor_1.dds,
373,icon_skill_creeper_1.dds,
374,icon_skill_invisiblebead_1.dds,
375,icon_unknown_item.dds,
376,icon_skill_vitalsuction_1.dds,
377,icon_skill_curseofdoll_1.dds,
378,icon_skill_curseofstoning_1.dds,
379,icon_skill_fatiguecurse_1.dds,
380,icon_skill_frightening_1.dds,
381,icon_skill_hydrateblood_1.dds,
382,icon_skill_ignition_1.dds,
383,icon_skill_lanceofhell_1.dds,
384,icon_skill_mastery_1.dds,
385,icon_skill_painfulmoment_1.dds,
386,icon_skill_rapidheal_1.dds,
387,icon_skill_squeezingheart_1.dds,
388,icon_skill_stealbuff_1.dds,
389,icon_skill_summondarkness_1.dds,
390,icon_skill_summonskeletonwarrior_1.dds,
391,icon_skill_whipofdemon_1.dds,
392,icon_skill_whisperofdemon_1.dds,
393,icon_skill_widefear_1.dds,
394,icon_item_mail.dds,
395,icon_skill_cannon.dds,
396,icon_cannon_cancel.dds,
397,icon_skill_hook.dds,
398,icon_hook_cancel.dds,
399,call_horse.dds,
400,icon_skill_twistershot_1.dds,
401,icon_skill_arrowshower_1.dds,
402,icon_skill_track_1.dds,
403,icon_skill_rapidshot_1.dds,
404,icon_skill_shootme_1.dds,
405,icon_skill_quickstring_1.dds,
406,icon_skill_aimhand_1.dds,
407,icon_skill_lightarrow_1.dds,
408,icon_skill_talonofhawk_1.dds,
409,icon_skill_poisonedarrow_1.dds,
410,icon_skill_apparentdeath_1.dds,
411,icon_skill_stealth_1.dds,
412,icon_skill_flee_1.dds,
413,icon_skill_stealingfoods_1.dds,
414,icon_skill_assault_1.dds,
415,icon_skill_ boomerang_1.dds,
416,icon_skill_setatrap_1.dds,
417,icon_skill_remotebomb_1.dds,
418,icon_skill_surpriseattack_1.dds,
419,icon_skill_aimjoints_1.dds,
420,icon_skill_thornsnare_1.dds,
421,icon_skill_2hit_1.dds,
422,icon_skill_ambush.dds,
423,icon_skill_armorofrevenge.dds,
424,icon_skill_arrowshower.dds,
425,icon_skill_assault.dds,
426,icon_skill_attackspeedup.dds,
427,icon_skill_brandishashield.dds,
428,icon_skill_capture.dds,
429,icon_skill_castmetal.dds,
430,icon_skill_collapseofspirit.dds,
431,icon_skill_cooking.dds,
432,icon_skill_createmana.dds,
433,icon_skill_cureandpunishment.dds,
434,icon_skill_curseoftiredness.dds,
435,icon_skill_disarming.dds,
436,icon_skill_driftdrop.dds,
437,icon_skill_earthcut.dds,
438,icon_skill_fear.dds,
440,icon_skill_felltree.dds,
441,icon_skill_fireball.dds,
442,icon_skill_ghostsummon.dds,
443,icon_skill_herbalremedy.dds,
444,icon_skill_hide.dds,
445,icon_skill_hitup.dds,
446,icon_skill_icebolt.dds,
447,icon_skill_impactarrow.dds,
448,icon_skill_instinctofpursuer.dds,
449,icon_skill_invincibleness.dds,
450,icon_skill_iqimprovement.dds,
451,icon_skill_lastingcure.dds,
452,icon_skill_leap.dds,
453,icon_skill_liftmagic.dds,
454,icon_skill_lightningshock.dds,
455,icon_skill_lumberprocess.dds,
456,icon_skill_manaexplotion.dds,
457,icon_skill_manaprotectivefilm.dds,
458,icon_skill_manashield.dds,
459,icon_skill_meteo.dds,
460,icon_skill_mineralmining.dds,
461,icon_skill_neardeathexperience.dds,
462,icon_skill_nimblemove.dds,
463,icon_skill_outburst.dds,
464,icon_skill_partyheal.dds,
465,icon_skill_physicalresilienceofbear.dds,
466,icon_skill_plantcollection.dds,
467,icon_skill_poisonedarrow.dds,
468,icon_skill_postureofdefense.dds,
469,icon_skill_provocation.dds,
470,icon_skill_psychokinesis.dds,
471,icon_skill_restrictionofearth.dds,
472,icon_skill_resurrection.dds,
473,icon_skill_rise.dds,
474,icon_skill_roomofcure.dds,
475,icon_skill_silenceofwidearea.dds,
476,icon_skill_singleblow.dds,
477,icon_skill_songofbattle.dds,
478,icon_skill_songoffeather.dds,
479,icon_skill_songofrecovery.dds,
480,icon_skill_songofslumber.dds,
481,icon_skill_songofspeed.dds,
482,icon_skill_spaceofnongravitation.dds,
483,icon_skill_spellblockade.dds,
484,icon_skill_summons.dds,
485,icon_skill_teleportation.dds,
486,icon_skill_tornadocut.dds,
487,icon_skill_transparentball.dds,
488,icon_skill_weaponproduction.dds,
489,icon_skill_windowofhell.dds,
493,icon_item_3rdgradeanalepticpotion.dds,
494,icon_item_3rdgradeenergyrecoverypotion.dds,
495,icon_item_4thgradeanalepticpotion.dds,
496,icon_item_4thgradeenergyrecoverypotion.dds,
497,icon_item_5thgradeanalepticpotion.dds,
498,icon_item_5thgradeenergyrecoverypotion.dds,
499,icon_item_acorn.dds,
500,icon_item_acornjello.dds,
501,icon_item_amber.dds,
502,icon_item_anibioticregent.dds,
503,icon_item_antacid.dds,
504,icon_item_archium.dds,
505,icon_item_archiumcrystal.dds,
506,icon_item_armorrecipe.dds,
507,icon_item_aromaticbeefstewwithtymebroth.dds,
508,icon_item_aromaticboarstewwithsimmeredmistletoe.dds,
509,icon_item_aromaticlavenderscentedsteamedcarp.dds,
510,icon_item_aromaticlavenderscentedvenison.dds,
511,icon_item_aromaticmintscentedboar.dds,
512,icon_item_aromaticmintysteamedeel.dds,
513,icon_item_aromaticrosemaryscentedbeef.dds,
514,icon_item_aromaticrosmaryscentedsteamedlobster.dds,
515,icon_item_aromaticsteamedcarp.dds,
516,icon_item_aromaticsteamedeel.dds,
517,icon_item_aromaticsteamedlobster.dds,
518,icon_item_aromaticvenisonwithsimmereddeearantlers.dds,
519,icon_item_ashtreesapling.dds,
520,icon_item_aster.dds,
521,icon_item_attackspeedincreaser.dds,
522,icon_item_axe.dds,
523,icon_item_barkofashplants.dds,
524,icon_item_barley.dds,
525,icon_item_barleyflour.dds,
526,icon_item_barleyseed.dds,
527,icon_item_battoenail.dds,
528,icon_item_bean.dds,
529,icon_item_beechsapling.dds,
530,icon_item_beef.dds,
531,icon_item_beefstewwithtymebroth.dds,
532,icon_item_beltofcloth.dds,
533,icon_item_beltofheavyarmor.dds,
534,icon_item_beltofleather.dds,
535,icon_item_beltoflightarmor.dds,
536,icon_item_berrywheatbread.dds,
537,icon_item_blackberry.dds,
538,icon_item_blackpowder.dds,
539,icon_item_blockofbeech.dds,
540,icon_item_blockofhornbeam.dds,
541,icon_item_blockofoak.dds,
542,icon_item_blockofpoplars.dds,
543,icon_item_bloodofogre.dds,
544,icon_item_blueberry.dds,
545,icon_item_blueore.dds,
546,icon_item_boarmeat.dds,
547,icon_item_boarstewwithsimmeredmistletoe.dds,
548,icon_item_bootofcloth.dds,
549,icon_item_bootofheavyarmor.dds,
550,icon_item_bootofleather.dds,
551,icon_item_bootoflightarmor.dds,
552,icon_item_boughofashplants.dds,
553,icon_item_bow.dds,
554,icon_item_braceletofcloth.dds,
555,icon_item_braceletofheavyarmor.dds,
556,icon_item_braceletofleather.dds,
557,icon_item_braceletoflightarmor.dds,
558,icon_item_bracken.dds,
559,icon_item_brick.dds,
560,icon_item_brownfeatherofharpy.dds,
561,icon_item_browngas.dds,
562,icon_item_buffalohorn.dds,
563,icon_item_carp.dds,
564,icon_item_castingspeedincreaser.dds,
565,icon_item_changeore.dds,
566,icon_item_charmdollofdoodling.dds,
567,icon_item_chrysanthemum.dds,
568,icon_item_cleargas.dds,
569,icon_item_colorore.dds,
570,icon_item_coolant.dds,
571,icon_item_copper.dds,
572,icon_item_copperore.dds,
573,icon_item_cork.dds,
574,icon_item_corktreesapling.dds,
575,icon_item_cotton.dds,
576,icon_item_cranberry.dds,
577,icon_item_crawfish.dds,
578,icon_item_crowmeat.dds,
579,icon_item_darkbrownpowder.dds,
580,icon_item_darkore.dds,
581,icon_item_deerantlers.dds,
582,icon_item_diamond.dds,
583,icon_item_dreamore.dds,
584,icon_item_eel.dds,
585,icon_item_emerald.dds,
586,icon_item_essence.dds,
587,icon_item_externelpainkillingregent.dds,
588,icon_item_extinguishinggas.dds,
589,icon_item_featherofflamingo.dds,
590,icon_item_fernbarlybeebimbop.dds,
591,icon_item_feverreducingregent.dds,
592,icon_item_fireore.dds,
593,icon_item_fireraginggas.dds,
594,icon_item_flail.dds,
595,icon_item_foodrecipe.dds,
596,icon_item_foundation.dds,
597,icon_item_foxmeat.dds,
598,icon_item_gasoffabricationlife.dds,
599,icon_item_gasoflife.dds,
600,icon_item_gem.dds,
601,icon_item_glassbottle.dds,
602,icon_item_glasspowder.dds,
603,icon_item_glasswindow.dds,
604,icon_item_gloveofcloth.dds,
605,icon_item_gloveofheavyarmor.dds,
606,icon_item_gloveofleather.dds,
607,icon_item_gloveoflightarmor.dds,
608,icon_item_glowinthedarkpowder.dds,
609,icon_item_gneiss.dds,
610,icon_item_gold.dds,
611,icon_item_granite.dds,
612,icon_item_grape.dds,
613,icon_item_grapevinesapling.dds,
614,icon_item_halberd.dds,
615,icon_item_harpytoenail.dds,
616,icon_item_hatofcloth.dds,
617,icon_item_hatofheavyarmor.dds,
618,icon_item_hatofleather.dds,
619,icon_item_hatoflightarmor.dds,
620,icon_item_heartrateincreasingregent.dds,
621,icon_item_heath.dds,
622,icon_item_hemostasisregent.dds,
623,icon_item_hidengas.dds,
624,icon_item_hornbeamsapling.dds,
625,icon_item_horseskull.dds,
626,icon_item_insaintysolution.dds,
627,icon_item_instruments.dds,
628,icon_item_internelpainkillingregent.dds,
629,icon_item_inverseore.dds,
630,icon_item_ironore.dds,
631,icon_item_jacketofcloth.dds,
632,icon_item_jacketofheavyarmor.dds,
633,icon_item_jacketofleather.dds,
634,icon_item_jacketoflightarmor.dds,
635,icon_item_kentuckybluegrass.dds,
636,icon_item_knuckle.dds,
637,icon_item_lavender.dds,
638,icon_item_lavenderscentedberries.dds,
639,icon_item_lavenderscentednutritionalberries.dds,
640,icon_item_lavenderscentedsteamedcarp.dds,
641,icon_item_lavenderscentedvenison.dds,
642,icon_item_leafofdigitalis.dds,
643,icon_item_lemonyellowgas.dds,
644,icon_item_lightgas.dds,
645,icon_item_lightore.dds,
646,icon_item_limestone.dds,
647,icon_item_liveore.dds,
648,icon_item_lizardtail.dds,
649,icon_item_mace.dds,
650,icon_item_magicbeanstalksapling.dds,
651,icon_item_marble.dds,
652,icon_item_medicinerecipe.dds,
653,icon_item_metal.dds,
654,icon_item_mindalteringregent.dds,
655,icon_item_mint.dds,
656,icon_item_mintscentedboar.dds,
657,icon_item_mintynutritionalolives.dds,
658,icon_item_mintyolives.dds,
659,icon_item_mintysteamedeel.dds,
660,icon_item_mistletoe.dds,
661,icon_item_movingspeedincreaser.dds,
662,icon_item_musclereinforcingregent.dds,
663,icon_item_oldoaksapling.dds,
664,icon_item_olive.dds,
665,icon_item_oliveoil.dds,
666,icon_item_olivericebread.dds,
667,icon_item_olivetreesapling.dds,
668,icon_item_pantsofcloth.dds,
669,icon_item_pantsofheavyarmor.dds,
670,icon_item_pantsofleather.dds,
671,icon_item_pantsoflightarmor.dds,
672,icon_item_partisan.dds,
673,icon_item_physicalattacktolerance.dds,
674,icon_item_physicaldamagesolution.dds,
675,icon_item_pilledacorn.dds,
676,icon_item_pollutedsoil.dds,
677,icon_item_poplarsapling.dds,
678,icon_item_potato.dds,
679,icon_item_potatorice.dds,
680,icon_item_powderoffepee.dds,
681,icon_item_powderthatburnsblue.dds,
682,icon_item_purplepowder.dds,
683,icon_item_raisinwheatbread.dds,
684,icon_item_raspberry.dds,
685,icon_item_rawhideofbuffalo.dds,
686,icon_item_rawhideoffox.dds,
687,icon_item_rawhideofwaterbuffalo.dds,
688,icon_item_regent.dds,
689,icon_item_rice.dds,
690,icon_item_riceflour.dds,
691,icon_item_riceseeds.dds,
692,icon_item_roastbeef.dds,
693,icon_item_roastedaromaticbeef.dds,
694,icon_item_roastedaromaticboar.dds,
695,icon_item_roastedaromaticvenison.dds,
696,icon_item_roastedvenison.dds,
697,icon_item_roastedwildboar.dds,
698,icon_item_rosemary.dds,
699,icon_item_rosemaryscentedbeef.dds,
700,icon_item_rosmaryscentedgrapes.dds,
701,icon_item_rosmaryscentednutritionalgrapes.dds,
702,icon_item_rosmaryscentedsteamedlobster.dds,
703,icon_item_rotteneggsgas.dds,
704,icon_item_roughfabric.dds,
705,icon_item_roughleather.dds,
706,icon_item_roughstonepannel.dds,
707,icon_item_ruby.dds,
708,icon_item_sage.dds,
709,icon_item_salivarygland.dds,
710,icon_item_sandstone.dds,
711,icon_item_sapofarchium.dds,
712,icon_item_sapofslime.dds,
713,icon_item_sapphire.dds,
714,icon_item_scalesofrock.dds,
715,icon_item_shield.dds,
716,icon_item_silver.dds,
717,icon_item_silverwhitepowder.dds,
718,icon_item_skull.dds,
719,icon_item_sling.dds,
720,icon_item_smoothstonepannel.dds,
721,icon_item_softfabric.dds,
722,icon_item_softleather.dds,
723,icon_item_soulore.dds,
724,icon_item_soyoil.dds,
725,icon_item_spear.dds,
726,icon_item_staff.dds,
727,icon_item_steamedcarp.dds,
728,icon_item_steamedeel.dds,
729,icon_item_steamedlobster.dds,
730,icon_item_steamedpotato.dds,
731,icon_item_stemofreed.dds,
732,icon_item_sterilizingregent.dds,
733,icon_item_stick.dds,
734,icon_item_stincgas.dds,
735,icon_item_stingoffepee.dds,
736,icon_item_sweetpowder.dds,
737,icon_item_sword.dds,
738,icon_item_threadofspider.dds,
739,icon_item_thyme.dds,
740,icon_item_tin.dds,
741,icon_item_toxicgas.dds,
742,icon_item_toxicpowder.dds,
743,icon_item_twilightgas.dds,
744,icon_item_venison.dds,
745,icon_item_venisonwithsimmereddeearantlers.dds,
746,icon_item_venom.dds,
747,icon_item_voicechanginggas.dds,
748,icon_item_washedbarries.dds,
749,icon_item_washedfern.dds,
750,icon_item_washedgrapes.dds,
751,icon_item_washedolives.dds,
752,icon_item_waterbuffalohorn.dds,
753,icon_item_weaponrecipe.dds,
754,icon_item_wheat.dds,
755,icon_item_wheatflour.dds,
756,icon_item_wheatseed.dds,
757,icon_item_whitefeatherofowl.dds,
758,icon_item_willowofashplants.dds,
759,icon_item_willowofoak.dds,
760,icon_item_willowtreesapling.dds,
761,icon_item_witchcraftattacktolerance.dds,
762,icon_item_wolftoenail.dds,
763,icon_item_woodboard.dds,
764,icon_item_woodenstick.dds,
765,costume_set/nu_m_sk_lord003.dds,의상/판금/꾸밈옷/제작
766,icon_item_yellowishgreengas.dds,
767,icon_item_yellowpowder.dds,
768,icon_skill_return.dds,
769,icon_skill_kick.dds,
770,icon_skill_longdistanceattack.dds,
771,icon_skill_shortdistanceattack.dds,
772,quest/icon_item_questitem.dds,
773,icon_buff_buff.dds,
774,icon_buff_debuff.dds,
775,icon_item_makingrecipe.dds,
776,icon_item_shovel.dds,
777,icon_item_steamedseedegg.dds,
778,icon_item_seedegg.dds,
779,icon_item_cottonseed.dds,
780,icon_item_potatoshoot.dds,
781,icon_item_brackenseed.dds,
782,icon_skill_fight1.dds,
783,icon_skill_fight4.dds,
784,icon_skill_fight8.dds,
785,icon_skill_fight12.dds,
786,icon_skill_fight16.dds,
787,icon_skill_fight20.dds,
788,icon_skill_illusion1.dds,
789,icon_skill_illusion4.dds,
790,icon_skill_illusion8.dds,
791,icon_skill_illusion12.dds,
792,icon_skill_illusion16.dds,
793,icon_skill_illusion20.dds,
794,icon_skill_adamant1.dds,
795,icon_skill_adamant4.dds,
796,icon_skill_adamant8.dds,
797,icon_skill_adamant12.dds,
798,icon_skill_adamant16.dds,
799,icon_skill_adamant20.dds,
800,icon_skill_will1.dds,
801,icon_skill_will4.dds,
802,icon_skill_will8.dds,
803,icon_skill_will12.dds,
804,icon_skill_will16.dds,
805,icon_skill_will20.dds,
806,icon_skill_death1.dds,
807,icon_skill_death4.dds,
808,icon_skill_death8.dds,
809,icon_skill_death12.dds,
810,icon_skill_death16.dds,
811,icon_skill_death20.dds,
812,icon_skill_wild1.dds,
813,icon_skill_wild4.dds,
814,icon_skill_wild8.dds,
815,icon_skill_wild12.dds,
816,icon_skill_wild16.dds,
817,icon_skill_wild20.dds,
818,icon_skill_magic1.dds,
819,icon_skill_magic4.dds,
820,icon_skill_magic8.dds,
821,icon_skill_magic12.dds,
822,icon_skill_magic16.dds,
823,icon_skill_magic20.dds,
824,icon_skill_vocation1.dds,
825,icon_skill_vocation4.dds,
826,icon_skill_vocation8.dds,
827,icon_skill_vocation12.dds,
828,icon_skill_vocation16.dds,
829,icon_skill_vocation20.dds,
830,icon_skill_romance1.dds,
831,icon_skill_romance4.dds,
832,icon_skill_romance8.dds,
833,icon_skill_romance12.dds,
834,icon_skill_romance16.dds,
835,icon_skill_romance20.dds,
836,icon_skill_love1.dds,
837,icon_skill_love4.dds,
838,icon_skill_love8.dds,
839,icon_skill_love12.dds,
840,icon_skill_love16.dds,
841,icon_skill_love20.dds,
842,icon_talent_spirit_11.dds,
843,icon_talent_spirit_21.dds,
844,icon_talent_spirit_22.dds,
845,icon_talent_spirit_31.dds,
846,icon_talent_spirit_32.dds,
847,icon_talent_spirit_33.dds,
848,icon_talent_spirit_41.dds,
849,icon_talent_spirit_42.dds,
850,icon_talent_spirit_43.dds,
851,icon_talent_spirit_44.dds,
852,icon_talent_spirit_51.dds,
853,icon_talent_body_11.dds,
854,icon_talent_body_21.dds,
855,icon_talent_body_22.dds,
856,icon_talent_body_31.dds,
857,icon_talent_body_32.dds,
858,icon_talent_body_33.dds,
859,icon_talent_body_41.dds,
860,icon_talent_body_42.dds,
861,icon_talent_body_43.dds,
862,icon_talent_body_44.dds,
863,icon_talent_body_51.dds,
864,icon_talent_order_11.dds,
865,icon_talent_order_21.dds,
866,icon_talent_order_22.dds,
867,icon_talent_order_31.dds,
868,icon_talent_order_32.dds,
869,icon_talent_order_33.dds,
870,icon_talent_order_41.dds,
871,icon_talent_order_42.dds,
872,icon_talent_order_43.dds,
873,icon_talent_order_44.dds,
874,icon_talent_order_51.dds,
875,icon_talent_chaos_11.dds,
876,icon_talent_chaos_21.dds,
877,icon_talent_chaos_22.dds,
878,icon_talent_chaos_31.dds,
879,icon_talent_chaos_32.dds,
880,icon_talent_chaos_33.dds,
881,icon_talent_chaos_41.dds,
882,icon_talent_chaos_42.dds,
883,icon_talent_chaos_43.dds,
884,icon_talent_chaos_44.dds,
885,icon_talent_chaos_51.dds,
886,quest/icon_item_questitem_use.dds,
887,weapon_sod.dds,
888,weapon_axe.dds,
889,weapon_mce.dds,
890,weapon_nkl.dds,
891,weapon_par.dds,
892,weapon_stf.dds,
893,weapon_bow.dds,
894,weapon_ins.dds,
895,weapon_shd.dds,
896,armor_hed.dds,
897,armor_che.dds,
898,armor_arm.dds,
899,armor_hnd.dds,
900,armor_wst.dds,
901,armor_leg.dds,
902,armor_fet.dds,
903,potion_dummy.dds,
904,food_dummy.dds,
905,mount_dummy.dds,
906,feed_dummy.dds,
907,paper_dummy.dds,
908,book_dummy.dds,
909,furniture_dummy.dds,
910,augment_dummy.dds,
911,tree_dummy.dds,
912,seeding_dummy.dds,
913,livestock_dummy.dds,
914,building_dummy.dds,
915,metal_dummy.dds,
916,wood_dummy.dds,
917,stone_dummy.dds,
918,leather_dummy.dds,
919,textile_dummy.dds,
920,machine_dummy.dds,
921,pulp_dummy.dds,
922,glassceramics_dummy.dds,
923,rubber_dummy.dds,
924,archium_dummy.dds,
925,dye_dummy.dds,
926,reagent_dummy.dds,
927,flour_dummy.dds,
928,oil_dummy.dds,
929,seasoning_dummy.dds,
930,ore_dummy.dds,
931,log_dummy.dds,
932,rock_dummy.dds,
933,rawhide_dummy.dds,
934,fiber_dummy.dds,
935,component_dummy.dds,
936,treeproduct_dummy.dds,
937,meat_dummy.dds,
938,seafood_dummy.dds,
