id,category_id,name,asset_path,defaultX,defaultY,comment,model_id,movable,npc_only
140,4,nu_f_decal_eyebrow031,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow031.dds,130,89,,11,f,f
141,4,nu_f_decal_eyebrow030,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow030.dds,131,83,,11,f,f
142,4,nu_f_decal_eyebrow029,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow029.dds,196,97,,11,f,f
143,4,nu_f_decal_eyebrow028,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow028.dds,195,102,,11,f,f
144,4,nu_f_decal_eyebrow027,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow027.dds,131,94,,11,f,f
145,4,nu_f_decal_eyebrow026,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow026.dds,130,105,,11,f,f
146,4,nu_f_decal_eyebrow025,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow025.dds,131,101,,11,f,f
147,4,nu_f_decal_eyebrow024,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow024.dds,130,106,,11,f,f
148,4,nu_f_decal_eyebrow023,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow023.dds,127,100,,11,f,f
149,4,nu_f_decal_eyebrow022,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow022.dds,131,100,,11,f,f
150,4,nu_f_decal_eyebrow021,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow021.dds,130,104,,11,f,f
151,4,nu_f_decal_eyebrow020,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow020.dds,131,106,,11,f,f
152,4,nu_f_decal_eyebrow019,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow019.dds,132,103,,11,f,f
153,4,nu_f_decal_eyebrow018,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow018.dds,130,99,,11,f,f
154,4,nu_f_decal_eyebrow017,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow017.dds,131,100,,11,f,f
155,4,nu_f_decal_eyebrow016,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow016.dds,131,93,,11,f,f
156,4,nu_f_decal_eyebrow015,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow015.dds,130,104,,11,f,f
157,4,nu_f_decal_eyebrow014,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow014.dds,131,100,,11,f,f
158,4,nu_f_decal_eyebrow013,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow013.dds,131,87,,11,f,f
159,4,nu_f_decal_eyebrow012,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow012.dds,130,87,,11,f,f
160,4,nu_f_decal_eyebrow011,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow011.dds,131,107,,11,f,f
161,4,nu_f_decal_eyebrow010,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow010.dds,134,101,,11,f,f
162,4,nu_f_decal_eyebrow009,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow009.dds,130,101,,11,f,f
163,4,nu_f_decal_eyebrow008,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow008.dds,131,104,,11,f,f
164,4,nu_f_decal_eyebrow007,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow007.dds,131,101,,11,f,f
165,4,nu_f_decal_eyebrow006,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow006.dds,131,99,,11,f,f
166,4,nu_f_decal_eyebrow005,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow005.dds,134,100,,11,f,f
167,4,nu_f_decal_eyebrow004,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow004.dds,131,105,,11,f,f
168,4,nu_f_decal_eyebrow003,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow003.dds,131,104,,11,f,f
169,4,nu_f_decal_eyebrow002,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow002.dds,132,103,,11,f,f
170,4,nu_f_decal_eyebrow001,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow001.dds,130,87,,11,f,f
171,4,ha_f_decal_eyebrow036,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow036.dds,130,89,,19,f,f
172,4,ha_f_decal_eyebrow035,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow035.dds,131,101,,19,f,f
173,4,ha_f_decal_eyebrow034,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow034.dds,130,98,,19,f,f
174,4,ha_f_decal_eyebrow033,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow033.dds,131,101,,19,f,f
175,4,ha_f_decal_eyebrow032,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow032.dds,131,89,,19,f,f
176,4,ha_f_decal_eyebrow031,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow031.dds,130,89,,19,f,f
177,4,ha_f_decal_eyebrow030,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow030.dds,131,83,,19,f,f
178,4,ha_f_decal_eyebrow029,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow029.dds,196,97,,19,f,f
179,4,ha_f_decal_eyebrow028,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow028.dds,195,102,,19,f,f
180,4,ha_f_decal_eyebrow027,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow027.dds,131,94,,19,f,f
181,4,ha_f_decal_eyebrow026,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow026.dds,130,105,,19,f,f
182,4,ha_f_decal_eyebrow025,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow025.dds,131,101,,19,f,f
184,4,ha_f_decal_eyebrow024,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow024.dds,130,106,,19,f,f
185,4,ha_f_decal_eyebrow023,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow023.dds,127,100,,19,f,f
186,4,ha_f_decal_eyebrow022,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow022.dds,131,100,,19,f,f
187,4,ha_f_decal_eyebrow021,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow021.dds,130,104,,19,f,f
188,4,ha_f_decal_eyebrow020,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow020.dds,131,106,,19,f,f
189,4,ha_f_decal_eyebrow019,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow019.dds,132,103,,19,f,f
190,4,ha_f_decal_eyebrow018,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow018.dds,130,99,,19,f,f
191,4,ha_f_decal_eyebrow017,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow017.dds,131,100,,19,f,f
192,4,ha_f_decal_eyebrow016,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow016.dds,131,93,,19,f,f
193,4,ha_f_decal_eyebrow015,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow015.dds,130,104,,19,f,f
194,4,ha_f_decal_eyebrow014,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow014.dds,131,100,,19,f,f
195,4,ha_f_decal_eyebrow013,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow013.dds,131,87,,19,f,f
196,4,ha_f_decal_eyebrow012,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow012.dds,130,87,,19,f,f
197,4,ha_f_decal_eyebrow011,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow011.dds,131,107,,19,f,f
198,4,ha_f_decal_eyebrow010,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow010.dds,134,101,,19,f,f
199,4,ha_f_decal_eyebrow009,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow009.dds,130,101,,19,f,f
200,4,ha_f_decal_eyebrow008,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow008.dds,131,104,,19,f,f
201,4,ha_f_decal_eyebrow007,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow007.dds,131,101,,19,f,f
202,4,ha_f_decal_eyebrow006,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow006.dds,131,99,,19,f,f
203,4,ha_f_decal_eyebrow005,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow005.dds,134,100,,19,f,f
204,4,ha_f_decal_eyebrow004,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow004.dds,131,105,,19,f,f
205,4,ha_f_decal_eyebrow003,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow003.dds,131,104,,19,f,f
206,4,ha_f_decal_eyebrow002,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow002.dds,132,103,,19,f,f
207,4,ha_f_decal_eyebrow001,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow001.dds,130,87,,19,f,f
208,4,el_f_decal_eyebrow036,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow036.dds,130,89,,17,f,f
209,4,el_f_decal_eyebrow035,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow035.dds,131,101,,17,f,f
210,4,el_f_decal_eyebrow034,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow034.dds,130,98,,17,f,f
211,4,el_f_decal_eyebrow033,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow033.dds,131,101,,17,f,f
212,4,el_f_decal_eyebrow032,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow032.dds,131,89,,17,f,f
213,4,el_f_decal_eyebrow031,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow031.dds,130,89,,17,f,f
214,4,el_f_decal_eyebrow030,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow030.dds,131,83,,17,f,f
215,4,el_f_decal_eyebrow029,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow029.dds,196,97,,17,f,f
216,4,el_f_decal_eyebrow028,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow028.dds,195,102,,17,f,f
217,4,el_f_decal_eyebrow027,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow027.dds,131,94,,17,f,f
218,4,el_f_decal_eyebrow026,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow026.dds,130,105,,17,f,f
219,4,el_f_decal_eyebrow025,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow025.dds,131,101,,17,f,f
220,4,el_f_decal_eyebrow024,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow024.dds,130,106,,17,f,f
221,4,el_f_decal_eyebrow023,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow023.dds,127,100,,17,f,f
222,4,el_f_decal_eyebrow022,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow022.dds,131,100,,17,f,f
223,4,el_f_decal_eyebrow021,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow021.dds,130,104,,17,f,f
224,4,el_f_decal_eyebrow020,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow020.dds,131,106,,17,f,f
225,4,el_f_decal_eyebrow019,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow019.dds,132,103,,17,f,f
226,4,el_f_decal_eyebrow018,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow018.dds,130,99,,17,f,f
227,4,el_f_decal_eyebrow017,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow017.dds,131,100,,17,f,f
228,4,el_f_decal_eyebrow016,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow016.dds,131,93,,17,f,f
229,4,el_f_decal_eyebrow015,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow015.dds,130,104,,17,f,f
230,4,el_f_decal_eyebrow014,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow014.dds,131,100,,17,f,f
231,4,el_f_decal_eyebrow013,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow013.dds,131,87,,17,f,f
232,4,el_f_decal_eyebrow012,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow012.dds,130,87,,17,f,f
233,4,el_f_decal_eyebrow011,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow011.dds,131,107,,17,f,f
234,4,el_f_decal_eyebrow010,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow010.dds,134,101,,17,f,f
235,4,el_f_decal_eyebrow009,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow009.dds,130,101,,17,f,f
236,4,el_f_decal_eyebrow008,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow008.dds,131,104,,17,f,f
237,4,el_f_decal_eyebrow007,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow007.dds,131,101,,17,f,f
238,4,el_f_decal_eyebrow006,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow006.dds,131,99,,17,f,f
239,4,el_f_decal_eyebrow005,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow005.dds,134,100,,17,f,f
240,4,el_f_decal_eyebrow004,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow004.dds,131,105,,17,f,f
241,4,el_f_decal_eyebrow003,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow003.dds,131,104,,17,f,f
242,4,el_f_decal_eyebrow002,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow002.dds,132,103,,17,f,f
243,4,el_f_decal_eyebrow001,objects\characters\nuian\female\face\decal_eyebrow\nu_f_decal_eyebrow001.dds,130,87,,17,f,f
244,5,nu_f_decal_deco019,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco019.dds,0,57,,11,f,f
245,5,nu_f_decal_deco018,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco018.dds,0,110,,11,f,f
246,5,nu_f_decal_deco017,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco017.dds,131,138,,11,f,f
247,5,nu_f_decal_deco016,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco016.dds,11,42,,11,f,f
248,5,nu_f_decal_deco015,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco015.dds,11,42,,11,f,f
249,5,nu_f_decal_deco014,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco014.dds,11,42,,11,f,f
250,5,nu_f_decal_deco013,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco013.dds,11,42,,11,f,f
251,5,nu_f_decal_deco012,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco012.dds,14,56,,11,f,f
252,5,nu_f_decal_deco011,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco011.dds,-1,72,,11,f,f
253,5,nu_f_decal_deco010,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco010.dds,-1,72,,11,f,f
254,5,nu_f_decal_deco009,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco009.dds,-2,71,,11,f,f
255,5,nu_f_decal_deco008,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco008.dds,5,52,,11,f,f
256,5,nu_f_decal_deco007,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco007.dds,5,52,,11,f,f
257,5,nu_f_decal_deco006,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco006.dds,5,52,,11,f,f
258,5,nu_f_decal_deco005,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco005.dds,5,52,,11,f,f
259,5,nu_f_decal_deco004,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco004.dds,5,52,,11,f,f
260,5,nu_f_decal_deco003,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco003.dds,5,52,,11,f,f
261,5,nu_f_decal_deco002,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco002.dds,5,52,,11,f,f
262,5,nu_f_decal_deco001,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco001.dds,5,52,,11,f,f
263,5,ha_f_decal_deco019,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco019.dds,0,57,,19,f,f
264,5,ha_f_decal_deco018,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco018.dds,0,110,,19,f,f
265,5,ha_f_decal_deco017,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco017.dds,131,138,,19,f,f
266,5,ha_f_decal_deco016,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco016.dds,11,42,,19,f,f
267,5,ha_f_decal_deco015,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco015.dds,11,42,,19,f,f
268,5,ha_f_decal_deco014,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco014.dds,11,42,,19,f,f
269,5,ha_f_decal_deco013,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco013.dds,11,42,,19,f,f
270,5,ha_f_decal_deco012,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco012.dds,14,56,,19,f,f
271,5,ha_f_decal_deco011,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco011.dds,-1,72,,19,f,f
272,5,ha_f_decal_deco010,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco010.dds,-1,72,,19,f,f
273,5,ha_f_decal_deco009,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco009.dds,-2,71,,19,f,f
274,5,ha_f_decal_deco008,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco008.dds,5,52,,19,f,f
275,5,ha_f_decal_deco007,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco007.dds,5,52,,19,f,f
276,5,ha_f_decal_deco006,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco006.dds,5,52,,19,f,f
277,5,ha_f_decal_deco005,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco005.dds,5,52,,19,f,f
278,5,ha_f_decal_deco004,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco004.dds,5,52,,19,f,f
279,5,ha_f_decal_deco003,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco003.dds,5,52,,19,f,f
280,5,ha_f_decal_deco002,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco002.dds,5,52,,19,f,f
281,5,ha_f_decal_deco001,objects\characters\nuian\female\face\decal_deco\nu_f_decal_deco001.dds,5,52,,19,f,f
282,1,nu_m_decal_scar001,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar001.dds,22,-57,,10,t,f
283,1,nu_m_decal_scar002,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar002.dds,210,73,,10,t,f
284,1,nu_m_decal_scar003,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar003.dds,74,81,,10,t,f
285,1,nu_m_decal_scar004,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar004.dds,129,-74,,10,t,f
286,1,nu_m_decal_scar005,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar005.dds,189,-54,,10,t,f
287,1,nu_m_decal_scar006,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar006.dds,151,12,,10,t,f
288,1,el_m_decal_scar001,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar001.dds,22,-57,,16,t,f
289,1,el_m_decal_scar002,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar002.dds,210,73,,16,t,f
290,1,el_m_decal_scar003,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar003.dds,74,81,,16,t,f
291,1,el_m_decal_scar004,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar004.dds,129,-74,,16,t,f
292,1,el_m_decal_scar005,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar005.dds,189,-54,,16,t,f
293,1,el_m_decal_scar006,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar006.dds,151,12,,16,t,f
294,1,ha_m_decal_scar001,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar001.dds,22,-57,,18,t,f
295,1,ha_m_decal_scar002,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar002.dds,210,73,,18,t,f
296,1,ha_m_decal_scar003,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar003.dds,74,81,,18,t,f
297,1,ha_m_decal_scar004,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar004.dds,129,-74,,18,t,f
298,1,ha_m_decal_scar005,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar005.dds,189,-54,,18,t,f
299,1,ha_m_decal_scar006,objects\Characters\nuian\male\face\decal_scar\nu_m_decal_scar006.dds,151,12,,18,t,f
300,5,el_m_decal_deco001,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco001.dds,133,34,,16,f,f
301,5,el_m_decal_deco002,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco002.dds,3,-76,,16,f,f
302,5,el_m_decal_deco003,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco003.dds,130,55,,16,f,f
303,5,el_m_decal_deco004,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco004.dds,163,56,,16,f,f
304,5,el_m_decal_deco005,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco005.dds,76,39,,16,f,f
305,5,el_m_decal_deco006,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco006.dds,8,32,,16,f,f
306,5,el_m_decal_deco007,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco007.dds,70,38,,16,f,f
307,5,el_m_decal_deco008,objects\Characters\elf\male\face\decal_deco\el_m_decal_deco008.dds,-5,48,,16,f,f
