id,name,sphere_id,npc_id,cinema,highlight_doodad_id,use_alias,quest_act_obj_alias_id
209,요아키나가 마리안을 기다리는 장소,237,,,,f,
210,파비트라 대여제의 기념비,257,,,0,f,
212,노르예트 가문 저택 정문,238,,,0,f,
213,그림자탑 앞,259,,,0,f,
214,크리스티나가 납치 된 안가 앞,260,,,0,f,
217,오스먼트를 만나기로 한 장소,258,,,0,f,
219,불탄 성 감시 야영지 앞 갈바 근처,125,4961,,0,f,
220,,267,,,0,f,
221,고고학회 원대륙 탐사대원 접수장,240,,,0,f,
222,검은 모래탑 앞,268,,,0,f,
223,벽에 걸린 그림 주변,169,2332,,0,f,
224,,243,,,0,f,
225,,244,,,0,f,
226,,245,,,0,f,
227,고무나무 농장,262,,,0,f,
228,우르나가 감금 된 장소,272,,,0,f,
229,고무나무 농장 탈출,263,,,0,f,
231,연회장,246,,,0,f,
232,사건 장소,54,3738,,0,f,
234,아미엘이 멈추는 장소,54,3738,,0,f,
235,,270,,,0,f,
236,이즈나 항구 선착장,226,,,0,f,
237,선원들이 모여 있는 자리,221,,,0,f,
238,불탄 성 예배당의 제단,154,,,0,f,
240,두리얀의 집,264,,,0,f,
241,탈출 목적지,278,3056,,,f,
242,,279,,,0,f,
243,,265,,,0,f,
244,철창 탈출,844,2974,,,f,
245,대상인 수리야의 저택,285,,,0,f,
246,누이 여신의 제단,231,,,0,f,
247,마니프가 말한 온천,290,,,1099,f,
249,안전한 장소,261,5208,,,f,
250,튜가의 거처 주변,292,,,,f,
252,경비병 카푸르 근처,295,3054,,0,f,
253,거인의 곁,294,,,0,f,
256,불탄 성 안 테세나가 있는 곳,148,,,0,f,
258,테세나가 향하는 곳,128,,,0,f,
259,폭파 전문가 주변,218,,,,f,
260,거석의 앞,232,,,0,f,
261,달라가 은신해있을 것 같은 곳,311,,,0,f,
262,달라가 의뢰서를 숨기는 장소,252,,,0,f,
264,금지된 해안 풍경을 그리기 적당해 보이는 장소,312,,,0,f,
265,카르도아의 이야기를 듣는 곳,315,,,0,f,
268,선돌 연구자의 집,75,,,0,f,
271,,320,,,0,f,
273,,323,4974,,0,f,
274,애니가 갇힌 장소,324,,,0,f,
275,대륙 고고학회 비밀 공간 입구,144,,,0,f,
276,시실루스 비밀방 입구,146,,,0,f,
277,,327,,,0,f,
278,,328,,,0,f,
279,현상범 라샤의 활동 영역,325,,,0,f,
280,마엘와스가 기다리는 장소,243,,,,f,
281,이상한 목소리를 들었던 장소,79,,,0,f,
282,,329,4975,,0,f,
283,브리짓이 갇혀 있는 곳,307,,,1224,f,
284,고고학회 저택 뒷편,244,,,0,f,
285,이름 모를 파괴신의 신상,223,,,0,f,
286,고고학회 저택,318,,,0,f,
287,집정관 저택의 응접실,291,,,0,f,
288,,330,,,0,f,
290,차오르는 달의 마을 입구,170,1711,,0,f,
291,,331,,,0,f,
292,기억의 터 입구,25,,,0,f,
293,마법진,334,,,0,f,
294,세 번째 방 입구,335,,,0,f,
295,통로의 끝,339,,,0,f,
296,세 번째 방 출구,337,,,0,f,
297,이즈나 경비대 주둔지 해안,342,,,0,f,
298,3군단 주둔지 해안,343,,,0,f,
299,물 속,345,,,0,f,
300,무너진 다리의 반대편,348,,,0,f,
301,출구가 없는 곳,332,,,0,f,
302,이즈나 경비대 막사터,350,,,0,f,
303,3군단 주둔지 막사터,351,,,0,f,
304,항구,353,,,0,f,
305,항구,354,,,0,f,
306,무너진 감옥 벽,356,,,0,f,
307,안델프 아파트 앞,359,,,0,f,
308,안델프 아파트 앞,359,,,0,f,
309,과수원,360,,,0,f,
310,그나데를 심을 장소,361,,,0,f,
311,폐광 깊숙한 곳,362,,,0,f,
312,만년눈꽃 서식지,364,,,0,f,
313,마티아스 발견,365,,,0,f,
314,한나 앞,366,4605,,0,f,
316,찬바람 동굴,368,,,0,f,
318,도둑들의 비밀회담,377,,,0,f,
319,배커의 흔적,369,,,0,f,
320,두들링의 은신처,370,,,,f,
321,울창한 그나데 숲,371,,,0,f,
322,순록 회유로 앞,372,,,0,f,
323,얼어 붙은 호수의 빙판이 약한 부분,373,,,0,f,
324,폭탄이 설치된 곳,374,,,0,f,
325,바람 자취 부족 마을,380,,,0,f,
326,덫을 설치할 장소,381,,,0,f,
327,초원 도깨비불 출몰지,382,,,0,f,
328,매의 무덤을 만들 장소,383,,,,f,
329,탄생의 절벽 꼭대기,384,,,0,f,
330,낮의 눈,386,,,,f,
331,밤의 눈,387,,,0,f,
332,코볼트 동굴,388,,,0,f,
335,,391,,,,f,
336,폭포 아래 동굴,392,,,,t,375
337,할 하파로 가는 길,393,,,,t,334
338,선생님 계신 곳,394,3425,,,f,
339,코볼트 동굴,396,,,,f,
340,거미 숲 입구,399,3352,,,f,
342,가몽의 집,404,,,,f,
343,북부 주거 지역,405,,,,f,
346,,412,,,,f,
348,,412,,,,f,
349,모래 언덕,414,,,,f,
350,,416,,,,f,
352,,419,,,,f,
357,,426,,,,f,
359,,428,,,,f,
368,뱀의 틈 입구,443,5665,,,f,
369,안개 동굴,444,,,,f,
370,호수 밖,446,5743,,,f,
371,기계혼 삽입 기구,395,3449,,1472,f,
372,바이암 알 소각장,447,,,1508,f,
373,풀피리 바이암 소굴,449,,,1527,f,
374,부서진 기계 장치가 있는 곳,450,,,1528,f,
375,거미 숲 입구가 보이는 곳,399,3352,,,t,368
376,,452,,,,f,
377,,453,,,,f,
379,요하른이 있는 곳,454,,,,f,
380,거인의 요람에서 수배범이 목격된 곳,457,,,,f,
382,,459,,,,f,
384,클리페의 흔적,460,,,,t,140
385,페데르센이 머물고 있는 장소,461,3138,,,t,141
386,,464,,,,f,
387,나무거인의 요람,465,,,,f,
388,,466,,,,f,
389,,462,,,,f,
390,론반 공작의 성 지하,482,,,,f,
392,,467,,,,f,
393,,471,,,,f,
394,,469,,,,f,
397,,473,,,,t,247
398,,474,,,,f,
399,,475,,,,f,
401,기계혼 삽입 기구 안,395,,,,t,344
402,,489,,,,f,
403,,477,,,,t,257
405,어린 거인의 무덤,490,,,,f,
407,,406,,,,f,
408,골렘 공장,492,,,,f,
411,도둑의 흔적,497,,,,f,
412,들고양이의 집,498,,,,f,
413,골렘 공장,499,5807,,,f,
414,고르곤 동굴,500,,,,f,
416,하얀 숲의 나루터 무덤가,502,,,1490,f,
417,바라기 언덕,504,,,,f,
418,토미의 흔적,508,,,,f,
419,동반자의 터,509,,,,f,
420,만월의 숨결 서식지,510,,,,f,
422,론반 공작의 성 지하실 입구 안,491,,,,f,
423,스레얀이 있는 곳,401,3450,,,t,371
424,벼락 맞은 나무,26,,,665,f,
425,보물의 흔적,525,,,1594,f,
426,마룬의 흔적,526,,,,f,
427,인어의 둥지,527,,,1596,f,
428,아스트라의 동굴 입구,528,,,,f,
429,베아르의 천막,530,,,,f,
430,남쪽 선돌터,532,,,,f,
431,양 방목장,540,3451,,,f,
432,바라기 언덕,504,,,,f,
434,asdasd,540,,,,f,
437,,542,,,,f,
439,에흐르 근처,564,,,,f,
441,눈사자 훈련소의 캉아르,567,6042,,,f,
442,,485,,,,f,
443,주술사 하바의 막사,576,,,,f,
446,푸른 전나무회가 있는 곳,391,3353,,,t,367
448,재판정,30,,,,f,
451,방풍림을 심을 지역,592,,,398,f,
453,마음의 고향 위,595,,,1566,f,
456,바라기 언덕,601,,,,f,
457,아이니의 야영지,602,,,,f,
458,아이오느의 실종 장소 조사,575,,,,t,485
460,마지의 양 목장,433,6059,,,f,
461,주술사 하바의 막사 안,576,,,,f,
462,야영자가 있는 곳,409,,,,f,
463,아탈란시아의 집 안,317,,,,f,
464,소환 의식을 하는 장소,638,,,,f,
465,괴이한 빛이 나는 장소,639,,,,t,596
466,론반 광산의 버려진 초소,649,,,,t,646
467,속옷의 주인이 기다리는 곳,650,,,,t,456
468,론반 성 지하실 내부,671,,,,t,648
469,하얀 숲 남부 수호자의 야영지,235,,,,f,
470,아드리안의 집 내부,734,,,,f,
471,침묵의 거상 입구,11,,,,f,
472,추적꾼 알베르토가 멈추는 곳,72,3738,,836,f,
473,버리의 농장 입구,740,,,,f,
474,서 론반 광산 깊숙한 곳,743,,,,f,
475,양치기 동생 호위,4,439,,,t,462
476,디아무이드가 서 있는 이정표 앞,748,,,,t,614
477,수호자의 나루터가 보이는 곳,749,,,,t,617
478,땅을 파헤치고 있는 리누스 근처,747,,,,t,612
479,망령들의 땅,762,2143,,,f,
482,안전한 마법진 내부,753,2122,,,f,
483,밴시 아이오페가 지키는 밴시소굴 입구 ,766,,,,t,615
486,에르미스가 갇힌 방,487,,,,f,
488,선율의 나무 근처,202,,,,t,173
490,물 댄 논,201,,,,t,93
492,숲의 수호자 우두머리 칼스트롬 앞,933,3134,,,t,139
493,술 취한 농사꾼 니오친의 밭,206,,,,t,104
495,하얀 날개 은신처 입구,212,,,2414,t,112
496,,941,,,3629,t,183
498,라우라의 모닥불 옆,943,4729,,,t,115
500,알로이지아가 갖힌 우리 앞,944,,,,t,117
501,사냥터의 수상한 덤불,985,,,,f,1448
512,화강암 채석장 입구,425,,,1428,t,124
513,너른 소매 마을 입구,422,,,,t,127
514,,973,3329,,,t,147
518,씨앗 광산 내부,362,,,,t,315
519,군주의 사냥터,984,8984,,,t,193
520,사라진 워본이 향했던 용의 틈 어귀,1003,,,2480,t,217
521,가우타마 따라가기,1007,7548,,,t,235
522,고블린 부락 외부영역,1030,7253,,,t,263
524,,1044,7636,,,t,348
526,해저 동굴,65,,,1085,f,
530,마굿간 지기 ,665,,,,t,402
533,,1065,,,,t,431
535,,1070,,,,t,632
536,위급한 헨타,1065,,,,t,465
537,살인자의 흔적,1066,,,,t,467
539,,1089,,,,t,723
542,론반 광산의 버려진 초소,410,,,2948,t,515
543,,1088,,,,t,532
544,유리의 집 내부 구경,1082,,,,t,541
545,론반 공작의 성 지하실 입구 안 ,516,,,815,t,611
546,오염된 밤의 눈,1098,,,,t,553
549,,1075,,,,t,578
550,,1078,,,,t,579
552,,1120,,,,t,652
554,가리여울 마을의 @NPC_NAME(1910) 앞,1122,,,,t,654
555,가리여울 마을의 @NPC_NAME(1911) 앞,1122,,,,t,656
556,자유도 발견하기,1138,,,,t,702
557,,1142,,,,t,705
558,완성된 집,414,,,,t,707
559,물란의 집 구경하기,1143,,,,t,708
560,아이 울음소리가 들리는 상자,423,,,1431,t,710
562,스레얀이 있는 곳,401,3450,,,t,729
563,망루 위의 호송대원 찾기,1160,,,,t,821
564,'종과 광대' 술집 근처,1157,,,,t,856
565,버려진 해적섬 피묻은 손 전진기지,1164,,,,t,858
567,스톨텐베르그의 토성,1158,,,,t,864
569,하얀숲 서부 안전지대,84,2129,,,t,905
570,헨타 구해내기,1065,,,,t,907
571,으르렁거리는 섬 발견하기,1169,,,,t,921
573,군량 저장고,1171,,,,t,945
574,로잔나와 르노 찾기,1176,,,,t,979
575,인간 대포 23호가 놓인 언덕 위,1177,,,,t,980
576,로잔나와 르노의 흔적 찾기 ,1176,,,,t,984
577,석류빛 동굴 루비의 심장 앞,1155,1444,,,t,993
578,모링가 숲의 바람돌 찾기,1183,,,,t,1041
579,찬란하게 태양이 비추는 곳,1204,,,,t,1014
580,해그림자 회합터  조사하기,1209,,,,t,1018
582,왕의 기둥 정상 정복,1231,,,,t,1252
583,북쪽 신하의 기둥 정복,1230,,,,t,1254
584,남쪽 신하의 기둥 정복,1232,,,,t,1253
586,,1210,,,3883,t,1140
587,게르망 수색,1233,,,,t,1294
588,,1240,,,,f,
590,밀항자 @DOODAD_NAME(4077) 앞,1247,,,,t,1271
591,관광객 바스카라에게로,1266,9846,,,t,1282
593,,1270,,,4134,t,1290
594,,1271,,,,t,1291
595,,1252,,,,t,1292
596,약초꾼 모르나의 흔적 찾기,1290,,,4168,t,1307
597,,1292,,,4121,t,1310
598,거미숲 안쪽 길,1321,,,4255,t,1560
599,부부 상인의 짐마차,1322,,,4260,t,1556
600,,1078,,,,t,1334
601,일광욕하는 여인들,1335,,,,t,1341
602,공놀이 하는 여인들,1336,,,,t,1342
603,음료를 마시는 여인들,1337,,,,t,1343
604,폐허 도시에서 부관의 행방 찾기,1341,,,,t,1345
606,@NPC_NAME(439)가 있는 곳 찾기,4,,,,t,1423
607,버리의 농장,121,,,,t,1428
608,오스테라 그림자 매 집결지,1382,,,4421,t,2215
610,@NPC_NAME(10476)가 있는 곳,1386,,,,t,1442
611,하피 마녀의 둥지,18,,,2127,t,1443
612,하피 마녀의 첫 번째 둥지,10,,,2127,t,1444
613,하피 마녀의 두 번째 둥지,12,,,2127,t,1445
616,공학자 프랭크의 집 찾아가기,1391,,,,t,1462
618,빈 나무터의 성 2층,1364,,,,t,2098
619,황금비늘 성역,1394,,,,t,1454
620,,1392,,,,f,
621,그렐이 도망친 곳,1392,,,,t,1634
622,금빛 표지를 가진 시체 주변,1415,,,,t,1700
624,피 묻은 손의 야영지 주변,1437,,,,t,1691
626,,1449,,,,t,1716
629,두 왕관 피 묻은 손 집결지,1450,,,,t,1698
630,,1481,,,,t,1681
632,타피가 갇힌 곳,763,,,2146,t,1719
633,스미굴의 집 방문,1515,,,,t,1771
634,갈색비늘 에키혼 야영지 찾기,1516,,,,t,1772
635,납치당한 엘프 찾기,1517,,,,t,1778
636,,1450,,,,f,1850
637,,1710,,,,t,1940
638,,1711,,,,t,1941
639,,1712,,,,t,1942
640,,1713,,,,t,1945
641,,1714,,,,t,1946
642,,1715,,,,t,1947
643,,1716,,,,t,1943
644,,1717,,,,t,1944
645,,1234,,,,t,2114
646,@NPC_NAME(10349) 근처에 도착,1368,,,,t,2220
647,이야기를 파는 집에 도착,2165,,,,t,2288
649,로이스터 경의 집,2163,,,,t,2323
650,마하데비 상단 행렬의 목적지로 이동,2185,,,,t,
651,호랑이의 눈 한적한 골목,2190,,,,t,2368
657,,2208,,,,t,2437
658,,2209,,,,t,2436
660,길 잃은 여신의 침소에서 난파된 무역선 확인,2211,,,,t,2435
661,,2212,,,,t,2439
662,,2210,,,,t,2441
663,,2213,,,,t,2444
664,,2214,,,,t,2445
665,,2215,,,,t,2446
666,,2216,,,,t,2447
667,,2217,,,,t,2449
668,,2218,,,,t,2450
669,,2219,,,,t,2451
670,,2220,,,,t,2452
671,호위끝,2222,13317,,,f,
672,길 잃은 난파선이 가라앉은 자리,2228,,,,t,2496
673,보름 가프리온을 찾아라,933,,,,t,2553
674,,933,,,,t,2554
676,통과 구역 2,2250,,,,f,
677,훈련소 전장 입장,2252,,,,t,2742
