id,name,path,end_method_id,level_id,comment,category_id
37,시스템메세지_생명력이부족합니다.,sounds/x2voice_system:message:lack_health,1,1,,5
38,시스템메세지_활력이부족합니다.,sounds/x2voice_system:message:lack_mana,1,1,,5
39,시스템메세지_시야에없습니다.,sounds/x2voice_system:message:obstacle,1,1,,5
40,시스템메세지_대상과높이가다릅니다.,sounds/x2voice_system:message:outof_height,1,1,,5
41,시스템메세지_대상이너무가까이있습니다.,sounds/x2voice_system:message:too_close_range,1,1,,5
42,사용하지말것,,1,1,예전 시스템메세지,
43,시스템메세지_대상의방향이올바르지않습니다.,sounds/x2voice_system:message:outof_angle,1,1,,5
44,bgm_title,sounds/x2music:screen:login_cbt4,1,1,,11
45,ui_pickup_weapon_사용안함_쓰지말것,,1,1,,
46,ui_pickup_armor_사용안함_쓰지말것,,1,1,,
47,ui_pickup_siegeweapon,sounds/x2item:siegeweapon:pickup,1,1,,12
48,ui_pickup_ship,sounds/x2item:ship:pickup,1,1,,12
49,ui_pickup_vehicle_yata,sounds/x2item:v_yata:pickup,1,1,,12
50,ui_pickup_bag,sounds/x2item:bag:pickup,1,1,,12
51,ui_pickup_building,sounds/x2item:building:pickup,1,1,,12
52,ui_pickup_woodfurniture,sounds/x2item:woodfurniture:pickup,1,1,,12
53,ui_pickup_glass,sounds/x2item:glass:pickup,1,1,,12
54,quest_water_drop,sounds/x2eventsounds:quest:water_drop,1,1,,8
55,ui_pickup_seed,sounds/x2item:seed:pickup,1,1,,12
56,ui_pickup_accessory,sounds/x2item:accessories:pickup,1,1,,12
57,ui_pickup_potion,sounds/x2item:potion:pickup,1,1,,12
58,ui_pickup_food,sounds/x2item:food:pickup,1,1,,12
59,ui_pickup_paper,sounds/x2item:paper:pickup,1,1,,12
60,ui_pickup_vegetable,sounds/x2item:vegetable:pickup,1,1,,12
61,ui_pickup_meat,sounds/x2item:meat:pickup,1,1,,12
62,ui_pickup_seafood,sounds/x2item:seafood:pickup,1,1,,12
63,ui_pickup_cereal,sounds/x2item:cereal:pickup,1,1,,12
64,ui_pickup_fruit,sounds/x2item:fruit:pickup,1,1,,12
65,ui_pickup_livestock,sounds/x2item:common:pickup,1,1,,12
66,ui_pickup_metal,sounds/x2item:metal:pickup,1,1,,12
67,ui_pickup_wood,sounds/x2item:wood:pickup,1,1,,12
68,ui_use_vehicle_donkey,sounds/x2item:v_donkey:use,1,1,,12
69,ui_pickup_stone,sounds/x2item:stone:pickup,1,1,,12
70,ui_pickup_soil,sounds/x2item:soil:pickup,1,1,,12
71,ui_pickup_leather,sounds/x2item:leather:pickup,1,1,,12
72,ui_pickup_cloth_armor,sounds/x2item:a_cloth:pickup,1,1,,12
73,ui_pickup_leather_armor,sounds/x2item:a_leather:pickup,1,1,,12
74,ui_pickup_rubber,sounds/x2item:rubber:pickup,1,1,,12
75,ui_pickup_archium,sounds/x2item:archium:pickup,1,1,,12
76,ui_pickup_machine,sounds/x2item:machine:pickup,1,1,,12
77,ui_pickup_flour,sounds/x2item:flour:pickup,1,1,,12
78,ui_pickup_plant,sounds/x2item:plant:pickup,1,1,,12
79,ui_pickup_coin,sounds/x2item:coin:pickup,1,1,,12
80,ui_pickup_jewel,sounds/x2item:jewel:pickup,1,1,,12
81,ui_pickup_vehicle_donkey,sounds/x2item:v_donkey:pickup,1,1,,12
82,w_bow_proj,sounds/x2weapons:w_bow:bow_proj,1,1,,2
83,ui_button_up_default,sounds/x2interface:interface:button_up_default,1,1,,7
84,ui_target_select_default,sounds/x2interface:interface:target_select,1,1,,7
85,quest_bell_broken_사용안함쓰지말것,,1,1,,
86,ui_button_default,sounds/x2interface:interface:button_default,1,1,,7
87,VehicleUnitModel_carriage_run,sounds/x2vehicles:carriage:run,1,1,,14
88,ui_pickup_heavy_armor,sounds/x2item:a_heavy:pickup,1,1,,12
89,ui_pickup_necklace,sounds/x2item:necklace:pickup,1,1,,12
90,ui_pickup_vehicle_horse,sounds/x2item:v_horse:pickup,1,1,,12
91,wp_knuckle_knuckle,sounds/x2weapons:x2weapons:knuckle_knuckle,1,1,,2
92,doodad_kongnamu1,sounds/x2eventsounds:doodad:kong1,1,1,,13
93,doodad_kongnamu2_loop,sounds/x2eventsounds:doodad:kong2_loop,1,1,,13
94,ui_button_buy,sounds/x2interface:interface:buy,1,1,,7
95,ui_button_sell,sounds/x2interface:interface:sell,1,1,,7
96,doodad_irongate_open,sounds/x2eventsounds:doodad:irongate_open,1,1,,13
97,doodad_irongate_close,sounds/x2eventsounds:doodad:irongate_close,1,1,,13
98,doodad_irongate01_open,sounds/x2eventsounds:doodad:irongate01_open,1,1,,13
99,doodad_irongate01_close,sounds/x2eventsounds:doodad:irongate01_close,1,1,,13
100,wp_axe_flesh,sounds/x2weapons_axe:axe:axe_flesh,1,1,,2
101,wp_axe_insect_사용안함쓰지말것,,1,1,,
102,wp_axe_stone,sounds/x2weapons_axe:axe:axe_stone,1,1,,2
103,wp_axe_scale_사용안함쓰지말것,,1,1,,
104,wp_bow_bone,sounds/x2weapons:x2weapons:bow_bone,1,1,,2
105,wp_bow_flesh,sounds/x2weapons:x2weapons:bow_flesh,1,1,,2
106,wp_bow_insect_사용안함쓰지말것,,1,1,,
107,wp_bow_stone,sounds/x2weapons:x2weapons:bow_stone,1,1,,2
108,wp_bow_water,sounds/x2weapons:x2weapons:bow_water,1,1,,2
109,wp_bow_wind,sounds/x2weapons:x2weapons:bow_wind,1,1,,2
110,wp_bow_wood,sounds/x2weapons:x2weapons:bow_wood,1,1,,2
111,bgm_id_서방이슈바라왕궁지하_02,sounds/x2music:id_sal_temple:02,1,1,,11
112,bgm_instance_battle_01,sounds/x2music:conditions_bgm:battle_instance_01,1,1,,11
113,bgm_instance_battle_02,sounds/x2music:conditions_bgm:battle_instance_02,1,1,,11
114,두대드_석가탄신일_음악_반야심경_40초,sounds/x2eventsounds:doodad4:music_banya,1,1,,13
115,bgm_creator,sounds/x2music:screen:login_creator,1,1,,11
116,대체사용,,1,1,,
117,대체사용,,1,1,,
118,대체사용,,1,1,,
119,대체사용,,1,1,,
120,wp_knuckle_bone,sounds/x2weapons:x2weapons:knuckle_bone,1,1,,2
121,wp_knuckle_stone,sounds/x2weapons:x2weapons:knuckle_stone,1,1,,2
122,wp_knuckle_wind,sounds/x2weapons:x2weapons:knuckle_wind,1,1,,2
123,wp_knuckle_wood,sounds/x2weapons:x2weapons:knuckle_wood,1,1,,2
124,wp_shield_flesh,sounds/x2weapons:x2weapons:shield_flesh,1,1,,2
125,wp_shield_insect,sounds/x2weapons:x2weapons:shield_insect,1,1,,2
126,wp_shield_stone,sounds/x2weapons:x2weapons:shield_stone,1,1,,2
127,wp_shield_water,sounds/x2weapons:x2weapons:shield_water,1,1,,2
128,wp_shield_wind,sounds/x2weapons:x2weapons:shield_wind,1,1,,2
129,wp_shield_wood,sounds/x2weapons:x2weapons:shield_wood,1,1,,2
130,wp_sword_bone,sounds/x2weapons_sword:sword:sword_bone,1,1,,2
131,wp_sword_flesh,sounds/x2weapons_sword:sword:sword_flesh,1,1,,2
132,wp_sword_insect (사용안함),,1,1,,
133,wp_sword_metal,sounds/x2weapons_sword:sword:sword_metal,1,1,,2
134,wp_sword_scale (사용안함),,1,1,,
135,wp_sword_stone,sounds/x2weapons_sword:sword:sword_stone,1,1,,2
136,wp_sword_water,sounds/x2weapons_sword:sword:sword_water,1,1,,2
137,wp_sword_wind,sounds/x2weapons_sword:sword:sword_wind,1,1,,2
138,wp_sword_wood,sounds/x2weapons_sword:sword:sword_wood,1,1,,2
139,wp_axe_axe,sounds/x2weapons_axe:axe:axe_axe,1,1,,2
140,대체사용,,1,1,,
141,wp_axe_shield,sounds/x2weapons_axe:axe:axe_shield,1,1,,2
142,대체사용,,1,1,,
143,대체사용,,1,1,,
144,대체사용,,1,1,,
145,대체사용,,1,1,,
146,대체사용,,1,1,,
147,대체사용,,1,1,,
148,대체사용,,1,1,,
149,대체사용,,1,1,,
150,대체사용,,1,1,,
151,wp_knuckle_flesh,sounds/x2weapons:x2weapons:knuckle_flesh,1,1,,2
152,대체사용,,1,1,,
153,X2skills/magic:icearrow_throw,sounds/x2skills:magic:icearrow_throw,1,1,,1
154,X2skills/magic:fireball_dot,sounds/x2skills:magic:fireball_dot,1,1,,1
155,X2skills/magic:fireball_launch,sounds/x2skills:magic:fireball_launch,1,1,,1
156,wp_mace_mace,sounds/x2weapons:x2weapons:mace_mace,1,1,,2
157,x2skills/will:sleep_dot,sounds/x2skills:will:sleep_dot,1,1,,1
158,wp_shield_shield,sounds/x2weapons:x2weapons:shield_shield,1,1,,2
159,wp_staff_staff,sounds/x2weapons:x2weapons:staff_staff,1,1,,2
160,x2skills/will:spirit_dot01,sounds/x2skills:will:spirit_dot01,1,1,,1
161,x2skills/will:life_aura_dot,sounds/x2skills:will:life_aura_dot,1,1,,1
162,wp_sword_shield,sounds/x2weapons_sword:sword:sword_shield,1,1,,2
163,X2skills/will:spell_attack_hit,sounds/x2skills:will:spell_attack_hit,1,1,,1
164,wp_sword_sword,sounds/x2weapons_sword:sword:sword_sword,1,1,,2
165,wp_weapon_none,,1,1,,2
167,inst_organ_C3,sounds/x2eventsounds:doodad:organ_01,1,1,,13
168,inst_organ_C#3,sounds/x2eventsounds:doodad:organ_02,1,1,,13
169,inst_organ_D3,sounds/x2eventsounds:doodad:organ_03,1,1,,13
170,inst_organ_D#3,sounds/x2eventsounds:doodad:organ_04,1,1,,13
171,inst_organ_E3,sounds/x2eventsounds:doodad:organ_05,1,1,,13
172,inst_organ_F3,sounds/x2eventsounds:doodad:organ_06,1,1,,13
173,inst_organ_F#3,sounds/x2eventsounds:doodad:organ_07,1,1,,13
174,inst_organ_G3,sounds/x2eventsounds:doodad:organ_08,1,1,,13
175,inst_organ_G#3,sounds/x2eventsounds:doodad:organ_09,1,1,,13
176,inst_organ_A3,sounds/x2eventsounds:doodad:organ_10,1,1,,13
177,inst_organ_A#3,sounds/x2eventsounds:doodad:organ_11,1,1,,13
178,inst_organ_B3,sounds/x2eventsounds:doodad:organ_12,1,1,,13
179,inst_organ_C4,sounds/x2eventsounds:doodad:organ_13,1,1,,13
180,inst_organ_C#4,sounds/x2eventsounds:doodad:organ_14,1,1,,13
181,inst_organ_D4,sounds/x2eventsounds:doodad:organ_15,1,1,,13
182,inst_organ_D#4,sounds/x2eventsounds:doodad:organ_16,1,1,,13
183,inst_organ_E4,sounds/x2eventsounds:doodad:organ_17,1,1,,13
184,inst_organ_F4,sounds/x2eventsounds:doodad:organ_18,1,1,,13
185,inst_organ_F#4,sounds/x2eventsounds:doodad:organ_19,1,1,,13
186,inst_organ_G4,sounds/x2eventsounds:doodad:organ_20,1,1,,13
187,inst_organ_G#4,sounds/x2eventsounds:doodad:organ_21,1,1,,13
188,inst_organ_A4,sounds/x2eventsounds:doodad:organ_22,1,1,,13
189,inst_organ_A#4,sounds/x2eventsounds:doodad:organ_23,1,1,,13
190,inst_organ_B4,sounds/x2eventsounds:doodad:organ_24,1,1,,13
191,inst_organ_C5,sounds/x2eventsounds:doodad:organ_25,1,1,,13
192,quest_strings_playing_loop,sounds/x2eventsounds:quest:beepa01,1,1,,8
193,quest_leaves_wind,sounds/x2eventsounds:quest:leaves_wind01,1,1,,8
194,quest_boar_roar,sounds/x2eventsounds:quest:boar_01,1,1,,8
195,quest_deepbreath,sounds/x2eventsounds:quest:deep_breath_01,1,1,,8
196,quest_wind_strong,sounds/x2eventsounds:quest:wind_01,1,1,,8
197,quest_flag_loop,sounds/x2eventsounds:quest:windflag_01,1,1,,8
198,quest_wolf,sounds/x2eventsounds:quest:wolf_01,1,1,,8
199,quest_sheep,sounds/x2eventsounds:quest:sheep_01,1,1,,8
200,quest_snowlion,sounds/x2eventsounds:quest:snowlion_01,1,1,,8
201,ui_pickup_common,sounds/x2item:common:pickup,1,1,,12
202,ui_pickup_alchemy,sounds/x2item:alchemy:pickup,1,1,,12
203,ui_루팅창_모두줍기_coin,sounds/x2item:coin:pickup_all,1,1,,7
204,ui_pickup_quest,sounds/x2item:common:pickup,1,1,,12
205,ui_pickup_cloth,sounds/x2item:cloth:pickup,1,1,,12
206,doodad_bell1_1,Sounds/x2eventsounds:doodad:bell1_1,1,1,,13
207,doodad_bell1_2,Sounds/x2eventsounds:doodad:bell1_2,1,1,,13
208,doodad_bell1_3,Sounds/x2eventsounds:doodad:bell1_3,1,1,,13
209,doodad_bell1_4,Sounds/x2eventsounds:doodad:bell1_4,1,1,,13
210,doodad_bell1_5,Sounds/x2eventsounds:doodad:bell1_5,1,1,,13
211,doodad_bell1_6,Sounds/x2eventsounds:doodad:bell1_6,1,1,,13
212,doodad_bell1_7,Sounds/x2eventsounds:doodad:bell1_7,1,1,,13
213,doodad_bell1_8,Sounds/x2eventsounds:doodad:bell1_8,1,1,,13
214,doodad_bomb_timer_5sec,Sounds/x2physics:particles:bomb_timer,1,1,,8
215,doodad_underwater_explosion,Sounds/x2physics:particles:underwater_exp,1,1,,8
216,doodad_water_gurgle,Sounds/x2physics:particles:water_gurgle,1,1,,8
217,bgm_id_칼바람폐광_01,sounds/x2music:id_cuttingwind_deadmine:01,1,1,,11
218,bgm_id_칼바람폐광_02,sounds/x2music:id_cuttingwind_deadmine:02,1,1,,11
219,bgm_id_울부짖는구렁텅이_01,sounds/x2music:id_howling_abyss:01,1,1,,11
220,bgm_id_울부짖는구렁텅이_02,sounds/x2music:id_howling_abyss:02,1,1,,11
221,bgm_id_파괴의요람_01,sounds/x2music:id_cradle_of_destruction:01,1,1,,11
222,bgm_id_파괴의요람_02,sounds/x2music:id_cradle_of_destruction:02,1,1,,11
223,대체사용,,1,1,,
224,대체사용,,1,1,,
225,대체사용,,1,1,,
226,대체사용,,1,1,,
227,대체사용,,1,1,,
228,사용안함_선택하지 말것,,1,1,,
229,doodad_테이블_음악,sounds/x2music:jukebox:table,1,1,,13
230,UI_루팅창_show,sounds/x2interface:loot:show,1,1,,7
231,UI_루팅창_hide,sounds/x2interface:loot:hide,1,1,,7
232,UI_캐릭터정보_show,sounds/x2interface:character_info:show,1,1,,7
233,UI_캐릭터정보_hide,sounds/x2interface:character_info:hide,1,1,,7
234,UI_스킬창_show,sounds/x2interface:skill_book:show,1,1,,7
235,UI_스킬창_hide,sounds/x2interface:skill_book:hide,1,1,,7
236,UI_루팅창_모두줍기,sounds/x2interface:loot:pick_all,1,1,,7
237,UI_스킬창_기술초기화,sounds/x2interface:skill_book:erase,1,1,,7
238,UI_웹저널_show,sounds/x2interface:web_browser:show,1,1,,7
239,UI_웹저널_hide,sounds/x2interface:web_browser:hide,1,1,,7
240,UI_가방창_show,sounds/x2interface:bag:show,1,1,,7
241,UI_가방창_hide,sounds/x2interface:bag:hide,1,1,,7
242,UI_가방창_slot_in,sounds/x2interface:bag:slot_in,1,1,,7
243,ui_제작창_show,sounds/x2interface:craft_book:show,1,1,,7
244,UI_제작창_hide,sounds/x2interface:craft_book:hide,1,1,,7
245,ui_월드맵_show,sounds/x2interface:world_map:show,1,1,,7
246,ui_월드맵_hide,sounds/x2interface:world_map:hide,1,1,,7
247,UI_퀘스트목록_show,sounds/x2interface:quest_context_list:show,1,1,,7
248,UI_퀘스트목록_hide,sounds/x2interface:quest_context_list:hide,1,1,,7
249,ui_우편함_show,sounds/x2interface:mail:show,1,1,,7
250,ui_우편함_hide,sounds/x2interface:mail:hide,1,1,,7
251,ui_시스템메뉴_show,sounds/x2interface:interface:button_ok_1,1,1,,7
252,UI_시스템메뉴_hide,sounds/x2interface:interface:button_cancel_1,1,1,,7
253,bgm_id_훈련아영지_01,sounds/x2music:id_camp:01,1,1,,11
254,bgm_id_훈련아영지_02,sounds/x2music:id_camp:02,1,1,,11
255,ui_pickup_dagger,sounds/x2item:w_sword:pickup,1,1,,12
256,ui_pickup_sword,sounds/x2item:w_sword:pickup,1,1,,12
257,ui_pickup_blade,sounds/x2item:w_sword:pickup,1,1,,12
258,ui_pickup_axe,sounds/x2item:w_axe:pickup,1,1,,12
259,ui_pickup_bow,sounds/x2item:w_bow:pickup,1,1,,12
260,ui_pickup_mace,sounds/x2item:w_mace:pickup,1,1,,12
261,ui_pickup_staff,sounds/x2item:w_staff:pickup,1,1,,12
262,ui_pickup_spear,sounds/x2item:w_spear:pickup,1,1,,12
263,ui_pickup_throw,sounds/x2item:w_throw:pickup,1,1,,12
264,ui_pickup_shield,sounds/x2item:w_shield:pickup,1,1,,12
265,ui_pickup_string_inst,sounds/x2item:w_string:pickup,1,1,,12
266,ui_pickup_percussion_inst,sounds/x2item:w_perc:pickup,1,1,,12
267,ui_pickup_tube_inst,sounds/x2item:w_tube:pickup,1,1,,12
268,ui_pickup_keys,sounds/x2item:key:pickup,1,1,,12
269,ui_use_dagger,sounds/x2item:w_sword:use_short,1,1,,12
270,ui_use_sword,sounds/x2item:w_sword:use_onehand,1,1,,12
271,ui_use_blade,sounds/x2item:w_sword:use_twohand,1,1,,12
272,ui_use_axe,sounds/x2item:w_axe:use,1,1,,12
273,ui_use_bow,sounds/x2item:w_bow:use,1,1,,12
274,ui_use_mace,sounds/x2item:w_mace:use,1,1,,12
275,ui_use_staff,sounds/x2item:w_staff:use,1,1,,12
276,ui_use_spear,sounds/x2item:w_spear:use,1,1,,12
277,ui_use_throw,sounds/x2item:w_throw:use,1,1,,12
278,ui_use_shield,sounds/x2item:w_shield:use,1,1,,12
279,ui_use_string_inst,sounds/x2item:w_string:use,1,1,,12
280,ui_use_percssion_inst,sounds/x2item:w_perc:use,1,1,,12
281,ui_use_tube_inst,sounds/x2item:w_tube:use,1,1,,12
282,ui_use_coin,sounds/x2item:coin:use,1,1,,12
283,ui_use_food,sounds/x2item:food:use,1,1,,12
284,ui_use_key,sounds/x2item:key:use,1,1,,12
285,ui_use_potion,sounds/x2item:potion:use,1,1,,12
286,UI_루팅창_popup,sounds/x2interface:loot:popup,1,1,,7
287,ui_우편함_mail_select,sounds/x2interface:mail:mail_select,1,1,,7
288,ui_우편함_mail_close,sounds/x2interface:mail:mail_close,1,1,,7
289,ui_우편함_send,sounds/x2interface:mail:send,1,1,,7
290,ui_우편함_delete,sounds/x2interface:mail:delete,1,1,,7
291,UI_제작창_select,sounds/x2interface:craft_book:select,1,1,,7
292,ui_스킬바_select,sounds/x2interface:skill_bar:select,1,1,,7
293,ui_스킬바_slot_in,sounds/x2interface:skill_bar:slot_in,1,1,,7
294,ui_스킬바_trash,sounds/x2interface:skill_bar:trash,1,1,,7
295,doodad_fart,sounds/x2eventsounds:doodad:fart,1,1,,13
296,ui_상점창_show,sounds/x2interface:store:show,1,1,,7
297,ui_상점창_hide,sounds/x2interface:store:hide,1,1,,7
298,VehicleUnitModel_airship_run,sounds/x2vehicles:airship:run,1,1,,14
299,ShipUnitModel_smallboat_run,sounds/x2vehicles:boat_01:run,1,1,,14
300,wp_knuckle_insect,sounds/x2weapons:x2weapons:knuckle_insect,1,1,,2
301,wp_shield_scale,sounds/x2weapons:x2weapons:shield_scale,1,1,,2
302,wp_knuckle_scale,sounds/x2weapons:x2weapons:knuckle_scale,1,1,,2
303,wp_axe_metal,sounds/x2weapons_axe:axe:axe_metal,1,1,,2
304,wp_bow_metal,sounds/x2weapons:x2weapons:bow_metal,1,1,,2
305,wp_shield_bone,sounds/x2weapons:x2weapons:shield_bone,1,1,,2
306,wp_knuckle_metal,sounds/x2weapons:x2weapons:knuckle_metal,1,1,,2
307,wp_shield_metal,sounds/x2weapons:x2weapons:shield_metal,1,1,,2
308,wp_axe_bone,sounds/x2weapons_axe:axe:axe_bone,1,1,,2
309,wp_axe_wood,sounds/x2weapons_axe:axe:axe_wood,1,1,,2
310,wp_axe_fire,sounds/x2weapons_axe:axe:axe_fire,1,1,,2
311,wp_bow_fire,sounds/x2weapons:x2weapons:bow_fire,1,1,,2
312,x2skills/vocation:quest_teleport_launch2,sounds/x2skills:vocation:quest_teleport_launch2,1,1,,1
313,wp_knuckle_fire,sounds/x2weapons:x2weapons:knuckle_fire,1,1,,2
314,wp_shield_fire,sounds/x2weapons:x2weapons:shield_fire,1,1,,2
315,wp_sword_fire,sounds/x2weapons_sword:sword:sword_fire,1,1,,2
316,wp_Knuckle_water,sounds/x2weapons:x2weapons:knuckle_water,1,1,,2
317,ui_pickup_box,sounds/x2item:box:pickup,1,1,,12
318,ui_use_ship,sounds/x2item:ship:use,1,1,,12
319,ui_pickup_vehicle_snowlion,sounds/x2item:v_lion:pickup,1,1,,12
320,ui_use_accessory,sounds/x2item:accessories:use,1,1,,12
321,ui_use_alchemy,sounds/x2item:alchemy:use,1,1,,12
322,ui_use_archium,sounds/x2item:archium:use,1,1,,12
323,ui_use_bag,sounds/x2item:bag:use,1,1,,12
324,ui_use_box,sounds/x2item:box:use,1,1,,12
325,ui_use_building,sounds/x2item:building:use,1,1,,12
326,ui_use_cereal,sounds/x2item:cereal:use,1,1,,12
327,ui_use_cloth,sounds/x2item:cloth:use,1,1,,12
328,ui_use_common,sounds/x2item:common:use,1,1,,12
329,ui_use_flour,sounds/x2item:flour:use,1,1,,12
330,ui_use_glass,sounds/x2item:glass:use,1,1,,12
331,ui_use_heavy_armor,sounds/x2item:a_heavy:use,1,1,,12
332,ui_use_jewel,sounds/x2item:jewel:use,1,1,,12
333,ui_use_leather,sounds/x2item:leather:use,1,1,,12
334,ui_use_livestock,sounds/x2item:common:use,1,1,,12
335,ui_use_machine,sounds/x2item:machine:use,1,1,,12
336,ui_use_meat,sounds/x2item:meat:use,1,1,,12
337,ui_use_metal,sounds/x2item:metal:use,1,1,,12
338,ui_use_necklace,sounds/x2item:necklace:use,1,1,,12
339,ui_use_paper,sounds/x2item:paper:use,1,1,,12
340,ui_use_plant,sounds/x2item:plant:use,1,1,,12
341,ui_use_quest,sounds/x2item:common:use,1,1,,12
342,ui_use_rubber,sounds/x2item:rubber:use,1,1,,12
343,ui_use_seafood,sounds/x2item:seafood:use,1,1,,12
344,ui_use_seed,sounds/x2item:seed:use,1,1,,12
345,ui_use_siegeweapon,sounds/x2item:siegeweapon:use,1,1,,12
346,ui_use_soil,sounds/x2item:soil:use,1,1,,12
347,ui_use_stone,sounds/x2item:stone:use,1,1,,12
348,ui_use_vegetable,sounds/x2item:vegetable:use,1,1,,12
349,ui_use_vehicle_horse,sounds/x2item:v_horse:use,1,1,,12
350,ui_use_vehicle_snowlion,sounds/x2item:v_lion:use,1,1,,12
351,ui_use_vehicle_yata,sounds/x2item:v_yata:use,1,1,,12
352,ui_use_wood,sounds/x2item:wood:use,1,1,,12
353,ui_use_woodfurniture,sounds/x2item:woodfurniture:use,1,1,,12
354,ui_use_cloth_armor,sounds/x2item:a_cloth:use,1,1,,12
355,ui_use_fruit,sounds/x2item:fruit:use,1,1,,12
356,ui_use_leather_armor,sounds/x2item:a_leather:use,1,1,,12
357,ui_pickup_ring,sounds/x2item:ring:pickup,1,1,,12
358,ui_use_ring,sounds/x2item:ring:use,1,1,,12
359,퀘스트_시한폭탄_제거,sounds/x2eventsounds:quest:timebomb_detonate,1,1,,8
360,퀘스트_쇠방울_딸랑이는소리,sounds/x2eventsounds:quest:bell_jingle,1,1,,8
361,퀘스트_아스트라_원혼_단체_울음소리,sounds/x2eventsounds:quest:astra_ghost_ambience,1,1,,8
362,퀘스트_동굴_바람소리,sounds/x2eventsounds:quest:cave_wind,1,1,,8
363,퀘스트_텐트_소환시소리,sounds/x2eventsounds:quest:tent_spawn,1,1,,8
364,퀘스트_날틀_활강소리,sounds/x2eventsounds:quest:glider_wind,1,1,,8
365,퀘스트_고드름_따려는_소리,sounds/x2eventsounds:quest:icicle_break_start,1,1,,8
366,퀘스트_고드름_따이는_소리,sounds/x2eventsounds:quest:icicle_break_end,1,1,,8
367,퀘스트_인물_소환시소리,sounds/x2eventsounds:quest:spawn_effect,1,1,,8
368,x2skills/common_skill:abillity_skill_table_m.death.revenge_armor_dot2,sounds/x2skills:common_skill:abillity_skill_table_m.death.revenge_armor_dot2,1,1,,1
369,x2skills/common_skill:abillity_skill_table_m.system_skill.horse_back_hit,sounds/x2skills:common_skill:abillity_skill_table_m.system_skill.horse_back_hit,1,1,,1
370,x2skills/common_skill:abillity_skill_table_m.system_skill.horse_skill_dash,sounds/x2skills:common_skill:abillity_skill_table_m.system_skill.horse_skill_dash,1,1,,1
371,x2skills/common_skill:abillity_skill_table_m.test.rapid_shot_hit,sounds/x2skills:common_skill:abillity_skill_table_m.test.rapid_shot_hit,1,1,,1
372,x2skills/common_skill:abillity_skill_table_m.test.rapid_shot_launch,sounds/x2skills:common_skill:abillity_skill_table_m.test.rapid_shot_launch,1,1,,1
373,x2skills/common_skill:horse_ac_spur_f,sounds/x2skills:common_skill:horse_ac_spur_f,1,1,,1
374,x2skills/common_skill:item_enchant,sounds/x2skills:common_skill:item_enchant,1,1,,1
375,x2skills/common_skill:return_skill_form,sounds/x2skills:common_skill:return_skill_form,1,1,,1
376,x2skills/common_skill:return_skill_launch,sounds/x2skills:common_skill:return_skill_launch,1,1,,1
377,x2skills/common_skill:x2_effects.mon_effects.nmon_bite_hit,sounds/x2skills:common_skill:x2_effects.mon_effects.nmon_bite_hit,1,1,,1
