id,event_id,position,source_id,target_id,actual_id,actual_type
642,294,1,3,4,2462,BuffEffect
643,118,3,3,3,1876,SpecialEffect
666,314,1,1,5,1893,SpecialEffect
667,315,1,1,5,1894,SpecialEffect
670,310,1,1,5,1898,SpecialEffect
675,320,1,1,5,1902,SpecialEffect
676,322,1,1,5,1903,SpecialEffect
678,323,1,1,5,1905,SpecialEffect
680,326,2,3,3,1906,SpecialEffect
681,326,1,3,3,1907,SpecialEffect
682,327,1,3,3,1908,SpecialEffect
683,327,2,3,3,1909,SpecialEffect
692,326,3,3,3,1920,SpecialEffect
693,327,3,3,3,1921,SpecialEffect
694,327,5,3,3,1922,SpecialEffect
715,344,1,3,3,1950,SpecialEffect
716,344,2,3,3,1951,SpecialEffect
717,344,3,3,5,2470,SkillController
731,351,1,3,5,1961,SpecialEffect
732,352,2,3,3,1962,SpecialEffect
733,352,1,3,3,1963,SpecialEffect
734,352,3,3,5,2478,SkillController
739,355,1,3,5,1968,SpecialEffect
740,356,1,3,5,1969,SpecialEffect
741,357,1,3,5,1970,SpecialEffect
742,358,1,3,5,1971,SpecialEffect
743,359,1,3,5,1972,SpecialEffect
744,360,1,3,5,1973,SpecialEffect
745,361,1,3,3,1974,SpecialEffect
752,366,1,1,5,1981,SpecialEffect
757,372,1,1,5,1987,SpecialEffect
758,364,1,1,3,1988,SpecialEffect
759,369,1,1,3,1989,SpecialEffect
761,373,1,1,3,1990,SpecialEffect
762,376,1,1,5,1991,SpecialEffect
776,354,1,1,3,2515,BuffEffect
777,388,1,3,5,2503,SkillController
778,390,1,3,5,1999,SpecialEffect
779,390,2,3,4,1035,DamageEffect
782,392,1,3,5,2001,SpecialEffect
783,392,2,3,4,1037,DamageEffect
790,396,1,3,5,2005,SpecialEffect
791,396,2,3,4,1042,DamageEffect
792,397,1,3,5,2006,SpecialEffect
793,397,2,3,4,1043,DamageEffect
804,402,1,1,5,2016,SpecialEffect
805,406,1,1,5,2017,SpecialEffect
806,410,1,1,5,2018,SpecialEffect
807,419,1,1,5,2019,SpecialEffect
808,420,1,1,4,1045,DamageEffect
809,421,1,1,4,1046,DamageEffect
810,422,1,1,4,1047,DamageEffect
811,423,1,1,4,1048,DamageEffect
812,428,1,1,3,2021,SpecialEffect
813,427,1,3,4,2526,BuffEffect
818,327,4,3,5,2025,SpecialEffect
819,327,6,1,3,164,BubbleEffect
820,429,1,1,5,2028,SpecialEffect
823,435,1,1,3,2033,SpecialEffect
824,435,2,1,3,2034,SpecialEffect
825,435,3,1,3,2035,SpecialEffect
826,436,1,1,3,2036,SpecialEffect
827,436,2,1,3,2037,SpecialEffect
828,436,3,1,3,2038,SpecialEffect
829,436,5,1,3,2039,SpecialEffect
830,438,1,3,4,2535,BuffEffect
831,440,1,1,3,2040,SpecialEffect
832,439,1,1,5,2041,SpecialEffect
833,436,4,1,5,2042,SpecialEffect
839,451,1,3,4,1051,DamageEffect
840,452,1,3,4,2537,BuffEffect
841,450,1,3,4,2576,SkillController
844,455,1,3,4,1052,DamageEffect
845,455,2,3,4,2538,BuffEffect
846,456,1,3,4,1053,DamageEffect
847,456,2,3,4,2050,SpecialEffect
849,456,3,3,4,2539,BuffEffect
851,458,1,3,4,2577,SkillController
852,455,3,3,5,2051,SpecialEffect
853,456,4,3,5,2052,SpecialEffect
857,460,1,3,4,1055,DamageEffect
858,460,2,3,4,2055,SpecialEffect
866,464,1,1,3,129,DispelEffect
868,293,2,3,4,2547,BuffEffect
869,465,2,1,3,2062,SpecialEffect
870,465,1,1,3,2063,SpecialEffect
871,465,3,1,3,2064,SpecialEffect
872,466,1,1,3,2065,SpecialEffect
873,466,2,1,3,2066,SpecialEffect
875,466,3,1,3,2068,SpecialEffect
876,467,2,1,5,2069,SpecialEffect
877,467,1,1,3,2070,SpecialEffect
878,468,1,1,5,2071,SpecialEffect
879,469,1,1,5,2072,SpecialEffect
880,471,1,1,4,1060,DamageEffect
912,489,1,3,5,2094,SpecialEffect
913,489,2,3,4,1074,DamageEffect
914,489,3,3,4,2095,SpecialEffect
915,490,1,3,3,2096,SpecialEffect
920,504,1,1,5,2117,SpecialEffect
922,507,1,1,4,1082,DamageEffect
925,500,1,1,3,2121,SpecialEffect
926,501,2,1,3,2122,SpecialEffect
927,501,1,1,3,2123,SpecialEffect
928,501,3,1,3,2124,SpecialEffect
929,501,4,1,3,2125,SpecialEffect
930,508,1,1,3,2127,SpecialEffect
931,226,3,3,5,37,PhysicalExplosionEffect
932,223,3,3,4,38,PhysicalExplosionEffect
954,518,1,1,3,2585,BuffEffect
955,517,1,1,3,2146,SpecialEffect
956,519,2,1,3,2147,SpecialEffect
957,519,1,1,3,2148,SpecialEffect
958,519,3,1,3,2149,SpecialEffect
959,519,4,1,3,2150,SpecialEffect
960,520,1,1,3,2586,BuffEffect
961,525,1,1,3,2152,SpecialEffect
962,524,1,1,4,1096,DamageEffect
964,390,3,3,5,39,PhysicalExplosionEffect
965,392,3,3,5,40,PhysicalExplosionEffect
966,396,3,3,5,41,PhysicalExplosionEffect
967,397,3,3,5,42,PhysicalExplosionEffect
968,527,1,3,4,2671,SkillController
970,530,1,1,5,2673,SkillController
971,531,1,3,4,2157,SpecialEffect
973,532,1,1,5,2675,SkillController
974,533,3,1,5,2676,SkillController
980,537,1,3,4,2622,BuffEffect
982,533,1,1,3,2180,SpecialEffect
984,533,6,1,3,246,BubbleEffect
985,533,5,1,3,2184,SpecialEffect
986,533,4,1,3,2185,SpecialEffect
991,177,2,1,4,2201,SpecialEffect
1027,290,3,3,4,2240,SpecialEffect
1028,291,3,3,4,2241,SpecialEffect
1029,292,3,3,4,2242,SpecialEffect
1035,554,1,3,5,2816,SkillController
1036,558,1,1,5,2259,SpecialEffect
1037,568,1,1,4,1141,DamageEffect
1038,575,1,1,5,2260,SpecialEffect
1039,578,1,1,5,2261,SpecialEffect
1040,581,1,1,5,2262,SpecialEffect
1041,582,1,1,4,1142,DamageEffect
1042,583,1,1,4,1143,DamageEffect
1043,584,1,1,4,1144,DamageEffect
1045,585,1,3,5,2850,SkillController
1046,533,2,1,3,2276,SpecialEffect
1091,623,1,3,4,2840,BuffEffect
1093,624,1,3,4,2841,BuffEffect
1095,626,1,3,4,1188,DamageEffect
1097,347,1,3,2,2842,BuffEffect
1098,627,1,3,4,1189,DamageEffect
1101,628,1,3,4,1190,DamageEffect
1104,629,1,3,4,1191,DamageEffect
1107,627,2,3,3,2879,SkillController
1135,647,1,3,4,1200,DamageEffect
1137,647,2,3,5,2333,SpecialEffect
1138,649,1,3,4,1201,DamageEffect
1140,649,2,3,5,2335,SpecialEffect
1141,650,1,3,4,1202,DamageEffect
1143,650,2,3,5,2337,SpecialEffect
1144,651,1,3,4,1203,DamageEffect
1146,651,2,3,5,2339,SpecialEffect
1147,652,1,3,4,1204,DamageEffect
1149,652,2,3,5,2341,SpecialEffect
1150,653,1,3,4,1205,DamageEffect
1152,653,2,3,5,2343,SpecialEffect
1153,654,1,3,4,1206,DamageEffect
1155,654,2,3,5,2345,SpecialEffect
1156,655,1,3,4,1207,DamageEffect
1158,655,2,3,5,2347,SpecialEffect
1159,656,1,3,4,1208,DamageEffect
1161,656,2,3,5,2349,SpecialEffect
1165,658,1,3,4,1210,DamageEffect
1167,658,2,3,5,2353,SpecialEffect
1181,646,1,3,3,2930,SkillController
1192,676,2,1,3,2393,SpecialEffect
1193,676,1,1,3,2394,SpecialEffect
1194,676,3,1,3,2395,SpecialEffect
1195,677,2,1,3,2396,SpecialEffect
1197,677,3,1,3,2398,SpecialEffect
1199,680,1,1,5,2400,SpecialEffect
1200,681,1,1,4,1228,DamageEffect
1201,681,2,1,4,2402,SpecialEffect
1202,682,1,1,3,2403,SpecialEffect
1203,685,1,3,4,2903,BuffEffect
1205,686,1,3,4,2904,BuffEffect
1209,687,1,3,4,1233,DamageEffect
1213,688,1,3,4,1234,DamageEffect
1217,689,1,3,4,1235,DamageEffect
1219,690,1,3,3,2964,SkillController
1220,691,1,3,3,2965,SkillController
1224,694,1,3,3,2966,SkillController
1226,696,1,3,3,2968,SkillController
1227,697,1,3,4,1239,DamageEffect
1228,697,2,3,5,2417,SpecialEffect
1229,698,1,3,4,1240,DamageEffect
1230,698,2,3,5,2418,SpecialEffect
1231,699,1,3,4,1241,DamageEffect
1232,699,2,3,5,2419,SpecialEffect
1233,700,1,3,4,1242,DamageEffect
1234,700,2,3,5,2420,SpecialEffect
1235,701,1,3,4,1243,DamageEffect
1236,701,2,3,5,2421,SpecialEffect
1237,702,1,3,4,1244,DamageEffect
1238,702,2,3,5,2422,SpecialEffect
1241,695,1,3,3,2975,SkillController
1261,709,2,3,5,2450,SpecialEffect
1264,709,1,3,5,2460,SpecialEffect
1265,725,1,3,3,2959,BuffEffect
1267,726,1,3,3,2961,BuffEffect
1268,727,1,3,3,2962,BuffEffect
1290,713,1,3,5,1012,InteractionEffect
1298,728,1,3,5,3013,SkillController
1299,730,2,3,5,3014,SkillController
1300,730,1,3,4,2999,BuffEffect
1301,732,1,3,4,1264,DamageEffect
1303,733,1,3,3,3016,SkillController
1304,732,2,3,4,3009,BuffEffect
1305,734,1,3,4,1266,DamageEffect
1307,734,2,3,4,3010,BuffEffect
1309,452,2,3,4,1267,DamageEffect
1310,735,1,3,4,1268,DamageEffect
1312,735,2,3,4,3011,BuffEffect
1313,451,2,3,4,3012,BuffEffect
1314,736,1,3,4,1269,DamageEffect
1317,737,1,3,4,3014,BuffEffect
1319,737,2,3,4,1270,DamageEffect
1320,2,6,3,3,2479,SpecialEffect
1321,16,7,3,3,2480,SpecialEffect
1322,210,3,3,3,2481,SpecialEffect
1323,24,4,3,3,2482,SpecialEffect
1324,32,4,3,3,2483,SpecialEffect
1325,73,5,3,3,2484,SpecialEffect
1326,87,5,3,3,2485,SpecialEffect
1327,118,5,3,3,2486,SpecialEffect
1329,521,1,3,3,2488,SpecialEffect
1330,246,1,3,3,2489,SpecialEffect
1331,738,1,3,4,1271,DamageEffect
1332,738,2,3,4,2490,SpecialEffect
1333,738,3,3,4,3015,BuffEffect
1334,738,4,3,5,2491,SpecialEffect
1337,740,2,3,3,2494,SpecialEffect
1339,740,1,3,5,3029,SkillController
1340,739,1,3,3,2496,SpecialEffect
1341,742,1,3,5,1048,InteractionEffect
1342,743,1,3,5,1049,InteractionEffect
1343,744,1,3,5,1050,InteractionEffect
1344,745,1,3,5,1051,InteractionEffect
1345,746,1,3,5,1052,InteractionEffect
1346,747,1,3,5,1053,InteractionEffect
1347,748,1,3,5,1054,InteractionEffect
1348,749,1,3,5,1055,InteractionEffect
1351,706,1,3,5,3041,SkillController
1352,706,2,3,3,457,BubbleEffect
1353,752,1,3,4,1293,DamageEffect
1354,752,2,3,4,2510,SpecialEffect
1355,752,4,3,3,458,BubbleEffect
1356,752,3,3,5,2511,SpecialEffect
1358,753,1,3,3,3044,SkillController
1427,787,1,3,4,3169,BuffEffect
1428,790,1,1,3,2576,SpecialEffect
1430,791,1,1,3,2578,SpecialEffect
1432,791,2,1,3,2580,SpecialEffect
1433,791,3,1,3,2581,SpecialEffect
1434,791,4,3,3,2582,SpecialEffect
1435,794,1,1,5,2583,SpecialEffect
1436,795,1,1,4,1345,DamageEffect
1437,795,2,1,4,2584,SpecialEffect
1438,797,2,3,3,2586,SpecialEffect
1439,797,1,3,3,2587,SpecialEffect
1440,797,3,3,3,2588,SpecialEffect
1441,797,5,3,3,2589,SpecialEffect
1444,798,1,3,5,2592,SpecialEffect
1445,798,2,1,4,3189,BuffEffect
1446,799,1,3,5,2593,SpecialEffect
1447,799,2,1,4,3190,BuffEffect
1448,800,1,3,5,2594,SpecialEffect
1449,800,2,1,4,3191,BuffEffect
1451,798,3,1,4,1359,DamageEffect
1452,799,3,1,4,1360,DamageEffect
1453,800,3,1,4,1361,DamageEffect
1457,797,4,3,3,2597,SpecialEffect
1464,804,1,3,4,3205,BuffEffect
1465,804,2,3,4,1369,DamageEffect
1466,709,3,3,3,2612,SpecialEffect
1477,811,1,3,4,1378,DamageEffect
1482,813,1,3,4,3108,SkillController
1483,814,1,3,4,3109,SkillController
1498,821,1,3,5,3141,SkillController
1499,822,1,3,5,2656,SpecialEffect
1500,822,2,3,3,2657,SpecialEffect
1505,822,3,3,3,2659,SpecialEffect
1507,627,3,3,4,3296,BuffEffect
1508,628,2,3,4,3297,BuffEffect
1509,629,2,3,4,3299,BuffEffect
1510,687,2,3,4,3300,BuffEffect
1511,688,2,3,4,3301,BuffEffect
1512,689,2,3,4,3302,BuffEffect
1517,686,2,3,4,1433,DamageEffect
1519,843,1,3,4,3350,BuffEffect
1522,825,1,3,3,2718,SpecialEffect
1523,825,2,3,3,2719,SpecialEffect
1525,827,1,3,5,2721,SpecialEffect
1526,847,1,3,4,1461,DamageEffect
1527,847,2,3,4,3407,BuffEffect
1530,853,1,3,3,2723,SpecialEffect
1533,854,1,3,3,2725,SpecialEffect
1543,862,2,3,3,2731,SpecialEffect
1544,862,1,3,3,2732,SpecialEffect
1545,862,3,3,3,2733,SpecialEffect
1546,863,1,3,3,2736,SpecialEffect
1547,863,2,3,3,2737,SpecialEffect
1548,863,3,3,3,2738,SpecialEffect
1549,863,4,3,3,2739,SpecialEffect
1550,863,5,3,3,2740,SpecialEffect
1551,863,6,3,3,2741,SpecialEffect
1552,864,1,1,4,1475,DamageEffect
1553,864,2,4,3,2742,SpecialEffect
1554,864,3,4,3,2743,SpecialEffect
1555,865,1,3,4,2744,SpecialEffect
1556,865,2,3,4,2745,SpecialEffect
1557,866,1,1,4,1476,DamageEffect
1558,866,2,4,3,2746,SpecialEffect
1559,866,3,4,3,2747,SpecialEffect
1570,96,1,3,5,2793,SpecialEffect
1571,108,1,3,5,2794,SpecialEffect
1572,109,1,3,5,2795,SpecialEffect
1574,883,1,3,4,1490,DamageEffect
1575,883,2,3,5,2797,SpecialEffect
1576,884,1,3,4,1491,DamageEffect
1577,884,2,3,5,2798,SpecialEffect
1580,887,1,3,5,2804,SpecialEffect
1581,861,1,1,5,1204,InteractionEffect
1582,873,1,1,5,1205,InteractionEffect
1583,874,1,1,5,1206,InteractionEffect
1584,875,1,1,5,1207,InteractionEffect
1585,876,1,1,5,1208,InteractionEffect
1586,877,1,1,5,1209,InteractionEffect
1587,879,1,1,5,1210,InteractionEffect
1588,878,1,1,5,1211,InteractionEffect
1589,880,1,1,5,1212,InteractionEffect
1590,882,1,1,5,1213,InteractionEffect
1591,889,1,3,4,1215,InteractionEffect
1592,891,1,3,4,1217,InteractionEffect
1593,892,1,3,4,1218,InteractionEffect
1607,905,2,3,3,2848,SpecialEffect
1608,905,1,3,3,2849,SpecialEffect
1609,906,1,3,3,2850,SpecialEffect
1610,906,3,3,3,2851,SpecialEffect
1611,908,1,3,4,2852,SpecialEffect
1612,909,1,3,4,1525,DamageEffect
1615,909,2,3,4,3491,BuffEffect
1616,909,3,3,4,2855,SpecialEffect
1617,910,1,3,4,2859,SpecialEffect
1618,911,1,3,4,1530,DamageEffect
1619,913,1,3,1,3251,SkillController
1620,913,2,3,3,662,BubbleEffect
1621,914,1,3,4,663,BubbleEffect
1622,916,1,3,3,3252,SkillController
1623,917,1,3,4,3509,BuffEffect
1624,918,1,3,4,1259,InteractionEffect
1625,919,3,3,4,3253,SkillController
1634,925,1,1,4,3256,SkillController
1635,925,2,3,3,2865,SpecialEffect
1637,919,1,3,3,2871,SpecialEffect
1639,926,1,3,4,1546,DamageEffect
1640,926,2,3,4,2874,SpecialEffect
1641,928,1,3,4,1547,DamageEffect
1642,928,2,3,4,2875,SpecialEffect
1643,926,3,3,4,2876,SpecialEffect
1644,928,3,3,4,2877,SpecialEffect
1645,929,1,3,4,1548,DamageEffect
1646,929,2,3,4,2878,SpecialEffect
1647,929,3,3,4,2879,SpecialEffect
1648,930,1,3,4,1549,DamageEffect
1649,930,2,3,4,2880,SpecialEffect
1650,930,3,3,4,2881,SpecialEffect
1656,925,3,3,3,2892,SpecialEffect
1657,919,2,3,3,2893,SpecialEffect
1658,926,4,3,3,2894,SpecialEffect
1659,928,4,3,3,2895,SpecialEffect
1660,929,4,3,3,2896,SpecialEffect
1661,930,4,3,3,2897,SpecialEffect
1668,940,2,1,5,2905,SpecialEffect
1669,941,2,1,5,2906,SpecialEffect
1670,943,2,1,5,2907,SpecialEffect
1671,944,2,1,5,2908,SpecialEffect
1675,941,1,1,5,2911,SpecialEffect
1676,940,1,1,5,2912,SpecialEffect
1677,943,1,1,5,2913,SpecialEffect
1678,944,1,1,5,2914,SpecialEffect
1680,945,1,1,3,2918,SpecialEffect
1681,946,1,1,5,2919,SpecialEffect
1682,932,1,3,4,1275,InteractionEffect
1686,947,1,1,3,2923,SpecialEffect
1687,948,1,1,5,67,SpawnGimmickEffect
1689,939,1,1,4,1557,DamageEffect
1694,842,1,3,5,2934,SpecialEffect
1699,954,1,1,5,2971,SpecialEffect
1700,118,6,3,3,208,DispelEffect
1701,955,1,1,5,2973,SpecialEffect
1707,962,1,1,4,1590,DamageEffect
