id,name,category_id,main_model_id,door_model_id,stair_model_id,auto_z,gate_exists,hp,repair_cost,garden_radius,family,taxation_id,guard_tower_setting_id,cinema_id,cinema_radius,auto_z_offset_x,auto_z_offset_y,auto_z_offset_z,alley,extra_height_above,extra_height_below,deco_limit,comments,absolute_deco_limit,housing_deco_limit_id,is_sellable
17,wall_diagonal,3,74,0,0,f,f,1000,100,0.0,wall_diagonal,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
18,wall_diagonal_slope_1,3,75,0,0,f,f,1000,100,0.0,wall_diagonal_slope_1,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
19,wall_diagonal_slope_1_m,3,76,0,0,f,f,1000,100,0.0,wall_diagonal_slope_1_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
20,wall_diagonal_slope_2,3,77,0,0,f,f,1000,100,0.0,wall_diagonal_slope_2,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
21,wall_diagonal_slope_2_m,3,78,0,0,f,f,1000,100,0.0,wall_diagonal_slope_2_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
22,wall_diagonal_slope_3,3,79,0,0,f,f,1000,100,0.0,wall_diagonal_slope_3,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
23,wall_diagonal_slope_3_m,3,80,0,0,f,f,1000,100,0.0,wall_diagonal_slope_3_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
24,wall_diagonal_m,3,81,0,0,f,f,1000,100,0.0,wall_diagonal_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
25,wall gap,2,82,0,0,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
26,목재 성벽 계단,4,868,,,f,f,200000,100,0.0,castle_common_woodbridge,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
27,누이아 성벽 계단 B,4,875,,,f,f,1000,100,0.0,누이아 성벽 계단 B,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
28,gate,14,85,86,0,f,t,1000,100,0.0,gate,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
29,gate_diagonal,14,87,,,f,t,1000,100,0.0,gate_diagonal,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
30,stronghold,5,88,89,0,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
31,hs_house_a,1,90,0,0,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
32,hs_house_a_brown,1,91,0,0,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
33,hs_house_b,1,92,0,0,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
34,hs_house_b_brown,1,93,0,0,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
35,hs_house_c,1,94,0,0,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
36,hs_sawmill_a,1,95,0,0,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
37,hs_stable_a,1,96,0,0,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
38,hs_stonemasonshop_a,1,97,0,0,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
39,hs_barrackhouse_a,1,98,0,0,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
40,hs_farmhouse1,1,99,0,0,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
41,석재 가공 제작대,9,995,,,t,f,1000,100,4.0,hs_common_workshop_Rc,11,0,,30.0,0.0,0.0,0.0,0.5,10.0,10.0,40,,47,,t
42,옷감 가공 제작대,9,996,,,t,f,1000,100,4.0,hs_common_workshop_Cl,11,0,,30.0,0.0,0.0,0.0,0.5,10.0,10.0,40,,47,,t
43,목재 가공 제작대,9,997,,,t,f,1000,100,4.0,hs_common_workshop_Wd,11,0,,30.0,0.0,0.0,0.0,0.5,10.0,10.0,40,,47,,t
44,housing_farmhouse_a,1,103,0,0,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
45,foundation,6,3,1,1,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
46,mass_test_l,1,131,,,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
47,mass_test_m_a,1,132,,,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
48,mass_test_m_b,1,133,,,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
49,mass_test_s,1,134,,,t,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
50,castle.wall_hi,3,144,,,f,f,1000,100,0.0,castle.wall_hi,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
51,castle.wall_hi_m,3,145,,,f,f,1000,100,0.0,castle.wall_hi_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
52,castle.wall_hi_slope_2,3,146,,,f,f,1000,100,0.0,castle.wall_hi_slope_2,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
53,castle.wall_hi_slope_2_m,3,147,,,f,f,1000,100,0.0,castle.wall_hi_slope_2_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
54,castle.wall_hi_slope_4,3,148,,,f,f,1000,100,0.0,castle.wall_hi_slope_4,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
55,castle.wall_hi_slope_4_m,3,149,,,f,f,1000,100,0.0,castle.wall_hi_slope_4_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
56,castle.wall_hi_slope_6,3,150,,,f,f,1000,100,0.0,castle.wall_hi_slope_6,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
57,castle.wall_hi_slope_6_m,3,151,,,f,f,1000,100,0.0,castle.wall_hi_slope_6_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
58,castle.wall_hi_diagonal,3,152,,,f,f,1000,100,0.0,castle.wall_hi_diagonal,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
59,castle.wall_hi_diagonal_m,3,153,,,f,f,1000,100,0.0,castle.wall_hi_diagonal_m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
60,castle.wall_hi_diagonal_slope_2,3,154,,,f,f,1000,100,0.0,castle.wall_hi_diagonal_slope_2,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
61,castle.wall_hi_diagonal_slope_2m,3,155,,,f,f,1000,100,0.0,castle.wall_hi_diagonal_slope_2m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
62,castle.wall_hi_diagonal_slope_4,3,156,,,f,f,1000,100,0.0,castle.wall_hi_diagonal_slope_4,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
63,castle.wall_hi_diagonal_slope_4m,3,157,,,f,f,1000,100,0.0,castle.wall_hi_diagonal_slope_4m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
64,castle.wall_hi_diagonal_slope_6,3,158,,,f,f,1000,100,0.0,castle.wall_hi_diagonal_slope_6,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
65,castle.wall_hi_diagonal_slope_6m,3,159,,,f,f,1000,100,0.0,castle.wall_hi_diagonal_slope_6m,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
66,castle.tower_hi_1,2,160,,,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
67,castle.tower_hi_2,2,161,,,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
76,wienhouse_tri60,1,296,,,t,t,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
77,wienhouse_weird60,1,305,,,t,t,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
78,wienhouse_tri120,1,286,,,t,t,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
79,녹색 지붕 소형 주택,1,296,,,t,t,1600,100000,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
80,붉은 지붕 소형 주택,1,305,,,t,t,1600,100000,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
83,녹색 지붕 중형 주택,1,286,,,t,t,4000,300000,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
84,붉은 지붕 중형 주택,1,373,,,t,t,4000,300000,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
86,막사,1,296,,,t,t,1000,0,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
87,푸른 지붕 소형 주택,1,380,,,t,t,1600,100000,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
88,푸른 지붕 중형 주택,1,391,,,t,t,4000,300000,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
89,호박머리 허수아비 텃밭,17,1253,,,t,f,500,100,8.0,hs_common_farm_a,9,0,,30.0,0.0,0.0,0.0,1.0,10.0,10.0,40,,51,0,f
90,철재 가공 제작대,9,994,,,t,f,1000,100,4.0,hs_common_workshop_Mt,11,0,,30.0,0.0,0.0,0.0,0.5,10.0,10.0,40,,47,,t
92,가죽 가공 제작대,9,998,,,t,f,1000,100,4.0,hs_common_workshop_Lt,11,0,,30.0,0.0,0.0,0.0,0.5,10.0,10.0,40,,47,,t
93,이즈나 타워,2,531,,,f,f,5000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
94,이즈나 성벽,3,534,,,f,f,5000,100,0.0,이즈나 성벽,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
95,이즈나 성벽,3,535,,,f,f,5000,100,0.0,이즈나 성벽,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
96,소형 주택 B,1,380,,,t,t,500,0,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
97,병영,1,541,,,t,f,2000,0,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
98,병참,1,546,,,t,f,2000,0,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
99,녹색 지붕 소형 주택(동영상용),1,722,,,t,t,1600,10,10.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
100,붉은 지붕 소형 주택(동영상용),1,737,,,t,t,1600,10,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
101,녹색 지붕 중형 주택(동영상용),1,921,,,t,t,4000,10,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
102,붉은 지붕 중형 주택(동영상용),1,941,,,t,t,4000,10,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
103,푸른 지붕 소형 주택(동영상용),1,707,,,t,t,1600,10,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
104,푸른 지붕 중형 주택(동영상용),1,906,,,t,t,4000,10,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
105,소형 텃밭(동영상용),1,443,,,t,f,500,10,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
106,중형 텃밭(동영상),1,447,,,t,f,1000,10,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
107,성벽짓기테스트,3,692,,,f,f,1000,100,0.0,성벽짓기테스트,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
108,성루짓기테스트,2,697,,,f,f,1000,100,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
109,신규 마당 반지름 테스트용_누이아 중형(11),1,1140,,,t,t,1500,50000,11.0,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
110,누이아 소형 주택 A형_cbt4,1,707,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
111,누이아 소형 주택 B형_cbt4,1,712,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
112,누이아 소형 주택 C형_cbt4,1,717,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
113,누이아 소형 주택 D형_cbt4,1,722,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
114,누이아 소형 주택 E형_cbt4,1,727,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
115,누이아 소형 주택 F형_cbt4,1,732,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
116,누이아 소형 주택 G형_cbt4,1,737,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
117,누이아 소형 주택 H형_cbt4,1,742,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
118,누이아 소형 주택 I형_cbt4,1,747,,,t,t,1500,50000,7.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
119,누이아 방어 성탑,2,792,1000,1001,f,t,600000,10000,0.0,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
120,누이아 성탑,2,797,1004,1001,f,t,600000,10000,0.0,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
121,누이아 성벽,3,802,,,f,f,400000,8000,0.0,nuia wall,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
122,누이아 성벽,3,807,,,f,f,400000,8000,0.0,nuia wall_slope_1,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
123,누이아 성벽,3,836,,,f,f,400000,8000,0.0,nuia wall_slope_1_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
124,누이아 성벽,3,817,,,f,f,400000,8000,0.0,nuia wall_diagonal,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
125,누이아 성벽,3,822,,,f,f,400000,8000,0.0,nuia wall_diagonal_slope_1,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
126,누이아 성벽,3,846,,,f,f,400000,8000,0.0,nuia wall_diagonal_slope_1_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
127,누이아 성벽,3,812,,,f,f,400000,8000,0.0,nuia wall_slope_2,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
128,누이아 성벽,3,841,,,f,f,400000,8000,0.0,nuia wall_slope_2_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
129,누이아 성벽,3,827,,,f,f,400000,8000,0.0,nuia wall_diagonal_slope_2,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
130,누이아 성벽,3,851,,,f,f,400000,8000,0.0,nuia wall_diagonal_slope_2_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
131,인터랙션 테스트용,9,894,,,t,t,1000000,100,7.5,,11,0,,30.0,0.0,0.0,0.0,1.0,0.0,10.0,40,,60,0,f
132,훈련용 누이아 A형 타워,2,792,,,f,f,4000,1,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
133,훈련용 누이아 B형 타워,2,797,,,f,f,4000,1,0.0,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
134,훈련용 누이아 성벽,3,802,,,f,f,2000,1,0.0,훈련용 누이아 성벽,1,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
135,누이아 성문,14,870,1004,1001,f,t,1000000,8000,0.0,누이아 성문,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
136,누이아 저택,12,877,,,t,t,300000,100,22.0,hs_nuia_mansion_01,7,0,,30.0,0.0,4.0,1.0,1.0,10.0,10.0,40,,208,9,t
137,누이아 저택,12,882,,,t,t,300000,100,22.0,hs_nuia_mansion_02,7,0,,30.0,0.0,4.0,1.0,1.0,10.0,10.0,40,,208,9,t
138,누이아 저택,12,887,,,t,t,300000,100,22.0,hs_nuia_mansion_03,7,0,,30.0,0.0,4.0,1.0,1.0,10.0,10.0,40,,208,9,t
139,수호탑,1,894,,,t,f,1000000,100,0.0,,1,1,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
140,누이아 중형 주택 A형_cbt4,1,906,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
141,누이아 중형 주택 B형_cbt4,1,911,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
142,누이아 중형 주택 C형_cbt4,1,916,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
143,누이아 중형 주택 D형_cbt4,1,921,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
144,누이아 중형 주택 E형_cbt4,1,926,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
145,누이아 중형 주택 F형_cbt4,1,931,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
146,누이아 중형 주택 G형_cbt4,1,936,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
147,누이아 중형 주택 H형_cbt4,1,941,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
148,누이아 중형 주택 I형_cbt4,1,946,,,t,t,15000,500000,9.5,,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
149,테스트 중형 주택,1,906,,,t,t,8000,200000,9.5,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
150,테스트 저택,1,877,,,t,t,30000,500000,16.5,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
151,누이아 붉은 지붕 저택(동영상용),1,877,,,t,t,1000,100,16.5,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
152,누이아 푸른 지붕 저택(동영상용),1,882,,,t,t,1000,100,16.5,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
153,누이아 녹색 지붕 저택(동영상용),1,887,,,t,t,1000,100,16.5,,1,,,30.0,0.0,0.0,0.0,0.0,0.0,10.0,40,,60,0,f
155,방갈로 테스트,15,1382,,,f,t,200000,100,11.0,방갈로 테스트,1,0,,30.0,0.0,0.0,-5.0,1.0,0.0,0.0,40,,60,,f
156,목재 성벽 계단,4,1002,,,f,f,200000,100,0.0,castle_common_woodbridge_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
157,양식장,7,1013,,,t,f,500,100,8.0,hs_common_seafarm_a,9,0,,30.0,0.0,0.0,0.0,0.5,10.0,10.0,40,,51,,t
158,하리하라 성벽,3,1067,,,f,f,400000,8000,0.0,harihara_wall,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
159,하리하라 성벽,3,1079,,,f,f,400000,8000,0.0,harihara_wall_slope_1,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
160,하리하라 성벽,3,1094,,,f,f,400000,8000,0.0,harihara_wall_slope_1_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
161,하리하라 성벽,3,1097,,,f,f,400000,8000,0.0,harihara_wall_slope_2,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
162,하리하라 성벽,3,1100,,,f,f,400000,8000,0.0,harihara_wall_slope_2_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
163,하리하라 성벽,3,1103,,,f,f,400000,8000,0.0,harihara_wall_diagonal,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
164,하리하라 성벽,3,1106,,,f,f,400000,8000,0.0,harihara_wall_diagonal_slope_1,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
165,하리하라 성벽,3,1109,,,f,f,400000,8000,0.0,harihara_wall_diagonal_slope_1_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
166,하리하라 성벽,3,1112,,,f,f,400000,8000,0.0,harihara_wall_diagonal_slope_2,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
167,하리하라 성벽,3,1115,,,f,f,400000,8000,0.0,harihara_wall_diagonal_slope_2_m,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
168,하리하라 성탑,2,1064,1058,1001,t,t,600000,8000,0.0,harihara_tower,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
169,하리하라 방어 성탑,2,1061,1000,1001,t,t,600000,8000,0.0,harihara_guard_tower,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
170,하리하라 성문,14,1057,1058,1001,f,t,1000000,8000,0.0,harihara_gate,1,0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,40,,60,0,f
171,초가지붕 농장,18,1082,,,t,t,1500,100,11.0,hs_common_farmhouse_a,10,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,10,t
172,아담한 누이아 주택,1,1116,,,t,t,1500,100,7.5,hs_nuia_S01_Br_01,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
173,아담한 누이아 주택,1,1117,,,t,t,1500,100,7.5,hs_nuia_S01_Br_02,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
174,아담한 누이아 주택,1,1118,,,t,t,1500,100,7.5,hs_nuia_S01_Br_03,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
175,아담한 누이아 주택,1,1119,,,t,t,1500,100,7.5,hs_nuia_S01_Gr_01,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
176,아담한 누이아 주택,1,1120,,,t,t,1500,100,7.5,hs_nuia_S01_Gr_02,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
177,아담한 누이아 주택,1,1121,,,t,t,1500,100,7.5,hs_nuia_S01_Gr_03,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
178,아담한 누이아 주택,1,1128,,,t,t,1500,100,7.5,hs_nuia_S01_Rr_01,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
179,아담한 누이아 주택,1,1129,,,t,t,1500,100,7.5,hs_nuia_S01_Rr_02,2,0,,30.0,0.0,0.0,1.0,1.0,10.0,10.0,40,,51,1,t
