id,quest_context_text_kind_id,quest_context_id,text
5610,2,1649,곧 그림자 매 단원들이 올 텐데 루브크라프스 박사의 제자들과 부딪히는 소란을 피하고 싶다는 것이다.
5611,2,1649,나는 타카가 이곳에 있는 게 확실한지 먼저 알고 싶은 마음에 그 말대로 하기로 했다.
5999,2,1710,침묵의 거상 앞에서는 안델프에서 온 드워프 조사관들이 골머리를 앓고 있었다.
6000,2,1710,"셸링의 동료들로 보이는 이 드워프들은 돌의 형제회를 일소하기 위해 왔으나, 부족한 지원으로 진행이 여의치 않은 상황이었다."
6001,2,1710,그 드워프들 중 아도르노라는 이는 나를 알아보며 자신들을 도와 침묵의 거상 내부에서 가짜 현인 노릇을 하고 있는 하일트 바임하르트라는 자를 처치해달라고 부탁했다.
6002,2,1710,그가 준 정보에 따르면 하일트 바임하르트라는 자의 거처로 들어가기 위해서는 현장감독의 로트방이 지닌 열쇠가 필요한 것 같다.
6003,2,1712,"마르쿠제와 아도르노, 벤야민은 돌의 형제회에 납치된 자신들의 동료 아렌트를 구해달라고 부탁했다."
6004,2,1712,그들에 의하면 아렌트는 침묵의 거상 최하층에 있는 감옥에 있다고 한다. 하루 속히 아렌트를 저 침묵의 거상에서 빼내야 한다.
6005,2,1713,가짜 현인으로 행세하던 하일트의 품속에서 기이한 빛을 발하는 조각을 발견했다.
6006,2,1713,이것은 분명 모래먼지 마을의 장로 맥기가 꿈에도 그리워하던 거인의 핵 조각이었다. 이것을 맥기에게 가져다 준다면 분명 기뻐할 것이다.
6007,2,1715,조사관 벤야민은 하일트가 아키움 정련에 성공했는지 여부가 주 관심사였다. 그는 침묵의 거상 지하에 있는 화학공장에서 아키움 폐기물을 갖다달라고 했다.
6008,2,1715,벤야민은 화학공장의 오염된 양동이에 그 아키움 폐기물이 담겨있을 것이라고 했다. 돌의 형제회가 아키움 정련에 성공했다면 안델프로서는 큰 불이익일 수밖에 없다.
6019,2,1720,침묵의 거상 안에서 농땡이 치는 광부들과 만났다. 그들은 잡담을 나누던 중 내 일행이 온 것을 눈치채자 암구호를 대보라고 이야기했다.
6076,1,1735,World 10163 9769 145 (NPC 제니) 로 이동해서 테스트 하는것을 추천
6238,2,2309,에간은 주술사 그렐이 잿빛안개 부락에 머물면서 나를 기다린다고 했다.
6239,2,2309,바람자취 부족장 아바란마라도 말했었다. 내가 이곳에 처음 도착해서 맡겼던 상자의 정체를 주술사 그렐이 알아냈다고. 아마도 그 일과 관련해서 부르는 것이리라.
6240,2,2309,에간까지 일부러 보내어 전갈을 보낸 그렐의 정체가 궁금해진 나는 직접 만나보기로 했다.
6241,2,2315,주술사 그렐이 상자 안의 물건이 구슬이라고 말하는 순간 나는 힘이 쭉 빠졌다.
6242,2,2315,"원대륙에서 선장이 죽어가며 맡긴 물건, 그래서 힘겹게 여기까지 가져온 물건이 구슬이었다니.... 대체 구슬에 어떤 의미가 있기에 그런 것일까."
6243,2,2315,그렐은 구슬의 정체와 내 운명을 확인해보자며 직접 가지고 낮의 눈에 있는 제단으로 가서 바치라고 했다.
6244,2,2318,체아민은 내 이야기를 흥미롭게 들었다. 그리고는 내가 가져온 구슬을 향로에 넣어서 낮의 눈 수호신에게 응답을 듣자고 했다.
6245,2,2319,주술사 그렐은 소리꾼 벨레테를 찾기 위해 우선 옥시언 상단의 마그리나스라는 사람을 만나보라며 그에게 전할 편지를 주었다.
6246,2,2321,점장이 마이라는 소리꾼 벨레테가 아마도 흰구름결 부락으로 간 것 같다고 했다.
6247,2,2321,<정화의 아키움을 그에게 맡기는 것이 내 최후의 노래가 될지도 모른다.>라는 문장은 무슨 뜻인지 모르겠다고 고개를 갸웃했다.
6248,2,2321,나는 흰구름결 부락의 부족장 이흐테마라를 만나보기로 했다.
6249,2,2324,이흐테마라는 크게 상심한 듯 했다. 부족의 많은 전사를 잃어서 앞으로 이끌어갈 희망이 없다며 지금은 신경 쓰이니 엘렉이라는 수하에게 가서 묻고 싶은 걸 물으라고 했다.
6252,2,2406,마그리나스는 소리꾼 벨레테와 마지막으로 대화를 나눈 사이한이 거미 무리 근처에 갔다가 실종되었다고 했다.
6253,2,2406,사이한이 아직 살아있을지 모른다는 말에 나는 반신반의하며 거미들이 있는 벌판으로 가보았다.
6259,2,2347,"전사 소크타흐가 해석한 바에 따르면, 이흐테마라가 소리꾼 벨레테를 안개 동굴로 몰아넣은 이유가 벨레테가 보관 중이던 정화의 아키움을 차지하기 위해서였다고 한다."
6260,2,2347,벨레테는 잠시 맡기려 했을 뿐이고 이흐테마라는 그것을 갖기를 원했다. 그 사실을 안 전사 소크타흐는 이는 페레의 신념과 긍지를 모독한 배신 행위라고 언성 높여 말했다.
6261,2,2347,^엘렉이나 오틸다 등은 이흐테마라의 악행을 알면서도 움직이지 않는 것을 보니 다른 힘을 빌려야겠다며 [주술사 하바]에게 벨레테의 마지막 기록을 보여주라고 했다.
6262,2,2330,주술사 하바는 흰구름결 부족의 힘을 모아 이흐테마라를 족장 자리에서 물러나게 만들겠다고 했다. 그리고 나에게 새로운 부탁을 했다.
6263,2,2330,이흐테마라가 얼마 전 이곳에 들른 하리하란 상단에게 정화의 아키움을 넘긴 게 분명하다고 한다. 그러니 하리하란 상단을 뒤쫓아서 정화의 아키움을 찾아야 한다는 것이다.
6264,2,2330,정화의 아키움은 페레의 원대륙 진출을 위해 꼭 필요한 물건이니 되찾아야 한다면서 나에게 호랑이 등뼈 산맥으로 가달라고 했다.
6265,2,2330,그곳의 불꽃 매 협곡에 있는 달범 부족장 사로마라를 만나라면서 그가 주는 밀서는 화려한 이동하는 제국의 문양으로 봉인되어 있었다.
6266,2,2419,그 수상한 자들을 찾아야겠다고 하자 쇠모루 마을이나 기계 제작소로 향했을 거라고 했다.
6267,2,2419,^기계 제작소에 입이 가볍고 기계 제작소와 쇠모루 마을에서 일어난 일은 무엇이든  떠벌이는 앙브리지라는 주민이 있으니 그를 만나서 수상한 자들의 행방을 물어보라고 했다.
6268,2,2420,브라디는 검은 망토를 쓴 기분 나쁜 자들이 쇠모루 마을에 들렀다가 떠나는 걸 보았지만 그 이상은 모르겠다고 했다.
6269,2,2420,그러면서 나에게 페레들은 거미 숲 근처에 모여 야영하고 있으니 그들에게 도움을 달라고 하면 더 나을 것이라고 했다. 나는 브라디가 말한대로 그곳에 가보기로 했다.
6273,2,2421,"야르를 비롯한 이들 일행은 폭풍질주라는, 하리하란에게 노예처럼 부려지는 테미캣들을 주축으로 페레가 이동하는 제국을 강성하게 일으키는 걸 목표로 하는 집단이라고 했다."
6274,2,2421,이흐테마라가 정화의 아키움을 하리하란에게 넘겨서 여기까지 찾으러 온 것을 말하자 야르는 크게 분개했다. 정화의 아키움은 페레의 희망이라는 것이다.
6275,2,2421,지금 하리하란에게 쫓겨난 이렇게 거미 숲에서 야영이나 하는 신세의 페레를 구원할 물건이라며 반드시 찾아달라고 부탁했다.
6276,2,2421,근처 기계 폐기장에도 폭풍질주들이 있으니 그곳에 가서 에르힌이라는 자를 찾으라고 했다. 그 수상한 자들이 길을 따라왔으면 에르힌의 눈을 못 피했을 거라는 것이다.
6277,2,2422,에르힌은 이곳에 머무는 폭풍질주의 주술사 도니은 역시 그 수상한 자들을 보고 이상하다며 뒤쫓았다고 했다.
6278,2,2422,도니은이 지금쯤 그 자들에 대해 알아낸 것이 있을지 모르니 직접 만나보라고 했다.
6287,2,1414,경호원도 있는데 굳이 그런 일을 내게 시키는 이유가 마땅치 않았지만 도니은이 이 상황을 예견했다는 말에 흥미가 생겨서 돕기로 했다.
6288,2,2426,비쥬는 그 저택 안에 대한 정보를 얻기 위해 얼마 전에도 요하른이라는 사람이 찾아왔었다면서 그를 만나보라고 했다.
6289,2,2426,그 수상한 저택은 호랑이 눈 중앙의 호수를 가로질러 반대편에 있다고 했다. 요하른은 근래에 계속 그 앞을 배회 중이니 찾을 수 있을 거라고 했다.
6290,2,2427,요하른은 이 수상한 저택의 2층에 있는 낡은 서가에서 비밀 서류를 보았지만 도망 중이라 못 가지고 나왔다면서 그걸 찾아서 갖다달라고 했다.
6291,2,2427,그 안에 분명 정화의 아키움에 대한 이야기도 있다는 말에 나는 한번 저택 안으로 들어가보기로 했다.
6292,2,2428,요하른은 나에게 정화의 아키움을 찾고 싶으면 폭풍질주와 다시 만나서 이야기를 해보라고 했다. 혼자서 찾기는 무리라는 것이다.
6293,2,2428,그는 호수 근처에서 배회하는 한 페레가 폭풍질주일 거라고 지목했다. 나는 그가 가리킨 리시온이라는 사람에게 다가갔다.
6294,2,2429,내가 호랑이 눈까지 오게 된 경위와 정화의 아키움에 대해 이야기하자 리시온은 충격받은 듯 했다.
6295,2,2429,고심하던 그는 악마 추종자에 접근하기 위해서는 마하데비로 가야 할 것이라며 그 지역 열대우림 경비초소의 말자하르를 만나라고 했다.
6302,2,2442,"원대륙에서 가져온 기계장치를 또다시 잃고 말았다. 그림자 매가 한 번 가져갔던 이후로 이런 일은 다시 잃어나지 않을 줄 알았는데, 역시 세상에 믿을 사람 하나 없다!"
6303,2,2442,나라에서 빼앗아 갈 줄이야. 그것도 내가 오길 기다리면서 호랑이 등뼈 산맥을 넘어가는 곳을 지키고 있었다니. 대체 그 기계장치가 뭐길래 이렇게까지 한단 말인가?
6304,2,2442,이렇게 된 이상 나도 물러서지 않는다. 친구와도 헤어져 떠난 여행길이다.^ 놈들이 기계장치 분석을 맡길 거라는 데펙티나에게 가자. 그 다음은 어떻게든 상황을 바꿔보겠어.
6305,2,2443,기술자 데펙티나는 내게 더러운 욕망 1호를 불러낼 수 있는 상자를 건넸다. 생각을 전달해 주는 기계라는 것 같다. 더러운 욕망이라니! 대체 무슨 의뢰가 들어 오는 거지?
6306,2,2444,데펙티나는 더러운 욕망 1호가 벌써 이야기를 전했을 거라며 가서 상황을 알아보라고 했다. 정말 그 기계가 내 마음을 읽어서 전해줬다면 제련소의 상황은 엉망진창일 것이다.
6307,2,2444,나는 자칭 서방 이슈바라 왕가 수하라는 자들이 크게 당황하길 바랬다. 자신들이 건진 게 횡재가 아니라 볼 품 없는 쓰레기라고 생각하고 손 떼는 게 내가 바라는 거다.
6308,2,2444,^기술자 데펙티나의 분석 기계 마브 49호가 알아서 잘 해줬기를 바라며 제련소로 갔다.
6309,2,2445,"총독의 심부름꾼은 몹시 분노했다. 갑자기 옆에 있던 내게 마브49호를 망치로 때리라고 할 정도였다. 나는 얼결에 망치를 받았지만, 때려야 할지 확신이 서지 않았다."
6310,2,2445,심부름꾼이 분개하며 하는 말을 슬쩍 잘 들어보니 총독 몰래 한 건 올려서 출세하려 했던 모양이다. 이 녀석이 원흉이었단 말이야? 다행히 녀석은 내 얼굴을 모르는 것 같다.
6311,2,2445,"진짜 서방 이슈바라 왕가에서 내 물건을 뺏으려 든 게 아니라 다행이긴 하지만, 역시 화가 난다!^ ...그런다고 해서 내가 총독의 심부름꾼보다 권력이 있는 것도 아니니 일단은 눈치를 보자."
6312,2,2445,시키는 대로 하고 나면 나와 마브49호가 원한 것처럼 더 이상 관심 가지지 않겠지.
6313,2,2446,마브49호는 기계장치를 주면서 거미숲 앞에 있는 다르비스를 만나라고 했다. ...말했다고 해야 할까? 설명하기 어렵지만 마브49호는 옆에 있는 심부름꾼에게 들리지 않는 방식으로 말했다.
6314,2,2447,다르비스는 마브49호가 부탁해서 구해둔 부품을 모두 잃어버렸다고 했다! 나라야나들은 원래 다 이런가? 역시 하리하란이 가장 빠릿빠릿 일을 잘한다니까...
6315,2,2447,"이대로는 안되겠어, 어떻게든 하지 않으면! 부품을 삼켰다는 남 데비강 악어를 탈탈 털어서 다 되찾아 와야겠다."
6316,2,2448,다르비스는 기계 폐기장에 마지막 부품을 가진 사람이 있다고 했다. 넝마주이가 구한 부품이라면 중고품이 아닌가? 좀 찝찝하지만 어쩔 수 없지. 새 것이 좋은데.
6317,2,2449,"넝마주이는 내게서 받은 기계장치에 마지막 부품을 끼우더니 자신의 옆에서 그걸 작동시켜 달라고 부탁했다. 이런, 이 물건에 사람이 더 얽히는 건 곤란한데..."
6318,2,2449,"내가 돌려 말해 거절하려 했지만 넝마주이의 눈은 이미 호기심으로 가득했다. 그림자 매까지 들먹여 봤는데! 넝마주이의 나라야나 친구가 그림자 매보다 믿을만 하단 말인가, 흥미롭다."
6319,2,2449,이 일이 끝나면 나도 물 안개 숲에 있다는 나라야나 친구와 친분을 좀 쌓아봐야겠다. 지긋지긋한 그림자 매를 떨쳐낼 수 있다면 어느 친구든 좋다.
6320,2,2450,"푸른 전나무회 다라얀은 야타 방목장의 자나르간이 그림자 매를 혼내줄 계획을 세우고 있다고 했다. 다행이다, 이 어리숙해 보이는 친구가 계획을 세우는 건 아니었군."
6321,2,2451,자나르간이 세운 계획이란 서방 이슈바라 왕가에 그림자 매에 대해 일러바치는 거였다. 그리고 내게도 서방 이슈바라 왕가에서 보낸 요원에게 내가 겪은 일을 증언해 달라는 것이다.
6322,2,2451,왕가에서 보낸 요원은 호랑이 눈에 있다고 한다. 호랑이 눈에는 호랑이 등뼈 산맥을 관리하는 총독이 살고 있을텐데 심기가 몹시 불편하겠군.
6323,2,2452,좀 위험하지만 총독에게 왕가의 요원에 대해 물어보려 했는데 총독은 듣기 귀찮다는 듯 귀를 막아 버렸다. 참 눈치 없는 자다.
6324,2,2452,"부탁할 게 있으면 자신의 비서에게 절이라도 하라는 것이다. 아니, 내가 못할 줄 알고? 상단 일로 뼈가 굵은 나다. 이 정도 아부는 아무 것도 아냐!"
6325,2,2453,"내가 누구를 찾는지 눈치챈 총독 비서 엘루아스는 조용히, 하지만 친절하게 왕가의 요원이 어디 있는지 알려 주었다. 내 예상대로 총독의 심기를 거슬려 갇혀버린 모양이었다."
6326,2,2453,"호랑이 눈의 비행선 정거장에 철창을 놓고 가둬버렸다고 한다. 비서는 박하잎도 주면서, 그자가 기절해 있거든 써서 깨우라고 당부했다."
6327,2,2453,절 한번 한 대가로는 꽤 괜찮은 거래였다.
6328,2,2454,요원 페이스라는 북 데비 강 상류에 있는 동굴 속에서 수호자 다브나가 있을 거라고 했다. 자신이 그림자 매를 잡기 위한 공동 작전을 짜 놓고 그를 보냈는데 그 뒤로 갇혀버렸다는 것이다.
6329,2,2454,"내가 할 일은 가서 다브나에게 작전을 실행할 때가 되었다고 알리는 일이다. 좋아, 가보자."
6330,2,2456,수호자 다브나는 단단히 준비했는지 결연한 태도로 나라야나의 포승줄을 건넸다. 이걸로 동굴 위쪽에 올라가면 있는 그림자 매 정예 요원들을 꽁꽁 묶으라면서.
6331,2,2456,포승줄에는 마법이 담겨 있는 것 같지만 이걸로 잘 될까? 게다가 다른 그림자 매들이 가만 있지는 않을텐데... 화만 돋굴 거 같다. 영리하게 행동하자. 포승줄로 묶고 처치해 버려야지.
6332,2,2458,수호자 다브나는 내 기계장치가 여왕이 잃어버렸다고 알려진 물건인 것 같아 마하데비 관문에 있는 말자하르에게 보내뒀다고 했다. 이런... 다라얀이 그새 오지랖 넓게 저질러 버렸군.
6333,2,2458,괜히 나라야나에게 기계장치를 맡겼나 싶기도 하지만 그래도 그 편이 당시엔 안전해 보였다. 이미 배달되어 버렸으니 찾으러 가는 수밖에 없다.
6334,2,2458,일단 마하데비 관문에 가 보기로 했다.
6409,2,2230,원대륙에서 돌아온 나는 선장에게서 받은 상자를 바로 열어봤다. 안에는 기계장치로 추정되는 네모난 물건이 들어 있었다. 암호를 열었더니 다시 암호가 있는 기분이었다!
6410,2,2230,원대륙에서 겪은 일은 결국 하나도 이득이 된 게 없었기 때문에 기계장치도 별 거 없을 거 같았다. 나는 기계장치를 친구 하메르에게 맡겨두고 상단 일에 몰두했다.
6411,2,2230,하지만 어처구니 없게도 점을 치러 갔다가 시체를 발견하고 사람들에게 오해를 사고 말았다. 나는 소문의 진원지를 쫓다가 하토라까지 왔다.
6412,2,2230,"마침 하메르가 사는 곳이기도 해서 집에 들러 볼까 했는데, 하메르의 부인 메디아나가 하토라 입구에서 나를 기다리고 있었다. 하메르가 나를 찾는다면서."
6413,2,2230,그 살인 사건 소문을 듣고 찾는 모양이다. 일단 하토라 안에 들어가 봐야겠다.
6414,2,2231,"하메르는 내가 원대륙에서 가져온 기계장치를 언급하며, 마침 하토라에 온 기계 공학자에게 이게 무엇인지 물어보자고 했다. 자신의 생각에 이 물건이 아주 귀중한 것이라는 거다."
6415,2,2231,얼마 전에 하메르가 기계장치를 들고 시장에 나갔는데 누군가 기계장치를 뚫어져라 지켜봤단다. 그때 이 물건이 아주 귀중할 거라고 생각한 모양이다. ...어라? 시장에 가져갔다고?
6416,2,2231,"내가 추궁했지만 하메르는 웅덩이 진흙 속 미꾸라지 마냥 빠져나갔다. 투덜대고 싶었지만 아쉬운 건 나라서, 그냥 그만두었다."
6417,2,2233,"자칭 기계 공학자의 가방 안에는 여러 종류의 무기와 수상한 약품들만 들어 있었다! 내 직감이 위험 신호를 보냈다. 하메르에게 돌아가야 한다, 빨리!"
6418,2,2234,하메르는 마른 볕 쉼터에 문신의 대가가 살고 있다고 했다. 내가 본 매 문신도 그 사람이 알지도 모르겠다. 혹은 그 사람이 직접 누군가에게 해 줬을지도 모르지.
6419,2,2234,"나는 문신 장인 오르페를 찾아가 보기로 했다. 그 기계장치가 뭔지는 몰라도, 내 것을 빼앗기고 가만히 있는 건 말도 안되는 짓이다!"
6420,2,2234,"하메르가 여전히 이 일에 낄 생각인 듯 보여서 일단 말렸다. 하메르나, 부인인 메디아나나 가족 같은 친구들이고, 가족을 다치게 할 수는 없다. 비록 그 가족 때문에 생긴 일이라도 말이다."
6421,2,2234,"하메르는 부인인 메디아나를 의식한듯, 알겠다고 대답했다."
6422,2,2349,문신 장인 오르페는 내게 낡은 폭죽을 하나 주었다. 그리고 마을 밖에 있는 고장난 무지개 장치들 옆에서 터트리라고 했다. 이 무슨 엉뚱한 짓이지?
6423,2,2349,오르페는 그러면 누군가 내게 아는 체를 해줄 거라고 했다. 일종의 비밀 접선 방법인 것 같다. 어쩔 수 없군.
6424,2,2349,이대로 정말 그림자 매를 만나게 되는 모양이다. 어떻게 해야 하지? 기계장치를 달라고 할 수도 없다. 엄청난 비밀 집단인 모양이니...일단 가입하겠다고 한 다음 어떤 집단인지 알아봐야겠다.
6427,2,2351,"카시우스는 신입 요원들이 환영식을 준비했다며 근처에 있던 또 다른 커다란 나무를 가리켰다. 그래, 이건 분명 이상하군. 하지만 이제 와서 도망가면 아무 것도 알아낼 수 없을 거다."
6428,2,2352,"그림자 매에게 잡혀 있던 포로는 피죽 한번 못 먹은 몰골로 철창 안에 있었다. 그래도 어디 좋은 가문의 자식인 듯, 더러워진 옷은 상당히 고가로 보였다."
6429,2,2352,그는 지친 목소리로 마른 볕 쉼터에 있는 굽은 등 상단원 베단에게 자신이 여기 있다고 알려달라고 했다.
6430,2,2352,아마 그 상단과 관계 있는 사람인 것 같은데 지금 당장 철창에서 꺼내기엔 기운이 너무 없어 보였다. 어서 가서 알려주고 구조하게 하는게 최선이겠지.
6431,2,2353,사실 큰 기대는 하지 않았다. 아무리 크다 해도 상단에서 비밀 조직이 가져간 물건의 행방을 알 수 있을 리가 없었다. 그래도 모래알을 헤는 심정으로 베단에게 물어보았다.
6432,2,2353,베단은 정말 뭔가 생각난듯 내게 선뜻 요청서 하나를 내주었다.
6433,2,2353,"정화의 웅덩이에 자신의 상단 상품 기록원이 있는데, 그 사람은 상단 물건 뿐만 아니라 이 무지개 벌판을 오가는 온갖 합법 불법 물건을 몰래 지켜보는 정보통이라는 것이다!"
6434,2,2353,하지만 마지막 사실은 비밀인지 그는 조용하고 은밀하게 말해 주었다. 나도 그 비밀을 지켜줘야겠다.
6435,2,2353,한 가지 배웠다. 1등 상단을 운영하려면 모든 물품의 움직임을 어떻게든 알고 있어야 한다는 것을...
6440,2,2355,굽은 등 상단 짐마차를 지키고 있었던 용병 아그나는 매우 흡족한 것 같았다. 모습과는 어울리지 않게 산전 수전 겪은 아저씨같은 말투로 날 칭찬했다.
6441,2,2355,그녀는 너른 소매 마을의 촌장이자 용의 길 상단 연합의 수장인 알로토스를 만나라고 했다. 그분이 뭐든 해주실 거라면서 말이다.
6442,2,2356,알로토스는 내게 호랑이 등뼈 산맥 관문으로 가라고 말했다. 자신이 그 동네 기계 공학자 대부분을 아는데 누군가는 기계장치가 뭔지 알거라는 것이다.
6443,2,2356,호랑이 등뼈 산맥에 가서도 알로토스의 이름이 통할 거라니 다행이다. 하지만 불길한 이야기도 해줬다. 내 기계장치를 노리는 자들이 많은 것 같다는 말이었다.
6444,2,2356,선장이 준 이 물건이 그렇게 대단한 물건인가? 대체 뭔지 알아내고야 말겠어.
6450,1,3655,문제 없음
6451,2,3655,문제 없음
6452,3,3655,문제 없음
6453,4,3655,문제 없음
6454,5,3655,문제 없음
6457,1,3874,마하데비 인던 입장을 위해서 20레벨로 캐릭터가 셋팅되며 20레벨대 아이템이 지급 됩니다.
6462,1,4290,왕실 첩보부에서 살피라를 숭배하는 무리들의 이상한 움직임을 감지했다고 한다. 그들을 처치하라.
6466,1,3089,
6467,3,4445,무지개 벌판 첫걸음의 언덕에 발을 내디뎠습니다.
6468,3,4446,화강암 채석장 언덕에 올라섰습니다.
6469,3,4447,무지개 벌판의 큰 나무에 올라섰습니다.
6470,3,4448,마른 볕 쉼터 전망대를 방문했습니다.
6471,3,4449,마른 들판의 무지개 바위에 올라섰습니다.
6472,3,4450,바오밥 나무 사이를 지나갔습니다.
6473,3,4451,뱀의 틈 지붕에 발을 내디뎠습니다.
6474,3,4452,뱀의 틈 숨겨진 동굴을 발견했습니다.
6475,3,4453,너른 소매 마을 전망대에 올라섰습니다.
6476,3,4454,바이암 소굴 산등성이에 발을 내디뎠습니다.
6477,3,4455,요정의 은신처를 발견했습니다.
6478,3,4456,요정의 나무 꼭대기에 발을 내디뎠습니다.
6479,3,4457,잊혀진 성 꼭대기에 발을 내디뎠습니다.
6480,3,4458,초승달 왕좌의 분수대에 발을 내디뎠습니다.
6481,3,4459,솔즈리언 문 정상을 정복했습니다.
6482,3,4460,촌장의 집 지붕 위에 올라왔습니다.
6483,3,4461,초승달 왕좌 동쪽 선착장을 발견했습니다.
6484,3,4462,우윳빛 강 마을의 폭포 뒤편을 발견했습니다.
6485,3,4463,폐광의 끝을 발견하였습니다.
6486,3,4464,솔즈리드 수중 동굴을 발견하였습니다.
6487,3,4467,하르파 수련장의 노래하는 바위에 발을 내디뎠습니다.
6488,3,4468,하르파 수련장의 지붕 위에 올라섰습니다.
6489,3,4469,숲의 인도자 나무 위에 발을 내디뎠습니다.
6490,1,4470,숲의 주인이 한눈에 들어오는 자리를 발견하였습니다.
6491,3,4471,숲의 주인 유적지 위에 발을 내디뎠습니다.
6492,3,4472,그위오니드 석상에 올라섰습니다.
6493,3,4473,제식 광장의 기둥 위에 올라섰습니다.
6494,3,4474,잊혀진 신전 기둥 위에 발을 내디뎠습니다.
6495,3,4475,가시덤불이 한눈에 들어오는 장소를 발견하였습니다.
6496,3,4476,누온의 거리가 내려다보이는 장소를 발견하였습니다.
6497,3,4480,파오 지붕 위에 올라섰습니다.
6498,3,4481,눈사자 훈련소 지붕에 발을 내디뎠습니다.
6499,3,4482,탄생의 절벽에 발을 내디뎠습니다.
6500,3,4483,탄생의 절벽이 마주 보이는 봉우리를 발견하였습니다.
6501,3,4484,낮의 눈 위에 올라섰습니다.
6502,3,4485,밤의 눈 위에 올라섰습니다.
6503,3,4486,안개 동굴 내부를 탐험하였습니다.
6504,3,4487,박쥐 동굴 내부를 탐험하였습니다.
6505,3,4488,낮의 눈이 내려다보이는 장소를 발견하였습니다.
6506,3,4489,주거지역이 내려다보이는 바위산을 발견하였습니다.
6507,3,4491,남 데비강 상류 폭포 수원지를 발견하였습니다.
6508,3,4492,제련소 지붕 위에 발을 내디뎠습니다.
6509,3,4493,기계 제작 건물의 유독가스를 가까이 들이마셨습니다.
6510,3,4494,철광산 선로의 끝에 다다랐습니다.
6511,3,4495,쇠모루 마을의 첨탑 위에 올라섰습니다.
6512,3,4496,거미 나무 위에 올라섰습니다.
6513,3,4497,기계 폐기장의 거대 톱니바퀴 위에 발을 내디뎠습니다.
6514,3,4498,침묵하는 기계 뒤편을 발견하였습니다.
6515,3,4499,수정 호수의 부러진 나무 기둥 위에 올라섰습니다.
6516,3,4500,호랑이 눈의 지붕에 발을 내디뎠습니다.
6517,3,4501,호랑이 눈의 분수대 위에 올라섰습니다.
6518,3,4502,할 하파의 잔영을 발견하였습니다.
6519,3,4504,북 데비강 상류 늪지대 나무 위에 올라섰습니다.
6520,3,4505,북 데비강 상류 폭포에 다다랐습니다.
6521,3,4506,코볼트 동굴의 천장 빈자리를 발견하였습니다.
6522,3,4508,난파된 배를 발견하였습니다.
6523,3,4509,초승달 항구 선착장 아래에 다다랐습니다.
6524,3,4510,바라기 마을의 망루에 올라섰습니다.
6525,3,4511,부서진 조각상 위에 발을 내디뎠습니다.
6526,3,4512,부러진 고목의 흔적을 발견하였습니다.
6527,3,4513,작은 바위에 오르는 것에서 시작되는 탐험의 길
6528,3,4514,남의 집 지붕에 올라섰습니다.
6529,3,4515,하토라 담장의 끝에 다다랐습니다.
6530,3,4516,마른 볕 쉼터가 내려다보이는 바위에 올라섰습니다.
6531,3,4517,황야가 내려다보이는 커다란 바위에 올라섰습니다.
6532,3,4520,초승달 왕좌가 내려다보이는 언덕에 다다랐습니다.
