id,skill_id,item_id,amount
589,20453,25567,1
590,20453,25568,1
591,20453,25569,1
592,20453,25570,1
595,20453,25571,1
596,20453,25572,1
597,20453,25573,1
598,20453,25574,1
599,20453,25575,1
600,20453,25576,1
601,20453,26547,1
602,20456,25577,1
603,20456,25578,1
604,20456,25579,1
605,20456,25580,1
606,20456,25581,1
607,20456,25583,1
608,20456,25582,1
609,20456,25584,1
610,20456,25585,1
611,20456,25586,1
612,20456,26552,1
613,20457,26553,1
614,20458,25587,1
615,20458,25588,1
616,20458,25589,1
617,20458,25590,1
618,20458,25591,1
619,20458,25592,1
620,20458,25593,1
621,20458,25594,1
622,20458,25595,1
623,20458,25596,1
624,20458,26555,1
625,20459,26556,1
626,20460,26559,1
628,20461,25597,1
629,20461,25598,1
630,20461,25605,1
631,20461,25609,1
632,20461,25610,1
633,20461,25611,1
634,20461,25612,1
635,20461,25613,1
636,20461,25614,1
637,20461,25615,1
638,20461,26558,1
639,20462,25616,1
640,20463,26561,1
641,20462,25617,1
642,20462,25618,1
643,20462,25619,1
644,20462,25620,1
645,20462,25621,1
646,20462,25622,1
647,20462,25623,1
648,20462,25624,1
649,20462,25625,1
650,20462,26560,1
651,20465,26563,1
652,20464,25626,1
653,20464,25627,1
654,20464,25628,1
655,20464,25629,1
657,20464,25630,1
658,20464,25631,1
659,20464,25632,1
660,20464,25633,1
661,20464,25634,1
662,20464,25635,1
663,20464,26562,1
664,20468,25636,1
665,20467,26564,1
666,20468,25637,1
667,20468,25638,1
668,20468,25639,1
669,20468,25640,1
670,20468,25641,1
671,20468,25642,1
672,20468,25643,1
673,20468,25644,1
674,20468,25645,1
675,20468,26565,1
676,20471,26566,1
677,20470,25646,1
678,20470,25647,1
679,20470,25648,1
680,20470,25649,1
681,20470,25650,1
682,20470,25651,1
683,20470,25652,1
684,20470,25653,1
685,20470,25654,1
686,20470,25655,1
687,20470,26567,1
688,20472,26569,1
689,20473,25442,1
690,20473,25443,1
691,20473,25444,1
692,20473,25445,1
693,20473,25446,1
694,20473,25447,1
695,20473,25448,1
696,20473,25449,1
697,20473,25450,1
698,20473,25451,1
699,20473,26568,1
700,20475,25452,1
701,20474,26570,1
702,20475,25453,1
703,20475,25454,1
704,20475,25455,1
705,20475,25456,1
706,20475,25457,1
707,20475,25458,1
708,20475,25459,1
709,20475,25460,1
710,20475,25461,1
711,20475,26571,1
712,20476,25462,1
713,20477,26573,1
714,20476,25463,1
715,20476,25464,1
716,20476,25465,1
717,20476,25466,1
718,20476,25467,1
719,20476,25468,1
720,20476,25469,1
721,20476,25470,1
722,20476,25471,1
723,20476,26572,1
724,20478,26575,1
725,20479,25472,1
726,20479,25474,1
727,20479,25475,1
728,20479,25476,1
729,20479,25477,1
730,20479,25478,1
731,20479,25479,1
732,20479,25480,1
733,20479,25481,1
734,20479,25482,1
735,20479,26574,1
736,20481,25483,1
737,20480,26577,1
738,20481,25484,1
739,20481,25485,1
740,20481,25486,1
741,20481,25487,1
743,20481,25488,1
744,20481,25489,1
745,20481,25490,1
746,20481,25491,1
747,20481,25492,1
748,20481,26576,1
749,20482,26579,1
750,20483,25493,1
751,20483,25494,1
752,20483,25495,1
753,20483,25496,1
754,20483,25497,1
755,20483,25498,1
756,20483,25499,1
757,20483,25500,1
758,20483,25501,1
759,20483,25502,1
760,20483,26578,1
761,20485,25503,1
762,20484,26581,1
763,20485,25504,1
764,20485,25505,1
765,20485,25506,1
766,20485,25507,1
767,20485,25508,1
768,20485,25509,1
769,20485,25510,1
770,20485,25511,1
771,20485,25512,1
772,20485,26580,1
773,20491,26583,1
774,20490,25513,1
776,20490,25514,1
777,20490,25515,1
778,20490,25516,1
779,20490,25517,1
780,20490,25518,1
781,20490,25519,1
782,20490,25520,1
783,20490,25521,1
784,20490,25522,1
785,20490,25523,1
786,20490,25524,1
787,20490,25525,1
788,20490,25526,1
789,20490,25527,1
790,20490,25528,1
791,20490,26582,1
792,20535,18389,1
793,20596,26781,1
794,20599,26649,1
795,20600,26651,1
796,20601,26653,1
797,20602,26654,1
798,20603,26657,1
799,20604,26658,1
800,20605,26661,1
802,20648,26722,1
803,20436,26505,1
804,20437,26505,1
805,20438,26505,1
806,20439,26505,1
807,20655,26722,1
808,20656,26722,1
809,20657,26722,1
812,20988,26885,1
813,20995,26891,1
814,21102,26959,1
815,21103,26960,1
818,21636,27393,1
819,21637,27395,1
820,21638,27396,1
821,21639,27399,1
822,21641,27407,1
823,21649,27409,1
824,21650,27472,1
825,21662,27473,1
826,21664,27479,1
827,21663,27472,1
828,21666,27482,1
831,22045,27809,1
832,22046,27811,1
833,22055,27884,1
834,22056,27812,1
835,22056,27813,1
836,22056,27814,1
837,22056,27815,1
838,22056,27816,1
839,22056,27817,1
840,22056,27818,1
841,22056,27819,1
842,22056,27820,1
843,22056,27821,1
844,22056,27883,1
845,22057,27886,1
846,22058,27822,1
847,22058,27823,1
848,22058,27824,1
849,22058,27825,1
850,22058,27826,1
851,22058,27827,1
852,22058,27828,1
853,22058,27829,1
854,22058,27830,1
855,22058,27831,1
856,22058,27885,1
857,22060,27888,1
858,22059,27832,1
859,22059,27833,1
860,22059,27834,1
861,22059,27835,1
862,22059,27836,1
863,22059,27837,1
864,22059,27838,1
865,22059,27839,1
866,22059,27840,1
867,22059,27841,1
868,22059,27887,1
869,22062,27890,1
870,22061,27842,1
871,22061,27843,1
872,22061,27844,1
873,22061,27845,1
874,22061,27846,1
875,22061,27847,1
876,22061,27848,1
877,22061,27849,1
878,22061,27850,1
879,22061,27851,1
881,22061,27889,1
882,22064,27892,1
883,22063,27852,1
884,22063,27853,1
885,22063,27854,1
886,22063,27855,1
887,22063,27856,1
888,22063,27857,1
889,22063,27858,1
890,22063,27859,1
891,22063,27860,1
892,22063,27861,1
893,22063,27891,1
894,22066,27894,1
895,22065,27862,1
896,22065,27863,1
897,22065,27864,1
898,22065,27865,1
899,22065,27866,1
900,22065,27867,1
901,22065,27868,1
902,22065,27869,1
903,22065,27870,1
904,22065,27871,1
905,22065,27893,1
906,22068,27896,1
907,22067,27872,1
908,22067,27873,1
909,22067,27874,1
910,22067,27875,1
911,22067,27876,1
912,22067,27877,1
913,22067,27878,1
914,22067,27879,1
915,22067,27880,1
916,22067,27895,1
917,22083,27916,1
918,22480,28189,3
919,22481,28188,1
922,22501,28175,1
923,22502,28248,1
924,22502,28249,1
925,22502,28250,1
926,22502,28251,1
927,22502,28252,1
928,22502,28253,1
929,22502,28254,1
930,22502,28255,1
931,22502,28256,1
932,22502,28257,1
933,22502,28291,1
934,22503,28290,1
935,22510,28258,1
936,22510,28259,1
937,22510,28260,1
938,22510,28261,1
939,22510,28262,1
940,22510,28263,1
941,22510,28264,1
942,22510,28265,1
943,22510,28266,1
944,22510,28267,1
945,22510,28293,1
946,22511,28292,1
947,22513,28294,1
948,22514,28268,1
949,22514,28269,1
950,22514,28270,1
951,22514,28271,1
952,22514,28272,1
953,22514,28273,1
954,22514,28274,1
955,22514,28275,1
956,22514,28276,1
957,22514,28277,1
958,22514,28295,1
959,22517,28278,1
960,22517,28279,1
961,22517,28280,1
963,22517,28281,1
964,22517,28282,1
965,22517,28283,1
966,22517,28284,1
967,22517,28285,1
968,22517,28286,1
969,22517,28287,1
970,22517,28307,1
971,22516,28306,1
972,22567,28301,1
973,22568,28302,1
977,22593,28175,1
978,22594,28175,1
979,22595,28175,1
980,22596,28175,1
981,22597,28175,1
982,22598,28175,1
983,22600,28175,1
984,22601,28175,1
985,22602,28175,1
986,22603,28175,1
987,22599,28175,1
988,22604,28175,1
989,22605,28175,1
990,22606,28175,1
991,22607,28175,1
992,22608,28175,1
993,22610,28175,1
994,22609,28175,1
995,22611,28175,1
996,22612,28175,1
997,22614,28175,1
998,22613,28175,1
999,22615,28175,1
1000,22616,28175,1
1001,22617,28175,1
1002,22618,28175,1
1003,22619,28175,1
1004,22621,28175,1
1005,22622,28175,1
1006,22623,28175,1
1007,22624,28175,1
1008,22625,28175,1
1009,22626,28175,1
1010,22627,28175,1
1011,22628,28175,1
1012,22629,28175,1
1013,22630,28175,1
1014,22631,28175,1
1015,22632,28175,1
1016,22633,28175,1
1017,22634,28175,1
1018,22635,28175,1
1020,22957,28762,1
1021,22962,28871,1
1022,22981,28915,1
1026,23313,29413,1
1027,23314,29415,1
1028,23315,29414,1
1029,23316,29416,1
1030,23420,29480,1
1031,23462,29281,1
1032,23465,29716,1
1033,23495,27405,1
1035,23522,29730,1
1036,23696,29820,1
1037,23873,29968,1
8000001,8000015,23633,1
