id,idx,name,x,y,w,h,image_map,linked_zone_group_id,parent_sub_zone_id,category_id,sound_id,sound_pack_id
32,32,벌거숭이 언덕,0.0,0.0,0.0,0.0,0,0,0,10,0,0
33,33,오스카 극단 야영지,0.0,0.0,0.0,0.0,0,0,0,10,,
34,34,나뭇잎 섬,0.0,0.0,0.0,0.0,0,0,0,10,0,0
35,35,양 방목장,0.0,0.0,0.0,0.0,0,0,0,10,0,0
36,36,고블린 소굴,0.0,0.0,0.0,0.0,0,0,0,10,0,0
37,37,마리아노플,10597.052632,11648.0,1178.947368,709.0526316,0,2,0,10,,192
38,38,여름잎 강,0.0,0.0,0.0,0.0,0,0,0,10,0,0
39,39,하피 동굴,0.0,0.0,0.0,0.0,0,0,0,10,0,0
40,40,쇠의 길,0.0,0.0,0.0,0.0,0,0,0,10,0,0
41,41,마리아노플의 별,0.0,0.0,0.0,0.0,0,0,37,10,,192
42,42,제작 지구,0.0,0.0,0.0,0.0,0,0,37,10,,192
43,43,티본의 농장,0.0,0.0,0.0,0.0,0,0,0,10,0,0
44,44,티본의 농장 창고,0.0,0.0,0.0,0.0,0,0,0,10,0,0
45,45,폐허가 된 농장,0.0,0.0,0.0,0.0,0,0,0,10,0,0
46,46,버리의 농장,0.0,0.0,0.0,0.0,0,0,0,10,0,0
47,47,구름 협곡,0.0,0.0,0.0,0.0,0,0,0,52,,0
48,48,서늘한 장기판,0.0,0.0,0.0,0.0,0,0,0,52,,0
49,49,황혼노을 부락,0.0,0.0,0.0,0.0,0,0,0,52,,189
50,50,암흑갈기 오크 부락,0.0,0.0,0.0,0.0,0,0,0,52,,0
51,51,켄타우로스 부락,0.0,0.0,0.0,0.0,0,0,0,52,,0
52,52,은거자의 마을,0.0,0.0,0.0,0.0,0,0,0,52,,
53,53,은거자의 골짜기,0.0,0.0,0.0,0.0,0,0,0,52,,0
54,54,로카의 한 수,0.0,0.0,0.0,0.0,0,0,0,52,,0
55,55,로카의 발판,0.0,0.0,0.0,0.0,0,0,0,52,,0
56,56,흔들리는 벌판,0.0,0.0,0.0,0.0,0,0,0,52,,0
57,0,말라붙은 길,0.0,0.0,0.0,0.0,0,0,0,2,,0
58,0,아펜디엘의 거처,0.0,0.0,0.0,0.0,0,0,0,2,,0
59,0,주거지,0.0,0.0,0.0,0.0,0,0,0,2,,208
60,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,2,,208
61,0,로이스터 야영지,0.0,0.0,0.0,0.0,0,0,0,2,,184
62,0,공사 현장,0.0,0.0,0.0,0.0,0,0,0,2,,0
63,0,소란스러운 들판,0.0,0.0,0.0,0.0,0,0,0,2,0,0
64,0,나무의 길,0.0,0.0,0.0,0.0,0,0,0,2,0,0
65,0,릴리엇 강 하류,0.0,0.0,0.0,0.0,0,0,0,2,,
66,0,은둔자의 절벽,0.0,0.0,0.0,0.0,0,0,0,2,0,0
67,0,북부 칼바람 평원,0.0,0.0,0.0,0.0,0,0,0,2,0,0
68,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,2,,208
69,0,위험에 빠진 광산,0.0,0.0,0.0,0.0,0,0,0,2,0,0
70,0,거상의 무덤,0.0,0.0,0.0,0.0,0,0,0,2,0,0
71,0,피바람 절벽,0.0,0.0,0.0,0.0,0,0,0,2,0,0
72,0,모래 먼지 마을,0.0,0.0,0.0,0.0,0,0,0,2,,183
73,0,로즈엔드 초소,0.0,0.0,0.0,0.0,0,0,0,2,,
74,0,위험한 모래톱,0.0,0.0,0.0,0.0,0,0,0,2,0,0
75,0,파도의 거석군,0.0,0.0,0.0,0.0,0,0,0,2,0,0
76,0,핏빛안개 오크 초소,0.0,0.0,0.0,0.0,0,0,0,2,,
77,0,비밀 은신처,0.0,0.0,0.0,0.0,0,0,0,2,,0
78,0,드워프 야영지,0.0,0.0,0.0,0.0,0,0,0,2,,0
79,0,질박한 돌산 꼭대기,0.0,0.0,0.0,0.0,0,0,0,2,0,0
80,0,핏빛안개 부락,0.0,0.0,0.0,0.0,0,0,0,2,,
81,0,핏빛안개 광산,0.0,0.0,0.0,0.0,0,0,0,2,,
82,0,침묵의 거상,0.0,0.0,0.0,0.0,0,0,0,2,0,0
83,0,지워진 길,0.0,0.0,0.0,0.0,0,0,0,2,0,0
84,0,비명 협곡,0.0,0.0,0.0,0.0,0,0,0,2,0,0
85,0,도시 경비대,0.0,0.0,0.0,0.0,0,0,37,10,,192
86,0,위어드윈드 저택,0.0,0.0,0.0,0.0,0,0,37,10,,192
87,0,트리스테 저택,0.0,0.0,0.0,0.0,0,0,37,10,,192
88,0,노르예트 저택,0.0,0.0,0.0,0.0,0,0,37,10,,192
89,0,고급 상점가,0.0,0.0,0.0,0.0,0,0,37,10,,192
90,0,초원의 띠 초소,0.0,0.0,0.0,0.0,0,0,0,53,,0
91,0,로카 강,0.0,0.0,0.0,0.0,0,0,0,53,,
92,0,로카 강 하류,0.0,0.0,0.0,0.0,0,0,0,53,,
93,0,모링가 숲,0.0,0.0,0.0,0.0,0,0,0,53,,0
94,0,하리하란 야영지,0.0,0.0,0.0,0.0,0,0,0,53,,0
95,0,눈사자 바위,24461.0,7731.0,328.805756,197.0,22091,14,0,53,,
96,0,카파간 초원,0.0,0.0,0.0,0.0,0,0,0,53,,0
97,0,초원길 목축장,0.0,0.0,0.0,0.0,0,0,0,53,,0
98,0,로카의 은혜,0.0,0.0,0.0,0.0,0,0,0,53,,0
99,0,붉은발톱 부락,0.0,0.0,0.0,0.0,0,0,0,53,,189
100,0,바오밥 나무 언덕,0.0,0.0,0.0,0.0,0,0,0,53,,0
101,0,검은상아 밀렵단 전초 기지,0.0,0.0,0.0,0.0,0,0,0,53,,
102,0,초원의 흉터,0.0,0.0,0.0,0.0,0,0,0,53,,0
103,0,모래바람 초원,0.0,0.0,0.0,0.0,0,0,0,53,,0
104,0,불숨결 부락,0.0,0.0,0.0,0.0,0,0,0,53,,189
105,0,별의 눈물 오아시스,0.0,0.0,0.0,0.0,0,0,0,53,,0
106,0,정복자의 초원,0.0,0.0,0.0,0.0,0,0,0,53,,0
107,0,해그림자 회합터,0.0,0.0,0.0,0.0,0,0,0,53,,0
108,0,영광의 언덕,0.0,0.0,0.0,0.0,0,0,0,53,,0
109,0,메마른 오아시스,0.0,0.0,0.0,0.0,0,0,0,53,,0
110,0,왕궁,0.0,0.0,0.0,0.0,0,0,144,15,,192
111,0,집정관 저,0.0,0.0,0.0,0.0,0,0,144,15,,192
112,0,대륙 고고학회,0.0,0.0,0.0,0.0,0,0,144,15,,192
113,0,악마 전쟁의 흉터,0.0,0.0,0.0,0.0,0,0,0,15,,0
114,0,흙먼지 구릉,0.0,0.0,0.0,0.0,0,0,0,15,,0
115,0,올리비아노의 과수원,0.0,0.0,0.0,0.0,0,0,114,15,,
116,0,독안개 협곡,0.0,0.0,0.0,0.0,0,0,114,15,,0
117,0,안식의 숲,0.0,0.0,0.0,0.0,0,0,118,15,,0
118,0,은둔자의 거처,0.0,0.0,0.0,0.0,0,0,0,15,,0
119,0,흐느끼는 노천광산,0.0,0.0,0.0,0.0,0,0,118,15,,0
120,0,그믐녘 마을,0.0,0.0,0.0,0.0,0,0,119,15,,183
121,0,오색 들판,0.0,0.0,0.0,0.0,0,0,0,15,,0
122,0,처형장의 이슬,0.0,0.0,0.0,0.0,0,0,113,15,,0
123,0,들판의 농경지,0.0,0.0,0.0,0.0,0,0,121,15,,0
124,0,왕가 농경지,0.0,0.0,0.0,0.0,0,0,121,15,,0
125,0,영광의 해안,0.0,0.0,0.0,0.0,0,0,114,15,,0
126,0,검투 경기장,0.0,0.0,0.0,0.0,0,0,0,15,,0
127,0,전망대,0.0,0.0,0.0,0.0,0,0,114,15,,0
128,0,이즈나 왕도,0.0,0.0,0.0,0.0,0,0,0,15,,0
129,0,보름 거주지,0.0,0.0,0.0,0.0,0,0,121,15,,183
130,0,대륙 고고학회 조사단 야영지,0.0,0.0,0.0,0.0,0,0,113,15,,0
131,0,여명의 두 기둥,0.0,0.0,0.0,0.0,0,0,113,15,,0
132,0,동생의 요새,0.0,0.0,0.0,0.0,0,0,113,15,,0
133,0,악마 전쟁 공동묘지,0.0,0.0,0.0,0.0,0,0,113,15,,0
134,0,악마 전쟁의 위령비,0.0,0.0,0.0,0.0,0,0,113,15,,0
135,0,이즈나 화장터,0.0,0.0,0.0,0.0,0,0,113,15,,0
136,0,방패 능선,0.0,0.0,0.0,0.0,0,0,0,15,,0
137,0,철벽의 관문,0.0,0.0,0.0,0.0,0,0,136,15,,0
138,0,울부짖는 미노타우르스의 부락,0.0,0.0,0.0,0.0,0,0,136,15,,0
139,0,태양의 언덕,0.0,0.0,0.0,0.0,0,0,0,15,,0
140,0,상업 항구,0.0,0.0,0.0,0.0,0,0,0,15,,0
141,0,열기구 승강장,0.0,0.0,0.0,0.0,0,0,0,15,,0
142,0,침몰한 상선,0.0,0.0,0.0,0.0,0,0,0,15,,0
143,0,군사 항구,0.0,0.0,0.0,0.0,0,0,0,15,,0
144,0,이즈나,12664.827586,10048.0,1531.034483,919.1724138,0,8,0,15,,192
145,0,노예 지구,0.0,0.0,0.0,0.0,0,0,144,15,,192
146,0,제작 지구,0.0,0.0,0.0,0.0,0,0,144,15,,192
147,0,상업 지구,0.0,0.0,0.0,0.0,0,0,144,15,,192
148,0,보름 지구,0.0,0.0,0.0,0.0,0,0,144,15,,192
149,0,여신의 방패,0.0,0.0,0.0,0.0,0,0,0,15,,0
150,0,하얀 숲 나루터,0.0,0.0,0.0,0.0,0,0,0,6,0,0
151,0,향기로운 들판,0.0,0.0,0.0,0.0,0,0,0,6,0,0
152,0,송별의 뜰,0.0,0.0,0.0,0.0,0,0,0,6,0,0
153,0,돌을 위한 연회장,0.0,0.0,0.0,0.0,0,0,0,6,,0
154,0,거대한 벌집,0.0,0.0,0.0,0.0,0,0,0,6,,0
155,0,붉은 이끼 동굴,8646.0,13331.0,555.798584,333.0,21051,18,0,6,,
156,0,붉은 이끼 동굴 안쪽,0.0,0.0,0.0,0.0,0,0,0,6,,
157,0,분열된 십자로,0.0,0.0,0.0,0.0,0,0,0,6,0,0
158,0,자작나무 마을,0.0,0.0,0.0,0.0,0,0,0,6,,183
159,0,하얀 숲 서부,0.0,0.0,0.0,0.0,0,0,0,6,0,0
160,0,하얀 숲 남부,0.0,0.0,0.0,0.0,0,0,0,6,0,0
161,0,하얀 숲 동부,0.0,0.0,0.0,0.0,0,0,0,6,0,0
162,0,하얀 숲의 심장부,0.0,0.0,0.0,0.0,0,0,0,6,0,0
163,0,수호자의 부락,0.0,0.0,0.0,0.0,0,0,0,6,,183
164,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,6,,208
165,0,헤진 천막,0.0,0.0,0.0,0.0,0,0,0,6,,0
166,0,부러진 날개의 형제회 야영지,0.0,0.0,0.0,0.0,0,0,0,6,,0
167,0,검은갈기 일족 거점,0.0,0.0,0.0,0.0,0,0,0,6,,
168,0,성지기 언덕,0.0,0.0,0.0,0.0,0,0,0,13,0,0
169,0,불탄 성 감시 야영지,0.0,0.0,0.0,0.0,0,0,0,13,,184
170,0,일식 벌판,0.0,0.0,0.0,0.0,0,0,0,13,0,0
171,0,보름 분화구,0.0,0.0,0.0,0.0,0,0,0,13,0,0
172,0,바닷속 별,0.0,0.0,0.0,0.0,0,0,0,13,,
173,0,분출공,0.0,0.0,0.0,0.0,0,0,0,13,,0
174,0,불탄 성 노예농장,0.0,0.0,0.0,0.0,0,0,0,13,,0
175,0,난초 언덕,0.0,0.0,0.0,0.0,0,0,0,13,,0
176,0,불탄 성,0.0,0.0,0.0,0.0,0,0,0,13,,0
177,0,불탄 성 외성,0.0,0.0,0.0,0.0,0,0,0,13,,0
178,0,불탄 성  부두,0.0,0.0,0.0,0.0,0,0,0,13,,0
179,0,백색 군도,0.0,0.0,0.0,0.0,0,0,0,13,0,0
180,0,백색 군도 어촌 마을,0.0,0.0,0.0,0.0,0,0,0,13,,
181,0,청어 해적 마을,0.0,0.0,0.0,0.0,0,0,0,13,,0
182,0,시차일드 부두,0.0,0.0,0.0,0.0,0,0,0,13,,184
183,0,시차일드 별장,0.0,0.0,0.0,0.0,0,0,0,13,,0
184,0,타오르는 용암 연구소,0.0,0.0,0.0,0.0,0,0,0,13,,0
185,0,도망자들의 길,0.0,0.0,0.0,0.0,0,0,0,13,0,0
186,0,도망자들의 판자촌,0.0,0.0,0.0,0.0,0,0,0,13,,0
187,0,악마 사냥꾼의 폐가,0.0,0.0,0.0,0.0,0,0,0,13,,0
188,0,무지개 벌판,0.0,0.0,0.0,0.0,0,0,0,23,0,0
189,0,인적 없는 모래언덕,0.0,0.0,0.0,0.0,0,0,0,23,,0
190,0,황야 길목,0.0,0.0,0.0,0.0,0,0,0,23,0,0
191,0,암석 황무지,0.0,0.0,0.0,0.0,0,0,0,23,0,0
192,0,바위 둥지,0.0,0.0,0.0,0.0,0,0,0,23,0,0
193,0,마른 들판,0.0,0.0,0.0,0.0,0,0,0,23,0,0
194,0,정화의 웅덩이,0.0,0.0,0.0,0.0,0,0,0,23,,
195,0,호랑이 꼬리,0.0,0.0,0.0,0.0,0,0,0,23,0,0
196,0,뱀의 틈,0.0,0.0,0.0,0.0,0,0,0,23,0,0
197,0,핫산의 야영지,0.0,0.0,0.0,0.0,0,0,0,23,,
198,0,화강암 채석장,0.0,0.0,0.0,0.0,0,0,0,23,0,0
199,0,북쪽 마을,0.0,0.0,0.0,0.0,0,0,0,23,0,0
200,0,재활용 골짜기,0.0,0.0,0.0,0.0,0,0,0,23,0,0
201,0,작은 돌 야영지,0.0,0.0,0.0,0.0,0,0,0,23,0,0
202,0,큰 돌 야영지,0.0,0.0,0.0,0.0,0,0,0,23,0,0
203,0,하토라,0.0,0.0,0.0,0.0,0,0,0,23,,189
204,0,마른 볕  쉼터,0.0,0.0,0.0,0.0,0,0,0,23,,189
205,0,습격당한 짐마차,0.0,0.0,0.0,0.0,0,0,0,23,0,0
206,0,뱀눈 바이암 소굴,0.0,0.0,0.0,0.0,0,0,0,23,0,0
207,0,너른 소매 마을,0.0,0.0,0.0,0.0,0,0,0,23,,189
208,0,말라붙은 저수지,0.0,0.0,0.0,0.0,0,0,0,68,,
209,0,용 머리뼈,0.0,0.0,0.0,0.0,0,0,0,68,,
210,0,용 가슴뼈,0.0,0.0,0.0,0.0,0,0,0,68,,
211,0,용의 심장,0.0,0.0,0.0,0.0,0,0,0,68,,
212,0,천둥소리 요새,0.0,0.0,0.0,0.0,0,0,0,68,,
213,0,붉은 대지,0.0,0.0,0.0,0.0,0,0,0,68,,
214,0,용 꼬리뼈,0.0,0.0,0.0,0.0,0,0,0,68,,
215,0,용의 눈물 호수,0.0,0.0,0.0,0.0,0,0,0,68,,
216,0,말라붙은 저수지 야영지,0.0,0.0,0.0,0.0,0,0,0,68,,
217,0,메마른 섬,0.0,0.0,0.0,0.0,0,0,0,68,,
218,0,아이오나 마을,0.0,0.0,0.0,0.0,0,0,0,68,,183
219,0,갈색비늘 에키혼 야영지,0.0,0.0,0.0,0.0,0,0,0,68,,
220,0,라비스 마을,0.0,0.0,0.0,0.0,0,0,0,68,,183
221,0,뼈 울타리 야영지,0.0,0.0,0.0,0.0,0,0,0,68,,184
222,0,뼈 웅덩이 야영지,0.0,0.0,0.0,0.0,0,0,0,68,,
223,0,용 꼬리 뼈 언덕,0.0,0.0,0.0,0.0,0,0,0,68,,
224,0,붉은 흙 야영지,0.0,0.0,0.0,0.0,0,0,0,68,,184
225,0,붉은 흙 요새,0.0,0.0,0.0,0.0,0,0,0,68,,
226,0,거인 협곡: 거인의 요람,0.0,0.0,0.0,0.0,0,0,0,27,0,0
227,0,쇠의 마을,0.0,0.0,0.0,0.0,0,0,0,27,0,0
228,0,여름잎 강,0.0,0.0,0.0,0.0,0,0,0,27,0,0
229,0,거인 협곡,0.0,0.0,0.0,0.0,0,0,0,27,0,0
230,0,쇠의 길,0.0,0.0,0.0,0.0,0,0,0,27,0,0
231,0,곤 신전,0.0,0.0,0.0,0.0,0,0,0,27,0,0
232,0,눈덮인 지붕: 골렘 공장,0.0,0.0,0.0,0.0,0,0,0,27,0,0
233,0,눈덮인 지붕: 고르곤 동굴,0.0,0.0,0.0,0.0,0,0,0,27,0,0
234,0,눈덮인 지붕: 모래 동굴,0.0,0.0,0.0,0.0,0,0,0,27,0,0
235,0,여름잎 강가,0.0,0.0,0.0,0.0,0,0,0,27,0,0
236,0,태초의 요람: 주거지역,0.0,0.0,0.0,0.0,0,0,0,27,,208
237,0,거인 협곡: 어린 거인의 무덤,0.0,0.0,0.0,0.0,0,0,0,27,0,0
238,0,청동바위 들어가는 성문,0.0,0.0,0.0,0.0,0,0,0,27,0,0
239,0,신관 거주지,0.0,0.0,0.0,0.0,0,0,0,27,0,0
240,0,거인 협곡: 미노타우르스 서식지,0.0,0.0,0.0,0.0,0,0,0,27,0,0
241,0,바람 초원,0.0,0.0,0.0,0.0,0,0,0,24,0,0
242,0,바람그늘 마을,0.0,0.0,0.0,0.0,0,0,0,24,,183
243,0,가리여울 마을,0.0,0.0,0.0,0.0,0,0,0,24,,183
244,0,무너진 성채,0.0,0.0,0.0,0.0,0,0,0,24,,0
245,0,베어 산채,0.0,0.0,0.0,0.0,0,0,0,24,,0
246,0,론반 공작 성,0.0,0.0,0.0,0.0,21033,0,0,24,,
247,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,24,,208
248,0,여신의 손톱자국,0.0,0.0,0.0,0.0,0,0,0,24,,0
249,0,요정의 은신처,0.0,0.0,0.0,0.0,0,0,0,24,,0
250,0,릴리엇 갈림길,0.0,0.0,0.0,0.0,0,0,0,24,0,0
251,0,들맞이 벌판,0.0,0.0,0.0,0.0,0,0,0,24,0,0
252,0,서 론반 광산,11754.0,16305.0,240.345322,144.0,21031,6,0,24,,
253,0,동 론반 광산,13074.0,16232.0,330.474823,198.0,21032,6,0,24,,
254,0,노송그루 마을,0.0,0.0,0.0,0.0,0,0,0,24,,0
255,0,릴리엇 강,0.0,0.0,0.0,0.0,0,0,0,24,0,0
256,0,눈사자 휴식처,0.0,0.0,0.0,0.0,0,0,0,52,,
257,0,물안개 구릉지,0.0,0.0,0.0,0.0,0,0,0,52,,0
258,0,페레 정찰대 야영지,0.0,0.0,0.0,0.0,0,0,0,52,,0
259,0,솔롱고스 야영지,0.0,0.0,0.0,0.0,0,0,0,52,,
260,0,잿빛노을 부족,0.0,0.0,0.0,0.0,0,0,0,52,,0
261,0,바람날개 부족,0.0,0.0,0.0,0.0,0,0,0,52,,0
262,0,따뜻한 장기판,0.0,0.0,0.0,0.0,0,0,0,52,,0
263,0,피눈물 계단,0.0,0.0,0.0,0.0,0,0,0,52,,0
264,0,로카의 발판,0.0,0.0,0.0,0.0,0,0,0,52,,0
265,0,주거지역,0.0,0.0,0.0,0.0,0,0,0,52,,208
266,0,왕의 기둥,0.0,0.0,0.0,0.0,0,0,0,52,,0
267,0,북쪽 신하의 기둥,0.0,0.0,0.0,0.0,0,0,0,52,,0
268,0,남쪽 신하의 기둥,0.0,0.0,0.0,0.0,0,0,0,52,,0
269,0,고행의 길,0.0,0.0,0.0,0.0,0,0,0,52,,0
270,0,탑의 길,0.0,0.0,0.0,0.0,0,0,278,17,,191
271,0,교역광장,0.0,0.0,0.0,0.0,0,0,278,17,,191
272,0,제작지구,0.0,0.0,0.0,0.0,0,0,278,17,,191
273,0,상업지구,0.0,0.0,0.0,0.0,0,0,278,17,,191
274,0,살피라 예배당,0.0,0.0,0.0,0.0,0,0,0,17,,0
276,0,밀렵 감시 초소,0.0,0.0,0.0,0.0,0,0,0,17,,190
277,0,마하데비 열대 우림,0.0,0.0,0.0,0.0,0,0,0,17,,0
278,0,탑의 도시,18655.15789,8340.631579,1184.842105,709.0526316,22031,9,0,17,,191
279,0,마하데비 항구,0.0,0.0,0.0,0.0,0,0,0,17,,0
280,0,양조장,0.0,0.0,0.0,0.0,0,0,0,17,,0
281,0,마하데비 고개,0.0,0.0,0.0,0.0,0,0,0,17,,0
282,0,여왕의 탑 채석장 ,0.0,0.0,0.0,0.0,0,0,0,17,,0
283,0,검은 바위 돌 해안,0.0,0.0,0.0,0.0,0,0,0,17,,0
284,0,칼리만탄 고무나무 조림지,0.0,0.0,0.0,0.0,0,0,0,17,,0
285,0,여왕의 약초 농장,0.0,0.0,0.0,0.0,0,0,0,17,,0
288,0,마하데비 강,0.0,0.0,0.0,0.0,0,0,0,17,,0
289,0,버려진 사금 채취장,0.0,0.0,0.0,0.0,0,0,0,17,,0
290,0,해오름 마을,0.0,0.0,0.0,0.0,0,0,0,33,,183
291,0,해질녘 마을,0.0,0.0,0.0,0.0,0,0,0,33,,183
292,0,동부 황금 평원,0.0,0.0,0.0,0.0,0,0,0,33,,0
293,0,서부 황금 평원,0.0,0.0,0.0,0.0,0,0,0,33,,0
294,0,흰너울 해변,0.0,0.0,0.0,0.0,0,0,0,33,0,0
295,0,교도대 주둔지,0.0,0.0,0.0,0.0,0,0,0,33,,184
297,0,군마 목장,0.0,0.0,0.0,0.0,0,0,0,33,,0
300,0,양조장,0.0,0.0,0.0,0.0,0,0,0,33,,
301,0,비행선 연구소,0.0,0.0,0.0,0.0,0,0,0,33,,0
302,0,탈환 작전지,0.0,0.0,0.0,0.0,0,0,0,33,,184
303,0,전사의 성,0.0,0.0,0.0,0.0,0,0,0,33,,0
304,0,야영지,0.0,0.0,0.0,0.0,0,0,0,33,,184
305,0,고대 신앙자 지부,0.0,0.0,0.0,0.0,0,0,0,33,,0
306,0,납골당,0.0,0.0,0.0,0.0,0,0,0,33,,0
307,0,수상 감옥,0.0,0.0,0.0,0.0,0,0,0,33,,0
308,0,강 연구소,0.0,0.0,0.0,0.0,0,0,0,33,,0
309,0,호랑이 등뼈 산맥,0.0,0.0,0.0,0.0,0,0,0,21,0,0
310,0,남 데비 강 상류,0.0,0.0,0.0,0.0,0,0,0,21,,
311,0,물 안개 숲,0.0,0.0,0.0,0.0,0,0,0,21,0,0
312,0,북 데비 강 상류,0.0,0.0,0.0,0.0,0,0,0,21,,
313,0,달범 부족 부락,0.0,0.0,0.0,0.0,0,0,0,21,0,0
314,0,대박 상단,0.0,0.0,0.0,0.0,0,0,0,21,0,0
315,0,쇠모루 마을,0.0,0.0,0.0,0.0,0,0,0,21,,189
316,0,기계 제작소,0.0,0.0,0.0,0.0,0,0,0,21,0,0
317,0,철광산,0.0,0.0,0.0,0.0,0,0,0,21,0,0
318,0,제련소,0.0,0.0,0.0,0.0,0,0,0,21,0,0
319,0,거미숲,0.0,0.0,0.0,0.0,0,0,0,21,,0
320,0,푸른 전나무회,0.0,0.0,0.0,0.0,0,0,0,21,,
321,0,기계 폐기장,0.0,0.0,0.0,0.0,0,0,0,21,0,0
322,0,거미숲 토벌대 막사,0.0,0.0,0.0,0.0,0,0,0,21,,0
323,0,수정 호수,0.0,0.0,0.0,0.0,0,0,0,21,0,0
324,0,바라기 언덕,0.0,0.0,0.0,0.0,0,0,0,4,,
325,0,바라기 마을,0.0,0.0,0.0,0.0,0,0,0,4,,183
326,0,선돌 연구자의 집,0.0,0.0,0.0,0.0,0,0,0,4,,0
327,0,가라앉은만,0.0,0.0,0.0,0.0,0,0,0,4,,
328,0,푸른안개 숲,0.0,0.0,0.0,0.0,0,0,0,4,,
330,0,양 목장,0.0,0.0,0.0,0.0,0,0,0,4,,0
331,0,솔즈리언의 문,0.0,0.0,0.0,0.0,0,0,0,4,,0
332,0,파수 마을,0.0,0.0,0.0,0.0,0,0,0,4,,183
334,0,경작지,0.0,0.0,0.0,0.0,0,0,0,4,,0
335,0,초승달 왕좌,14991.149758,13526.570048,866.9371981,520.6570048,0,5,0,5,,183
336,0,잊혀진 성,0.0,0.0,0.0,0.0,0,0,0,4,,0
337,0,우윳빛 강,0.0,0.0,0.0,0.0,0,0,0,4,,0
338,0,우윳빛 강 마을,0.0,0.0,0.0,0.0,0,0,0,4,,183
339,0,요정의 은신처,0.0,0.0,0.0,0.0,0,0,0,4,,0
340,0,일벌백계의 폐허,0.0,0.0,0.0,0.0,0,0,0,4,,0
341,0,백월만,0.0,0.0,0.0,0.0,0,0,0,4,,0
342,0,폐광,0.0,0.0,0.0,0.0,0,0,0,4,,0
343,0,동부 주거지역,0.0,0.0,0.0,0.0,0,0,0,4,,208
344,0,서부 주거지역,0.0,0.0,0.0,0.0,0,0,0,4,,208
345,0,폐가,0.0,0.0,0.0,0.0,0,0,0,4,,0
346,0,이프나의 거리,0.0,0.0,0.0,0.0,0,0,14,9,,0
347,0,영혼의 거리,0.0,0.0,0.0,0.0,0,0,14,9,,0
348,0,제식 광장,0.0,0.0,0.0,0.0,0,0,14,9,,0
349,0,희생의 다리,0.0,0.0,0.0,0.0,0,0,14,9,,0
350,0,마리아노플 동문,0.0,0.0,0.0,0.0,0,0,37,10,,192
351,0,마리아노플 서문,0.0,0.0,0.0,0.0,0,0,37,10,,192
352,0,마리아노플 남문,0.0,0.0,0.0,0.0,0,0,37,10,,192
353,0,마리아노플 북문,0.0,0.0,0.0,0.0,0,0,37,10,,192
354,0,축복의 정원,0.0,0.0,0.0,0.0,0,0,14,9,,0
355,0,영혼 광장,0.0,0.0,0.0,0.0,0,0,14,9,,0
356,0,은행,0.0,0.0,0.0,0.0,0,0,14,9,,0
