id,quest_monster_group_id,npc_id
895,168,627
896,168,3675
900,169,7813
901,169,7814
902,169,7815
904,170,8005
905,170,8006
922,13,2027
923,13,2052
924,174,3492
925,174,3475
929,4,538
930,4,539
931,4,540
932,4,541
933,4,549
934,4,550
935,4,453
936,176,7823
937,176,7824
939,22,527
940,22,528
941,22,529
942,22,530
943,22,4941
944,22,4942
957,44,454
958,44,453
959,44,538
960,44,539
961,44,540
962,44,541
963,44,546
964,44,547
965,44,549
966,44,550
967,44,551
968,44,552
987,31,533
988,31,534
989,31,535
991,31,537
994,33,5127
995,33,477
996,33,531
997,33,5152
1009,178,8129
1010,178,8130
1014,180,2032
1015,180,2033
1018,181,2027
1019,181,2052
1020,182,2040
1021,182,2041
1022,183,2043
1023,183,2044
1028,184,2013
1029,184,2014
1030,35,2202
1031,35,2204
1032,35,2205
1033,35,2207
1034,36,5719
1035,36,2211
1036,185,2036
1037,185,2037
1045,43,2233
1046,43,2215
1047,150,2216
1048,150,2213
1049,150,2217
1050,150,2218
1051,186,2038
1052,186,2039
1053,162,2219
1054,162,2231
1055,187,7907
1056,187,2230
1057,188,2223
1058,188,2224
1059,188,2225
1060,189,2226
1061,189,2227
1062,189,2229
1063,189,2483
1064,189,5661
1065,190,2019
1066,190,2050
1067,191,2049
1068,191,2051
1069,192,2018
1070,192,2047
1071,192,2048
1072,192,2017
1073,193,2020
1074,193,2021
1075,193,2022
1085,53,728
1086,53,729
1087,53,727
1088,194,2024
1089,194,2025
1090,194,2026
1093,179,696
1094,179,697
1098,171,556
1100,197,8129
1101,197,8130
1102,8,560
1103,8,664
1104,8,662
1105,8,2899
1106,8,559
1109,87,836
1110,87,837
1111,87,838
1112,87,839
1113,87,835
1114,199,7953
1117,201,3476
1118,201,3477
1119,201,3478
1120,201,3479
1121,201,3493
1122,201,7692
1123,201,7691
1124,201,7693
1125,201,7694
1126,201,7695
1127,201,7696
1128,201,7697
1129,201,7698
1130,201,7699
1131,201,7700
1132,201,7701
1133,201,7702
1134,201,7703
1135,201,7704
1136,201,7705
1137,201,7706
1148,204,8152
1149,204,8153
1158,172,1631
1159,172,1632
1160,172,1633
1161,165,1620
1162,165,1621
1166,11,2032
1167,11,2033
1168,177,7955
1169,177,7956
1184,205,2528
1185,205,2495
1186,86,1850
1187,86,1851
1190,206,7052
1191,206,6994
1192,206,1861
1193,206,1862
1194,206,1915
1195,206,6563
1196,207,1855
1197,207,1917
1205,143,3357
1206,143,3356
1207,143,3358
1208,143,3359
1209,143,3360
1210,143,3361
1211,209,1870
1212,209,1858
1213,209,1866
1214,209,1867
1215,209,1868
1216,209,1916
1217,209,8103
1218,209,1918
1219,209,7081
1220,210,1873
1221,210,1874
1222,210,1875
1223,210,1876
1224,210,1878
1225,211,1865
1226,211,1863
1227,211,1877
1228,212,1903
1229,212,1881
1230,212,6973
1245,214,6581
1246,214,6582
1247,214,6584
1248,214,6585
1258,215,2638
1259,215,5258
1260,216,2489
1261,216,2518
1262,216,2523
1265,217,2506
1266,217,2487
1267,218,2501
1268,218,2502
1269,218,2503
1270,219,2497
1271,219,2498
1275,221,2504
1276,221,2505
1277,222,7793
1278,222,7792
1279,208,1872
1280,208,1905
1281,208,1879
1282,208,6627
1283,208,6625
1284,208,1871
1285,208,1869
1286,223,8083
1287,223,8084
1288,223,8085
1292,159,7957
1293,159,7959
1294,159,7958
1308,225,1693
1309,225,1694
1310,225,1695
1313,226,1782
1314,226,1579
1315,227,1597
1316,227,1598
1317,227,1599
1318,173,1767
1319,173,1766
1321,173,1765
1326,173,1706
1327,224,7781
1328,224,7980
1329,224,7981
1330,224,7982
1331,224,7983
1332,228,2909
1333,228,2908
1334,157,2216
1335,157,2217
1336,157,2218
1343,195,731
1344,195,732
1345,200,7976
1346,200,7977
1347,229,3453
1348,229,3454
1349,229,3455
1350,229,3456
1351,229,3457
1352,229,3458
1353,229,3459
1360,154,3463
1361,154,3489
1362,154,3490
1363,154,3470
1364,154,3473
1365,154,7669
1366,154,8147
1370,231,778
1371,231,819
1372,232,777
1373,232,780
1374,41,2930
1375,41,2931
1376,41,2932
1377,41,2933
1378,41,2934
1383,233,7506
1384,233,7507
1385,233,7508
1386,233,7509
1387,233,7510
1479,234,4201
1480,234,6047
1481,234,4174
1482,234,4175
1483,234,4199
1484,234,4200
1485,235,4178
1486,235,4203
1487,235,4228
1488,235,4229
1489,235,5731
1490,235,5732
1491,235,6013
1492,235,7916
1493,235,7917
1494,235,7927
1495,235,4177
1496,235,5733
1497,235,5734
1498,235,8219
1500,236,4179
1501,236,4181
1502,236,4182
1504,236,4180
1505,236,4209
1506,236,4210
1507,236,7952
1521,237,4189
1522,237,5737
1523,237,5738
1524,237,5739
1525,237,5740
1526,237,4210
1529,238,4190
1530,238,4191
1531,238,4192
1532,238,4193
1535,238,4194
1536,238,4195
1537,238,4196
1539,238,8115
1540,238,8116
1541,196,703
1542,196,704
1543,196,698
1544,196,702
1555,3,10444
1557,3,10446
1558,3,532
1564,230,2036
1565,230,2037
1567,239,2172
1568,239,2173
1573,198,746
1574,198,8164
1575,85,671
1576,85,672
1577,85,696
1587,240,1782
1590,240,1579
1593,161,1764
1594,161,1763
1595,161,1611
1596,161,1612
1598,241,2907
1599,241,2906
1600,241,2953
1601,241,2905
1603,242,2901
1604,242,2902
1605,242,2903
1606,243,2914
1608,65,534
1609,65,535
1610,244,1872
1611,244,1905
1612,244,1871
1615,245,5012
1616,245,5031
1617,213,8200
1618,213,8201
1619,213,8203
1620,246,854
1621,246,973
1622,246,1043
1623,246,1176
1624,246,1177
1625,246,1312
1626,246,1497
1627,246,1520
1628,246,1529
1629,246,1531
1630,246,1671
1631,246,1795
1632,246,1888
1633,246,2165
1634,246,2170
1635,246,2242
1636,246,2277
1637,246,2293
1638,246,2451
1639,246,2463
1640,246,2587
1641,246,2588
1642,246,3039
1643,246,3047
1644,246,3127
1645,246,3387
1646,246,3414
1647,246,3850
1648,246,3851
1649,246,3852
1650,246,3854
1651,246,4641
1652,246,4664
1653,246,4736
1654,246,4743
1655,246,4882
1656,246,4893
1657,246,4897
1658,246,5091
1659,246,5332
1660,246,5337
1661,246,5342
1662,246,5361
1663,246,5369
1664,246,5381
1665,246,5408
1666,246,5409
1667,246,5451
1668,246,6019
1669,246,6025
1670,246,6031
1671,246,6037
1672,246,7007
1673,246,7161
1674,246,7165
1675,246,7370
1676,246,7423
1677,246,7722
1678,246,7726
1679,246,7740
1680,246,8096
1681,246,8206
1682,246,8233
1683,202,7774
1684,202,7773
1685,202,7984
1687,247,445
1688,247,856
1689,247,1187
1690,247,1654
1691,247,1799
1692,247,2177
1693,247,2178
1694,247,2597
1695,247,2598
1696,247,2599
1697,247,3035
1698,247,3043
1699,247,4312
1700,247,5096
1701,247,5101
1702,247,5106
1703,247,5346
1704,247,5351
1705,247,5364
1706,247,5375
1707,247,5386
1708,247,5403
1709,247,5418
1710,247,5456
1711,247,5729
1712,247,5756
1713,247,5762
1714,247,7010
1715,247,7105
1716,247,7106
1717,247,7107
1718,247,8143
1719,247,8168
1720,247,8170
1721,220,2493
1722,220,2494
1723,220,2517
1724,220,8623
1725,248,2315
1726,248,2316
1727,248,2317
1728,248,2318
1730,249,7997
1731,249,7998
1746,250,2333
1747,250,2335
1748,250,2319
1749,250,2348
1750,250,2366
1763,253,2310
1764,253,2308
1765,253,2306
1766,253,2307
1767,254,2350
1768,254,2351
1769,254,2352
1770,254,2353
1771,254,2354
1772,254,2355
1773,254,2356
1774,254,2357
1775,254,2358
1776,254,2359
1783,255,2331
1784,255,2332
1785,255,4993
1786,255,4994
1787,255,4992
1788,255,2384
1825,257,7520
1826,257,2325
1827,257,2326
1828,257,2327
1829,257,2329
1830,257,4974
1831,257,2328
1832,257,2320
1833,257,2321
1834,257,2322
1835,257,2323
1836,257,2324
1837,257,4975
1838,257,7521
1839,256,2311
1840,256,2336
1841,256,4969
1842,256,2330
1843,258,4949
1844,258,2337
1845,258,2338
1846,258,2385
1847,259,2380
1848,259,2381
1849,259,2347
1850,259,2365
1851,259,2314
1852,259,2312
1853,259,2339
1854,260,2340
1855,260,2341
1856,260,2334
1857,260,4976
1858,261,2342
1859,261,2343
1860,261,2344
1861,261,2345
1862,261,2360
1863,261,2361
1864,261,2362
1865,261,2363
1866,261,2382
1867,261,2383
1868,261,4953
1869,261,4955
1870,261,4957
1871,261,4980
1872,261,4982
1873,252,1600
1874,252,1601
1875,252,1602
1876,252,1603
1880,262,1666
1881,262,1667
1882,262,1668
1883,263,8019
1884,263,8039
1892,267,8025
1893,267,8026
1894,268,8033
1895,268,8034
1896,264,8014
1897,264,8015
1898,264,8017
1899,264,8018
1911,274,2815
1912,274,2816
1913,275,2710
1914,275,2711
1915,275,2712
1916,275,2713
1917,275,2714
1918,275,2715
1919,275,2716
1920,275,2717
1921,275,2820
1922,276,8029
1923,276,8030
1924,52,738
1925,52,739
1926,52,728
1927,52,727
1928,52,729
1929,52,750
1930,277,2861
1931,277,2862
1935,279,2702
1936,279,2703
1937,280,8826
1938,280,8834
1941,282,8836
1942,282,8825
1943,283,8025
1944,283,8026
1948,285,8033
1949,285,8034
1953,287,8779
1954,287,8020
1955,287,8011
1965,288,8027
1968,288,1474
1974,290,8031
1975,290,8036
1976,290,8035
1977,291,8041
1978,291,8021
1979,292,8024
1980,292,8042
1981,293,8012
1982,293,8043
1986,286,8796
1987,286,8010
1988,286,8781
1989,289,8028
1990,289,8029
1991,289,8030
1992,284,8015
1993,284,8017
1994,284,8018
1995,281,8827
1996,281,8835
1997,266,1454
1998,265,1405
1999,294,2817
2000,294,2818
2001,294,2825
2005,271,2807
2019,295,2861
2020,295,2862
2021,295,2831
2022,295,2832
2023,296,2718
2024,296,2860
2025,296,2701
2038,270,2857
2039,270,2858
2040,270,2859
2041,270,2718
2042,270,2701
2043,270,2860
2044,272,2794
2045,272,2814
2046,272,2812
2047,272,2813
2048,272,2789
2049,272,2790
2050,272,2791
2051,272,2792
2052,272,2793
2053,272,2805
2054,272,2811
2055,272,2822
2058,273,2707
2059,273,2709
2060,273,2708
2061,273,2706
2062,273,2796
2063,273,2797
2064,273,2819
2068,278,2867
2069,278,2868
2070,278,2869
2073,298,1007
2074,298,1008
2075,299,1007
2076,299,1008
2080,300,1030
2081,300,1031
2082,300,1032
2083,300,1033
2088,302,9242
2089,302,9243
2113,307,9216
2114,307,9217
2115,307,9218
2116,307,9219
2117,308,9220
2118,308,9221
2119,308,9222
2120,309,9223
2121,309,9224
2122,309,9225
2129,312,9228
2130,312,9229
2131,312,9230
2132,312,9231
2133,312,9278
2144,314,9357
2145,314,9358
2146,301,9207
2147,301,9208
2148,301,9209
2149,301,9210
2150,1,389
2151,1,561
2152,1,562
2153,1,563
2154,1,5930
2156,315,961
2157,315,967
2160,316,4240
2161,316,9794
2162,317,9406
2163,317,9407
2164,115,9404
2165,318,9411
2166,318,9410
2167,319,9412
2168,319,9413
2169,319,9414
2173,320,1120
2174,320,1121
2175,320,970
2176,321,9433
2177,321,9434
2178,322,9435
2179,322,9436
2180,304,8926
2181,304,8927
2182,305,9205
2183,305,9206
2184,305,9207
2185,305,9208
2186,305,9209
2187,305,9210
2188,305,9288
2189,306,9211
2190,306,9212
2191,306,9213
2193,306,9215
2194,310,9226
2195,310,9227
2196,310,9232
2197,310,9233
2198,310,9303
2199,311,9234
2200,311,9235
2201,311,9236
2202,311,9237
2203,311,9238
2204,297,8930
2205,297,8931
2206,323,9563
2207,323,9564
2208,324,9561
2209,324,9562
2210,325,9401
2211,325,9402
2212,326,9416
2213,326,9451
2219,328,8924
2220,328,1055
2226,329,8943
2235,330,8925
2236,330,8926
2237,330,8927
2238,331,1009
2239,331,8937
2244,332,8936
2245,332,8933
2246,332,8935
2247,327,1005
2248,327,961
2249,327,967
2250,333,9358
2251,333,9357
2252,333,8932
2256,334,9363
2270,335,1003
2277,335,1012
2278,335,966
2279,335,8944
2281,336,1058
2282,336,1041
2283,336,1099
2284,337,9422
2285,337,9421
2286,313,9239
2287,313,9240
2288,313,9241
2289,313,9242
2290,313,9243
2291,313,9302
2292,313,9277
2293,338,9418
2294,338,9419
2295,338,9420
2296,339,9868
2297,339,9867
2298,340,2917
2299,340,2918
2300,340,2919
2301,340,2941
2307,342,1229
2308,342,1308
2309,342,1311
2310,342,1325
2311,342,1329
2312,342,1330
2313,342,1331
2315,342,1333
2316,342,1334
2317,342,1335
2318,328,1004
2320,344,1272
2321,344,1344
2322,346,10051
2323,346,10050
2324,346,10049
2325,298,9530
2326,347,9373
2327,347,9374
2328,46,2925
2329,46,2926
2330,46,2936
2331,46,2937
2332,46,2938
2333,46,2939
2334,46,2940
2335,233,9928
2336,348,841
2337,348,842
2338,348,843
2339,348,844
2340,349,10020
2341,349,10011
2342,350,10117
2343,350,10116
2346,351,2911
2347,352,2900
2348,352,9847
2349,243,9888
2350,353,9924
2352,354,5078
2353,354,5080
2354,355,10154
2355,350,10168
2356,350,10169
2357,350,10170
2358,350,10171
2359,115,9405
2361,357,1351
2362,357,10071
2363,358,3706
2364,358,3707
2365,359,9398
2366,359,9396
2367,359,9397
2368,351,10155
2369,351,10154
2370,351,10172
2371,351,10173
2372,351,10174
2373,351,10175
2374,360,2930
2375,360,2931
2376,360,2932
2377,360,2933
2378,360,2934
2379,360,10137
2380,130,5004
2381,203,674
2382,361,9434
2383,361,9435
2384,361,9436
2385,361,9433
2386,232,10019
2387,362,1377
2388,362,1295
2389,363,3110
2390,363,3112
2391,363,3125
2392,363,3126
2393,363,7487
2394,363,7488
2395,364,9434
2396,364,9433
2397,364,9436
2398,364,9435
2399,365,10444
2400,365,10445
2401,366,9370
2402,366,9369
2403,367,10072
2404,367,9368
2405,368,9373
2406,368,9374
2407,369,9388
2408,369,9389
2409,369,9390
2410,369,9385
2411,370,9391
2412,370,9392
2413,371,9378
2414,371,9379
2415,372,9407
2416,372,9406
2417,373,9410
2418,373,9411
2419,373,9412
2420,373,9413
2421,373,9414
2422,373,9415
2423,375,9438
2424,375,9439
2425,375,9440
2426,376,9445
2427,376,9446
2428,377,9442
2429,377,9443
2432,378,9424
2433,378,9425
2434,379,9427
2435,379,9428
2436,380,9421
2437,380,9422
2438,381,9418
2439,381,9419
2440,381,9420
2441,374,9429
2442,374,9430
2443,374,9431
2444,382,10282
2445,383,9891
2446,384,10465
2447,384,10466
2448,22,655
2449,33,8171
2453,386,10079
2456,387,3719
2457,387,10082
2469,389,10196
2470,390,1346
2471,390,3700
2472,390,3701
2473,390,3702
2474,391,3712
2475,391,3713
2476,392,3715
2477,392,3716
2478,392,10102
2479,392,10103
2480,393,9922
2481,393,9923
2482,394,1336
2483,394,10026
2484,395,462
2485,395,499
2486,396,644
2487,396,645
2488,396,648
2489,396,649
2490,397,10332
2491,397,10333
2492,398,10341
2493,398,9918
2494,22,4945
2495,22,4946
2496,66,462
2497,66,499
2501,33,10447
2502,257,2441
2503,257,2442
2504,261,7547
2505,261,4972
2506,261,4956
2507,258,10513
2509,400,10484
2510,400,10485
2511,400,10517
2512,400,10519
2513,400,10527
2514,400,10489
2517,388,10490
2518,388,10486
2519,388,10487
2520,388,10516
2521,388,10488
2522,388,10524
2523,388,10481
2524,388,10491
2525,388,10520
2526,388,10521
2527,388,10522
2529,388,10525
2530,388,10526
2531,401,1201
2532,401,1210
2533,401,1304
2534,401,1305
2535,401,1323
2536,401,1324
2538,401,1360
2540,402,1302
2541,402,1303
2543,403,1347
2544,403,3699
2545,403,980
2546,404,3697
2547,404,3698
2548,405,3706
2549,405,3707
2550,405,3712
2551,405,3713
2552,406,1350
2553,406,1351
2554,406,10071
2555,406,10074
2566,409,3721
2567,409,3722
2568,409,3710
2569,409,3711
2570,409,3719
2571,409,10082
2572,410,3691
2573,410,3700
2574,410,3702
2575,410,3701
2576,410,3692
2577,410,3693
2578,410,3694
2579,411,10084
2580,411,3715
2581,411,3716
2582,411,10102
2583,411,10103
2584,411,3714
2585,411,1336
2586,411,10026
2587,411,3718
2588,411,3717
2589,412,8200
2590,412,8201
2591,413,5463
2592,413,7795
2593,147,3347
2594,147,3348
2595,147,3346
2596,147,7621
2597,414,1628
2598,414,1629
2599,414,1629
2600,415,7995
2601,415,7996
2602,416,6550
2603,416,6549
2604,154,10584
2605,417,10747
2606,417,10746
2607,417,10745
2608,418,10748
2609,418,10749
2610,419,10607
2611,419,10606
2612,420,10587
2613,420,10588
2614,421,10589
2615,421,10590
2616,421,10591
2618,423,10605
2619,423,10634
2620,423,10635
2621,424,8017
2622,424,8018
2629,263,10715
2630,426,10750
2631,426,10749
2632,426,10748
2633,426,1457
2634,426,1461
2635,428,9850
2636,428,9851
2637,170,8002
2638,225,1772
2639,225,5463
2640,225,5464
2641,225,7795
2642,225,7803
2643,227,1606
2644,172,1617
2645,172,8087
2646,170,8200
2647,170,8201
2648,226,1580
2649,226,1581
2652,429,1622
2653,429,1628
2654,429,1629
2655,202,7985
2658,429,1614
2660,430,9796
2661,430,9809
2662,430,9814
2663,430,9831
2664,430,9838
2665,430,9839
2666,430,9840
2667,430,9844
2668,430,9845
2669,430,9857
2670,430,10075
2671,430,10724
2672,430,10816
2673,356,9404
2674,356,9405
2676,431,1832
2677,263,8041
2678,432,10797
2681,431,10896
2685,435,3451
2686,435,3494
2687,435,3502
2688,157,2213
2689,436,2226
2690,436,2227
2691,436,2229
2692,437,1873
2693,437,1922
2694,69,11575
2695,438,1866
2696,438,1867
2697,438,1868
2698,438,8103
2699,438,1916
2700,438,1870
2701,438,1918
2702,438,1919
2703,154,8530
2704,69,11576
2705,69,11579
2706,439,2202
2707,439,11748
2708,439,11584
2709,439,11585
2710,439,11586
2711,440,10602
2712,440,11935
2713,74,5741
2714,74,6589
2715,75,8231
2716,226,7955
2718,441,11955
2719,441,2236
2720,442,9921
2721,443,9855
2722,443,9856
2723,443,11119
2726,445,4200
2727,445,4201
2728,446,921
2729,446,922
2730,446,923
2731,446,940
2737,448,8155
2738,448,3481
2739,448,3469
2740,448,3482
2741,446,6388
2742,446,6397
2743,449,1861
2744,449,1862
2745,449,1915
2746,450,8622
2747,450,8561
2748,69,11577
2749,69,11578
2750,451,6994
2751,451,7052
2752,444,1894
2753,444,1895
2754,74,11941
2755,74,11944
2756,74,11945
2757,237,11941
2758,237,11945
2759,237,11944
2760,452,4187
2761,452,4185
2762,452,7887
2763,452,4186
2764,452,6526
2765,453,10040
2766,453,10041
2767,453,4198
2768,453,4197
2769,453,6603
2770,453,4227
2771,345,10040
2772,345,10041
2773,447,5517
2774,447,5518
2775,454,5922
2776,454,1900
2777,447,5521
2778,447,5523
2779,447,5524
2780,447,6404
2781,447,6405
2782,456,2311
2783,456,4969
2784,446,447
2785,446,457
2786,446,464
2787,446,465
2788,446,466
2789,446,467
2790,446,468
2791,446,469
2792,446,470
2793,446,471
2794,446,472
2795,446,474
2796,446,475
2797,446,476
2798,446,479
2799,446,481
2800,446,482
2801,446,488
2802,446,489
2803,446,490
2804,446,491
2805,446,492
2806,446,493
2807,446,494
2808,446,495
2809,446,496
2810,446,497
2811,446,498
2812,446,500
2813,446,501
2814,446,642
2815,446,651
2816,446,871
2817,446,872
2818,446,873
2819,446,874
2820,446,876
2821,446,877
2822,446,878
2823,446,879
2824,446,880
2825,446,881
2826,446,883
2827,446,884
2828,446,885
2829,446,886
2830,446,887
2831,446,888
2832,446,889
2833,446,890
2834,446,891
2835,446,892
2836,446,893
2837,446,894
2838,446,895
2839,446,896
2840,446,897
2841,446,898
2842,446,899
2843,446,900
2844,446,901
2845,446,902
2846,446,903
2847,446,906
2848,446,909
2849,446,910
2850,446,914
2851,446,915
2852,446,937
2853,446,938
2854,446,939
2855,446,941
2856,446,952
2857,446,953
2858,446,954
2859,446,955
2860,446,957
2861,446,958
2862,446,3734
2863,446,3735
2864,446,3736
2865,446,3737
2866,446,3741
2867,446,3744
2868,446,3785
2869,446,3786
2870,446,3787
2871,446,3788
2872,446,3789
2873,446,3790
2874,446,3791
2875,446,3792
2876,446,3793
2877,446,3794
2878,446,3795
2879,446,3796
2880,446,3797
2881,446,3797
2882,446,3798
2883,446,3799
2884,446,3800
2885,446,3801
2886,446,3833
2887,446,3834
2888,446,3839
2889,446,3839
2890,446,3840
2891,446,3841
2892,446,3842
2893,446,3855
2894,446,3876
2895,446,3951
2896,446,3985
2897,446,3986
2898,446,3987
2899,446,4385
2900,446,4386
2901,446,4387
2902,446,4388
2903,446,4389
2904,446,4392
2905,446,4393
2906,446,4476
2907,446,5122
2908,446,5123
2909,446,5129
2910,446,5408
2911,446,5409
2912,446,5410
2913,446,5411
2914,446,5412
2915,446,5413
2916,446,5414
2917,446,5415
2918,446,5416
2919,446,5417
2920,446,5418
2921,446,5419
2922,446,5420
2923,446,5421
2924,446,5422
2925,446,5423
2926,446,5424
2927,446,5425
2928,446,5426
2929,446,5427
2930,446,8193
2931,446,8822
2932,446,8823
2933,446,10641
2934,446,10894
2935,446,11475
2936,447,8624
2937,447,8773
2938,447,8821
2939,447,8820
2940,447,8824
2941,447,8833
2942,447,3078
2943,447,5381
2944,447,5382
2945,447,5383
2946,447,5384
2947,447,5385
2948,447,5386
2949,447,5387
2950,447,5388
2951,447,5389
2952,447,5390
2953,447,5392
2954,447,5394
2955,447,5397
2956,447,5474
2957,447,5475
2958,447,5503
2959,447,5506
2960,447,5507
2961,447,5509
2962,447,5510
2963,447,5511
2964,447,5512
2965,447,5513
2966,447,5514
2969,447,5517
2970,447,5518
2971,447,5519
2973,447,5522
2974,447,5527
2975,447,6618
2976,447,7048
2977,447,8674
2978,447,8675
2979,447,8676
2980,447,8679
2981,447,9859
2982,447,9861
2983,447,9900
2986,447,10193
2987,447,10197
2988,447,10659
2989,447,10895
2990,447,11797
2991,446,8176
2992,446,8172
2993,457,5972
2994,457,811
2995,458,11364
2996,447,3021
2997,447,8174
2998,447,8178
3000,447,3011
3001,447,10791
3002,447,10793
3003,447,10195
3004,458,12188
3005,459,8843
3006,459,12190
3007,460,11171
3008,460,12195
3009,461,12219
3010,462,12227
3011,463,12228
3012,464,12229
3013,465,9692
3014,465,9695
3015,465,9711
3016,466,4549
3017,466,4550
3018,467,9690
3019,467,9550
3020,467,9566
3022,468,9723
3024,468,9722
3025,469,4569
3026,469,9752
3027,470,4568
3028,470,4570
3029,471,7594
3030,342,1309
3031,342,1372
3032,472,1972
3033,472,1973
3034,473,4553
3035,473,4554
3036,473,4555
3037,474,9542
3038,474,9687
3039,475,9726
3040,475,9728
3041,475,9729
3042,476,9565
3043,476,9563
3044,476,9564
3045,476,9561
3046,476,9562
3047,469,4567
