id,item_id,slot_type_id,type_id,base_enchantable,asset_id,mod_set_id,eiset_id,or_unit_reqs,repairable,durability_multiplier,base_equipment,recharge_buff_id,charge_lifetime,charge_count,useAsStat,skin_kind_id
682,3122,3,2,t,682,,,f,t,100,t,,0,0,t,3
683,3123,8,2,t,0,,,f,t,100,t,,0,0,t,1
685,3125,4,2,t,0,,,f,t,100,t,,0,0,t,1
686,3126,5,2,t,686,,,f,t,100,t,,0,0,t,3
687,3127,7,2,t,687,,,f,t,100,t,,0,0,t,3
688,3128,1,3,t,556,,,f,t,100,t,,0,0,t,3
689,3129,3,3,t,557,,,f,t,100,t,,0,0,t,3
690,3130,8,3,t,0,,,f,t,100,t,,0,0,t,1
691,3131,6,3,t,559,,,f,t,100,t,,0,0,t,3
692,3132,4,3,t,0,,,f,t,100,t,,0,0,t,1
693,3133,5,3,t,561,,,f,t,100,t,,0,0,t,3
694,3134,7,3,t,562,,,f,t,100,t,,0,0,t,3
695,3135,1,4,t,591,,,f,t,100,f,,0,0,t,1
696,3136,3,4,t,592,,,f,t,100,f,,0,0,t,1
697,3137,8,4,t,0,,,f,t,100,f,,0,0,t,1
698,3138,6,4,t,594,,,f,t,100,f,,0,0,t,1
699,3139,4,4,t,0,,,f,t,100,f,,0,0,t,1
700,3140,5,4,t,596,,,f,t,100,f,,0,0,t,1
701,3141,7,4,t,597,,,f,t,100,f,,0,0,t,1
707,4062,3,1,t,675,,,f,t,100,t,,0,0,t,3
708,4063,3,2,t,1380,,,f,t,100,t,,0,0,t,3
709,4064,3,3,t,976,,,f,t,100,t,,0,0,t,3
710,4065,3,4,t,976,,,f,t,100,f,,0,0,t,1
711,4066,6,1,t,545,,,f,t,100,t,,0,0,t,3
712,4067,6,2,t,1382,,,f,t,100,t,,0,0,t,3
713,4068,6,3,t,978,,,f,t,100,t,,0,0,t,3
714,4069,6,4,t,559,,,f,t,100,f,,0,0,t,1
715,4070,5,1,t,788,,,f,t,100,t,,0,0,t,3
716,4071,5,2,t,1386,,,f,t,100,t,,0,0,t,3
717,4072,5,3,t,980,,,f,t,100,t,,0,0,t,3
718,4073,5,4,t,980,,,f,t,100,f,,0,0,t,1
719,4074,7,1,t,789,,,f,t,100,t,,0,0,t,3
720,4075,7,2,t,939,,,f,t,100,t,,0,0,t,3
721,4076,7,3,t,597,,,f,t,100,t,,0,0,t,3
722,4077,7,4,t,597,,,f,t,100,f,,0,0,t,1
723,4105,1,1,t,674,,,f,t,100,t,,0,0,t,3
724,4106,1,2,t,935,,,f,t,100,t,,0,0,t,3
725,4107,1,3,t,975,,,f,t,100,t,,0,0,t,3
726,4108,1,4,t,975,,,f,t,100,f,,0,0,t,1
727,4109,3,1,t,786,,,f,t,100,t,,0,0,t,3
728,4110,3,2,t,1385,,,f,t,100,t,,0,0,t,3
729,4111,3,3,t,557,,,f,t,100,t,,0,0,t,3
730,4112,3,4,t,557,,,f,t,100,f,,0,0,t,1
731,4113,8,1,t,0,,,f,t,100,t,,0,0,t,1
732,4114,8,2,t,0,,,f,t,100,t,,0,0,t,1
733,4115,8,3,t,0,,,f,t,100,t,,0,0,t,1
734,4116,8,4,t,0,,,f,t,100,f,,0,0,t,1
735,4117,4,1,t,0,,,f,t,100,t,,0,0,t,1
736,4118,4,2,t,0,,,f,t,100,t,,0,0,t,1
737,4119,4,3,t,0,,,f,t,100,t,,0,0,t,1
738,4120,4,4,t,0,,,f,t,100,f,,0,0,t,1
739,4121,5,1,t,788,,,f,t,100,t,,0,0,t,3
740,4122,5,2,t,938,,,f,t,100,t,,0,0,t,3
741,4123,5,3,t,568,,,f,t,100,t,,0,0,t,3
742,4124,5,4,t,568,,,f,t,100,f,,0,0,t,1
743,4135,1,1,t,674,,,f,t,100,t,,0,0,t,3
744,4137,1,2,t,1379,,,f,t,100,t,,0,0,t,3
745,4139,1,3,t,556,,,f,t,100,t,,0,0,t,3
746,4141,1,4,t,556,,,f,t,100,f,,0,0,t,1
747,4143,3,1,t,786,,,f,t,100,t,,0,0,t,3
748,4144,3,2,t,936,,,f,t,100,t,,0,0,t,3
749,4145,3,3,t,557,,,f,t,100,t,,0,0,t,3
750,4146,3,4,t,557,,,f,t,100,f,,0,0,t,1
751,4147,6,1,t,957,,,f,t,100,t,,0,0,t,3
752,4148,6,2,t,937,,,f,t,100,t,,0,0,t,3
753,4149,6,3,t,978,,,f,t,100,t,,0,0,t,3
754,4151,6,4,t,978,,,f,t,100,f,,0,0,t,1
755,4153,5,1,t,575,,,f,t,100,t,,0,0,t,3
756,4159,5,2,t,1381,,,f,t,100,t,,0,0,t,3
757,4160,5,3,t,980,,,f,t,100,t,,0,0,t,3
758,4161,5,4,t,980,,,f,t,100,f,,0,0,t,1
759,4162,7,1,t,680,,,f,t,100,t,,0,0,t,3
760,4163,7,2,t,1383,,,f,t,100,t,,0,0,t,3
761,4164,7,3,t,981,,,f,t,100,t,,0,0,t,3
762,4165,7,4,t,981,,,f,t,100,f,,0,0,t,1
763,4167,3,1,t,543,,,f,t,100,t,,0,0,t,3
764,4168,3,2,t,1380,,,f,t,100,t,,0,0,t,3
765,4169,3,3,t,557,,,f,t,100,t,,0,0,t,3
766,4170,3,4,t,564,,,f,t,100,f,,0,0,t,1
779,4936,3,4,t,557,,,f,t,100,f,,0,0,t,1
780,4987,3,5,t,557,,,f,t,100,f,,0,0,t,3
785,5230,3,1,t,1775,,,f,t,100,t,,0,0,t,3
786,5231,6,1,t,801,,,f,t,100,t,,0,0,t,3
787,5233,3,3,t,557,,,f,t,100,t,,0,0,t,3
788,5234,5,3,t,561,,,f,t,100,t,,0,0,t,3
789,5235,7,3,t,562,,,f,t,100,t,,0,0,t,3
790,5236,6,3,t,559,,,f,t,100,t,,0,0,t,3
791,5237,5,1,t,679,,,f,t,100,t,,0,0,t,3
792,5238,3,2,t,1038,,,f,t,100,t,,0,0,t,3
793,5239,7,2,t,1041,,,f,t,100,t,,0,0,t,3
794,5240,6,2,t,1040,,,f,t,100,t,,0,0,t,3
797,5243,1,3,t,1737,,,f,t,100,t,,0,0,t,3
798,5244,5,3,t,1739,,,f,t,100,t,,0,0,t,3
799,5245,7,3,t,1740,,,f,t,100,t,,0,0,t,3
804,5274,3,3,t,1738,,,f,t,100,t,,0,0,t,3
805,5286,3,5,t,812,,,f,t,100,f,,0,0,t,3
806,5287,5,5,t,813,,,f,t,100,f,,0,0,t,3
807,5288,7,1,t,814,,,f,t,100,t,,0,0,t,3
809,6252,1,1,t,1600,,,f,t,100,t,,0,0,t,3
810,6253,3,1,t,1601,,,f,t,100,t,,0,0,t,3
811,6254,8,1,t,0,,,f,t,100,t,,0,0,t,1
812,6255,6,1,t,1603,,,f,t,100,t,,0,0,t,3
813,6256,4,1,t,0,,,f,t,100,t,,0,0,t,1
814,6257,5,1,t,1172,,,f,t,100,t,,0,0,t,3
815,6258,7,1,t,583,,,f,t,100,t,,0,0,t,3
816,6259,1,1,t,1605,74,,f,t,100,t,,0,0,t,3
817,6260,3,1,t,1606,74,,f,t,100,t,,0,0,t,3
818,6261,8,1,t,0,74,,f,t,100,t,,0,0,t,1
819,6262,6,1,t,1608,74,,f,t,100,t,,0,0,t,3
820,6263,4,1,t,0,74,,f,t,100,t,,0,0,t,1
821,6264,5,1,t,1607,74,,f,t,100,t,,0,0,t,3
822,6265,7,1,t,1609,74,,f,t,100,t,,0,0,t,3
823,6266,1,1,t,1640,37,,f,t,100,t,,0,0,t,3
824,6267,3,1,t,1641,37,,f,t,100,t,,0,0,t,3
825,6268,8,1,t,0,37,,f,t,100,t,,0,0,t,1
826,6269,6,1,t,1643,37,,f,t,100,t,,0,0,t,3
827,6270,4,1,t,0,37,,f,t,100,t,,0,0,t,1
828,6271,5,1,t,1642,37,,f,t,100,t,,0,0,t,3
829,6272,7,1,t,1644,37,,f,t,100,t,,0,0,t,3
830,6273,1,1,t,1610,73,,f,t,100,t,,0,0,t,3
831,6274,1,1,t,1625,62,,f,t,100,t,,0,0,t,3
832,6275,1,1,t,1615,74,,f,t,100,t,,0,0,t,3
833,6276,3,1,t,1611,73,,f,t,100,t,,0,0,t,3
834,6277,3,1,t,1626,62,,f,t,100,t,,0,0,t,3
835,6278,3,1,t,1616,74,,f,t,100,t,,0,0,t,3
836,6279,8,1,t,0,73,,f,t,100,t,,0,0,t,1
837,6280,8,1,t,0,62,,f,t,100,t,,0,0,t,1
838,6281,8,1,t,0,74,,f,t,100,t,,0,0,t,1
839,6282,6,1,t,1613,73,,f,t,100,t,,0,0,t,3
840,6283,6,1,t,1628,62,,f,t,100,t,,0,0,t,3
841,6284,6,1,t,1618,74,,f,t,100,t,,0,0,t,3
842,6285,4,1,t,0,73,,f,t,100,t,,0,0,t,1
843,6286,4,1,t,0,62,,f,t,100,t,,0,0,t,1
844,6287,4,1,t,0,74,,f,t,100,t,,0,0,t,1
845,6288,5,1,t,1612,73,,f,t,100,t,,0,0,t,3
846,6289,5,1,t,1627,62,,f,t,100,t,,0,0,t,3
847,6290,5,1,t,1617,74,,f,t,100,t,,0,0,t,3
848,6291,7,1,t,1614,73,,f,t,100,t,,0,0,t,3
849,6292,7,1,t,1629,62,,f,t,100,t,,0,0,t,3
850,6293,7,1,t,1619,74,,f,t,100,t,,0,0,t,3
851,6294,1,1,t,1635,68,,f,t,100,t,,0,0,t,3
852,6295,1,1,t,1620,75,,f,t,100,t,,0,0,t,3
853,6296,1,1,t,1630,65,,f,t,100,t,,0,0,t,3
854,6297,1,1,t,1675,37,,f,t,100,t,,0,0,t,3
855,6298,1,1,t,1645,73,,f,t,100,t,,0,0,t,3
856,6299,1,1,t,1660,62,,f,t,100,t,,0,0,t,3
857,6300,1,1,t,1650,74,,f,t,100,t,,0,0,t,3
858,6301,1,1,t,1670,68,,f,t,100,t,,0,0,t,3
859,6302,1,1,t,1655,75,,f,t,100,t,,0,0,t,3
860,6303,3,1,t,1636,68,,f,t,100,t,,0,0,t,3
861,6304,3,1,t,1621,75,,f,t,100,t,,0,0,t,3
862,6305,3,1,t,1631,65,,f,t,100,t,,0,0,t,3
863,6306,3,1,t,1676,37,,f,t,100,t,,0,0,t,3
864,6307,3,1,t,1646,73,,f,t,100,t,,0,0,t,3
865,6308,3,1,t,1661,62,,f,t,100,t,,0,0,t,3
866,6309,3,1,t,1651,74,,f,t,100,t,,0,0,t,3
867,6310,3,1,t,1671,68,,f,t,100,t,,0,0,t,3
868,6311,3,1,t,1656,75,,f,t,100,t,,0,0,t,3
869,6312,8,1,t,0,68,,f,t,100,t,,0,0,t,1
870,6313,8,1,t,0,75,,f,t,100,t,,0,0,t,1
871,6314,8,1,t,0,65,,f,t,100,t,,0,0,t,1
872,6315,8,1,t,0,37,,f,t,100,t,,0,0,t,1
873,6316,8,1,t,0,73,,f,t,100,t,,0,0,t,1
874,6317,8,1,t,0,62,,f,t,100,t,,0,0,t,1
875,6318,8,1,t,0,74,,f,t,100,t,,0,0,t,1
876,6319,8,1,t,0,68,,f,t,100,t,,0,0,t,1
877,6320,8,1,t,0,75,,f,t,100,t,,0,0,t,1
878,6321,6,1,t,1638,68,,f,t,100,t,,0,0,t,3
879,6322,6,1,t,1623,75,,f,t,100,t,,0,0,t,3
880,6323,6,1,t,1633,65,,f,t,100,t,,0,0,t,3
881,6324,6,1,t,1678,37,,f,t,100,t,,0,0,t,3
882,6325,6,1,t,1648,73,,f,t,100,t,,0,0,t,3
883,6326,6,1,t,1663,62,,f,t,100,t,,0,0,t,3
884,6327,6,1,t,1653,74,,f,t,100,t,,0,0,t,3
885,6328,6,1,t,1673,68,,f,t,100,t,,0,0,t,3
886,6329,6,1,t,1658,75,,f,t,100,t,,0,0,t,3
887,6330,4,1,t,0,68,,f,t,100,t,,0,0,t,1
888,6331,4,1,t,0,75,,f,t,100,t,,0,0,t,1
889,6332,4,1,t,0,65,,f,t,100,t,,0,0,t,1
890,6333,4,1,t,0,37,,f,t,100,t,,0,0,t,1
891,6334,4,1,t,0,73,,f,t,100,t,,0,0,t,1
892,6335,4,1,t,0,62,,f,t,100,t,,0,0,t,1
893,6336,4,1,t,0,74,,f,t,100,t,,0,0,t,1
894,6337,4,1,t,0,68,,f,t,100,t,,0,0,t,1
895,6338,4,1,t,0,75,,f,t,100,t,,0,0,t,1
896,6339,5,1,t,1637,68,,f,t,100,t,,0,0,t,3
897,6340,5,1,t,1622,75,,f,t,100,t,,0,0,t,3
898,6341,5,1,t,1632,65,,f,t,100,t,,0,0,t,3
899,6342,5,1,t,1677,37,,f,t,100,t,,0,0,t,3
900,6343,5,1,t,1647,73,,f,t,100,t,,0,0,t,3
901,6344,5,1,t,1662,62,,f,t,100,t,,0,0,t,3
902,6345,5,1,t,1652,74,,f,t,100,t,,0,0,t,3
903,6346,5,1,t,1672,68,,f,t,100,t,,0,0,t,3
904,6347,5,1,t,1657,75,,f,t,100,t,,0,0,t,3
905,6348,7,1,t,1639,68,,f,t,100,t,,0,0,t,3
906,6349,7,1,t,1624,75,,f,t,100,t,,0,0,t,3
907,6350,7,1,t,1634,65,,f,t,100,t,,0,0,t,3
908,6351,7,1,t,1679,37,,f,t,100,t,,0,0,t,3
909,6352,7,1,t,1649,73,,f,t,100,t,,0,0,t,3
910,6353,7,1,t,1664,62,,f,t,100,t,,0,0,t,3
911,6354,7,1,t,1654,74,,f,t,100,t,,0,0,t,3
912,6355,7,1,t,1674,68,,f,t,100,t,,0,0,t,3
913,6356,7,1,t,1659,75,,f,t,100,t,,0,0,t,3
914,6357,1,1,t,1665,65,,f,t,100,t,,0,0,t,3
915,6358,1,1,t,2085,37,,f,t,100,t,,0,0,t,3
916,6359,1,1,t,0,73,,f,t,100,t,,0,0,t,3
917,6360,1,1,t,2063,62,,f,t,100,t,,0,0,t,3
918,6361,1,1,t,0,74,,f,t,100,t,,0,0,t,3
919,6362,1,1,t,0,68,,f,t,100,t,,0,0,t,3
920,6363,1,1,t,2056,75,,f,t,100,t,,0,0,t,3
921,6364,1,1,t,0,65,,f,t,100,t,,0,0,t,3
922,6365,1,1,t,1635,37,,f,t,100,t,,0,0,t,3
923,6366,1,1,t,1670,73,,f,t,100,t,,0,0,t,3
924,6367,1,1,t,1675,62,,f,t,100,t,,0,0,t,3
925,6368,1,1,t,1670,74,,f,t,100,t,,0,0,t,3
926,6369,1,1,t,1655,68,,f,t,100,t,,0,0,t,3
927,6370,1,1,t,1665,75,,f,t,100,t,,0,0,t,3
928,6371,1,1,t,1620,65,,f,t,100,t,,0,0,t,3
929,6372,1,1,t,1400,,,f,t,100,t,,0,0,t,3
930,6373,1,1,t,832,,,f,t,100,t,,0,0,t,3
931,6374,1,1,t,674,,,f,t,100,t,,0,0,t,3
932,6375,1,1,t,1189,,,f,t,100,t,,0,0,t,3
933,6376,1,1,t,905,,,f,t,100,t,,0,0,t,3
934,6377,1,1,t,1194,,,f,t,100,t,,0,0,t,3
935,6378,1,1,t,1395,,,f,t,100,t,,0,0,t,3
936,6379,1,1,t,1400,,,f,t,100,t,,0,0,t,3
937,6380,1,1,t,832,,,f,t,100,t,,0,0,t,3
938,6381,1,1,t,1650,,,f,t,100,t,,0,0,t,3
939,6382,1,1,t,1665,,,f,t,100,t,,0,0,t,3
940,6383,1,1,t,1670,,,f,t,100,t,,0,0,t,3
941,6384,3,1,t,1666,65,,f,t,100,t,,0,0,t,3
942,6385,3,1,t,2091,37,,f,t,100,t,,0,0,t,3
943,6386,3,1,t,0,73,,f,t,100,t,,0,0,t,3
944,6387,3,1,t,2065,62,,f,t,100,t,,0,0,t,3
945,6388,3,1,t,0,74,,f,t,100,t,,0,0,t,3
946,6389,3,1,t,0,68,,f,t,100,t,,0,0,t,3
947,6390,3,1,t,2057,75,,f,t,100,t,,0,0,t,3
948,6391,3,1,t,0,65,,f,t,100,t,,0,0,t,3
949,6392,3,1,t,1636,37,,f,t,100,t,,0,0,t,3
950,6393,3,1,t,1626,73,,f,t,100,t,,0,0,t,3
951,6394,3,1,t,1631,62,,f,t,100,t,,0,0,t,3
952,6395,3,1,t,1671,74,,f,t,100,t,,0,0,t,3
953,6396,3,1,t,1656,68,,f,t,100,t,,0,0,t,3
954,6397,3,1,t,1666,75,,f,t,100,t,,0,0,t,3
955,6398,3,1,t,1621,65,,f,t,100,t,,0,0,t,3
956,6399,3,1,t,1401,,,f,t,100,t,,0,0,t,3
957,6400,3,1,t,786,,,f,t,100,t,,0,0,t,3
958,6401,3,1,t,675,,,f,t,100,t,,0,0,t,3
959,6402,3,1,t,1190,,,f,t,100,t,,0,0,t,3
960,6403,3,1,t,906,,,f,t,100,t,,0,0,t,3
961,6404,3,1,t,1195,,,f,t,100,t,,0,0,t,3
962,6405,3,1,t,1396,,,f,t,100,t,,0,0,t,3
963,6406,3,1,t,1401,,,f,t,100,t,,0,0,t,3
964,6407,3,1,t,786,,,f,t,100,t,,0,0,t,3
965,6408,3,1,t,1621,,,f,t,100,t,,0,0,t,3
966,6409,3,1,t,1656,,,f,t,100,t,,0,0,t,3
967,6410,3,1,t,1666,,,f,t,100,t,,0,0,t,3
968,6411,8,1,t,0,65,,f,t,100,t,,0,0,t,1
969,6412,8,1,t,0,37,,f,t,100,t,,0,0,t,1
970,6413,8,1,t,0,73,,f,t,100,t,,0,0,t,1
971,6414,8,1,t,0,62,,f,t,100,t,,0,0,t,1
972,6415,8,1,t,0,74,,f,t,100,t,,0,0,t,1
973,6416,8,1,t,0,68,,f,t,100,t,,0,0,t,1
974,6417,8,1,t,0,75,,f,t,100,t,,0,0,t,1
975,6418,8,1,t,0,65,,f,t,100,t,,0,0,t,1
976,6419,8,1,t,0,37,,f,t,100,t,,0,0,t,1
