id,sound_id,sound_pack_id,in_water,scale
124,2074,,f,1.0
125,0,0,f,1.0
126,0,0,f,1.0
127,0,0,f,1.0
128,0,0,f,1.0
129,0,0,f,1.0
130,2013,,f,1.0
131,0,0,f,1.0
132,0,0,f,1.0
133,0,0,f,1.0
134,0,0,f,1.0
135,0,0,f,1.0
136,0,0,f,1.0
137,0,0,f,1.0
138,0,0,f,1.0
139,0,0,f,1.0
140,0,0,f,1.0
141,0,0,f,1.0
142,0,0,f,1.0
143,0,0,f,1.0
144,0,0,f,1.0
145,0,0,f,1.0
146,852,0,f,1.0
147,0,0,f,1.0
148,0,0,f,1.0
149,0,0,f,1.0
150,0,0,f,1.0
151,0,0,f,1.0
152,82,0,f,1.0
153,0,0,f,1.0
154,0,0,f,1.0
155,0,0,f,1.0
156,0,0,f,1.0
157,0,0,f,1.0
158,157,0,f,1.0
159,0,0,f,1.0
160,0,0,f,1.0
161,0,0,f,1.0
162,0,0,f,1.0
163,0,0,f,1.0
164,936,0,f,1.0
165,,,f,1.0
166,,,f,1.0
167,,,t,1.0
168,0,0,f,1.0
169,0,0,f,1.0
170,0,0,f,1.0
171,0,0,f,1.0
172,0,0,f,1.0
173,0,0,f,1.0
174,2159,,f,1.0
175,,,f,1.0
176,494,0,f,1.0
177,,0,f,1.0
178,0,0,f,1.0
179,0,0,f,1.0
180,1226,,f,1.0
181,925,0,f,1.0
182,888,0,f,1.0
183,0,0,f,1.0
184,0,0,f,1.0
185,0,0,f,1.0
186,0,0,f,1.0
187,0,0,f,1.0
188,0,0,f,1.0
189,0,0,f,1.0
190,0,0,f,1.0
191,0,0,f,1.0
192,0,0,f,1.0
193,0,0,f,1.0
194,0,0,f,1.0
195,0,0,f,1.0
196,0,0,f,1.0
197,1786,,f,1.0
198,0,0,f,1.0
199,0,0,f,1.0
200,0,0,f,1.0
201,0,0,f,1.0
202,0,0,f,1.0
203,0,0,f,1.0
204,0,0,f,1.0
205,0,0,f,1.0
206,0,0,f,1.0
207,0,0,f,1.0
208,0,0,f,1.0
209,0,0,f,1.0
210,2344,,f,1.0
211,2345,,f,1.0
212,0,0,f,1.0
213,0,0,f,1.0
214,0,0,f,1.0
215,0,0,f,1.0
216,0,0,f,1.0
217,0,0,f,1.0
218,157,0,f,1.0
219,0,0,f,1.0
220,813,0,f,1.0
221,0,0,f,1.0
222,0,0,f,1.0
223,0,0,f,1.0
224,0,0,f,1.0
225,0,0,f,1.0
226,,,f,1.0
227,0,0,f,1.0
228,0,0,f,1.0
229,0,0,f,1.0
230,0,0,f,1.0
231,0,0,f,1.0
232,0,0,f,1.0
233,0,0,f,1.0
234,0,0,f,1.0
236,0,0,f,1.0
237,0,0,f,1.0
238,0,0,f,1.0
239,400,,f,1.0
240,393,0,f,1.0
241,,0,f,1.0
242,391,0,f,1.0
243,401,0,f,1.0
244,402,0,f,1.0
245,407,,f,1.0
246,623,,f,1.0
258,418,,f,1.0
259,0,0,f,1.0
260,416,0,f,1.0
261,417,0,f,1.0
262,0,0,f,1.0
263,428,,f,1.0
264,410,0,f,1.0
265,408,0,f,1.0
266,0,0,f,1.0
267,860,0,f,1.0
269,514,0,f,1.0
270,155,0,f,1.0
271,516,0,f,1.0
272,515,0,f,1.0
273,525,,f,1.0
274,153,0,f,1.0
275,526,,f,1.0
276,527,0,f,1.0
277,628,0,f,1.0
278,0,0,f,1.0
279,532,,f,1.0
280,977,0,f,1.0
281,533,,f,1.0
282,551,0,f,1.0
284,,0,f,1.0
285,0,0,f,1.0
286,,0,f,1.0
287,0,0,f,1.0
288,474,0,f,1.0
289,479,0,f,1.0
290,487,0,f,1.0
291,0,0,f,1.0
292,468,0,f,1.0
293,469,0,f,1.0
294,471,0,f,1.0
296,413,0,f,1.0
297,473,0,f,1.0
298,472,0,f,1.0
299,2172,,f,1.0
300,,,f,1.0
301,0,0,f,1.0
302,0,0,f,1.0
303,434,0,f,1.0
304,444,0,f,1.0
305,0,0,f,1.0
306,553,0,f,1.0
307,0,0,f,1.0
308,561,0,f,1.0
309,570,0,f,1.0
310,,,f,1.0
311,585,0,f,1.0
312,0,0,f,1.0
313,0,0,f,1.0
314,0,0,f,1.0
315,0,0,f,1.0
316,0,0,f,1.0
317,608,,f,1.0
318,615,,f,1.0
319,597,0,f,1.0
320,,,f,1.0
321,0,0,f,1.0
322,458,0,f,1.0
323,452,,f,1.0
324,423,0,f,1.0
325,0,0,f,1.0
326,1815,,f,1.0
327,504,0,f,1.0
328,503,,f,1.0
329,1228,,f,1.0
330,493,0,f,1.0
331,492,0,f,1.0
332,0,0,f,1.0
333,511,,f,1.0
334,510,,f,1.0
335,505,0,f,1.0
336,0,0,f,1.0
337,0,0,f,1.0
338,0,0,f,1.0
339,0,0,f,1.0
340,2023,,f,1.0
341,867,,f,1.0
342,0,0,f,1.0
343,409,0,f,1.0
344,0,0,f,1.0
345,0,0,f,1.0
346,0,0,f,1.0
347,0,0,f,1.0
348,508,0,f,1.0
349,410,0,f,1.0
350,0,0,f,1.0
351,524,0,f,1.0
352,0,0,f,1.0
353,424,0,f,1.0
354,0,0,f,1.0
355,0,0,f,1.0
356,0,0,f,1.0
357,0,0,f,1.0
358,0,0,f,1.0
359,0,0,f,1.0
360,0,0,f,1.0
361,1832,,f,1.0
362,1831,,f,1.0
363,477,,f,1.0
364,560,0,f,1.0
365,0,0,f,1.0
366,0,0,f,1.0
367,0,0,f,1.0
368,0,0,f,1.0
369,0,0,f,1.0
370,0,0,f,1.0
371,368,,f,1.0
372,0,0,f,1.0
373,0,0,f,1.0
374,1235,,f,1.0
375,0,0,f,1.0
376,0,0,f,1.0
377,,,f,1.0
378,1955,,f,1.0
379,1650,,f,1.0
380,1651,,f,1.0
381,0,0,f,1.0
382,0,0,f,1.0
383,720,0,f,1.0
384,0,0,f,1.0
385,,,f,1.0
386,0,0,f,1.0
387,0,0,f,1.0
388,989,,f,1.0
389,990,,f,1.0
390,714,,f,1.0
392,2204,,f,1.0
393,474,,f,1.0
394,715,,f,1.0
395,723,,f,1.0
396,655,,f,1.0
397,730,0,f,1.0
398,729,,f,1.0
399,740,0,f,1.0
400,738,,f,1.0
401,739,,f,1.0
402,733,,f,1.0
403,,,f,1.0
404,732,,f,1.0
405,0,0,f,1.0
406,0,0,f,1.0
407,0,0,f,1.0
408,0,0,f,1.0
409,0,0,f,1.0
410,1835,,f,1.0
411,1836,,f,1.0
412,718,0,f,1.0
413,716,,f,1.0
414,717,,f,1.0
415,728,,f,1.0
416,711,,f,1.0
417,988,0,f,1.0
418,712,,f,1.0
419,713,,f,1.0
420,708,,f,1.0
421,707,,f,1.0
422,1000,,f,1.0
423,719,,f,1.0
424,720,,f,1.0
425,704,,f,1.0
426,726,,f,1.0
427,705,,f,1.0
428,706,,f,1.0
429,1001,,f,1.0
430,710,,f,1.0
431,1000,,f,1.0
432,1002,,f,1.0
433,0,0,f,1.0
434,999,,f,1.0
435,644,,f,1.0
436,0,0,f,1.0
437,0,0,f,1.0
438,744,,f,1.0
439,1820,,f,1.0
440,1952,,f,1.0
441,1954,,f,1.0
442,735,,f,1.0
443,,,f,1.0
444,736,,f,1.0
445,1011,,f,1.0
446,2072,,f,1.0
447,,,f,1.0
448,743,,f,1.0
449,742,,f,1.0
450,741,,f,1.0
451,667,,f,1.0
452,998,,f,1.0
453,654,,f,1.0
454,724,,f,1.0
455,654,,f,1.0
456,725,,f,1.0
457,1776,,f,1.0
458,865,0,f,1.0
459,0,0,f,1.0
460,,0,f,1.0
461,745,,f,1.0
462,983,,f,1.0
463,,,f,1.0
464,0,0,f,1.0
465,0,0,f,1.0
466,865,0,f,1.0
467,0,0,f,1.0
468,0,0,f,1.0
469,0,0,f,1.0
470,0,0,f,1.0
471,0,0,f,1.0
472,,,f,1.0
474,2024,,f,1.0
475,0,0,f,1.0
476,425,0,f,1.0
477,478,,f,1.0
478,875,,f,1.0
479,1813,,f,1.0
480,0,0,f,1.0
481,0,0,f,1.0
482,0,0,f,1.0
483,,,f,1.0
484,,,f,1.0
485,0,0,f,1.0
486,0,0,f,1.0
487,0,0,f,1.0
488,0,0,f,1.0
489,,,f,1.0
490,0,0,f,1.0
491,404,,f,1.0
492,0,0,f,1.0
493,0,0,f,1.0
494,0,0,f,1.0
495,0,0,f,1.0
496,500,0,f,1.0
497,0,0,f,1.0
498,499,0,f,1.0
499,491,0,f,1.0
500,0,0,f,1.0
501,0,0,f,1.0
502,0,0,f,1.0
503,,,f,1.0
504,618,0,f,1.0
505,0,0,f,1.0
506,0,0,f,1.0
507,1648,,f,1.0
508,442,,f,1.0
509,617,,f,1.0
510,441,,f,1.0
511,1985,,f,1.0
512,439,,f,1.0
513,438,,f,1.0
514,978,0,f,1.0
515,1221,,f,1.0
516,978,,f,1.0
517,440,0,f,1.0
518,0,0,f,1.0
519,626,,f,1.0
520,1755,,f,1.0
522,,,f,1.0
523,,,f,1.0
524,,,f,1.0
525,,,f,1.0
526,614,,f,1.0
527,0,0,f,1.0
528,594,0,f,1.0
529,596,0,f,1.0
530,595,0,f,1.0
531,0,0,f,1.0
532,0,0,f,1.0
533,437,,f,1.0
534,1833,,f,1.0
535,627,0,f,1.0
536,562,0,f,1.0
537,0,0,f,1.0
538,0,0,f,1.0
539,0,0,f,1.0
540,0,0,f,1.0
541,0,0,f,1.0
542,0,0,f,1.0
543,0,0,f,1.0
544,518,0,f,1.0
545,519,0,f,1.0
546,642,0,f,1.0
547,0,0,f,1.0
548,581,0,f,1.0
549,,,f,1.0
550,451,0,f,1.0
551,450,0,f,1.0
552,602,,f,1.0
553,603,0,f,1.0
554,0,0,f,1.0
555,0,0,f,1.0
556,0,0,f,1.0
557,,,f,1.0
558,0,0,f,1.0
559,2337,,f,1.0
560,0,0,f,1.0
561,489,0,f,1.0
562,0,0,f,1.0
563,498,,f,1.0
564,0,0,f,1.0
565,0,0,f,1.0
566,616,0,f,1.0
567,0,0,f,1.0
568,,,f,1.0
569,0,0,f,1.0
570,,,f,1.0
571,443,,f,1.0
572,407,0,f,1.0
573,0,0,f,1.0
574,0,0,f,1.0
575,1834,,f,1.0
576,557,0,f,1.0
577,405,0,f,1.0
578,457,0,f,1.0
579,456,0,f,1.0
580,160,0,f,1.0
581,0,0,f,1.0
582,2085,,f,1.0
583,0,0,f,1.0
584,0,0,f,1.0
585,0,0,f,1.0
586,453,,f,1.0
587,0,0,f,1.0
588,578,27,f,1.0
589,0,0,f,1.0
590,1328,,f,1.0
591,1328,,f,1.0
592,1328,,f,1.0
593,1328,,f,1.0
594,1328,,f,1.0
595,455,0,f,1.0
596,572,0,f,1.0
597,887,0,f,1.0
598,609,,f,1.0
599,613,0,f,1.0
600,622,0,f,1.0
601,620,,f,1.0
602,467,0,f,1.0
603,466,0,f,1.0
604,0,0,f,1.0
605,556,0,f,1.0
606,378,0,f,1.0
607,379,0,f,1.0
608,380,0,f,1.0
609,0,0,f,1.0
610,,,f,1.0
611,1656,,f,1.0
612,399,,f,1.0
613,,,f,1.0
614,381,0,f,1.0
615,968,,f,1.0
616,430,,f,1.0
617,,,f,1.0
618,969,0,f,1.0
619,1197,,f,1.0
620,484,,f,1.0
621,483,0,f,1.0
622,,,f,1.0
623,,,f,1.0
624,529,0,f,1.0
625,,,f,1.0
626,531,0,f,1.0
627,,,f,1.0
628,621,0,f,1.0
629,610,0,f,1.0
630,640,0,f,1.0
631,640,0,f,1.0
632,640,0,f,1.0
633,640,0,f,1.0
634,,,f,1.0
635,886,0,f,1.0
636,886,0,f,1.0
637,886,0,f,1.0
638,0,0,f,1.0
639,,,f,1.0
640,1985,,f,1.0
641,1827,,f,1.0
642,0,0,f,1.0
643,0,0,f,1.0
644,,,f,1.0
645,486,0,f,1.0
646,485,0,f,1.0
647,,0,f,1.0
648,0,0,f,1.0
649,480,0,f,1.0
650,481,0,f,1.0
651,0,0,f,1.0
652,0,0,f,1.0
653,1953,,f,1.0
654,420,0,f,1.0
655,1818,,f,1.0
656,0,0,f,1.0
657,0,0,f,1.0
658,0,0,f,1.0
659,0,0,f,1.0
660,,,f,1.0
661,454,0,f,1.0
662,,54,f,1.0
663,1966,,f,1.0
664,0,0,f,1.0
665,0,0,f,1.0
666,0,0,f,1.0
667,0,0,f,1.0
668,0,0,f,1.0
669,0,0,f,1.0
670,,,f,1.0
672,0,0,f,1.0
673,510,,f,1.0
674,0,0,f,1.0
675,668,,f,1.0
676,0,0,f,1.0
677,0,0,f,1.0
678,1806,,f,1.0
679,1807,,f,1.0
680,0,0,f,1.0
681,0,0,f,1.0
682,2218,,f,1.0
683,0,0,f,1.0
684,415,0,f,1.0
685,429,0,f,1.0
686,419,0,f,1.0
687,514,0,f,1.0
688,0,0,f,1.0
689,,,f,1.0
690,541,0,f,1.0
691,411,0,f,1.0
692,0,0,f,1.0
693,0,0,f,1.0
694,0,0,f,1.0
696,587,22,f,1.0
697,,31,f,1.0
698,580,28,f,1.0
699,576,25,f,1.0
700,,0,f,1.0
701,461,0,f,1.0
702,403,,f,1.0
703,465,0,f,1.0
704,2235,,f,1.0
705,460,0,f,1.0
706,,0,f,1.0
707,459,0,f,1.0
708,464,,f,1.0
709,0,0,f,1.0
710,0,0,f,1.0
711,565,0,f,1.0
712,564,,f,1.0
713,1134,10,f,1.0
714,448,0,f,1.0
715,0,0,f,1.0
716,0,0,f,1.0
717,161,0,f,1.0
718,449,0,f,1.0
719,,,f,1.0
720,,,f,1.0
721,,,f,1.0
722,,,f,1.0
723,475,,f,1.0
724,474,0,f,1.0
725,0,0,f,1.0
726,0,0,f,1.0
727,563,6,f,1.0
728,633,0,f,1.0
729,568,24,f,1.0
730,567,,f,1.0
731,641,0,f,1.0
732,0,0,f,1.0
733,575,33,f,1.0
734,574,,f,1.0
735,573,32,f,1.0
736,1819,,f,1.0
737,638,0,f,1.0
738,577,0,f,1.0
739,639,0,f,1.0
740,0,0,f,1.0
741,591,0,f,1.0
742,0,0,f,1.0
743,0,0,f,1.0
744,593,0,f,1.0
745,600,0,f,1.0
746,601,0,f,1.0
747,0,0,f,1.0
748,599,0,f,1.0
749,0,0,f,1.0
750,566,23,f,1.0
751,0,0,f,1.0
752,590,0,f,1.0
753,0,0,f,1.0
754,589,0,f,1.0
755,1344,,f,1.0
756,607,,f,1.0
757,,,f,1.0
758,,0,f,1.0
759,540,0,f,1.0
760,538,0,f,1.0
761,445,0,f,1.0
762,0,0,f,1.0
763,462,0,f,1.0
764,2455,,f,1.0
765,436,,f,1.0
766,0,0,f,1.0
767,0,0,f,1.0
768,0,0,f,1.0
769,446,,f,1.0
770,1654,,f,1.0
771,588,0,f,1.0
772,,0,f,1.0
773,576,,f,1.0
774,0,0,f,1.0
775,1138,,f,1.0
776,1139,,f,1.0
777,0,0,f,1.0
778,592,0,f,1.0
779,611,0,f,1.0
780,384,,f,1.0
781,386,0,f,1.0
782,385,0,f,1.0
783,612,0,f,1.0
784,605,,f,1.0
785,606,,f,1.0
786,619,0,f,1.0
787,520,0,f,1.0
788,522,0,f,1.0
789,521,0,f,1.0
790,390,,f,1.0
791,387,,f,1.0
792,389,,f,1.0
793,388,,f,1.0
794,534,0,f,1.0
795,427,0,f,1.0
796,426,,f,1.0
797,967,0,f,1.0
798,0,0,f,1.0
799,0,0,f,1.0
800,567,,f,1.0
801,0,0,f,1.0
802,571,0,f,1.0
803,532,,f,1.0
804,631,,f,1.0
805,630,0,f,1.0
806,629,,f,1.0
807,488,,f,1.0
808,982,0,f,1.0
809,981,0,f,1.0
810,2413,,f,1.0
811,0,0,f,1.0
812,,,f,1.0
813,1757,,f,1.0
814,458,0,f,1.0
815,1752,,f,1.0
816,393,0,f,1.0
817,163,,f,1.0
818,507,0,f,1.0
819,506,0,f,1.0
820,1240,,f,1.0
821,1791,,f,1.0
822,1790,,f,1.0
823,1788,,f,1.0
824,1789,,f,1.0
825,1780,,f,1.0
826,0,0,f,1.0
827,2019,,f,1.0
828,0,0,f,1.0
829,0,0,f,1.0
830,,,f,1.0
831,0,0,f,1.0
832,1849,,f,1.0
833,1794,,f,1.0
834,1825,,f,1.0
835,1812,,f,1.0
836,597,0,f,1.0
837,0,0,f,1.0
838,577,26,f,1.0
839,421,0,f,1.0
840,,,f,1.0
841,413,0,f,1.0
842,,0,f,1.0
843,552,,f,1.0
844,0,0,f,1.0
845,495,0,f,1.0
846,496,0,f,1.0
847,0,0,f,1.0
848,0,0,f,1.0
849,0,0,f,1.0
850,0,0,f,1.0
851,,,f,1.0
852,,,f,1.0
853,0,0,f,1.0
854,0,0,f,1.0
855,0,0,f,1.0
856,0,0,f,1.0
857,0,0,f,1.0
858,,,f,1.0
859,0,0,f,1.0
860,,,f,1.0
861,,,f,1.0
862,,,f,1.0
863,0,0,f,1.0
864,1809,,f,1.0
865,0,0,f,1.0
866,,,f,1.0
867,0,0,f,1.0
868,0,0,f,1.0
869,,,f,1.0
870,2413,,f,1.0
871,0,0,f,1.0
872,1782,,f,1.0
873,0,0,f,1.0
874,0,0,f,1.0
875,666,,f,1.0
876,994,,f,1.0
877,995,0,f,1.0
878,1030,,f,1.0
879,1014,,f,1.0
880,665,,f,1.0
881,997,,f,1.0
882,377,,f,1.0
883,1000,,f,1.0
884,722,,f,1.0
885,721,,f,1.0
886,2155,,f,1.0
887,,,f,1.0
888,2198,,f,1.0
889,663,,f,1.0
890,664,,f,1.0
891,662,,f,1.0
892,652,,f,1.0
893,742,,f,1.0
894,645,,f,1.0
895,709,,f,1.0
896,646,,f,1.0
897,658,,f,1.0
898,,,f,1.0
899,1006,0,f,1.0
900,657,,f,1.0
901,656,,f,1.0
902,,,f,1.0
903,650,,f,1.0
904,651,,f,1.0
905,,,f,1.0
906,,,f,1.0
907,1756,,f,1.0
908,669,,f,1.0
909,1007,,f,1.0
910,476,,f,1.0
911,0,0,f,1.0
912,1029,,f,1.0
913,731,,f,1.0
914,734,,f,1.0
915,737,,f,1.0
916,670,,f,1.0
917,671,,f,1.0
918,,,f,1.0
919,397,0,f,1.0
920,647,,f,1.0
921,648,,f,1.0
922,649,,f,1.0
923,992,,f,1.0
924,661,0,f,1.0
925,993,,f,1.0
926,660,,f,1.0
927,,0,f,1.0
928,0,0,f,1.0
929,549,0,f,1.0
931,4163,,f,1.0
932,4162,,f,1.0
933,514,0,f,1.0
934,979,,f,1.0
935,643,0,f,1.0
936,0,0,f,1.0
937,0,0,f,1.0
938,554,,f,1.0
939,0,0,f,1.0
940,727,,f,1.0
941,659,,f,1.0
942,1009,,f,1.0
943,653,0,f,1.0
944,991,,f,1.0
945,0,0,f,1.0
946,,,f,1.0
947,0,0,f,1.0
948,0,0,f,1.0
949,,,f,1.0
950,850,0,f,1.0
951,474,0,f,1.0
952,312,0,f,1.0
953,962,0,f,1.0
954,0,0,f,1.0
955,0,0,f,1.0
956,,,f,1.0
957,0,0,f,1.0
958,919,0,f,1.0
959,0,0,f,1.0
960,918,0,f,1.0
961,0,0,f,1.0
962,0,0,f,1.0
963,0,0,f,1.0
964,0,0,f,1.0
965,0,0,f,1.0
966,0,0,f,1.0
967,0,0,f,1.0
968,0,0,f,1.0
969,0,0,f,1.0
970,0,0,f,1.0
971,0,0,f,1.0
972,0,0,f,1.0
973,0,0,f,1.0
974,0,0,f,1.0
975,548,,f,1.0
976,548,0,f,1.0
977,548,,f,1.0
978,548,,f,1.0
979,548,,f,1.0
980,538,0,f,1.0
981,539,0,f,1.0
982,0,0,f,1.0
983,917,0,f,1.0
984,0,0,f,1.0
985,0,0,f,1.0
986,,53,f,1.0
988,,0,f,1.0
989,,0,f,1.0
990,0,0,f,1.0
991,,0,f,1.0
992,0,0,f,1.0
993,,0,f,1.0
994,482,0,f,1.0
995,1824,,f,1.0
996,0,0,f,1.0
997,,,f,1.0
999,2011,,f,1.0
1000,0,0,f,1.0
1002,417,0,f,1.0
1003,0,0,f,1.0
1004,0,0,f,1.0
1005,624,0,f,1.0
1006,0,0,f,1.0
1007,984,,f,1.0
1008,987,,f,1.0
1009,986,,f,1.0
1010,985,,f,1.0
1011,847,0,f,1.0
1012,0,0,f,1.0
1013,961,0,f,1.0
1014,154,0,f,1.0
1016,,0,f,1.0
1018,0,0,f,1.0
1019,2018,,f,1.0
1020,,,f,1.0
1021,0,0,f,1.0
1022,0,0,f,1.0
1023,699,,f,1.0
1024,1758,,f,1.0
1025,0,0,f,1.0
1026,0,0,f,1.0
1027,0,0,f,1.0
1028,516,0,f,1.0
1029,515,0,f,1.0
1030,515,0,f,1.0
1031,516,0,f,1.0
1032,911,,f,1.0
1033,910,0,f,1.0
1034,828,,f,1.0
1035,846,,f,1.0
1036,2217,,f,1.0
1039,912,0,f,1.0
1040,912,0,f,1.0
1041,829,,f,1.0
1042,830,0,f,1.0
1043,831,,f,1.0
1044,2209,,f,1.0
1045,835,,f,1.0
1046,837,,f,3.0
1047,838,,f,1.0
1048,839,0,f,1.0
1049,840,,f,1.0
1050,0,0,f,1.0
1051,1826,,f,1.0
1052,702,0,f,1.0
1053,2057,,f,1.0
1054,0,0,f,1.0
1055,1783,,f,1.0
1056,0,0,f,1.0
1057,0,0,f,1.0
1058,1900,,f,1.0
1059,0,0,f,1.0
1060,0,0,f,1.0
1061,2086,,f,1.0
1062,2058,,f,1.0
1063,0,0,f,1.0
1064,0,0,f,1.0
1065,0,0,f,1.0
1066,987,,f,1.0
1067,650,,f,1.0
1068,1805,,f,1.0
1069,1829,,f,1.0
1070,1814,,f,1.0
1071,1792,,f,1.0
1072,644,,f,1.0
1073,679,,f,1.0
1074,2017,,f,1.0
1075,0,0,f,1.0
1076,632,0,f,1.0
1077,0,0,f,1.0
1078,0,0,f,1.0
1079,0,0,f,1.0
1080,0,0,f,1.0
1081,0,0,f,1.0
1082,0,0,f,1.0
1083,0,0,f,1.0
1085,0,0,f,1.0
1086,0,0,f,1.0
1087,1796,,f,1.0
1088,1797,,f,1.0
1089,1798,,f,1.0
1090,1799,,f,1.0
1091,0,0,f,1.0
1092,845,,f,1.0
1093,996,,f,1.0
1094,844,,f,1.0
1095,720,0,f,1.0
1096,728,0,f,1.0
1097,1008,0,f,1.0
1098,0,0,f,1.0
1099,832,0,f,1.0
1100,833,0,f,1.0
1101,843,0,f,1.0
1102,842,0,f,1.0
1103,841,0,f,1.0
1104,0,0,f,1.0
1105,0,0,f,1.0
1106,604,,f,1.0
1107,82,0,f,1.0
1108,503,0,f,1.0
1109,2342,,f,1.0
1110,,,f,1.0
1111,625,0,f,1.0
1112,435,0,f,1.0
1113,1808,,f,1.0
1114,0,0,f,1.0
1115,0,0,f,1.0
1116,0,0,f,1.0
1117,0,0,f,1.0
1118,865,,f,1.0
1119,,0,f,1.0
1120,,0,f,1.0
1121,,0,f,1.0
1122,676,0,f,1.0
1123,,0,f,1.0
1124,2410,,f,1.0
1125,,0,f,1.0
1126,414,,f,1.0
1127,157,0,f,1.0
1128,,0,f,1.0
1129,,0,f,1.0
1130,,0,f,1.0
1131,,0,f,1.0
1132,,0,f,1.0
1133,,0,f,1.0
1134,,0,f,1.0
1135,,0,f,1.0
1136,,0,f,1.0
1137,,0,f,1.0
1138,,0,f,1.0
1139,,0,f,1.0
1140,,0,f,1.0
1141,2202,,f,1.0
1142,,0,f,1.0
1143,,0,f,1.0
1144,,0,f,1.0
1145,,0,f,1.0
1146,,0,f,1.0
1147,,,f,1.0
1148,856,0,f,1.0
1149,855,0,f,1.0
1150,866,0,f,1.0
1151,,0,f,1.0
1152,,0,f,1.0
1153,,0,f,1.0
1154,1902,,f,1.0
1155,,0,f,1.0
1156,,0,f,1.0
1157,,0,f,1.0
1158,,0,f,1.0
1159,,0,f,1.0
1160,,0,f,1.0
1161,1802,,f,1.0
1162,3726,,f,1.0
1163,905,0,f,1.0
1164,,0,f,1.0
1165,,0,f,1.0
1166,,,f,1.0
1167,,0,f,1.0
1168,,0,f,1.0
1169,908,0,f,1.0
1170,909,0,f,1.0
1171,907,0,f,1.0
1172,906,0,f,1.0
1173,,0,f,1.0
1174,,0,f,1.0
1175,,,f,1.0
1176,,0,f,1.0
1177,865,0,f,1.0
1178,,0,f,1.0
1179,,0,f,1.0
1180,877,0,f,1.0
1181,878,0,f,1.0
1182,2029,,f,1.0
1183,,,f,1.0
1184,,0,f,1.0
1185,,0,f,1.0
1186,,0,f,1.0
1187,,0,f,1.0
1188,,0,f,1.0
1189,,0,f,1.0
1190,,0,f,1.0
1191,,0,f,1.0
1192,,0,f,1.0
1193,812,0,f,1.0
1194,810,0,f,1.0
1195,809,0,f,1.0
1196,811,0,f,1.0
1198,,0,f,1.0
1199,,0,f,1.0
1200,,0,f,1.0
1201,,0,f,1.0
1202,,0,f,1.0
1203,,0,f,1.0
1204,,0,f,1.0
1205,654,0,f,1.0
1206,,0,f,1.0
1207,,0,f,1.0
1208,,0,f,1.0
1209,,0,f,1.0
1210,,0,f,1.0
1211,,0,f,1.0
1212,1811,,f,1.0
1213,,0,f,1.0
1214,836,0,f,1.0
