name,seq
quest_act_check_timers,8000000
quest_act_supply_selective_items,8000000
npc_spawner_npcs,8000000
quest_act_check_guards,8000000
quest_act_con_accept_spheres,8000000
quest_act_check_spheres,8000000
quest_act_con_accept_items,8000021
transfer_paths,8000000
quest_act_con_accept_skills,8000000
doodad_func_digs,8000000
quest_act_con_fails,8000000
doodad_func_uses,8000000
item_housing_decorations,8000000
doodad_func_housing_areas,8000000
item_housings,8000000
doodad_func_rock_mines,8000000
item_recipes,8000000
doodad_func_ore_mines,8000000
doodad_func_spice_collects,8000000
doodad_func_fruit_picks,8000000
doodad_func_medicalingredient_mines,8000000
doodad_func_crystal_collects,8000000
doodad_func_gass_extracts,8000000
doodad_func_soil_collects,8000000
doodad_func_tree_byproducts_collects,8000000
doodad_func_crop_harvests,8000000
doodad_func_fiber_collects,8000000
doodad_func_dairy_collects,8000000
doodad_func_seed_collects,8000000
doodad_func_plant_collects,8000000
doodad_func_cereal_harvests,8000000
doodad_func_machine_parts_collects,8000000
face_decal_assets,8000000
quest_act_con_accept_buffs,8000001
wi_details,8000000
wi_groups,8000000
wi_group_wis,8000000
item_enchanting_gems,8000000
doodad_func_remove_items,8000000
item_bags,8000000
doodad_func_dyeingredient_collects,8000000
return_points,8000000
buff_modifiers,8000000
doodad_func_fake_uses,8000000
doodad_func_dig_terrains,8000000
unit_formulas,8000000
doodad_func_animates,8000000
item_armor_assets,8000000
wearable_slots,8000000
sounds,8000000
quest_act_supply_remove_items,8000000
fx_items,8000000
housing_decorations,8000000
doodad_func_skill_hits,8000000
heal_effects,8000000
doodad_func_consume_items,8000000
quest_act_con_accept_level_ups,8000000
doodad_place_skins,8000000
doodad_func_recover_items,8000000
quest_act_con_accept_npc_emotions,8000000
spawn_gimmick_effects,8000000
passive_buffs,8000000
doodad_func_navi_namings,8000000
doodad_func_navi_mark_pos_to_maps,8000000
doodad_func_navi_removes,8000000
doodad_func_navi_open_portals,8000000
doodad_func_navi_teleports,8000000
quest_act_con_report_journals,8000021
doodad_func_tods,8000000
mana_burn_effects,8000000
doodad_func_conditional_uses,8000000
doodad_modifiers,8000000
merchants,8000001
merchant_goods,8000026
sphere_skills,8000000
doodad_func_area_triggers,8000000
sphere_doodad_interacts,8000000
hair_colors,8000000
dispel_effects,8000000
loot_pack_dropping_npcs,8000028
report_crime_effects,8000000
fx_shake_cameras,8000000
quest_act_con_accept_item_gains,8000000
doodad_func_navi_remove_timers,8000000
anims,8000000
anim_rules,8000000
unit_formula_variables,8000000
formulas,8000000
sphere_bubbles,8000000
gimmicks,8000000
system_factions,8000000
plots,8000003
plot_events,8000063
plot_effects,8000075
plot_next_events,8000075
doodad_func_ratio_changes,8000000
doodad_func_ratio_respawns,8000000
wearable_kinds,8000000
wearables,8000000
wearable_formulas,8000000
doodad_func_pulse_triggers,8000000
doodad_func_logics,8000000
doodad_func_cleanup_logic_links,8000000
doodad_func_pulses,8000000
doodad_func_signs,8000000
transfer_bindings,8000000
doodad_func_logic_family_providers,8000000
doodad_func_skin_offs,8000000
aggro_effects,8000000
doodad_func_logic_family_subscribers,8000000
doodad_func_catches,8000000
craft_materials,8000212
craft_products,8000002
custom_dual_materials,8000000
quest_supplies,8000000
fx_decals,8000000
doodad_func_water_volumes,8000000
fx_materials,8000000
quest_act_supply_exps,8000023
quest_act_supply_coppers,8000021
ai_files,8000000
doodad_func_enter_instances,8000000
doodad_func_remove_instances,8000000
item_categories,8000000
districts,8000000
district_return_points,8000000
shipyard_steps,8000000
sphere_sounds,8000000
item_shipyards,8000000
actability_groups,8000000
actability_categories,8000000
physical_explosion_effects,8000000
npc_control_effects,8000000
game_score_rules,8000000
game_rule_events,8000000
imprint_ucc_effects,8000000
npc_spawner_spawn_effects,8000000
ui_texts,8000123
doodad_groups,8000000
npc_spawner_despawn_effects,8000000
world_groups,8000000
loot_groups,8000004
loots,8000067
doodad_func_loot_packs,8000000
bubble_effects,8000000
craft_packs,8000000
craft_pack_crafts,8000028
crafts,8000002
armor_assets,8000000
item_configs,8000000
express_texts,8000000
npc_ai_params,8000000
skill_products,8000001
slave_drop_doodads,8000000
skill_controllers,8000000
doodad_func_coffers,8000000
quest_act_obj_aliases,8000000
quest_act_obj_interactions,8000000
quest_act_obj_monster_hunts,8000000
quest_act_obj_monster_group_hunts,8000000
quest_act_obj_item_gathers,8000000
quest_act_obj_item_uses,8000000
quest_act_obj_spheres,8000000
quest_act_obj_distances,8000000
quest_act_obj_conditions,8000000
quest_act_obj_effect_fires,8000000
np_passive_buffs,8000000
quest_act_obj_talks,8000000
quest_item_groups,8000000
quest_item_group_items,8000000
quest_act_con_accept_npc_kills,8000000
sphere_accept_quests,8000000
sphere_accept_quest_quests,8000000
quest_tasks,8000000
quest_task_quests,8000000
quest_act_obj_item_group_gathers,8000000
slave_doodad_bindings,8000000
quest_act_obj_express_fires,8000000
slave_healing_point_doodads,8000000
ai_command_sets,8000000
ai_commands,8000000
equip_item_attr_modifiers,8000000
fx_ropes,8000000
sub_zones,8000000
item_groups,8000000
npc_group_members,8000000
ship_models,8000000
item_conv_rpacks,8000000
item_conv_reagents,8000000
item_conv_ppacks,8000000
item_conv_products,8000000
item_convs,8000000
item_conv_rpack_members,8000000
item_conv_ppack_members,8000000
item_conv_sets,8000000
quest_act_etc_item_obtains,8000000
quest_act_obj_talk_npc_groups,8000000
doodad_func_ucc_imprints,8000000
quest_act_obj_item_group_uses,8000000
quest_act_supply_appellations,8000021
quest_act_supply_lps,8000000
custom_font_colors,8000000
fx_sounds,8000000
doodad_func_parrots,8000000
quest_act_obj_zone_monster_hunts,8000000
doodad_func_bindings,8000000
bubbles,8000000
doodad_func_bubbles,8000000
item_procs,8000000
item_proc_bindings,8000000
npc_groups,8000000
constants,8000000
equip_item_sets,8000000
equip_item_set_bonuses,8000000
faction_chat_regions,8000000
doodad_func_purchases,8000000
characters,8000000
replace_chats,8000000
replace_chat_keys,8000000
replace_chat_texts,8000000
chat_commands,8000000
slash_commands,8000000
slash_functions,8000000
skill_reqs,8000000
quest_act_con_accept_item_equips,8000000
tooltip_skill_effects,8000000
item_backpacks,8000000
battle_fields,8000000
game_rule_sets,8000000
emblem_patterns,8000000
content_configs,8000000
quest_act_obj_zone_kills,8000000
quest_act_supply_honor_points,8000000
quest_act_obj_crafts,8000000
doodad_func_declare_sieges,8000000
housing_binding_doodads,8000000
doodad_func_craft_packs,8000004
doodad_func_siege_periods,8000000
doodad_func_parent_infos,8000000
doodad_func_play_flow_graphs,8000000
quest_act_supply_crime_points,8000000
doodad_func_consume_changers,8000000
buff_tolerance_steps,8000000
item_assets,8000000
tower_def_prog_kill_targets,8000000
resurrection_waiting_times,8000000
buff_tolerances,8000000
books,8000000
book_elems,8000000
doodad_func_renew_items,8000000
book_pages,8000000
book_page_contents,8000000
doodad_func_logic_displays,8000000
doodad_func_house_farms,8000000
item_open_papers,8000000
scoped_f_effects,8000000
doodad_func_open_papers,8000000
allowed_name_chars,8000067
blocked_texts,8003903
loot_actability_groups,8000000
zone_groups,8000000
anim_actions,8000000
cleanup_ucc_effects,8000000
doodad_func_attachments,8000000
skin_colors,8000000
tagged_skills,8000004
tagged_buffs,8000003
tagged_items,8000000
tagged_npcs,8000000
specialties,8000000
quest_act_supply_skills,8000000
quest_act_supply_interactions,8000000
quest_act_obj_zone_quest_completes,8000000
quest_act_obj_zone_npc_talks,8000000
quest_chat_bubbles,8000000
sphere_chat_bubbles,8000000
bubble_chats,8000000
open_portal_effects,8000000
buff_mount_skills,8000000
npc_mount_skills,8000000
slave_mount_skills,8000000
skill_req_skills,8000000
skill_req_skill_tags,8000000
character_buffs,8000000
fx_group_fx_items,8000000
zone_group_banned_tags,8000000
models,8000000
sound_packs,8000000
siege_settings,8000000
localized_texts,349386
open_portal_inland_reagents,8000000
open_portal_outland_reagents,8000000
quest_cameras,8000000
common_farms,8000000
farm_groups,8000000
farm_group_doodads,8000008
doodad_func_climate_reacts,8000000
doodad_func_navi_open_mailboxes,8000000
repair_slave_effects,8000000
repairable_slaves,8000000
model_quest_cameras,8000000
buff_skills,8000000
prefab_elements,8000000
prefab_models,8000000
holdables,8000000
skill_synergy_icons,8000000
doodad_func_open_farm_infos,8000000
gain_loot_pack_item_effects,8000012
doodad_func_purchase_siege_tickets,8000000
cinemas,8000000
slaves,8000000
item_conv_reagent_filters,8000000
recover_exp_effects,8000000
doodad_func_consume_changer_items,8000000
quest_components,8000066
cinema_effects,8000000
doodad_func_consume_changer_models,8000000
doodad_func_consume_changer_model_items,8000000
custom_face_presets,8000000
face_normal_maps,8000000
items,8000041
item_grade_distributions,8000000
doodad_func_exit_induns,8000000
damage_effects,8000007
character_equip_packs,8000000
total_character_customs,8000000
doodad_func_enter_sys_instances,8000000
actor_models,8000000
npc_posture_sets,8000000
npc_postures,8000000
quest_contexts,8000022
item_body_parts,8000000
attach_anims,8000000
sound_pack_items,8000000
skill_visual_groups,8000000
doodad_func_evidence_item_loots,8000000
combat_sounds,8000000
spawn_effects,8000000
unit_attribute_limits,8000000
item_accessories,8000000
quest_act_obj_doodad_phase_checks,8000000
mate_equip_slot_packs,8000000
aoe_diminishings,8000000
npc_grade_configs,8000000
doodad_func_spawn_gimmicks,8000000
reset_aoe_diminishing_effects,8000000
equip_slot_groups,8000000
equip_slot_group_maps,8000000
default_inventory_tabs,8000000
default_inventory_tab_groups,8000000
restore_mana_effects,8000000
auction_a_categories,8000000
auction_b_categories,8000000
auction_c_categories,8000000
aoe_shapes,8000001
doodad_func_clouts,8000000
quest_act_obj_complete_quests,8000000
skills,8000015
merchant_packs,8000000
quest_act_obj_aggros,8000000
ucc_applicables,8000000
quest_act_supply_jury_points,8000000
doodad_func_craft_directs,8000000
default_action_bar_actions,8000000
shipyards,8000000
shipyard_rewards,8000000
item_sets,8000000
item_set_items,8000000
doodad_func_stamp_makers,8000000
gem_visual_effects,8000000
doodad_func_puzzle_rolls,8000000
doodad_func_puzzle_ins,8000000
doodad_func_puzzle_outs,8000000
doodad_func_buffs,8000000
buff_breakers,8000000
transfer_binding_doodads,8000000
ai_events,8000000
vehicle_models,8000000
slave_passive_buffs,8000000
doodad_almighties,8000000
guard_tower_settings,8000000
guard_tower_steps,8000000
ignore_texts,8000000
kill_npc_without_corpse_effects,8000000
npc_initial_buffs,8000000
move_to_rez_point_effects,8000000
appellations,8000021
enum_house_demolish_types,4
siege_ticket_offense_prices,8000000
put_down_backpack_effects,8000000
housing_groups,8000000
housing_group_categories,8000000
housings,8000000
housing_areas,8000000
doodad_func_navi_open_bounties,8000000
plot_event_conditions,8000203
plot_conditions,8000203
plot_aoe_conditions,8000000
cinema_subtitles,8000000
enum_buff_save_rules,3
climates,8000000
slave_initial_buffs,8000000
quest_mail_attachments,8000000
quest_mail_attachment_items,8000000
quest_mail_sends,8000000
pcbang_buffs,8000001
zones,8000000
zone_climate_elems,8000000
zone_climates,8000000
quest_act_supply_living_points,8000000
enum_comparison_operators,5
npc_interaction_sets,8000000
npc_interactions,8000000
doodad_func_fish_schools,8000000
npc_spawners,8000000
spawn_fish_effects,8000000
skill_effects,8000016
enum_currencies,4
enum_weapon_equip_statuses,3
deco_actability_groups,8000000
housing_deco_limits,8000000
housing_deco_limit_elems,8000000
npc_chat_bubbles,8000000
doodad_func_buy_fishes,8000000
doodad_func_buy_fish_models,8000000
fish_details,8000000
doodad_func_buy_fish_items,8000000
doodad_func_buy_fish_model_items,8000000
instrument_sounds,8000000
doodad_func_convert_fishes,8000000
doodad_func_convert_fish_items,8000000
doodad_func_coffer_perms,8000000
enum_char_record_kinds,8
doodad_func_spawn_mgmts,8000000
impulse_effects,8000000
blocked_child_doodads,8000000
enum_day_of_weeks,8
item_grades,8000000
quest_act_obj_mate_levels,8000000
game_schedule_quests,8000000
game_schedule_doodads,8000000
body_diffuse_maps,8000000
enum_battle_field_ending_reasons,4
enum_victory_states,3
tower_defs,8000000
dyeing_colors,8000000
item_dyeings,8000000
dyeable_items,8000000
game_schedule_spawners,8000000
enum_schedule_item_kinds,4
schedule_items,8000001
levels,8000000
armor_grade_buffs,8000000
game_schedules,8000000
music_note_limits,8000000
expert_limits,8000000
slave_equip_slots,8000000
slave_equip_packs,8000000
allow_to_equip_slaves,8000000
doodad_func_exchanges,8000000
doodad_func_exchange_items,8000000
bag_expands,8000000
quest_act_supply_aa_points,8000003
expand_expert_limits,8000000
item_secure_exceptions,8000000
enum_content_currencies,10
indun_room_spheres,8000000
indun_rooms,8000000
indun_action_change_doodad_phases,8000000
indun_actions,8000000
indun_event_npc_spawneds,8000000
indun_events,8000000
indun_action_remove_tagged_npcs,8000000
indun_event_no_alive_ch_in_rooms,8000000
race_tracks,8000000
race_track_shapes,8000000
taxations,8000000
world_var_defaults,8000000
slave_initial_item_packs,8000000
enum_rank_kinds,4
item_look_convert_holdables,8000000
item_look_convert_wearables,8000000
sphere_buffs,8000000
merchant_price_ratios,8000000
premium_configs,8000000
item_look_convert_required_items,8000000
item_look_converts,8000000
slave_initial_items,8000000
ranks,8000000
rank_scopes,8000000
rank_scope_links,8000000
rank_rewards,8000000
rank_reward_links,8000000
item_slave_equipments,8000000
indun_event_npc_killeds,8000000
indun_action_set_room_cleareds,8000000
indun_event_doodad_spawneds,8000000
slave_equipment_equip_slot_packs,8000000
allow_to_equip_slots,8000000
item_socket_chances,8000000
quest_act_obj_levels,8000000
quest_act_obj_ability_levels,8000000
siege_zones,8000000
enum_plot_variable_kinds,12
item_sockets,8000000
enum_grammar_kinds,6
grammar_tag_none_types,8000000
play_log_effects,8000000
item_weapons,8000001
item_armors,8000001
enum_item_skin_kinds,3
doodad_func_moulds,8000000
doodad_func_insert_counters,8000000
tower_def_prog_spawn_targets,8000000
tower_def_progs,8000000
npcs,8000000
buffs,8000024
item_socket_count_bonuses,8000000
area_event_check_npcs,8000000
cash_charge_infos,8000000
currency_configs,8000010
demo_bag_items,8000000
demo_bags,8000000
demo_chars,8000000
demo_equip_items,8000000
demo_equips,8000000
demo_locs,8000000
demos,8000000
doodad_families,8000000
doodad_func_craft_grade_ratios,8000000
doodad_func_livestock_growths,8000000
doodad_func_mould_items,8000000
doodad_func_navi_donations,8000000
doodad_func_req_battle_fields,8000000
doodad_func_respawns,8000000
doodad_func_vegetation_growths,8000000
eyebrow_colors,8000000
face_diffuse_maps,8000000
face_eyelash_maps,8000000
fx_cam_fovs,8000000
fx_cgas,8000000
fx_voices,8000000
grammar_tags,8012215
lip_colors,8000000
mine_jewel_rates,8000000
mould_pack_items,8000000
mould_packs,8000000
moulds,8000000
premium_points,8000003
pupil_colors,8000000
quest_act_obj_send_mails,8000000
quest_mails,8000000
sphere_quest_mails,8000000
enum_premium_grade_kinds,11
premium_grades,9
premium_benefits,2
enum_battle_field_kinds,3
game_stances,8000000
system_faction_relations,8000000
flying_state_change_effects,8000000
