id,craft_id,item_id,amount,main_grade
528,294,24916,3,f
529,295,24911,5,f
530,295,8008,5,f
531,295,8022,10,f
533,296,24912,3,f
534,296,8318,7,f
535,296,8082,1,f
537,297,24913,3,f
538,297,3332,5,f
539,297,15620,5,f
540,297,24916,3,f
541,298,24911,2,f
542,298,8008,5,f
543,298,8023,1,f
545,299,24912,5,f
546,299,16351,3,f
547,299,21270,5,f
549,300,24913,3,f
550,300,16354,3,f
551,300,23719,5,f
552,300,24916,3,f
553,301,24911,2,f
554,301,8008,5,f
557,302,24912,3,f
558,302,8343,4,f
559,302,19020,3,f
560,302,21270,5,f
561,303,24913,3,f
562,303,19020,5,f
563,303,23719,3,f
564,303,3332,5,f
565,304,24911,2,f
566,304,8008,5,f
567,304,15617,3,f
569,305,24912,3,f
570,305,8343,4,f
571,305,15618,5,f
573,306,8022,10,f
574,306,8023,3,f
577,307,24912,3,f
578,307,8318,5,f
581,308,24913,3,f
582,308,17776,3,f
583,308,15620,3,f
585,309,24914,3,f
586,309,17776,3,f
587,309,15620,3,f
588,309,24916,5,f
589,310,8022,10,f
590,310,8023,3,f
593,311,24912,3,f
594,311,8318,5,f
597,312,24913,3,f
598,312,17776,3,f
599,312,15620,3,f
601,313,24914,3,f
602,313,17776,3,f
603,313,15620,3,f
604,313,24916,5,f
605,314,24911,3,f
606,314,8022,5,f
609,315,24912,2,f
610,315,17774,4,f
611,315,15618,3,f
613,316,24913,2,f
614,316,17775,3,f
615,316,15620,5,f
617,317,8022,15,f
618,317,8023,5,f
621,318,24912,5,f
622,318,8318,7,f
625,319,24913,5,f
626,319,17776,4,f
627,319,15620,5,f
629,320,24914,5,f
630,320,17776,4,f
631,320,15620,5,f
632,320,24916,8,f
633,321,8022,15,f
634,321,8023,5,f
637,322,24912,5,f
638,322,8318,7,f
641,323,24913,5,f
642,323,17776,4,f
643,323,15620,5,f
645,324,24914,5,f
646,324,17776,4,f
647,324,15620,5,f
648,324,24916,8,f
649,325,8022,15,f
650,325,8023,5,f
653,326,24912,5,f
654,326,8318,7,f
657,327,24913,5,f
658,327,17776,4,f
659,327,15620,5,f
661,328,24914,5,f
662,328,17776,4,f
663,328,15620,5,f
664,328,24916,8,f
665,329,24911,3,f
666,329,8022,5,f
667,329,15617,3,f
669,330,24912,3,f
670,330,17774,3,f
671,330,15618,3,f
673,331,24913,3,f
674,331,17775,5,f
675,331,15620,3,f
678,332,24912,5,f
679,332,17774,3,f
680,332,15618,3,f
683,333,24913,5,f
684,333,8319,5,f
685,333,8077,1,f
686,333,15620,5,f
688,334,24912,5,f
689,334,17774,3,f
690,334,15618,3,f
693,335,24913,5,f
694,335,8319,5,f
695,335,8078,1,f
696,335,15620,5,f
703,337,5343,1,f
704,337,8321,16,f
705,337,15621,6,f
706,337,8076,1,f
707,337,15569,8,f
708,338,5344,1,f
709,338,8323,16,f
710,338,15618,7,f
711,338,8084,1,f
712,338,15569,8,f
713,339,5345,1,f
714,339,8318,16,f
715,339,15617,6,f
716,339,8077,1,f
717,339,15569,8,f
718,340,5346,1,f
719,340,8320,16,f
720,340,15619,8,f
721,340,8078,1,f
722,340,15569,8,f
723,341,5347,1,f
724,341,8321,16,f
725,341,15620,8,f
726,341,8082,1,f
727,341,15569,8,f
728,342,5348,1,f
729,342,8323,16,f
730,342,15621,9,f
731,342,8084,1,f
732,342,15569,8,f
733,343,5349,1,f
734,343,8318,16,f
735,343,15617,8,f
736,343,8077,1,f
737,343,15569,8,f
738,344,5350,1,f
739,344,8320,16,f
740,344,15618,8,f
741,344,8083,1,f
742,344,15569,8,f
743,345,5351,1,f
744,345,8321,16,f
745,345,15618,4,f
746,345,8079,1,f
747,345,15569,8,f
748,346,5352,1,f
749,346,8323,16,f
750,346,15619,6,f
751,346,8076,1,f
752,346,15569,8,f
753,347,5353,1,f
754,347,8318,16,f
755,347,15619,7,f
756,347,8084,1,f
757,347,15569,8,f
758,348,5354,1,f
759,348,8320,16,f
760,348,15620,6,f
761,348,8077,1,f
762,348,15569,8,f
763,349,5355,1,f
764,349,8321,16,f
765,349,15620,8,f
766,349,8078,1,f
767,349,15569,8,f
768,350,8638,1,f
769,350,8337,10,f
770,350,19449,1,f
771,350,3431,1,f
773,351,8639,1,f
774,351,8337,10,f
775,351,19449,1,f
776,351,15753,1,f
778,352,8640,1,f
779,352,8337,10,f
780,352,19449,1,f
781,352,3431,1,f
783,353,8641,1,f
784,353,8337,20,f
785,353,19449,1,f
786,353,15752,1,f
788,354,8642,1,f
789,354,8337,20,f
790,354,19449,1,f
791,354,15752,1,f
793,355,8643,1,f
794,355,8337,20,f
795,355,19449,1,f
796,355,15752,1,f
798,356,8644,1,f
799,356,8337,20,f
800,356,19449,1,f
801,356,15752,1,f
803,357,8645,1,f
804,357,8337,30,f
805,357,19407,1,f
806,357,15741,1,f
808,358,8646,1,f
809,358,8337,30,f
810,358,19407,1,f
811,358,15750,1,f
813,359,8647,1,f
814,359,8337,30,f
815,359,19407,1,f
816,359,15750,1,f
818,360,8648,1,f
819,360,16324,5,f
820,360,19408,1,f
821,360,15760,1,f
823,361,8649,1,f
824,361,16324,5,f
825,361,19408,1,f
826,361,3426,1,f
828,362,8650,1,f
829,362,16324,5,f
830,362,19408,1,f
831,362,3426,1,f
833,363,8651,1,f
834,363,16324,5,f
835,363,19408,1,f
836,363,15760,1,f
838,364,8652,1,f
839,364,8337,30,f
840,364,19407,1,f
841,364,15741,1,f
843,365,8653,1,f
844,365,8337,30,f
845,365,19407,1,f
846,365,15750,1,f
848,366,8654,1,f
849,366,16324,5,f
850,366,19408,1,f
851,366,15760,1,f
853,367,8655,1,f
854,367,16324,5,f
855,367,19408,1,f
856,368,8656,1,f
857,368,16324,10,f
858,368,19409,1,f
859,368,15740,1,f
860,369,8657,1,f
861,369,16324,10,f
862,369,19409,1,f
863,369,15736,1,f
864,370,5411,1,f
865,370,8318,3,f
866,370,8318,1,f
867,370,8326,5,f
868,371,5411,1,f
869,371,8320,3,f
870,371,3720,1,f
871,371,8326,5,f
872,372,5411,1,f
873,372,8321,3,f
874,372,3719,1,f
875,372,8326,5,f
876,373,5412,1,f
877,373,8323,7,f
878,373,15621,5,f
879,373,15569,6,f
880,374,5412,1,f
881,374,8318,7,f
882,374,15617,3,f
883,374,15569,6,f
884,375,5412,1,f
885,375,8320,7,f
886,375,15619,2,f
887,375,15569,6,f
888,376,5413,1,f
889,376,8321,7,f
890,376,15618,8,f
891,376,15569,6,f
896,378,5413,1,f
897,378,8323,7,f
898,378,15619,10,f
899,378,15569,6,f
900,379,5414,1,f
901,379,8318,7,f
902,379,15620,7,f
903,379,15569,6,f
904,380,5414,1,f
905,380,8320,7,f
906,380,15620,2,f
907,380,15569,6,f
908,381,5414,1,f
909,381,8321,7,f
910,381,15621,8,f
911,381,15569,6,f
912,382,5415,1,f
913,382,8323,7,f
914,382,15621,3,f
915,382,15569,6,f
916,383,5415,1,f
917,383,8318,7,f
918,383,15617,3,f
919,383,15569,6,f
920,384,5415,1,f
921,384,8320,7,f
922,384,15617,7,f
923,384,15569,6,f
924,385,5416,1,f
925,385,8321,13,f
926,385,15621,5,f
927,385,15570,5,f
928,386,5416,1,f
929,386,8323,13,f
930,386,15617,4,f
931,386,15570,5,f
932,387,5416,1,f
933,387,8318,13,f
934,387,15618,14,f
935,387,15570,5,f
936,388,5417,1,f
937,388,8320,13,f
938,388,15618,4,f
939,388,15570,5,f
940,389,5417,1,f
941,389,8321,13,f
942,389,15619,18,f
943,389,15570,5,f
944,390,5417,1,f
945,390,8323,13,f
946,390,15620,6,f
947,390,15570,5,f
948,391,5418,1,f
949,391,8318,13,f
950,391,15621,3,f
951,391,15570,5,f
952,392,5418,1,f
953,392,8320,13,f
954,392,15619,11,f
955,392,15570,5,f
956,393,5418,1,f
957,393,8321,13,f
958,393,15620,11,f
959,393,15570,5,f
960,394,5419,1,f
961,394,8323,13,f
962,394,15617,14,f
963,394,15570,5,f
964,395,5419,1,f
965,395,8318,13,f
966,395,15621,4,f
967,395,15570,5,f
968,396,5419,1,f
969,396,8320,13,f
970,396,15618,14,f
971,396,15570,5,f
972,397,5420,1,f
973,397,8321,13,f
974,397,15617,4,f
975,397,15570,5,f
976,398,5420,1,f
977,398,8323,13,f
978,398,15619,18,f
979,398,15570,5,f
980,399,5420,1,f
981,399,8318,13,f
982,399,15620,6,f
983,399,15570,5,f
984,400,8337,3,f
985,400,8045,1,f
988,401,8337,3,f
989,401,3711,10,f
992,402,8256,3,f
993,402,3711,10,f
996,403,8256,3,f
997,403,3564,10,f
1000,404,8337,3,f
1001,404,8057,1,f
1004,405,8256,3,f
1005,405,8042,1,f
1008,406,8256,3,f
1009,406,19946,10,f
1012,407,8256,3,f
1013,407,19946,10,f
1016,408,8256,5,f
1017,408,19947,10,f
1020,409,8343,3,f
1021,409,18823,1,f
1022,409,18824,1,f
1024,410,8343,3,f
1025,410,18823,1,f
1026,410,18824,1,f
1028,411,8343,3,f
1029,411,18823,1,f
1030,411,18824,1,f
1032,412,8343,5,f
1033,412,8320,1,f
1036,413,8343,5,f
1037,413,18823,5,f
1040,414,8343,5,f
1041,414,19952,1,f
1044,415,8343,5,f
1045,415,19917,1,f
1048,416,8343,5,f
1049,416,3332,1,f
1052,417,8343,5,f
1053,417,19904,1,f
1056,418,8343,5,f
1057,418,18830,1,f
1060,419,8343,3,f
1061,419,15735,1,f
1064,420,8343,3,f
1065,420,19898,1,f
1066,420,3685,10,f
1068,421,8343,3,f
1069,421,14896,1,f
1073,422,8343,3,f
1074,422,14895,1,f
1078,423,8343,3,f
1079,423,14898,1,f
1083,424,8343,3,f
1084,424,14895,1,f
1088,425,8343,3,f
1093,426,8343,3,f
1094,426,8009,10,f
1098,427,8343,3,f
1099,427,3684,10,f
1103,428,8343,3,f
1104,428,15742,1,f
1108,429,8343,3,f
1109,429,15735,1,f
1110,429,15749,1,f
1113,430,8337,5,f
1114,430,19402,1,f
1118,431,8337,5,f
1119,431,19402,1,f
1123,432,8319,3,f
1124,432,3332,3,f
1125,432,19952,1,f
1128,433,8319,3,f
1129,433,3332,5,f
1130,433,8337,5,f
1133,434,16324,3,f
1134,434,3332,5,f
1135,434,8343,5,f
1138,435,8319,3,f
1139,435,3332,10,f
1140,435,8320,3,f
1143,436,8661,1,f
1144,436,16324,10,f
1145,436,3332,5,f
1148,437,8337,10,f
1153,438,5445,1,f
1154,438,8323,16,f
1155,438,15617,6,f
1156,438,8077,1,f
1157,438,15569,8,f
1158,439,5446,1,f
1159,439,8318,16,f
1160,439,15620,8,f
1161,439,8078,1,f
1162,439,15569,8,f
1163,440,5447,1,f
1164,440,8320,16,f
1165,440,15621,8,f
1166,440,8082,1,f
1167,440,15569,8,f
1168,441,5448,1,f
1169,441,8321,16,f
1170,441,15617,9,f
1171,441,8084,1,f
1172,441,15569,8,f
1173,442,5449,1,f
1174,442,8323,16,f
1175,442,15618,8,f
1176,442,8077,1,f
1177,442,15569,8,f
1178,443,5450,1,f
1179,443,8318,16,f
1180,443,15619,8,f
1181,443,8083,1,f
1182,443,15569,8,f
1183,444,5451,1,f
1184,444,8320,16,f
1185,444,15618,4,f
1186,444,8079,1,f
1187,444,15569,8,f
1188,445,5452,1,f
1189,445,8321,16,f
1190,445,15619,6,f
1191,445,8076,1,f
1192,445,15569,8,f
1193,446,5453,1,f
1194,446,8323,16,f
1195,446,15620,6,f
1196,446,8084,1,f
1197,446,15569,8,f
1198,447,5454,1,f
1199,447,8318,16,f
1200,447,15621,6,f
1201,447,8077,1,f
1202,447,15569,8,f
1203,448,5455,1,f
1204,448,8320,16,f
1205,448,15620,8,f
1206,448,8078,1,f
1207,448,15569,8,f
1208,449,5456,1,f
1209,449,8321,16,f
1210,449,15621,8,f
1211,449,8082,1,f
1212,449,15569,8,f
1213,450,5457,1,f
1214,450,8323,16,f
1215,450,15617,9,f
1216,450,8084,1,f
1217,450,15569,8,f
1218,451,5458,1,f
1219,451,8318,16,f
1220,451,15618,8,f
1221,451,8077,1,f
1222,451,15569,8,f
1223,452,5459,1,f
1224,452,8320,16,f
1225,452,15619,8,f
1226,452,8083,1,f
1227,452,15569,8,f
1228,453,5460,1,f
1229,453,8321,16,f
1230,453,15617,4,f
1231,453,8079,1,f
1232,453,15569,8,f
1233,454,5461,1,f
1234,454,8323,16,f
1235,454,15618,6,f
1236,454,8076,1,f
1237,454,15569,8,f
1238,455,5462,1,f
1239,455,8318,16,f
1240,455,15619,6,f
1241,455,8084,1,f
1242,455,15569,8,f
1243,456,5463,1,f
1244,456,8320,16,f
1245,456,15620,6,f
1246,456,8077,1,f
1247,456,15569,8,f
1248,457,5500,1,f
1249,457,8321,1,f
1250,457,8325,1,f
1251,458,5501,1,f
1252,458,8323,2,f
1253,458,8320,1,f
1254,458,8325,5,f
1255,460,5502,1,f
1256,460,8318,7,f
1257,460,3720,1,f
1258,460,15569,5,f
1259,461,5502,1,f
1260,461,8320,7,f
1261,461,3719,1,f
1262,461,15569,5,f
1263,462,5503,1,f
1264,462,8321,14,f
1265,462,15620,5,f
1266,462,15570,6,f
1267,463,5503,1,f
1268,463,8323,14,f
1269,463,15621,20,f
1270,463,15570,6,f
1271,464,5503,1,f
1272,464,8318,14,f
1273,464,15617,5,f
1274,464,15570,6,f
1275,465,5504,1,f
1276,465,8320,14,f
1277,465,15618,20,f
1278,465,15570,6,f
1283,467,5504,1,f
1284,467,8321,14,f
1285,467,15619,13,f
1286,467,15570,6,f
1287,468,5505,1,f
1288,468,8323,14,f
1289,468,15620,5,f
1290,468,15570,6,f
1291,469,5505,1,f
1292,469,8318,14,f
1293,469,15621,20,f
1294,469,15570,6,f
1295,470,5505,1,f
1296,470,8320,14,f
1297,470,15617,14,f
1298,470,15570,6,f
1299,471,5506,1,f
1300,471,8321,26,f
1301,471,15621,9,f
1302,471,15570,7,f
1303,472,5506,1,f
1304,472,8323,26,f
1305,472,15617,7,f
1306,472,15570,7,f
1307,473,5506,1,f
1308,473,8318,26,f
1309,473,15618,11,f
1310,473,15570,7,f
1311,474,5507,1,f
1312,474,8320,26,f
1313,474,15619,5,f
1314,474,15570,7,f
1315,475,5507,1,f
1316,475,8321,26,f
1317,475,15618,7,f
1318,475,15570,7,f
1319,476,5507,1,f
1320,476,8323,26,f
1321,476,15620,11,f
1322,476,15570,7,f
1323,477,5508,1,f
1324,477,8318,26,f
1325,477,15621,5,f
1326,477,15570,7,f
1327,478,5508,1,f
1328,478,8320,26,f
1329,478,15617,11,f
1330,478,15570,7,f
1331,479,5508,1,f
1332,479,8321,26,f
1333,479,15619,7,f
1334,479,15570,7,f
1335,480,8337,1,f
1339,481,8337,1,f
1343,482,8337,2,f
1347,483,8337,2,f
1351,484,8337,10,f
1355,485,8337,2,f
1359,486,8337,2,f
1363,487,8337,1,f
1364,487,8318,1,f
1367,488,8343,1,f
1368,488,8318,1,f
1371,489,8337,1,f
1374,489,8318,1,f
1375,490,5512,1,f
1376,490,8320,26,f
1377,490,15619,7,f
1378,490,15570,7,f
1379,491,5512,1,f
1380,491,8321,26,f
1381,491,15619,11,f
1382,491,15570,7,f
1383,492,5513,1,f
1384,492,8323,26,f
1385,492,15620,11,f
1386,492,15570,7,f
1387,493,5513,1,f
1388,493,8318,26,f
1389,493,15621,5,f
1390,493,15570,7,f
1391,494,5513,1,f
1392,494,8320,26,f
1393,494,15617,11,f
1394,494,15570,7,f
1395,495,5514,1,f
1396,495,8321,26,f
1397,495,15618,5,f
1398,495,15570,7,f
1399,496,5514,1,f
1400,496,8323,26,f
1401,496,15619,11,f
1402,496,15570,7,f
1403,497,5514,1,f
1404,497,8318,26,f
1405,497,15620,5,f
1406,497,15570,7,f
1407,498,5515,1,f
1408,498,8320,32,f
1409,498,15621,16,f
1410,498,8078,2,f
1411,498,15570,8,f
1412,499,5516,1,f
1413,499,8321,32,f
1414,499,15617,16,f
1415,499,8082,2,f
1416,499,15570,8,f
1417,500,5517,1,f
1418,500,8323,32,f
1419,500,15618,17,f
1420,500,8084,2,f
1421,500,15570,8,f
1422,501,5518,1,f
1423,501,8318,32,f
1424,501,15619,16,f
1425,501,8077,2,f
1426,501,15570,8,f
1427,502,5519,1,f
1428,502,8320,32,f
1429,502,15620,15,f
1430,502,8083,2,f
1431,502,15570,8,f
1432,503,5520,1,f
1433,503,8321,32,f
1434,503,15620,9,f
1435,503,8079,2,f
1436,503,15570,8,f
1437,504,5521,1,f
1438,504,8323,32,f
1439,504,15621,11,f
1440,504,8076,2,f
1441,504,15570,8,f
1442,505,5522,1,f
1443,505,8318,32,f
1444,505,15617,11,f
1445,505,8084,2,f
1446,505,15570,8,f
1447,506,5523,1,f
1448,506,8320,32,f
1449,506,15618,11,f
1450,506,8077,2,f
1451,506,15570,8,f
1452,507,5524,1,f
1453,507,8321,32,f
1454,507,15621,16,f
1455,507,8078,2,f
1456,507,15570,8,f
1457,508,5525,1,f
1458,508,8323,32,f
1459,508,15617,16,f
1460,508,8082,2,f
1461,508,15570,8,f
1462,509,5526,1,f
1463,509,8318,32,f
1464,509,15618,17,f
1465,509,8084,2,f
1466,509,15570,8,f
1467,510,5527,1,f
1468,510,8320,32,f
1469,510,15619,16,f
1470,510,8077,2,f
1471,510,15570,8,f
1472,511,5528,1,f
1473,511,8321,32,f
1474,511,15620,15,f
1475,511,8083,2,f
1476,511,15570,8,f
1477,512,5529,1,f
1478,512,8323,32,f
1479,512,15619,9,f
1480,512,8079,2,f
1481,512,15570,8,f
1482,513,5530,1,f
1483,513,8318,32,f
1484,513,15620,11,f
1485,513,8076,2,f
1486,513,15570,8,f
1487,514,5531,1,f
1488,514,8320,32,f
1489,514,15621,11,f
1490,514,8084,2,f
1491,514,15570,8,f
1492,515,5532,1,f
1493,515,8321,32,f
1494,515,15617,11,f
1495,515,8077,2,f
1496,515,15570,8,f
1497,516,5533,1,f
1498,516,8323,32,f
1499,516,15621,16,f
1500,516,8078,2,f
1501,516,15570,8,f
1502,517,5534,1,f
1503,517,8318,32,f
1504,517,15617,16,f
1505,517,8082,2,f
1506,517,15570,8,f
1507,518,5535,1,f
1508,518,8320,32,f
1509,518,15618,17,f
1510,518,8084,2,f
1511,518,15570,8,f
1512,519,5536,1,f
1513,519,8321,32,f
1514,519,15619,16,f
1515,519,8077,2,f
1516,519,15570,8,f
1517,520,5537,1,f
1518,520,8323,32,f
1519,520,15620,15,f
1520,520,8083,2,f
1521,520,15570,8,f
1522,521,5538,1,f
1523,521,8318,32,f
1524,521,15618,9,f
1525,521,8079,2,f
1526,521,15570,8,f
1527,522,5539,1,f
1528,522,8320,32,f
1529,522,15619,11,f
1530,522,8076,2,f
