id,name,mainhand_id,offhand_id,ranged_id,musical_id,mainhand_grade_id,offhand_grade_id,ranged_grade_id,musical_grade_id
54,B일회용 - 어둠의 종결자,1853,0,0,0,0,0,0,0
55,B일회용 - 골기오스의 뼈장식 무게,1807,1807,0,0,0,0,0,0
56,B일회용 - 마르토프의 전투도끼,1805,1805,0,0,0,0,0,0
57,B일회용 - 배신자의 최후,1851,1851,0,0,0,0,0,0
58,B일회용 - 고요한 죽음,1801,1802,0,0,0,0,0,0
59,0000_메인퀘_마엘와스 (nu_m),1852,0,0,0,0,0,0,0
60,C범용 - 초승달왕좌 방패/한손둔기,17966,24336,0,0,0,0,0,0
61,C범용 - 솔즈리드 방패/한손도끼,5307,5300,0,0,0,0,0,0
62,C범용 - 이즈나 방패/한손둔기,24338,5301,0,0,0,0,0,0
63,도구 - 나무망치,2679,0,0,0,0,0,0,0
64,C범용 - 솔즈리드 방패/한손도,17968,5300,0,0,0,0,0,0
65,도구 - 농업용 쇠스랑,2680,0,0,0,0,0,0,0
66,도구 - 물고기와 낚시대,4838,2685,0,0,0,0,0,0
67,도구 - 식칼(사각형),2682,0,0,0,0,0,0,0
68,도구 - 프라이팬,2683,0,0,0,0,0,0,0
69,도구 - 쇠주걱,2684,0,0,0,0,0,0,0
70,도구 - 물고기,2685,0,0,0,0,0,0,0
71,D몬스터 - 오크 양손창,13858,0,0,0,0,0,0,0
72,D몬스터 - 오크 활/단검,13864,0,13857,0,0,0,0,0
73,B일회용 - 몬스터 활 테스트,0,0,2844,0,0,0,0,0
74,C범용 - 솔즈리드 양손창,17961,0,0,0,0,0,0,0
75,D몬스터 - 물정령 창(물정령 외 사용하지 말것),0,4047,0,0,0,0,0,0
76,D몬스터  - 망가진시체 전사 도끼,4048,0,0,0,0,0,0,0
77,D몬스터 - 오크 한손둔기,14972,0,0,0,0,0,0,0
78,201009(FGT장비),1619,1658,1648,0,0,0,0,0
79,D몬스터 - 고블린 한손지팡이,13861,0,0,0,0,0,0,0
80,D몬스터 - 인어 양손창,5289,0,0,0,0,0,0,0
81,도구 - 재판관의 망치,5276,0,0,0,0,0,0,0
82,D몬스터 - 코볼트 곡괭이,8174,0,0,0,0,0,0,0
83,A중요 - 키프로사의 백합꽃,8476,0,0,0,0,0,0,0
84,C범용 - 서방 이슈바라 방패/한손창,5309,5302,0,0,0,0,0,0
85,C범용 - 서방 이슈바라 방패/한손도,5310,5302,0,0,0,0,0,0
86,C범용 - 동방 이슈바라 한손도/활,8557,0,8556,0,0,0,0,0
87,D몬스터 - 원혼 양손창,8581,0,0,0,0,0,0,0
88,D몬스터 - 원혼 방패/한손검,8579,18439,0,0,0,0,0,0
89,D몬스터 - 원혼 한손검,8579,0,0,0,0,0,0,0
90,D몬스터 - 머리 없는 기사 방패와 한손검,13740,13896,0,0,0,0,0,0
91,D몬스터 - 머리 없는 검사 양손검,13744,0,0,0,0,0,0,0
92,G스타 - 3군단 한손창/방패/활,13834,13820,13819,13821,0,0,0,0
93,G스타 - 3군단 한손검/방패/활,13823,13820,13819,13821,0,0,0,0
94,G스타 - 3군단 단검/단검/활,13822,13822,13819,13821,0,0,0,0
95,G스타 - 3군단 양손창/활,13824,0,13819,13821,0,0,0,0
96,G스타 - 3군단 양손둔기/활,13825,0,13819,13821,0,0,0,0
97,G스타 - 3군단 양손지팡이/활,13818,0,13819,13821,0,0,0,0
98,G스타 - 이즈나 경비대 양손지팡이/활,13826,0,13827,13829,0,0,0,0
99,G스타 - 이즈나 경비대 양손둔기/활,13833,0,13827,13829,0,0,0,0
100,G스타 - 이즈나 경비대 양손창/활,13832,0,13827,13829,0,0,0,0
101,G스타 - 이즈나 경비대 단검/단검/활,13830,13830,13827,13829,0,0,0,0
102,G스타 - 이즈나 경비대 한손검/방패/활,13831,13828,13827,13829,0,0,0,0
103,G스타 - 이즈나 경비대 한손창/방패/활,13835,13828,13827,13829,0,0,0,0
104,D몬스터 - 상어 인간 한손도끼X2,13855,13855,0,0,0,0,0,0
105,D몬스터 - 상어 인간 한손도X2,13859,13859,0,0,0,0,0,0
106,D몬스터 - 인어 한손지팡이,13866,0,0,0,0,0,0,0
107,D몬스터 - 고블린 활,0,0,13868,0,0,0,0,0
108,D몬스터 - 고블린 끼우개X2(goblin_scratcher 모델 전용),13869,13869,0,0,0,0,0,0
109,D몬스터 - 놀 방패/한손검,13870,13871,0,0,0,0,0,0
110,D몬스터 - 바이암 한손둔기,13873,0,0,0,0,0,0,0
111,D몬스터 - 바이암 한손도X2,13872,13872,0,0,0,0,0,0
112,D몬스터 - 바이암 활,0,0,13874,0,0,0,0,0
113,D몬스터 - 늑대인간 양손도끼(임시 Asset),13876,0,0,0,0,0,0,0
114,D몬스터 - 상어 인간 양손창,5290,0,0,0,0,0,0,0
115,D몬스터 - 켄타우로스 활/단검,24789,0,13879,0,0,0,0,0
116,D몬스터 - 켄타우로스 한손도X2,13877,13877,0,0,0,0,0,0
117,D몬스터 - 켄타우로스 양손지팡이,13880,0,0,0,0,0,0,0
118,D몬스터 - 미노타우르스 양손도끼,13883,0,0,0,0,0,0,0
119,D몬스터 - 미노타우르스 양손창,13884,0,0,0,0,0,0,0
120,D몬스터 - 미노타우르스 한손지팡이,13885,0,0,0,0,0,0,0
121,D몬스터 - 철갑망령 전사 방패/한손도,13886,13887,0,0,0,0,0,0
122,D몬스터 - 철갑망령 사냥꾼 한손창 / 석궁(석궁 아이템은 보이지 않는것이 정상임),13888,0,18642,0,0,0,0,0
123,D몬스터 - 저거너트 곡괭이,13889,0,0,0,0,0,0,0
124,D몬스터 - 익사체 한손도X2,13890,13890,0,0,0,0,0,0
125,D몬스터 - 익사체 양손둔기,13891,0,0,0,0,0,0,0
126,D몬스터 - 얼굴 없는 시체 한손창,13892,0,0,0,0,0,0,0
127,D몬스터 - 얼굴 없는 시체 단검(임시 Asset),13893,13893,0,0,0,0,0,0
128,D몬스터 - 해골 양손지팡이,13894,0,0,0,0,0,0,0
129,D몬스터 - 해골 한손도,13895,0,0,0,0,0,0,0
130,null (들지 않음),0,0,0,0,0,0,0,0
131,C범용 - 공통 활/한손도,1830,0,14041,0,0,0,0,0
132,C범용 - 공통 활/한손도끼,14037,0,14041,0,0,0,0,0
133,C범용 - 공통 활/한손둔기,13881,0,14041,0,0,0,0,0
134,C범용 - 공통 방패/한손창,14035,14042,0,0,0,0,0,0
135,C범용 - 공통 활/한손검,8143,0,14041,0,0,0,0,0
136,C범용 - 공통 방패/한손검,8143,14042,0,0,0,0,0,0
137,C범용 - 공통 방패/한손도끼,14037,14042,0,0,0,0,0,0
138,C범용 - 공통 방패/한손둔기,13881,14042,0,0,0,0,0,0
139,C범용 - 공통 쌍수무기 도끼X2,14037,14037,0,0,0,0,0,0
140,C범용 - 공통 한손창,14035,0,0,0,0,0,0,0
141,C범용 - 공통 양손창,14034,0,0,0,0,0,0,0
142,C범용 - 공통 양손도,14033,0,0,0,0,0,0,0
143,C범용 - 공통 한손지팡이,26389,0,0,0,0,0,0,0
144,0000_메인퀘_3611 고바논 장군 (nu_m),17983,17984,0,0,0,0,0,0
145,A중요 - 타양,17985,0,0,0,0,0,0,0
146,A중요-컷씬용 벨포의 피묻은 검,14638,0,0,0,0,0,0,0
147,B일회용 - 해적 한손검,15843,0,0,0,0,0,0,0
148,B일회용 - 해적 한손도,15844,0,0,0,0,0,0,0
149,B일회용 - 해적선장 쌍수한손도 + 활,15844,13895,6147,0,0,0,0,0
150,B일회용 - 해적 단검,15846,0,0,0,0,0,0,0
151,B일회용 - 해적 양손둔기,15847,0,0,0,0,0,0,0
152,B일회용 - 해적 한손도끼,26919,0,0,0,0,0,0,0
153,"PC - Starting Pack - 1H_Sword, Shield",5569,6152,0,0,0,0,0,0
154,PC - Starting Pack - 2H_Sword,5660,0,0,0,0,0,0,0
155,PC - Starting Pack - 2H_Blade,5500,0,0,0,0,0,0,0
156,"PC - Starting Pack - 1H_Sword, Bow",5569,0,6127,0,0,0,0,0
157,PC - Starting Pack - 2H_Staff,6102,0,0,0,0,0,0,0
158,PC - Starting Pack - Dual Dagger,5318,5318,0,0,0,0,0,0
159,"PC - Starting Pack - 1H_Sword, String",5569,0,0,6202,0,0,0,0
160,"PC - Starting Pack - 1H_Sword, Tube",5569,0,0,6202,0,0,0,0
161,"PC - Starting Pack - 1H_Sword, Shield, Bow",5569,6152,6127,0,0,0,0,0
162,"PC - Starting Pack - Dagger, Shield",5318,6152,0,0,0,0,0,0
163,"PC - Starting Pack - 1H_Sword, Shield, String",5569,6152,0,6177,0,0,0,0
164,"PC - Starting Pack - Dual Blade, Bow",5409,5409,6127,0,0,0,0,0
165,"PC - Starting Pack - 1H_Blade, Bow, Tube",5409,0,6127,6202,0,0,0,0
166,"PC - Starting Pack - 2H_Staff, String",6102,0,0,6177,0,0,0,0
167,"PC - Starting Pack - Dual Dagger, String",5318,5318,0,6177,0,0,0,0
168,"PC - Starting Pack - 1H_Staff, Shield",6077,6152,0,0,0,0,0,0
169,"PC - Starting Pack - 1H_Staff, Shield, Bow",6077,6152,6127,0,0,0,0,0
170,"PC - Starting Pack - 1H_Staff, Shield, String",6077,6152,0,6177,0,0,0,0
171,"PC - Starting Pack - 1H_Staff, Tube",6077,0,0,6202,0,0,0,0
172,"PC - Starting Pack - 1H_Staff, Bow",6077,0,6127,0,0,0,0,0
173,"PC - Starting Pack - 2H_Staff, Bow",6102,0,6127,0,0,0,0,0
174,"PC - Starting Pack - 1H_Staff, Bow, String",6077,0,6127,6177,0,0,0,0
175,"PC - Starting Pack - 1H_Axe, Shield, Bow",5961,6152,6127,0,0,0,0,0
176,"PC - Starting Pack - Dagger, Shield, Bow",5318,6152,6127,0,0,0,0,0
177,"PC - Starting Pack - 1H_Axe, Shield, Bow, Tube",5961,6152,6127,6202,0,0,0,0
178,"PC - Starting Pack - Dagger, Shield, Tube",5318,6152,0,6202,0,0,0,0
179,"PC - Starting Pack - 1H_Spear, Shield, Tube",5729,6152,0,6202,0,0,0,0
180,PC - Starting Pack - 2H_Spear,5820,0,0,0,0,0,0,0
181,"PC - Starting Pack - 1H_Spear, Bow",5729,0,6127,0,0,0,0,0
182,"PC - Starting Pack - 1H_Mace, String",5845,0,0,6177,0,0,0,0
183,"PC - Starting Pack - Dual Blade, Bow, Tube",5409,5409,6127,6202,0,0,0,0
184,D몬스터 - 야차 전사 한손도,17623,0,0,0,0,0,0,0
185,D몬스터 - 야차 창병 양손창,17624,0,0,0,0,0,0,0
186,D몬스터 - 야차 사제 양손지팡이,17622,0,0,0,0,0,0,0
187,D몬스터 - 야차 악사 현악기,0,0,0,17625,0,0,0,0
188,D몬스터 - 한손검sword_1h_36_10,17631,0,0,0,0,0,0,0
189,D몬스터 - mace_1h_46_5,17645,0,0,0,0,0,0,0
190,C범용 - 동방 이슈바라 한손창/방패/활,17969,17970,8556,0,0,0,0,0
191,"PC - Starting Pack - Dual Dagger, Bow",5318,5318,6127,0,0,0,0,0
192,B일회용 - 자유도 해적 대장 한손도X2,18386,18386,6133,0,0,0,0,0
193,B일회용 - 별무늬 사탕(전나무 아가씨의 전령 착용),18162,0,0,0,0,0,0,0
194,D몬스터 - 피투성이군대 2 한손둔기X2,18705,18705,0,0,0,0,0,0
195,D몬스터 - 피투성이군대 2 양손창,18706,0,0,0,0,0,0,0
196,D몬스터 - 피투성이군대 2 양손지팡이,18711,0,0,0,0,0,0,0
197,D몬스터 - 피투성이군대 2 활/한손도끼,18709,0,18710,0,0,0,0,0
198,D몬스터 - 피투성이군대 2 방패/한손도,18708,18707,0,0,0,0,0,0
199,모르페우스의 망치,2670,5363,16447,0,0,0,0,0
200,D몬스터-불꽃파수꾼윈터스_양손대검,19356,0,0,0,0,0,0,0
201,D몬스터-보급장교쇼블_양손둔기,19357,0,0,0,0,0,0,0
202,"도구 - 책,단검",16518,19727,0,0,0,0,0,0
203,9796 전투 훈련교관 투샨 (ha_m),19976,19976,19975,0,0,0,0,0
204,9797 살피라의 화신 아크미트 (ha_m),25832,0,0,0,0,0,0,0
205,9809 정화를 꿈꾸는 멜키나 (ha_f),19978,0,0,0,0,0,0,0
206,9814 살피라 제물 사냥꾼 (ha_m),23856,0,19979,0,0,0,0,0
207,9831 살피라 근위병 (ha_m),19985,19982,19983,0,0,0,0,0
208,9839 살피라 지옥개 조련사 (ha_m),19985,0,0,0,0,0,0,0
209,9844 살피라 암살자 (ha_m),19986,19986,0,0,0,0,0,0
210,9845 살피라 화염술사 (ha_f),23858,0,0,0,0,0,0,0
211,도구 - 깨진 병,20038,0,0,0,0,0,0,0
212,9792/10065/10070 푸른 피의 지주 벨라르 (el_f),18565,0,0,0,0,0,0,0
213,10021/10031 피의 마법사 (el_m),20173,0,0,0,0,0,0,0
214,9969/10030/10058 피의 마법사 (el_f),20173,0,0,0,0,0,0,0
215,10024/10059 피의 감시자 (el_m),23656,23656,0,0,0,0,0,0
216,10025/10064 피의 감시자 (el_f),25840,25840,0,0,0,0,0,0
217,10166/10167/8770/ 하디르 (elf_male_리턴드),25982,0,0,0,0,0,0,0
218,C범용 - 공통 한손도끼,14037,0,0,0,0,0,0,0
219,C범용 - 공통 한손검,8143,0,0,0,0,0,0,0
220,9235 고대 신앙 추종자 (nu_m),21539,0,0,0,0,0,0,0
221,9236 고대 신앙 추종자 (el_f),20173,0,0,0,0,0,0,0
222,9237 고대 신앙 추종자 (fe_m),21538,0,0,0,0,0,0,0
223,9238 고대 신앙 추종자 (ha_f),25020,0,0,0,0,0,0,0
224,C범용 - 공통 활,0,0,14041,0,0,0,0,0
225,C범용 - 누이안 (근접/중립) 경비병,23644,0,0,0,0,0,0,0
226,C범용 - 누이안 (원거리/중립) 감시병,23652,0,14041,0,0,0,0,0
227,C범용 - 엘프 (근접/중립) 경비병,23645,0,0,0,0,0,0,0
228,C범용 - 엘프 (원거리/중립) 감시병,23654,0,24328,0,0,0,0,0
229,C범용 - 하리하란 (근접/중립) 경비병,23646,0,0,0,0,0,0,0
230,C범용 - 하리하란 (원거리/중립) 감시병,23655,0,23650,0,0,0,0,0
231,C범용 - 페레 (근접/중립) 경비병,23647,0,0,0,0,0,0,0
232,C범용 - 페레 (원거리/중립) 감시병,23656,0,23651,0,0,0,0,0
233,엘프 메인퀘스트 - 에노이르 (el_m),5312,0,0,0,0,0,0,0
234,도구 - 벌목용 도끼,2671,0,0,0,0,0,0,0
235,C범용 - 공통 쌍수무기 단검X2,23835,23835,0,0,0,0,0,0
236,9199 사나운 송곳니 우두머리 (ha_m),23833,0,0,0,0,0,0,0
237,하리하란 메인퀘스트 - 하만 (ha_m),23844,0,0,0,0,0,0,0
238,0000_(누)메인퀘_10581 마리안 (nu_f),23856,23855,0,0,0,0,0,0
239,0000_(누)메인퀘_10564 루키우스 (nu_m),23859,0,0,0,0,0,0,0
240,페레 메인퀘스트 - 주술사 그렐 (fe_m),23858,0,0,0,0,0,0,0
241,페레 메인퀘스트 - 오나흐 (fe_m),24353,0,24351,0,0,0,0,0
242,PC - 격투의 초심자,5569,6152,6127,6177,0,0,0,0
243,PC - 야성의 초심자,5318,5318,6127,6202,0,0,0,0
244,PC - 마법의 초심자,6102,0,6127,6202,0,0,0,0
245,PC - 사랑의 초심자,6077,6152,6127,6177,0,0,0,0
246,엘프 메인퀘스트 - 에오카드 델토킨 (el_m),24074,0,0,0,0,0,0,0
247,엘프 메인퀘스트 - 의원 벨리온 (el_m),24073,0,0,0,0,0,0,0
248,페레 메인퀘스트 - 엘테르1 (fe_f),0,24103,0,0,0,0,0,0
249,페레 메인퀘스트 - 엘테르2 (fe_f),24072,0,0,0,0,0,0,0
250,하리하란 메인퀘스트 - 바그바트 (fe_m),24120,24120,0,0,0,0,0,0
251,8147 피묻은 손 사령관 (nu_m),24174,24175,0,0,0,0,0,0
252,7669 피묻은 손 돌격대장 (nu_m),24176,24176,0,0,0,0,0,0
253,10898 극단영희 - 공성전 누이안남 1,24180,0,0,0,0,0,0,0
254,10902 컨셉 - 극단영희 - 던젼 누이안남 전사,20220,20542,0,0,0,0,0,0
255,10491 황금의 잔 지도자 덴슬로 (nu_m),25961,0,0,0,0,0,0,0
256,2853 뱀비늘 부족 주술사 실베스테르 (nu_m),24231,0,0,0,0,0,0,0
257,도구 - 몽키스패너,24252,0,0,0,0,0,0,0
258,0000 C 무기상인 1,22004,0,0,0,0,0,0,0
259,C범용 - 초승달왕좌 방패/한손검,24174,24336,0,0,0,0,0,0
260,C범용 - 그위오니드 방패/한손검 고급,24343,24326,0,0,0,0,0,0
261,C범용 - 마리아노플 방패/한손도 중급,24330,5299,0,0,0,0,0,0
262,C범용 - 동방 이슈바라 활/단검x2,23655,23655,8556,0,0,0,0,0
263,C범용 - 그위오니드 활/단검x2,17960,17960,24328,0,0,0,0,0
264,C범용 - 서방 이슈바라 양손도,24332,0,0,0,0,0,0,0
265,C범용 - 서방 이슈바라 활/단검x2,24340,24340,24339,0,0,0,0,0
266,C범용 - 서방 이슈바라 방패/한손검 고급,24341,13896,0,0,0,0,0,0
267,C범용 - 북방 이슈바라 활/단검x2,24349,24349,24348,0,0,0,0,0
268,C범용 - 매사냥고원 활/단검x2,13878,13878,24351,0,0,0,0,0
269,C범용 - 매사냥고원 방패/한손도 중급,24352,13871,0,0,0,0,0,0
270,C범용 - 그위오니드 지팡이 고급,21537,0,0,0,0,0,0,0
271,C범용 - 그위오니드 지팡이 하급,24355,0,0,0,0,0,0,0
272,D몬스터 - 하이오크 한손지팡이,24231,0,0,0,0,0,0,0
273,D몬스터 - 하이오크 활,0,0,24359,0,0,0,0,0
274,D몬스터 - 하이오크 양손도끼,24360,0,0,0,0,0,0,0
275,D몬스터 - 하이오크 방패/한손검,24358,24361,0,0,0,0,0,0
276,C범용 - 매사냥고원 방패/한손창,24388,13871,0,0,0,0,0,0
277,C범용 - 매사냥고원 양손도,8144,0,0,0,0,0,0,0
278,D몬스터 - 원혼 활,0,0,28012,0,0,0,0,0
279,도구 - 책,24438,0,0,0,0,0,0,0
280,도구 - 톱2,24442,0,0,0,0,0,0,0
281,도구 - 삽2,24452,0,0,0,0,0,0,0
282,D몬스터 - 용아병 방패/한손검,24500,24502,0,0,0,0,0,0
283,D몬스터 - 용아병 활,0,0,24501,0,0,0,0,0
284,C범용 - 공통 현악기,0,0,0,14044,0,0,0,0
285,C범용 - 북방 이슈바라 한손도,8145,0,0,0,0,0,0,0
286,C범용 - 공통 관악기,0,0,0,14047,0,0,0,0
287,D몬스터 - 켄타우로스 방패/한손도,13877,24790,0,0,0,0,0,0
288,D몬스터 - 켄타우로스 양손지팡이 상급,24793,0,0,0,0,0,0,0
289,C범용 - 매사냥고원 방패/한손둔기,17967,13871,0,0,0,0,0,0
290,C범용 - 매사냥고원 한손둔기,25018,0,0,0,0,0,0,0
291,C범용 - 이즈나 단검/활,25024,0,24428,0,0,0,0,0
292,신의 채찍 한손도,25072,0,0,0,0,0,0,0
293,D몬스터 - 루푸스 시차일드,25097,0,0,0,0,0,0,0
294,11364 피 묻은 손 오카페,24341,5303,0,0,0,0,0,0
295,11362 여도적 네르타,23654,23654,0,0,0,0,0,0
296,11171 파괴의 별 메타모제 (ha_m),26015,0,0,0,0,0,0,0
297,그림자 매 쌍수단검,25111,25111,0,0,0,0,0,0
298,10129 그림자 매 단원 드로비스 (ha_m),0,0,22137,0,0,0,0,0
299,C범용 - 이즈나 한손검,24327,0,0,0,0,0,0,0
300,D몬스터 - 야차 양손 둔기,25122,0,0,0,0,0,0,0
301,2660 발도메로 (ha_m),25197,0,0,0,0,0,0,0
302,C범용 - 서방 이슈바라 양손지팡이,25297,0,0,0,0,0,0,0
303,C범용 - 서방 이슈바라 한손검,24341,0,0,0,0,0,0,0
304,11169 미치광이 스프리건 (파괴보스2),24341,0,25330,0,0,0,0,0
305,C범용 - 서방 이슈바라 쌍수단검,24340,24340,0,0,0,0,0,0
306,C범용 - 서방 이슈바라 활/한손둔기,25300,0,24339,0,0,0,0,0
307,11167 악몽을 수놓는 카림 (파괴보스1),25301,25302,0,0,0,0,0,0
308,11165 파괴의 원호대장,25319,0,0,0,0,0,0,0
309,C범용 - 서방 이슈바라 양손둔기,23844,0,0,0,0,0,0,0
310,C범용 - 서방 이슈바라 한손둔기,25300,0,0,0,0,0,0,0
311,D몬스터 - 켄타우로스 양손도끼,17956,0,0,0,0,0,0,0
312,C범용 - 이즈나 한손창/활,25431,0,25025,0,0,0,0,0
313,C범용 - 이즈나 양손도,14033,0,0,0,0,0,0,0
314,C범용 - 그위오니드 한손검 고급,24343,0,0,0,0,0,0,0
315,엘프 메인퀘스트 - 의원 말라다스 (el_m),25801,25801,0,0,0,0,0,0
316,C범용 - 그위오니드 한손도,17959,0,0,0,0,0,0,0
317,C범용 - 이즈나 한손도 하급,24330,0,0,0,0,0,0,0
318,C범용 - 초승달왕좌 양손검,25808,0,0,0,0,0,0,0
319,12188 피 묻은 손 오카페_희귀,25818,5303,0,0,0,0,0,0
320,12189 살피라의 화신 아크미트_희귀,25819,0,0,0,0,0,0,0
321,12190 불꽃파수꾼 윈터스_희귀,25821,0,0,0,0,0,0,0
322,12191 푸른 피의 지주 벨라르_희귀,25820,0,0,0,0,0,0,0
323,12192 저주받은 축복의 칼레일_희귀,25822,0,0,0,0,0,0,0
324,12195 파괴의 별 메타모제_희귀,25823,0,0,0,0,0,0,0
325,C범용 - 남방 이슈바라 한손도 (임시),25828,0,0,0,0,0,0,0
326,2926 검은 돛 해적 선장 프렐리 (ha_m),19986,19986,25829,0,0,0,0,0
327,살피라 신전 호위대_spear,25830,0,0,0,0,0,0,0
328,살피라 신전 호위대_sword,25831,0,0,0,0,0,0,0
329,검은 비늘 군단 한손검/방패 (인던_울구),25835,24175,0,0,0,0,0,0
330,검은 비늘 군단 양손창 (인던_울구),25836,0,0,0,0,0,0,0
331,1478 잉에보리 완드,25839,0,0,0,0,0,0,0
332,검은 비늘 군단 양손지팡이 (인던_울구),25838,0,0,0,0,0,0,0
333,검은 비늘 군단 한손지팡이 (인던_울구),25839,0,0,0,0,0,0,0
334,검은 비늘 군단 쌍수단검/활,25840,25840,25025,0,0,0,0,0
335,검은 비늘 군단 방패/한손둔기,25841,24175,0,0,0,0,0,0
336,11200 무쇠날 기사단장 파고스 고드프리,25843,25842,0,0,0,0,0,0
337,11201 저주받은 축복의 칼레일,25844,0,0,0,0,0,0,0
338,C범용 - 북방 이슈바라 악사 고급,0,0,0,25845,0,0,0,0
339,"횃불 테스트용 툴(지우지 마시오, 사용하지 마시오)",24362,0,0,0,0,0,0,0
340,C범용 - 마리아노플 방패,0,5299,0,0,0,0,0,0
341,12272 엘프여 프리뷰사이트_직업 ,25982,0,0,0,0,0,0,0
342,12271 엘프남 프리뷰사이트_직업,0,0,24348,0,0,0,0,0
343,12269 누이안남 프리뷰사이트_직업,25983,0,0,0,0,0,0,0
344,12270 누이안여 프리뷰사이트_직업,25984,0,0,0,0,0,0,0
345,12274 하리하란남 프리뷰사이트_직업,25985,5302,0,0,0,0,0,0
346,12273 페레여 프리뷰사이트_직업,24103,24103,0,0,0,0,0,0
347,12259 남자1 프리뷰사이트_05 PvP,24341,13896,0,0,0,0,0,0
348,12260 남자2 프리뷰사이트_05 PvP,24327,0,0,0,0,0,0,0
349,12280 프리뷰사이트_공성전 (nu_m),17961,0,0,0,0,0,0,0
350,도구 - 누이 신관 향로,26033,0,0,0,0,0,0,0
351,2514 밀렵꾼,13878,26034,0,0,0,0,0,0
352,5205 밀렵꾼 라샤 (ha_f),13878,0,26035,0,0,0,0,0
353,5206 왕실 사냥꾼 데미렐 (ha_m),0,0,26036,0,0,0,0,0
354,루브크라프스 박사 (ha_m),26037,0,0,0,0,0,0,0
