id,model,doodad_almighty_id,doodad_func_group_kind_id,phase_msg,sound_id,name,sound_time,comment,is_msg_to_zone
136,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_02.cgf,680,1,,0,,0,,f
139,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_rock_small.cgf,680,2,,0,,0,,f
140,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_ladder01.cgf,804,1,,,,0,,f
141,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_ladder04.cgf,805,1,,,,0,,f
142,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_rope04.cgf,694,1,,0,,0,,f
143,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_rope04.cgf,695,1,,0,,0,,f
144,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_rope01.cgf,806,1,,0,,0,,f
145,prefab://prefabs/interaction_c.xml/tool.rope_20m,807,1,,,,0,,f
146,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_rope01.cgf,808,1,,0,,0,,f
147,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_rope03.cgf,809,1,,0,,0,,f
148,cgf://game/objects/env/01_nuia/001_ndeco/climb/ndeco_do_rope04.cgf,810,1,,0,,0,,f
149,vegetation://objects/env/05_nature/03_temp/temp_tree_o_grow03.cgf,403,1,,,작은 올리브 나무 묘목,0,,f
150,vegetation://objects/env/05_nature/03_temp/temp_tree_o_grow02.cgf,403,2,,,올리브 나무 묘목,0,,f
151,vegetation://objects/env/05_nature/03_temp/temp_do_tree_olive01.cgf,403,2,,,어린 올리브 나무,0,,f
152,vegetation://objects/env/05_nature/03_temp/temp_tree_olive01.cgf,403,2,,,올리브 나무,0,,f
153,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir01_grow03.cgf,802,1,,,작은 전나무 묘목,0,,f
154,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir01_grow02.cgf,802,2,,,전나무 묘목,0,,f
155,vegetation://objects/env/05_nature/04_subpol/sub_tree_bigfir01.cgf,802,2,,,어린 전나무,0,,f
161,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_rabbit_burrow,687,1,,0,,0,,f
163,cgf://game/objects/env/01_nuia/06_mari/mari_city_old_wall_a01_do.cgf,814,1,,0,,0,,f
164,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_case.cgf,674,1,,,,0,,f
166,cgf://game/objects/env/02_harihara/001_hdeco/quest/hdeco_quest_grave01.cgf,675,1,,,,0,,f
168,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_cooker01.cgf,676,1,,0,,0,,f
169,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_cooker02.cgf,676,2,,0,,0,,f
171,cgf://Game/objects/Env/01_nuia/04_gw/gw_memo_ipnapole_06_turnoff.cgf,661,1,,0,,0,,f
172,cgf://Game\objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_statue_pieces.cgf,662,1,,0,,0,,f
176,cgf://Game\Objects\Env\01_nuia\03_wf\wf_hive01.cgf,707,1,,,,0,,f
177,cgf://Game/objects/Env/01_nuia/001_ndeco/old/coffin_a_flower.cgf,706,1,,,,0,,f
178,vegetation://objects/env/05_nature/00_common/common_do_tree_growc01.cgf,381,1,,,작은 물푸레나무 묘목,0,,f
179,vegetation://objects/env/05_nature/00_common/common_do_tree_growc02.cgf,381,2,,,물푸레나무 묘목,0,,f
180,vegetation://objects/env/05_nature/03_temp/temp_tree_ashtree.cgf,381,2,,,어린 물푸레나무,0,,f
181,vegetation://objects/env/05_nature/03_temp/temp_tree_ashtree.cgf,381,2,,,물푸레나무,0,,f
182,cgf://Game/Objects\Env\01_nuia\001_ndeco\nu_m_corpse2.cgf,702,1,,,,0,,f
183,cgf://Game/Objects\Env\01_nuia\001_ndeco\nu_m_corpse2.cgf,702,2,,,,0,,f
184,prefab://prefabs/quest_h2co3.xml/aim.mboard_a01,709,1,,,,0,,f
185,cgf://objects/Env/01_nuia/001_ndeco/old/bag_orc_a01.cgf,700,1,,,,0,,f
188,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_case.cgf,701,1,,,,0,,f
190,vegetation://objects/env/05_nature/03_temp/temp_do_tree_cork01_a02.cgf,412,1,,,작은 코르크참나무 묘목,0,,f
191,vegetation://objects/env/05_nature/03_temp/temp_do_tree_cork01_a01.cgf,412,2,,,코르크참나무 묘목,0,,f
192,vegetation://objects/env/05_nature/03_temp/temp_do_tree_cork01.cgf,412,2,,,어린 코르크참나무,0,,f
193,vegetation://objects/env/05_nature/03_temp/temp_do_tree_cork01.cgf,412,2,,,코르크참나무,0,,f
194,vegetation://objects/env/05_nature/03_temp/temp_tree_o_grow03.cgf,394,1,,,작은 서어나무 묘목,0,,f
195,vegetation://objects/env/05_nature/03_temp/temp_tree_o_grow02.cgf,394,2,,,서어나무 묘목,0,,f
196,vegetation://objects/env/05_nature/03_temp/temp_tree_hornbeam.cgf,394,2,,,어린 서어나무,0,,f
200,,820,1,,0,,0,,f
201,cgf://Game/Objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wanted_a.cgf,703,1,,,,0,,f
203,cgf://objects/Env/01_nuia/01_sol/stone_solzreed_b.cgf,823,1,,0,,0,,f
204,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_bookcase,726,1,,0,,0,,f
208,cgf://objects/env/01_nuia/001_ncom/ncom_housingsign_a.cgf,826,1,,,,0,,f
209,prefab://prefabs/interaction_d.xml/env.water_gate,825,1,,,,0,,f
216,cgf://Game/objects/Env/01_nuia/04_gw/gw_memo_ipnapole_06.cgf,661,2,,0,,0,,f
217,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_el_f_deadbody.cgf,663,1,,0,,0,,f
222,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_02.cgf,834,1,,0,,0,,f
223,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_02.cgf,834,2,,0,,0,,f
224,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,831,1,,,,0,,f
225,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,831,2,갈증을 달래주는 물을 뿌리니 풀이 자라기 시작합니다.,,,0,,f
226,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,831,2,풀이 다 자랐습니다. 채집해도 될 것 같습니다.,,,0,,f
227,vegetation://objects/env/05_nature/00_common/common_do_lavender.cgf,831,3,,,,0,,f
228,vegetation://objects/env/05_nature/00_common/common_do_tree_growc01.cgf,371,1,,,작은 너도밤나무 묘목,0,,f
233,vegetation://objects/env/05_nature/03_temp/white_birch_d_moss_grow.cgf,322,1,,,작은 세콰이어 나무 묘목,0,,f
234,vegetation://objects/env/05_nature/00_common/common_do_tree_fir_a01.cgf,322,2,,,세콰이어 나무 묘목,0,,f
235,vegetation://objects/env/05_nature/00_common/common_do_tree_fir.cgf,322,2,,,어린 세콰이어 나무,0,,f
242,cgf://Game/Objects/Env/01_nuia/001_ndeco/ndeco_doll_doll05.cgf,678,1,,,,0,,f
243,cgf://Game/Objects/Env/01_nuia/001_ndeco/ndeco_doll_doll05.cgf,678,2,,,,0,,f
252,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_01.cgf,825,2,"""생명의 근원을 지닌 자여, 나아가 풀을 태운 재를 찾으라.""",,,0,,f
255,prefab://Prefabs/mineral_series.xml/mineral_series.2iron,326,1,,,,0,,f
260,prefab://prefabs/interaction_d.xml/env.fire_gate,827,1,,,,0,,f
268,cga://game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_partition.cga,835,1,,,,0,,f
270,cgf://Game\Objects\Env\01_nuia\001_ndeco\old\bonefire_a.cgf,722,1,,0,,0,,f
271,cgf://Game\Objects\Env\05_nature\00_common\common_do_lavender.cgf,722,2,,0,,0,,f
274,cgf://Game/Objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_pebble_a.cgf,681,2,,,,0,,f
276,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_solzreed_stone,682,1,,,,0,,f
278,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_solzreed_stone,682,2,,,,0,,f
280,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_02.cgf,838,1,,0,,0,,f
281,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_02.cgf,838,2,,0,,0,,f
282,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,841,1,,,,0,,f
284,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_soil,683,2,,,,0,,f
285,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_soil,684,1,,0,,0,,f
286,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_nu_m_deadbody.cgf,684,2,,0,,0,,f
287,cgf://Game/objects/Env/02_harihara/001_hdeco/quest/hdeco_quest_flower.cgf,840,1,,,,0,,f
289,cgf://game/objects/Env/nuia/gweonid/statue/godofprophecy_statue/returnpoint_statue.cgf,734,1,,0,,0,,f
290,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,843,1,,,,0,,f
291,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,844,1,,,,0,,f
292,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,845,1,,,,0,,f
293,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_el_f_deadbody.cgf,836,1,,0,,0,,f
294,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,846,1,,,,0,,f
295,,836,2,,,,0,,f
298,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,847,1,,,,0,,f
299,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,848,1,,,,0,,f
300,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,849,1,,,,0,,f
301,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,850,1,,,,0,,f
302,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,851,1,,,,0,,f
303,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,852,1,,,,0,,f
304,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_rabbit_burrow,687,2,,0,,0,,f
305,prefab://prefabs/ncom_potal.xml/potal.potal_nonactive,853,1,,,,0,,f
306,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_rock_small.cgf,854,2,,,,0,,f
307,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_rock_small.cgf,854,2,,0,,0,,f
308,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_cliff_bush_grey.cgf,688,1,,0,,0,,f
309,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_cliff_bush_grey.cgf,688,2,,0,,0,,f
310,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_clam.cgf,689,2,,,,0,,f
311,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_clam.cgf,689,2,,0,,0,,f
312,prefab://prefabs/ndeco_quest.xml/ndeco_quest.ndeco_quest_sand,690,1,,0,,0,,f
313,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_clam.cgf,690,2,,0,,0,,f
314,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_cliff_bush_grey.cgf,691,1,,0,,0,,f
315,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_cliff_bush_grey.cgf,691,2,,0,,0,,f
316,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_common_case01.cgf,692,1,,0,,0,,f
317,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_common_case01.cgf,692,2,,0,,0,,f
318,cgf://Game\objects/Env/01_nuia/001_ndeco/ndeco_do_cooker01.cgf,816,1,,0,,0,,f
319,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_cooker02.cgf,816,2,,0,,0,,f
321,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_01.cgf,693,1,,0,,0,,f
322,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_bottle.cgf,693,2,,0,,0,,f
323,vegetation://objects/env/05_nature/03_temp/temp_tree_beechtree07.cgf,856,1,,0,,0,,f
325,vegetation://objects/env/05_nature/03_temp/temp_tree_beechtree07.cgf,857,1,,0,,0,,f
326,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_shoes.cgf,716,1,,0,,0,,f
327,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wallpaper.cgf,717,1,,0,,0,,f
328,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wallpaper.cgf,717,2,,0,,0,,f
329,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_shoes.cgf,716,2,,0,,0,,f
330,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_brazier.cgf,720,2,,0,,0,,f
332,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_univ_table02.cgf,722,1,,0,,0,,f
333,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_univ_table02.cgf,722,2,,0,,0,,f
334,cgf://Game/objects/Env/01_nuia/001_ndeco/housing/ndeco_housing_display01.cgf,723,1,,0,,0,,f
335,cgf://Game/objects/Env/01_nuia/001_ndeco/housing/ndeco_housing_display01.cgf,723,2,,0,,0,,f
336,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_nu_f_deadbody.cgf,724,1,,0,,0,,f
337,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_nu_f_deadbody.cgf,724,2,,0,,0,,f
339,cgf://Game\objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,818,1,,0,,0,,f
340,cgf://Game\objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,818,2,,0,,0,,f
341,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_rock_small.cgf,858,2,,,,0,,f
342,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_rock_small.cgf,858,2,,0,,0,,f
343,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_spoon.cgf,718,1,,0,,0,,f
344,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_spoon.cgf,718,2,,0,,0,,f
345,cgf://Game/objects/Env/02_harihara/001_hcom/hcom_body_a.cgf,855,1,,,,0,,f
347,cgf://Game\objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,696,1,,,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wood_doll01.cgf,0,,f
348,cgf://Game\objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,696,2,,,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wood_doll02.cgf,0,,f
349,cgf://Game\objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,696,2,,,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_wood_doll01.cgf,0,,f
352,cgf://game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_soil.cgf,332,1,,,촉촉한 흙더미,0,,f
353,cgf://Game/Objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_pebble_a.cgf,681,2,,,,0,,f
354,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,859,1,,,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_case02.cgf,0,,f
355,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible.cgf,859,2,,,cgf://Game/objects/Env/01_nuia/001_ndeco/quest/ndeco_quest_case02.cgf,0,,f
357,cgf://Game\Objects\Env\01_nuia\001_ndeco\old\bonefire_a.cgf,839,1,,0,,0,,f
359,cgf://Game\Objects\Env\01_nuia\001_ndeco\old\bonefire_a.cgf,839,2,,,,0,,f
360,cgf://Game/Objects\Env\01_nuia\001_ndeco\old\straw_sheaf.cgf,752,1,,0,,0,,f
361,cgf://Game/Objects\Env\01_nuia\001_ndeco\old\straw_sheaf.cgf,752,2,,0,,0,,f
362,cgf://Game/Objects\Env\01_nuia\001_ndeco\old\straw_sheaf.cgf,752,2,,0,,0,,f
363,cgf://Game/Objects\Env\01_nuia\001_ndeco\old\straw_sheaf.cgf,752,3,,0,,0,,f
374,cgf://Game/Objects\Env\01_nuia\001_ndeco\quest\ndeco_quest_statue_pieces.cgf,753,1,,0,,0,,f
375,cgf://Game/Objects\test\npc_sheep\sheep_J_b.cgf,753,2,,0,,0,,f
376,cgf://Game/cgf://Game/Objects\test\npc_sheep\sheep_J_b.cgf,753,3,,0,,0,,f
377,cgf://Game/Objects\Env\01_nuia\001_ndeco\old\rack_weapon_a.cgf,862,1,,0,,0,,f
378,cgf://Game/Objects\Env\01_nuia\001_ndeco\old\rack_weapon_a.cgf,862,2,,0,,0,,f
380,cgf://Game/objects/Env/01_nuia/001_ndeco/ndeco_do_invisible_02.cgf,863,1,어스름한 초승달을 향하며 적막에 잠길 기원을 남기노라.,,,0,,f
384,prefab://prefabs/doodad_animal.xml/sheep.shear,518,2,,,,0,,f
388,cgf://Game\Objects\Env\01_nuia\001_ncom\ncom_stonestatue02.cgf,865,1,,0,,0,,f
389,cgf://Game\Objects\Env\01_nuia\001_ncom\ncom_stonestatue03.cgf,866,1,,0,,0,,f
392,cgf://Game\Objects\Env\01_nuia\001_ncom\ncom_stonestatue01.cgf,867,1,,0,,0,,f
394,cgf://Game\Objects\Env\01_nuia\001_ncom\ncom_stonestatue01.cgf,867,2,"나는 모두를 보지만, 아무도 나를 보지 않는다네. 자네는 올바른 선택을 했네!",,,0,,f
395,cgf://Game\Objects\Env\01_nuia\001_ncom\ncom_stonestatue01.cgf,867,2,,,,0,,f
397,cgf://Game\Objects\Env\01_nuia\001_ncom\ncom_stone statue01.cgf,756,1,,0,,0,,f
398,cgf://Game\Objects\Env\01_nuia\001_ncom\ncom_stonestatue01.cgf,868,1,,0,,0,,f
399,vegetation://objects/env/05_nature/00_common/common_do_blueberry01.cgf,461,2,,,조그만 블루베리,0,,f
400,vegetation://objects/env/05_nature/00_common/common_do_blueberry01.cgf,461,2,,,블루베리,0,,f
401,vegetation://objects/env/05_nature/00_common/common_do_blueberry01.cgf,461,2,,,,0,,f
