id,npc_id
453,8130
454,778
455,819
456,777
457,780
458,4201
459,6047
463,4200
466,4228
467,4229
468,5731
469,5732
470,7916
471,7917
472,5733
473,5734
474,8219
475,4179
476,4181
477,4182
478,4180
480,7952
486,4189
487,5737
488,5738
489,5739
490,5740
492,4190
493,4191
494,4192
495,4193
498,4194
499,4195
500,4196
502,8115
503,8116
504,702
505,840
506,2907
507,2906
508,2953
509,2905
510,2909
511,2908
513,2901
514,2902
515,2903
516,2927
518,2914
519,2930
520,2931
521,2932
522,2933
523,2934
524,2942
525,7506
526,7507
527,7508
528,7509
529,2921
530,2922
531,2923
532,2924
536,2315
537,2316
538,2317
539,2318
540,2348
541,2366
542,2333
543,2335
544,2319
545,2310
546,2308
548,2306
551,2307
552,2350
553,2351
554,2352
555,2353
556,2354
557,2355
558,2356
559,2357
560,2358
561,2359
562,2331
563,2332
564,4992
565,4993
566,4994
567,2384
568,2311
569,2336
570,2330
571,4969
572,2320
573,2321
574,2322
575,2323
576,2324
577,4975
578,7521
579,2325
580,2326
581,2327
582,2328
583,2329
584,4974
585,7520
586,2337
587,2338
588,4949
589,2385
590,2380
591,2381
592,2347
593,2347
594,2314
595,2312
596,2339
597,2340
598,2341
599,2334
600,4976
601,2342
602,2343
603,2344
604,2345
605,2360
606,2361
607,2362
608,2363
609,2382
610,2383
611,4953
612,4955
613,4957
614,4980
615,4982
616,1600
617,1601
618,1602
619,1603
620,1666
621,1667
622,1668
625,2812
628,2872
631,8025
632,8026
633,8015
634,8017
635,8018
636,8033
637,8034
638,8800
639,8781
640,8010
641,8796
642,8020
643,8011
644,8779
645,8028
646,8029
647,8030
648,8027
651,1474
652,8013
653,8031
654,8036
655,8035
656,8041
657,8021
658,8024
659,8042
660,8012
661,8043
662,8038
671,2760
672,2861
673,2862
674,2831
675,2832
676,2718
677,2860
678,2701
680,2794
681,2814
682,2813
683,2789
684,2790
685,2791
686,2792
687,2793
688,2707
689,2709
690,2708
691,2706
692,2796
693,2797
694,2819
695,2710
696,2711
697,2712
698,2713
699,2714
700,2715
701,2716
702,2717
703,2867
704,2868
705,2869
706,8827
707,8835
709,2805
712,9205
713,9206
714,9207
715,9208
716,9210
717,9211
718,9212
719,9213
721,9215
724,9216
725,9217
726,9218
727,9219
728,9220
729,9221
730,9222
731,9223
732,9224
733,9225
734,9226
735,9227
736,9232
737,9233
738,9234
739,9235
740,9236
741,9237
742,9238
743,9228
744,9229
745,9230
746,9231
747,9278
749,9240
750,9241
751,9242
752,9243
755,9288
756,9303
757,1007
758,1008
759,1031
760,1032
761,1033
762,1030
763,961
764,1005
765,967
766,1099
767,1055
768,8924
769,8943
772,8926
773,8927
774,8925
775,8937
776,1009
777,8933
778,8936
780,8935
787,9363
794,987
795,966
796,8944
799,1041
800,1058
801,9277
802,9302
803,1
804,1004
805,9530
810,2900
811,9847
814,2911
815,2952
816,2916
817,9867
818,9868
819,2917
820,2918
821,2919
822,2941
823,9888
825,9924
827,2912
828,10137
830,10155
831,10154
832,10172
833,10173
834,10174
835,10175
836,10137
838,5004
840,10358
841,9421
842,9422
843,9427
844,9428
845,9418
846,9419
847,9420
848,9408
849,9424
850,9425
851,9442
852,9443
853,9445
854,9446
855,9437
856,9438
857,9439
858,9440
859,9433
860,9434
861,9435
862,9436
863,9431
864,9429
865,9430
866,9410
867,9411
868,9412
869,9413
870,9415
871,9426
872,9404
873,9405
874,9406
875,9407
876,9398
877,9397
878,9396
879,9394
880,9378
881,9379
882,9384
883,9386
884,9371
885,9385
886,9388
887,9389
888,9390
889,9369
890,9370
891,10072
892,9368
893,9391
894,9392
895,9373
896,9374
897,10444
899,10446
900,532
901,655
902,553
903,554
904,536
905,5151
906,5124
907,5128
908,4943
909,548
910,5127
911,477
912,531
913,5152
914,8171
916,3722
917,3721
919,4945
920,4946
921,462
922,499
923,10447
924,10513
925,2441
926,2442
927,7547
928,4972
929,4956
932,1242
934,1258
935,1269
936,1272
937,1344
938,1339
939,1288
940,1289
941,1377
942,1296
946,1201
947,1210
948,1360
949,1305
953,1332
954,1229
955,1311
956,1325
957,1329
958,1330
959,1331
960,1334
961,1335
962,1315
964,1316
965,1208
966,1328
967,10486
968,10487
969,10516
970,10488
971,10524
972,10481
973,10520
974,10525
975,10526
976,10484
977,10485
978,10517
979,10519
980,10527
981,1347
982,3699
983,980
984,3697
985,3698
986,3706
987,3707
988,3712
989,3713
990,1350
991,1351
992,10071
993,10074
995,3723
996,3724
997,10079
998,3720
999,3719
1000,10082
1001,3710
1002,3711
1004,3700
1005,3702
1006,3701
1007,3715
1008,3716
1009,10102
1010,10103
1011,3714
1012,1336
1013,10026
1014,3718
1015,3717
1016,8606
1017,3347
1018,3348
1019,3346
1020,7621
1021,3355
1022,6627
1023,1879
1024,1876
1025,10587
1026,10588
1027,10589
1028,10590
1029,10591
1030,10592
1031,10598
1032,10597
1033,10600
1034,10601
1035,10605
1036,10634
1037,10635
1038,8019
1039,8039
1040,10715
1041,10743
1042,10747
1043,10746
1044,10745
1045,10750
1046,10749
1047,10748
1048,1204
1049,7773
1050,7984
1051,7985
1052,8002
1053,5463
1054,5464
1055,7795
1056,7803
1057,1694
1058,1606
1059,1617
1060,8087
1061,8200
1062,8201
1065,1580
1066,1581
1067,1614
1068,1628
1069,1629
1074,2009
1075,3494
1076,3502
1077,2215
1078,7955
1080,4210
1081,11941
1082,11944
1083,11945
1084,4185
1085,4187
1086,7887
1087,4186
1088,6526
1089,10040
1090,10041
1091,4198
1092,4197
1093,6603
1094,4227
1096,1972
1097,1974
1098,1976
1099,1979
1100,1980
1101,1981
1102,1982
1103,10993
1104,1984
1105,1985
1106,1986
1107,1987
1108,1988
1109,1989
1110,1990
1111,10992
1112,1923
1113,1991
1114,1993
1115,1995
1116,1996
1117,1998
1118,1999
1119,2001
1120,2004
1121,9712
1122,9561
1123,9562
1124,9563
1125,9564
1126,9565
1127,9569
1128,9739
1129,4552
1130,9559
1131,9554
1132,4551
1133,9560
1134,9707
1135,9553
1136,9542
1137,9687
1138,4559
1139,9541
1140,9543
1141,4553
1142,4554
1143,4555
1144,4567
1145,4568
1146,4569
1147,4570
1148,9752
1149,965
1150,8938
1151,972
1153,1056
1155,8868
1156,969
1158,1011
1159,985
1161,1100
1162,1120
1163,1121
1164,8931
1165,8930
1166,8926
1167,8927
1168,1101
1169,962
1170,9358
1171,9357
1172,8932
1173,1103
1174,1012
1175,1003
1176,8939
1177,968
1178,1243
1179,1280
1180,1326
1181,1250
1182,1302
1183,1303
1184,1304
1185,1323
1186,1324
1187,1378
1188,1357
1189,1358
1190,1359
1191,1309
1192,1372
1193,1273
1194,4505
