id,tag_id,item_id
795,1195,27228
796,1195,27220
797,1195,27218
798,1195,27226
799,1195,27227
800,1195,27230
801,1195,27217
802,1195,27224
803,1195,27219
804,1195,27221
805,1195,27223
806,1195,27225
807,471,29494
808,1158,29494
809,471,29488
810,1158,29488
811,471,29491
812,1158,29491
813,628,28125
814,622,28125
815,628,29624
816,622,29624
817,471,29677
818,1158,29677
819,471,29675
820,1158,29675
821,471,29676
824,1158,29676
825,471,29789
826,1158,29789
827,471,29873
828,1158,29873
829,628,29800
830,1259,29733
831,29,29733
833,472,29900
834,29,30093
835,29,30094
836,29,30095
837,29,30096
