id,name,housing_group_id,comments
106,e_falcony_plateau_1,1,LevelDesignShape3
107,e_falcony_plateau_1,1,LevelDesignShape_156_clay02_3
108,e_falcony_plateau_1,5,LevelDesignShape_156_clay02_7
109,e_falcony_plateau_1,1,LevelDesignShape1
110,e_falcony_plateau_1,1,LevelDesignShape_156_clay02_2
111,e_sunny_wilderness_1,1,LevelDesignShape_157_moang_2
112,e_sunny_wilderness_1,1,LevelDesignShape_157_moang_1
113,e_sunny_wilderness_1,1,LevelDesignShape_157_moang_13
114,e_ancient_forest,1,lakehousingarea
115,e_singing_land_1,1,LevelDesignShape_160_anne_8
116,e_singing_land_1,1,LevelDesignShape_160_anne_9
117,e_singing_land_1,1,LevelDesignShape_160_anne_10
118,w_hell_swamp_1,1,LevelDesignShape_161_anne_23
119,s_lost_island,1,Shape257
120,s_lost_island,1,LevelDesignShape_172_moang_3
121,s_lost_island,3,LevelDesignShape_172_jsw2u_1
122,s_lost_island,5,terrorhousing3
123,s_lost_island,5,terrorhousing2
124,s_lostway_sea,1,LevelDesignShape_173_anne_2
125,s_lostway_sea,1,LevelDesignShape_173_anne_1
126,w_solzreed_2,1,Shape127
127,s_silent_sea_7,5,terrorhousing4
128,w_gweonid_forest_3,1,gwe_housing
129,w_gweonid_forest_3,1,LevelDesignShape_182_moang_12
130,w_gweonid_forest_3,1,LevelDesignShape_182_moang_11
131,w_gweonid_forest_3,1,LevelDesignShape_182_moang_15
132,w_gweonid_forest_3,1,LevelDesignShape_182_moang_9
133,w_gweonid_forest_3,1,LevelDesignShape_182_moang_10
134,w_gweonid_forest_3,1,LevelDesignShape_182_moang_8
135,w_gweonid_forest_3,1,LevelDesignShape_182_moang_6
136,w_gweonid_forest_3,1,LevelDesignShape_182_moang_5
137,w_two_crowns_2,10,LevelDesignShape_186_ruhasin_1
138,w_two_crowns_2,10,LevelDesignShape_186_ruhasin_2
139,e_rainbow_field_2,5,rain02_housing_06
140,e_rainbow_field_2,5,rain02_housing_03
141,e_rainbow_field_2,5,rain02_housing_07
142,e_rainbow_field_2,5,rain02_housing_02
143,e_rainbow_field_2,1,LevelDesignShape_187_anne_6
144,e_rainbow_field_2,1,LevelDesignShape_187_anne_9
145,e_rainbow_field_2,5,rain02_housing_01
146,e_rainbow_field_2,5,rain02_housing_05
147,e_rainbow_field_2,5,rain02_housing_04
148,e_rainbow_field_3,1,LevelDesignShape_188_anne_10
149,e_rainbow_field_3,9,LevelDesignShape_188_ruhasin_1
150,e_rainbow_field_4,1,LevelDesignShape_189_anne_10
151,e_rainbow_field_4,1,LevelDesignShape_189_anne_9
152,e_rainbow_field_4,1,LevelDesignShape_189_anne_11
153,e_rainbow_field_4,5,rain04_housing_01
154,e_rainbow_field_4,5,rain04_housing_02
155,w_bronze_rock_2,1,LevelDesignShape_192_pidesa_6
156,e_singing_land_2,1,LevelDesignShape_194_anne_45
157,e_singing_land_2,1,LevelDesignShape_194_anne_1
158,e_singing_land_2,1,LevelDesignShape_194_anne_2
159,w_lilyut_meadow_2,1,LevelDesignShape_144_moang_10
160,w_lilyut_meadow_2,1,LevelDesignShape_144_moang_14
161,w_lilyut_meadow_2,1,LevelDesignShape_144_moang_17
162,w_lilyut_meadow_2,1,LevelDesignShape2
163,w_lilyut_meadow_2,1,LevelDesignShape1
164,w_lilyut_meadow_2,1,LevelDesignShape_144_moang_11
165,w_lilyut_meadow_2,1,LevelDesignShape_144_moang_15
166,e_mahadevi_2,1,Shape235
167,e_mahadevi_2,1,Shape210
168,e_mahadevi_2,1,Shape247
169,e_mahadevi_2,1,Shape246
170,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_16
171,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_17
172,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_11
173,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_15
174,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_8
175,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_9
176,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_13
177,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_6
178,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_14
179,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_18
180,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_10
181,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_12
182,e_mahadevi_3,9,LevelDesignShape_197_ruhasin_7
183,o_salpimari,1,LevelDesignShape_204_anne_9
184,o_salpimari,1,LevelDesignShape_204_anne_8
185,o_salpimari,1,LevelDesignShape_204_anne_10
186,o_nuimari,1,LevelDesignShape_205_anne_7
187,o_nuimari,1,LevelDesignShape_205_anne_9
188,o_nuimari,1,LevelDesignShape_205_anne_8
189,w_golden_plains_2,1,LevelDesignShape_206_moang_10
190,w_golden_plains_2,1,LevelDesignShape_206_moang_5
191,w_golden_plains_2,1,LevelDesignShape_206_moang_1
192,w_golden_plains_2,1,LevelDesignShape_206_moang_9
193,w_golden_plains_2,1,LevelDesignShape_206_moang_8
194,w_golden_plains_3,1,LevelDesignShape_207_moang_10
195,w_golden_plains_3,1,LevelDesignShape_207_moang_9
196,w_golden_plains_3,1,LevelDesignShape_207_moang_1
197,w_golden_plains_3,1,LevelDesignShape_207_moang_11
198,w_golden_plains_3,1,LevelDesignShape_207_moang_8
199,w_golden_plains_3,1,LevelDesignShape_207_moang_13
200,w_golden_plains_3,1,LevelDesignShape_207_moang_7
201,w_golden_plains_3,1,LevelDesignShape_207_moang_12
202,s_silent_sea_1,1,LevelDesignShape_210_moang_1
203,s_silent_sea_1,1,LevelDesignShape_210_moang_3
204,s_silent_sea_2,1,LevelDesignShape_211_moang_6
205,s_silent_sea_2,1,LevelDesignShape_211_moang_7
206,s_silent_sea_2,1,LevelDesignShape_211_moang_2
207,s_silent_sea_2,1,LevelDesignShape_211_moang_5
208,s_silent_sea_2,1,LevelDesignShape_211_jsw2u_1
209,s_silent_sea_2,3,LevelDesignShape_211_jsw2u_3
210,s_silent_sea_3,3,LevelDesignShape_212_jsw2u_1
211,s_silent_sea_3,1,pirate_housing
212,s_crescent_sea,5,terrorhousing1
213,o_seonyeokmari,1,LevelDesignShape_233_anne_4
214,o_seonyeokmari,1,LevelDesignShape_233_anne_6
215,o_seonyeokmari,1,LevelDesignShape_233_anne_5
216,o_rest_land,1,LevelDesignShape_234_anne_6
217,o_rest_land,1,LevelDesignShape_234_anne_5
218,o_rest_land,1,LevelDesignShape_234_anne_4
219,o_rest_land,1,LevelDesignShape_234_anne_7
220,e_ruins_of_hariharalaya_3,5,LevelDesignShape_243_pidesa_5
221,e_ruins_of_hariharalaya_3,5,LevelDesignShape_243_pidesa_3
222,e_ruins_of_hariharalaya_3,5,LevelDesignShape_243_pidesa_7
223,e_ruins_of_hariharalaya_3,1,LevelDesignShape_243_moang_3
224,e_ruins_of_hariharalaya_3,5,LevelDesignShape_243_pidesa_8
225,e_ruins_of_hariharalaya_3,5,LevelDesignShape_243_pidesa_2
226,e_ruins_of_hariharalaya_3,5,LevelDesignShape_243_pidesa_6
227,e_ruins_of_hariharalaya_3,1,LevelDesignShape_243_moang_1
228,e_ruins_of_hariharalaya_3,1,LevelDesignShape_243_moang_2
229,w_long_sand_2,1,LevelDesignShape_245_pidesa_42
230,w_long_sand_2,1,LevelDesignShape_245_moang_2
231,w_long_sand_2,1,LevelDesignShape_245_pidesa_48
232,w_long_sand_2,1,LevelDesignShape_245_moang_1
233,w_long_sand_2,1,LevelDesignShape_245_pidesa_38
234,w_long_sand_2,1,LevelDesignShape_245_pidesa_44
235,w_long_sand_2,1,LevelDesignShape_245_pidesa_43
236,w_long_sand_2,1,LevelDesignShape_245_pidesa_41
237,w_long_sand_2,1,LevelDesignShape_245_pidesa_34
238,w_long_sand_2,1,LevelDesignShape_245_pidesa_35
239,w_long_sand_2,1,LevelDesignShape_245_moang_4
240,w_long_sand_2,1,LevelDesignShape_245_pidesa_37
241,w_long_sand_2,1,LevelDesignShape_245_pidesa_36
242,w_long_sand_2,1,LevelDesignShape_245_moang_3
243,w_long_sand_2,1,LevelDesignShape_245_pidesa_46
244,w_long_sand_2,1,LevelDesignShape_245_pidesa_33
245,w_long_sand_2,1,LevelDesignShape_245_pidesa_39
246,e_lokas_checkers_2,5,LevelDesignShape_246_clay_7
247,e_lokas_checkers_2,5,LevelDesignShape_246_clay_1
248,e_lokas_checkers_2,5,LevelDesignShape_246_clay_3
249,e_lokas_checkers_2,5,LevelDesignShape_246_clay02_2
250,e_lokas_checkers_2,5,LevelDesignShape_246_clay_6
251,e_lokas_checkers_2,5,LevelDesignShape_246_clay_10
252,e_lokas_checkers_2,5,LevelDesignShape_246_clay02_1
253,e_lokas_checkers_2,5,LevelDesignShape_246_clay_9
254,e_lokas_checkers_2,5,LevelDesignShape_246_clay_4
255,e_lokas_checkers_2,5,LevelDesignShape_246_clay02_3
256,e_steppe_belt_2,1,LevelDesignShape_136_clay02_2
257,e_steppe_belt_2,1,LevelDesignShape_136_clay02_1
258,e_singing_land_3,5,LevelDesignShape_256_pidesa_1
259,e_singing_land_3,1,LevelDesignShape16
260,e_singing_land_3,1,LevelDesignShape_194_anne_41
261,e_singing_land_3,1,LevelDesignShape_194_anne_42
262,e_singing_land_3,1,LevelDesignShape_194_anne_35
263,e_singing_land_3,1,LevelDesignShape_194_anne_37
264,e_singing_land_3,5,LevelDesignShape_256_pidesa_2
265,e_singing_land_3,1,LevelDesignShape_194_anne_44
266,e_singing_land_3,1,LevelDesignShape_194_anne_1
267,e_singing_land_3,3,LevelDesignShape_194_jsw2u_1
268,e_singing_land_3,1,LevelDesignShape_194_anne_43
269,e_tiger_spine_mountains_2,1,tiger_housing2
270,e_tiger_spine_mountains_2,1,tiger_housing4
271,e_tiger_spine_mountains_2,1,tiger_housing3
272,e_tiger_spine_mountains_2,1,tiger_housing5
273,e_hasla_2,1,LevelDesignShape_272_wish1_9
274,e_hasla_2,1,LevelDesignShape_272_wish1_6
275,e_hasla_2,1,LevelDesignShape_272_wish1_7
276,e_hasla_2,5,LevelDesignShape_272_clay02_2
277,e_hasla_2,5,LevelDesignShape_272_clay02_1
278,e_hasla_2,1,LevelDesignShape_272_wish1_8
279,e_hasla_2,1,LevelDesignShape_272_wish1_15
280,e_hasla_2,1,LevelDesignShape_272_wish1_12
281,e_hasla_2,1,LevelDesignShape_272_wish1_10
282,e_hasla_2,1,LevelDesignShape_272_wish1_11
283,e_hasla_2,1,LevelDesignShape_272_wish1_14
284,e_hasla_2,5,LevelDesignShape_272_clay02_3
285,e_hasla_2,1,LevelDesignShape_272_wish1_13
286,w_the_carcass_2,1,LevelDesignShape_273_ruhasin_2
287,w_the_carcass_2,1,LevelDesignShape_273_ruhasin_1
288,w_gweonid_forest_1,9,gweo_housing_01
289,test,1,test
290,w_two_crowns_1,5,LevelDesignShape_149_ruhasin_1
291,e_singing_land_3,1,LevelDesignShape_256_clay02_1
292,o_abyss_gate,1,LevelDesignShape_276_clay02_1
293,e_ancient_forest,5,LevelDesignShape_159_ruhasin_3
294,e_ancient_forest,5,LevelDesignShape_159_ruhasin_4
295,e_ancient_forest,5,LevelDesignShape_159_ruhasin_5
297,w_solzreed_3,12,LevelDesignShape_179_anne_6
298,w_solzreed_3,13,LevelDesignShape_179_anne_5
299,w_garangdol_plains_1,14,LevelDesignShape_140_moang_4
300,w_garangdol_plains_1,14,LevelDesignShape_140_moang_5
301,w_garangdol_plains_1,14,LevelDesignShape_140_moang_6
302,w_garangdol_plains_2,14,LevelDesignShape_185_moang_1
303,w_garangdol_plains_2,14,LevelDesignShape_185_moang_2
304,w_garangdol_plains_2,14,LevelDesignShape_185_moang_3
305,e_falcony_plateau_1,14,LevelDesignShape_156_moang_5
307,e_falcony_plateau_1,15,LevelDesignShape_156_moang_1
308,e_falcony_plateau_2,14,LevelDesignShape_184_moang_1
309,e_falcony_plateau_2,14,삭제
310,e_falcony_plateau_2,14,삭제
311,e_falcony_plateau_2,15,LevelDesignShape_184_moang_4
312,e_falcony_plateau_2,15,LevelDesignShape_184_moang_5
313,e_rainbow_field_3,14,LevelDesignShape_188_moang_2
314,e_rainbow_field_3,15,LevelDesignShape_188_moang_7
315,e_tiger_spine_mountains_1,14,LevelDesignShape_158_moang_1
316,e_tiger_spine_mountains_1,14,삭제
317,e_tiger_spine_mountains_1,14,LevelDesignShape_158_moang_3
318,e_tiger_spine_mountains_1,15,LevelDesignShape_158_moang_4
319,e_tiger_spine_mountains_1,14,LevelDesignShape_158_anne_4
320,e_mahadevi_1,14,LevelDesignShape_153_moang_1
321,e_mahadevi_1,14,LevelDesignShape_153_anne_2
322,e_mahadevi_1,14,삭제
323,e_mahadevi_1,15,LevelDesignShape_153_moang_4
324,w_two_crowns_1,14,LevelDesignShape_149_moang_2
325,w_two_crowns_1,14,LevelDesignShape_149_moang_1
326,w_two_crowns_1,15,LevelDesignShape_149_moang_3
327,w_two_crowns_1,15,LevelDesignShape_149_moang_4
328,w_two_crowns_1,14,LevelDesignShape_149_moang_5
329,w_two_crowns_1,14,LevelDesignShape_149_moang_6
330,w_two_crowns_1,14,LevelDesignShape_149_moang_7
331,w_two_crowns_1,14,LevelDesignShape_149_moang_8
332,w_two_crowns_1,15,LevelDesignShape_149_moang_9
333,w_solzreed_1,15,LevelDesignShape_142_moang_3
334,w_two_crowns_1,15,LevelDesignShape_149_moang_10
335,w_solzreed_1,15,LevelDesignShape_142_moang_4
336,w_solzreed_1,14,LevelDesignShape_142_moang_5
337,w_solzreed_3,15,LevelDesignShape_179_moang_1
338,w_solzreed_3,15,LevelDesignShape_179_moang_2
339,e_mahadevi_1,15,LevelDesignShape_153_moang_5
340,e_mahadevi_1,15,LevelDesignShape_153_moang_6
341,e_mahadevi_1,14,LevelDesignShape_153_anne_1
342,w_two_crowns_1,15,LevelDesignShape_149_moang_10
343,w_two_crowns_1,15,LevelDesignShape_149_moang_11
344,w_two_crowns_1,15,LevelDesignShape_149_moang_12
345,w_two_crowns_1,15,LevelDesignShape_149_moang_13
346,e_rainbow_field_3,15,LevelDesignShape_188_moang_6
347,e_rainbow_field_3,15,LevelDesignShape_188_moang_5
348,w_garangdol_plains_1,14,LevelDesignShape_140_moang_7
349,w_solzreed_1,15,LevelDesignShape_142_moang_6
350,w_solzreed_1,15,LevelDesignShape_142_moang_7
351,w_solzreed_1,15,LevelDesignShape_142_moang_8
352,w_solzreed_1,15,LevelDesignShape_142_moang_9
353,w_solzreed_1,15,LevelDesignShape_142_moang_10
354,w_solzreed_1,15,LevelDesignShape_142_moang_11
355,w_solzreed_1,15,LevelDesignShape_142_moang_12
356,w_solzreed_3,15,LevelDesignShape_179_moang_3
357,w_solzreed_3,15,LevelDesignShape_179_moang_4
358,w_solzreed_3,15,LevelDesignShape_179_moang_5
359,w_solzreed_3,15,LevelDesignShape_179_moang_6
360,w_solzreed_3,15,LevelDesignShape_179_moang_7
361,e_falcony_plateau_1,15,LevelDesignShape_156_moang_6
362,e_falcony_plateau_1,14,LevelDesignShape_156_moang_7
363,e_falcony_plateau_1,15,LevelDesignShape_156_moang_4
364,o_land_of_sunlights,1,o_los_housing_land_1
365,o_land_of_sunlights,1,o_los_housing_land_2
366,o_land_of_sunlights,1,o_los_housing_land_3
367,245longsnad,7,삭제test_water
368,o_land_of_sunlights,1,o_los_housing_land_5
369,o_land_of_sunlights,1,o_los_housing_land_7
370,o_land_of_sunlights,3,o_los_housing_sea_1
371,o_land_of_sunlights,3,o_los_housing_sea_2
372,o_land_of_sunlights,3,o_los_housing_sea_4
373,o_land_of_sunlights,3,o_los_housing_sea_5
374,o_abyss_gate,1,LevelDesignShape_276_clay_2
375,o_abyss_gate,1,LevelDesignShape_276_clay02_3
376,o_abyss_gate,1,LevelDesignShape_276_clay_1
377,o_abyss_gate,1,LevelDesignShape_276_clay02_2
378,o_land_of_sunlights,3,o_los_housing_sea_7
379,o_land_of_sunlights,1,o_sunlight_housing_01
380,o_land_of_sunlights,1,o_sunlight_housing_02
381,o_land_of_sunlights,1,o_sunlight_housing_03
382,o_land_of_sunlights,1,o_sunlight_housing_04
383,o_land_of_sunlights,1,o_sunlight_housing_05
384,o_land_of_sunlights,3,o_los_housing_sea_8
385,w_gweonid_forest_3,13,LevelDesignShape_182_wish1_1
386,solz,13,solz_novicefarm
387,188rainbow,13,rain_novicefarm
388,141sunrise,7,sunrise_waterhouse1
389,191sunrise,7,sunrise_waterhouse2
390,259ynystere,7,yny_waterhouse1
391,245longsand,7,long_waterhouse1
392,142solzreed,7,solz_waterhouse1
393,142solzreed,7,solz_waterhouse2
394,falcony_strawfarm_only_01,13,매사냥 고원 기간제 밀짚모자 텃밭
395,245longsand,7,long_waterhouse2
