id,tag_id,skill_id
163,9,11807
164,9,11808
165,9,11809
166,9,11810
167,9,11811
168,9,11812
169,9,11813
170,9,11814
171,9,11816
172,9,11817
173,9,11818
174,9,11819
175,9,11820
176,9,11821
179,154,11028
180,154,11016
181,154,11013
182,154,11029
183,109,11933
184,157,11951
185,58,12006
186,160,11883
187,27,11883
188,109,12139
189,1,12181
192,1,12206
193,1,10547
195,176,10752
196,176,10667
197,176,10670
198,176,11967
199,177,10153
200,177,11314
202,177,11939
203,177,10151
205,177,10664
206,58,12278
208,57,12361
209,1,11948
210,182,12383
211,122,12387
212,9,12435
213,187,12455
214,33,12469
215,187,12474
216,1,11333
218,187,12522
219,1,12542
220,187,12562
224,58,12572
228,204,12399
229,204,12374
230,204,12380
233,204,12416
236,204,12400
239,204,12665
240,122,12667
241,1,11725
242,212,12672
243,122,12711
244,213,12721
245,1,12736
257,1,12765
258,213,12771
260,1,12795
261,204,12797
265,157,12823
266,7,12827
267,7,12829
268,7,12840
269,122,12851
270,217,12830
271,217,12831
272,217,12832
273,217,12833
274,217,12834
275,217,12835
276,217,12836
277,217,12837
278,217,12838
279,217,12839
280,1,12892
281,1,12925
282,7,12934
283,7,12935
284,122,12937
285,218,12402
288,210,12020
289,7,13154
290,7,13162
291,7,13163
292,7,13165
293,1,13189
294,1,13196
295,1,13217
296,122,13227
297,122,13228
298,122,13237
299,226,13254
300,226,13264
301,1,13257
302,1,13257
303,110,13281
304,1,11142
305,1,13295
306,1,13320
307,122,13324
308,1,13401
309,122,13448
310,9,13481
311,122,13488
312,245,13513
313,1,13515
314,122,13517
315,122,13518
316,122,13546
317,245,13550
318,245,13551
319,160,13600
320,27,13600
321,7,13607
322,109,13564
323,7,13625
324,122,13658
325,1,13662
326,7,13663
327,122,13679
328,58,13695
329,1,13718
330,7,13788
333,7,13793
334,7,13794
335,7,13796
336,7,13800
337,7,13801
338,7,13802
339,7,13803
340,9,13804
341,9,13817
344,7,13820
345,7,13821
346,1,13865
347,7,13867
348,1,13870
349,7,13874
350,1,13899
351,1,13908
352,1,13914
353,7,13916
354,7,13932
356,277,13815
357,10,13998
358,1,14002
359,7,14004
360,1,14010
361,1,14011
363,1,14032
364,1,14036
365,122,14037
367,122,14049
368,7,14063
369,7,14066
370,7,14089
371,122,14092
373,122,14119
375,122,14150
376,7,14198
377,122,14203
378,1,14223
380,1,14229
381,296,12373
382,296,13411
383,296,13412
384,296,13413
385,296,13910
386,7,14250
387,7,14252
388,7,14253
389,1,14253
390,1,14253
391,7,14255
392,1,14255
393,7,14256
394,1,14256
395,7,14257
396,1,14257
397,7,14258
398,1,14258
399,7,14259
400,1,14259
401,7,14261
402,1,14261
403,7,14262
404,1,14262
405,7,14264
406,1,14264
407,7,14265
408,1,14265
409,7,14266
410,1,14266
411,27,14249
412,7,14275
413,1,14275
414,7,14276
415,7,14277
416,1,14277
417,7,14278
418,7,14279
419,1,14279
420,7,14280
421,1,14280
422,7,14281
423,1,14281
424,7,14282
425,1,14282
426,7,14283
427,1,14283
428,7,14284
429,1,14284
430,7,14285
431,1,14285
432,7,14286
433,1,14286
434,7,14287
435,1,14287
436,7,14288
437,1,14288
438,7,14289
439,1,14289
440,10,14299
450,1,14299
451,216,14247
452,7,14338
453,10,14343
454,1,14343
455,1,14356
459,9,14437
460,9,14438
461,9,14440
462,9,14441
463,9,14443
464,9,14444
465,9,14445
466,9,14446
467,210,14556
468,10,14568
469,213,14297
470,1,14570
471,122,14573
472,30,14578
473,7,14586
474,7,14588
475,1,14691
476,1,14410
477,320,14651
478,7,14754
479,1,14754
480,1,14767
481,216,14779
482,7,14806
483,1,14816
484,216,14819
486,109,14835
487,109,14836
488,109,14837
489,331,14486
490,331,14465
491,331,14464
492,331,14461
493,331,14474
494,331,14452
495,331,14477
496,331,14489
497,331,14477
498,331,14492
499,331,14454
500,331,14479
501,331,14482
502,331,14469
503,331,14494
504,331,14480
505,331,14487
506,331,14460
507,331,14483
508,331,14488
509,331,14470
510,331,14459
511,331,14462
512,331,14493
513,331,14472
514,331,14453
515,331,14467
516,331,14484
517,331,14457
518,331,14451
519,331,14466
520,331,14456
521,331,14490
522,331,14491
523,331,14478
524,331,14463
525,331,14458
526,1,14853
527,1,14854
528,331,14862
529,296,13876
530,296,13758
531,10,14881
532,332,13392
533,332,13395
534,332,12847
535,332,12863
536,332,14888
537,332,12856
538,331,14473
539,331,14476
540,331,14455
541,331,14471
542,331,14475
543,331,14485
544,1,11191
545,1,14927
546,1,14929
547,1,14930
548,1,14931
549,1,14932
550,1,14933
551,296,14954
552,296,14955
553,296,14956
555,1,15032
556,1,15034
557,356,13974
558,356,13975
559,356,13976
560,356,13977
561,356,13978
562,356,13990
563,356,13991
564,356,13992
565,356,13993
566,356,13994
567,356,10199
568,356,11106
569,356,13989
570,356,13988
571,356,13987
572,356,13986
573,356,13985
574,356,13174
575,357,13370
576,357,14513
577,357,15052
578,357,15062
579,357,14833
580,357,14706
581,357,14666
582,357,14652
583,357,14515
584,357,14516
585,357,14518
586,357,14514
587,358,14577
588,358,14814
589,358,10602
590,358,11318
591,358,12693
592,357,15074
593,357,15075
594,357,15076
595,357,15077
596,357,15078
597,357,15084
598,357,11361
599,1,14409
601,356,13794
602,356,13789
603,356,13980
604,356,13981
605,356,13982
606,356,13983
607,356,13984
608,356,13967
609,356,13970
610,356,13971
611,356,13972
612,356,13973
613,356,13800
614,356,13801
615,356,13802
616,356,14238
617,356,14239
618,356,14240
619,356,14241
620,356,14242
621,356,13990
622,356,13991
623,356,13818
624,356,13819
625,356,13791
626,356,13625
627,356,13788
628,357,15133
629,10,15135
632,368,15080
633,7,15145
634,356,15145
635,358,15174
636,370,15187
637,357,15187
638,356,15194
639,357,15204
640,7,15212
641,356,15212
642,10,15215
643,331,15229
644,7,15252
645,356,15252
646,1,15260
647,204,15277
648,1,14411
649,1,15255
650,7,15301
651,1,15306
652,7,15307
653,7,15309
654,356,15310
655,357,15313
656,357,15316
657,357,15319
658,7,15325
659,375,15140
660,375,15138
661,375,15151
662,375,15147
663,375,11472
664,375,11636
665,375,13335
666,375,13338
667,375,11496
668,375,11493
669,375,14370
670,375,13357
671,375,11476
672,375,11848
674,375,14371
675,375,13669
676,375,13913
677,375,11650
679,375,11480
680,375,13342
681,375,13911
682,375,13968
683,375,13347
684,7,15335
685,375,12688
686,375,11952
687,375,13999
690,375,15167
691,1,15341
694,9,15359
695,9,15369
696,9,15370
697,9,15371
698,109,15378
699,109,15379
700,10,15380
701,356,13719
702,378,10377
703,378,12026
704,378,12039
705,378,10644
706,378,11918
707,378,12028
710,378,10385
711,378,12034
715,378,11854
717,378,10455
718,378,13315
719,378,13282
720,378,10752
721,378,12796
724,378,10664
725,378,10153
726,378,10670
727,378,11939
728,378,14774
729,378,10151
730,378,10667
731,378,11967
732,378,11314
733,378,11424
734,378,10409
735,378,12001
736,378,11353
737,378,11443
738,378,14376
739,378,10712
740,378,10154
741,378,10159
743,378,10488
745,378,10134
746,378,11365
747,378,10436
748,378,10372
749,378,10375
750,378,11419
751,378,10399
752,378,10645
753,378,12048
757,378,11576
759,378,10501
760,378,14529
761,378,12046
762,378,11429
763,378,11989
764,378,10714
765,378,11991
766,378,10104
767,378,10152
770,378,11380
771,378,11380
773,378,11869
775,378,10710
776,378,11597
777,378,11988
778,378,11395
779,378,10665
780,378,10655
781,378,11441
782,378,11504
783,378,10434
784,378,11442
785,378,10201
786,378,10135
787,378,12759
788,378,14811
789,378,14810
790,378,14832
791,378,15073
793,378,10694
794,378,11368
795,378,12133
798,378,14760
799,378,10708
800,378,12139
801,378,13564
802,378,10699
803,378,13281
804,378,12075
805,378,12029
806,378,12067
807,378,12069
808,378,12070
809,378,13344
810,378,10648
811,378,10481
812,378,12049
813,378,11418
814,378,10496
815,378,14836
816,378,14835
817,378,14837
818,378,10082
819,378,10189
821,378,11933
822,378,11435
823,378,10723
824,378,11396
825,378,11934
826,378,11943
827,378,11946
829,378,10722
830,378,10724
831,378,11973
832,378,11961
833,378,11377
834,378,10727
836,378,10546
837,378,10534
838,378,10720
839,378,10547
841,378,13286
842,378,14933
843,378,14931
844,378,14929
845,378,14930
846,378,14932
848,378,10721
849,378,11379
851,378,11948
852,379,11379
855,1,15388
856,9,15400
857,33,15401
858,1,15311
859,9,15406
860,9,15407
861,9,15408
862,1,15225
863,1,15423
864,356,15426
866,10,15434
869,310,14247
870,310,14779
871,310,14819
872,1,15444
873,378,15444
874,144,15445
875,10,15448
876,378,15453
877,1,15209
878,356,15460
879,110,15466
880,378,15466
881,7,15467
882,378,15470
887,387,11943
888,387,11946
890,387,10722
891,387,11973
892,387,11377
894,7,15480
895,356,15480
896,357,15499
897,375,15500
900,10,15506
901,390,15327
902,1,15510
903,1,15510
904,1,15510
905,390,15507
910,1,14289
912,10,15548
914,1,15561
915,390,15568
916,358,15578
917,390,15368
918,357,15598
919,375,15599
920,332,15600
921,1,15602
923,7,15610
924,10,15611
925,375,12940
926,356,15617
927,356,15618
928,356,15619
929,356,15620
930,356,15621
931,394,5001
932,394,15580
933,394,15515
934,1,15650
935,357,15659
936,7,15660
937,356,15660
938,7,15661
939,356,15661
943,358,15727
944,358,15733
945,356,15739
946,357,15735
947,357,15740
948,402,13088
949,402,15220
950,402,13083
951,402,13086
952,402,13089
953,402,13084
954,402,13087
955,402,13090
956,402,13082
957,402,13085
958,402,11672
959,402,15099
960,7,15762
961,1,15762
962,204,15772
963,400,15774
966,10,15795
968,358,15802
969,358,15810
976,1,15867
978,356,15874
986,358,15947
988,27,15959
1001,1,16012
1011,109,16064
1013,7,16068
1014,1,16068
1015,10,16080
1018,7,16088
1019,1,16088
1022,122,16109
1023,7,16110
1024,7,16112
1025,122,16113
1027,1,16123
1028,122,16125
1029,415,11854
1030,357,16145
1031,357,16146
1032,357,16147
1033,357,16148
1034,415,10385
1035,415,11918
1036,415,10644
1037,415,12026
1039,415,13282
1041,415,13315
1042,7,16154
1043,356,16154
1046,378,16185
1048,7,16197
1049,1,16197
1051,9,16207
1052,9,16208
1053,9,16209
1054,109,16210
1055,378,16210
1056,378,16222
1057,7,16236
1058,7,16276
1059,7,16279
1060,7,16281
1061,7,16283
1062,7,16284
1063,7,16285
1065,7,16291
1066,1,16291
1083,434,16385
1084,1,16367
1090,416,15875
1097,7,16414
1103,450,10953
1107,450,12373
1108,450,14954
1109,450,14955
1110,450,14956
1112,450,13139
1114,27,16436
1115,356,16469
1116,378,16486
1119,109,16499
1120,109,16500
1121,10,16501
1126,357,16558
1127,357,16559
1128,402,16561
1129,7,16576
1130,1,16576
1131,7,16577
1132,1,16577
1133,7,16583
1134,1,16583
1136,122,16587
1137,1,16638
1138,356,16653
1139,356,16653
1147,482,10431
1168,482,15556
1172,7,16696
1176,484,10201
1177,484,11441
1178,484,10135
1179,484,11395
1180,484,12759
1181,484,11504
1182,484,10655
1183,484,10665
1185,484,10434
1188,357,16698
1189,357,16699
1190,357,16700
1191,357,16701
1192,357,16702
1193,357,16703
1194,357,16704
1195,357,16705
1196,357,16706
1197,357,16707
1198,357,16708
1199,357,16709
1200,357,16710
1201,357,16711
1202,357,16712
1203,357,16713
1204,357,16714
1205,357,16715
1206,357,16716
1207,357,16717
1208,357,16719
1209,357,16720
1210,357,16721
1211,357,16722
1212,357,16723
1213,357,16724
1214,357,16725
1215,1,16783
1216,378,16783
1217,144,16814
1218,144,16815
1220,7,16828
1221,356,16828
1222,450,15802
1223,494,16825
1225,1,16891
1226,1,16892
1227,1,16893
1228,1,16894
1229,457,16519
1230,494,16905
1233,331,16941
1235,7,16949
1236,1,16952
1237,1,16953
1238,7,16954
1239,7,16958
1240,520,10390
1241,520,11355
1242,520,11416
1243,520,11417
1244,520,12002
1245,520,14935
1246,520,15082
1247,520,15083
1248,520,10713
1249,520,13265
1250,520,14937
1251,520,14938
1252,520,14939
1253,520,11315
1254,520,11330
1255,520,15096
1256,520,15795
1257,520,10689
1258,520,11512
1259,520,10556
1260,520,10728
1262,520,11433
1263,520,11947
1264,357,16983
1266,520,10719
1269,7,17015
1270,482,17041
1271,482,17044
1272,357,17049
1273,357,17050
1274,9,17074
1275,9,17075
1276,390,17080
1278,154,17094
1279,154,17095
1280,357,17113
1282,538,17070
1284,7,17160
1285,7,17171
1288,543,17177
1289,543,17180
1290,543,17181
1291,7,17225
1292,7,17271
1293,356,17271
1297,109,17291
1298,378,17291
1300,10,16053
1301,402,16995
1303,357,17308
1304,482,17315
1306,482,16002
1307,482,15926
1308,357,17330
1309,357,17331
1312,356,17347
1313,1,17348
1314,356,17352
1315,356,17355
1321,356,17387
1324,571,17156
1326,357,17400
1327,187,17401
1328,187,17402
1329,187,17403
1330,7,17405
1331,356,17405
1332,296,17406
1333,450,17406
1334,296,17407
1335,450,17407
1336,296,17408
1337,450,17408
1341,378,17413
1343,450,17437
1346,1,17503
1347,358,17507
1349,296,17535
1350,450,17535
1351,296,17536
1352,450,17536
1353,1,17560
1354,187,17568
1355,402,17595
1356,402,17596
1357,593,17588
1360,356,17617
1364,187,17625
1365,356,17644
1366,356,17645
1367,356,17646
1370,615,15604
1371,615,15630
1372,615,15631
1373,615,15632
1374,615,15633
1375,615,15634
1376,615,15635
1377,615,15636
1378,615,15637
1379,615,15638
1380,356,17672
1381,616,17588
1382,356,17678
1383,356,17681
1385,356,17686
1386,356,17687
1388,402,17557
1389,402,17558
1390,402,17556
1391,402,17541
1392,358,17705
1394,402,17713
1396,1,17413
1397,1,10724
1398,357,17735
1399,7,17736
1402,356,17752
1403,10,17753
1404,356,17845
1405,356,17846
1406,356,17850
1407,356,17851
1408,154,17961
1409,10,17964
1410,187,17971
1411,1,18022
1412,7,18025
1413,356,18025
1414,631,17557
1415,631,17558
1416,631,17556
1417,631,17541
1418,356,18035
1419,356,18037
1420,378,16004
1421,378,17412
1422,144,18051
1424,450,13414
1425,358,18056
1427,640,16992
1428,402,16992
1429,640,16995
1430,640,17713
1433,390,15383
1434,375,17731
1435,375,17732
1436,375,17743
1437,375,17744
1438,375,18075
1439,375,18076
1440,7,18080
1441,1,18080
1442,331,13734
1444,655,17539
1445,356,18109
1446,356,18110
1447,356,18111
1448,356,18112
1449,356,18113
1450,665,11883
1451,665,13600
1452,665,14249
1453,665,16436
1458,378,18131
1459,415,18131
1460,378,18132
1461,415,18132
1462,378,18134
1463,415,18134
1464,7,18139
1465,378,18144
1466,415,18144
1467,655,18177
1468,402,15996
1472,1,18189
1473,356,18219
1474,357,18240
1475,7,18249
1476,1,18249
1478,357,18269
1479,122,18284
1480,402,11285
1481,378,18308
1486,375,18339
1487,375,18340
1488,696,10723
1489,696,10727
1490,696,11396
1491,696,10724
1492,358,18347
1495,10,18389
1497,9,18571
1502,9,18589
1503,9,18590
1504,9,18591
1507,357,18624
1508,357,18625
1509,357,18626
1510,357,18627
1511,357,18628
1512,357,18629
1513,357,18630
1514,357,18631
1515,357,18632
1516,357,18633
1517,357,18634
1518,357,18635
1519,357,18636
1520,357,18637
1521,357,18638
1522,357,18639
1523,357,18640
1524,357,18641
1525,357,18642
1526,357,18643
1527,357,18644
1528,357,18645
1529,357,18646
1530,357,18647
1531,357,18648
1532,357,18649
1533,357,18650
1534,357,18651
1535,357,18652
1536,357,18653
1537,357,18654
1538,357,18655
1539,357,18656
1540,357,18657
1541,357,18658
1542,357,18659
1543,357,18660
1544,357,18661
1545,357,18662
1546,357,18663
1547,357,18664
1548,357,18665
1549,357,18666
1550,357,18667
1551,357,18715
1552,722,18734
1553,356,18772
1555,7,18843
1556,356,18843
1557,356,18852
1559,655,18878
1560,177,12796
1561,177,14774
1562,733,16210
1563,733,13564
1564,733,12133
1565,733,11368
1566,733,15073
1567,733,12139
1568,733,10694
1569,733,14760
1570,733,11933
1571,733,13281
1572,733,10708
1577,378,18912
1578,415,18912
1579,357,18887
1580,357,18893
1581,655,18934
1582,204,18954
1589,356,19037
1590,378,19047
1591,378,19048
1592,484,19048
1593,378,19049
1594,484,19049
1595,378,19050
1596,109,19052
1597,378,19052
1599,378,19054
1600,402,19089
1601,402,19090
1602,402,19091
1604,109,14994
1605,109,14995
1607,402,18781
1608,402,14152
1609,296,19163
1610,450,19163
1611,1,19191
1612,1,19192
1613,1,19193
1614,1,19194
1619,296,19230
1620,450,19230
1623,1,19238
1624,378,19238
1625,357,19240
1631,402,19297
1632,780,19275
1633,781,19294
1634,781,19314
1635,1,19316
1636,1,19317
1637,1,19318
1638,1,19319
1639,204,19323
1640,204,19324
1641,204,19325
1642,204,19326
1643,296,19329
1644,450,19329
1645,296,19330
1646,450,19330
1647,781,19320
1648,1,19334
1650,809,19167
1651,809,19331
1652,7,19383
1653,356,19405
1654,817,19412
1655,817,19413
1656,7,19515
1657,356,19515
1658,357,19516
1659,7,19519
1660,1,19552
1667,1,19590
1669,358,19595
1671,834,17507
1672,834,19595
1673,402,19615
1674,375,19616
1675,402,19619
1676,402,19620
1677,402,19621
1678,402,19622
1686,817,19658
1687,7,19665
1688,1,19665
1690,7,19713
1691,356,19713
1692,839,19618
1693,839,19617
1694,402,15137
1695,402,15652
1696,387,11948
1697,7,19773
1698,1,19773
1700,868,11021
1703,868,19778
1708,780,19276
1709,358,19818
1711,834,19818
1712,358,19819
1714,834,19819
1715,7,19828
1716,875,13397
1717,770,19266
1718,770,19267
1719,770,19268
1720,375,19836
1721,375,19837
1722,880,16166
1723,880,16169
1724,880,16170
1725,880,16171
1726,880,16172
1727,880,16173
1728,880,16174
1729,880,16175
1730,880,16176
1731,880,16177
1732,356,19854
1735,358,19863
1737,834,19863
1738,484,14810
1739,484,14811
1740,484,14832
1743,655,19881
1744,276,18183
1747,434,19911
1748,10,19915
1750,885,14810
1751,885,14811
1752,885,14832
1753,7,19944
1754,1,19944
1756,889,17714
1757,889,16926
1758,402,19978
1759,631,19978
1760,402,19979
1761,631,19979
1762,482,19981
1763,904,14966
1764,904,14968
1765,904,14969
1766,904,14970
1767,904,14971
1768,904,14972
1769,904,14973
1770,904,14974
1771,904,14975
1772,904,14976
1773,904,14977
1774,904,14979
1775,904,14980
1776,904,14981
1777,904,14982
1778,904,14983
1779,904,14984
1780,904,14985
1782,904,14986
1783,904,14987
1784,904,14988
1785,904,14989
1786,904,14990
1787,904,14991
1788,904,14992
1789,904,14993
1790,904,14994
1791,904,14995
1792,904,14996
1793,904,14997
1795,358,20042
1799,482,20072
1800,1,20082
1801,356,16768
1804,331,20117
1805,331,20118
1809,357,20130
1810,357,20131
1811,357,20132
1812,357,20133
1813,620,18814
1814,620,18814
1821,1,20149
1823,1,20153
1824,868,20157
1825,868,20159
1826,868,20161
1827,402,17347
1828,402,17850
1829,402,18035
1830,402,18037
1831,402,17681
1832,402,17387
1833,402,17355
1834,402,18038
1835,356,18038
1836,402,19854
1838,434,20202
1839,7,20224
1840,7,20225
1841,7,20228
1842,356,20228
1844,781,20257
1845,934,18076
1846,934,18075
1847,934,18340
1848,934,18339
1849,934,18701
1850,934,18702
1851,934,17732
1852,934,17731
1853,154,20292
1854,332,20296
1860,934,18740
1861,934,18743
1862,934,18742
1863,934,18744
1864,934,11361
1865,934,20304
1866,934,20305
1867,934,20306
1868,9,20307
1869,357,20329
1870,356,20335
1871,402,20335
1872,356,20336
1873,402,20336
1874,356,20337
1875,402,20337
1876,402,20338
1877,356,20338
1878,356,20339
1879,402,20339
1880,356,20344
1881,402,20344
1882,482,20366
1890,357,20396
1891,357,20397
1892,357,20398
1893,357,20399
1894,357,20400
1895,357,20401
1896,357,20402
1897,357,20403
1898,357,20404
1899,357,20405
1900,357,20406
1901,357,20407
1902,357,20408
1903,357,20409
1904,357,20410
1905,357,20411
1906,357,20412
1907,357,20413
1908,357,20414
1909,357,20415
1910,357,20416
1911,357,20417
1912,357,20418
1913,934,20420
1914,10,20422
1921,934,20436
1922,934,20437
1923,934,20438
1924,934,20439
1929,811,18095
1930,811,18096
1931,811,18101
1932,934,20446
1934,934,20449
1935,954,20323
1936,402,20535
1937,154,20564
1938,402,12935
1945,7,20595
1946,356,20595
1950,331,20608
1952,110,11330
1953,934,20619
1954,904,14937
1955,904,11355
1956,904,11330
1957,904,11433
1958,520,20620
1959,904,20620
1960,904,11512
1961,904,10556
1962,357,20624
1964,357,20628
1969,934,20643
1970,357,20658
1972,357,20660
1973,357,20661
1974,357,20662
1976,7,20677
1977,7,20678
1978,356,20678
1979,357,20684
1980,331,20692
1981,331,20698
1982,331,20699
1983,1,20700
1985,357,20709
1986,934,20713
1987,934,20715
1990,7,20719
1991,9,20721
1992,9,20722
1993,9,20723
1994,9,20724
1995,904,13265
1997,7,20743
1999,934,20777
2001,356,20779
2002,7,20780
2003,356,20780
2004,7,20781
2005,356,20782
2006,7,20783
2007,356,20783
2008,7,20784
2009,356,20784
2010,7,20785
2011,356,20785
2012,402,20786
2013,331,20918
2017,375,20963
2018,934,20963
2019,375,20964
2020,934,20964
2021,1004,20676
2022,1004,20981
2023,1004,20982
2025,1007,20999
2026,934,21005
2027,7,21015
2028,356,21015
2029,7,21016
2030,356,21016
2031,402,20835
2032,402,20580
2039,358,21035
2041,834,21035
2042,358,21036
2044,834,21036
2045,904,20237
2046,904,20236
2047,904,20235
2049,296,21069
2050,450,21069
2051,357,21074
2054,378,21094
2055,357,21112
2056,934,21112
2057,7,21122
2058,356,21122
2059,357,21123
2060,1024,21135
2061,402,18740
2062,366,18740
2063,402,18743
2064,366,18743
2065,402,18742
2066,366,18742
2067,7,21141
2068,356,21141
2069,10,21173
2073,9,21153
2074,9,21154
2075,9,21155
2076,9,21156
2078,934,21177
2079,10,21182
2080,1024,21194
2081,1024,21195
2082,1024,21196
2083,402,18744
2084,366,18744
2086,7,21211
2087,356,21211
2088,7,21212
2089,356,21212
2091,366,15136
2092,402,15136
2093,366,15654
2094,402,15654
2095,366,17966
2096,402,17966
2098,1029,21099
2099,1029,21098
2100,1029,21097
2101,1029,21096
2102,1029,21289
2103,1024,21290
2104,1029,21322
2107,10,21348
2108,358,21355
2110,1038,20848
2111,1038,20849
2112,1038,20850
2113,1038,20851
2114,1038,20852
2115,1038,20853
2116,1038,20854
2117,1038,20855
2135,375,21401
2136,375,21402
2137,7,21427
2138,434,21443
2139,402,21485
2140,640,21485
2141,296,21494
2142,450,21494
2143,10,21504
2144,10,21505
2145,296,21516
2146,450,21516
2147,1053,21332
2148,1024,20985
2149,520,21536
2150,904,21536
2151,357,21540
2152,357,21544
2153,358,21547
2154,450,21547
2155,357,21552
2156,358,21553
2157,450,21553
2164,1058,21573
2165,1058,21574
2166,1058,21575
2167,1058,21576
2168,1058,21577
2170,1024,21571
2171,356,21603
2172,1029,21608
2173,1024,21608
2174,1029,21616
2175,1024,21322
2178,1,21628
2179,1024,21578
2180,1029,21646
2181,1029,21647
2182,1029,21648
2183,402,21651
2189,934,21717
2190,402,21717
2191,366,21717
2192,9,21718
2193,402,21723
2194,402,21724
2195,402,21725
2196,357,21730
2197,357,21732
2198,357,21733
2199,357,21735
2200,357,21736
2201,357,21737
2202,10,21740
2203,1024,21750
2204,1024,21752
2205,1024,21753
2206,1024,21754
2207,402,15345
2208,366,15345
2209,7,21820
2210,356,21820
2211,7,21830
2212,356,21830
2213,357,21833
2214,357,21834
2215,357,21835
2216,357,21836
2217,357,21837
2218,357,21838
2219,357,21839
2220,357,21840
2221,357,21841
2222,357,21842
2223,357,21843
2224,357,21844
2225,357,21845
2226,357,21846
2227,357,21847
2228,1024,21616
2229,1058,21578
2230,7,21856
2231,356,21856
2232,7,21857
2233,356,21857
2234,7,21894
2235,356,21894
2236,7,21910
2237,357,21945
2238,357,21946
2240,10,21973
2241,356,21987
2242,9,22022
2243,402,22023
2244,631,22023
2245,1111,17701
2246,1111,19094
2247,1111,19262
2248,1111,21415
2249,1111,19282
2250,1111,17702
2251,1111,21339
2252,1111,21349
2253,1111,21410
2254,1111,19261
2255,1111,17284
2256,1111,19096
2257,1111,19099
2258,1111,19102
2259,1111,19554
2260,1111,19557
2261,1111,19581
2262,1111,19588
2263,1111,19259
2264,1111,18767
2265,1111,17698
2266,1111,19098
2267,1111,19541
2268,1111,19544
2269,1111,19551
2270,1111,19552
2271,1111,19555
2272,1111,21340
2273,1111,21336
2274,1111,21341
2275,1111,21411
2276,1111,17704
2277,1111,19263
2278,1111,18769
2279,1111,19095
2280,1111,19100
2281,1111,19104
2282,1111,19542
2283,1111,19545
2284,1111,19546
2285,1111,19556
2286,1111,19578
2287,1111,19580
2288,1111,19590
2289,1111,20867
2290,1111,20870
2291,1111,20872
2292,1111,20881
2293,1111,20882
2294,1111,20892
2295,1111,21525
2296,1111,21530
2297,1111,21526
2298,1111,21530
2299,1111,21531
2300,1111,21519
2301,1111,21533
2302,356,22040
2303,1112,22032
2304,1112,22033
2305,1112,22034
2306,1112,22035
2307,1112,22036
2308,1112,22037
2309,1112,22038
2310,1112,22039
2311,889,22079
2313,7,22087
2314,356,22087
2315,1024,22092
2317,1116,21547
2318,1116,21553
2319,1106,22003
2320,1106,22014
2321,655,13419
2322,9,22123
2323,1053,22121
2324,1053,22133
2329,1111,22139
2330,1111,22140
2331,1111,22141
2332,1053,22142
2333,834,21026
2334,834,22136
2335,1024,22151
2336,378,22169
2345,331,22180
2346,331,22181
2347,331,22182
2348,331,22183
2349,1111,22195
2350,1111,22196
2351,1111,22197
2352,1111,22199
2353,9,22208
2354,402,22224
2356,7,22225
2357,296,22234
2358,450,22234
2359,1157,22245
2360,9,22246
2361,1157,10961
2362,1157,11070
2363,1157,11074
2364,1157,11076
2365,1157,11078
2366,1157,11081
2367,1157,11088
2368,1157,11089
2369,1157,11098
2370,1157,12128
2371,1157,13082
2372,1157,13083
