id,sound_pack_id,name,sound_id,comment
115,7,Sounds/x2monster_g:grubs:fist_co_attack_r,1096,
116,7,Sounds/x2monster_g:grubs:fist_co_attack_r_2,1097,
117,7,Sounds/x2monster_g:grubs:standup_nw_back,1099,
118,7,Sounds/x2monster_g:grubs:standup_nw_stomach,1100,
119,7,die,1101,
120,8,Sounds/x2monster_footstep:move:dirt_slide_mid,1125,
121,8,Sounds/x2character:movement_npc:slime_long,1122,
122,8,Sounds/x2character:movement_npc:slime_short,1123,
123,8,Sounds/x2monster_g:grubs:all_co_sk_leapattack,1104,
124,8,Sounds/x2monster_g:grubs:all_co_sk_spell_cast_d,1105,
126,8,Sounds/x2monster_g:grubs:all_co_sk_spell_launch_d,1106,
127,8,Sounds/x2monster_g:grubs:all_co_sk_spell_launch_nd,1107,
128,8,Sounds/x2monster_g:grubs:land,1118,
129,8,Sounds/x2monster_g:grubs:all_re_combat_critical,1108,
130,8,Sounds/x2monster_g:grubs:all_re_combat_dodge,1109,
131,8,Sounds/x2monster_g:grubs:all_re_combat_hit,1110,
133,8,Sounds/x2monster_g:grubs:all_re_combat_knockback_b_start,1111,
135,8,Sounds/x2monster_g:grubs:all_re_combat_stun_loop,1112,
136,8,Sounds/x2monster_g:grubs:fist_ba_combat_idle,1113,
137,8,Sounds/x2monster_g:grubs:fist_ba_relaxed_idle_rand,1114,
138,8,Sounds/x2monster_g:grubs:fist_ba_spawn,1115,
139,8,Sounds/x2monster_g:grubs:fist_co_attack_r,1116,
140,8,Sounds/x2monster_g:grubs:fist_co_attack_r_2,1117,
141,8,Sounds/x2monster_g:grubs:standup_nw_back,1119,
142,8,Sounds/x2monster_g:grubs:standup_nw_stomach,1120,
143,8,die,1121,
144,9,Sounds/x2monster_footstep:move:dirt_slide_mid,,
145,9,Sounds/x2character:movement_npc:slime_long,1122,
146,9,Sounds/x2character:movement_npc:slime_short,1123,
147,9,Sounds/x2monster_g:grubs:all_co_sk_leapattack,1123,
148,9,Sounds/x2monster_g:grubs:all_co_sk_spell_cast_d,,
149,9,Sounds/x2monster_g:grubs:all_co_sk_spell_launch_d,,
150,9,Sounds/x2monster_g:grubs:all_co_sk_spell_launch_nd,,
151,9,Sounds/x2monster_g:grubs:land,,
152,9,Sounds/x2monster_g:grubs:all_re_combat_critical,1108,
153,9,Sounds/x2monster_g:grubs:all_re_combat_dodge,,
154,9,Sounds/x2monster_g:grubs:all_re_combat_hit,,
155,9,Sounds/x2monster_g:grubs:all_re_combat_knockback_b_start,,
156,9,Sounds/x2monster_g:grubs:all_re_combat_stun_loop,,
157,9,Sounds/x2monster_g:grubs:fist_ba_combat_idle,,
158,9,Sounds/x2monster_g:grubs:fist_ba_relaxed_idle_rand,,
159,9,Sounds/x2monster_g:grubs:fist_ba_spawn,,
160,9,Sounds/x2monster_g:grubs:fist_co_attack_r,1123,
161,9,Sounds/x2monster_g:grubs:fist_co_attack_r_2,1123,
162,9,Sounds/x2monster_g:grubs:standup_nw_back,,
163,9,Sounds/x2monster_g:grubs:standup_nw_stomach,,
164,9,die,1127,
166,8,hit_ragdoll,1110,
167,7,hit_ragdoll,1090,
168,5,hit_ragdoll,1070,
169,2,hit_ragdoll,1020,
170,3,hit_ragdoll,1040,
171,4,die,1126,
172,4,hit_ragdoll,1055,
173,6,$holdable_21,1128,
174,6,$holdable_22,1130,
175,6,$holdable_23,1132,
176,10,$holdable_21,1129,
177,10,$holdable_22,1131,
178,10,$holdable_23,1133,
179,11,$holdable_21,1135,
180,11,$holdable_22,1136,
181,11,$holdable_23,1137,
182,12,Sounds/x2monster_footstep:move:dirt_slide_small,1125,
183,12,Sounds/x2character:movement_npc_small:slime_long,1122,
184,12,Sounds/x2character:movement_npc_small:slime_short,1123,
185,12,sounds/x2character:movement_npc:wood,1140,
186,12,Sounds/x2monster_a:armourdslime:all_co_sk_leapattack,1143,
187,12,Sounds/x2monster_a:armourdslime:all_co_sk_spell_cast_d,1144,
188,12,Sounds/x2monster_a:armourdslime:all_co_sk_spell_launch_d,1145,
189,12,Sounds/x2monster_a:armourdslime:all_re_combat_critical,1146,
190,12,Sounds/x2monster_a:armourdslime:all_re_combat_dodge,1147,
191,12,Sounds/x2monster_a:armourdslime:all_re_combat_hit,1148,
192,12,Sounds/x2monster_a:armourdslime:all_re_combat_knockback_b_start,1149,
193,12,Sounds/x2monster_a:armourdslime:fist_ba_combat_idle,1151,
194,12,Sounds/x2monster_a:armourdslime:fist_co_attack_r,1152,
195,12,Sounds/x2monster_a:armourdslime:fist_co_attack_r_2,1153,
196,12,Sounds/x2monster_a:armourdslime:jump,1154,
197,12,die,1150,
198,12,ragdoll_hit,1148,
199,13,Sounds/x2monster_footstep:move:dirt_slide_small,1124,
200,13,Sounds/x2character:movement_npc_small:slime_long,1102,
201,13,Sounds/x2character:movement_npc_small:slime_short,1103,
202,13,sounds/x2character:movement_npc:wood,1155,
203,13,Sounds/x2monster_a:armourdslime:all_co_sk_leapattack,1157,
204,13,Sounds/x2monster_a:armourdslime:all_co_sk_spell_cast_d,1158,
205,13,Sounds/x2monster_a:armourdslime:all_co_sk_spell_launch_d,1159,
206,13,Sounds/x2monster_a:armourdslime:all_re_combat_critical,1160,
207,13,Sounds/x2monster_a:armourdslime:all_re_combat_dodge,1161,
208,13,Sounds/x2monster_a:armourdslime:all_re_combat_hit,1162,
209,13,Sounds/x2monster_a:armourdslime:all_re_combat_knockback_b_start,1163,
210,13,Sounds/x2monster_a:armourdslime:fist_ba_combat_idle,1165,
211,13,Sounds/x2monster_a:armourdslime:fist_co_attack_r,1166,
212,13,Sounds/x2monster_a:armourdslime:fist_co_attack_r_2,1167,
213,13,Sounds/x2monster_a:armourdslime:jump,1168,
214,13,die,1164,
215,13,ragdoll_hit,1162,
216,14,Sounds/x2monster_footstep:move:dirt_slide_small,1125,
217,14,Sounds/x2character:movement_npc_small:slime_long,1122,
218,14,Sounds/x2character:movement_npc_small:slime_short,1123,
219,14,sounds/x2character:movement_npc:wood,1141,
220,14,Sounds/x2monster_a:armourdslime:all_co_sk_leapattack,1143,
221,14,Sounds/x2monster_a:armourdslime:all_co_sk_spell_cast_d,1144,
222,14,Sounds/x2monster_a:armourdslime:all_co_sk_spell_launch_d,1145,
223,14,Sounds/x2monster_a:armourdslime:all_re_combat_critical,1146,
224,14,Sounds/x2monster_a:armourdslime:all_re_combat_dodge,1147,
225,14,Sounds/x2monster_a:armourdslime:all_re_combat_hit,1148,
226,14,Sounds/x2monster_a:armourdslime:all_re_combat_knockback_b_start,1149,
228,14,Sounds/x2monster_a:armourdslime:fist_ba_combat_idle,1151,
229,14,Sounds/x2monster_a:armourdslime:fist_co_attack_r,1152,
230,14,Sounds/x2monster_a:armourdslime:fist_co_attack_r_2,1153,
231,14,Sounds/x2monster_a:armourdslime:jump,1154,
232,14,die,1150,
233,14,ragdoll_hit,1148,
234,15,Sounds/x2monster_footstep:move:dirt_slide_small,1,
235,15,Sounds/x2character:movement_npc_small:slime_long,1122,
236,15,Sounds/x2character:movement_npc_small:slime_short,1123,
237,15,sounds/x2character:movement_npc:wood,1156,
238,15,Sounds/x2monster_a:armourdslime:all_co_sk_leapattack,1169,
239,15,Sounds/x2monster_a:armourdslime:all_co_sk_spell_cast_d,1170,
240,15,Sounds/x2monster_a:armourdslime:all_co_sk_spell_launch_d,1171,
241,15,Sounds/x2monster_a:armourdslime:all_re_combat_critical,1172,
242,15,Sounds/x2monster_a:armourdslime:all_re_combat_dodge,1173,
243,15,Sounds/x2monster_a:armourdslime:all_re_combat_hit,1174,
244,15,Sounds/x2monster_a:armourdslime:all_re_combat_knockback_b_start,1175,
245,15,Sounds/x2monster_a:armourdslime:fist_ba_combat_idle,1177,
246,15,Sounds/x2monster_a:armourdslime:fist_co_attack_r,1178,
247,15,Sounds/x2monster_a:armourdslime:fist_co_attack_r_2,1179,
248,15,Sounds/x2monster_a:armourdslime:jump,1180,
249,15,die,1176,
250,15,ragdoll_hit,1174,
251,16,Sounds/x2monster_footstep:move:dirt_slide_small,1125,
252,16,Sounds/x2character:movement_npc_small:slime_long,1122,
253,16,Sounds/x2character:movement_npc_small:slime_short,1123,
254,16,sounds/x2character:movement_npc:wood,1142,
255,16,Sounds/x2monster_a:armourdslime:all_co_sk_leapattack,1143,
256,16,Sounds/x2monster_a:armourdslime:all_co_sk_spell_cast_d,1144,
257,16,Sounds/x2monster_a:armourdslime:all_co_sk_spell_launch_d,1145,
258,16,Sounds/x2monster_a:armourdslime:all_re_combat_critical,1146,
259,16,Sounds/x2monster_a:armourdslime:all_re_combat_dodge,1147,
260,16,Sounds/x2monster_a:armourdslime:all_re_combat_hit,1148,
261,16,Sounds/x2monster_a:armourdslime:all_re_combat_knockback_b_start,1149,
262,16,Sounds/x2monster_a:armourdslime:fist_ba_combat_idle,1151,
263,16,Sounds/x2monster_a:armourdslime:fist_co_attack_r,1152,
264,16,Sounds/x2monster_a:armourdslime:fist_co_attack_r_2,1153,
265,16,Sounds/x2monster_a:armourdslime:jump,1154,
266,16,die,1150,
267,16,ragdoll_hit,1148,
268,4,all_co_sk_spell_launch_nd,1196,
269,17,Sounds/x2monster_footstep:move:dirt_soft_small,1004,
270,17,Sounds/x2monster_footstep:move:dirt_soft_mid,1241,
271,17,Sounds/x2monster_y:yata_monster:attack_1,1242,
272,17,Sounds/x2monster_y:yata:com_idle,1243,
273,17,Sounds/x2weapons:x2weapon_swing:small2,1244,
274,17,Sounds/x2monster_y:yata_monster:combat_critical,1245,
275,17,Sounds/x2monster_y:yata_monster:damage,1246,
276,17,Sounds/x2monster_footstep:bodyfalls:big,1247,
277,17,Sounds/x2monster_y:yata:rand_idle3,1248,
278,17,Sounds/x2weapons:x2weapon_swing:small1,1249,
279,17,Sounds/x2monster_footstep:move:dirt_bear,1250,
280,17,Sounds/x2monster_y:yata_monster:attack_2,1251,
281,17,Sounds/x2physics:foley:swim_idle,1252,
282,17,Sounds/x2physics:foley:swim2,1253,
283,17,Sounds/x2monster_y:yata:rand_idle,1254,
285,18,Sounds/x2monster_t:tare:foot,,
286,18,Sounds/x2monster_t:tare:foot_walk,,
288,18,Sounds/x2monster_y:yata:sk_leapattack,1259,
291,18,Sounds/x2monster_y:yata:attack_r,1262,
292,18,Sounds/x2monster_y:yata:crit,1263,
293,18,Sounds/x2monster_y:yata:dmg,1264,
294,18,Sounds/x2monster_y:yata:combat_strugle,1265,
295,18,Sounds/x2monster_y:yata:com_idle,1266,
296,18,Sounds/x2physics:foley:swim_idle,1252,
297,18,Sounds/x2physics:foley:swim2,1253,
298,18,Sounds/x2monster_y:yata:rand_idle,1267,
299,18,Sounds/x2monster_y:yata:rand_idle3,1268,
300,18,Sounds/x2monster_y:yata:jumpinplace,1269,
301,18,Sounds/x2weapons:x2weapon_swing:small1,1249,
302,18,Sounds/x2weapons:x2weapon_swing:small2,1244,
303,18,Sounds/x2monster_y:yata:back,1270,
305,19,Sounds/x2monster_t:tare:foot,1256,
306,19,Sounds/x2monster_t:tare:foot_walk,1257,
308,19,Sounds/x2monster_y:yata:sk_leapattack,1285,
311,19,Sounds/x2monster_y:yata:attack_r,1275,
312,19,Sounds/x2monster_y:yata:crit,1279,
313,19,Sounds/x2monster_y:yata:dmg,1280,
314,19,Sounds/x2monster_y:yata:combat_strugle,1278,
315,19,Sounds/x2monster_y:yata:com_idle,1277,
316,19,Sounds/x2physics:foley:swim_idle,1252,
317,19,Sounds/x2physics:foley:swim2,1253,
318,19,Sounds/x2monster_y:yata:rand_idle,1283,
319,19,Sounds/x2monster_y:yata:rand_idle3,1284,
320,19,Sounds/x2monster_y:yata:jumpinplace,1282,
321,19,Sounds/x2weapons:x2weapon_swing:small1,1249,
322,19,Sounds/x2weapons:x2weapon_swing:small2,1244,
323,19,Sounds/x2monster_y:yata:back,1276,
324,19,die,1281,
325,18,die,,
326,20,Sounds/x2monster_j:jellyfish:run,1288,
327,20,Sounds/x2monster_j:jellyfish:walk,1289,
328,20,Sounds/x2monster_j:jellyfish:back,1290,
329,20,Sounds/x2monster_j:jellyfish:com_idle,1291,
330,20,Sounds/x2monster_j:jellyfish:leapattack,1292,
331,20,Sounds/x2monster_j:jellyfish:spellcast_d,1293,
332,20,Sounds/x2monster_j:jellyfish:spelllaunch_d,1294,
333,20,Sounds/x2monster_j:jellyfish:crit,1295,
334,20,Sounds/x2monster_j:jellyfish:dmg,1296,
335,20,Sounds/x2monster_j:jellyfish:knockback,1297,
336,20,Sounds/x2monster_j:jellyfish:struggle,1298,
337,20,die,1299,
338,21,Sounds/x2physics:horse_saddle:walk,1300,
339,21,Sounds/x2physics:horse_saddle:run,1301,
340,21,Sounds/x2physics:horse_saddle:landing,1302,
345,21,Sounds/x2character:animals:horse1_breath,,
346,21,Sounds/x2character:animals:horse1_breath2,1304,
348,21,Sounds/x2character:animals:horse1_leapattack,1305,
349,21,Sounds/x2character:animals:horse1_back,1306,
350,21,Sounds/x2weapons:x2weapon_swing:med6,1307,
351,21,Sounds/x2character:animals:horse1_crit,1308,
352,21,Sounds/x2character:animals:horse1_relax_idle,1309,
353,21,Sounds/x2character:animals:horse1_lips,1310,
354,21,Sounds/x2physics:foley:swim_idle,1252,
355,21,Sounds/x2physics:foley:swim2,1253,
356,21,Sounds/x2character:animals:horse1_relax_idle_rand1,1311,
357,21,Sounds/x2character:animals:horse1_relax_idle_rand2,1312,
358,21,Sounds/x2character:animals:horse1_attack,1313,
359,21,Sounds/x2character:animals:horse1_whinny_01,1314,
360,21,Sounds/x2character:animals:horse1_slash,1315,
361,22,$holdable_21,1317,
362,22,$holdable_22,1318,
363,22,$holdable_23,1316,
364,23,$holdable_21,1323,
365,23,$holdable_22,1321,
366,23,$holdable_23,1319,
367,24,$holdable_21,1324,
368,24,$holdable_22,1322,
369,24,$holdable_23,1320,
370,25,$holdable_21,1326,
371,25,$holdable_22,1327,
372,25,$holdable_23,1325,
373,26,$holdable_21,1330,
374,26,$holdable_22,1331,
375,26,$holdable_23,1329,
376,27,$holdable_21,1333,
377,27,$holdable_22,1334,
378,27,$holdable_23,1332,
379,28,$holdable_21,1336,
380,28,$holdable_22,1337,
381,28,$holdable_23,1335,
382,29,$holdable_21,1339,
383,29,$holdable_22,1340,
384,29,$holdable_23,1338,
385,30,$holdable_21,1342,
386,30,$holdable_22,1343,
387,30,$holdable_23,1341,
388,31,$holdable_21,1349,
389,31,$holdable_22,1348,
390,31,$holdable_23,1347,
391,32,$holdable_21,1352,
392,32,$holdable_22,1351,
393,32,$holdable_23,1350,
394,33,$holdable_21,1354,
395,33,$holdable_22,1355,
396,33,$holdable_23,1353,
397,34,$holdable_21,1358,
398,34,$holdable_22,1357,
399,34,$holdable_23,1356,
400,35,Sounds/x2monster_footstep:move:dirt_soft_small,,
401,35,Sounds/x2monster_footstep:move:dirt_soft_mid,,
402,35,Sounds/x2monster_y:yata_monster:attack_1,,
403,35,Sounds/x2monster_y:yata:com_idle,,
404,35,Sounds/x2weapons:x2weapon_swing:small2,,
405,35,Sounds/x2monster_y:yata_monster:combat_critical,,
406,35,Sounds/x2monster_y:yata_monster:damage,,
407,35,Sounds/x2monster_footstep:bodyfalls:big,,
408,35,Sounds/x2monster_y:yata:rand_idle3,,
409,35,Sounds/x2weapons:x2weapon_swing:small1,,
410,35,Sounds/x2monster_y:yata_monster:attack_2,,
411,35,Sounds/x2monster_footstep:move:dirt_bear,,
412,35,Sounds/x2physics:foley:swim_idle,,
413,35,Sounds/x2physics:foley:swim2,,
414,35,Sounds/x2monster_y:yata:rand_idle,,
415,17,die,1369,
417,35,die,,
418,36,Sounds/x2monster_footstep:move:dirt_soft_big,1241,
419,36,Sounds/x2monster_footstep:move:dirt_soft_small,1004,
420,36,Sounds/x2monster_footstep:move:dirt_soft_mid,1241,
423,36,Sounds/x2monster_s:snowlion_monster:attack,1372,
424,36,Sounds/x2weapons:x2weapon_swing:med5,1373,
427,36,Sounds/x2monster_s:snowlion_monster:idle,1374,
428,36,Sounds/x2physics:snowlion_landing:sand,1375,
429,36,Sounds/x2weapons:x2weapon_swing:small1,1249,
430,36,Sounds/x2weapons:x2weapon_swing:small2,1244,
431,36,Sounds/x2monster_s:snowlion_monster:crit,1376,
432,36,Sounds/x2monster_s:snowlion_monster:dmg,1377,
433,36,Sounds/x2monster_footstep:bodyfalls:big,1247,
434,36,Sounds/x2character:animals2:wolf_pet_struggle,,
435,37,Sounds/x2monster_footstep:move:dirt_soft_big,1004,
436,37,Sounds/x2monster_footstep:move:dirt_soft_small,1004,
437,37,Sounds/x2monster_footstep:move:dirt_soft_mid,1004,
440,37,Sounds/x2monster_s:mob:snowlion_attack,1380,
441,37,Sounds/x2weapons:x2weapon_swing:med5,1373,
444,37,Sounds/x2monster_s:mob:snowlion_idle,1384,
445,37,Sounds/x2physics:snowlion_landing:sand,1375,
446,37,Sounds/x2weapons:x2weapon_swing:small1,1249,
448,37,Sounds/x2weapons:x2weapon_swing:small2,1244,
450,37,Sounds/x2monster_s:mob:snowlion_critical,1381,
451,37,Sounds/x2monster_s:mob:snowlion_damage,1383,
452,37,Sounds/x2monster_footstep:bodyfalls:big,1247,
453,37,Sounds/x2character:animals2:wolf_pet_struggle,1379,
454,36,die,1385,
455,37,die,1382,
457,38,Sounds/x2physics:horse_saddle:walk,,
458,38,Sounds/x2physics:horse_saddle:run,,
459,38,Sounds/x2physics:horse_saddle:landing,,
464,38,Sounds/x2character:animals:horse1_breath,,
465,38,Sounds/x2character:animals:horse1_breath2,,
466,38,Sounds/x2character:animals:horse1_leapattack,1391,
467,38,Sounds/x2character:animals:horse1_back,1389,
468,38,Sounds/x2weapons:x2weapon_swing:med6,1307,
469,38,Sounds/x2character:animals:horse1_crit,1390,
470,38,Sounds/x2character:animals:horse1_relax_idle,1392,
471,38,Sounds/x2character:animals:horse1_lips,,
472,38,Sounds/x2physics:foley:swim_idle,1252,
473,38,Sounds/x2physics:foley:swim2,1253,
474,38,Sounds/x2character:animals:horse1_relax_idle_rand1,1393,
475,38,Sounds/x2character:animals:horse1_relax_idle_rand2,1394,
476,38,Sounds/x2character:animals:horse1_attack,1388,
478,38,Sounds/x2character:animals:horse1_slash,1395,
480,21,Sounds/x2character:animals2:elk_lowkick,,
481,38,Sounds/x2character:animals2:elk_lowkick,1386,
482,21,Sounds/x2character:animals2:elk_idle,,
483,38,Sounds/x2character:animals2:elk_idle,1387,
484,39,Sounds/x2monster_t:totem_stone:leapattack,1401,
485,39,Sounds/x2monster_t:totem_stone:spell_cast_d,1402,
486,39,Sounds/x2monster_t:totem_stone:spell_channel_d,1403,
487,39,Sounds/x2monster_t:totem_stone:spell_launch_d,1404,
488,39,Sounds/x2monster_t:totem_stone:spell_launch_nd,1405,
489,39,Sounds/x2monster_t:totem_stone:crit,1406,
490,39,Sounds/x2monster_t:totem_stone:com_idle,,
491,39,Sounds/x2monster_t:totem_stone:relax_idle,,
492,39,Sounds/x2monster_t:totem_stone:relax_idle_rand,1409,
493,39,Sounds/x2monster_t:totem_stone:attack,1410,
494,39,Sounds/x2monster_t:totem_stone:dodge,1411,
495,39,die,1412,
496,40,Sounds/x2monster_t:totem_stone:leapattack,1413,
497,40,Sounds/x2monster_t:totem_stone:spell_cast_d,1414,
498,40,Sounds/x2monster_t:totem_stone:spell_channel_d,1415,
499,40,Sounds/x2monster_t:totem_stone:spell_launch_d,1416,
500,40,Sounds/x2monster_t:totem_stone:spell_launch_nd,1417,
501,40,Sounds/x2monster_t:totem_stone:crit,1418,
502,40,Sounds/x2monster_t:totem_stone:com_idle,1419,
503,40,Sounds/x2monster_t:totem_stone:relax_idle,1420,
504,40,Sounds/x2monster_t:totem_stone:relax_idle_rand,1421,
505,40,Sounds/x2monster_t:totem_stone:attack,1422,
506,40,Sounds/x2monster_t:totem_stone:dodge,1411,
507,40,die,1423,
548,41,Sounds/x2character:nuian_male:attack,1480,
549,41,Sounds/x2character:nuian_male:crit_dmg,1481,
550,41,Sounds/x2character:nuian_male:dmg,1482,
551,41,Sounds/x2character:nuian_male:breath,1483,
552,41,Sounds/x2character:nuian_male:skill,1484,
553,41,die,1485,
554,42,Sounds/x2character:nuian_female:attack,1486,
555,42,Sounds/x2character:nuian_female:crit_dmg,1487,
556,42,Sounds/x2character:nuian_female:dmg,1488,
557,42,Sounds/x2character:nuian_female:breath,1489,
558,42,Sounds/x2character:nuian_female:skill,1490,
559,42,die,1491,
560,43,Sounds/x2character:nuian_male:attack,1492,
561,43,Sounds/x2character:nuian_male:crit_dmg,1493,
562,43,Sounds/x2character:nuian_male:dmg,1494,
563,43,Sounds/x2character:nuian_male:breath,1495,
564,43,Sounds/x2character:nuian_male:skill,1496,
565,43,die,1497,
566,44,Sounds/x2character:nuian_female:attack,1498,
567,44,Sounds/x2character:nuian_female:crit_dmg,1499,
568,44,Sounds/x2character:nuian_female:dmg,1500,
569,44,Sounds/x2character:nuian_female:breath,1501,
570,44,Sounds/x2character:nuian_female:skill,1502,
571,44,die,1503,
572,45,Sounds/x2character:nuian_male:attack,1504,
573,45,Sounds/x2character:nuian_male:crit_dmg,1505,
574,45,Sounds/x2character:nuian_male:dmg,1506,
575,45,Sounds/x2character:nuian_male:breath,1507,
576,45,Sounds/x2character:nuian_male:skill,1508,
577,45,die,1509,
578,46,Sounds/x2character:nuian_female:attack,1510,
579,46,Sounds/x2character:nuian_female:crit_dmg,1511,
580,46,Sounds/x2character:nuian_female:dmg,1512,
581,46,Sounds/x2character:nuian_female:breath,1513,
582,46,Sounds/x2character:nuian_female:skill,1514,
583,46,die,1515,
584,47,Sounds/x2character:ferre_male:attack,1516,
585,47,Sounds/x2character:ferre_male:crit_dmg,1517,
586,47,Sounds/x2character:ferre_male:dmg,1518,
587,47,Sounds/x2character:ferre_male:breath,1519,
588,47,Sounds/x2character:ferre_male:skill,1520,
589,47,die,1521,
590,48,Sounds/x2character:ferre_female:attack,1522,
591,48,Sounds/x2character:ferre_female:crit_dmg,1523,
592,48,Sounds/x2character:ferre_female:dmg,1524,
593,48,Sounds/x2character:ferre_female:breath,1525,
594,48,Sounds/x2character:ferre_female:skill,1526,
595,48,die,1527,
596,49,mon_attack,1549,
597,49,mon_com_idle,1550,
598,49,mon_crit_hit,1551,
599,49,die,1552,
600,49,mon_dodge,1553,
601,49,mon_hit,1554,
602,49,mon_sk_leapattack,1555,
603,49,mon_relax_idle,1556,
604,49,mon_sk_spell_cast_d,1557,
605,49,mon_sk_spell_launch_d,1558,
606,49,mon_sk_spell_launch_nd,1559,
607,49,mon_struggle,1560,
608,49,mon_stun,1561,
609,50,mon_attack,1562,
610,50,mon_com_idle,1563,
611,50,mon_crit_hit,1564,
612,50,die,1565,
613,50,mon_dodge,1566,
614,50,mon_hit,1567,
615,50,mon_sk_leapattack,1568,
616,50,mon_sk_spell_cast_d,1570,
617,50,mon_sk_spell_launch_d,1571,
618,50,mon_sk_spell_launch_nd,1572,
619,50,mon_struggle,1573,
620,50,mon_stun,1574,
621,50,mon_relax_idle,1569,
622,51,Sounds/x2weapons:swing:large_1,1439,
623,51,Sounds/x2monster_footstep:move:all_smallgiant,1575,
624,51,Sounds/x2character:movement_npc_small:rock_giant_short,1576,
