id,buff_id,chance,stack,ab_level
557,402,100,1,0
558,403,100,1,0
559,404,100,1,0
569,520,100,1,0
570,408,5,1,0
571,408,5,1,0
584,613,100,1,0
591,1087,100,1,0
592,420,100,1,0
594,421,100,1,0
598,122,100,1,0
599,173,100,1,0
601,426,100,1,0
602,427,100,1,0
603,428,100,1,0
604,429,100,1,0
605,18,100,1,0
606,3086,100,1,0
616,431,100,1,0
624,166,100,1,0
632,438,100,1,0
639,87,100,1,0
643,439,100,1,0
652,449,100,1,0
659,445,100,1,0
660,446,100,1,0
661,447,100,1,0
662,448,100,1,0
669,451,100,1,0
670,452,100,1,0
671,453,100,1,0
672,454,100,1,0
674,138,100,1,0
678,457,100,1,0
679,458,100,1,0
680,459,100,1,0
681,460,100,1,0
688,462,100,1,0
689,463,100,1,0
690,464,100,1,0
691,465,100,1,0
692,466,100,1,0
693,467,100,1,0
695,468,100,1,0
698,470,100,1,0
699,472,100,1,0
704,250,100,1,0
705,7,100,1,0
708,2836,100,1,0
709,475,100,1,0
710,476,100,1,0
711,485,100,1,0
714,503,100,1,0
718,433,100,1,0
719,497,100,1,0
720,499,100,1,0
722,242,100,1,0
723,500,100,1,0
724,501,100,1,0
725,502,100,1,0
727,505,100,1,0
728,11,100,1,0
730,507,100,1,0
739,388,100,1,0
741,242,100,1,0
742,514,100,1,0
743,515,100,1,0
744,514,100,1,0
745,515,100,1,0
746,516,100,1,0
747,517,100,1,0
748,516,100,1,0
749,517,100,1,0
760,518,100,1,0
761,2805,100,1,0
766,519,100,1,0
768,419,100,1,0
770,522,100,1,0
773,524,100,1,0
774,525,100,1,0
777,526,100,1,0
778,527,100,1,0
780,531,100,1,0
783,532,100,1,0
784,2813,100,1,0
785,535,100,1,0
790,542,100,1,0
797,547,100,1,0
800,548,100,1,0
802,552,100,1,0
803,553,100,1,0
804,556,100,1,0
805,554,100,1,0
806,555,100,1,0
822,565,100,1,0
824,566,100,1,0
829,661,100,1,0
830,662,100,1,0
831,664,100,1,0
832,663,100,1,0
834,665,100,1,0
835,666,100,1,0
836,667,100,1,0
837,576,100,1,0
838,578,100,1,0
839,577,100,1,0
840,580,100,1,0
841,579,100,1,0
845,582,100,1,0
850,476,100,1,0
851,250,100,1,0
853,585,100,1,0
854,585,100,1,0
856,586,100,1,0
870,259,100,1,0
871,599,100,1,0
872,600,100,1,0
873,601,100,1,0
874,608,100,1,0
875,127,100,1,0
877,414,30,1,0
878,602,100,1,0
879,593,25,1,0
881,435,100,1,0
882,593,30,1,0
883,523,20,1,0
886,523,100,1,0
891,734,100,1,0
893,436,100,1,0
895,610,100,1,0
896,587,100,1,0
899,611,100,1,0
900,612,100,1,0
901,415,100,1,0
902,413,100,1,0
908,645,100,1,0
909,616,100,1,0
912,2171,100,1,0
914,618,100,1,0
931,85,100,1,0
932,99,100,1,0
933,620,100,1,0
938,644,100,1,0
939,1290,100,1,0
941,1289,100,1,0
942,386,100,1,0
943,629,100,1,0
944,432,100,1,0
949,638,100,1,0
950,436,100,1,0
951,547,100,1,0
956,413,100,1,0
959,637,100,1,0
960,635,100,1,0
961,639,100,1,0
962,641,100,1,0
963,642,100,1,0
965,592,100,1,0
966,615,100,1,0
967,646,100,1,0
970,648,100,1,0
972,652,100,1,0
973,775,100,1,0
975,1089,100,1,0
1003,656,100,1,0
1014,669,100,1,0
1015,670,100,1,0
1017,671,100,1,0
1019,672,100,1,0
1021,673,100,1,0
1023,674,100,1,0
1025,675,100,1,0
1027,676,100,1,0
1029,677,100,1,0
1031,678,100,1,0
1033,679,100,1,0
1034,681,100,1,0
1035,682,100,1,0
1036,680,100,1,0
1038,683,100,1,0
1040,684,100,1,0
1042,685,100,1,0
1046,687,100,1,0
1048,688,100,1,0
1050,689,100,1,0
1052,690,100,1,0
1054,691,100,1,0
1056,692,100,1,0
1058,693,100,1,0
1060,694,100,1,0
1062,695,100,1,0
1065,696,100,1,0
1067,697,100,1,0
1071,699,100,1,0
1073,700,100,1,0
1075,701,100,1,0
1085,706,100,1,0
1090,709,100,1,0
1091,708,100,1,0
1092,710,100,1,0
1094,711,100,1,0
1096,712,100,1,0
1097,686,100,1,0
1100,138,100,1,0
1101,719,100,1,0
1102,720,100,1,0
1103,722,100,1,0
1104,723,100,1,0
1105,724,100,1,0
1106,725,100,1,0
1107,726,100,1,0
1110,250,100,1,0
1111,250,100,1,0
1113,102,100,1,0
1126,631,100,1,0
1133,743,100,1,0
1139,259,100,1,0
1147,745,100,1,0
1151,747,100,1,0
1152,138,100,1,0
1155,749,100,1,0
1156,751,100,1,0
1157,750,100,1,0
1159,754,100,1,0
1162,757,100,1,0
1163,756,100,1,0
1164,758,100,1,0
1165,2823,100,1,0
1166,2813,100,1,0
1167,2813,100,1,0
1168,2510,100,1,0
1170,2510,100,1,0
1177,763,30,1,0
1188,765,100,1,0
1191,138,100,1,0
1194,430,100,1,0
1201,768,100,1,0
1202,769,100,1,0
1205,657,100,1,0
1206,658,100,1,0
1207,659,100,1,0
1208,660,100,1,0
1215,773,100,1,0
1216,900,100,1,0
1221,653,100,1,0
1222,776,100,1,0
1225,777,100,1,0
1229,778,100,1,0
1248,784,100,1,0
1249,785,100,1,0
1250,786,100,1,0
1251,787,100,1,0
1252,790,100,1,0
1274,794,100,1,0
1275,795,100,1,0
1276,796,100,1,0
1277,127,100,1,1
1279,2605,100,1,0
1280,766,100,1,0
1281,2805,100,1,0
1287,975,100,1,0
1289,807,100,1,0
1290,138,100,1,0
1291,197,100,1,0
1301,443,150,1,0
1308,771,100,1,1
1312,815,100,1,0
1322,821,100,1,1
1327,171,100,1,0
1335,1935,100,1,0
1338,1234,100,1,0
1350,837,100,1,0
1353,839,100,1,0
1354,840,100,1,0
1355,841,100,1,0
1359,842,100,1,0
1361,843,100,1,0
1362,844,100,1,0
1364,846,100,1,0
1374,1000,100,1,0
1376,854,100,1,0
1379,855,100,1,0
1380,856,100,1,0
1382,857,100,1,0
1390,138,100,1,0
1392,862,100,1,0
1394,171,100,1,0
1397,18,100,1,0
1398,867,100,1,0
1406,872,100,1,0
1411,877,100,1,0
1418,878,100,1,0
1422,916,100,1,0
1429,883,100,1,0
1430,884,100,1,0
1432,885,100,1,0
1435,886,100,1,0
1437,887,100,1,0
1439,891,100,1,0
1446,838,100,1,0
1454,895,100,1,0
1456,896,100,1,0
1458,897,100,1,0
1459,898,100,1,0
1461,1756,100,1,0
1464,115,100,1,0
1465,900,100,1,0
1468,762,100,1,0
1472,902,100,1,0
1474,903,100,1,0
1475,904,100,1,0
1484,905,100,1,0
1490,911,100,1,0
1492,1557,100,1,0
1494,1559,100,1,0
1496,1560,100,1,0
1497,1561,100,1,0
1498,1562,100,1,0
1499,1563,100,1,0
1500,1565,100,1,0
1501,1566,100,1,0
1504,1567,100,1,0
1506,918,100,1,0
1507,416,100,1,0
1509,921,100,1,0
1513,920,100,1,0
1514,919,100,1,0
1519,923,100,1,0
1521,924,100,1,0
1524,2510,100,1,0
1525,926,100,1,0
1526,917,100,1,0
1538,206,100,1,0
1541,930,100,1,0
1542,931,100,1,0
1544,932,100,1,0
1545,933,100,1,0
1555,1806,100,1,0
1559,936,100,1,0
1561,1058,100,1,0
1562,928,100,1,0
1563,156,100,1,0
1565,939,100,1,0
1566,941,100,1,0
1567,940,100,1,0
1569,942,100,1,0
1570,945,100,1,0
1571,944,100,1,0
1572,943,100,1,0
1575,950,100,1,0
1576,949,100,1,0
1577,943,100,1,0
1578,951,100,1,0
1580,953,100,1,0
1581,1049,50,1,0
1582,758,100,1,0
1583,2805,100,1,0
1584,325,100,1,0
1585,954,100,1,0
1586,955,100,1,0
1592,957,100,1,0
1593,959,100,1,0
1595,958,100,1,0
1597,961,100,1,0
1598,1371,100,1,0
1599,591,100,1,0
1600,965,100,1,0
1601,966,100,1,0
1602,967,100,1,0
1603,797,100,1,0
1606,970,100,1,0
1608,972,100,1,0
1617,978,100,1,0
1619,1254,100,1,0
1621,1255,100,1,0
1624,979,100,1,0
1625,980,100,1,0
1626,981,100,1,0
1628,983,100,1,0
1629,892,100,1,0
1630,274,100,1,0
1631,63,20,1,0
1633,203,100,1,0
1634,984,100,1,0
1635,982,100,1,0
1636,985,100,1,0
1638,988,100,1,0
1639,989,100,1,0
1640,991,100,1,0
1641,995,30,1,0
1642,994,30,1,0
1643,993,30,1,0
1644,992,30,1,0
1645,990,30,1,0
1646,996,30,1,0
1648,917,100,1,0
1652,998,100,1,0
1653,1001,100,1,0
1654,1002,100,1,0
1656,1004,100,1,0
1658,1006,100,1,0
1659,1007,100,1,0
1660,1008,100,1,0
1662,1009,100,1,0
1666,922,100,1,0
1667,1011,100,1,0
1673,1012,100,1,0
1675,759,20,1,0
1677,1015,100,1,0
1678,1016,50,1,0
1681,1019,100,1,0
1682,1018,100,1,0
1683,1020,100,1,0
1686,1023,100,1,0
1688,836,100,1,0
1689,1025,100,1,0
1690,1026,100,1,0
1696,1027,100,1,0
1700,156,100,1,0
1703,760,100,1,0
1715,766,25,1,0
1716,756,25,1,0
1717,757,10,1,0
1718,114,25,1,0
1719,116,25,1,0
1720,203,25,1,0
1721,1184,100,1,0
1722,1032,100,1,0
1723,578,100,1,0
1724,1034,100,1,0
1725,270,100,1,0
1726,1035,100,1,0
1727,1036,100,1,0
1728,1053,100,1,0
1730,1037,100,1,0
1731,1038,100,1,0
1733,1040,100,1,0
1734,1041,100,1,0
1738,1044,100,1,0
1740,1045,100,1,0
1744,1046,100,1,0
1745,1045,100,1,0
1749,1048,100,1,0
1750,1050,100,1,0
1751,1051,100,1,0
1752,1052,100,1,0
1753,138,100,1,0
1754,138,100,1,0
1755,1054,100,1,0
1758,138,100,1,0
1761,1043,100,1,0
1764,518,100,1,0
1766,4632,100,1,0
1768,1059,100,1,0
1769,1060,100,1,0
1770,2458,100,1,1
1776,1064,100,1,0
1779,1065,100,1,0
1784,239,100,1,0
1785,1067,100,1,0
1788,1069,100,1,0
1790,1071,100,1,0
1791,1072,100,1,0
1794,1073,100,1,0
1800,1048,100,1,0
1802,1076,100,1,0
1804,128,100,1,0
1805,2486,100,1,0
1807,1082,100,1,0
1808,1083,50,1,0
1812,1869,100,1,0
1813,1085,100,1,0
1814,1086,100,1,0
1816,972,100,1,0
1818,1088,100,1,0
1819,844,100,1,0
1820,1089,100,1,0
1822,1090,100,1,0
1823,1093,100,1,0
1824,1092,100,1,0
1825,1091,100,1,0
1827,1089,100,1,0
1829,1095,100,1,0
1830,779,100,1,0
1838,1094,100,1,0
1842,1098,100,1,0
1848,1062,100,1,0
1849,1100,100,1,0
1861,1111,100,1,0
1862,1078,100,1,0
1863,3745,100,1,0
1867,1114,100,1,0
1871,1116,100,1,0
1875,1066,100,1,0
1880,1119,100,1,0
1883,392,100,1,0
1885,1120,100,1,0
1886,1121,100,1,0
1890,400,100,1,0
1895,1123,100,1,0
1899,1125,100,1,0
1901,1126,100,1,0
1904,1126,100,1,0
1905,1129,100,1,0
1906,1130,100,1,0
1907,1131,100,1,0
1908,1132,100,1,0
1909,1132,100,1,0
1911,1135,100,1,0
1912,1136,100,1,0
1913,1137,100,1,0
1915,1138,100,1,0
1916,397,100,1,0
1920,1081,100,1,0
1921,138,100,1,0
1923,1141,100,1,0
1924,1153,100,1,0
1925,336,70,1,0
1926,1142,100,1,0
1927,1143,100,1,0
1928,1144,100,1,0
1930,1145,100,1,0
1931,1146,100,1,0
1932,1147,100,1,0
1933,1158,40,1,0
1935,1143,100,1,0
1936,1149,100,1,0
1937,1150,100,1,0
1939,1096,100,1,0
1940,1151,100,1,0
1941,1041,100,1,0
1942,1041,100,1,0
1945,416,100,1,0
1946,1192,100,1,0
1947,1154,100,1,0
1958,1159,100,1,0
1959,1160,100,1,0
1960,1253,100,1,0
1961,1162,100,1,0
1963,1163,100,1,0
1964,13,100,1,0
1965,138,100,1,0
1967,138,100,1,0
1968,128,100,1,0
1973,1168,100,1,0
1975,1170,100,1,0
1976,1171,100,1,0
1977,1172,100,1,0
1981,3101,100,1,0
1983,1174,100,1,0
1984,1179,100,1,0
1986,633,100,1,0
1989,1181,100,1,0
1990,1185,20,1,0
1994,1187,100,1,0
2008,1194,100,1,0
2009,1195,100,1,0
2013,1196,100,1,0
2014,1197,100,1,0
2015,1198,100,1,0
2018,1200,100,1,0
2024,3741,100,1,0
2027,1203,100,1,0
2028,1204,100,1,0
2030,1205,100,1,0
2032,1120,100,1,0
2060,1325,100,1,0
2063,1208,100,1,0
2069,907,100,1,0
2073,1217,100,1,0
2079,1218,100,1,0
2089,1219,100,1,0
2090,1220,100,1,0
2093,1206,100,1,0
2094,978,100,1,0
2095,978,100,1,0
2096,1157,100,1,0
2097,1221,100,1,0
2098,1157,100,1,0
2099,1223,100,1,0
2100,476,100,1,0
2101,1223,100,1,0
2103,1225,100,1,0
2109,1228,100,1,0
2110,1229,100,1,0
2111,1230,100,1,0
2113,246,100,1,0
2114,248,100,1,0
2115,250,100,1,0
2117,1231,100,1,0
2119,1233,100,1,0
2124,1237,100,1,0
2125,1238,100,1,0
2128,1239,100,1,0
2129,1240,100,1,0
2134,1259,100,1,0
2135,416,100,1,0
2137,247,100,1,0
2163,1246,100,1,0
2164,1247,100,1,0
2165,1248,100,1,0
2166,1249,100,1,0
2167,1250,100,1,0
2168,1251,100,1,0
2169,627,100,1,0
2170,628,100,1,0
2172,1256,100,1,0
2173,1257,100,1,0
2178,1261,100,1,0
2179,1262,100,1,0
2180,1263,100,1,0
2181,1264,100,1,0
2182,1266,100,1,0
2183,1265,100,1,0
2188,1221,100,1,0
2191,1288,100,1,0
2192,1291,100,1,0
2193,1291,100,1,0
2194,1291,100,1,0
2195,1291,100,1,0
2196,4790,100,1,0
2197,1293,100,1,0
2198,4789,100,1,0
2199,1295,100,1,0
2200,1296,100,1,0
2201,1297,100,1,0
2202,1298,100,1,0
2203,1299,100,1,0
2204,1300,100,1,0
2205,1301,100,1,0
2206,1302,100,1,0
2207,1303,100,1,0
2208,1304,100,1,0
2219,1309,100,1,0
2220,1230,100,1,0
2224,1310,100,1,0
2227,1311,100,1,0
2228,764,100,1,0
2234,1318,100,1,0
2235,1321,100,1,0
2236,1342,100,1,0
2238,1323,50,1,0
2241,769,100,1,0
2246,1337,100,1,0
2247,1338,100,1,0
2248,1339,100,1,0
2249,1340,100,1,0
2250,1341,100,1,0
2251,1022,100,1,0
2254,1287,100,1,0
2255,1344,100,1,0
2256,1345,100,1,0
2257,1346,100,1,0
2258,1347,100,1,0
2259,1350,100,1,0
2260,1349,10,1,0
2261,1348,100,1,0
2263,1352,100,1,0
2264,1353,100,1,0
2269,1354,100,1,0
2270,1356,100,1,0
2271,1357,100,1,0
2273,1359,100,1,0
2276,1362,100,1,0
2277,1368,100,1,0
2278,1368,100,1,0
2279,603,100,1,0
2283,1366,100,1,0
2284,1367,100,1,0
2286,1238,100,1,0
2287,1372,100,1,0
2289,1371,100,1,0
2290,1373,100,1,0
2292,578,100,1,0
2295,1374,100,1,0
2299,1376,100,1,0
2300,1377,100,1,0
2301,1378,100,1,0
2303,1525,100,1,0
2304,1380,100,1,0
2305,1380,100,1,0
2306,1380,100,1,0
2307,1380,100,1,0
2308,1380,100,1,0
2309,1382,100,1,0
2310,1383,100,1,0
2312,240,100,1,0
2314,240,100,1,0
2315,240,100,1,0
2316,240,100,1,0
2317,240,100,1,0
2319,240,100,1,0
2320,1384,100,1,0
2321,1385,100,1,0
2322,240,100,1,0
2323,240,100,1,0
2324,240,100,1,0
2325,240,100,1,0
2326,240,100,1,0
2327,240,100,1,0
2328,240,100,1,0
2329,240,100,1,0
2330,240,100,1,0
2331,240,100,1,0
2334,1387,100,1,0
2335,1387,100,1,0
2336,1387,100,1,0
2337,1387,100,1,0
2338,1387,100,1,0
2339,1387,100,1,0
2340,1387,100,1,0
2341,1387,100,1,0
2342,1387,100,1,0
2343,1387,100,1,0
2344,1387,100,1,0
2345,1387,100,1,0
2346,1386,100,1,0
2347,1386,100,1,0
2349,1388,100,1,0
2350,1386,100,1,0
2352,13,100,1,0
2353,13,100,1,0
2354,13,100,1,0
2356,1389,100,1,0
2357,1238,100,1,0
2362,1611,100,1,0
2365,1400,100,1,0
2371,1401,100,1,0
2378,1403,100,1,0
2379,1403,100,1,0
2385,599,100,1,0
2392,1408,100,1,0
2402,1413,100,1,0
2403,1238,100,1,0
2406,1414,100,1,0
2411,1417,100,1,0
2414,1418,100,1,0
2415,1419,100,1,0
2416,1420,100,1,0
2417,1422,100,1,0
2423,1421,100,1,0
2424,1426,100,1,0
2425,1427,100,1,0
2426,1428,100,1,0
2427,1429,100,1,0
2428,2202,100,1,0
2430,2206,100,1,0
2432,1432,100,1,0
2435,1433,100,1,0
2442,1435,100,1,0
2450,1437,100,1,0
2458,1439,100,1,0
2461,1438,100,1,0
2462,7,100,1,0
2466,1442,100,1,0
2468,1238,100,1,0
2472,1441,100,1,0
2473,1446,100,1,0
2474,3015,100,1,0
2482,1453,100,1,0
2485,1389,100,1,0
2486,1380,100,1,0
2489,1380,100,1,0
2494,1457,100,1,0
2496,1238,100,1,0
2499,1238,100,1,0
2500,1238,100,1,0
2502,1238,100,1,0
2504,1459,100,1,0
2506,742,100,1,0
2510,1466,100,1,0
2513,1410,100,1,0
2515,1464,100,1,0
2517,1468,100,1,0
2518,1469,100,1,0
2519,1470,100,1,0
2522,514,100,1,0
2524,526,100,1,0
2526,1452,100,1,0
2533,1479,100,1,0
2535,1452,100,1,0
2536,436,100,1,0
2537,1474,100,1,0
2538,138,100,1,0
2539,1474,100,1,0
2546,1481,100,1,0
2547,138,100,1,0
2551,1485,100,1,0
2553,1488,100,1,0
2555,1511,100,1,0
2556,1490,100,1,0
2557,1491,100,1,0
2558,1492,100,1,0
2559,1412,100,1,0
2560,1493,100,1,0
2561,1494,100,1,0
2562,1495,100,1,0
2564,1497,100,1,0
2565,1498,100,1,0
2566,1499,100,1,0
2568,1501,100,1,0
2569,1503,100,1,0
2575,1486,100,1,0
2576,1503,100,1,0
2577,1505,100,1,0
2581,1509,100,1,0
2582,1510,100,1,0
2583,1508,100,1,0
2584,1489,100,1,0
2585,1512,100,1,0
2586,1512,100,1,0
2587,1238,100,1,0
2588,1515,100,1,0
2589,1516,100,1,0
2590,1587,100,1,0
2591,416,100,1,0
2593,1519,100,1,0
2595,1356,100,1,0
2602,1523,100,1,0
2603,1524,100,1,0
2605,1483,100,1,0
2607,242,100,1,0
2608,514,100,1,0
2609,515,100,1,0
2610,516,100,1,0
2611,517,100,1,0
2612,877,100,1,0
2615,1527,100,1,0
2616,1528,100,1,0
2617,1530,100,1,0
2618,1531,100,1,0
2619,1532,100,1,0
2620,101,100,1,0
2621,388,100,1,0
2622,1484,100,1,0
2623,1534,100,1,0
2625,2791,100,1,0
2626,1083,50,1,0
2628,1537,100,1,0
2629,1538,100,1,0
2630,1539,100,1,0
2631,1540,100,1,0
2634,1541,100,1,0
2637,1544,100,1,0
2640,1543,100,1,0
2641,1542,100,1,0
2642,1545,100,1,0
2643,1547,100,1,0
2644,768,100,1,0
2646,1588,100,1,0
2647,1552,100,1,0
2650,1553,100,1,0
2651,1554,100,1,0
2652,1576,100,1,0
2659,127,100,1,0
2660,1564,75,1,0
2661,1403,100,1,0
2664,1570,100,1,0
2665,1433,100,1,0
2668,1433,100,1,0
2671,1572,100,1,0
2672,1573,100,1,0
2678,1574,100,1,0
2679,1575,100,1,0
2681,1577,100,1,0
2682,1580,100,1,0
2689,1582,100,1,0
2691,1583,100,1,0
2693,1585,100,1,0
2696,1048,100,1,0
2697,1586,100,1,0
2698,741,100,1,0
2701,1385,100,1,0
2702,1589,100,1,0
2706,1592,100,1,0
2708,1591,100,1,0
2712,972,100,1,0
2714,1623,100,1,0
2715,1590,100,1,0
2729,1597,100,1,0
2740,1601,100,1,0
2750,1600,100,1,0
2751,1601,100,1,0
2752,1602,100,1,0
2760,1601,100,1,0
2761,1605,30,1,0
2763,1601,100,1,0
2764,1605,5,1,0
2765,1605,10,1,0
2766,1238,100,1,0
2772,1605,20,1,0
2773,1610,100,1,0
2774,1600,100,1,0
2775,1614,100,1,0
2776,1612,100,1,0
2777,1615,100,1,0
2778,1616,100,1,0
2779,1613,100,1,0
2782,1754,100,1,0
2783,1619,100,1,0
2784,1620,100,1,0
2785,1621,100,1,0
2786,1622,100,1,0
2787,903,100,1,0
2794,1625,100,1,0
2796,1624,100,1,0
2797,1624,100,1,0
2798,1624,100,1,0
2799,1624,100,1,0
2800,1624,100,1,0
2801,1624,100,1,0
2802,1624,100,1,0
2803,1626,100,1,0
2804,922,100,1,0
2805,2805,100,1,0
2806,1628,100,1,0
2807,1628,100,1,0
2808,1628,100,1,0
2809,1628,100,1,0
2810,1628,100,1,0
2811,1628,100,1,0
2812,1629,100,1,0
2813,1629,100,1,0
2814,1629,100,1,0
2815,1629,100,1,0
2816,1629,100,1,0
2817,1629,100,1,0
2818,1629,100,1,0
2819,1631,100,1,0
2821,1630,100,1,0
2822,1630,100,1,0
2823,1630,100,1,0
2824,1630,100,1,0
2825,1630,100,1,0
2826,1630,100,1,0
2827,1630,100,1,0
2828,1630,100,1,0
2829,1631,100,1,0
2830,1633,100,1,0
2831,1632,100,1,0
2832,1634,100,1,0
2833,1635,100,1,0
2836,1594,100,1,0
2837,1527,100,1,0
2838,1639,100,1,0
2840,1641,100,1,0
2841,1642,100,1,0
2842,1645,100,1,0
2845,1640,100,1,0
2846,1629,100,1,0
2847,1643,100,1,0
2850,1238,100,1,0
2854,1923,100,1,0
2859,873,100,1,0
2860,1601,100,1,0
2861,1605,1,1,0
2871,1652,100,1,0
2873,1083,20,1,0
2874,1650,100,1,0
2876,1655,100,1,0
2880,1623,100,1,0
2882,1238,100,1,0
2883,1774,100,1,0
2884,1232,100,1,0
2887,2805,100,1,0
2888,762,25,1,0
2890,1660,100,1,0
2891,1661,100,1,0
2896,1662,100,1,0
2898,1663,100,1,0
2901,1664,100,1,0
2903,1641,100,1,0
2904,1641,100,1,0
2909,1667,100,1,0
2910,1668,100,1,0
2912,1669,100,1,0
2918,1670,100,1,0
2919,3732,100,1,0
2920,1672,100,1,0
2925,1675,100,1,0
2926,1675,100,1,0
2927,1676,100,1,0
2928,1678,100,1,0
2929,1679,100,1,0
2930,1671,100,1,0
2931,1933,100,1,0
2933,1680,100,1,0
2949,247,100,1,0
2953,1683,100,1,0
2959,1646,100,1,0
2961,1646,100,1,0
2962,1646,100,1,0
2984,1689,100,1,0
2986,1690,100,1,0
2987,1691,100,1,0
2994,1692,100,1,0
2995,1690,100,1,0
2996,1693,100,1,0
2999,131,100,1,0
3000,1694,100,1,0
3003,1697,100,1,0
3005,1698,100,1,0
3009,138,100,1,0
3010,1474,100,1,0
3011,138,100,1,0
3012,138,100,1,0
3014,1474,100,1,0
3015,1474,100,1,0
3016,1629,100,1,0
3018,1629,100,1,0
3019,1629,100,1,0
3021,1700,100,1,0
3022,1629,100,1,0
3023,1624,100,1,0
3024,1630,100,1,0
3025,1624,100,1,0
3026,1624,100,1,0
3027,1624,100,1,0
3029,1624,100,1,0
3030,1624,100,1,0
3031,1624,100,1,0
3032,1628,100,1,0
3033,1628,100,1,0
3034,1628,100,1,0
3036,1628,100,1,0
3039,1628,100,1,0
3041,1630,100,1,0
3042,1630,100,1,0
3043,1630,100,1,0
3044,1701,100,1,0
3047,1702,100,1,0
3048,1703,100,1,0
3049,1624,100,1,0
3050,1705,100,1,0
3051,1624,100,1,0
3052,1704,100,1,0
3053,1628,100,1,0
3054,1706,100,1,0
3055,1628,100,1,0
3056,1628,100,1,0
3057,1628,100,1,0
3058,1706,100,1,0
3059,1707,100,1,0
3060,1628,100,1,0
3061,1708,100,1,0
3073,1709,100,1,0
3074,1710,100,1,0
3075,1711,100,1,0
3076,1693,100,1,0
3078,197,33,1,0
3083,1714,100,1,0
3085,1715,100,1,0
3091,1058,100,1,0
3092,1716,100,1,0
3093,1718,100,1,0
3094,1717,100,1,0
3095,1716,100,1,0
3097,2796,100,1,0
3102,1719,100,1,0
3103,1718,100,1,0
3104,1717,100,1,0
3105,1719,100,1,0
3115,1667,100,1,0
3118,1521,100,1,0
3120,1720,100,1,0
3121,1686,100,1,0
3123,1721,100,1,0
3135,1727,100,1,0
3136,7,100,1,0
3137,1699,100,1,0
3138,1729,100,1,0
3140,2249,100,1,0
3142,1729,100,1,0
3143,1661,100,1,0
3144,1730,100,1,0
3147,1731,100,1,0
3148,1732,100,1,0
3149,1733,100,1,0
3150,1732,100,1,0
3153,1734,100,1,0
3155,138,100,1,0
3159,1668,100,1,0
3160,1736,100,1,0
3164,1737,100,1,0
3165,1738,100,1,0
3166,1784,100,1,0
3167,3744,100,1,0
3169,1742,100,1,0
3170,7,100,1,0
3171,247,100,1,0
