id,model_id,path,detail,attachment_offset_pos_x,attachment_offset_pos_y,attachment_offset_pos_z,attachment_offset_rot_x,attachment_offset_rot_y,attachment_offset_rot_z,heel_offset_height,hinge_idx,hinge_limit,hinge_damping,allow_mirror,default_anim
46,15,objects/characters/dwarf/female/cloth/resurrection/dw_f_bl_resurrection.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
47,15,objects/characters/dwarf/female/cloth/resurrection/dw_f_pt_resurrection.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
48,15,objects/characters/dwarf/female/cloth/resurrection/dw_f_bo_resurrection.chr,16432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
49,20,objects/characters/ferre/male/plate/shadowhawk/fe_m_hm_shadowhawk.chr,24576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
50,20,objects/characters/ferre/male/plate/shadowhawk/fe_m_ar_shadowhawk.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
51,20,objects/characters/ferre/male/plate/shadowhawk/fe_m_bl_shadowhawk.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
52,20,objects/characters/ferre/male/plate/shadowhawk/fe_m_pt_shadowhawk.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
53,20,objects/characters/ferre/male/plate/shadowhawk/fe_m_gv_shadowhawk.chr,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
54,20,objects/characters/ferre/male/plate/shadowhawk/fe_m_ft_shadowhawk.chr,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
55,20,objects/characters/ferre/male/plate/shadowhawk/fe_m_eb_shadowhawk.chr,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
84,0,objects/item/weapon/sword_1h/melisara/melisara.cgf,40963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
85,0,objects/item/weapon/dagger/wind/wind.cgf,40963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
86,11,objects/characters/nuian/female/leather/melisara/nu_f_hat_melisara.chr,24576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
87,11,objects/characters/nuian/female/leather/melisara/nu_f_ar_melisara.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
88,11,objects/characters/nuian/female/leather/melisara/nu_f_bl_melisara.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
89,11,objects/characters/nuian/female/leather/melisara/nu_f_pt_melisara.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
90,11,objects/characters/nuian/female/leather/melisara/nu_f_gv_melisara.chr,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
91,11,objects/characters/nuian/female/leather/melisara/nu_f_bo_melisara.chr,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
92,11,objects/characters/nuian/female/leather/melisara/nu_f_eb_melisara.chr,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
93,21,objects/characters/ferre/female/leather/melisara/fe_f_hm_melisara.chr,28672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
94,21,objects/characters/ferre/female/leather/melisara/fe_f_ar_melisara.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
95,21,objects/characters/ferre/female/leather/melisara/fe_f_bl_melisara.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
96,21,objects/characters/ferre/female/leather/melisara/fe_f_pt_melisara.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
97,21,objects/characters/ferre/female/leather/melisara/fe_f_gv_melisara.chr,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
98,21,objects/characters/ferre/female/leather/melisara/fe_f_bo_melisara.chr,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
99,21,objects/characters/ferre/female/leather/melisara/fe_f_eb_melisara.chr,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
100,10,objects/characters/nuian/male/cloth/smith/nu_m_bo_smithboots_brown.chr,16432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
101,10,objects/characters/nuian/male/cloth/smith/nu_m_ar_smithtop.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
102,10,objects/characters/nuian/male/cloth/smith/nu_m_pt_smithbottom.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
103,10,objects/characters/nuian/male/cloth/smith/nu_m_gv_smithglove.chr,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
104,10,objects/characters/nuian/male/cloth/citizen_a/nu_m_bl_citizen_bigbuckle.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
105,10,objects/characters/nuian/male/cloth/citizen_a/nu_m_bo_citizen_boots_bk.chr,16432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
106,10,objects/characters/nuian/male/cloth/citizen_a/nu_m_pt_citizen_pants_bn.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
107,10,objects/characters/nuian/male/cloth/citizen_a/nu_m_ar_citizen_wornshirt.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
108,15,objects/characters/dwarf/female/cloth/pocketapron/dw_f_pocketapron.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
109,15,objects/characters/dwarf/female/cloth/pocketapron/dw_f_shoes_brown.chr,16512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
110,10,objects/characters/nuian/male/face/face01/nu_m_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
113,10,objects/characters/nuian/male/face/nu_m_face03.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
115,23,objects/characters/returned/female/hair/re_f_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
116,23,objects/characters/returned/female/face/re_f_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
117,11,objects/characters/nuian/female/hair/nu_f_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
118,11,objects/characters/nuian/female/face/face01/nu_f_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
120,21,objects/characters/ferre/female/hair/fe_f_hair01/fe_f_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
121,21,objects/characters/ferre/female/face/face01/fe_f_face01.chr,24576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
122,15,objects/characters/dwarf/female/hair/hair01/dw_f_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
125,15,objects/characters/dwarf/female/face/face01/dw_f_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
146,0,objects/item/weapon/sword_1h/guard/guard.cgf,40963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
147,0,objects/item/weapon/shield/r_guard/r_guard.cgf,44039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
148,0,objects/item/weapon/shield/p_guard/p_guard.cgf,44039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
149,0,objects/item/weapon/sword_1h/mangosho/mangosho.cgf,40963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
167,14,objects/characters/dwarf/male/plate/furidragon/dw_m_hm_furidragon.chr,26112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
168,14,objects/characters/dwarf/male/plate/furidragon/dw_m_ar_furidragon.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
169,14,objects/characters/dwarf/male/plate/furidragon/dw_m_bl_furidragon.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
170,14,objects/characters/dwarf/male/plate/furidragon/dw_m_pt_furidragon.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
171,14,objects/characters/dwarf/male/plate/furidragon/dw_m_gv_furidragon.chr,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
172,14,objects/characters/dwarf/male/plate/furidragon/dw_m_bo_furidragon.chr,16432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
173,14,objects/characters/dwarf/male/plate/furidragon/dw_m_br_furidragon.chr,16384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
174,19,objects/characters/hariharan/female/cloth/dancing_goddness/ha_f_hat_dancing_goddness.chr,24576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
175,19,objects/characters/hariharan/female/cloth/dancing_goddness/ha_f_ar_dancing_goddness.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
176,19,objects/characters/hariharan/female/cloth/dancing_goddness/ha_f_bl_dancing_goddness.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
177,19,objects/characters/hariharan/female/cloth/dancing_goddness/ha_f_pt_dancing_goddness.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
178,19,objects/characters/hariharan/female/cloth/dancing_goddness/ha_f_gv_dancing_goddness.chr,16512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
179,19,objects/characters/hariharan/female/cloth/dancing_goddness/ha_f_bo_dancing_goddness.chr,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
180,14,objects/characters/dwarf/male/hair/hair01/dw_m_beard01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
181,14,objects/characters/dwarf/male/hair/hair01/dw_m_beard01_hm.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
182,0,objects/item/weapon/axe_2h/crescent_blade/crescent_blade.cgf,40963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
183,0,objects/item/weapon/instrument_stringed/lute_brown_four_strings/lute_brown_four_strings.cgf,40973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
184,10,objects/characters/nuian/male/cloth/black_beard/nu_m_ar_black_beard.chr,19456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
185,10,objects/characters/nuian/male/cloth/black_beard/nu_m_bl_black_beard.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
186,10,objects/characters/nuian/male/cloth/black_beard/nu_m_bo_black_beard.chr,16448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
187,10,objects/characters/nuian/male/cloth/black_beard/nu_m_gv_black_beard.chr,16896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
188,10,objects/characters/nuian/male/cloth/black_beard/nu_m_hm_black_beard.chr,24576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
189,10,objects/characters/nuian/male/cloth/black_beard/nu_m_pt_black_beard.chr,18448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
190,14,objects/characters/dwarf/male/hair/hair01/dw_m_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
191,14,objects/characters/dwarf/male/face/face01/dw_m_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
192,19,objects/characters/hariharan/female/face/face01/ha_f_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
193,19,objects/characters/hariharan/female/hair/hair01/ha_f_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
194,10,objects/characters/nuian/male/hair/nu_m_beard01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
195,10,objects/characters/nuian/male/hair/nu_m_hair05.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
196,10,objects/characters/nuian/male/hair/nu_m_beard02.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
197,10,objects/characters/nuian/male/hair/nu_m_beard03.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
198,0,objects/item/weapon/dagger/weapons3-022/weapons3-022.cgf,40963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
199,22,objects/characters/returned/male/face/re_m_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
200,22,objects/characters/returned/male/hair/re_m_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
201,10,objects/characters/nuian/male/nude/nu_m_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
202,10,objects/characters/nuian/male/face/nu_m_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
203,10,objects/characters/nuian/male/face/nu_m_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
204,11,objects/characters/nuian/female/nude/nu_f_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
205,11,objects/characters/nuian/female/face/nu_f_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
206,11,objects/characters/nuian/female/face/nu_f_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
207,14,objects/characters/dwarf/male/nude/dw_m_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
208,14,objects/characters/dwarf/male/face/dw_m_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
209,14,objects/characters/dwarf/male/face/dw_m_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
210,15,objects/characters/dwarf/female/nude/dw_f_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
211,15,objects/characters/dwarf/female/face/dw_f_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
212,15,objects/characters/dwarf/female/face/dw_f_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
213,18,objects/characters/hariharan/male/nude/ha_m_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
214,18,objects/characters/hariharan/male/face/ha_m_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
215,18,objects/characters/hariharan/male/face/ha_m_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
216,18,objects/characters/hariharan/male/face/face01/ha_m_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
218,19,objects/characters/hariharan/female/nude/ha_f_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
219,19,objects/characters/hariharan/female/face/ha_f_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
220,19,objects/characters/hariharan/female/face/ha_f_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
221,22,objects/characters/returned/male/nude/re_m_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
222,22,objects/characters/returned/male/face/re_m_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
223,22,objects/characters/returned/male/face/re_m_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
224,20,objects/characters/ferre/male/nude/fe_m_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
225,20,objects/characters/ferre/male/face/fe_m_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
226,20,objects/characters/ferre/male/face/fe_m_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
227,20,objects/characters/ferre/male/nude/tail/tail01/fe_m_tail01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
228,20,objects/characters/ferre/male/face/face01/fe_m_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
229,20,objects/characters/ferre/male/face/fe_m_beard01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
230,21,objects/characters/ferre/female/nude/fe_f_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
231,21,objects/characters/ferre/female/face/fe_f_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
232,21,objects/characters/ferre/female/face/fe_f_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
233,21,objects/characters/ferre/female/nude/fe_f_tail/tail01/fe_f_tail01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
234,37,objects/characters/monster/gnoll/nude/gnoll_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
235,37,objects/characters/monster/gnoll/hair/gnoll_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
236,37,objects/characters/monster/gnoll/face/gnoll_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
237,37,objects/characters/monster/gnoll/face/gnoll_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
238,37,objects/characters/monster/gnoll/face/gnoll_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
239,39,objects/characters/monster/ogre_bulky/nude/ogre_bulky_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
240,39,objects/characters/monster/ogre_bulky/hair/ogre_bulky_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
241,39,objects/characters/monster/ogre_bulky/face/ogre_bulky_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
242,39,objects/characters/monster/ogre_bulky/face/ogre_bulky_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
243,39,objects/characters/monster/ogre_bulky/face/ogre_bulky_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
244,40,objects/characters/monster/orc_flathead/nude/orc_flathead_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
245,40,objects/characters/monster/orc_flathead/hair/orc_flathead_hair01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
246,40,objects/characters/monster/orc_flathead/hair/orc_flathead_beard01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
247,40,objects/characters/monster/orc_flathead/face/orc_flathead_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
248,40,objects/characters/monster/orc_flathead/face/orc_flathead_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
249,40,objects/characters/monster/orc_flathead/face/orc_flathead_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
250,40,objects/characters/monster/orc_flathead/cloth/warrior/orc_flathead_warrior_ar.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
251,40,objects/characters/monster/orc_flathead/cloth/warrior/orc_flathead_warrior_bl.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
252,40,objects/characters/monster/orc_flathead/cloth/warrior/orc_flathead_warrior_bo.chr,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
253,40,objects/characters/monster/orc_flathead/cloth/warrior/orc_flathead_warrior_gv.chr,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
254,40,objects/characters/monster/orc_flathead/cloth/warrior/orc_flathead_warrior_pt.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
255,39,objects/characters/monster/ogre_bulky/cloth/miner/ogre_bulky_miner_gv.chr,16512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
256,39,objects/characters/monster/ogre_bulky/cloth/miner/ogre_bulky_miner_pt.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
257,38,objects/characters/monster/goblin/nude/goblin_nude.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
258,38,objects/characters/monster/goblin/face/goblin_face01.chr,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
259,38,objects/characters/monster/goblin/face/goblin_eye_l.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
260,38,objects/characters/monster/goblin/face/goblin_eye_r.cgf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
262,37,objects/characters/monster/gnoll/plate/gnoll_gv_oldplate.chr,16512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
263,40,objects/characters/monster/orc_flathead/cloth/hunter/orc_flathead_hunter_bo.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
265,18,objects/characters/hariharan/male/cloth/dancing_goddness/ha_m_ar_dancing_goddness.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
266,18,objects/characters/hariharan/male/cloth/dancing_goddness/ha_m_pt_dancing_goddness.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
267,18,objects/characters/hariharan/male/cloth/dancing_goddness/ha_m_hat_dancing_goddness.chr,27648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
269,18,objects/characters/hariharan/male/cloth/dancing_goddness/ha_m_bo_dancing_goddness.chr,16400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
270,18,objects/characters/hariharan/male/cloth/dancing_goddness/ha_m_gv_dancing_goddness.chr,16768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
271,18,objects/characters/hariharan/male/cloth/dancing_goddness/ha_m_bl_dancing_goddness.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
272,22,objects/characters/returned/male/cloth/secret_band/re_m_ar_secret_band.chr,19712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
273,22,objects/characters/returned/male/cloth/secret_band/re_m_pt_secret_band.chr,18464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
274,22,objects/characters/returned/male/cloth/secret_band/re_m_bo_secret_band.chr,16432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
275,22,objects/characters/returned/male/cloth/secret_band/re_m_gv_secret_band.chr,16512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
276,22,objects/characters/returned/male/cloth/secret_band/re_m_bl_secret_band.chr,20480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,f,
