id,item_id,slot_type_id,model_id,asset_id,asset_1_id,asset_2_id,asset_3_id,asset_4_id,face_mask,hair_base,npc_only,beautyshop_only
173,14196,23,608,1139,0,0,0,0,,,f,f
174,14197,24,608,1140,0,0,0,0,,,t,f
177,14200,28,608,1141,0,0,0,0,,,f,f
178,14475,24,631,1480,0,0,0,0,,,t,f
181,14478,23,631,1479,0,0,0,0,,,f,f
182,14479,28,631,1478,0,0,0,0,,,f,f
183,14500,28,647,1533,0,0,0,0,,,f,f
184,14501,23,647,1534,0,0,0,0,,,f,f
187,14504,23,646,1537,0,0,0,0,,,f,f
201,14693,28,646,1944,0,0,0,0,,,f,f
202,14799,23,646,1953,0,0,0,0,,,f,f
203,15577,24,21,288,12792,12792,12792,288,,,f,f
204,15605,24,10,3074,7342,7342,7342,0,,,t,f
205,15612,24,11,3075,3076,3076,3076,0,,,t,f
206,15821,24,20,3250,12963,12963,12964,3250,,,f,f
207,16038,23,18,3872,0,0,0,0,,,f,f
208,16245,24,21,4369,12793,12793,12794,4369,,,f,f
209,17251,24,19,4376,6547,6547,6547,0,,,t,f
210,17543,24,19,4377,6548,6548,6548,0,,,t,f
211,17604,23,11,4393,0,0,0,0,,,f,f
212,17605,23,11,4394,0,0,0,0,,,f,f
213,17606,23,11,4395,0,0,0,0,,,f,f
214,17607,24,11,4396,6551,6551,6551,0,,,t,f
215,17713,23,968,4673,0,0,0,0,,,f,f
216,17714,28,968,4675,0,0,0,0,,,f,f
217,17772,24,968,4716,0,0,0,0,,,f,f
218,17973,23,19,6358,0,0,0,0,,,f,f
219,17974,23,19,6359,0,0,0,0,,,f,f
220,17975,23,19,6360,0,0,0,0,,,f,f
221,17976,23,19,6361,0,0,0,0,,,f,f
222,17977,23,19,6362,0,0,0,0,,,f,f
223,17978,23,11,6377,0,0,0,0,,,f,f
224,17979,23,11,6378,0,0,0,0,,,f,f
225,17980,23,11,6379,0,0,0,0,,,f,f
226,17981,23,11,6380,0,0,0,0,,,f,f
227,17982,23,11,6381,0,0,0,0,,,f,f
228,17986,23,17,6410,0,0,0,0,,,f,f
229,17987,23,17,6411,0,0,0,0,,,f,f
230,17988,23,17,6412,0,0,0,0,,,f,f
231,17989,23,17,6413,0,0,0,0,,,f,f
232,17990,23,17,6414,0,0,0,0,,,f,f
233,17991,23,17,6415,0,0,0,0,,,f,f
234,17992,23,17,6416,0,0,0,0,,,f,f
235,17993,23,17,6417,0,0,0,0,,,f,f
236,17994,23,17,6418,0,0,0,0,,,f,f
237,18004,23,11,6444,0,0,0,0,,,f,f
238,18005,23,11,6445,0,0,0,0,,,f,f
239,18006,23,11,6446,0,0,0,0,,,f,f
240,18007,23,11,6447,0,0,0,0,,,f,f
241,18008,23,11,6448,0,0,0,0,,,f,f
242,18009,23,11,6449,0,0,0,0,,,f,f
244,18011,23,17,6458,0,0,0,0,,,f,f
245,18012,23,17,6459,0,0,0,0,,,f,f
246,18013,23,17,6460,0,0,0,0,,,f,f
247,18014,23,17,6461,0,0,0,0,,,f,f
248,18015,23,17,6462,0,0,0,0,,,f,f
249,18016,23,17,6463,0,0,0,0,,,f,f
250,18017,23,17,6464,0,0,0,0,,,f,f
251,18018,23,19,6465,0,0,0,0,,,f,f
252,18019,23,19,6466,0,0,0,0,,,f,f
253,18020,23,19,6467,0,0,0,0,,,f,f
254,18021,23,19,6468,0,0,0,0,,,f,f
255,18022,23,19,6469,0,0,0,0,,,f,f
256,18023,23,19,6470,0,0,0,0,,,f,f
257,18024,23,19,6471,0,0,0,0,,,f,f
258,18025,23,19,6472,0,0,0,0,,,f,f
259,18026,23,19,6473,0,0,0,0,,,f,f
260,18027,24,18,6475,6545,6545,6545,0,,,t,f
261,18028,24,18,10386,10354,10355,10356,10357,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
262,18064,23,968,6536,0,0,0,0,,,f,f
263,18086,23,11,6564,0,0,0,0,,,f,f
264,18087,23,11,6565,0,0,0,0,,,f,f
265,18088,23,11,6566,0,0,0,0,,,f,f
266,18089,23,11,6567,0,0,0,0,,,f,f
267,18090,23,11,6568,0,0,0,0,,,f,f
268,18091,23,11,6569,0,0,0,0,,,f,f
269,18092,23,11,6570,0,0,0,0,,,f,f
270,18093,23,11,6571,0,0,0,0,,,f,f
271,18094,23,11,6572,0,0,0,0,,,f,f
272,18095,23,19,6573,0,0,0,0,,,f,f
273,18100,23,17,6574,0,0,0,0,,,f,f
274,18101,23,17,6575,0,0,0,0,,,f,f
275,18102,23,17,6576,0,0,0,0,,,f,f
276,18103,23,17,6577,0,0,0,0,,,f,f
277,18104,23,17,6578,0,0,0,0,,,f,f
278,18105,23,17,6579,0,0,0,0,,,f,f
279,18106,23,17,6580,0,0,0,0,,,f,f
280,18107,23,17,6581,0,0,0,0,,,f,f
281,18108,23,17,6582,0,0,0,0,,,f,f
282,18109,23,17,6583,0,0,0,0,,,f,f
283,18110,23,17,6584,0,0,0,0,,,f,f
284,18111,23,19,6586,0,0,0,0,,,f,f
285,18112,23,19,6587,0,0,0,0,,,f,f
286,18113,23,19,6588,0,0,0,0,,,f,f
287,18114,23,19,6589,0,0,0,0,,,f,f
288,18115,23,19,6590,0,0,0,0,,,f,f
289,18116,23,19,6591,0,0,0,0,,,f,f
290,18117,23,19,6592,0,0,0,0,,,f,f
291,18118,28,979,6593,0,0,0,0,,,f,f
292,18119,23,979,6594,0,0,0,0,,,f,f
293,18120,24,979,6595,0,0,0,0,,,f,f
294,18121,28,980,6596,0,0,0,0,,,f,f
295,18122,23,980,6597,0,0,0,0,,,f,f
296,18123,24,980,6598,0,0,0,0,,,f,f
297,18126,23,18,6604,0,0,0,0,,,f,f
298,18157,27,24,6615,0,0,0,0,,,f,f
299,18158,23,18,6616,0,0,0,0,,,t,f
300,18453,23,11,6728,0,0,0,0,,,t,f
301,18496,23,10,6814,0,0,0,0,,,t,f
302,18497,23,10,6815,0,0,0,0,,,t,f
303,18498,23,10,6816,0,0,0,0,,,t,f
304,18499,23,10,6817,0,0,0,0,,,t,f
305,18500,23,10,6818,0,0,0,0,,,t,f
306,18501,23,18,6819,0,0,0,0,,,t,f
307,18502,23,18,6820,0,0,0,0,,,t,f
308,18503,23,18,6821,0,0,0,0,,,t,f
309,18665,23,19,7116,0,0,0,0,,,f,f
310,18666,23,11,7117,0,0,0,0,,,f,f
311,18667,23,17,7118,0,0,0,0,,,f,f
312,18728,24,17,7289,7290,7290,7290,0,,,t,f
313,18745,24,19,7291,7292,7292,7292,0,,,t,f
314,18956,23,18,8021,0,0,0,0,,,f,f
315,18957,23,16,8023,0,0,0,0,,,f,f
316,18958,23,10,8028,0,0,0,0,,,f,f
317,19025,24,11,8154,8180,8180,8180,0,,,t,f
318,19026,24,17,8158,8171,8171,8171,0,,,t,f
319,19027,24,19,8169,10698,10698,10698,0,,,t,f
320,19359,24,11,8404,8405,8405,8405,0,,,t,f
321,19360,24,17,8431,8432,8432,8432,0,,,t,f
322,19385,24,19,8441,8443,8443,8443,0,,,t,f
323,19838,23,10,10078,0,0,0,0,objects\Characters\nuian\male\face\nu_m_face_mask_new.dds,,t,f
324,19839,23,11,10079,0,0,0,0,objects\Characters\nuian\female\face\nu_f_face_mask.dds,,t,f
325,20117,23,20,9347,0,0,0,0,objects\Characters\ferre\male\face\fe_m_face_mask.dds,,t,f
326,20118,23,21,10080,0,0,0,0,objects\Characters\ferre\female\face\fe_f_face_mask.dds,,t,f
327,21177,24,355,9606,0,0,0,0,,,f,f
328,23713,23,16,10070,0,0,0,0,objects\Characters\elf\male\face\el_m_face_mask.dds,,t,f
329,23714,23,17,10071,0,0,0,0,objects\Characters\elf\female\face\el_f_face_mask.dds,,t,f
330,23715,23,18,10072,0,0,0,0,objects\Characters\hariharan\male\face\ha_m_face_mask.dds,,t,f
331,23716,23,19,10073,0,0,0,0,objects\Characters\hariharan\female\face\ha_f_face_mask.dds,,t,f
332,24024,24,11,10175,10292,10293,10294,10295,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
333,24025,24,11,10176,10296,10297,10298,10299,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
334,24026,24,11,10177,10308,10309,10310,10506,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,f
335,24027,24,11,10178,10311,10312,10313,10314,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
336,24028,24,11,10179,10315,10316,10317,10318,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
337,24029,24,11,10180,10319,10320,10321,10322,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
338,24030,24,11,10181,10323,10324,10325,10326,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
339,24031,24,11,10182,10327,10328,10329,10330,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
340,24032,24,19,10183,10440,10441,10442,10443,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
341,24033,24,19,10184,10436,10437,10438,10439,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
342,24034,24,19,10185,10444,10445,10446,10447,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
343,24035,24,19,10186,10413,10415,10416,10417,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
344,24036,24,19,10187,10448,10449,10450,14285,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,t,f
345,24037,24,19,10188,10451,10452,10453,10454,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
346,24038,24,19,10189,10455,10456,10457,10189,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
347,24039,24,19,10190,10459,10460,10461,10462,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
348,24040,24,17,10191,10387,10388,10389,14308,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,f
349,24041,24,17,10192,10502,10503,10504,10505,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
350,24042,24,17,10193,10390,10391,10392,10393,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
351,24043,24,17,10194,10394,10395,10396,14309,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
352,24044,24,17,10195,10397,10398,10399,10195,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
353,24045,24,17,10196,10400,10401,10402,10403,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
354,24046,24,17,10197,10404,10405,10407,10406,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
355,24047,24,17,10198,10408,10409,10410,14310,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
356,24048,24,17,10199,10411,10412,10414,14311,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,f
357,24049,24,17,10200,10424,10425,10427,10428,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
358,24050,24,17,10201,10418,10419,10421,14312,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
359,24051,24,17,10202,10431,10433,10434,10435,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
360,24075,24,11,10203,10251,10252,10253,14304,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
361,24076,24,11,10204,10300,10301,10302,10303,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
362,24077,24,11,10205,10304,10305,10306,10307,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
363,24078,24,11,10206,10331,10332,10333,14305,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,t,f
364,24079,24,19,10207,14279,14279,14280,14281,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
365,24080,24,19,10208,14283,14283,14283,14282,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
366,24081,24,19,10209,10420,10422,10423,14284,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,t,f
367,24127,24,10,10221,10334,10334,10334,10337,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
368,24128,24,10,10222,10338,10340,10340,10341,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
369,24129,24,10,10223,10342,10344,10344,10342,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base004.dds,f,f
370,24130,24,10,10224,10346,10348,10348,10349,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base003.dds,f,f
371,24131,24,10,10225,10350,10350,10350,10353,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
372,24132,24,10,10226,10507,10507,10507,10507,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
373,24133,24,10,10227,10511,10511,10511,10511,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
374,24134,24,18,10228,10358,10358,10358,10361,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
375,24135,24,18,10229,10362,10364,10364,10365,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base004.dds,f,f
376,24136,24,18,10230,10366,10368,10368,10369,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
377,24137,24,18,10231,10370,10372,10372,10370,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base004.dds,f,f
378,24138,24,18,10232,10374,10376,10376,10377,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base003.dds,f,f
379,24139,24,18,10233,10378,10378,10378,10381,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
380,24140,24,18,10234,10382,10382,10382,10382,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
381,24141,24,21,10235,10239,10239,10242,12795,,,f,f
382,24142,24,21,10236,10254,10254,10254,12796,,,f,f
383,24143,24,21,10237,10257,10262,10262,12801,,,f,f
384,24144,24,21,10238,10263,10264,10265,12802,,,f,f
385,24145,24,20,10240,10258,10258,10258,10240,,,t,f
386,24147,24,16,10243,10270,10274,10274,10275,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base004.dds,f,f
387,24148,24,16,10244,10276,10278,10278,10279,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
388,24149,24,16,10245,10660,10661,10661,10660,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base004.dds,f,f
389,24150,24,16,10246,10280,10282,10282,10283,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base003.dds,f,f
390,24151,24,16,10247,10284,10286,10286,10247,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
391,24152,24,16,10248,10288,10288,10288,10288,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
392,24153,24,16,10249,10266,10266,10266,10268,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,f,f
393,24158,24,19,10250,10426,10429,10430,10250,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base003.dds,f,f
394,24168,24,10,10463,10463,10463,10463,10463,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base001.dds,f,f
395,24169,24,10,10468,10469,10470,10471,10472,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base005.dds,f,f
396,24170,24,18,10481,10481,10481,10481,10481,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base001.dds,f,f
397,24171,24,18,10487,10487,10487,10487,10487,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base005.dds,f,f
398,24172,24,18,10491,10491,10491,10491,10491,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base006.dds,f,f
399,24173,24,18,10495,10495,10495,10495,10495,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base007.dds,f,f
400,24177,24,10,10517,10517,10517,10517,10517,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base006.dds,f,f
401,24178,24,10,10518,10518,10518,10518,10518,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base007.dds,f,f
402,24194,24,18,6477,6546,6546,6546,0,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base002.dds,t,f
403,24201,24,355,10642,0,0,0,0,,,f,f
404,24202,24,355,10643,0,0,0,0,,,f,f
405,24579,24,355,11265,0,0,0,0,,,f,f
406,25086,24,10,11879,14138,14139,14139,14137,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
407,25128,24,19,12084,14259,14260,14261,14262,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
408,25129,24,19,12085,14255,14256,14257,14258,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
409,25130,24,19,12087,14269,14270,14271,14272,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
410,25131,24,19,12088,14267,14268,14268,12088,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
411,25198,24,17,12366,14218,14219,14221,14220,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
412,25199,24,17,12367,14216,14217,14217,12367,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
413,25200,24,17,12368,14212,14213,14214,14215,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
414,25201,24,17,12369,14208,14209,14210,14211,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
415,25202,24,17,12370,14204,14205,14206,14207,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
416,25203,24,17,12371,14200,14201,14202,14203,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
417,25204,24,21,12373,12809,12809,12808,12807,,,f,f
418,25205,24,21,12374,12810,12810,12810,12811,,,f,f
419,25206,24,21,12375,12812,12812,12812,12375,,,f,f
420,25207,24,21,12376,12813,12813,12813,12376,,,f,f
421,25208,24,11,12377,14240,14241,14242,14243,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
422,25251,24,21,12583,12806,12805,12804,12803,,,f,f
423,25258,24,20,12586,12944,12944,12944,12944,,,f,f
424,25259,24,20,12587,12948,12949,12950,12951,,,f,f
425,25260,24,20,12588,12952,12953,12954,12955,,,f,f
426,25261,24,20,12589,12956,12957,12958,12959,,,f,f
427,25262,24,20,12590,12960,12961,12961,12962,,,f,f
428,25263,24,20,14436,14437,14438,14438,14439,,,f,f
429,25266,24,10,12592,13810,13811,13812,13813,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
430,25267,24,10,12593,14317,14316,14315,14314,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
431,25268,24,10,12594,14144,14148,14148,14149,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base010.dds,f,f
432,25269,24,10,12595,14145,14146,14146,14147,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base010.dds,f,f
433,25271,24,19,12596,14263,14264,14265,14266,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
434,25272,24,19,12597,14252,14253,14254,14286,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
435,25273,24,19,12598,14250,14251,14251,12598,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
436,25274,24,18,12599,14172,14173,14173,14174,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
437,25275,24,18,12600,14175,14176,14176,14177,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base010.dds,f,f
438,25276,24,18,12601,14178,14179,14179,14180,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base010.dds,f,f
439,25277,24,18,12602,14322,14323,14324,14325,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
440,25278,24,18,12603,14185,14186,14187,14188,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
441,25355,24,10,12823,13806,13807,13808,13809,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
442,25356,24,18,12824,14189,14190,14191,14192,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
443,25357,24,16,12825,14168,14169,14170,14171,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
444,25358,24,16,12826,14164,14165,14166,14167,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
445,25359,24,16,12827,14318,14319,14320,14321,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base008.dds,f,f
446,25360,24,16,12828,14157,14158,14158,14159,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base010.dds,f,f
447,25361,24,16,12829,14153,14154,14154,14155,,objects\Characters\nuian\male\hair\hair_base\nu_m_hair_base010.dds,f,f
448,25362,24,17,12830,14195,14196,14197,14198,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
449,25363,24,17,12831,12372,14199,14199,12831,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
450,25366,24,19,12832,14246,14247,14248,14249,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
451,25368,24,11,12833,14226,14227,14227,12833,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
452,25369,24,11,12834,14228,14229,14230,14231,,objects\Characters\nuian\female\hair\hair_base\nu_f_hair_base002.dds,f,f
