id,use_fixed_heal,fixed_min,fixed_max,use_level_heal,level_md,level_va_start,level_va_end,percent,use_charged_buff,charged_buff_id,charged_mul,slave_applicable,ignore_heal_aggro,dps_multiplier,actability_group_id,actability_step,actability_mul,actability_add
106,f,0,0,t,1.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
107,f,0,0,t,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
108,f,0,0,t,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
110,f,0,0,t,6.75,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
112,t,100,100,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
123,t,70,70,t,0.7,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
139,t,400,400,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
140,t,800,800,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
141,t,1300,1300,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
142,t,2000,2000,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
143,t,2800,2800,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
144,f,25,25,t,3.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
145,t,3800,3800,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
146,t,1070,1070,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
147,t,1250,1250,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
148,t,1440,1440,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
149,t,1630,1630,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
151,t,125,125,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
154,f,25,25,t,2.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
156,t,10,20,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
157,f,0,0,t,1.5,5,1,f,t,864,0.45,f,f,1.0,,0,0.0,0.0
158,f,0,0,t,3.83,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
159,t,500,500,f,1.0,0,0,f,f,,1.0,f,f,0.0,10,10000,0.2,0.0
160,f,0,0,t,5.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
161,f,0,0,t,10.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
162,t,500,800,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
163,f,40,60,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
164,f,0,0,t,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
167,f,25,25,t,3.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
168,f,40,60,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
169,t,500,500,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
170,t,900,900,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
171,t,2200,2200,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
172,t,3600,3600,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
173,t,5400,5400,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
175,t,500,500,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
176,f,0,0,t,10.0,5,15,f,f,,1.0,f,f,1.0,,0,0.0,0.0
177,t,666,777,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
180,f,0,0,t,5.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
181,t,300,300,f,1.0,0,0,f,f,,1.0,f,f,0.0,10,10000,0.2,0.0
184,f,40,60,t,1.2,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
185,f,40,60,t,1.44,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
186,f,40,60,t,1.68,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
187,f,40,60,t,1.92,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
191,t,800,1000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
193,f,0,0,t,10.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
194,t,21,21,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
195,t,2000,2200,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
197,t,1000,1000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
199,f,0,0,t,6.5,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
200,t,2040,2160,f,13.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
201,t,2040,2160,f,13.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
202,t,42,42,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
203,t,26,26,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
204,t,30,30,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
205,t,34,34,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
206,t,38,38,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
208,t,1000,1000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
209,t,300,400,f,1.0,0,0,f,f,,1.0,t,f,1.0,,0,0.0,0.0
211,t,1000,2000,f,1.4,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
213,t,500,500,f,24.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
217,f,0,0,t,1.2,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
219,f,0,0,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
220,f,0,0,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
227,f,0,0,t,1.0,20,20,f,f,,1.0,f,f,1.0,,0,0.0,0.0
231,t,1500,2000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
232,t,60,60,f,25.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
234,f,0,0,t,0.7,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
238,t,1500,2000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
242,t,2500,3000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
243,f,0,0,t,4.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
245,f,0,0,t,5.2,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
247,t,3000,3000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
248,t,3000,3000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
250,t,300,400,f,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
251,f,0,0,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
253,t,500,500,f,24.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
256,f,0,0,t,1.0,10,15,f,f,,1.0,f,f,1.0,,0,0.0,0.0
266,f,102,102,t,5.175,5,1,f,f,,1.0,f,f,2.0,,0,0.0,0.0
267,f,0,0,t,27.6,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
277,t,540,540,f,5.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
278,t,660,660,f,5.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
279,t,40,50,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
280,f,0,0,t,3.0,5,15,f,f,,1.0,f,f,1.0,,0,0.0,0.0
281,t,621,621,f,5.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
282,t,759,759,f,5.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
283,f,0,0,t,5.0,10,15,f,f,,1.0,f,f,1.0,,0,0.0,0.0
285,f,0,0,t,5.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
286,f,0,0,t,2.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
287,f,0,0,t,6.75,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
288,t,50,50,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
290,f,0,0,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
291,f,0,0,t,0.5,25,10,f,f,,1.0,f,f,1.2,,0,0.0,0.0
292,t,236,396,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
293,f,0,0,t,0.5,25,10,f,f,,1.0,f,f,1.2,,0,0.0,0.0
294,t,100,150,f,1.0,0,0,f,f,,1.0,f,t,1.0,,0,0.0,0.0
295,f,400,400,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
296,t,400,400,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
297,t,7,7,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
299,t,1,1,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
300,t,20000,20000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
302,t,2,2,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
303,t,3,3,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
304,t,4,4,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
308,t,1000,2000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
309,f,0,0,t,0.15,5,5,f,f,,1.0,f,f,1.0,,0,0.0,0.0
312,t,192,324,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
313,t,148,252,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
323,f,0,0,t,10.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
327,t,1200,1600,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
328,t,250,1000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
329,f,0,0,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
331,t,5000,6000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
332,t,800,1000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
334,t,3000,4000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
336,f,400,400,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
337,t,3,3,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
340,t,200,300,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
342,f,40,60,t,4.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
343,f,0,0,t,4.64,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
344,f,0,0,t,4.0,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
345,f,0,0,t,4.64,5,1,f,f,,1.0,f,f,1.0,,0,0.0,0.0
346,f,0,0,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
347,f,0,0,t,4.5,5,1,f,f,,1.0,f,f,2.0,,0,0.0,0.0
348,f,0,0,t,1.0,20,20,f,f,,1.0,f,f,1.0,,0,0.0,0.0
350,t,200,600,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
351,t,20,20,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
352,t,100,200,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
353,t,300,350,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
354,t,100,100,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
355,t,5000,15000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
358,t,10500,11500,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
359,t,200,200,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
364,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
366,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
368,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
369,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
370,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
371,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
372,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
373,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
374,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
375,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
376,f,0,0,t,0.96,5,1,f,f,,1.0,f,f,1.5,,0,0.0,0.0
377,t,1000,2000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
378,t,250,350,f,3.0,10,10,f,f,,1.0,f,f,0.0,,0,0.0,0.0
395,t,100,100,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
396,t,100,100,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
397,t,21,21,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
398,t,5000,6000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
399,t,3000,4000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
400,t,5,5,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
401,t,10,10,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
414,f,102,102,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
417,f,0,0,t,1.0,10,15,f,f,,1.0,f,f,1.0,,0,0.0,0.0
418,t,6,7,f,1.0,30,1,t,f,,1.0,f,f,1.0,,0,0.0,0.0
419,t,7800,8200,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
420,t,2400,2400,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
422,f,0,0,t,3.0,10,10,f,f,,1.0,f,f,1.0,,0,0.0,0.0
423,t,1080,1080,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
424,t,2640,2640,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
425,t,4320,4320,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
426,t,6480,6480,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
429,t,2000,2000,f,1.0,0,0,f,f,,1.0,f,t,1.0,,0,0.0,0.0
431,t,10,15,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
434,t,15000,15000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
437,f,0,0,t,1.0,10,15,f,f,,1.0,f,f,1.0,,0,0.0,0.0
439,t,750,1000,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
441,t,1000,1250,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
443,t,2600,2800,f,1.0,0,0,f,f,,1.0,f,f,0.0,,0,0.0,0.0
447,t,210000,230000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
448,t,10,10,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
449,t,2,3,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
460,t,5000,8000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
461,t,1400,1600,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
462,t,15000,15000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
465,t,1,5,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
468,f,0,0,f,1.0,0,0,f,f,,1.0,f,t,10.0,,0,0.0,0.0
469,f,0,0,f,1.0,0,0,f,f,,1.0,f,f,10.0,,0,0.0,0.0
470,t,200,200,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
471,f,0,0,t,5.0,5,5,f,f,,1.0,f,f,1.0,,0,0.0,0.0
472,f,0,0,t,6.0,5,5,f,f,,1.0,f,f,1.0,,0,0.0,0.0
473,t,200000,250000,f,4.5,5,5,f,f,,1.0,f,f,1.0,,0,0.0,0.0
474,t,10000,15000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
475,t,1500,18000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
476,t,18000,20000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
477,t,20000,22000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
478,t,22000,24000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
479,f,0,0,t,0.5,0,0,f,t,6919,1.0,f,f,1.0,,0,0.0,0.0
487,f,0,0,t,0.6,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
490,t,21,21,f,1.0,0,0,t,f,,1.0,f,f,1.0,,0,0.0,0.0
491,f,0,0,t,4.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
499,t,20000,25000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
500,t,100000,150000,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
501,t,2400,2800,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
502,f,0,0,t,0.5,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
503,t,500,500,f,1.0,0,0,f,f,,1.0,t,f,0.0,10,10000,0.2,0.0
505,t,235700,235700,f,1.0,0,0,f,f,,1.0,f,f,1.0,,0,0.0,0.0
