id,doodad_func_group_id,actual_func_id,actual_func_type,next_phase,sound_id,func_skill_id,perm_id,act_count
68,47,6,DoodadFuncFeed,-1,0,0,0,0
70,41,2,DoodadFuncCraftInfo,42,0,0,0,0
71,57,10,DoodadFuncLootItem,,0,0,0,0
72,57,11,DoodadFuncLootItem,,0,0,0,0
73,69,7,DoodadFuncCutdown,77,0,0,0,0
74,77,12,DoodadFuncLootItem,78,0,0,0,0
77,83,10,DoodadFuncClimb,-1,,,0,0
82,85,8,DoodadFuncCutdowning,,0,0,0,0
88,92,15,DoodadFuncCutdown,,0,0,0,0
90,89,16,DoodadFuncCutdown,123,0,0,0,0
96,98,6,DoodadFuncHarvest,100,0,0,0,0
98,99,18,DoodadFuncCutdown,1175,0,0,0,0
102,100,15,DoodadFuncLootItem,,0,0,0,0
103,101,15,DoodadFuncCutdowning,,0,0,0,0
105,105,16,DoodadFuncCutdowning,,0,0,0,0
106,106,11,DoodadFuncClimb,,0,0,0,0
109,108,19,DoodadFuncCutdowning,,0,0,0,0
113,110,23,DoodadFuncCutdowning,,0,0,0,0
114,111,24,DoodadFuncCutdowning,,0,0,0,0
120,112,10,DoodadFuncHarvest,114,0,0,0,0
121,114,17,DoodadFuncLootItem,-1,0,0,0,0
123,117,12,DoodadFuncClimb,-1,0,0,0,0
124,118,27,DoodadFuncCutdowning,,0,0,0,0
128,121,29,DoodadFuncCutdowning,,0,0,0,0
132,92,33,DoodadFuncCutdowning,,0,0,0,0
135,124,36,DoodadFuncCutdowning,,0,0,0,0
136,125,37,DoodadFuncCutdowning,,0,0,0,0
138,126,39,DoodadFuncCutdowning,,0,0,0,0
140,127,41,DoodadFuncCutdowning,,0,0,0,0
141,123,42,DoodadFuncCutdowning,,0,0,0,0
142,8,3,DoodadFuncShear,-1,0,0,0,0
143,9,12,DoodadFuncHarvest,10,0,0,0,0
144,9,2,DoodadFuncDig,11,0,0,0,0
145,128,20,DoodadFuncCutdown,129,0,0,0,0
146,129,43,DoodadFuncCutdowning,130,0,0,0,0
147,130,19,DoodadFuncLootItem,131,0,0,0,0
148,130,13,DoodadFuncHarvest,129,0,0,0,0
149,131,3,DoodadFuncUse,132,0,0,0,0
150,48,20,DoodadFuncLootItem,,0,0,0,0
153,135,23,DoodadFuncLootItem,-1,0,0,0,0
156,134,4,DoodadFuncUse,135,0,0,0,0
157,136,5,DoodadFuncUse,139,0,0,0,0
158,140,13,DoodadFuncClimb,-1,,,0,0
159,141,14,DoodadFuncClimb,-1,,,0,0
160,142,15,DoodadFuncClimb,-1,0,0,0,0
161,143,16,DoodadFuncClimb,-1,0,0,0,0
162,144,17,DoodadFuncClimb,-1,0,0,0,0
163,145,18,DoodadFuncClimb,0,0,0,0,0
164,146,19,DoodadFuncClimb,-1,0,0,0,0
165,147,20,DoodadFuncClimb,-1,0,0,0,0
166,148,21,DoodadFuncClimb,-1,,0,0,0
172,156,46,DoodadFuncCutdowning,,0,0,0,0
175,163,22,DoodadFuncClimb,,0,0,0,0
179,167,25,DoodadFuncLootItem,-1,0,0,0,0
180,168,8,DoodadFuncUse,169,0,0,0,0
198,197,50,DoodadFuncCutdowning,1788,,0,0,0
202,203,1,DoodadFuncHousingArea,,0,0,0,0
205,205,32,DoodadFuncLootItem,452,0,0,0,0
206,206,17,DoodadFuncUse,207,0,0,0,0
207,207,33,DoodadFuncLootItem,-1,0,0,0,0
208,208,2,DoodadFuncHousingArea,,0,0,0,0
230,226,37,DoodadFuncLootItem,227,0,0,0,0
235,232,29,DoodadFuncCutdown,233,0,0,0,0
237,231,30,DoodadFuncCutdown,-1,0,0,0,0
240,237,30,DoodadFuncUse,240,0,0,0,0
248,247,36,DoodadFuncUse,248,0,0,0,0
249,248,37,DoodadFuncUse,248,0,0,0,0
250,255,1,DoodadFuncOreMine,425,0,0,0,0
254,258,42,DoodadFuncLootItem,259,0,0,0,0
255,257,43,DoodadFuncLootItem,258,0,0,0,0
260,262,45,DoodadFuncLootItem,227,0,0,0,0
263,265,47,DoodadFuncLootItem,266,0,0,0,0
265,270,40,DoodadFuncUse,271,0,0,0,0
266,272,41,DoodadFuncUse,273,0,0,0,0
269,277,44,DoodadFuncUse,1117,0,0,0,0
272,282,3,DoodadFuncBinding,6999,,14602,0,0
276,289,4,DoodadFuncBinding,-1,0,0,0,0
277,290,5,DoodadFuncBinding,6993,,14602,0,0
278,291,6,DoodadFuncBinding,6994,,14602,0,0
279,292,7,DoodadFuncBinding,6937,,14602,0,0
280,294,8,DoodadFuncBinding,6938,,14602,0,0
281,298,9,DoodadFuncBinding,7187,,14602,0,0
282,299,10,DoodadFuncBinding,7185,,14602,0,0
283,300,11,DoodadFuncBinding,7186,,14602,0,0
284,301,12,DoodadFuncBinding,6876,,14602,0,0
285,302,13,DoodadFuncBinding,7188,,14602,0,0
286,303,14,DoodadFuncBinding,6881,,14602,0,0
288,305,15,DoodadFuncBinding,6880,,14602,0,0
289,306,50,DoodadFuncLootItem,307,,,0,0
294,308,51,DoodadFuncUse,309,0,0,0,0
295,310,53,DoodadFuncLootItem,311,0,0,0,0
296,312,52,DoodadFuncUse,313,0,0,0,0
299,316,56,DoodadFuncLootItem,317,0,0,0,0
300,316,57,DoodadFuncLootItem,317,0,0,0,0
301,314,53,DoodadFuncUse,315,0,0,0,0
302,318,54,DoodadFuncUse,319,0,0,0,0
304,321,56,DoodadFuncUse,322,0,0,0,0
305,323,58,DoodadFuncLootItem,1113,0,0,0,0
309,325,60,DoodadFuncLootItem,1142,0,0,0,0
311,326,62,DoodadFuncLootItem,329,0,0,0,0
313,330,63,DoodadFuncLootItem,1014,0,0,0,0
315,332,64,DoodadFuncLootItem,333,0,0,0,0
316,334,65,DoodadFuncLootItem,335,0,0,0,0
317,336,66,DoodadFuncLootItem,337,0,0,0,0
323,201,13,DoodadFuncQuest,-1,,,0,0
326,341,69,DoodadFuncLootItem,342,0,0,0,0
328,343,70,DoodadFuncLootItem,344,0,0,0,0
338,347,71,DoodadFuncUse,1115,0,0,0,0
339,348,71,DoodadFuncLootItem,349,0,0,0,0
342,275,72,DoodadFuncUse,353,0,0,0,0
345,354,72,DoodadFuncLootItem,355,0,0,0,0
348,360,75,DoodadFuncUse,361,0,0,0,0
349,361,4,DoodadFuncButcher,362,0,0,0,0
350,362,74,DoodadFuncLootItem,363,0,0,0,0
353,366,77,DoodadFuncUse,367,0,0,0,0
354,370,78,DoodadFuncUse,371,0,0,0,0
356,371,75,DoodadFuncLootItem,372,0,0,0,0
357,374,79,DoodadFuncUse,375,0,0,0,0
358,375,76,DoodadFuncLootItem,376,0,0,0,0
368,386,82,DoodadFuncLootItem,396,,0,0,0
369,394,83,DoodadFuncLootItem,395,0,0,0,0
375,388,86,DoodadFuncUse,1286,,,0,0
376,389,87,DoodadFuncUse,1285,,,0,0
377,398,88,DoodadFuncUse,1284,,,0,0
379,222,90,DoodadFuncUse,223,0,0,0,0
380,223,85,DoodadFuncLootItem,408,0,0,0,0
386,417,89,DoodadFuncLootItem,418,0,0,0,0
392,420,92,DoodadFuncLootItem,421,,,0,0
394,422,1,DoodadFuncMedicalingredientMine,423,0,0,0,0
395,423,94,DoodadFuncLootItem,424,0,0,0,0
396,423,95,DoodadFuncLootItem,424,0,0,0,0
400,425,98,DoodadFuncLootItem,426,,,0,0
401,425,99,DoodadFuncLootItem,426,,0,0,0
403,427,4,DoodadFuncOreMine,428,0,0,0,0
406,428,103,DoodadFuncLootItem,429,,,0,0
407,430,5,DoodadFuncOreMine,431,,,0,0
410,431,105,DoodadFuncLootItem,432,,,0,0
411,431,106,DoodadFuncLootItem,432,,0,0,0
412,434,6,DoodadFuncOreMine,435,0,0,0,0
414,435,108,DoodadFuncLootItem,436,,,0,0
415,435,109,DoodadFuncLootItem,436,,0,0,0
416,437,110,DoodadFuncLootItem,13565,,,0,0
418,440,7,DoodadFuncOreMine,441,0,0,0,0
420,443,8,DoodadFuncOreMine,444,0,0,0,0
421,444,112,DoodadFuncLootItem,445,0,0,0,0
427,451,114,DoodadFuncLootItem,6560,,,0,0
439,441,121,DoodadFuncLootItem,442,,,0,0
440,441,122,DoodadFuncLootItem,442,,0,0,0
441,444,123,DoodadFuncLootItem,445,0,0,0,0
442,444,124,DoodadFuncLootItem,445,0,0,0,0
443,470,1,DoodadFuncCrystalCollect,471,0,0,0,0
444,471,125,DoodadFuncLootItem,472,,0,0,0
445,473,2,DoodadFuncCrystalCollect,474,0,0,0,0
446,474,126,DoodadFuncLootItem,475,0,0,0,0
447,476,3,DoodadFuncCrystalCollect,477,0,0,0,0
448,477,127,DoodadFuncLootItem,478,0,0,0,0
449,479,4,DoodadFuncCrystalCollect,480,0,0,0,0
450,480,128,DoodadFuncLootItem,481,0,0,0,0
451,483,5,DoodadFuncCrystalCollect,484,0,0,0,0
452,484,129,DoodadFuncLootItem,485,0,0,0,0
453,486,6,DoodadFuncCrystalCollect,487,0,0,0,0
454,487,130,DoodadFuncLootItem,488,0,0,0,0
455,489,7,DoodadFuncCrystalCollect,490,0,0,0,0
456,490,131,DoodadFuncLootItem,491,0,0,0,0
457,492,8,DoodadFuncCrystalCollect,493,0,0,0,0
458,493,132,DoodadFuncLootItem,494,0,0,0,0
459,495,9,DoodadFuncCrystalCollect,496,0,0,0,0
460,496,133,DoodadFuncLootItem,497,0,0,0,0
461,498,10,DoodadFuncCrystalCollect,499,0,0,0,0
462,499,134,DoodadFuncLootItem,500,0,0,0,0
463,501,1,DoodadFuncGassExtract,503,0,0,0,0
464,502,2,DoodadFuncGassExtract,503,0,0,0,0
465,503,135,DoodadFuncLootItem,504,,0,0,0
466,505,3,DoodadFuncGassExtract,507,0,0,0,0
467,506,4,DoodadFuncGassExtract,507,0,0,0,0
468,507,136,DoodadFuncLootItem,508,,0,0,0
469,509,5,DoodadFuncGassExtract,510,0,0,0,0
470,510,6,DoodadFuncGassExtract,511,0,0,0,0
471,511,137,DoodadFuncLootItem,512,,0,0,0
472,513,7,DoodadFuncGassExtract,514,0,0,0,0
473,514,8,DoodadFuncGassExtract,515,0,0,0,0
475,517,9,DoodadFuncGassExtract,518,0,0,0,0
476,518,10,DoodadFuncGassExtract,519,0,0,0,0
477,519,139,DoodadFuncLootItem,520,0,0,0,0
478,521,11,DoodadFuncGassExtract,522,0,0,0,0
479,522,12,DoodadFuncGassExtract,523,0,0,0,0
480,523,140,DoodadFuncLootItem,524,0,0,0,0
481,525,13,DoodadFuncGassExtract,526,0,0,0,0
482,526,14,DoodadFuncGassExtract,527,0,0,0,0
483,527,141,DoodadFuncLootItem,528,0,0,0,0
484,529,15,DoodadFuncGassExtract,530,0,0,0,0
485,530,16,DoodadFuncGassExtract,531,0,0,0,0
486,531,142,DoodadFuncLootItem,532,0,0,0,0
487,533,17,DoodadFuncGassExtract,534,0,0,0,0
488,534,18,DoodadFuncGassExtract,535,0,0,0,0
489,535,143,DoodadFuncLootItem,536,0,0,0,0
490,537,19,DoodadFuncGassExtract,538,0,0,0,0
491,538,20,DoodadFuncGassExtract,539,0,0,0,0
492,539,144,DoodadFuncLootItem,540,0,0,0,0
493,541,21,DoodadFuncGassExtract,542,0,0,0,0
494,542,22,DoodadFuncGassExtract,543,0,0,0,0
495,543,145,DoodadFuncLootItem,544,0,0,0,0
496,545,23,DoodadFuncGassExtract,546,0,0,0,0
497,546,24,DoodadFuncGassExtract,547,0,0,0,0
498,547,146,DoodadFuncLootItem,548,0,0,0,0
499,549,25,DoodadFuncGassExtract,550,0,0,0,0
500,550,26,DoodadFuncGassExtract,551,0,0,0,0
501,551,147,DoodadFuncLootItem,552,0,0,0,0
502,553,27,DoodadFuncGassExtract,554,0,0,0,0
503,554,28,DoodadFuncGassExtract,555,0,0,0,0
504,555,148,DoodadFuncLootItem,556,0,0,0,0
505,557,29,DoodadFuncGassExtract,558,0,0,0,0
506,558,30,DoodadFuncGassExtract,559,0,0,0,0
507,559,149,DoodadFuncLootItem,560,0,0,0,0
508,561,11,DoodadFuncCrystalCollect,471,0,0,0,0
509,562,12,DoodadFuncCrystalCollect,474,0,0,0,0
510,563,13,DoodadFuncCrystalCollect,477,0,0,0,0
511,564,14,DoodadFuncCrystalCollect,480,0,0,0,0
512,565,15,DoodadFuncCrystalCollect,484,0,0,0,0
513,566,16,DoodadFuncCrystalCollect,487,0,0,0,0
514,567,17,DoodadFuncCrystalCollect,490,0,0,0,0
515,568,18,DoodadFuncCrystalCollect,493,0,0,0,0
516,569,19,DoodadFuncCrystalCollect,496,0,0,0,0
517,570,20,DoodadFuncCrystalCollect,499,0,0,0,0
518,573,9,DoodadFuncOreMine,425,0,0,0,0
519,572,10,DoodadFuncOreMine,1098,0,0,0,0
520,571,11,DoodadFuncOreMine,1097,0,0,0,0
521,574,12,DoodadFuncOreMine,1100,0,0,0,0
522,575,13,DoodadFuncOreMine,1101,0,0,0,0
523,576,14,DoodadFuncOreMine,428,0,0,0,0
524,577,15,DoodadFuncOreMine,1103,0,0,0,0
525,578,16,DoodadFuncOreMine,431,0,0,0,0
526,579,17,DoodadFuncOreMine,1106,0,0,0,0
527,580,18,DoodadFuncOreMine,435,0,0,0,0
528,581,19,DoodadFuncOreMine,582,0,0,0,0
529,582,20,DoodadFuncOreMine,441,0,0,0,0
530,583,21,DoodadFuncOreMine,1110,0,0,0,0
531,584,22,DoodadFuncOreMine,444,0,0,0,0
532,585,1,DoodadFuncSoilCollect,586,0,0,0,0
533,586,2,DoodadFuncSoilCollect,587,0,0,0,0
534,587,150,DoodadFuncLootItem,588,0,0,0,0
535,587,151,DoodadFuncLootItem,588,,0,0,0
536,589,3,DoodadFuncSoilCollect,590,0,0,0,0
537,590,4,DoodadFuncSoilCollect,591,0,0,0,0
538,591,152,DoodadFuncLootItem,592,,0,0,0
540,359,154,DoodadFuncLootItem,593,0,0,0,0
542,595,155,DoodadFuncLootItem,596,,0,0,0
545,598,157,DoodadFuncLootItem,599,,0,0,0
547,601,158,DoodadFuncLootItem,602,,0,0,0
550,471,161,DoodadFuncLootItem,472,,0,0,0
551,471,162,DoodadFuncLootItem,472,,0,0,0
555,474,166,DoodadFuncLootItem,475,0,0,0,0
556,474,167,DoodadFuncLootItem,475,0,0,0,0
557,474,168,DoodadFuncLootItem,475,0,0,0,0
558,474,169,DoodadFuncLootItem,475,0,0,0,0
559,474,170,DoodadFuncLootItem,475,0,0,0,0
560,477,171,DoodadFuncLootItem,478,0,0,0,0
561,477,172,DoodadFuncLootItem,478,0,0,0,0
562,477,173,DoodadFuncLootItem,478,0,0,0,0
563,477,174,DoodadFuncLootItem,478,0,0,0,0
564,477,175,DoodadFuncLootItem,478,0,0,0,0
565,480,176,DoodadFuncLootItem,481,0,0,0,0
566,480,177,DoodadFuncLootItem,481,0,0,0,0
567,480,178,DoodadFuncLootItem,481,0,0,0,0
568,480,179,DoodadFuncLootItem,481,0,0,0,0
569,480,180,DoodadFuncLootItem,481,0,0,0,0
570,484,181,DoodadFuncLootItem,485,0,0,0,0
571,484,182,DoodadFuncLootItem,485,0,0,0,0
572,484,183,DoodadFuncLootItem,485,0,0,0,0
573,484,184,DoodadFuncLootItem,485,0,0,0,0
574,484,185,DoodadFuncLootItem,485,0,0,0,0
575,487,186,DoodadFuncLootItem,488,0,0,0,0
576,487,187,DoodadFuncLootItem,488,0,0,0,0
577,487,188,DoodadFuncLootItem,488,0,0,0,0
578,487,189,DoodadFuncLootItem,488,0,0,0,0
579,487,190,DoodadFuncLootItem,488,0,0,0,0
580,490,191,DoodadFuncLootItem,491,0,0,0,0
581,490,192,DoodadFuncLootItem,491,0,0,0,0
582,490,193,DoodadFuncLootItem,491,0,0,0,0
583,490,194,DoodadFuncLootItem,491,0,0,0,0
584,490,195,DoodadFuncLootItem,491,0,0,0,0
585,493,196,DoodadFuncLootItem,494,0,0,0,0
586,493,197,DoodadFuncLootItem,494,0,0,0,0
587,493,198,DoodadFuncLootItem,494,0,0,0,0
588,493,199,DoodadFuncLootItem,494,0,0,0,0
589,493,200,DoodadFuncLootItem,494,0,0,0,0
590,496,201,DoodadFuncLootItem,497,0,0,0,0
591,496,202,DoodadFuncLootItem,497,0,0,0,0
592,496,203,DoodadFuncLootItem,497,0,0,0,0
593,496,204,DoodadFuncLootItem,497,0,0,0,0
594,496,205,DoodadFuncLootItem,497,0,0,0,0
595,499,206,DoodadFuncLootItem,500,0,0,0,0
596,499,207,DoodadFuncLootItem,500,0,0,0,0
597,499,208,DoodadFuncLootItem,500,0,0,0,0
598,499,209,DoodadFuncLootItem,500,0,0,0,0
599,499,210,DoodadFuncLootItem,500,0,0,0,0
600,604,2,DoodadFuncRockMine,605,0,0,0,0
601,605,3,DoodadFuncRockMine,606,0,0,0,0
602,606,211,DoodadFuncLootItem,607,,0,0,0
603,606,212,DoodadFuncLootItem,607,,0,0,0
604,608,4,DoodadFuncRockMine,609,0,0,0,0
605,609,5,DoodadFuncRockMine,610,0,0,0,0
606,610,213,DoodadFuncLootItem,611,,0,0,0
607,610,214,DoodadFuncLootItem,611,,0,0,0
608,612,6,DoodadFuncRockMine,613,0,0,0,0
609,613,7,DoodadFuncRockMine,614,0,0,0,0
610,614,215,DoodadFuncLootItem,615,,0,0,0
611,614,216,DoodadFuncLootItem,615,,0,0,0
612,616,8,DoodadFuncRockMine,617,0,0,0,0
613,617,9,DoodadFuncRockMine,618,0,0,0,0
614,618,217,DoodadFuncLootItem,619,,0,0,0
615,618,218,DoodadFuncLootItem,619,,0,0,0
616,620,10,DoodadFuncRockMine,621,0,0,0,0
617,621,11,DoodadFuncRockMine,622,0,0,0,0
618,622,219,DoodadFuncLootItem,623,,0,0,0
619,622,220,DoodadFuncLootItem,623,,0,0,0
637,515,238,DoodadFuncLootItem,516,,0,0,0
638,515,239,DoodadFuncLootItem,516,,0,0,0
639,515,240,DoodadFuncLootItem,516,,0,0,0
640,519,241,DoodadFuncLootItem,520,0,0,0,0
641,519,242,DoodadFuncLootItem,520,0,0,0,0
642,519,243,DoodadFuncLootItem,520,0,0,0,0
643,519,244,DoodadFuncLootItem,520,0,0,0,0
644,519,245,DoodadFuncLootItem,520,0,0,0,0
645,523,246,DoodadFuncLootItem,524,0,0,0,0
646,523,247,DoodadFuncLootItem,524,0,0,0,0
647,523,248,DoodadFuncLootItem,524,0,0,0,0
648,523,249,DoodadFuncLootItem,524,0,0,0,0
649,523,250,DoodadFuncLootItem,524,0,0,0,0
650,527,251,DoodadFuncLootItem,528,0,0,0,0
651,527,252,DoodadFuncLootItem,528,0,0,0,0
652,527,253,DoodadFuncLootItem,528,0,0,0,0
653,527,254,DoodadFuncLootItem,528,0,0,0,0
654,527,255,DoodadFuncLootItem,528,0,0,0,0
655,531,256,DoodadFuncLootItem,532,0,0,0,0
656,624,16,DoodadFuncBinding,7223,,14602,0,0
657,531,257,DoodadFuncLootItem,532,0,0,0,0
658,531,258,DoodadFuncLootItem,532,0,0,0,0
659,531,259,DoodadFuncLootItem,532,0,0,0,0
660,531,260,DoodadFuncLootItem,532,0,0,0,0
661,535,261,DoodadFuncLootItem,536,0,0,0,0
662,535,262,DoodadFuncLootItem,536,0,0,0,0
663,535,263,DoodadFuncLootItem,536,0,0,0,0
664,625,17,DoodadFuncBinding,7224,,14602,0,0
665,535,264,DoodadFuncLootItem,536,0,0,0,0
666,535,265,DoodadFuncLootItem,536,0,0,0,0
667,539,266,DoodadFuncLootItem,540,0,0,0,0
668,539,267,DoodadFuncLootItem,540,0,0,0,0
669,539,268,DoodadFuncLootItem,540,0,0,0,0
670,539,269,DoodadFuncLootItem,540,0,0,0,0
671,539,270,DoodadFuncLootItem,540,0,0,0,0
672,543,271,DoodadFuncLootItem,544,0,0,0,0
673,543,272,DoodadFuncLootItem,544,0,0,0,0
674,543,273,DoodadFuncLootItem,544,0,0,0,0
675,543,274,DoodadFuncLootItem,544,0,0,0,0
676,543,275,DoodadFuncLootItem,544,0,0,0,0
677,547,276,DoodadFuncLootItem,548,0,0,0,0
678,547,277,DoodadFuncLootItem,548,0,0,0,0
679,547,278,DoodadFuncLootItem,548,0,0,0,0
680,547,279,DoodadFuncLootItem,548,0,0,0,0
681,547,280,DoodadFuncLootItem,548,0,0,0,0
682,551,281,DoodadFuncLootItem,552,0,0,0,0
683,551,282,DoodadFuncLootItem,552,0,0,0,0
684,551,283,DoodadFuncLootItem,552,0,0,0,0
685,551,284,DoodadFuncLootItem,552,0,0,0,0
686,551,285,DoodadFuncLootItem,552,0,0,0,0
687,555,286,DoodadFuncLootItem,556,0,0,0,0
688,555,287,DoodadFuncLootItem,556,0,0,0,0
689,555,288,DoodadFuncLootItem,556,0,0,0,0
690,555,289,DoodadFuncLootItem,556,0,0,0,0
691,555,290,DoodadFuncLootItem,556,0,0,0,0
695,559,293,DoodadFuncLootItem,560,0,0,0,0
696,559,294,DoodadFuncLootItem,560,0,0,0,0
697,559,295,DoodadFuncLootItem,560,0,0,0,0
698,559,296,DoodadFuncLootItem,560,0,0,0,0
699,559,297,DoodadFuncLootItem,560,0,0,0,0
702,384,298,DoodadFuncLootItem,639,,,0,0
704,628,299,DoodadFuncLootItem,-1,0,0,0,0
705,628,2,DoodadFuncDairyCollect,629,0,0,0,0
706,629,300,DoodadFuncLootItem,630,0,0,0,0
712,635,304,DoodadFuncLootItem,636,0,0,0,0
713,635,305,DoodadFuncLootItem,636,0,0,0,0
719,631,307,DoodadFuncLootItem,637,,,0,0
722,638,309,DoodadFuncLootItem,639,,,0,0
724,640,310,DoodadFuncLootItem,641,,,0,0
726,649,311,DoodadFuncLootItem,650,,0,0,0
730,648,14,DoodadFuncButcher,649,0,0,0,0
734,643,312,DoodadFuncLootItem,644,,,0,0
735,645,313,DoodadFuncLootItem,646,,,0,0
736,647,314,DoodadFuncLootItem,648,,,0,0
737,651,6,DoodadFuncSpiceCollect,652,0,0,0,0
738,652,315,DoodadFuncLootItem,653,0,0,0,0
739,652,316,DoodadFuncLootItem,653,0,0,0,0
742,655,317,DoodadFuncLootItem,656,0,0,0,0
743,655,318,DoodadFuncLootItem,656,0,0,0,0
744,658,319,DoodadFuncLootItem,659,0,0,0,0
745,658,320,DoodadFuncLootItem,659,0,0,0,0
746,660,2,DoodadFuncMedicalingredientMine,661,0,0,0,0
747,661,321,DoodadFuncLootItem,662,0,0,0,0
748,661,322,DoodadFuncLootItem,662,0,0,0,0
750,666,323,DoodadFuncLootItem,667,,0,0,0
754,669,4,DoodadFuncCropHarvest,670,0,0,0,0
756,671,325,DoodadFuncLootItem,672,,0,0,0
762,678,329,DoodadFuncLootItem,679,,0,0,0
766,681,331,DoodadFuncLootItem,682,,0,0,0
768,683,7,DoodadFuncSpiceCollect,684,0,0,0,0
769,684,333,DoodadFuncLootItem,685,0,0,0,0
771,684,334,DoodadFuncLootItem,685,0,0,0,0
772,676,21,DoodadFuncQuest,686,0,0,0,0
773,688,335,DoodadFuncLootItem,689,,0,0,0
775,691,337,DoodadFuncLootItem,692,,0,0,0
781,686,103,DoodadFuncUse,-1,0,0,0,0
782,696,1,DoodadFuncPlantCollect,697,0,0,0,0
783,697,341,DoodadFuncLootItem,698,0,0,0,0
784,697,342,DoodadFuncLootItem,698,0,0,0,0
786,700,343,DoodadFuncLootItem,703,,,0,0
787,701,5,DoodadFuncMedicalingredientMine,702,0,0,0,0
788,702,344,DoodadFuncLootItem,703,0,0,0,0
789,702,345,DoodadFuncLootItem,703,0,0,0,0
791,705,346,DoodadFuncLootItem,706,,0,0,0
794,708,348,DoodadFuncLootItem,709,,0,0,0
797,711,350,DoodadFuncLootItem,712,,0,0,0
799,714,352,DoodadFuncLootItem,715,,0,0,0
802,717,354,DoodadFuncLootItem,718,,0,0,0
807,722,7,DoodadFuncMedicalingredientMine,723,0,0,0,0
808,723,358,DoodadFuncLootItem,724,0,0,0,0
809,723,359,DoodadFuncLootItem,724,0,0,0,0
811,726,360,DoodadFuncLootItem,727,0,0,0,0
815,729,362,DoodadFuncLootItem,730,,0,0,0
818,732,364,DoodadFuncLootItem,733,,0,0,0
821,735,366,DoodadFuncLootItem,736,0,0,0,0
822,735,367,DoodadFuncLootItem,736,0,0,0,0
823,737,9,DoodadFuncSpiceCollect,738,0,0,0,0
824,738,368,DoodadFuncLootItem,739,0,0,0,0
825,738,369,DoodadFuncLootItem,739,0,0,0,0
826,654,1,DoodadFuncCerealHarvest,655,0,0,0,0
827,657,2,DoodadFuncCerealHarvest,658,0,0,0,0
831,741,370,DoodadFuncLootItem,742,0,0,0,0
832,741,371,DoodadFuncLootItem,742,0,0,0,0
